UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC8028,18-Jul-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,£926.61,8028
MODGPC8029,19-Jul-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"£1,082.96",8029
MODGPC8030,04-Aug-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"£1,287.97",8030
MODGPC8031,26-Jul-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,£948.08,8031
MODGPC8032,18-Jul-11,Catering and Catering Supplies     , CATERERS,"£2,338.43",8032
MODGPC8033,18-Jul-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"£1,461.09",8033
MODGPC8034,19-Jul-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"£1,461.00",8034
MODGPC8035,03-Aug-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£522.80,8035
MODGPC8036,19-Jul-11,Cleaning Services and Supplies     , CARPET/UPHOLSTERY CLEANING,£720.48,8036
MODGPC8037,04-Aug-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£1,305.72",8037
MODGPC8038,14-Jul-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£882.18,8038
MODGPC8039,20-Jul-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£1,753.66",8039
MODGPC8040,20-Jul-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£677.38,8040
MODGPC8041,10-Aug-11,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,"£1,019.59",8041
MODGPC8042,22-Jul-11,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,£816.48,8042
MODGPC8043,18-Jul-11,Cleaning Services and Supplies     , DRY CLEANERS,£568.80,8043
MODGPC8044,14-Jul-11,Cleaning Services and Supplies     , DRY CLEANERS,"£2,218.92",8044
MODGPC8045,08-Aug-11,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,"£7,455.60",8045
MODGPC8046,29-Jul-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£695.86,8046
MODGPC8047,14-Jul-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£714.00,8047
MODGPC8048,22-Jul-11,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,£985.96,8048
MODGPC8049,19-Jul-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,£580.03,8049
MODGPC8050,28-Jul-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£1,169.88",8050
MODGPC8051,15-Jul-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£1,632.24",8051
MODGPC8052,28-Jul-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£1,005.84",8052
MODGPC8053,29-Jul-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£894.00,8053
MODGPC8054,28-Jul-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£902.15,8054
MODGPC8055,19-Jul-11,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,£503.23,8055
MODGPC8056,20-Jul-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£2,520.00",8056
MODGPC8057,26-Jul-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£840.00,8057
MODGPC8058,28-Jul-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£670.80,8058
MODGPC8059,26-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£1,800.00",8059
MODGPC8060,19-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£1,123.85",8060
MODGPC8061,29-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£3,564.00",8061
MODGPC8062,15-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£750.00,8062
MODGPC8063,25-Jul-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£840.00,8063
MODGPC8064,26-Jul-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£840.00,8064
MODGPC8065,03-Aug-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£1,350.96",8065
MODGPC8066,02-Aug-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£2,475.90",8066
MODGPC8067,02-Aug-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£3,420.00",8067
MODGPC8068,02-Aug-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£2,870.88",8068
MODGPC8069,28-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£750.00,8069
MODGPC8070,08-Aug-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£677.12,8070
MODGPC8071,08-Aug-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£1,760.00",8071
MODGPC8072,25-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£880.00,8072
MODGPC8073,20-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£780.00,8073
MODGPC8074,11-Aug-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£2,520.00",8074
MODGPC8075,04-Aug-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£503.04,8075
MODGPC8076,10-Aug-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£1,800.00",8076
MODGPC8077,29-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£595.00,8077
MODGPC8078,18-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,164.00",8078
MODGPC8079,18-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,164.00",8079
MODGPC8080,22-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£3,168.00",8080
MODGPC8081,23-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£987.83,8081
MODGPC8082,02-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£916.63,8082
MODGPC8083,04-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£599.00,8083
MODGPC8084,05-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£699.00,8084
MODGPC8085,01-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£988.80,8085
MODGPC8086,14-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£645.48,8086
MODGPC8087,15-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£3,587.52",8087
MODGPC8088,04-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,207.62",8088
MODGPC8089,09-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,020.88",8089
MODGPC8090,25-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,216.30",8090
MODGPC8091,03-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"£2,087.14",8091
MODGPC8092,03-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£975.00,8092
MODGPC8093,03-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£955.20,8093
MODGPC8094,03-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"£1,770.00",8094
MODGPC8095,05-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£621.66,8095
MODGPC8096,29-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£540.81,8096
MODGPC8097,09-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£573.00,8097
MODGPC8098,15-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"£3,112.44",8098
MODGPC8099,15-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"£2,485.44",8099
MODGPC8100,29-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£783.00,8100
MODGPC8101,09-Aug-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£1,864.80",8101
MODGPC8102,19-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£3,818.96",8102
MODGPC8103,25-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£729.62,8103
MODGPC8104,22-Jul-11,Computer Equipment & Services      , COMPUTER NETWORK/INFO SVCS,£600.00,8104
MODGPC8105,08-Aug-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£900.00,8105
MODGPC8106,25-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£900.00,8106
MODGPC8107,18-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£2,160.00",8107
MODGPC8108,15-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£900.00,8108
MODGPC8109,03-Aug-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£993.89,8109
MODGPC8110,04-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"£1,800.00",8110
MODGPC8111,11-Aug-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£540.00,8111
MODGPC8112,11-Aug-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£780.00,8112
MODGPC8113,11-Aug-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£522.00,8113
MODGPC8114,28-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£564.00,8114
MODGPC8115,09-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£678.89,8115
MODGPC8116,16-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£7,103.62",8116
MODGPC8117,12-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£831.92,8117
MODGPC8118,25-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£4,302.78",8118
MODGPC8119,22-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£804.26,8119
MODGPC8120,28-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£544.92,8120
MODGPC8121,29-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£544.92,8121
MODGPC8122,01-Aug-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£544.92,8122
MODGPC8123,11-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£2,652.48",8123
MODGPC8124,26-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,507.20",8124
MODGPC8125,26-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£930.00,8125
MODGPC8126,01-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£536.98,8126
MODGPC8127,10-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£2,125.06",8127
MODGPC8128,01-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£814.03,8128
MODGPC8129,27-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£1,656.00",8129
MODGPC8130,18-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£891.78,8130
MODGPC8131,21-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,888.66",8131
MODGPC8132,21-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£4,935.00",8132
MODGPC8133,02-Aug-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",£693.84,8133
MODGPC8134,18-Jul-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY","£1,499.00",8134
MODGPC8135,15-Jul-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",£786.96,8135
MODGPC8136,21-Jul-11,Financial Services                 , FINANCIAL INST/MERCHANDISE,"£8,302.79",8136
MODGPC8137,28-Jul-11,Financial Services                 , FINANCIAL INST/MERCHANDISE,£549.72,8137
MODGPC8138,20-Jul-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£1,555.00",8138
MODGPC8139,02-Aug-11,Freight and Storage                , PUBLIC WAREHOUSING,"£1,260.00",8139
MODGPC8140,09-Aug-11,Freight and Storage                , PUBLIC WAREHOUSING,£525.00,8140
MODGPC8141,15-Jul-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£2,000.00",8141
MODGPC8142,18-Jul-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£1,152.00",8142
MODGPC8143,18-Jul-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£1,152.00",8143
MODGPC8144,18-Jul-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£1,152.00",8144
MODGPC8145,20-Jul-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£1,152.00",8145
MODGPC8146,01-Aug-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,£802.08,8146
MODGPC8147,21-Jul-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£4,007.70",8147
MODGPC8148,08-Aug-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,£918.89,8148
MODGPC8149,29-Jul-11,Freight and Storage                , PUBLIC WAREHOUSING,"£3,142.80",8149
MODGPC8150,03-Aug-11,General Retail and Wholesale       , SHOE STORES,£506.26,8150
MODGPC8151,09-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£2,499.00",8151
MODGPC8152,09-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,000.00",8152
MODGPC8153,29-Jul-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£856.13,8153
MODGPC8154,21-Jul-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£568.80,8154
MODGPC8155,22-Jul-11,General Retail and Wholesale       , TENT AND AWNING SHOPS,£853.19,8155
MODGPC8156,22-Jul-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,194.00",8156
MODGPC8157,26-Jul-11,General Retail and Wholesale       , SPORTING GOODS STORES,£538.90,8157
MODGPC8158,25-Jul-11,General Retail and Wholesale       , SHOE STORES,"£1,545.60",8158
MODGPC8159,03-Aug-11,General Retail and Wholesale       , SHOE STORES,"£1,248.69",8159
MODGPC8160,02-Aug-11,General Retail and Wholesale       , SHOE STORES,£534.61,8160
MODGPC8161,26-Jul-11,General Retail and Wholesale       , SHOE STORES,"£1,251.56",8161
MODGPC8162,27-Jul-11,General Retail and Wholesale       , SHOE STORES,£771.34,8162
MODGPC8163,10-Aug-11,General Retail and Wholesale       , SHOE STORES,"£1,380.30",8163
MODGPC8164,11-Aug-11,General Retail and Wholesale       , SHOE STORES,£642.84,8164
MODGPC8165,19-Jul-11,General Retail and Wholesale       , SHOE STORES,£938.81,8165
MODGPC8166,20-Jul-11,General Retail and Wholesale       , SHOE STORES,£901.80,8166
MODGPC8167,27-Jul-11,General Retail and Wholesale       , SHOE STORES,£525.36,8167
MODGPC8168,08-Aug-11,General Retail and Wholesale       , SHOE STORES,£506.86,8168
MODGPC8169,15-Jul-11,General Retail and Wholesale       , HARDWARE STORES,£597.96,8169
MODGPC8170,29-Jul-11,General Retail and Wholesale       , HARDWARE STORES,£621.60,8170
MODGPC8171,01-Aug-11,General Retail and Wholesale       , SPORTING GOODS STORES,"£1,909.68",8171
MODGPC8172,04-Aug-11,General Retail and Wholesale       , DISCOUNT STORES,£599.98,8172
MODGPC8173,04-Aug-11,General Retail and Wholesale       , DISCOUNT STORES,"£3,008.85",8173
MODGPC8174,05-Aug-11,General Retail and Wholesale       , DISCOUNT STORES,£758.93,8174
MODGPC8175,13-Jul-11,General Retail and Wholesale       , DISCOUNT STORES,£535.94,8175
MODGPC8176,14-Jul-11,General Retail and Wholesale       , DISCOUNT STORES,£669.77,8176
MODGPC8177,16-Jul-11,General Retail and Wholesale       , DISCOUNT STORES,£598.28,8177
MODGPC8178,16-Jul-11,General Retail and Wholesale       , DISCOUNT STORES,£579.82,8178
MODGPC8179,19-Jul-11,General Retail and Wholesale       , DISCOUNT STORES,£608.86,8179
MODGPC8180,29-Jul-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,£597.50,8180
MODGPC8181,26-Jul-11,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,"£2,059.20",8181
MODGPC8182,19-Jul-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£2,850.00",8182
MODGPC8183,15-Jul-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,041.78",8183
MODGPC8184,10-Aug-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£601.58,8184
MODGPC8185,19-Jul-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,£850.00,8185
MODGPC8186,22-Jul-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,£888.96,8186
MODGPC8187,27-Jul-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,341.54",8187
MODGPC8188,10-Aug-11,General Retail and Wholesale       , CHILDREN/INFANTS WEAR STORES,£768.00,8188
MODGPC8189,02-Aug-11,General Retail and Wholesale       , ELECTRONICS STORES,£768.00,8189
MODGPC8190,10-Aug-11,General Retail and Wholesale       , ELECTRONICS STORES,"£2,091.60",8190
MODGPC8191,18-Jul-11,General Retail and Wholesale       , TENT AND AWNING SHOPS,"£1,002.00",8191
MODGPC8192,27-Jul-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£840.00,8192
MODGPC8193,20-Jul-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£840.00,8193
MODGPC8194,21-Jul-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£840.00,8194
MODGPC8195,11-Aug-11,General Retail and Wholesale       , JEWELLERY STORES,£900.00,8195
MODGPC8196,04-Aug-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£558.50,8196
MODGPC8197,02-Aug-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"£12,828.00",8197
MODGPC8198,20-Jul-11,General Retail and Wholesale       , ELECTRONICS STORES,"£3,955.50",8198
MODGPC8199,08-Aug-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£2,000.00",8199
MODGPC8200,09-Aug-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,£910.00,8200
MODGPC8201,11-Aug-11,General Retail and Wholesale       , LUGGAGE/LEATHER STORES,"£1,594.80",8201
MODGPC8202,05-Aug-11,General Retail and Wholesale       , ARTIST/CRAFT SHOPS,£640.20,8202
MODGPC8203,25-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,801.20",8203
MODGPC8204,03-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£7,200.00",8204
MODGPC8205,01-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£2,034.00",8205
MODGPC8206,01-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,620.00",8206
MODGPC8207,02-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,032.00",8207
MODGPC8208,02-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£972.00,8208
MODGPC8209,02-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£630.00,8209
MODGPC8210,02-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,638.00",8210
MODGPC8211,05-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£648.00,8211
MODGPC8212,08-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£2,088.00",8212
MODGPC8213,08-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£615.60,8213
MODGPC8214,09-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£4,183.20",8214
MODGPC8215,09-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,195.20",8215
MODGPC8216,11-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£672.00,8216
MODGPC8217,11-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£960.00,8217
MODGPC8218,14-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£2,632.80",8218
MODGPC8219,18-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£36,492.00",8219
MODGPC8220,28-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£24,588.00",8220
MODGPC8221,01-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£4,752.00",8221
MODGPC8222,09-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£684.00,8222
MODGPC8223,25-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,184.03",8223
MODGPC8224,25-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,119.84",8224
MODGPC8225,25-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,165.25",8225
MODGPC8226,18-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£849.60,8226
MODGPC8227,26-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£2,544.00",8227
MODGPC8228,27-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£2,401.87",8228
MODGPC8229,03-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,353.89",8229
MODGPC8230,04-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£780.00,8230
MODGPC8231,08-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£550.80,8231
MODGPC8232,04-Aug-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£4,455.00",8232
MODGPC8233,28-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£12,726.00",8233
MODGPC8234,28-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£12,726.00",8234
MODGPC8235,14-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£810.00,8235
MODGPC8236,14-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£660.00,8236
MODGPC8237,19-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£810.00,8237
MODGPC8238,22-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£3,864.00",8238
MODGPC8239,22-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,170.00",8239
MODGPC8240,26-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£12,000.00",8240
MODGPC8241,26-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£690.00,8241
MODGPC8242,21-Jul-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,083.02",8242
MODGPC8243,25-Jul-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,319.87",8243
MODGPC8244,28-Jul-11,General Retail and Wholesale       , RADIO/TV/STEREO REPAIR SHOP,£999.60,8244
MODGPC8245,26-Jul-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,566.18",8245
MODGPC8246,20-Jul-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£600.00,8246
MODGPC8247,08-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,202.15",8247
MODGPC8248,14-Jul-11,General Retail and Wholesale       , SPORTING GOODS STORES,£531.20,8248
MODGPC8249,13-Jul-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£563.99,8249
MODGPC8250,26-Jul-11,General Retail and Wholesale       , ELECTRONICS STORES,"£4,055.95",8250
MODGPC8251,25-Jul-11,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,£768.00,8251
MODGPC8252,10-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£2,311.20",8252
MODGPC8253,27-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£670.20,8253
MODGPC8254,26-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£675.60,8254
MODGPC8255,26-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£661.50,8255
MODGPC8256,08-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£864.00,8256
MODGPC8257,27-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£3,107.00",8257
MODGPC8258,01-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£4,914.00",8258
MODGPC8259,01-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£4,884.00",8259
MODGPC8260,11-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,083.80",8260
MODGPC8261,15-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£600.40,8261
MODGPC8262,11-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£578.80,8262
MODGPC8263,14-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£4,979.25",8263
MODGPC8264,14-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£3,158.00",8264
MODGPC8265,14-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,087.00",8265
MODGPC8266,29-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£3,038.15",8266
MODGPC8267,29-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£2,728.50",8267
MODGPC8268,29-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£2,544.00",8268
MODGPC8269,02-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£719.20,8269
MODGPC8270,22-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£546.80,8270
MODGPC8271,11-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,679.40",8271
MODGPC8272,08-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£3,938.50",8272
MODGPC8273,15-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£542.40,8273
MODGPC8274,15-Jul-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£873.60,8274
MODGPC8275,02-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£4,206.00",8275
