Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,WILTSHIRE COUNCIL,,5000167997,"181,882.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,WILTSHIRE POLICE (RSG),,5000167988,"516,912.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,WILTSHIRE POLICE (RSG),,5000167989,"101,151.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,WOLVERHAMPTON MBC,,5000167964,"204,683.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,WORCESTERSHIRE COUNTY COUNCIL,,5000167965,"1,036,004.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Localism,CITY OF SUNDERLAND (HSG),,5000167856,"700,910.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Localism,CORNWALL UNITARY AUTHORITY,,5000168003,"267,815.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Localism,GLOUCESTERSHIRE COUNTY CNCL,,5000167897,"447,354.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Localism,GREATER LONDON AUTHORITY (RSG),,5000167976,"1,095,537.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Localism,GREATER MANCHESTER FIRE (RSG),,5000167977,"113,045.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Localism,LANCASHIRE COMBINED FIRE AUTHORITY,,5000167991,"120,592.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Localism,NORTH YORKSHIRE FIRE & RESCUE AUTH,,5000167992,"162,216.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Localism,NORTHUMBERLAND COUNTY COUNCIL,,5000167998,"825,722.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Localism,STAFFORDSHIRE  FIRE & RESCUE SERV,,5000167990,"953,711.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Localism,SUFFOLK CC (SOCIAL CARE SERV) (H,,5000167867,"548,332.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,BRENT LB (HSG),,5000167854,"854,540.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,CHESHIRE EAST COUNCIL,,5000168000,"1,031,197.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,COVENTRY CITY CNCL,,5000167884,"435,486.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,DERBY CITY CNCL,,5000167888,"59,148.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,KENT COUNTY CNCL,,5000167908,"1,359,117.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,LEEDS CITY CNCL,,5000167914,"1,167,488.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,LEEDS CITY CNCL,,5000167915,"25,628.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,NORTH EAST DERBYSHIRE DC,,5000167924,"8,263.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,SELBY DC,,5000167865,"69,478.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,TOWER HAMLETS LB (HSG),,5000167868,"143,949.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,WARRINGTON BC,,5000167958,"83,133.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Neighbourhoods,WARRINGTON BC,,5000167959,"38,669.00",Yes
Communities & Local Government,DCLG,02/06/2011,Training,Neighbourhoods,Employee Expenses,,,146.00,
Communities & Local Government,DCLG,02/06/2011,Training,Neighbourhoods,Employee Expenses,,,190.00,
Communities & Local Government,DCLG,02/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,949.40,
Communities & Local Government,DCLG,02/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,308.80,
Communities & Local Government,DCLG,03/06/2011,Excess Fares,Finance & Corporate Services,Employee Expenses,,,"1,215.70",
Communities & Local Government,DCLG,03/06/2011,Training,Neighbourhoods,Employee Expenses,,,405.00,
Communities & Local Government,DCLG,03/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,586.87,
Communities & Local Government,DCLG,03/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,298.74,
Communities & Local Government,DCLG,03/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,"1,324.21",
Communities & Local Government,DCLG,03/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,182.79,
Communities & Local Government,DCLG,03/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,80.68,
Communities & Local Government,DCLG,06/06/2011,Training,Neighbourhoods,Employee Expenses,,,"1,068.60",
Communities & Local Government,DCLG,06/06/2011,Travel and Subsistence Account,Finance & Corporate Services,Employee Expenses,,,556.44,
Communities & Local Government,DCLG,06/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,863.31,
Communities & Local Government,DCLG,07/06/2011,Training,Neighbourhoods,Employee Expenses,,,411.00,
Communities & Local Government,DCLG,07/06/2011,Training,Neighbourhoods,Employee Expenses,,,"1,574.60",
Communities & Local Government,DCLG,07/06/2011,Training,Neighbourhoods,Employee Expenses,,,557.00,
Communities & Local Government,DCLG,07/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,227.80,
Communities & Local Government,DCLG,07/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,500.59,
Communities & Local Government,DCLG,07/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,710.00,
Communities & Local Government,DCLG,08/06/2011,Training,Neighbourhoods,Employee Expenses,,,411.00,
Communities & Local Government,DCLG,08/06/2011,Training,Neighbourhoods,Employee Expenses,,,548.00,
Communities & Local Government,DCLG,08/06/2011,Training,Neighbourhoods,Employee Expenses,,,"1,196.20",
Communities & Local Government,DCLG,08/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,776.09,
Communities & Local Government,DCLG,08/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,118.20,
Communities & Local Government,DCLG,08/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,98.95,
Communities & Local Government,DCLG,08/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,172.33,
Communities & Local Government,DCLG,08/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,482.32,
Communities & Local Government,DCLG,09/06/2011,Training,Neighbourhoods,Employee Expenses,,,822.00,
Communities & Local Government,DCLG,09/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,873.30,
Communities & Local Government,DCLG,13/06/2011,Training,Neighbourhoods,Employee Expenses,,,190.00,
Communities & Local Government,DCLG,13/06/2011,Training,Neighbourhoods,Employee Expenses,,,966.90,
Communities & Local Government,DCLG,13/06/2011,Training,Neighbourhoods,Employee Expenses,,,285.00,
Communities & Local Government,DCLG,13/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,192.32,
Communities & Local Government,DCLG,13/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,"4,386.25",
Communities & Local Government,DCLG,13/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,"1,066.95",
Communities & Local Government,DCLG,13/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,87.20,
Communities & Local Government,DCLG,13/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,642.65,
Communities & Local Government,DCLG,15/06/2011,Training,Finance & Corporate Services,Employee Expenses,,,"1,587.50",
Communities & Local Government,DCLG,15/06/2011,Training,Neighbourhoods,Employee Expenses,,,205.50,
Communities & Local Government,DCLG,15/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,882.37,
Communities & Local Government,DCLG,15/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,384.74,
Communities & Local Government,DCLG,16/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,322.43,
Communities & Local Government,DCLG,16/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,87.54,
Communities & Local Government,DCLG,17/06/2011,Training,Neighbourhoods,Employee Expenses,,,467.20,
Communities & Local Government,DCLG,17/06/2011,Training,Neighbourhoods,Employee Expenses,,,"1,536.85",
Communities & Local Government,DCLG,17/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,354.35,
Communities & Local Government,DCLG,17/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,404.09,
Communities & Local Government,DCLG,17/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,926.09,
Communities & Local Government,DCLG,20/06/2011,Travel and Subsistence Account,Localism,Employee Expenses,,,784.20,
Communities & Local Government,DCLG,20/06/2011,Travel and Subsistence Account,Localism,Employee Expenses,,,601.12,
Communities & Local Government,DCLG,21/06/2011,Training,Neighbourhoods,Employee Expenses,,,205.50,
Communities & Local Government,DCLG,21/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,683.40,
Communities & Local Government,DCLG,21/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,597.01,
Communities & Local Government,DCLG,21/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,708.15,
Communities & Local Government,DCLG,21/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,557.40,
Communities & Local Government,DCLG,22/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,59.60,
Communities & Local Government,DCLG,22/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,"1,299.16",
Communities & Local Government,DCLG,23/06/2011,Training,Neighbourhoods,Employee Expenses,,,292.00,
Communities & Local Government,DCLG,23/06/2011,Training,Neighbourhoods,Employee Expenses,,,236.33,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Finance & Corporate Services,Employee Expenses,,,188.70,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Finance & Corporate Services,Employee Expenses,,,205.30,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Finance & Corporate Services,Employee Expenses,,,325.30,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Finance & Corporate Services,Employee Expenses,,,216.20,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Finance & Corporate Services,Employee Expenses,,,269.30,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Finance & Corporate Services,Employee Expenses,,,281.40,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Finance & Corporate Services,Employee Expenses,,,216.60,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Finance & Corporate Services,Employee Expenses,,,290.30,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Finance & Corporate Services,Employee Expenses,,,389.70,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,391.76,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,83.88,
Communities & Local Government,DCLG,23/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,343.45,
Communities & Local Government,DCLG,27/06/2011,Training,Neighbourhoods,Employee Expenses,,,482.93,
Communities & Local Government,DCLG,27/06/2011,Training,Neighbourhoods,Employee Expenses,,,190.00,
Communities & Local Government,DCLG,27/06/2011,Training,Neighbourhoods,Employee Expenses,,,292.00,
Communities & Local Government,DCLG,27/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,110.64,
Communities & Local Government,DCLG,27/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,608.95,
Communities & Local Government,DCLG,27/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,23.30,
Communities & Local Government,DCLG,27/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,111.69,
Communities & Local Government,DCLG,27/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,264.72,
Communities & Local Government,DCLG,29/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,89.55,
Communities & Local Government,DCLG,29/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,952.31,
Communities & Local Government,DCLG,29/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,65.20,
Communities & Local Government,DCLG,29/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,358.92,
Communities & Local Government,DCLG,29/06/2011,Travel and Subsistence Account,Neighbourhoods,Employee Expenses,,,236.52,
Communities & Local Government,GO,01/06/2011,Domestic Services,RCU - PAM - Property Asset Management,GROWING SUCCESS LTD,,5106163559,695.50,
Communities & Local Government,GO,01/06/2011,Electricity,RCU - PAM - Property Asset Management,SCOTTISH POWER,,5106163346,502.90,
Communities & Local Government,GO,01/06/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,AMEY COMMUNITY LTD,,5106163572,"23,273.34",
Communities & Local Government,GO,03/06/2011,Electricity,RCU - PAM - Property Asset Management,SOUTHERN ELECTRIC PLC,,2100191362,"-2,042.64",
Communities & Local Government,GO,03/06/2011,Electricity,RCU - PAM - Property Asset Management,SOUTHERN ELECTRIC PLC,,5106162997,"2,042.64",
Communities & Local Government,GO,03/06/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,,5106163729,"108,079.77",
Communities & Local Government,GO,03/06/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,,5106163735,"9,314.90",
Communities & Local Government,GO,03/06/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,,5106163739,"28,287.85",
Communities & Local Government,GO,03/06/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,,5106163741,"10,319.45",
Communities & Local Government,GO,03/06/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,TAYLOR WOODROW CONSTRUCTION,,5106163743,"19,961.21",
Communities & Local Government,GO,06/06/2011,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,,5106163872,"1,486.60",
Communities & Local Government,GO,06/06/2011,Rent,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,,5106163791,"379,877.40",
Communities & Local Government,GO,07/06/2011,Accommodation Service Charges,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,,5106163906,"70,956.59",
Communities & Local Government,GO,07/06/2011,Electricity,RCU - PAM - Property Asset Management,DANMERC PROP CONSULTANTS  & MGT LTD,,5106163906,"24,000.00",
Communities & Local Government,GO,07/06/2011,Electricity,RCU - PAM - Property Asset Management,EDF ENERGY,,5106163750,"5,727.90",
Communities & Local Government,GO,07/06/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,AMEY COMMUNITY LTD,,5106163632,"-1,219.34",
Communities & Local Government,GO,07/06/2011,Fixed Maintenance,RCU - PAM - Property Asset Management,AMEY COMMUNITY LTD,,5106163908,"21,923.91",
Communities & Local Government,GO,07/06/2011,Rent,RCU - PAM - Property Asset Management,CELTIC LAND (PLYMOUTH) LTD,,5106163941,"82,500.00",
Communities & Local Government,GO,07/06/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE FAC SERV LTD (STH WEST & WALE,,5106163910,"24,730.32",
Communities & Local Government,GO,07/06/2011,Variable Maintenance < £15k,RCU - PAM - Property Asset Management,MITIE MANAGED SERVICES LTD,,5106163947,416.29,
Communities & Local Government,GO,07/06/2011,Water,RCU - PAM - Property Asset Management,THAMES WATER UTILITIES,,5106163951,559.30,
Communities & Local Government,GO,08/06/2011,Agency Staff,GORCU Admin DEL Votd,CENTRAL OFFICE OF INFORMATION,,2100191377,"6,604.42",
