Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,25/01/2011,Payment of utilities,Land Forces,CALOR GAS LIMITED,746556,612.6
Ministry of Defence,Ministry of Defence,21/01/2011,Payment of utilities,Defence Equipment & Support,CALOR GAS LIMITED,745232,14.4
Ministry of Defence,Ministry of Defence,25/01/2011,Fuel for military use,Air Command,CALOR GAS LIMITED,746556,6
Ministry of Defence,Ministry of Defence,21/01/2011,Payment of utilities,Navy Command,CALOR GAS LIMITED,745232,2.4
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Air Command,CALOR GAS LIMITED,746556,1.2
Ministry of Defence,Ministry of Defence,19/01/2011,Purchase of inventory and services ,Defence Equipment & Support,CALUMET MOD,AP10 GPC 06,40152
Ministry of Defence,United Kingdom Hydrographic Office,26/01/2011,Computer maintenance & hire,ICT Delivery Business Group,Cambridge Information Ltd,2000052596,73588
Ministry of Defence,Defence Science and Technology Laboratory,14/01/2011,Materials & Equipment,Operations,CAMBRIDGE SCIENTIFIC INSTRUMENTS LIMITED,V - 9000129158 - 00098642,100251.2
Ministry of Defence,Ministry of Defence,19/01/2011,Design services and minor equipment purchases,Land Forces,CANNON TECHNOLOGIES,AP10 GPC 15,32424.79
Ministry of Defence,Ministry of Defence,19/01/2011,Design services and minor equipment purchases,Land Forces,CANNON TECHNOLOGIES,AP10 GPC 16,27882.7
Ministry of Defence,Ministry of Defence,19/01/2011,Design services and minor equipment purchases,Land Forces,CANNON TECHNOLOGIES,AP10 GPC 18,27104.47
Ministry of Defence,Ministry of Defence,04/01/2011,General services and support,Land Forces,CANON (UK) LIMITED,5000047824,62378.2
Ministry of Defence,Ministry of Defence,27/01/2011,General services and support,Air Command,CANON (UK) LIMITED,747701,19316.81
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,747701,18219.09
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,747115,14347.14
Ministry of Defence,Ministry of Defence,27/01/2011,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,747701,13721.35
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,747115,13689.13
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,747701,11662.07
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,747115,10471.52
Ministry of Defence,Ministry of Defence,04/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CANON (UK) LIMITED,5000047824,9195.52
Ministry of Defence,Ministry of Defence,27/01/2011,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,747701,8637.73
Ministry of Defence,Ministry of Defence,27/01/2011,Estate management,Land Forces,CANON (UK) LIMITED,747701,8332.5
Ministry of Defence,Ministry of Defence,04/01/2011,IT and communication services,Land Forces,CANON (UK) LIMITED,5000047824,8281.71
Ministry of Defence,Ministry of Defence,07/01/2011,General services and support,Air Command,CANON (UK) LIMITED,738836,7422.25
Ministry of Defence,Ministry of Defence,26/01/2011,Estate management,Land Forces,CANON (UK) LIMITED,747115,6952.05
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Defence Estates,CANON (UK) LIMITED,747701,6570
Ministry of Defence,Ministry of Defence,04/01/2011,Rental of plant and machinery,Defence Estates,CANON (UK) LIMITED,5000047824,6378.81
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,747701,6041.99
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,747115,5792.62
Ministry of Defence,Ministry of Defence,27/01/2011,Estate management,Air Command,CANON (UK) LIMITED,747701,4686.27
Ministry of Defence,Ministry of Defence,26/01/2011,Rental of plant and machinery,Air Command,CANON (UK) LIMITED,747115,4495.37
Ministry of Defence,Ministry of Defence,25/01/2011,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,746557,4355.34
Ministry of Defence,Ministry of Defence,26/01/2011,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,747115,4045.15
Ministry of Defence,Ministry of Defence,26/01/2011,Rental of plant and machinery,Defence Equipment & Support,CANON (UK) LIMITED,747115,4016.85
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,747115,3742.72
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,746557,3667.51
Ministry of Defence,Ministry of Defence,26/01/2011,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,747115,3518.2
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,747701,3192.32
Ministry of Defence,Ministry of Defence,26/01/2011,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,747115,3097.13
Ministry of Defence,Ministry of Defence,27/01/2011,"Adminstration, claims, compensation and awards",Air Command,CANON (UK) LIMITED,747701,2249.99
Ministry of Defence,Ministry of Defence,27/01/2011,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,747701,2202.15
Ministry of Defence,Ministry of Defence,27/01/2011,IT and communication services,Central TLB,CANON (UK) LIMITED,747701,2193.81
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,747701,1906.29
Ministry of Defence,Ministry of Defence,04/01/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,5000047824,1868.94
Ministry of Defence,Ministry of Defence,26/01/2011,Estate management,Air Command,CANON (UK) LIMITED,747115,1808.86
Ministry of Defence,Ministry of Defence,25/01/2011,Estate management,Land Forces,CANON (UK) LIMITED,746557,1734.33
Ministry of Defence,Ministry of Defence,27/01/2011,Rental of plant and machinery,Defence Equipment & Support,CANON (UK) LIMITED,747701,1728.55
Ministry of Defence,Ministry of Defence,25/01/2011,Estate management,Air Command,CANON (UK) LIMITED,746557,1381.57
Ministry of Defence,Ministry of Defence,27/01/2011,Rental of plant and machinery,Air Command,CANON (UK) LIMITED,747701,1313.25
Ministry of Defence,Ministry of Defence,26/01/2011,"Adminstration, claims, compensation and awards",Air Command,CANON (UK) LIMITED,747115,1289.37
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Defence Estates,CANON (UK) LIMITED,747115,1288.1
Ministry of Defence,Ministry of Defence,27/01/2011,Miscellaneous Administration Costs,Land Forces,CANON (UK) LIMITED,747701,1278.1
Ministry of Defence,Ministry of Defence,27/01/2011,IT and communication services,Land Forces,CANON (UK) LIMITED,747701,1258.18
Ministry of Defence,Ministry of Defence,25/01/2011,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,746557,1223.03
Ministry of Defence,Ministry of Defence,26/01/2011,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,747115,1140.62
Ministry of Defence,Ministry of Defence,25/01/2011,Design services and minor equipment purchases,Defence Estates,CANON (UK) LIMITED,746557,1123.14
Ministry of Defence,Ministry of Defence,26/01/2011,Miscellaneous Administration Costs,Land Forces,CANON (UK) LIMITED,747115,1107.92
Ministry of Defence,Ministry of Defence,26/01/2011,Miscellaneous Administration Costs,Central TLB,CANON (UK) LIMITED,747115,1008.35
Ministry of Defence,Ministry of Defence,26/01/2011,Miscellaneous Administration Costs,Defence Equipment & Support,CANON (UK) LIMITED,747115,954.43
Ministry of Defence,Ministry of Defence,26/01/2011,General services and support,Navy Command,CANON (UK) LIMITED,747115,925.48
Ministry of Defence,Ministry of Defence,26/01/2011,Payments on behalf of Defence Support Group,Central TLB,CANON (UK) LIMITED,747115,899.67
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,746557,829.61
Ministry of Defence,Ministry of Defence,27/01/2011,Design services and minor equipment purchases,Central TLB,CANON (UK) LIMITED,747701,749.39
Ministry of Defence,Ministry of Defence,26/01/2011,General services and support,Air Command,CANON (UK) LIMITED,747115,676.74
Ministry of Defence,Ministry of Defence,26/01/2011,Miscellaneous Administration Costs,Air Command,CANON (UK) LIMITED,747115,656.82
Ministry of Defence,Ministry of Defence,26/01/2011,IT and communication services,Land Forces,CANON (UK) LIMITED,747115,622.82
Ministry of Defence,Ministry of Defence,25/01/2011,Miscellaneous Administration Costs,Air Command,CANON (UK) LIMITED,746557,555.45
Ministry of Defence,Ministry of Defence,27/01/2011,Miscellaneous Administration Costs,Central TLB,CANON (UK) LIMITED,747701,477.16
Ministry of Defence,Ministry of Defence,27/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CANON (UK) LIMITED,747701,415.22
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,746557,401.47
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,746557,399.39
Ministry of Defence,Ministry of Defence,26/01/2011,General services and support,Defence Estates,CANON (UK) LIMITED,747115,388.11
Ministry of Defence,Ministry of Defence,26/01/2011,IT and communication services,Air Command,CANON (UK) LIMITED,747115,363.29
Ministry of Defence,Ministry of Defence,26/01/2011,Design services and minor equipment purchases,Defence Estates,CANON (UK) LIMITED,747115,333.32
Ministry of Defence,Ministry of Defence,26/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CANON (UK) LIMITED,747115,290.54
Ministry of Defence,Ministry of Defence,25/01/2011,Rental of plant and machinery,Defence Equipment & Support,CANON (UK) LIMITED,746557,256.44
Ministry of Defence,Ministry of Defence,26/01/2011,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,747115,245.62
Ministry of Defence,Ministry of Defence,26/01/2011,General services and support,Land Forces,CANON (UK) LIMITED,747115,243.06
Ministry of Defence,Ministry of Defence,27/01/2011,Transport hire charges,Defence Equipment & Support,CANON (UK) LIMITED,747701,235.2
Ministry of Defence,Ministry of Defence,27/01/2011,Estate management,Navy Command,CANON (UK) LIMITED,747701,229.06
Ministry of Defence,Ministry of Defence,27/01/2011,Design services and minor equipment purchases,Navy Command,CANON (UK) LIMITED,747701,227.17
Ministry of Defence,Ministry of Defence,26/01/2011,"Purchase of major spares armaments, medical & general stores",Land Forces,CANON (UK) LIMITED,747115,210.52
Ministry of Defence,Ministry of Defence,26/01/2011,Miscellaneous Administration Costs,Defence Estates,CANON (UK) LIMITED,747115,196.38
Ministry of Defence,Ministry of Defence,25/01/2011,IT and communication services,Air Command,CANON (UK) LIMITED,746557,182.46
Ministry of Defence,Ministry of Defence,26/01/2011,Estate management,Defence Estates,CANON (UK) LIMITED,747115,168.58
Ministry of Defence,Ministry of Defence,26/01/2011,General services and support,Central TLB,CANON (UK) LIMITED,747115,164.66
Ministry of Defence,Ministry of Defence,04/01/2011,General services and support,Central TLB,CANON (UK) LIMITED,5000047824,127.31
Ministry of Defence,Ministry of Defence,27/01/2011,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,747701,116.89
Ministry of Defence,Ministry of Defence,26/01/2011,"Adminstration, claims, compensation and awards",Defence Equipment & Support,CANON (UK) LIMITED,747115,54.57
Ministry of Defence,Ministry of Defence,27/01/2011,Estate management,Central TLB,CANON (UK) LIMITED,747701,50.45
Ministry of Defence,Ministry of Defence,25/01/2011,Estate management,Defence Equipment & Support,CANON (UK) LIMITED,746557,4.33
Ministry of Defence,Ministry of Defence,26/01/2011,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,747116,737448.5
Ministry of Defence,Defence Support Group,13/01/2011,IT Services,Corporate,CAPGEMINI UK PLC,10117764,329931.25
Ministry of Defence,Ministry of Defence,20/01/2011,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,744557,59349.95
Ministry of Defence,Ministry of Defence,28/01/2011,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,748434,48068.7
Ministry of Defence,Defence Support Group,13/01/2011,IT Services,Corporate,CAPGEMINI UK PLC,10117635,40370.12
Ministry of Defence,Ministry of Defence,28/01/2011,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,CAPGEMINI UK PLC,748434,3420
Ministry of Defence,Ministry of Defence,13/01/2011,Estate management,Navy Command,CAPITA SYMONDS LTD,741196,36756
Ministry of Defence,Ministry of Defence,13/01/2011,Estate management,Air Command,CAPITA SYMONDS LTD,741196,9691
Ministry of Defence,Ministry of Defence,13/01/2011,Estate management,Central TLB,CAPITA SYMONDS LTD,741196,1584
Ministry of Defence,Defence Support Group,27/01/2011,Works - Fees,Large Aircraft,Carillion Enterprise Ltd,10118308,26605.54
Ministry of Defence,Defence Support Group,06/01/2011,Equipment Support - Other,Large Aircraft,Carillion Enterprise Ltd,10117294,23597.55
Ministry of Defence,Ministry of Defence,19/01/2011,Estate management,Defence Estates,CARILLIONENTERPRISE LIMITED,743848,3386996.06
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of buildings and military equipment ,Defence Estates,CARILLIONENTERPRISE LIMITED,740023,1741623.54
Ministry of Defence,Ministry of Defence,11/01/2011,Estate management,Defence Estates,CARILLIONENTERPRISE LIMITED,740023,1443734.32
Ministry of Defence,Ministry of Defence,18/01/2011,Purchase of buildings and military equipment ,Defence Estates,CARILLIONENTERPRISE LIMITED,743263,551461.68
Ministry of Defence,Ministry of Defence,14/01/2011,Purchase of buildings and military equipment ,Defence Estates,CARILLIONENTERPRISE LIMITED,741857,178970.01
Ministry of Defence,Ministry of Defence,25/01/2011,Estate management,Defence Estates,CARILLIONENTERPRISE LIMITED,746561,145258.92
Ministry of Defence,Ministry of Defence,13/01/2011,Purchase of buildings and military equipment ,Defence Estates,CARILLIONENTERPRISE LIMITED,741197,141622.07
Ministry of Defence,Ministry of Defence,14/01/2011,Estate management,Defence Estates,CARILLIONENTERPRISE LIMITED,741857,103027.09
Ministry of Defence,Ministry of Defence,19/01/2011,Fees for professional services,Land Forces,CARILLIONENTERPRISE LIMITED,743848,68669.36
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of buildings and military equipment ,Defence Estates,CARILLIONENTERPRISE LIMITED,746561,27400.85
Ministry of Defence,Ministry of Defence,31/01/2011,Fees for professional services,Land Forces,CARILLIONENTERPRISE LIMITED,749082,23125.3
Ministry of Defence,Ministry of Defence,31/01/2011,Estate management,Air Command,CARILLIONENTERPRISE LIMITED,749082,14097.55
Ministry of Defence,Ministry of Defence,13/01/2011,Externally delivered education and training.,Navy Command,CARLISLE STAFFING PLC,741198,36626.3
Ministry of Defence,Ministry of Defence,17/01/2011,Externally delivered education and training.,Navy Command,CARLISLE STAFFING PLC,742549,24300.74
Ministry of Defence,Ministry of Defence,21/01/2011,Payment of utilities,Central TLB,CARNIVAL PLC,745241,58691.1
Ministry of Defence,Ministry of Defence,12/01/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,740581,45000
Ministry of Defence,Ministry of Defence,27/01/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,747707,36163.69
Ministry of Defence,Ministry of Defence,27/01/2011,"Transporation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,747707,29202.61
Ministry of Defence,Ministry of Defence,17/01/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,742550,28361.87
Ministry of Defence,Ministry of Defence,24/01/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,745845,25044.97
Ministry of Defence,Ministry of Defence,14/01/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,741859,20807.64
Ministry of Defence,Ministry of Defence,24/01/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,745845,19662.65
Ministry of Defence,Ministry of Defence,19/01/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,743851,17791.13
Ministry of Defence,Ministry of Defence,17/01/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,742550,17685.31
Ministry of Defence,Ministry of Defence,19/01/2011,"Transporation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,743851,15942.75
Ministry of Defence,Ministry of Defence,17/01/2011,"Transporation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,742550,12123.3
Ministry of Defence,Ministry of Defence,19/01/2011,"Transporation of personnel, freight and travel expenses",Defence Estates,CARTUS LTD,743851,8161.86
Ministry of Defence,Ministry of Defence,24/01/2011,"Transporation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,745845,6243.19
Ministry of Defence,Ministry of Defence,27/01/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,747707,5545.62
Ministry of Defence,Ministry of Defence,24/01/2011,"Transporation of personnel, freight and travel expenses",Defence Estates,CARTUS LTD,745845,5475.06
Ministry of Defence,Ministry of Defence,27/01/2011,"Transporation of personnel, freight and travel expenses",Air Command,CARTUS LTD,747707,4284.5
Ministry of Defence,Ministry of Defence,17/01/2011,"Transporation of personnel, freight and travel expenses",Defence Estates,CARTUS LTD,742550,3019.2
Ministry of Defence,Ministry of Defence,27/01/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,CARTUS LTD,747707,2376.25
Ministry of Defence,Ministry of Defence,14/01/2011,"Transporation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,741859,1388.17
Ministry of Defence,Ministry of Defence,24/01/2011,"Transporation of personnel, freight and travel expenses",Air Command,CARTUS LTD,745845,1237.16
Ministry of Defence,Ministry of Defence,14/01/2011,"Transporation of personnel, freight and travel expenses",Defence Estates,CARTUS LTD,741859,1173.77
Ministry of Defence,Ministry of Defence,14/01/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,741859,680.87
Ministry of Defence,Ministry of Defence,24/01/2011,"Transporation of personnel, freight and travel expenses",Navy Command,CARTUS LTD,745845,487.14
Ministry of Defence,Ministry of Defence,19/01/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,743851,465.71
Ministry of Defence,Ministry of Defence,19/01/2011,"Transporation of personnel, freight and travel expenses",Navy Command,CARTUS LTD,743851,250
Ministry of Defence,Ministry of Defence,27/01/2011,"Transporation of personnel, freight and travel expenses",Defence Estates,CARTUS LTD,747707,144.65
Ministry of Defence,Ministry of Defence,19/01/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,CARTUS LTD,743851,117.59
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,747708,41563.56
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,740025,32264.02
Ministry of Defence,Ministry of Defence,18/01/2011,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,743266,30679.37
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,740025,24863.71
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Air Command,CARWOOD MOTOR UNITS LTD,747708,19612.27
Ministry of Defence,Ministry of Defence,27/01/2011,Payments on behalf of Defence Support Group,Central TLB,CARWOOD MOTOR UNITS LTD,747708,18728.46
Ministry of Defence,Ministry of Defence,11/01/2011,Payments on behalf of Defence Support Group,Central TLB,CARWOOD MOTOR UNITS LTD,740025,12002.82
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,747122,11382.11
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of inventory and services ,Air Command,CARWOOD MOTOR UNITS LTD,740025,9574.2
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,747122,7517.18
Ministry of Defence,Ministry of Defence,18/01/2011,Payments on behalf of Defence Support Group,Central TLB,CARWOOD MOTOR UNITS LTD,743266,4154.54
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,747708,3710.92
Ministry of Defence,Ministry of Defence,18/01/2011,Purchase of inventory and services ,Air Command,CARWOOD MOTOR UNITS LTD,743266,3320.79
Ministry of Defence,Ministry of Defence,18/01/2011,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,743266,1848.23
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Navy Command,CARWOOD MOTOR UNITS LTD,747708,1583.09
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of inventory and services ,Navy Command,CARWOOD MOTOR UNITS LTD,740025,1102.61
Ministry of Defence,Ministry of Defence,26/01/2011,Payments on behalf of Defence Support Group,Central TLB,CARWOOD MOTOR UNITS LTD,747122,264.27
Ministry of Defence,Ministry of Defence,17/01/2011,Medical treatment & stores and welfare services.,Air Command,CASTLEROCK RECRUITMENT GROUP LIMITED,742552,8761.25
Ministry of Defence,Ministry of Defence,17/01/2011,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,742552,8100
Ministry of Defence,Ministry of Defence,04/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR REMANUFACTURING LIMITED,737915,123391.31
Ministry of Defence,Ministry of Defence,11/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR REMANUFACTURING LIMITED,740026,114577.59
Ministry of Defence,Ministry of Defence,19/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR REMANUFACTURING LIMITED,743855,97131.31
Ministry of Defence,Ministry of Defence,11/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR REMANUFACTURING LIMITED,740027,94682.37
Ministry of Defence,Ministry of Defence,19/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR REMANUFACTURING LIMITED,743856,40794.7
Ministry of Defence,Ministry of Defence,26/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR REMANUFACTURING LIMITED,747123,21526.96
Ministry of Defence,Council of Reserve Forces and Cadets Association,23/01/2011,Injections / Projects RDEL and MNW,Estates Management,Cedar Construction Southern Ltd,7208,26708
Ministry of Defence,Ministry of Defence,21/01/2011,Purchase of inventory and services ,Defence Equipment & Support,CENTRAL MANAGEMENT CATALOGUE AGENCY (U K) LTD,745247,56863.02
Ministry of Defence,Ministry of Defence,19/01/2011,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,743860,221559.36
Ministry of Defence,Ministry of Defence,25/01/2011,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,746570,124142.94
Ministry of Defence,Ministry of Defence,13/01/2011,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,741210,90894.98
Ministry of Defence,Ministry of Defence,18/01/2011,"Public relations, including marketing and advertising.",Land Forces,CENTRAL OFFICE OF INFORMATION,743270,61105.26
Ministry of Defence,Ministry of Defence,19/01/2011,Service and civilian recruitment,Air Command,CENTRAL OFFICE OF INFORMATION,743860,31400.9
Ministry of Defence,Ministry of Defence,10/01/2011,Development costs for military equipment.,Defence Equipment & Support,CESG,200000010439,18795.53
Ministry of Defence,Ministry of Defence,28/01/2011,Development costs for military equipment.,Defence Equipment & Support,CESG,200000010623,16287.7
Ministry of Defence,Ministry of Defence,17/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CESG,200000010494,6812.85
Ministry of Defence,Ministry of Defence,17/01/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,CESG,200000010494,3250.05
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,CESG,200000010452,1562.62
Ministry of Defence,Ministry of Defence,28/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CESG,200000010623,900.94
Ministry of Defence,Ministry of Defence,28/01/2011,Research and development,Defence Equipment & Support,CESG,200000010623,642
Ministry of Defence,Ministry of Defence,11/01/2011,Fees for professional services,Central TLB,CESG,200000010452,588.5
Ministry of Defence,Ministry of Defence,10/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CESG,200000010439,284.62
Ministry of Defence,Ministry of Defence,11/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,CESG,200000010452,188.59
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of buildings and military equipment ,Defence Estates,CHAPO-KOULENDROS JV,5000049195,167413.69
Ministry of Defence,Ministry of Defence,27/01/2011,Payment of utilities,Central TLB,CHARLES HUBBARD & PARTNERST/A EDMUND KIRBY,747715,27321.99
Ministry of Defence,Ministry of Defence,26/01/2011,Medical treatment & stores and welfare services.,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,747130,363035.41
Ministry of Defence,Ministry of Defence,28/01/2011,Medical treatment & stores and welfare services.,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,748448,36803.32
Ministry of Defence,United Kingdom Hydrographic Office,26/01/2011,Project External Costs,ICT Delivery Business Group,Chersoft Ltd EM,2000052572,29450
Ministry of Defence,Ministry of Defence,01/01/2011,Estates - Stores/Equipment,Defence Estate - Security Services Group,CHUBB LOCKS CUSTODIAL SERVICES,PMT - AP10005,62208
Ministry of Defence,Ministry of Defence,19/01/2011,Estate management,Land Forces,CHUBB SECURITY PERSONNEL LIMITED,743868,-463.05
Ministry of Defence,Defence Science and Technology Laboratory,07/01/2011,Consumable Materials,Infrastructure,CHURCH FARMS (WINTERBOURNE EARLS) LIMITED,V - 9000128858 - 00098406,26217.6
Ministry of Defence,Ministry of Defence,19/01/2011,Purchase of inventory and services ,Land Forces,"CITY & GUILDS,",AP10 GPC 23,30160
Ministry of Defence,Ministry of Defence,14/01/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CITYSPRINT (UK) LIMITED,741870,34693.54
Ministry of Defence,Ministry of Defence,17/01/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CITYSPRINT (UK) LIMITED,742565,31218.57
Ministry of Defence,Ministry of Defence,14/01/2011,"Transporation of personnel, freight and travel expenses",Air Command,CITYSPRINT (UK) LIMITED,741870,15014.81
Ministry of Defence,Ministry of Defence,17/01/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CITYSPRINT (UK) LIMITED,742565,950.91
Ministry of Defence,Ministry of Defence,17/01/2011,"Transporation of personnel, freight and travel expenses",Air Command,CITYSPRINT (UK) LIMITED,742565,444.8
Ministry of Defence,Defence Support Group,07/01/2011,Capital Expenditure,Land Supply,CLARK CONSTRUCTION LTD,10117428,120071.79
Ministry of Defence,Defence Support Group,13/01/2011,Capital Expenditure,Land Supply,CLARK CONSTRUCTION LTD,10117864,46769.83
Ministry of Defence,Ministry of Defence,12/01/2011,Purchase of inventory and services ,Defence Equipment & Support,CLAVERHAM LTD,740595,2391.29
Ministry of Defence,Ministry of Defence,14/01/2011,Property leases,Defence Estates,COAST TO COAST WATER LTD,741872,2946580.75
Ministry of Defence,Ministry of Defence,20/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,744579,332965
Ministry of Defence,Ministry of Defence,18/01/2011,IT and communication services,Defence Equipment & Support,COKER LOGISTICS SOLUTIONS INC,743281,25049.05
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Air Command,"Cold Lake, Canada",Cash Office 01,321961.28
Ministry of Defence,Ministry of Defence,04/01/2011,Externally delivered education and training.,Central TLB,COMMUNICAID GROUP LIMITED,737918,147250.01
