Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (�) ,VAT Registration Number
FCO,FCO,21-Feb-11,Information Systems Maintenance,DG CENTRAL GROUP,BUSINESS OBJECTS(UK)LTD -SAP UK LIMITED,1009883," (14,062.52)",
FCO,FCO,21-Feb-11,Information Systems Maintenance,DG CENTRAL GROUP,BUSINESS OBJECTS(UK)LTD -SAP UK LIMITED,1009883," (10,664.00)",
FCO,FCO,21-Feb-11,Information Systems Maintenance,DG CENTRAL GROUP,BUSINESS OBJECTS(UK)LTD -SAP UK LIMITED,1009883," 14,062.52 ",
FCO,FCO,21-Feb-11,Information Systems Maintenance,DG CENTRAL GROUP,BUSINESS OBJECTS(UK)LTD -SAP UK LIMITED,1009883," 10,664.00 ",
FCO,FCO,21-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BUSINESS OBJECTS(UK)LTD -SAP UK LIMITED,1009883," 4,327.14 ",
FCO,FCO,21-Feb-11,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,EDENRED,1009895," 29,349.00 ",
FCO,FCO,21-Feb-11,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,EDENRED,1009895," 1,479.60 ",
FCO,FCO,21-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,EDENRED,1009895, 295.92 ,
FCO,FCO,21-Feb-11,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,DF CONCERTS LTD,1009892," 39,611.64 ",
FCO,FCO,21-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DF CONCERTS LTD,1009892," 6,932.04 ",
FCO,FCO,8-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,JAMES FIREBRACE ASSOCIATES LTD,1008996," 30,000.00 ",
FCO,FCO,22-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,JAMES FIREBRACE ASSOCIATES LTD,1010033," 30,000.00 ",
FCO,FCO,1-Feb-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,UNITED NATIONS GENERAL TRUST FUND,2952," 880,531.48 ",
FCO,FCO,21-Feb-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,UNITED NATIONS GENERAL TRUST FUND,2956," 349,407.35 ",
FCO,FCO,7-Feb-11,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,CHRISTIAN CARE,700001789," 37,869.22 ",
FCO,FCO,24-Feb-11,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,UNDP ERITREA,1010321," 34,500.00 ",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," 4,667.35 ",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," 26,062.83 ",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," 16,899.03 ",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," (4,667.35)",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," (26,062.83)",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," (16,899.03)",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," 4,667.35 ",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," 26,062.83 ",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," 9,805.32 ",
FCO,FCO,15-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BIDWELLS,1009410," 7,093.72 ",
FCO,FCO,15-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BIDWELLS,1009410, (0.01),
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," (4,667.35)",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," (26,062.83)",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," (9,805.32)",
FCO,FCO,15-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BIDWELLS,1009410," (7,093.72)",
FCO,FCO,15-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BIDWELLS,1009410, 0.01 ,
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," 4,667.35 ",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," 9,805.32 ",
FCO,FCO,15-Feb-11,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,BIDWELLS,1009410," 26,062.83 ",
FCO,FCO,15-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BIDWELLS,1009410," 7,093.72 ",
FCO,FCO,15-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BIDWELLS,1009410, (0.01),
FCO,FCO,3-Feb-11,Project Works>10K,DG CHANGE & DELIVERY,COFELY LTD - COFATHEC,1008642, 400.00 ,
FCO,FCO,3-Feb-11,Project Works>10K,DG CHANGE & DELIVERY,COFELY LTD - COFATHEC,1008642, 910.00 ,
FCO,FCO,3-Feb-11,Project Works>10K,DG CHANGE & DELIVERY,COFELY LTD - COFATHEC,1008642," 10,900.00 ",
FCO,FCO,3-Feb-11,Project Works>10K,DG CHANGE & DELIVERY,COFELY LTD - COFATHEC,1008642," 8,450.00 ",
FCO,FCO,3-Feb-11,Project Works>10K,DG CHANGE & DELIVERY,COFELY LTD - COFATHEC,1008642, 400.00 ,
FCO,FCO,3-Feb-11,Project Works>10K,DG CHANGE & DELIVERY,COFELY LTD - COFATHEC,1008642," 7,500.00 ",
FCO,FCO,3-Feb-11,Project Works>10K,DG CHANGE & DELIVERY,COFELY LTD - COFATHEC,1008642," 7,500.00 ",
FCO,FCO,3-Feb-11,Project Works>10K,DG CHANGE & DELIVERY,COFELY LTD - COFATHEC,1008642," 1,267.03 ",
FCO,FCO,3-Feb-11,Project Works>10K,DG CHANGE & DELIVERY,COFELY LTD - COFATHEC,1008642," 4,000.00 ",
FCO,FCO,11-Feb-11,Training Course: Fees,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1009300," 21,300.00 ",
FCO,FCO,11-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ASHRIDGE MANAGEMENT COLLEGE,1009300," 4,260.00 ",
FCO,FCO,3-Feb-11,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1008739," 23,916.00 ",
FCO,FCO,3-Feb-11,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1008739," 4,783.20 ",
FCO,FCO,16-Feb-11,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1009627," 24,450.00 ",
FCO,FCO,16-Feb-11,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1009627," 4,890.00 ",
FCO,FCO,2-Feb-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BIS - DEPT FOR BUSINESS INNOVATION & SKILLS,3000691," 27,786.54 ",
FCO,FCO,2-Feb-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BIS - DEPT FOR BUSINESS INNOVATION & SKILLS,3000691," (27,786.54)",
FCO,FCO,2-Feb-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BIS - DEPT FOR BUSINESS INNOVATION & SKILLS,3000691," 20,636.76 ",
FCO,FCO,2-Feb-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BIS - DEPT FOR BUSINESS INNOVATION & SKILLS,3000691," 2,135.04 ",
FCO,FCO,2-Feb-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BIS - DEPT FOR BUSINESS INNOVATION & SKILLS,3000691," 5,014.74 ",
FCO,FCO,16-Feb-11,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1009602," 609,827.24 ",
FCO,FCO,16-Feb-11,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1009602," (609,827.24)",
FCO,FCO,16-Feb-11,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1009602," 553,671.85 ",
FCO,FCO,16-Feb-11,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1009602," 25,965.00 ",
FCO,FCO,16-Feb-11,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1009602," 30,190.39 ",
FCO,FCO,18-Feb-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BRITISH COUNCIL,1009806," 20,459.00 ",
FCO,FCO,18-Feb-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,BRITISH COUNCIL,1009806," 20,225.40 ",
FCO,FCO,21-Feb-11,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1009880," 517,500.00 ",
FCO,FCO,21-Feb-11,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1009880," 103,500.00 ",
FCO,FCO,28-Feb-11,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,BRITISH COUNCIL,1010401," 73,482.00 ",
FCO,FCO,8-Feb-11,Fco Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1008988," 113,130.70 ",
FCO,FCO,8-Feb-11,Fco Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1008988, 16.82 ,
FCO,FCO,8-Feb-11,Fco Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1008988," 22,626.14 ",
FCO,FCO,8-Feb-11,Fco Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1008988, 3.36 ,
FCO,FCO,16-Feb-11,Aslc Contribution,NON CASH & UNALLOCATED COSTS,CABINET OFFICE,3000761," 3,346,599.14 ",
FCO,FCO,16-Feb-11,Added Years and Wwpsc,NON CASH & UNALLOCATED COSTS,CABINET OFFICE,3000761," 392,081.51 ",
FCO,FCO,16-Feb-11,Added Years and Wwpsc,NON CASH & UNALLOCATED COSTS,CABINET OFFICE,3000761," 62,166.54 ",
FCO,FCO,8-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,SAVE THE CHILDREN FUND,1009067," 59,669.00 ",
FCO,FCO,18-Feb-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1009808," 38,791.00 ",
FCO,FCO,18-Feb-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1009808," 7,758.20 ",
FCO,FCO,14-Feb-11,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1009356," 66,440.59 ",
FCO,FCO,14-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1009356," 13,288.12 ",
FCO,FCO,16-Feb-11,Information Systems Under £3000,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1009603," 38,878.00 ",
FCO,FCO,16-Feb-11,Information Systems Under £3000,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1009603," 6,803.65 ",
FCO,FCO,21-Feb-11,Rates Taxes Non-Residential,DG CHANGE & DELIVERY,DUBLIN CITY COUNCIL,1009043," 50,752.43 ",
FCO,FCO,8-Feb-11,Property and Construction Consultancy,DG CHANGE & DELIVERY,COLLIERS,1008937," 29,000.00 ",
FCO,FCO,8-Feb-11,Property and Construction Consultancy,DG CHANGE & DELIVERY,COLLIERS,1008937," 11,600.00 ",
FCO,FCO,8-Feb-11,Property and Construction Consultancy,DG CHANGE & DELIVERY,COLLIERS,1008937," 8,650.00 ",
FCO,FCO,15-Feb-11,Furniture and Fittings,DG CHANGE & DELIVERY,GIBS LTD,1009463," 171,240.33 ",
FCO,FCO,2-Feb-11,CFER Payments to The Exchequer,NON CASH & UNALLOCATED COSTS,H M EXCHEQUER,3000719," 417,944.82 ",
FCO,FCO,16-Feb-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1009617," 78,075.00 ",
FCO,FCO,16-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1009617," 13,663.13 ",
FCO,FCO,17-Feb-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1009705," 78,075.00 ",
FCO,FCO,17-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1009705," 13,663.13 ",
FCO,FCO,16-Feb-11,P.A.Y.E Income Tax (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE & CUSTOMS,3000785," 3,404,800.48 ",
FCO,FCO,16-Feb-11,National Insurance (NI) (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE & CUSTOMS,3000785," 1,913,474.64 ",
FCO,FCO,9-Feb-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,HOME OFFICE,3000750," 56,204.85 ",
FCO,FCO,15-Feb-11,UKBA Visa Income Creditor Control,NON CASH & UNALLOCATED COSTS,HOME OFFICE,3000759," 245,699,563.00 ",
FCO,FCO,15-Feb-11,UKBA Visa Expenditure Debtor Control,NON CASH & UNALLOCATED COSTS,HOME OFFICE,3000759," (119,986,026.00)",
FCO,FCO,15-Feb-11,UKBA Visa Income Creditor Control,NON CASH & UNALLOCATED COSTS,HOME OFFICE,3000759," (3,049,360.00)",
FCO,FCO,15-Feb-11,UKBA Visa Expenditure Debtor Control,NON CASH & UNALLOCATED COSTS,HOME OFFICE,3000759," 1,309,901.00 ",
FCO,FCO,15-Feb-11,UKBA Visa Expenditure Debtor Control,NON CASH & UNALLOCATED COSTS,HOME OFFICE,3000759," 3,230,021.00 ",
FCO,FCO,2-Feb-11,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,HOUSE OF COMMONS,3000722," 264,000.00 ",
FCO,FCO,2-Feb-11,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,HOUSE OF COMMONS,3000722," 264,000.00 ",
FCO,FCO,2-Feb-11,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,HOUSE OF COMMONS,3000722," (264,000.00)",
FCO,FCO,2-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HOUSE OF COMMONS,3000722," 46,200.00 ",
FCO,FCO,23-Feb-11,Post National Insurance Contributions,DG FINANCE,INLAND REVENUE,3000818," 42,178.97 ",
FCO,FCO,23-Feb-11,Post National Insurance Contributions,DG FINANCE,INLAND REVENUE,3000818," 111,668.64 ",
FCO,FCO,23-Feb-11,Post National Insurance Contributions,DG FINANCE,INLAND REVENUE,3000818," 101,566.40 ",
FCO,FCO,23-Feb-11,Post National Insurance Contributions,DG FINANCE,INLAND REVENUE,3000818," 16,015.84 ",
FCO,FCO,23-Feb-11,Post National Insurance Contributions,DG FINANCE,INLAND REVENUE,3000818," 29,670.10 ",
FCO,FCO,23-Feb-11,Post National Insurance Contributions,DG FINANCE,INLAND REVENUE,3000818," 2,327.46 ",
FCO,FCO,23-Feb-11,Post National Insurance Contributions,DG FINANCE,INLAND REVENUE,3000818," 4,308.23 ",
FCO,FCO,23-Feb-11,Post National Insurance Contributions,DG FINANCE,INLAND REVENUE,3000818," 6,907.15 ",
FCO,FCO,23-Feb-11,Post National Insurance Contributions,DG FINANCE,INLAND REVENUE,3000818," 8,372.36 ",
FCO,FCO,9-Feb-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1009140," 3,850.83 ",
FCO,FCO,9-Feb-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1009140," 33,356.26 ",
FCO,FCO,9-Feb-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1009140, 1.15 ,
FCO,FCO,9-Feb-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1009140, 674.10 ,
FCO,FCO,9-Feb-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1009140," 6,671.25 ",
FCO,FCO,9-Feb-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1009140, 353.14 ,
FCO,FCO,9-Feb-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1009140, (1.15),
FCO,FCO,9-Feb-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1009140, 1.15 ,
FCO,FCO,9-Feb-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1009140, (0.20),
FCO,FCO,22-Feb-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAMILTON HARRISON AND MATHEWS,213029," 311,104.88 ",
FCO,FCO,7-Feb-11,Property Maintenance Overseas Non Residential,DG EUROPE AND GLOBALISATION,MORSON HUMAN RESOURCES LTD,1008888," 33,518.10 ",
FCO,FCO,7-Feb-11,Contract Fees,DG EUROPE AND GLOBALISATION,MORSON HUMAN RESOURCES LTD,1008888," 37,998.22 ",
FCO,FCO,7-Feb-11,Property Maintenance Overseas Non Residential,DG EUROPE AND GLOBALISATION,MORSON HUMAN RESOURCES LTD,1008888," 75,980.56 ",
FCO,FCO,23-Feb-11,Information Systems Under £3000,DG CENTRAL GROUP,ORACLE CORPORATION (UK) LTD,1010192," 160,789.91 ",
FCO,FCO,23-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ORACLE CORPORATION (UK) LTD,1010192," 32,158.11 ",
FCO,FCO,25-Feb-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD,23706," 106,623.96 ",
FCO,FCO,25-Feb-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD,23706," (106,623.96)",
FCO,FCO,25-Feb-11,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD,23706," 99,728.37 ",
FCO,FCO,8-Feb-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,SAFERWORLD,1009064," 27,163.00 ",
FCO,FCO,8-Feb-11,Additional Volunteer Contribution,NON CASH & UNALLOCATED COSTS,SCOTTISH WIDOWS PLC,1009069," 27,538.04 ",
FCO,FCO,15-Feb-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,UAD EMPLOYEE EXPENSES,300003609," 85,912.13 ",
FCO,  ,10-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1003171," 24,474,171.92 ",
FCO,FCO,25-Feb-11,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,UNITED NATIONS,1003222," 30,331.99 ",
FCO,FCO,25-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1003223," 1,813,387.40 ",
FCO,FCO,25-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1003224," 1,416,392.33 ",
FCO,FCO,28-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1003228," 1,552,236.18 ",
FCO,FCO,28-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1003229," 12,227,914.04 ",
FCO,FCO,28-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1003230," 7,027,813.68 ",
FCO,FCO,23-Feb-11,Property and Construction Consultancy,DG CHANGE & DELIVERY,VALUATION OFFICE AGENCY,3000824," 31,100.00 ",
FCO,FCO,23-Feb-11,Property and Construction Consultancy,DG CHANGE & DELIVERY,VALUATION OFFICE AGENCY,3000824," 6,220.00 ",
FCO,FCO,18-Feb-11,Information Systems Under £3000,DG CENTRAL GROUP,VODAFONE LTD,1009872," 140,450.00 ",
FCO,FCO,18-Feb-11,Information Systems Under £3000,DG CENTRAL GROUP,VODAFONE LTD,1009872," 24,578.75 ",
FCO,FCO,8-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,WESTMINSTER FOUNDATION FOR DEMOCRACY,1009100," 958,166.27 ",
FCO,FCO,16-Feb-11,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,WILTON PARK EXECUTIVE AGENCY,1009640," 45,000.00 ",
FCO,FCO,18-Feb-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,CIVIL SOCIETY INSTITUTE,100002519," 37,170.31 ",
FCO,FCO,1-Feb-11,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1008537, 28.20 ,
FCO,FCO,1-Feb-11,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1008537, 15.00 ,
FCO,FCO,1-Feb-11,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1008537," 28,085.00 ",
FCO,FCO,1-Feb-11,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1008537, 451.20 ,
FCO,FCO,1-Feb-11,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1008537, 240.00 ,
FCO,FCO,1-Feb-11,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1008537," 1,511.10 ",
FCO,FCO,1-Feb-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE TAYLOR CLARKE PARTNERSHIP LTD,1008537," 6,066.10 ",
FCO,FCO,1-Feb-11,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1008537, (15.00),
