Department Family,Entity,Date,Expense type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Flexible Computing Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1010279,80886.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group-Information and Workplace Strategies,FUJITSU SERVICES LTD,1010280,761.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,METHODS CONSULTING LTD,1010282,3525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,ICT Maintenance & Upkeep,Finance & Commercial Group-Information and Workplace Strategies,METHODS CONSULTING LTD,1010283,8400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2010,Flexible Computing Service,Finance & Commercial Group-Information and Workplace Strategies,VODAFONE LTD,1010321,5130.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2010,Mail and Messenger Contract Costs,Finance & Commercial Group-Information and Workplace Strategies,MANPOWER UK LTD,1010358,774.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2010,ICT Infrastructure Specific Service,Finance & Commercial Group-Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1010366,780
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2010,ICT Infrastructure Specific Service,Finance & Commercial Group-Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1010366,12730.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,IT Maintenance and Management Services,Finance & Commercial Group-Information and Workplace Strategies,GOVERNMENT COMMUNICATIONS BUREAU,1007864,650
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,IT Maintenance and Management Services,Finance & Commercial Group-Information and Workplace Strategies,GOVERNMENT COMMUNICATIONS BUREAU,1007864,99250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2010,IT Maintenance and Management Services,Finance & Commercial Group-Information and Workplace Strategies,GOVERNMENT COMMUNICATIONS BUREAU,1009710,99250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/10/2010,Service Charges (Programme),Finance & Commercial Group-Information and Workplace Strategies,MARTIN BLOOMER ASSOCIATES LTD,1009889,782.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Air Fares Overseas,GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1006568,-426.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Air Fares Overseas,GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1006570,-426.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Air Fares Overseas,GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1006571,-426.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Conference and Exhibition Services,GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1008174,22500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Training & Skills - Consultancy Advice,GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,WINDSOR FELLOWSHIP,1008705,4500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,Car Hire and Leasing,GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,GOVERNMENT CAR AND DESPATCH AGENCY,1008921,5190.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,Local IT Consultancy,GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,COI COMMUNICATIONS,1008935,3493.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,Local IT Consultancy,GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,COI COMMUNICATIONS,1008935,3756.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,Economic Consultancy & Research,GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,COI COMMUNICATIONS,1008937,6408.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/10/2010,Conference and Exhibition Services,GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,WILSON SHERRIFF LTD,1009191,1031
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,RAJ BHATIA,1004669,4312.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,CLIONADH RALEIGH,1005125,5160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,DECISION INTEGRITY LTD,1007733,12500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,PROF CHARLES GODFRAY,1007940,4715.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,PROF CHARLES GODFRAY,1007940,5035.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,THE WORLD BANK,1007982,6344.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,OVE ARUP & PARTNERS INTERNATIONAL LTD,1008056,7353.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,UEA CONSULTING LTD,1008067,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,KENNETH STRZEPEK,1008285,959.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,KENNETH STRZEPEK,1008285,1782.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,KENNETH STRZEPEK,1008286,13355.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,IAN GOLDIN LTD,1008346,8000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,OUTSIGHTS LTD,1008633,30555.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,UNIVERSITY OF SUSSEX,1008702,3179.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,ROYAL UNITED SERVICES INSTITUTE FOR DEFENCE & SECURITY STUDIES,1008734,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,ROYAL UNITED SERVICES INSTITUTE FOR DEFENCE & SECURITY STUDIES,1008770,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,SUE HILL RECRUITMENT & SERVICES LTD,1008784,4403.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,TIMOTHY JOSLING,1008791,500.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,DR TOBIAS W FEAKIN,1008878,1250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,DSTL,1008923,34431
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,PROFESSOR LOUISE HEATHWAITE,1009000,1702.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,SUSTAINABILITY EAST,1009235,5000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,UCL CONSULTANTS LTD,1009318,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,PROF STEFAN DERCON,1009492,4410.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,PROFESSOR MARK TEWDWR-JONES,1009842,1200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,ANDREW GEDDES,1010235,1265.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,ANDREW GEDDES,1010236,1265.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,HENLEY CENTRE HEADLIGHTVISION LTD T/A THE FUTURES COMPANY,1010298,6210
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,HENLEY CENTRE HEADLIGHTVISION LTD T/A THE FUTURES COMPANY,1010298,42916
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,AGRICULTURE & HORTICULTURE DEVELOPMENT BOARD,1010308,1650
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,AGRICULTURE & HORTICULTURE DEVELOPMENT BOARD,1010311,2200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,TRIBAL CONSULTING LTD,1010324,2105
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,TRIBAL CONSULTING LTD,1010324,2970
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2010,Other Overseas T&S (Programme),GOVERNMENT OFFICE FOR SCIENCE-GOVERNMENT OFFICE FOR SCIENCE,"Personal Expense, name witheld",10273433,1246.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/10/2010,Conference and Exhibition Services (Programme),"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",UBM INFORMATION LTD,1009600,10000.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2010,Grant in Aid - Current -Other,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",LOCAL BETTER REGULATION OFFICE,1009731,52260
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2010,Grant in Aid - Current -Other,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",LOCAL BETTER REGULATION OFFICE,1009731,878698
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",ADECCO UK LTD,1008074,847.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/10/2010,Printing,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",PROMOTIONAL LOGISTICS LTD,1008234,4574.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,Corporate Management Consultancy,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",SIR DONALD CURRY,1008505,5634
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/10/2010,Secondees (not paid directly),"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",IBM UNITED KINGDOM LTD,1008627,2640.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,Secondees (not paid directly),"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",IBM UNITED KINGDOM LTD,1008629,3031.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/10/2010,Secondees (not paid directly),"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",IBM UNITED KINGDOM LTD,1008630,4912.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",ADECCO UK LTD,1009023,837.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",ADECCO UK LTD,1009025,767.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",ADECCO UK LTD,1009027,604.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",ADECCO UK LTD,1009029,805.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/10/2010,External Training,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",INSTITUTE OF RISK MANAGEMENT,1009226,534.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",ADECCO UK LTD,1009263,618.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/10/2010,Copyright Fees,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",ENERGY DATA SERVICES LTD T/A PRECISE,1009411,1396.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/10/2010,Copyright Fees,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",ENERGY DATA SERVICES LTD T/A PRECISE,1009412,11493.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2010,External Training,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",WILTON PARK INTERNATIONAL CONFERENCES,1009750,745
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2010,Corporate Management Consultancy,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",COMPASS ROSE & CO,1009766,3400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/10/2010,Mobile Phones,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",VODAFONE LTD,1009928,-6.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2010,External Training,"Innovation, Enterprise & Better Regulation Executive-Better Regulation Executive (BRE)",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1010334,3750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1009768,412520.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/10/2010,Grant in Aid - Current -Other,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",CAPITAL FOR ENTERPRISE LTD,1008049,359000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/10/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1008292,121775.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/10/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1008494,123171
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1008857,53239.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1008857,200000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/10/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1008857,1400000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1009060,123829.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/10/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1010365,32500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",EFG PAYMENTS,1008970,7837.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",EFG PAYMENTS,1008970,28047.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",EFG PAYMENTS,1008970,39842.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",EFG PAYMENTS,1008970,102375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",EFG PAYMENTS,1008970,187486.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",EFG PAYMENTS,1008970,214130.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",EFG PAYMENTS,1008970,284273.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",EFG PAYMENTS,1008970,438056.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",EFG PAYMENTS,1008970,474890.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure During the Year - EFG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",EFG PAYMENTS,1008970,494781.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/10/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1009770,14583.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008948,1380930.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008949,67569.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008953,36430.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008958,22972.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008959,1794428.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008961,2054948.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008962,962122.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008966,2293009.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008967,103994.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008968,82557.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008969,36180.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/10/2010,Cash Expenditure during the Year - SFLG,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1009322,636500.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008948,-14939.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008959,-28491.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008961,-12492.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008966,-29553.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008948,-44381.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008958,-2506.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008959,-88285.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008961,-4078.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/10/2010,Recovery of Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive-Enterprise Directorate",BERR SFLG PAYMENT TO LENDERS,1008962,-4945.47
