Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,08/04/2011,IT and communication services,Defence Equipment & Support,QINETIQ LIMITED,779904,16672.5
Ministry of Defence,Ministry of Defence,08/04/2011,IT and communication services,Land Forces,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,779554,505.17
Ministry of Defence,Ministry of Defence,08/04/2011,IT and communication services,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,779554,34508.24
Ministry of Defence,Ministry of Defence,08/04/2011,Medical treatment & stores and welfare services.,Air Command,CASTLEROCK RECRUITMENT GROUP LIMITED,779495,2672.05
Ministry of Defence,Ministry of Defence,08/04/2011,Medical treatment & stores and welfare services.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,122.84
Ministry of Defence,Ministry of Defence,08/04/2011,Medical treatment & stores and welfare services.,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,779554,1315.41
Ministry of Defence,Ministry of Defence,08/04/2011,Medical treatment & stores and welfare services.,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,779495,20796.45
Ministry of Defence,Ministry of Defence,08/04/2011,Miscellaneous Administration Costs,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,779554,3577.48
Ministry of Defence,Ministry of Defence,08/04/2011,Miscellaneous Administration Costs,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,5597.83
Ministry of Defence,Ministry of Defence,08/04/2011,Miscellaneous Administration Costs,Defence Equipment & Support,XMA LTD,780107,1035.68
Ministry of Defence,Ministry of Defence,08/04/2011,Official entertainment and hospitality.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,207.16
Ministry of Defence,Ministry of Defence,08/04/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,780058,108034.38
Ministry of Defence,Ministry of Defence,08/04/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,106.13
Ministry of Defence,Ministry of Defence,08/04/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,780058,251645.56
Ministry of Defence,Ministry of Defence,08/04/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,780058,265527.5
Ministry of Defence,Ministry of Defence,08/04/2011,Payment of utilities,Land Forces,STADT GUETERSLOH,5000054105,82641.96
Ministry of Defence,Ministry of Defence,08/04/2011,Payment of utilities,Land Forces,STADTWERKE MUNSTER GMBH,5000054107,71872.29
Ministry of Defence,Ministry of Defence,08/04/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,780058,11235.22
Ministry of Defence,Ministry of Defence,08/04/2011,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,780058,53839.81
Ministry of Defence,Ministry of Defence,08/04/2011,NATO Funding,Central TLB,NATO,5000054087,7480921.05
Ministry of Defence,Ministry of Defence,08/04/2011,NATO Funding,Central TLB,NATO,5000054088,17659084.65
Ministry of Defence,Ministry of Defence,08/04/2011,NATO Funding,Central TLB,NATO MAINTENANCE AND SUPPLY AGENCY,5000054090,5633918.42
Ministry of Defence,Ministry of Defence,08/04/2011,NATO Funding,Central TLB,SHAPE,5000054103,24548027.51
Ministry of Defence,Ministry of Defence,08/04/2011,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,779554,877.85
Ministry of Defence,Ministry of Defence,08/04/2011,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,TURNER ESTATE SOLUTIONS LIMITED,780064,862.27
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of buildings and military equipment ,Air Command,TURNER FACILITIES MANAGEMENT LTD,780065,13954.73
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,779559,678860.51
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,J HIRST & SONS,779702,30130.32
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,SPECIALIST ELECTRONICS SERVICES LIMITED,779996,53640
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,779552,3405206.71
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,5000054093,4981.68
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,780065,46103.58
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,779360,19267.84
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Air Command,BOC LIMITED,779454,22495.91
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,779485,2615.14
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Air Command,XMA LTD,780107,11264.55
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,779360,604.11
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,779485,236.42
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,63.68
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Central TLB,XMA LTD,780107,3213.38
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,779360,101.95
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,779454,4072.87
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,779360,46147.65
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,779454,64979.53
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,779485,392.34
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,779554,2614.14
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,780107,8130.3
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,780107,72.08
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,779360,143754.45
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Land Forces,BOC LIMITED,779454,5604.61
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,779485,444.07
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Land Forces,PRESIKHAAF SCHOOLMEUBELEN,5000054094,87787.33
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Land Forces,XMA LTD,780107,30168.48
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,779360,8715
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Navy Command,BOC LIMITED,779454,3061.89
Ministry of Defence,Ministry of Defence,08/04/2011,Purchase of inventory and services ,Navy Command,XMA LTD,780107,65.17
Ministry of Defence,Ministry of Defence,08/04/2011,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,SOUTHERN SCIENTIFIC LIMITED,779992,51179.8
Ministry of Defence,Ministry of Defence,08/04/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,EGLINTON (TIMBER PRODUCTS)  LIMITED,32098,38710.65
Ministry of Defence,Ministry of Defence,08/04/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,MOLECULAR PRODUCTS LIMITED,779786,606420
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,AYLESBURY VALE DISTRICT COUNCIL,779416,620705.5
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,BRIGHTON & HOVE CITY COUNCIL,779460,45573.25
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,CAMBRIDGE CITY COUNCIL,779483,74266.95
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,CANTERBURY CITY COUNCIL,779486,128709.25
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,CARLISLE CITY COUNCIL,779491,745217.98
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,CHARNWOOD BOROUGH COUNCIL,779507,229490
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,CHERWELL DISTRICT COUNCIL,779509,1422664.8
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,CITY OF LONDON,158856,127960
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,CITY OF YORK COUNCIL,779518,666568.54
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,COLCHESTER BOROUGH COUNCIL,779529,1916061.78
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,EAST RIDING OF YORKSHIRE COUNCIL,779601,476300
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,FLINTSHIRE COUNTY COUNCIL,158870,212716
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,FOREST OF DEAN DISTRICT COUNCIL,779636,147220
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,GREENWICH COUNCIL,779658,481485.5
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,HAMBLETON DISTRICT COUNCIL,779661,1483025
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,HARROGATE BOROUGH COUNCIL,779663,703329.25
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,LEEDS CITY COUNCIL,779729,47197
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,LONDON BOROUGH OF HOUNSLOW,779743,779802.8
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,MOLE VALLEY DISTRICT COUNCIL,779785,192685
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,NORTH KESTEVEN DISTRICT COUNCIL,779845,2673775
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,PLYMOUTH CITY COUNCIL,779884,1939225.93
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,PORTSMOUTH CITY COUNCIL,779888,30310
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,RICHMONDSHIRE DISTRICT COUNCIL,779925,2862173.96
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,ROYAL BOROUGH OF KINGSTON  UPON THAMES,779936,40770
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,RUGBY BOROUGH COUNCIL,779941,175365
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,RUSHMOOR BOROUGH COUNCIL,779942,1692575.35
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,SHEPWAY DISTRICT COUNCIL,779975,744282.28
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,SOUTH KESTEVEN DISTRICT COUNCIL,779986,79672
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,SOUTHAMPTON CITY COUNCIL,779988,67695.61
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,SURREY HEATH BOROUGH COUNCIL,780011,379437.9
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,TAUNTON DEANE BOROUGH COUNCIL,780019,248771.63
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,TEST VALLEY BOROUGH COUNCIL,780025,1621999.39
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,THE HEREFORDSHIRE COUNCIL,780037,614176.58
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,WOKINGHAM DISTRICT COUNCIL,780098,709427.2
Ministry of Defence,Ministry of Defence,08/04/2011,Rent and rates,Defence Infrastructure Organisation ,WYCOMBE DISTRICT COUNCIL,780104,584550
Ministry of Defence,Ministry of Defence,08/04/2011,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,779485,551.36
Ministry of Defence,Ministry of Defence,08/04/2011,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,779554,902450.3
Ministry of Defence,Ministry of Defence,08/04/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,779554,471818.38
Ministry of Defence,Ministry of Defence,08/04/2011,Research and development,Defence Equipment & Support,NATO CONSULTATION COMMAND AND CONTROL AGENCY,5000054089,29419.59
Ministry of Defence,Ministry of Defence,08/04/2011,Research and development,Land Forces,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,779554,81681.58
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Air Command,CITYSPRINT (UK) LIMITED,779519,6012.6
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,779560,6159.24
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,779914,17549.5
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,779493,16807.2
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,40371.93
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Central TLB,RAIL SETTLEMENT PLAN LIMITED,779914,11269.1
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Central TLB,SODEXO LTD,779983,8.75
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,DHL GLOBAL FORWARDING (UK)  LIMITED,779560,39.59
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,RAIL SETTLEMENT PLAN LIMITED,779914,852.8
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,779493,5544.61
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CITYSPRINT (UK) LIMITED,779519,58368.97
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,779560,198688.69
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,GRAY DAWES TRAVEL LIMITED,779657,32042.83
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,779914,3170.7
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,CARTUS LTD,779493,335
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,RAIL SETTLEMENT PLAN LIMITED,779914,623.3
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,779493,2920.5
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,779560,8881.08
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,779914,44555.95
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,779983,20.64
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,779914,36042.15
Ministry of Defence,Ministry of Defence,08/04/2011,"Transporation of personnel, freight and travel expenses",Navy Command,SODEXO LTD,779983,1425.03
Ministry of Defence,Ministry of Defence,08/04/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,779423,787.5
Ministry of Defence,Ministry of Defence,08/04/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,779423,1013.25
Ministry of Defence,Ministry of Defence,08/04/2011,Transport hire charges,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,214.94
Ministry of Defence,Ministry of Defence,08/04/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,779423,953.9
Ministry of Defence,Ministry of Defence,08/04/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,779423,141272.98
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Capital Asset expenditure,Operations,OWLSTONE LIMITED,V - 9000131728 - 00106071,62500
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Consumable Materials,Operations,TSI INSTRUMENTS LIMITED,V - 9000131708 - 00105938,52360
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Contracted out Office Services,Corporate,ICS COMPUTING LIMITED,V - 9000131709 - 00105658,22224.9
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Contracted out Office Services,Programme Office,QINETIQ LIMITED,V - 9000131689 - 00103224,28484
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,IS Development,Operations,DETICA LIMITED,V - 9000131617 - 00106286,52050
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,IS Support Service,Infrastructure,SERCO LIMITED,V - 9000131759 - 00106509,739727.39
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,IS Support Service,Infrastructure,SERCO LIMITED,V - 9000131759 - 00106510,56904.76
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,ADAPTIVE INSTRUMENTS LIMITED,V - 9000131746 - 00102528,34277
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,AGILENT TECHNOLOGIES UK LIMITED,V - 9000131611 - 00106262,39268
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,ALLEN-VANGUARD THREAT SOLUTIONS LIMITED,V - 9000131693 - 00099641,22640
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,APPLIED PHYSICAL ELECTRONICS,S - 0000000575 - 00106043,26382.77
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,CASCADE TECHNOLOGIES LIMITED,V - 9000131737 - 00106165,25000
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,CONVERSE TECHNOLOGY LIMITED,V - 9000131736 - 00106415,35472
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,DSI TRANSOMA MEDICAL INC,V - 9000131697 - 00106451,25760
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,EVODIA LIMITED,V - 9000131662 - 00106523,21487.02
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,FISHER SCIENTIFIC UK LIMITED,V - 9000131790 - 00105802,233579.3
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,MATHSHOP,V - 9000131635 - 00105827,49887
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,METROHM (UK) LIMITED,V - 9000131593 - 00106169,94805.36
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,RAYTHEON SYSTEMS LIMITED,V - 9000131610 - 00105806,45414
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,RAYTHEON SYSTEMS LIMITED,V - 9000131610 - 00105808,45414
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,SIGMA-ALDRICH COMPANY LIMITED,V - 9000131622 - 00106280,24251.61
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,ULTRALIFE BATTERIES UK LIMITED,V - 9000131717 - 00105919,21138
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,VISION RESEARCH LIMITED,V - 9000131735 - 00106424,98586.31
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,VWR INTERNATIONAL,V - 9000131792 - 00105753,130760.43
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,VWR INTERNATIONAL,V - 9000131792 - 00105987,22918.44
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,VWR INTERNATIONAL,V - 9000131792 - 00106247,322682.29
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Operations,VWR INTERNATIONAL,V - 9000131792 - 00106395,89319.8
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Materials & Equipment,Programme Office,TWI LIMITED,V - 9000131658 - 00106198,50941
Ministry of Defence,Met Office,08/04/2011,Plant And Equipment,Chief Financial Officer,Agt  Electrical ( Exeter ) Limited,306349,44000
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Postal/Courier Services,Operations,TSI INSTRUMENTS LIMITED,V - 9000131708 - 00105938,15
Ministry of Defence,Met Office,08/04/2011,Procurement Card,Other,Barclaycard Commercial,306366,204610.69
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Professional Services,Operations,ORDNANCE TEST SOLUTIONS LIMITED,V - 9000131723 - 00091524,45050
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Professional Services,Operations,QINETIQ LIMITED,V - 9000131758 - 00104393,97525
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Professional Services,Operations,SMART FIBRES LIMITED,V - 9000131764 - 00105243,22050
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,V - 9000131759 - 00105848,65879.06
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,V - 9000131759 - 00106060,21948.72
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,V - 9000131759 - 00106383,50442.7
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,V - 9000131768 - 00103947,66000
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,V - 9000131762 - 00105773,59350
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,MBDA UK LIMITED,V - 0000000642 - 00105755,108236.41
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,MET OFFICE,V - 9000131614 - 00104866,104166.66
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000131758 - 00103012,35000
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000131758 - 00103206,116845.13
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000131758 - 00103209,40958.7
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000131758 - 00104066,23140
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000131758 - 00104462,65000
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000131758 - 00104595,37463.34
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000131758 - 00105459,500000
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000131758 - 00106139,77560.32
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000131758 - 00106227,62310
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Research,Programme Office,THE TECHNOLOGY STRATEGY BOARD,V - 9000131786 - 00106545,1000000
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Work,Operations,ADVANCED DEFENCE MATERIALS LIMITED,V - 9000131713 - 00105366,75201
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Work,Operations,ATKINS LIMITED,V - 9000131616 - 00106421,71260
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000131604 - 00106291,56000
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000131606 - 00106172,51453
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Work,Operations,CRANFIELD UNIVERSITY,V - 9000131650 - 00105742,-79100
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Work,Operations,CRANFIELD UNIVERSITY,V - 9000131650 - 00105812,42695
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Work,Operations,CRANFIELD UNIVERSITY,V - 9000131651 - 00105878,25814
Ministry of Defence,Defence Science and Technology Laboratory,08/04/2011,Sub Contracted Work,Operations,DRUMGRANGE LIMITED,V - 9000131585 - 00106440,55076
