Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,REDCAR & CLEVELAND BOROUGH COUNCIL,1016670,18780
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,REDCAR & CLEVELAND BOROUGH COUNCIL,1016670,14183.42
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1015543,3359.83
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1015544,45567.89
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Payments to Redfern for Rail Travel Contract,Finance & Commercial Group - Finance Group,REDFERN TRAVEL LTD,1015545,178.82
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",REED BUSINESS INFORMATION,1017440,388.8
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Catering Services (Programme),Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,REFUGEE AND MIGRATORY MOVEMENTS RESEARCH UNIT (RMMRU),1016537,23981
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Contributions (Programme),Business & Skills Group - Information Economy,REGISTERED DIGITAL INSTALLER LICENSING BODY,1016912,20000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Purchase of Completed Research,Business & Skills Group - Information Economy,RESEARCH INSTITUTE FOR CONSUMER AFFAIRS,1017478,104953
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Purchase of Completed Research,Business & Skills Group - Information Economy,RESEARCH INSTITUTE FOR CONSUMER AFFAIRS,1017478,18767
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Other Training Costs,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,RESONANCE VOICE TRAINING LTD,1015523,300
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Hire of Office Equipment,Finance & Commercial Group - Information and Workplace Strategies,RICOH UK LTD,1015562,109.25
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Hire of Office Equipment,Market and Frameworks Group - Employment Relations,RICOH UK LTD,1017128,200
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Printing,Office of Manpower Economics - Office of Manpower Economics,RICOH UK LTD,1015077,639.7
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Purchase of Completed Research,Business & Skills Group - Skills Directorate,RM DATA SOLUTIONS LTD,1017645,29100
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Purchase of Completed Research,Business & Skills Group - Skills Directorate,RM EDUCATION PLC,1016178,705
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Special Adjustments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ROBIN NORTHMAN,1016809,14
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Special Adjustments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ROBIN NORTHMAN,1016809,148
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",25/01/2011,Cash Expenditure during the Year - Other Programme Provisions,Business & Skills Group - Advanced Manufacturing Industries,ROBINSON MURPHY SOLICITORS,1016700,3221.63
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Non-Grant in Aid Funding of Bodies (Departmental and Non-Departmental),Business & Skills Group - Advanced Manufacturing Industries,ROSPA ENTERPRISES LTD,1015463,27750
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Grants - Statutory - Current - Other,Knowledge and Innovation Group - RESEARCH BASE,"ROYAL ACADEMY OF ENGINEERING, RAE",1015327,1068882
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Sponsorship Support,Chief Economic Advisor &BRE Group - Strategic Policy Analysis,ROYAL INSTITUTE OF CHARTERED SURVEYORS,1016124,33844.83
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Postage,"Legal, People & Communications Group - Legal",ROYAL MAIL,1016052,119.07
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Courier Services,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ROYAL MAIL GROUP LTD T/A ROYAL MAIL,1016060,145.26
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,RUSSAM GMS LTD,1015728,2205
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,RUSSAM GMS LTD,1015767,2205
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,RUSSAM GMS LTD,1015778,1102.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,RUSSAM GMS LTD,1015785,2205
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,RUSSAM GMS LTD,1016443,2756.25
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",24/01/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,RUSSAM GMS LTD,1017055,2756.25
