Minister,Date(s) of trip,Destination ,Purpose of trip,‘No 32 (The Royal) Squadron’ or ‘other RAF’ or ‘Charter’ or ‘Eurostar’  ,"Number of officials accompanying Minister, where non-scheduled travel is used   ",,"Total cost including travel, and accommodation of Minister only"
Attorney General Dominic Grieve QC MP,Nov-10,Nuremberg,To attend and speak at the Opening of the “Memorial Nuremberg Trials”,Return flight to Munich and 13 hour use of car,None,"£1297 including tax, met by FCO",
