0,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,13-Apr-12,Specialist Contractors,DG CENTRAL GROUP,CMC COMMUNICATIONS LTD,1043119,"30,960.00",
FCO,FCO,13-Apr-12,Specialist Contractors,DG CENTRAL GROUP,CMC COMMUNICATIONS LTD,1043119,"6,192.00",
FCO,FCO,04-Apr-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,COMPUWARE LTD,1042301,"38,475.00",
FCO,FCO,04-Apr-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,COMPUWARE LTD,1042301,"7,695.00",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,"2,100.00",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,800,
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,"2,100.00",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,"1,200.00",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,"1,157.35",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,428.7,
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,"2,400.00",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,"4,000.00",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,181,
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,450,
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,"1,400.00",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,"4,000.00",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,28.45,
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,"1,600.00",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,84.55,
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,KEY 4 LEARNING LTD,1041728,"3,263.11",
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,231.47,
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,5.69,
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,85.74,
FCO,FCO,02-Apr-12,Equipment and Services For Disabled Staff,DG CHANGE & DELIVERY,KEY 4 LEARNING LTD,1041728,800,
FCO,FCO,20-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,CONCILIATION RESOURCES,1043739,"83,802.00",
FCO,FCO,20-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,CONCILIATION RESOURCES,1043739,"100,000.00",
FCO,FCO,20-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,CONCILIATION RESOURCES,1043739,"45,955.00",
FCO,FCO,12-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,CROWN AGENTS,1043025,"16,250.00",
FCO,FCO,12-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,CROWN AGENTS,1043025,"9,010.68",
FCO,FCO,12-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,CROWN AGENTS,1043025,"3,250.00",
FCO,FCO,13-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,CROWN AGENTS,1043125,"35,564.00",
FCO,FCO,13-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,CROWN AGENTS,1043125,"44,709.90",
FCO,FCO,13-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,CROWN AGENTS,1043125,"-44,709.90",
FCO,FCO,13-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,CROWN AGENTS,1043125,"44,709.90",
FCO,FCO,16-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,CROWN AGENTS,1043275,"34,304.00",
FCO,FCO,27-Apr-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,CROWN AGENTS,1044199,"39,605.80",
FCO,FCO,05-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1042614,"122,500.00",
FCO,FCO,05-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1042614,"24,500.00",
FCO,FCO,11-Apr-12,Construction Project more than £10k,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1042894,"70,701.47",
FCO,FCO,11-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CROWN ESTATE COMMIS CASH A/C,1042894,"14,140.29",
FCO,FCO,20-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,DEKA IMMOBILIEN INVESTMENT GMBH,1017132,"319,979.90",
FCO,FCO,13-Apr-12,Temporary Staff (Admin and Clerical Only),DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1043147,"98,158.71",
FCO,FCO,13-Apr-12,Temporary Staff (Admin and Clerical Only),DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1043147,"51,412.68",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1043147,"29,914.28",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1043147,-0.01,
FCO,FCO,27-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,PLAZA TOWER LLC,40000008004,"177,498.47",
FCO,FCO,27-Apr-12,Electricity Non-Residential,DG POLITICAL,PLAZA TOWER LLC,40000008004,"3,200.64",
FCO,FCO,27-Apr-12,Water Non-Residential,DG POLITICAL,PLAZA TOWER LLC,40000008004,"10,039.38",
FCO,FCO,27-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG POLITICAL,PLAZA TOWER LLC,40000008004,485.77,
FCO,FCO,23-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,THE LIVING HISTORY FORUM,1003495,"25,150.91",
FCO,FCO,05-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,LUCONEX SRL,1003197,"16,027.78",
FCO,FCO,05-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,LUCONEX SRL,1003197,"49,139.22",
FCO,FCO,05-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,LUCONEX SRL,1003197,543.02,
FCO,FCO,16-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,BRICKELL BAY TOWER LTD,40000007838,"25,825.94",
FCO,FCO,02-Apr-12,Telephone Call Charges,DG CENTRAL GROUP,GLOBAL CROSSING,1041576,"32,750.32",
FCO,FCO,02-Apr-12,Telephone Call Charges,DG CENTRAL GROUP,GLOBAL CROSSING,1041576,"6,550.06",
FCO,FCO,16-Apr-12,Telephone Call Charges,DG CENTRAL GROUP,GLOBAL CROSSING,1043296,"39,272.69",
FCO,FCO,16-Apr-12,Telephone Call Charges,DG CENTRAL GROUP,GLOBAL CROSSING,1043296,"7,854.54",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1041615,"177,793.91",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1041615,"35,558.78",
FCO,FCO,05-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1042636,"24,780.00",
FCO,FCO,05-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1042636,"91,750.72",
FCO,FCO,05-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1042636,"18,350.14",
FCO,FCO,05-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1042636,"-24,780.00",
FCO,FCO,05-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1042636,"24,779.00",
FCO,FCO,05-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1042636,"4,955.80",
FCO,FCO,23-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1043799,"21,745.00",
FCO,FCO,23-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1043799,"26,492.50",
FCO,FCO,23-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1043799,"4,349.00",
FCO,FCO,23-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1043799,"5,298.50",
FCO,FCO,30-Apr-12,Temporary Staff (Admin and Clerical Only),DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1044276,"20,000.00",
FCO,FCO,30-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1044276,"35,000.00",
FCO,FCO,30-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1044276,"7,000.00",
FCO,FCO,30-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1044276,"11,240.00",
FCO,FCO,30-Apr-12,Temporary Staff (Admin and Clerical Only),DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1044276,"10,000.00",
FCO,FCO,30-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1044276,"8,248.00",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"4,130.76",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,756,
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"1,156.02",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,540,
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"1,305.10",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"11,138.46",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,604.45,
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"21,602.68",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"2,248.72",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"3,813.95",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,223.14,
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,540,
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,538.6,
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"1,135.53",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"1,135.30",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,540.01,
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"3,018.53",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"15,058.36",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"9,811.33",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,776.85,
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"1,080.96",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"7,105.97",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,"1,040.35",
FCO,FCO,25-Apr-12,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4001757,466.43,
FCO,FCO,25-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,HOME OFFICE,4001759,"40,626.51",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007719,"40,760.20",
FCO,FCO,09-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007810,"35,991.42",
FCO,FCO,09-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007810,"68,714.28",
FCO,FCO,09-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007810,"29,266.29",
FCO,FCO,16-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007849,"63,087.50",
FCO,FCO,16-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007849,"21,965.18",
FCO,FCO,16-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007849,"126,175.00",
FCO,FCO,16-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007849,"10,094.00",
FCO,FCO,23-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007909,"10,756.42",
FCO,FCO,23-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007909,"77,379.98",
FCO,FCO,23-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007909,"18,926.25",
FCO,FCO,23-Apr-12,Construction Project more than £10k,#N/A,HITT CONTRACTING INC,40000007909,"50,470.00",
FCO,FCO,10-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"3,548.68",
FCO,FCO,10-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"2,604.95",
FCO,FCO,10-Apr-12,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,289.1,
FCO,FCO,10-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,702.84,
FCO,FCO,10-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"1,010.60",
FCO,FCO,10-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,509.17,
FCO,FCO,10-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,258.9,
FCO,FCO,10-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"4,111.87",
FCO,FCO,10-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"11,379.75",
FCO,FCO,10-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,405.57,
FCO,FCO,10-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,370.46,
FCO,FCO,10-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,69.58,
FCO,FCO,10-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,128.52,
FCO,FCO,10-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,384.53,
FCO,FCO,10-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,289.47,
FCO,FCO,10-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"7,065.43",
FCO,FCO,10-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"5,042.67",
FCO,FCO,10-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"7,730.48",
FCO,FCO,10-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"1,766.35",
FCO,FCO,10-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"6,057.28",
FCO,FCO,10-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"1,057.11",
FCO,FCO,10-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"1,932.62",
FCO,FCO,10-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,167.4,
FCO,FCO,10-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,747.45,
FCO,FCO,10-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"5,466.31",
FCO,FCO,10-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"13,042.40",
FCO,FCO,10-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,197.66,
FCO,FCO,10-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11545,"6,822.28",
FCO,FCO,10-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,"4,248.64",
FCO,FCO,10-Apr-12,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,144.02,
FCO,FCO,10-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,"1,316.68",
FCO,FCO,10-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,19.11,
FCO,FCO,10-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,"4,349.73",
FCO,FCO,10-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,188.81,
FCO,FCO,10-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,155.95,
FCO,FCO,10-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,147.24,
FCO,FCO,10-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,"1,896.45",
FCO,FCO,10-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,"2,443.84",
FCO,FCO,10-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,474.11,
FCO,FCO,10-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,326.94,
FCO,FCO,10-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,"4,396.49",
FCO,FCO,10-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,"4,835.12",
FCO,FCO,10-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,186.45,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,977.19,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,33.12,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,302.84,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,4.4,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,"1,000.44",
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,43.43,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,35.87,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,33.86,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,436.18,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,562.08,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,109.05,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,75.2,
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,"1,011.19",
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,"1,112.08",
FCO,FCO,10-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11547,42.88,
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"2,604.95",
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"3,548.68",
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,702.84,
FCO,FCO,16-Apr-12,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,289.1,
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"1,010.60",
FCO,FCO,16-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,509.17,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"4,111.87",
FCO,FCO,16-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,258.9,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,405.57,
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"11,379.75",
FCO,FCO,16-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,370.46,
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,69.58,
FCO,FCO,16-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,128.52,
FCO,FCO,16-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,384.53,
FCO,FCO,16-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,289.47,
FCO,FCO,16-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"7,065.43",
FCO,FCO,16-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"5,042.67",
FCO,FCO,16-Apr-12,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"7,730.48",
FCO,FCO,16-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"1,766.35",
FCO,FCO,16-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"6,057.28",
FCO,FCO,16-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"1,057.11",
FCO,FCO,16-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"1,932.62",
FCO,FCO,16-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,747.45,
FCO,FCO,16-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,167.4,
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"5,466.31",
FCO,FCO,16-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"13,042.40",
FCO,FCO,16-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,197.66,
FCO,FCO,16-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11573,"6,822.28",
FCO,FCO,16-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,"4,248.64",
FCO,FCO,16-Apr-12,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,144.02,
FCO,FCO,16-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,11577,"1,316.68",
