CONTRACTS WHERE THE GPC IS THE PAYMENT METHOD,
SUMMARY OF EXPENDITURE,


,Sep-12
IT CONSUMBLES CONTRACT,"201,734.37"
NEW STATIONERY CONTRACT,"295,713.31"

DEFENCE TRAVEL CONTRACT - HOTELS,"205,346.62"
DEFENCE TRAVEL CONTRACT - SCHEDULE AIRLINES,"4,502,657.52"
DEFENCE TRAVEL CONTRACT - LOW COST AIRLINES,"698,698.71"
DEFENCE TRAVEL CONTRACT - RAIL,"1,367,839.69"
DEFENCE TRAVEL CONTRACT - OVERSEAS CAR HIRE,"151,699.22"
DEFENCE TRAVEL CONTRACT - EBIS BOOKING FEES,60.2
