UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC14812,21-Oct-11,Leisure Activities                 , RECREATION SERVICES,"£1,311.30",14812
MODGPC14813,31-Oct-11,Leisure Activities                 , RECREATION SERVICES,£570.00,14813
MODGPC14814,31-Oct-11,Leisure Activities                 , RECREATION SERVICES,£570.00,14814
MODGPC14815,31-Oct-11,Leisure Activities                 , RECREATION SERVICES,"£1,311.30",14815
MODGPC14816,17-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,545.38",14816
MODGPC14817,31-Oct-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,£998.22,14817
MODGPC14818,28-Oct-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,£509.10,14818
MODGPC14819,26-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£2,794.56",14819
MODGPC14820,31-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£973.92,14820
MODGPC14821,25-Oct-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,£615.72,14821
MODGPC14822,14-Oct-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,146.00",14822
MODGPC14823,18-Oct-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£2,685.12",14823
MODGPC14824,19-Oct-11,General Retail and Wholesale       , SPORTING GOODS STORES,"£1,150.00",14824
MODGPC14825,26-Oct-11,General Retail and Wholesale       , HARDWARE STORES,£628.62,14825
MODGPC14826,17-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£836.75,14826
MODGPC14827,24-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,196.34",14827
MODGPC14828,31-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,280.40",14828
MODGPC14829,27-Oct-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,£540.00,14829
MODGPC14830,19-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,400.00",14830
MODGPC14831,26-Oct-11,Training and Educational           , SCHOOLS - DEFAULT,"£2,340.00",14831
MODGPC14832,28-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£637.45,14832
MODGPC14833,20-Oct-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,£710.62,14833
MODGPC14834,21-Oct-11,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"£1,537.38",14834
MODGPC14835,18-Oct-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,£590.64,14835
MODGPC14836,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£919.80,14836
MODGPC14837,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£995.40,14837
MODGPC14838,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£968.76,14838
MODGPC14839,10-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£860.53,14839
MODGPC14840,20-Oct-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,£954.00,14840
MODGPC14841,26-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£810.00,14841
MODGPC14842,20-Oct-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,£858.00,14842
MODGPC14843,18-Oct-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",£688.10,14843
MODGPC14844,26-Oct-11,General Retail and Wholesale       , SHOE STORES,£789.12,14844
MODGPC14845,14-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,£587.92,14845
MODGPC14846,27-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,003.00",14846
MODGPC14847,18-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"£1,452.00",14847
MODGPC14848,26-Oct-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£2,844.00",14848
MODGPC14849,17-Oct-11,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"£2,464.92",14849
MODGPC14850,24-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£873.48,14850
MODGPC14851,19-Oct-11,Medical Supplies and Services      , OPTICIANS,£770.00,14851
MODGPC14852,31-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,802.00",14852
MODGPC14853,25-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£2,000.00",14853
MODGPC14854,27-Oct-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,£505.59,14854
MODGPC14855,31-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"£1,938.62",14855
MODGPC14856,19-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£798.75,14856
MODGPC14857,20-Oct-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£801.46,14857
MODGPC14858,24-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£822.00,14858
MODGPC14859,19-Oct-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£719.40,14859
MODGPC14860,26-Oct-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,£593.30,14860
MODGPC14861,19-Oct-11,General Retail and Wholesale       , SHOE STORES,£544.47,14861
MODGPC14862,25-Oct-11,General Retail and Wholesale       , SPORTING GOODS STORES,"£1,229.50",14862
MODGPC14863,24-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,728.00",14863
MODGPC14864,18-Oct-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,£771.60,14864
MODGPC14865,19-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£931.50,14865
MODGPC14866,21-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£770.45,14866
MODGPC14867,28-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£998.68,14867
MODGPC14868,18-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£4,428.00",14868
MODGPC14869,18-Oct-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,£511.59,14869
MODGPC14870,25-Oct-11,Business Clothing and Footwear     , CLOTHING/RENT/COSTUME/UNIFO,£743.20,14870
MODGPC14871,31-Oct-11,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£755.36,14871
MODGPC14872,21-Oct-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,756.63",14872
MODGPC14873,20-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£945.00,14873
MODGPC14874,27-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£739.39,14874
MODGPC14875,17-Oct-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,£848.32,14875
MODGPC14876,24-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£888.00,14876
MODGPC14877,18-Oct-11,Training and Educational           , SCHOOLS - DEFAULT,£690.00,14877
MODGPC14878,24-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,225.30",14878
MODGPC14879,24-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£725.86,14879
MODGPC14880,24-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£540.48,14880
MODGPC14881,28-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,475.92",14881
MODGPC14882,28-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,073.31",14882
MODGPC14883,28-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,008.00",14883
MODGPC14884,20-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£814.32,14884
MODGPC14885,21-Oct-11,Building Services                  ," HEATING, PLUMBING, AIR COND",£630.96,14885
MODGPC14886,31-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,320.00",14886
MODGPC14887,31-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,440.00",14887
MODGPC14888,27-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£20,360.63",14888
MODGPC14889,28-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£2,395.83",14889
MODGPC14890,27-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"£4,019.70",14890
MODGPC14891,27-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,879.58",14891
MODGPC14892,27-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£611.81,14892
MODGPC14893,14-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£3,349.56",14893
MODGPC14894,18-Oct-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"£5,348.88",14894
MODGPC14895,25-Oct-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£574.20,14895
MODGPC14896,17-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,681.21",14896
MODGPC14897,18-Oct-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£4,480.80",14897
MODGPC14898,25-Oct-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£2,240.40",14898
MODGPC14899,19-Oct-11,Professional Services              , MISC PERSONAL SERV - DEF,"£3,267.99",14899
MODGPC14900,31-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,589.74",14900
MODGPC14901,18-Oct-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,"£1,368.00",14901
MODGPC14902,24-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£868.32,14902
MODGPC14903,25-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£909.74,14903
MODGPC14904,14-Oct-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£616.20,14904
MODGPC14905,25-Oct-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,£560.19,14905
MODGPC14906,20-Oct-11,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,"£1,714.90",14906
MODGPC14907,28-Oct-11,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,£634.98,14907
MODGPC14908,27-Oct-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS","£1,151.50",14908
MODGPC14909,31-Oct-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£3,180.94",14909
MODGPC14910,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,935.79",14910
MODGPC14911,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£581.76,14911
MODGPC14912,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,547.70",14912
MODGPC14913,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£506.01,14913
MODGPC14914,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£781.45,14914
MODGPC14915,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£932.59,14915
MODGPC14916,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,873.02",14916
MODGPC14917,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,169.07",14917
MODGPC14918,17-Oct-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£4,561.55",14918
MODGPC14919,20-Oct-11,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,£650.00,14919
MODGPC14920,26-Oct-11,General Retail and Wholesale       , SHOE STORES,£554.98,14920
MODGPC14921,14-Oct-11,Mail and Courier Services          , POSTAGE STAMPS,"£2,000.00",14921
MODGPC14922,27-Oct-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,£561.19,14922
MODGPC14923,27-Oct-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,£900.00,14923
MODGPC14924,26-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£6,341.51",14924
MODGPC14925,27-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£564.00,14925
MODGPC14926,20-Oct-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£790.00,14926
MODGPC14927,20-Oct-11,Restaurants and Bars               ," HOTELS, RESTAURANTS AND BARS","£1,341.50",14927
MODGPC14928,25-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£5,551.80",14928
MODGPC14929,27-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£588.00,14929
MODGPC14930,27-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£588.00,14930
MODGPC14931,27-Oct-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£588.00,14931
MODGPC14932,26-Oct-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£7,428.00",14932
MODGPC14933,20-Oct-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,£670.68,14933
MODGPC14934,20-Oct-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"£1,262.35",14934
MODGPC14935,27-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,453.85",14935
MODGPC14936,20-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£700.00,14936
MODGPC14937,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,676.18",14937
MODGPC14938,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,264.30",14938
MODGPC14939,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£636.50,14939
MODGPC14940,27-Oct-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"£1,478.61",14940
MODGPC14941,19-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,560.00",14941
MODGPC14942,25-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,020.00",14942
MODGPC14943,18-Oct-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£3,468.00",14943
MODGPC14944,20-Oct-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"£1,222.19",14944
MODGPC14945,19-Oct-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,£610.32,14945
MODGPC14946,26-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,600.00",14946
MODGPC14947,19-Oct-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,£675.79,14947
MODGPC14948,14-Oct-11,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,£796.80,14948
MODGPC14949,17-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£561.00,14949
MODGPC14950,14-Oct-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"£1,169.64",14950
MODGPC14951,14-Oct-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"£1,169.64",14951
MODGPC14952,14-Oct-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"£1,169.64",14952
MODGPC14953,20-Oct-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£2,985.34",14953
MODGPC14954,27-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,£768.84,14954
MODGPC14955,17-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£517.15,14955
MODGPC14956,18-Oct-11,Print and Advertising              , STENOGRAPHIC SERVICES,"£4,812.01",14956
MODGPC14957,18-Oct-11,Print and Advertising              , STENOGRAPHIC SERVICES,"£3,208.01",14957
MODGPC14958,18-Oct-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,621.80",14958
MODGPC14959,31-Oct-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,560.00",14959
MODGPC14960,26-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£540.00,14960
MODGPC14961,26-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£2,023.37",14961
MODGPC14962,18-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£887.52,14962
MODGPC14963,21-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£1,402.20",14963
MODGPC14964,27-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£3,337.42",14964
MODGPC14965,27-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,489.32",14965
MODGPC14966,24-Oct-11,Training and Educational           , SCHOOLS - DEFAULT,"£2,300.40",14966
MODGPC14967,24-Oct-11,Training and Educational           , SCHOOLS - DEFAULT,£957.00,14967
MODGPC14968,24-Oct-11,Training and Educational           , SCHOOLS - DEFAULT,£864.00,14968
MODGPC14969,18-Oct-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£2,400.00",14969
MODGPC14970,21-Oct-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£720.00,14970
MODGPC14971,31-Oct-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£1,344.70",14971
MODGPC14972,31-Oct-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,£803.40,14972
MODGPC14973,31-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£740.40,14973
MODGPC14974,31-Oct-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,£855.85,14974
MODGPC14975,24-Oct-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£888.00,14975
MODGPC14976,27-Oct-11,Cleaning Services and Supplies     , CARPET/UPHOLSTERY CLEANING,"£1,482.00",14976
MODGPC14977,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£853.20,14977
MODGPC14978,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£857.16,14978
MODGPC14979,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£853.20,14979
MODGPC14980,21-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,453.60",14980
MODGPC14981,25-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£844.80,14981
MODGPC14982,26-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,944.18",14982
MODGPC14983,25-Oct-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£699.84,14983
MODGPC14984,18-Oct-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"£1,029.60",14984
MODGPC14985,17-Oct-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,£672.00,14985
MODGPC14986,17-Oct-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,£672.00,14986
MODGPC14987,17-Oct-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,£672.00,14987
MODGPC14988,19-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£559.20,14988
MODGPC14989,19-Oct-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£1,519.94",14989
MODGPC14990,21-Oct-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,£926.52,14990
MODGPC14991,24-Oct-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£509.16,14991
MODGPC14992,25-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£828.58,14992
MODGPC14993,19-Oct-11,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"£1,102.09",14993
MODGPC14994,28-Oct-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,"£1,282.28",14994
MODGPC14995,28-Oct-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,"£3,321.00",14995
MODGPC14996,31-Oct-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,£553.68,14996
MODGPC14997,25-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£898.14,14997
MODGPC14998,24-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£719.71,14998
MODGPC14999,20-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£521.00,14999
MODGPC15000,25-Oct-11,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"£1,413.98",15000
MODGPC15001,24-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£700.00,15001
MODGPC15002,14-Oct-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"£1,304.40",15002
MODGPC15003,17-Oct-11,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,£588.72,15003
MODGPC15004,14-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£518.83,15004
MODGPC15005,18-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£993.70,15005
MODGPC15006,18-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£627.90,15006
MODGPC15007,18-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,022.95",15007
MODGPC15008,28-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£651.00,15008
MODGPC15009,20-Oct-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£684.00,15009
MODGPC15010,20-Oct-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£924.00,15010
MODGPC15011,26-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£818.69,15011
MODGPC15012,26-Oct-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£792.77,15012
MODGPC15013,26-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£694.62,15013
MODGPC15014,26-Oct-11,General Retail and Wholesale       , SHOE STORES,£911.06,15014
MODGPC15015,31-Oct-11,Leisure Activities                 , RECREATION SERVICES,£708.66,15015
MODGPC15016,21-Oct-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,£764.09,15016
MODGPC15017,24-Oct-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£9,908.93",15017
MODGPC15018,28-Oct-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,£898.80,15018
MODGPC15019,14-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£953.95,15019
MODGPC15020,26-Oct-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£835.56,15020
MODGPC15021,31-Oct-11,General Retail and Wholesale       , ELECTRONICS STORES,£670.04,15021
MODGPC15022,18-Oct-11,Leisure Activities                 , THEATRICAL PRODUCERS,£640.00,15022
MODGPC15023,24-Oct-11,Mail and Courier Services          , POSTAGE STAMPS,£974.36,15023
MODGPC15024,24-Oct-11,Mail and Courier Services          , POSTAGE STAMPS,£795.89,15024
MODGPC15025,24-Oct-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£849.48,15025
MODGPC15026,18-Oct-11,General Retail and Wholesale       , ELECTRONICS STORES,"£5,034.08",15026
MODGPC15027,14-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£803.28,15027
MODGPC15028,14-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£789.95,15028
MODGPC15029,14-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£830.88,15029
MODGPC15030,28-Oct-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£508.20,15030
MODGPC15031,27-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"£1,585.20",15031
MODGPC15032,31-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"£3,000.00",15032
MODGPC15033,26-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£777.72,15033
MODGPC15034,17-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£614.90,15034
MODGPC15035,26-Oct-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£539.62,15035
MODGPC15036,18-Oct-11,Building Services                  ," HEATING, PLUMBING, AIR COND","£1,890.00",15036
MODGPC15037,17-Oct-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£935.59,15037
MODGPC15038,19-Oct-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,680.00",15038
MODGPC15039,31-Oct-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"£2,370.00",15039
MODGPC15040,18-Oct-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,£527.04,15040
MODGPC15041,21-Oct-11,General Retail and Wholesale       , SPORTING GOODS STORES,"£4,188.00",15041
MODGPC15042,21-Oct-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,950.00",15042
MODGPC15043,21-Oct-11,General Retail and Wholesale       , SPORTING GOODS STORES,"£3,141.00",15043
MODGPC15044,17-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"£1,271.76",15044
MODGPC15045,19-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,642.80",15045
MODGPC15046,14-Oct-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,404.00",15046
MODGPC15047,31-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£2,450.00",15047
MODGPC15048,31-Oct-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£3,980.00",15048
MODGPC15049,21-Oct-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"£2,521.89",15049
MODGPC15050,14-Oct-11,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"£3,600.00",15050
MODGPC15051,18-Oct-11,Books and Periodicals              , BOOK STORES,£684.00,15051
MODGPC15052,26-Oct-11,Financial Services                 , FINANCIAL INST/MERCHANDISE,£546.75,15052
MODGPC15053,26-Oct-11,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"£2,645.76",15053
MODGPC15054,20-Oct-11,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,"£4,406.40",15054
MODGPC15055,21-Oct-11,Leisure Activities                 , THEATRICAL PRODUCERS,"£14,889.96",15055
MODGPC15056,21-Oct-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"£1,276.80",15056
MODGPC15057,14-Oct-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£936.00,15057
MODGPC15058,14-Oct-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£950.00,15058
