MODGPC40513,10-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,?693.22,40513
MODGPC40514,10-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"?4,197.60",40514
MODGPC40515,05-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"?2,171.52",40515
MODGPC40516,05-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,?525.31,40516
MODGPC40517,05-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?2,220.00",40517
MODGPC40518,05-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?2,220.00",40518
MODGPC40519,12-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,?888.29,40519
MODGPC40520,12-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?1,290.00",40520
MODGPC40521,12-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,?583.64,40521
MODGPC40522,11-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?2,285.74",40522
MODGPC40523,07-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?2,579.04",40523
MODGPC40524,12-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,?553.56,40524
MODGPC40525,11-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,?734.64,40525
MODGPC40526,11-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"?3,267.65",40526
MODGPC40527,13-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,?714.00,40527
MODGPC40528,13-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,?724.80,40528
MODGPC40529,13-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,?660.00,40529
MODGPC40530,13-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,?540.00,40530
MODGPC40531,13-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,?660.00,40531
MODGPC40532,13-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,?540.00,40532
MODGPC40533,13-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,?660.00,40533
MODGPC40534,13-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,?540.00,40534
MODGPC40535,05-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,?540.00,40535
MODGPC40536,05-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,?660.00,40536
MODGPC40537,05-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,?540.00,40537
MODGPC40538,03-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?4,418.27",40538
MODGPC40539,03-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?1,858.59",40539
MODGPC40540,10-Sep-12,Miscellaneous Industrial/Commercial, TOOL HIRE,"?2,006.42",40540
MODGPC40541,03-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?3,199.24",40541
MODGPC40542,07-Sep-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"?5,166.00",40542
MODGPC40543,11-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"?1,267.58",40543
MODGPC40544,10-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,?912.00,40544
MODGPC40545,03-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?1,177.43",40545
MODGPC40546,03-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,?732.72,40546
MODGPC40547,13-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"?3,600.00",40547
MODGPC40548,07-Sep-12,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"?3,744.00",40548
MODGPC40549,10-Sep-12,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"?1,872.00",40549
MODGPC40550,03-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?3,689.64",40550
MODGPC40551,04-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,?990.00,40551
MODGPC40552,03-Sep-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"?3,352.80",40552
MODGPC40553,03-Sep-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"?7,728.00",40553
MODGPC40554,03-Sep-12,Miscellaneous Industrial/Commercial, FILMS/VIDEO PRODUCTION/DIST,?780.00,40554
MODGPC40555,07-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"?5,185.76",40555
MODGPC40556,10-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"?5,736.13",40556
MODGPC40557,03-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?4,398.00",40557
MODGPC40558,04-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?3,420.00",40558
MODGPC40559,05-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?2,820.00",40559
MODGPC40560,13-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?2,487.72",40560
MODGPC40561,07-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,?681.77,40561
MODGPC40562,12-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,?939.43,40562
MODGPC40563,04-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"?2,617.84",40563
MODGPC40564,12-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?2,817.72",40564
MODGPC40565,06-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,?513.60,40565
MODGPC40566,13-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?1,584.00",40566
MODGPC40567,07-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?4,042.18",40567
MODGPC40568,06-Sep-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,?525.01,40568
MODGPC40569,03-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?1,412.31",40569
MODGPC40570,03-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?1,999.20",40570
MODGPC40571,10-Sep-12,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,?676.62,40571
MODGPC40572,10-Sep-12,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,?659.52,40572
MODGPC40573,05-Sep-12,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,?793.44,40573
MODGPC40574,06-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,?600.00,40574
MODGPC40575,06-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?2,304.00",40575
MODGPC40576,07-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,?995.04,40576
MODGPC40577,07-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?1,600.00",40577
MODGPC40578,07-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?1,764.00",40578
MODGPC40579,10-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,?598.69,40579
MODGPC40580,12-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"?1,636.80",40580
MODGPC40581,12-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"?1,867.20",40581
MODGPC40582,07-Sep-12,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,?779.68,40582
MODGPC40583,12-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,?660.11,40583
MODGPC40584,07-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?1,721.90",40584
MODGPC40585,10-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"?6,243.90",40585
MODGPC40586,10-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"?5,265.89",40586
MODGPC40587,10-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,?501.35,40587
MODGPC40588,07-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,?888.00,40588
MODGPC40589,10-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,?589.20,40589
MODGPC40590,03-Sep-12,Miscellaneous Industrial/Commercial, PETROLEUM/PETROLEUM PRODUCTS,"?1,424.75",40590
MODGPC40591,11-Sep-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,?527.52,40591
MODGPC40592,06-Sep-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"?1,885.10",40592
MODGPC40593,11-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,?538.81,40593
MODGPC40594,03-Sep-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,?738.60,40594
MODGPC40595,11-Sep-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,?521.52,40595
MODGPC40596,04-Sep-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,?529.74,40596
MODGPC40597,07-Sep-12,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,?893.63,40597
MODGPC40598,11-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?1,272.00",40598
MODGPC40599,13-Sep-12,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"?1,272.00",40599
MODGPC40600,06-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?10,000.00",40600
MODGPC40601,06-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?8,920.64",40601
MODGPC40602,12-Sep-12,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"?1,419.90",40602
MODGPC40603,13-Sep-12,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,?660.29,40603
MODGPC40604,11-Sep-12,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"?2,733.00",40604
MODGPC40605,13-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,?527.26,40605
MODGPC40606,04-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,?533.04,40606
MODGPC40607,12-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"?1,134.00",40607
MODGPC40608,11-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,?890.14,40608
MODGPC40609,03-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,?691.00,40609
MODGPC40610,06-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?2,518.56",40610
MODGPC40611,13-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?2,316.60",40611
MODGPC40612,06-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?6,470.84",40612
MODGPC40613,06-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?2,007.89",40613
MODGPC40614,04-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?1,704.12",40614
MODGPC40615,04-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?5,184.58",40615
MODGPC40616,04-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?742.27,40616
MODGPC40617,11-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?534.72,40617
MODGPC40618,11-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?3,510.14",40618
MODGPC40619,11-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?1,229.86",40619
MODGPC40620,11-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?699.96,40620
MODGPC40621,13-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?24,192.00",40621
MODGPC40622,07-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,?998.68,40622
MODGPC40623,11-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?592.92,40623
MODGPC40624,07-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"?2,200.55",40624
MODGPC40625,08-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,?773.66,40625
MODGPC40626,03-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"?1,125.82",40626
MODGPC40627,06-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?11,864.04",40627
MODGPC40628,06-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?553.82,40628
MODGPC40629,06-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?923.97,40629
MODGPC40630,07-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?948.02,40630
MODGPC40631,07-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?720.22,40631
MODGPC40632,10-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?3,411.74",40632
MODGPC40633,05-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?2,664.00",40633
MODGPC40634,10-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?595.20,40634
MODGPC40635,10-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?532.56,40635
MODGPC40636,10-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?769.51,40636
MODGPC40637,10-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?510.96,40637
MODGPC40638,06-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"?1,338.12",40638
MODGPC40639,07-Sep-12,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,?739.39,40639
MODGPC40640,12-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?1,468.61",40640
MODGPC40641,13-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,?865.00,40641
MODGPC40642,13-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,?851.10,40642
MODGPC40643,13-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,?801.37,40643
MODGPC40644,13-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"?4,797.60",40644
MODGPC40645,13-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,?652.91,40645
MODGPC40646,13-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,?608.04,40646
MODGPC40647,13-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,?577.41,40647
MODGPC40648,13-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"?1,400.90",40648
MODGPC40649,13-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,"?1,041.46",40649
MODGPC40650,13-Sep-12,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,?903.96,40650
MODGPC40651,06-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"?1,950.00",40651
MODGPC40652,06-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,?643.80,40652
MODGPC40653,04-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,?679.20,40653
MODGPC40654,13-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?2,443.78",40654
MODGPC40655,06-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?19,954.56",40655
MODGPC40656,06-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?1,483.50",40656
MODGPC40657,10-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?1,041.30",40657
MODGPC40658,10-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?1,120.20",40658
MODGPC40659,06-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,?960.00,40659
MODGPC40660,06-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?1,206.00",40660
MODGPC40661,06-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,?600.00,40661
MODGPC40662,06-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?4,140.00",40662
MODGPC40663,06-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,?782.22,40663
MODGPC40664,06-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?1,036.80",40664
MODGPC40665,04-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,?590.40,40665
MODGPC40666,04-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,?554.40,40666
MODGPC40667,10-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?1,634.70",40667
MODGPC40668,04-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,?702.00,40668
MODGPC40669,04-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?2,808.00",40669
MODGPC40670,04-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,?578.40,40670
MODGPC40671,07-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?2,407.47",40671
MODGPC40672,07-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,?977.37,40672
MODGPC40673,07-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,?949.53,40673
MODGPC40674,07-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,?938.14,40674
MODGPC40675,06-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?1,194.26",40675
MODGPC40676,12-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?2,546.93",40676
MODGPC40677,12-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?1,684.68",40677
MODGPC40678,07-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,?819.76,40678
MODGPC40679,13-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,?563.52,40679
MODGPC40680,06-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,?877.43,40680
MODGPC40681,04-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?1,346.23",40681
MODGPC40682,12-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?3,753.32",40682
MODGPC40683,06-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?4,115.00",40683
MODGPC40684,10-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,?712.18,40684
MODGPC40685,03-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?2,599.72",40685
MODGPC40686,03-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?1,314.44",40686
MODGPC40687,10-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?2,092.40",40687
MODGPC40688,05-Sep-12,"Office Stationery, Equipment and Su", STATIONERY STORES,"?1,227.85",40688
MODGPC40689,11-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,?824.00,40689
MODGPC40690,06-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,?500.00,40690
MODGPC40691,13-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,?500.00,40691
MODGPC40692,07-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,?500.00,40692
MODGPC40693,06-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,?900.00,40693
MODGPC40694,07-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,?500.00,40694
MODGPC40695,05-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,?800.00,40695
MODGPC40696,06-Sep-12,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"?1,030.00",40696
MODGPC40697,03-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?1,437.08",40697
MODGPC40698,13-Sep-12,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"?1,278.91",40698
MODGPC40699,03-Sep-12,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"?1,347.58",40699
MODGPC40700,04-Sep-12,Print and Advertising              , MISC PUBLISHING & PRINTING,?973.81,40700
MODGPC40701,07-Sep-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"?1,974.63",40701
MODGPC40702,05-Sep-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"?4,416.00",40702
MODGPC40703,07-Sep-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"?1,530.00",40703
MODGPC40704,05-Sep-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"?4,800.00",40704
MODGPC40705,06-Sep-12,Print and Advertising              , STENOGRAPHIC SERVICES,"?22,764.04",40705
MODGPC40706,03-Sep-12,Print and Advertising              , MISC PUBLISHING & PRINTING,?600.00,40706
MODGPC40707,04-Sep-12,Print and Advertising              , MISC PUBLISHING & PRINTING,?768.00,40707
MODGPC40708,12-Sep-12,Print and Advertising              , MISC PUBLISHING & PRINTING,?570.82,40708
MODGPC40709,05-Sep-12,Print and Advertising              , MISC PUBLISHING & PRINTING,"?1,101.06",40709
MODGPC40710,11-Sep-12,Print and Advertising              , MISC PUBLISHING & PRINTING,?952.38,40710
MODGPC40711,10-Sep-12,Print and Advertising              , COMMERCIAL PHOTO/ART/GRAPH,"?1,893.60",40711
MODGPC40712,05-Sep-12,Print and Advertising              , COMMERCIAL PHOTO/ART/GRAPH,"?1,088.85",40712
MODGPC40713,11-Sep-12,Print and Advertising              , COMMERCIAL PHOTO/ART/GRAPH,"?4,200.79",40713
MODGPC40714,05-Sep-12,Print and Advertising              , STENOGRAPHIC SERVICES,"?1,174.80",40714
MODGPC40715,04-Sep-12,Print and Advertising              , STENOGRAPHIC SERVICES,?530.19,40715
MODGPC40716,10-Sep-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,?930.00,40716
MODGPC40717,04-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"?1,740.00",40717
MODGPC40718,13-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"?1,764.00",40718
MODGPC40719,05-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,?605.12,40719
MODGPC40720,11-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"?2,266.38",40720
MODGPC40721,07-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,?594.00,40721
MODGPC40722,07-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,?594.00,40722
MODGPC40723,13-Sep-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"?1,264.80",40723
MODGPC40724,13-Sep-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"?1,304.40",40724
MODGPC40725,06-Sep-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"?1,449.60",40725
MODGPC40726,06-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"?2,026.80",40726
MODGPC40727,04-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,?600.00,40727
MODGPC40728,06-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,?588.00,40728
MODGPC40729,13-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,?907.20,40729
MODGPC40730,11-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"?3,742.80",40730
MODGPC40731,11-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"?3,742.80",40731
MODGPC40732,11-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"?4,934.40",40732
MODGPC40733,11-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"?4,137.60",40733
MODGPC40734,11-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"?2,220.00",40734
MODGPC40735,04-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,?810.79,40735
MODGPC40736,07-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"?3,909.10",40736
MODGPC40737,07-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"?4,264.48",40737
MODGPC40738,12-Sep-12,Professional Services              , LEGAL SERVICES ATTORNEYS,"?1,530.00",40738
MODGPC40739,06-Sep-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"?1,455.60",40739
MODGPC40740,04-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,?865.20,40740
MODGPC40741,11-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,?650.00,40741
MODGPC40742,11-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"?1,588.08",40742
MODGPC40743,12-Sep-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"?4,896.00",40743
MODGPC40744,05-Sep-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"?9,021.60",40744
MODGPC40745,03-Sep-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"?10,416.00",40745
MODGPC40746,05-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,"?2,049.00",40746
MODGPC40747,05-Sep-12,Professional Services              , PROFESSIONAL SERVICES - DEF,?720.00,40747
MODGPC40748,11-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"?1,620.00",40748
MODGPC40749,12-Sep-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,?855.00,40749
MODGPC40750,07-Sep-12,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,?766.32,40750
MODGPC40751,11-Sep-12,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"?2,476.43",40751
