CONTRACTS WHERE THE GPC IS THE PAYMENT METHOD,
SUMMARY OF EXPENDITURE,


,Oct-12
IT CONSUMBLES CONTRACT,"296,194.32"
NEW STATIONERY CONTRACT,"311,614.64"

DEFENCE TRAVEL CONTRACT - HOTELS,"177,724.42"
DEFENCE TRAVEL CONTRACT - SCHEDULE AIRLINES,"4,469,752.11"
DEFENCE TRAVEL CONTRACT - LOW COST AIRLINES,"858,625.40"
DEFENCE TRAVEL CONTRACT - RAIL,"1,624,420.15"
DEFENCE TRAVEL CONTRACT - OVERSEAS CAR HIRE,"186,791.86"
DEFENCE TRAVEL CONTRACT - EBIS BOOKING FEES,"16,478.32"
