Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,09/04/2010,IT and communication services,Land Forces,CYTA,5000032718,4180.72
Ministry of Defence,Ministry of Defence,09/04/2010,IT and communication services,Central TLB,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,616662,6269.80
Ministry of Defence,Ministry of Defence,09/04/2010,IT and communication services,Command Joint Operations,S.COM GROUP LTD,616970,5600.00
Ministry of Defence,Ministry of Defence,09/04/2010,IT and communication services,Defence Estates,SCHAL INTERNATIONAL MANAGEMENT LIMITED,616977,4968.00
Ministry of Defence,Ministry of Defence,09/04/2010,IT and communication services,Defence Equipment & Support,XMA LTD,617109,2629.35
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,IT Software,Infrastructure,CENTURY DYNAMICS LIMITED,V - 9000121658 - 00078333,60662.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Materials & Equipment,Operations,ALCOA EUROPE LIMITED,V - 9000121710 - 00078296,23941.20
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Materials & Equipment,Operations,ANRITSU EMEA LIMITED,V - 9000121612 - 00077078,29032.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Materials & Equipment,Operations,FLIR SYSTEMS LIMITED,V - 9000121673 - 00077802,69965.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Materials & Equipment,Operations,HAZARD MANAGEMENT SOLUTIONS LIMITED,V - 9000121716 - 00078188,36000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Materials & Equipment,Operations,KONICA MINOLTA SENSING EUROPE B.V.,V - 9000121635 - 00078193,42394.88
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Materials & Equipment,Operations,METROPOLITAN POLICE SERVICE,V - 9000121780 - 00077934,53976.06
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Materials & Equipment,Programme Office,MICROMILL ELECTRONICS LIMITED,V - 9000121634 - 00077653,31625.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Materials & Equipment,Programme Office,ROKE MANOR RESEARCH LIMITED,V - 9000121664 - 00077745,130000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Materials & Equipment,Operations,VWR INTERNATIONAL,V - 9000121811 - 00077960,28314.50
Ministry of Defence,Ministry of Defence,09/04/2010,Medical treatment & stores and welfare services.,Land Forces,GUY'S AND ST THOMAS' NHS TRUST,5000032738,336664.99
Ministry of Defence,Ministry of Defence,09/04/2010,Medical treatment & stores and welfare services.,Air Command,HONEYBEERECRUITMENT.COM LTD,133917,13124.96
Ministry of Defence,Ministry of Defence,09/04/2010,Medical treatment & stores and welfare services.,Air Command,Kelvin Catering Services,nil,35538.25
Ministry of Defence,Ministry of Defence,09/04/2010,Miscellaneous Administration Costs,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS SUPPORT LIMITED,616417,3998.31
Ministry of Defence,Ministry of Defence,09/04/2010,Official entertainment and hospitality.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,616607,-65.17
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Defence Estates,DEFENCE SUPPORT GROUP  (DSG),616515,1428.25
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Command Joint Operations,ELECTRICITY AUTHORITY OF CYPRUS,4000004212,12715.76
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Air Command,ESSO PETROLEUM COMPANY LIMITED,616586,52923.09
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Command Joint Operations,ESSO PETROLEUM COMPANY LIMITED,616586,6184.79
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Defence Equipment & Support,ESSO PETROLEUM COMPANY LIMITED,616586,59507.99
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Defence Estates,ESSO PETROLEUM COMPANY LIMITED,616586,1067.22
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Land Forces,ESSO PETROLEUM COMPANY LIMITED,616586,61443.35
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Air Command,GB OILS LIMITED,616620,93424.65
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Central TLB,GB OILS LIMITED,616620,49705.57
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,616620,17504.33
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Defence Estates,GB OILS LIMITED,616620,4455.60
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Land Forces,GB OILS LIMITED,616619,1639.89
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Land Forces,GB OILS LIMITED,616620,73149.12
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Navy Command,GB OILS LIMITED,616620,13026.23
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Land Forces,MABANAFT DEUTSCHLAND GMBH,5000032753,105394.35
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,617019,59186.95
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Land Forces,STADTWERKE BOEHMETAL GMBH,5000032779,300347.09
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Land Forces,SVO GMBH,5000032782,173488.29
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,617063,168125.18
Ministry of Defence,Ministry of Defence,09/04/2010,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,617063,60121.32
Ministry of Defence,Ministry of Defence,09/04/2010,Payments made in advance,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,616523,280639.00
Ministry of Defence,Ministry of Defence,09/04/2010,Payments on behalf of Defence Support Group,Central TLB,ESSO PETROLEUM COMPANY LIMITED,616586,533.61
Ministry of Defence,Ministry of Defence,09/04/2010,Payments on behalf of Defence Support Group,Central TLB,RAIL SETTLEMENT PLAN LIMITED,616938,62.10
Ministry of Defence,Met Office,09/04/2010,Plant And Equipment,Chief Financial Officer,Socomec Sicon Ltd,289587,62811.00
Ministry of Defence,Ministry of Defence,09/04/2010,Preparation of land & buildings for disposal,Defence Estates,TURNER ESTATE SOLUTIONS LIMITED,617068,8782.98
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Professional Services,Operations,CRANFIELD UNIVERSITY,V - 9000121675 - 00078046,43120.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Professional Services,Operations,CRANFIELD UNIVERSITY,V - 9000121675 - 00075926,24846.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Professional Services,Operations,EXPONENT INTERNATIONAL LIMITED,V - 9000121793 - 00076534,83763.59
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Professional Services,Operations,ORDNANCE TEST SOLUTIONS LIMITED,V - 9000121803 - 00077966,55250.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Professional Services,Operations,QINETIQ LIMITED,V - 9000121786 - 00075834,100411.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Professional Services,Operations,QINETIQ LIMITED,V - 9000121714 - 00077311,22782.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Professional Services,Operations,QINETIQ LIMITED,V - 9000121786 - 00076623,22407.98
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Professional Services,Infrastructure,SERCO LIMITED,V - 9000121787 - 00077487,33407.80
Ministry of Defence,Ministry of Defence,09/04/2010,Property leases,Defence Estates,COAST TO COAST WATER LTD,616491,2331642.02
Ministry of Defence,Ministry of Defence,09/04/2010,Property leases,Land Forces,DEFENCE SUPPORT GROUP  (DSG),616515,843.88
Ministry of Defence,Ministry of Defence,09/04/2010,Provisions for dilapidations claims on properties,Defence Estates,ANNINGTON RECEIVABLES LTD,616384,543000.00
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of buildings and military equipment ,Defence Estates,CARILLIONENTERPRISE LIMITED,616465,257657.65
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of buildings and military equipment ,Land Forces,CARILLIONENTERPRISE LIMITED,616465,24973.84
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of buildings and military equipment ,Defence Estates,DEBUT SERVICES LIMITED,616513,6162680.03
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of buildings and military equipment ,Defence Estates,GIFFORD LLP,616625,11513.34
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of buildings and military equipment ,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,616744,118780.82
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of buildings and military equipment ,Command Joint Operations,ORTHO-CLINICAL DIAGNOSTICS,616892,90152.69
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of buildings and military equipment ,Air Command,PELL FRISCHMANN PROJECTS LIMITED,616902,33522.50
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of buildings and military equipment ,Defence Estates,PRIDE (SERP) LTD,616924,666259.63
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of buildings and military equipment ,Land Forces,RIDER LEVETT BUCKNALL UK LIMITED,616951,15125.00
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of general transport equipment,Central TLB,FOREIGN & COMMONWEALTH OFFICE,616607,8191.83
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,616351,11794.12
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,616351,562.14
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,616351,876.40
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,616351,16395.09
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,616351,16901.57
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,616351,-489.72
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,616369,39913.19
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,616405,36181.30
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,616426,11004.37
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,616426,5429.79
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Land Forces,BOC LIMITED,616426,412.12
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Air Command,BUNZL UK LIMITED,616447,44870.08
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Command Joint Operations,BUNZL UK LIMITED,616447,1833.00
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,BUNZL UK LIMITED,616447,447.38
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Land Forces,BUNZL UK LIMITED,616447,17963.03
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,616523,25590.86
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,FENTON PHARMACEUTICALS LTD,616597,88228.40
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Air Command,JOSEPH GLEAVE & SON LTD,616687,269.10
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Command Joint Operations,JOSEPH GLEAVE & SON LTD,616687,458.25
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,616687,206799.87
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Land Forces,JOSEPH GLEAVE & SON LTD,616687,170.99
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Air Command,L WHITAKER & SONS (1983) LIMITED,616698,3015.44
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,L WHITAKER & SONS (1983) LIMITED,616698,41908.25
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Land Forces,L WHITAKER & SONS (1983) LIMITED,616698,14293.79
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,SCA PACKAGING LIMITED,616976,34780.70
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,VARIVANE INDUSTRIES LIMITED,617079,39077.59
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Air Command,WF ELECTRICAL PLC,617097,14172.90
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Command Joint Operations,WF ELECTRICAL PLC,617097,1596.25
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,WF ELECTRICAL PLC,617097,85785.16
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Land Forces,WF ELECTRICAL PLC,617097,9790.40
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Air Command,XMA LTD,617109,11233.17
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Central TLB,XMA LTD,617109,302.10
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,617109,4967.53
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Defence Estates,XMA LTD,617109,546.71
Ministry of Defence,Ministry of Defence,09/04/2010,Purchase of inventory and services ,Land Forces,XMA LTD,617109,12247.91
Ministry of Defence,Ministry of Defence,09/04/2010,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BP OIL INTERNATIONAL LIMITED,2000007890,8326826.08
Ministry of Defence,Ministry of Defence,09/04/2010,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,BP OIL INTERNATIONAL LIMITED,2000007891,1912260.32
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Defence Estates,ARGYLL & BUTE COUNCIL,616388,6238916.16
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Defence Estates,EAST HAMPSHIRE DISTRICT COUNCIL,616566,662400.00
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Defence Estates,EDEN DISTRICT COUNCIL,616570,164565.00
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Central TLB,Government Actuary's Department,616634,127213.69
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Defence Estates,MEDWAY COUNCIL,616733,863793.24
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Defence Estates,MONMOUTHSHIRE COUNTY COUNCIL,616749,69325.50
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Central TLB,PLYMOUTH HOSPITALS NHS TRUST,616918,56395.00
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Defence Estates,RICHMONDSHIRE DISTRICT COUNCIL,616950,2618090.77
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Defence Estates,SHROPSHIRE COUNCIL,616998,1772748.00
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Defence Estates,SOUTHAMPTON CITY COUNCIL,617011,50553.47
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Defence Estates,SVO GMBH,5000032782,14996.40
Ministry of Defence,Ministry of Defence,09/04/2010,Rent and rates,Defence Estates,WILTSHIRE COUNCIL,617100,96198.88
Ministry of Defence,Ministry of Defence,09/04/2010,Research and development,Central TLB,METEOROLOGICAL OFFICE,616738,65000.00
Ministry of Defence,Met Office,09/04/2010,Services,Science And Technology,Bt Plc,289432,191231.45
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,ALTA INNOVATIONS LIMITED,V - 9000121616 - 00078080,30000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,ANDOR TECHNOLOGY PLC,V - 9000121743 - 00077056,69900.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Programme Office,AUDIOTEL INTERNATIONAL,V - 9000121688 - 00077970,120000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000121642 - 00078160,40585.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,GATTON PARK LIMITED,V - 9000121684 - 00075265,26125.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,GILL RESEARCH & DEVELOPMENT LIMITED,V - 9000121698 - 00068175,37391.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,GOM UK LIMITED,V - 9000121740 - 00078183,38550.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,LINCAD LIMITED,V - 9000121686 - 00078306,59005.10
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,LOUGHBOROUGH UNIVERSITY CONSULTANTS LIMITED,V - 9000121671 - 00078115,30734.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,MBDA UK LIMITED,V - 9000121647 - 00075779,60048.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,PA CONSULTING SERVICES LIMITED (T/AS,V - 9000121700 - 00078355,55000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,PERMALI GLOUCESTER LIMITED,V - 9000121678 - 00074578,22887.67
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,PHOTRON (EUROPE) LIMITED,V - 9000121764 - 00077996,48743.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Programme Office,QINETIQ LIMITED,V - 9000121786 - 00078121,264000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000121714 - 00076321,60000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000121714 - 00077349,42976.19
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000121714 - 00076862,42017.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000121786 - 00078034,32992.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000121714 - 00076326,32200.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000121714 - 00077918,26960.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000121714 - 00077319,24469.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000121714 - 00073764,22526.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Programme Office,QINETIQ LIMITED,V - 9000121714 - 00077529,21600.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,RISKAWARE LIMITED,V - 9000121694 - 00074981,36000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,V - 9000121664 - 00078372,50000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,V - 9000121664 - 00078373,50000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,V - 9000121664 - 00076928,45925.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,V - 9000121664 - 00076929,25000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,SELEX COMMUNICATIONS LIMITED,V - 9000121788 - 00078006,34413.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Programme Office,SERCO LIMITED,V - 9000121787 - 00077969,469635.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,THALES UK LIMITED,V - 9000121653 - 00077337,93952.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,THALES UK LIMITED,V - 9000121653 - 00077974,59958.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,THALES UK LIMITED,V - 9000121653 - 00078375,50000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,THEMISYS LIMITED,V - 9000121773 - 00076491,36500.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,THERMOTEKNIX SYSTEMS LIMITED,V - 9000121757 - 00078335,40000.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,ULTRA ELECTRONICS LIMITED PMES,V - 9000121672 - 00077847,32250.00
Ministry of Defence,Defence Science and Technology Laboratory,09/04/2010,Sub Contracted Work,Operations,UNIVERSITY OF BRISTOL,V - 9000121670 - 00077837,30000.00
Ministry of Defence,Ministry of Defence,09/04/2010,Transport hire charges,Air Command,VT LAND (WHITEFLEET MANAGEMENT) LTD,617087,51308.36
Ministry of Defence,Ministry of Defence,09/04/2010,Transport hire charges,Central TLB,VT LAND (WHITEFLEET MANAGEMENT) LTD,617087,56479.55
Ministry of Defence,Ministry of Defence,09/04/2010,Transport hire charges,Command Joint Operations,VT LAND (WHITEFLEET MANAGEMENT) LTD,617087,24125.31
Ministry of Defence,Ministry of Defence,09/04/2010,Transport hire charges,Defence Equipment & Support,VT LAND (WHITEFLEET MANAGEMENT) LTD,617087,25640.63
Ministry of Defence,Ministry of Defence,09/04/2010,Transport hire charges,Defence Estates,VT LAND (WHITEFLEET MANAGEMENT) LTD,617087,22630.66
Ministry of Defence,Ministry of Defence,09/04/2010,Transport hire charges,Land Forces,VT LAND (WHITEFLEET MANAGEMENT) LTD,617087,301141.49
Ministry of Defence,Ministry of Defence,09/04/2010,Transport hire charges,Navy Command,VT LAND (WHITEFLEET MANAGEMENT) LTD,617087,41812.21
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Navy Command,ARAMARK LTD,616387,110.40
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Air Command,CARTUS LTD,616468,523.00
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,616468,9325.36
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Command Joint Operations,CARTUS LTD,616468,691.00
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,616468,40867.74
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Defence Estates,CARTUS LTD,616468,7570.05
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,616468,13365.89
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Navy Command,CARTUS LTD,616468,1694.72
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Air Command,CITYSPRINT (UK) LIMITED,616485,3567.12
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Command Joint Operations,CITYSPRINT (UK) LIMITED,616485,49.14
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,CITYSPRINT (UK) LIMITED,616485,35060.57
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Land Forces,CITYSPRINT (UK) LIMITED,616485,5352.70
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,616556,3311.02
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Land Forces,DSV AIR & SEA LIMITED,616556,21268.18
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,MEH LIMITED,616735,27381.55
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,616938,36.40
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Central TLB,RAIL SETTLEMENT PLAN LIMITED,616938,1773.30
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Command Joint Operations,RAIL SETTLEMENT PLAN LIMITED,616938,2324.30
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,616938,1332.80
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Defence Estates,RAIL SETTLEMENT PLAN LIMITED,616938,1797.00
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,616938,108569.05
Ministry of Defence,Ministry of Defence,09/04/2010,"Transportation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,616938,43281.90
Ministry of Defence,RAF Museum,11/04/2010,Monthly Cleaning Contract,RAF Museum,LPM Cleaning,38415,26262.27
Ministry of Defence,Ministry of Defence,12/04/2010,Design services and minor equipment purchases,Air Command,BABCOCK SUPPORT SERVICES LIMITED,617164,153115.03
Ministry of Defence,Ministry of Defence,12/04/2010,Design services and minor equipment purchases,Air Command,SERCO LIMITED,617640,1869.88
Ministry of Defence,Ministry of Defence,12/04/2010,Estate management,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS SUPPORT LIMITED,617176,39925.43
Ministry of Defence,Ministry of Defence,12/04/2010,Estate management,Air Command,CARILLION (AMBS) LIMITED,617217,61696.26
Ministry of Defence,Ministry of Defence,12/04/2010,Estate management,Air Command,DEBUT SERVICES (SOUTH WEST)LIMITED,617255,-44.99
Ministry of Defence,Ministry of Defence,12/04/2010,Estate management,Central TLB,DEBUT SERVICES (SOUTH WEST)LIMITED,617255,-1196.77
Ministry of Defence,Ministry of Defence,12/04/2010,Estate management,Land Forces,GEM MBH,5000032801,76576.58
Ministry of Defence,Ministry of Defence,12/04/2010,Estate management,Air Command,KIER REGIONAL LTD,617369,407421.85
