Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277809,26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Rail Fares Overseas,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277810,3.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277810,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Other Overseas Travel & Subsistence,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277810,49.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Mileage Allowances,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277814,12.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Rail Fares Overseas,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277814,3.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277814,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,UK Advances,Corporate Payments,"Personal Expense, Name Witheld",10277816,214
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Rail Fares,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277817,3.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Taxis,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277817,14.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Mileage Allowances (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277818,178.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Others UK Travel & Subsistence (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277818,25.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/06/2011,Air Fares (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld",10277820,389.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/06/2011,Taxis (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld",10277820,110.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/06/2011,Hotels (Programme),Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld",10277820,247.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Rail Fares,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277823,15.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Taxis,Business & Skills Group - USG Admin,"Personal Expense, Name Witheld",10277824,6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Taxis,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277825,16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Rail Fares Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277825,3.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Taxis Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277825,22.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hotels Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277825,341.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277825,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Entertaining Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277825,96.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Rail Fares,Market and Frameworks Group - Europe Directorate,"Personal Expense, Name Witheld",10277827,5.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Taxis,Market and Frameworks Group - Europe Directorate,"Personal Expense, Name Witheld",10277827,21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Rail Fares Overseas,Market and Frameworks Group - Europe Directorate,"Personal Expense, Name Witheld",10277827,4.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hotels Overseas,Market and Frameworks Group - Europe Directorate,"Personal Expense, Name Witheld",10277827,108.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Subsistence Payments Overseas,Market and Frameworks Group - Europe Directorate,"Personal Expense, Name Witheld",10277827,29.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Europe Directorate,"Personal Expense, Name Witheld",10277827,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Rail Fares Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277828,15.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hotels Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277828,435.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Subsistence Payments Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277828,47.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277828,27.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Rail Fares Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277829,8.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Subsistence Payments Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277829,13.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277829,20
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Other Overseas Travel & Subsistence,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277830,50
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Postage,Market and Frameworks Group - Employment Relations,"Personal Expense, Name Witheld",10277831,3.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Office Supplies,Market and Frameworks Group - Employment Relations,"Personal Expense, Name Witheld",10277831,11.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hotels,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277832,294
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,UK Advances,Corporate Payments,"Personal Expense, Name Witheld",10277832,-190.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hotels,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277833,95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Rail Fares,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277836,21.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Subsistence Payments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277836,6.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Other UK Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277836,18.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Mileage Allowances,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277837,173.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hotels,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277837,72.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Subsistence Payments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277837,30.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Other UK Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277837,5.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Rail Fares,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277838,8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Taxis,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277838,6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Mileage Allowances,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277838,22.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Subsistence Payments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277838,34.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Other UK Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277838,14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Rail Fares,ESBR - Analysis Directorate,"Personal Expense, Name Witheld",10277840,2.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Mileage Allowances,ESBR - Analysis Directorate,"Personal Expense, Name Witheld",10277840,7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Taxis Overseas,ESBR - Analysis Directorate,"Personal Expense, Name Witheld",10277840,45.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Hotels Overseas,ESBR - Analysis Directorate,"Personal Expense, Name Witheld",10277840,375.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Subsistence Payments Overseas,ESBR - Analysis Directorate,"Personal Expense, Name Witheld",10277840,19.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Other Overseas Travel & Subsistence,ESBR - Analysis Directorate,"Personal Expense, Name Witheld",10277840,30
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Rail Fares,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277843,28.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Hotels,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277843,255
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Subsistence Payments,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277843,62.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Rail Fares,ESBR - Better Regulation Executive (BRE),"Personal Expense, Name Witheld",10277844,81.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Other UK Travel & Subsistence,ESBR - Better Regulation Executive (BRE),"Personal Expense, Name Witheld",10277844,16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Subsistence Payments,Market and Frameworks Group - Employment Relations,"Personal Expense, Name Witheld",10277845,14.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Rail Fares,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277846,31.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Taxis,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277846,17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Subsistence Payments,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277846,35.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Other UK Travel & Subsistence,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277846,1.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Rail Fares,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277847,11.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Taxis,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277847,7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Subsistence Payments,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277847,66.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Other UK Travel & Subsistence,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277847,4.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld",10277848,66.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Rail Fares,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277849,32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Taxis Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277849,16.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Hotels Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277849,102.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277849,14.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,"Personal Expense, Name Witheld",10277850,17.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Rail Fares,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277851,14.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277851,208.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Rail Fares Overseas,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277852,2.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277852,18.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Taxis,"Legal, People & Communications Group - Communications Directorate","Personal Expense, Name Witheld",10277853,14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Taxis Overseas,"Legal, People & Communications Group - Communications Directorate","Personal Expense, Name Witheld",10277853,30.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Hotels Overseas,"Legal, People & Communications Group - Communications Directorate","Personal Expense, Name Witheld",10277853,156.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Mileage Allowances Overseas,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277854,68.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Hotels Overseas,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277854,254.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Subsistence Payments Overseas,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277854,88.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Rail Fares,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277862,8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Taxis,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277862,25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Mileage Allowances,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277862,134
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Subsistence Payments,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277862,31.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Rail Fares,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277863,91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Mileage Allowances,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277863,8.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Hotels,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277863,306
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Subsistence Payments,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277863,74.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Hotels Overseas,Market and Frameworks Group - Europe Directorate,"Personal Expense, Name Witheld",10277866,80.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Europe Directorate,"Personal Expense, Name Witheld",10277866,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Subsistence Payments Overseas,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277867,19.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277867,20
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Subsistence Payments Overseas,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277868,30
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Rail Fares,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277869,7.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Taxis,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277869,30
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Subsistence Payments Overseas,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277869,5.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Rail Fares,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277870,10.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Rail Fares,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277870,2.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Subsistence Payments Overseas,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277870,33.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Rail Fares,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277871,4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Taxis,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277871,15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Taxis Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277871,24.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Hotels Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277871,82.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277871,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Rail Fares,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277877,34.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Rail Fares Overseas,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277877,10.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Subsistence Payments Overseas,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277877,16.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277877,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277877,457.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Taxis Overseas,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277878,41.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Taxis,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277879,11.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Rail Fares,Market and Frameworks Group - Employment Relations,"Personal Expense, Name Witheld",10277880,86.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Hotels Overseas,Business & Skills Group - Information Economy,"Personal Expense, Name Witheld",10277882,165.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Subsistence Payments Overseas,Business & Skills Group - Information Economy,"Personal Expense, Name Witheld",10277882,89.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Information Economy,"Personal Expense, Name Witheld",10277882,127.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Rail Fares Overseas,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277883,3.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Subsistence Payments Overseas,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277883,11.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10277883,5.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Taxis Overseas,Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",10277884,67.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Subsistence Payments Overseas,Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",10277884,41.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",10277884,17.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Hotels Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,"Personal Expense, Name Witheld",10277885,148.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Other Overseas Travel & Subsistence,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,"Personal Expense, Name Witheld",10277885,30
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Rail Fares,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277886,115.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Hotels,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277886,163.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Subsistence Payments,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277886,8.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Rail Fares,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277887,144.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Mileage Allowances,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277887,27.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Subsistence Payments,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277887,25.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Other UK Travel & Subsistence,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277887,4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Rail Fares,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277888,54.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Mileage Allowances,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277888,62.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Subsistence Payments,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277888,12.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Other UK Travel & Subsistence,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277888,11.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Rail Fares,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277890,15.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Rail Fares,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277891,25.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Taxis,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277891,10.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Rail Fares,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277892,22.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/06/2011,Subsistence Payments,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277892,9.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277894,1472.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277895,5.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2011,Others UK Travel & Subsistence (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277895,22
