Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Ministry of Defence,Ministry of Defence,27/09/2010,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,696724,747.60
Ministry of Defence,Ministry of Defence,27/09/2010,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,696724,91408.92
Ministry of Defence,Ministry of Defence,27/09/2010,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,696724,341.25
Ministry of Defence,Ministry of Defence,27/09/2010,Design services and minor equipment purchases,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,696724,4434.48
Ministry of Defence,Ministry of Defence,27/09/2010,Design services and minor equipment purchases,Defence Estates,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,696724,1895.71
Ministry of Defence,Ministry of Defence,27/09/2010,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,696724,2636.70
Ministry of Defence,Ministry of Defence,27/09/2010,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,696724,834.44
Ministry of Defence,Ministry of Defence,27/09/2010,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,696724,22764.35
Ministry of Defence,Ministry of Defence,27/09/2010,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,696724,89890.65
Ministry of Defence,Ministry of Defence,30/09/2010,Transport hire charges,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,698576,10777.92
Ministry of Defence,Ministry of Defence,30/09/2010,Transport hire charges,Defence Estates,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,698576,9599.27
Ministry of Defence,Ministry of Defence,30/09/2010,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,698576,12308.23
Ministry of Defence,Ministry of Defence,30/09/2010,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,698576,25308.94
Ministry of Defence,Ministry of Defence,30/09/2010,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,698576,45618.94
Ministry of Defence,Ministry of Defence,30/09/2010,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,698576,165870.66
Ministry of Defence,Ministry of Defence,30/09/2010,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,698576,18712.96
Ministry of Defence,Ministry of Defence,01/09/2010,IT and communication services,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,685580,20280.50
Ministry of Defence,Ministry of Defence,17/09/2010,Estate management,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,692797,615633.40
Ministry of Defence,Ministry of Defence,23/09/2010,Estate management,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,695430,71684.20
Ministry of Defence,Defence Support Group,22/09/2010,Oth facilities costs,Business Stream 2,BABCOCK SUPPORT SERV,000000444379,22222.26
Ministry of Defence,Defence Support Group,22/09/2010,Oth facilities costs,Business Stream 2,BABCOCK SUPPORT SERV,000000444380,71125.59
Ministry of Defence,Defence Support Group,22/09/2010,Oth facilities costs,Business Stream 2,BABCOCK SUPPORT SERV,000000444383,42195.49
Ministry of Defence,Defence Support Group,22/09/2010,FM Contract var chgs,Business Stream 2,BABCOCK SUPPORT SERV,000000444385,25436.16
Ministry of Defence,Defence Support Group,22/09/2010,Oth facilities costs,Business Stream 2,BABCOCK SUPPORT SERV,000000444499,32522.71
Ministry of Defence,Defence Support Group,22/09/2010,Oth facilities costs,Business Stream 2,BABCOCK SUPPORT SERV,000000444501,22222.26
Ministry of Defence,Defence Support Group,22/09/2010,Oth facilities costs,Business Stream 2,BABCOCK SUPPORT SERV,000000444502,25436.16
Ministry of Defence,Defence Support Group,22/09/2010,Oth facilities costs,Business Stream 2,BABCOCK SUPPORT SERV,000000444504,42195.49
Ministry of Defence,Defence Support Group,22/09/2010,Oth facilities costs,Business Stream 2,BABCOCK SUPPORT SERV,000000444506,71125.59
Ministry of Defence,Ministry of Defence,02/09/2010,Fees for professional services,Land Forces,BABCOCK SUPPORT SERVICES LIMITED,686048,32083.33
Ministry of Defence,Ministry of Defence,07/09/2010,Design services and minor equipment purchases,Air Command,BABCOCK SUPPORT SERVICES LIMITED,687821,425611.17
Ministry of Defence,Ministry of Defence,10/09/2010,Design services and minor equipment purchases,Air Command,BABCOCK SUPPORT SERVICES LIMITED,689607,266157.78
Ministry of Defence,Ministry of Defence,13/09/2010,Estate management,Defence Estates,BABCOCK SUPPORT SERVICES LIMITED,690306,26538.99
Ministry of Defence,Ministry of Defence,17/09/2010,Rent and rates,Defence Estates,BABERGH DISTRICT COUNCIL,692799,33501.75
Ministry of Defence,United Kingdom Hydrographic Office,22/09/2010,Computer maint&hire,Information Management & Technology,BAE Systems,5100080442,106810.90
Ministry of Defence,United Kingdom Hydrographic Office,27/09/2010,Purchased services,Print & Supply,BAE Systems,5100080540,119020.00
Ministry of Defence,Defence Science and Technology Laboratory,03/09/2010,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000125736 - 00089476,40000.00
Ministry of Defence,Ministry of Defence,10/09/2010,Fuel for military use,Land Forces,BAE SYSTEMS (OPERATIONS) LIMITED,689608,383.15
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000126086 - 00090477,178527.28
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000126087 - 00090536,199241.55
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000126087 - 00090537,486776.25
Ministry of Defence,Defence Science and Technology Laboratory,24/09/2010,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000126288 - 00090325,1250000.00
Ministry of Defence,Met Office,01/09/2010,11 Services,Operations,Bae Systems (Operations) Ltd,297509,25100.00
Ministry of Defence,Ministry of Defence,14/09/2010,Payments on behalf of Defence Support Group,Central TLB,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,690938,179.31
Ministry of Defence,Ministry of Defence,03/09/2010,General services and support,Central TLB,BAE SYSTEMS SURFACE SHIPS PORTSMOUTH LIMITED,686623,3770.89
Ministry of Defence,Ministry of Defence,09/09/2010,Estate management,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS SUPPORT LIMITED,688946,36425.00
Ministry of Defence,Ministry of Defence,09/09/2010,Estate management,Navy Command,BAE SYSTEMS SURFACE SHIPS SUPPORT LIMITED,688946,754.26
Ministry of Defence,Ministry of Defence,01/09/2010,Estate management,Defence Equipment & Support,BALE GROUP LIMITED,685587,1973.04
Ministry of Defence,Ministry of Defence,03/09/2010,Estate management,Defence Estates,BALFOUR BEATTY GROUP LIMITED,686625,144431.29
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Consumable Materials,Operations,BARCLAYCARD,G - 9000126257 - 00091401,44.79
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Other Services & Office costs,Operations,BARCLAYCARD,G - 9000126257 - 00091401,3516.68
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,IT Hardware,Operations,BARCLAYCARD,G - 9000126257 - 00091403,2130.00
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,IT Software,Operations,BARCLAYCARD,G - 9000126257 - 00091403,13.82
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Estates Costs,Operations,BARCLAYCARD,G - 9000126257 - 00091403,60.00
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Staff Training,Corporate,BARCLAYCARD,G - 9000126257 - 00091403,8235.27
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Staff Training,Operations,BARCLAYCARD,G - 9000126257 - 00091403,32669.74
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Staff Training,Infrastructure,BARCLAYCARD,G - 9000126257 - 00091403,6541.29
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Staff Training,Programme Office,BARCLAYCARD,G - 9000126257 - 00091403,400.00
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Energy & Utility,Operations,BARCLAYCARD,G - 9000126257 - 00091403,543.54
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Consumable Materials,Corporate,BARCLAYCARD,G - 9000126257 - 00091403,2489.94
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Consumable Materials,Operations,BARCLAYCARD,G - 9000126257 - 00091403,15053.90
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Consumable Materials,Infrastructure,BARCLAYCARD,G - 9000126257 - 00091403,444.17
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Travel & Subsistence,Operations,BARCLAYCARD,G - 9000126257 - 00091403,8254.49
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Travel & Subsistence,Infrastructure,BARCLAYCARD,G - 9000126257 - 00091403,35.50
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Materials & Equipment,Operations,BARCLAYCARD,G - 9000126257 - 00091403,82990.42
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Materials & Equipment,Programme Office,BARCLAYCARD,G - 9000126257 - 00091403,75.29
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Professional Services,Operations,BARCLAYCARD,G - 9000126257 - 00091403,11889.89
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Professional Services,Infrastructure,BARCLAYCARD,G - 9000126257 - 00091403,8225.00
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Conferences & Catering,Programme Office,BARCLAYCARD,G - 9000126257 - 00091403,399.93
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Lease & Rental Payments,Operations,BARCLAYCARD,G - 9000126257 - 00091403,2146.20
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Staff Recruitment Costs,Corporate,BARCLAYCARD,G - 9000126257 - 00091403,584.60
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Publications/Subscriptions,Corporate,BARCLAYCARD,G - 9000126257 - 00091403,77.16
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Publications/Subscriptions,Operations,BARCLAYCARD,G - 9000126257 - 00091403,149.21
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Publications/Subscriptions,Infrastructure,BARCLAYCARD,G - 9000126257 - 00091403,334.30
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Other Services & Office costs,Operations,BARCLAYCARD,G - 9000126257 - 00091403,5488.13
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Contracted out Office Services,Operations,BARCLAYCARD,G - 9000126257 - 00091403,80.85
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Contracted out Office Services,Infrastructure,BARCLAYCARD,G - 9000126257 - 00091403,108.94
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Travel & Subsistence,Infrastructure,BARCLAYCARD,G - 9000126258 - 00091400,304.07
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Travel & Subsistence,Infrastructure,BARCLAYCARD,G - 9000126258 - 00091402,627.30
Ministry of Defence,Defence Support Group,22/09/2010,GPC Control,Corporate,BARCLAYCARD,000000444058,176452.38
Ministry of Defence,Met Office,08/09/2010,Procurement Card,Other,Barclaycard Commercial,297742,80121.52
Ministry of Defence,Ministry of Defence,16/09/2010,Government Procurement Card,MOD,Barclays Bank PLC,10702,4951588.83
Ministry of Defence,Ministry of Defence,17/09/2010,Government Procurement Card,MOD,Barclays Bank PLC,10703,709959.00
Ministry of Defence,Ministry of Defence,17/09/2010,Government Procurement Card,MOD,Barclays Bank PLC,10704,8929734.55
Ministry of Defence,Ministry of Defence,16/09/2010,Payment of utilities,Land Forces,Belize Electricity Ltd,8944796/8907516,35641.03
Ministry of Defence,National Army Museum,30/09/2010,Part payment for exhibition installation,Bill Payment,BENCHWORKS LTD,PO1010591 and PO1011110,43131.32
Ministry of Defence,Ministry of Defence,24/09/2010,Externally delivered education and training.,Land Forces,BIG WHEELERS (SOUTH WALES)  LIMITED,696086,34807.50
Ministry of Defence,Ministry of Defence,09/09/2010,Externally delivered education and training.,Land Forces,BLADERUNNER LTD,688956,31398.00
Ministry of Defence,Ministry of Defence,03/09/2010,Design services and minor equipment purchases,Land Forces,BLUE HELIX LTD,GPC CPO 040 10      ,28411.50
Ministry of Defence,Ministry of Defence,30/09/2010,Estate management,Defence Estates,BLUM GMBH.,5000042672,28500.56
Ministry of Defence,Ministry of Defence,06/09/2010,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,687278,21334.33
Ministry of Defence,Ministry of Defence,06/09/2010,Purchase of inventory and services ,Defence Estates,BOC LIMITED,687278,270.38
Ministry of Defence,Ministry of Defence,06/09/2010,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,687278,2351.56
Ministry of Defence,Ministry of Defence,06/09/2010,Purchase of inventory and services ,Central TLB,BOC LIMITED,687278,226.31
Ministry of Defence,Ministry of Defence,06/09/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,687278,59489.23
Ministry of Defence,Ministry of Defence,06/09/2010,Purchase of inventory and services ,Land Forces,BOC LIMITED,687278,18600.81
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,688330,5150.77
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,688330,16734.68
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Land Forces,BOC LIMITED,688330,538.41
Ministry of Defence,Ministry of Defence,15/09/2010,Purchase of inventory and services ,Land Forces,BOC LIMITED,691472,33.06
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,692164,554.54
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Defence Estates,BOC LIMITED,692164,152.54
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,692164,7930.79
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,692164,8749.85
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Land Forces,BOC LIMITED,692164,4040.92
Ministry of Defence,Ministry of Defence,21/09/2010,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,694176,90.72
Ministry of Defence,Ministry of Defence,21/09/2010,Purchase of inventory and services ,Central TLB,BOC LIMITED,694176,8.01
Ministry of Defence,Ministry of Defence,21/09/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,694176,29413.95
Ministry of Defence,Ministry of Defence,21/09/2010,Purchase of inventory and services ,Land Forces,BOC LIMITED,694176,1041.13
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,694798,4619.80
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,696752,3155.74
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Defence Estates,BOC LIMITED,696752,36.45
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,696752,3029.42
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,696752,7882.52
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Land Forces,BOC LIMITED,696752,7207.22
Ministry of Defence,Ministry of Defence,28/09/2010,Purchase of inventory and services ,Defence Estates,BOC LIMITED,697314,36.45
Ministry of Defence,Ministry of Defence,28/09/2010,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,697314,331.70
Ministry of Defence,Ministry of Defence,28/09/2010,Purchase of inventory and services ,Air Command,BOC LIMITED,697314,2890.37
Ministry of Defence,Ministry of Defence,28/09/2010,Purchase of inventory and services ,Land Forces,BOC LIMITED,697314,60.48
Ministry of Defence,Ministry of Defence,21/09/2010,Rent and rates,Defence Estates,BOROUGH COUNCIL OF KINGS LYNN & WEST NORFOLK,694178,64309.89
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Sub Contracted Work,Operations,BORWELL LIMITED,V - 9000126192 - 00090466,28119.40
Ministry of Defence,Ministry of Defence,20/09/2010,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,2000009483,77450.49
Ministry of Defence,Ministry of Defence,21/09/2010,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,2000009497,7094.39
Ministry of Defence,Ministry of Defence,08/09/2010,"Purchase of munitions, other inventory or fuel",Command Joint Operations,BP OIL INTERNATIONAL LIMITED,2000009370,4908856.43
Ministry of Defence,Ministry of Defence,21/09/2010,Fuel for military use,Land Forces,BP OIL INTERNATIONAL LIMITED,2000009498,517.72
Ministry of Defence,Ministry of Defence,17/09/2010,Rent and rates,Defence Estates,BRACKNELL FOREST BOROUGH COUNCIL,692830,41153.33
Ministry of Defence,Ministry of Defence,28/09/2010,Fees for professional services,Defence Estates,BRE GLOBAL LIMITED,697318,28153.00
Ministry of Defence,Ministry of Defence,17/09/2010,Rent and rates,Defence Estates,BRECKLAND COUNCIL,692835,32845.48
Ministry of Defence,Ministry of Defence,03/09/2010,Food and clothing,Land Forces,BRISTOL MANAGED SERVICES LTD,686651,32029.28
Ministry of Defence,Ministry of Defence,15/09/2010,Food and clothing,Land Forces,BRISTOL MANAGED SERVICES LTD,691479,32029.28
Ministry of Defence,Ministry of Defence,09/09/2010,Payment of utilities,Defence Estates,BRITISH GAS TRADING LIMITED,688973,5289.57
Ministry of Defence,Ministry of Defence,09/09/2010,Payment of utilities,Central TLB,BRITISH GAS TRADING LIMITED,688973,16.23
Ministry of Defence,Ministry of Defence,09/09/2010,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,688973,2835.98
Ministry of Defence,Ministry of Defence,09/09/2010,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,688973,26023.48
Ministry of Defence,Ministry of Defence,13/09/2010,Payment of utilities,Defence Estates,BRITISH GAS TRADING LIMITED,690339,16353.75
Ministry of Defence,Ministry of Defence,13/09/2010,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,690339,72.41
Ministry of Defence,Ministry of Defence,13/09/2010,Payment of utilities,Central TLB,BRITISH GAS TRADING LIMITED,690339,1463.30
Ministry of Defence,Ministry of Defence,13/09/2010,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,690339,1461.36
Ministry of Defence,Ministry of Defence,13/09/2010,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,690339,58317.68
Ministry of Defence,Ministry of Defence,17/09/2010,Payment of utilities,Defence Estates,BRITISH GAS TRADING LIMITED,692843,6188.18
Ministry of Defence,Ministry of Defence,17/09/2010,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,692843,213.89
Ministry of Defence,Ministry of Defence,17/09/2010,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,692843,316.74
Ministry of Defence,Ministry of Defence,17/09/2010,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,692843,34561.27
Ministry of Defence,Ministry of Defence,17/09/2010,Payment of utilities,Navy Command,BRITISH GAS TRADING LIMITED,692843,143.43
Ministry of Defence,Ministry of Defence,21/09/2010,Payment of utilities,Defence Estates,BRITISH GAS TRADING LIMITED,694189,1996.88
Ministry of Defence,Ministry of Defence,21/09/2010,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,694189,8336.22
Ministry of Defence,Ministry of Defence,27/09/2010,Payment of utilities,Defence Estates,BRITISH GAS TRADING LIMITED,696767,6910.49
Ministry of Defence,Ministry of Defence,27/09/2010,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,696767,35722.19
Ministry of Defence,Defence Support Group,08/09/2010,IT Telecoms,Corporate,BRITISH TELECOMMUNIC,000000442417,69783.71
Ministry of Defence,Ministry of Defence,28/09/2010,IT and communication services,Air Command,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,697326,62.72
Ministry of Defence,United Kingdom Hydrographic Office,06/09/2010,Computer maint&hire,Information Management & Technology,"Broadvision, Inc",5100079942,56610.00
Ministry of Defence,Ministry of Defence,03/09/2010,Estate management,Defence Estates,BRYCE GARTEN & LANDSCHAFTSBAU,5000041306,50656.09
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Communications,Infrastructure,BT - DFTS,V - 9000126106 - 00090446,193731.52
Ministry of Defence,Defence Science and Technology Laboratory,24/09/2010,Communications,Infrastructure,BT - PP3B,V - 9000126363 - 00090864,238362.05
Ministry of Defence,Met Office,10/09/2010,11 Services,Operations,Bt Plc,297622,2083.00
Ministry of Defence,Met Office,10/09/2010,11 Services,Science And Technology,Bt Plc,297622,219212.60
Ministry of Defence,Defence Science and Technology Laboratory,24/09/2010,Professional Services,Operations,BUILDING RESEARCH ESTABLISHMENT LIMITED,V - 9000126281 - 00085701,65760.00
Ministry of Defence,Ministry of Defence,02/09/2010,Purchase of inventory and services ,Command Joint Operations,BUNZL UK LIMITED,686081,9479.22
Ministry of Defence,Ministry of Defence,02/09/2010,Purchase of inventory and services ,Air Command,BUNZL UK LIMITED,686081,14438.71
Ministry of Defence,Ministry of Defence,02/09/2010,Purchase of inventory and services ,Land Forces,BUNZL UK LIMITED,686081,16955.08
Ministry of Defence,Ministry of Defence,02/09/2010,Building maintenance and accommodation stores,Defence Estates,BUNZL UK LIMITED,686081,143.46
Ministry of Defence,Ministry of Defence,10/09/2010,Purchase of inventory and services ,Air Command,BUNZL UK LIMITED,689649,7932.98
Ministry of Defence,Ministry of Defence,10/09/2010,Purchase of inventory and services ,Land Forces,BUNZL UK LIMITED,689649,36464.01
Ministry of Defence,Ministry of Defence,13/09/2010,Purchase of inventory and services ,Air Command,BUNZL UK LIMITED,690347,2916.61
Ministry of Defence,Ministry of Defence,13/09/2010,Purchase of inventory and services ,Land Forces,BUNZL UK LIMITED,690347,1077.66
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Command Joint Operations,BUNZL UK LIMITED,694815,8315.48
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Air Command,BUNZL UK LIMITED,694815,15968.49
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Land Forces,BUNZL UK LIMITED,694815,17338.01
Ministry of Defence,Ministry of Defence,22/09/2010,Building maintenance and accommodation stores,Air Command,BUNZL UK LIMITED,694815,482.26
Ministry of Defence,Ministry of Defence,22/09/2010,Building maintenance and accommodation stores,Land Forces,BUNZL UK LIMITED,694815,134.60
Ministry of Defence,Ministry of Defence,30/09/2010,Purchase of inventory and services ,Air Command,BUNZL UK LIMITED,698620,2625.93
Ministry of Defence,Ministry of Defence,30/09/2010,Purchase of inventory and services ,Land Forces,BUNZL UK LIMITED,698620,6861.84
Ministry of Defence,Ministry of Defence,09/09/2010,Estates - Stores/Equipment,Defence Estate - SSG,C & D (SHEET METAL) ENG LTD     ,PMT - 049,32785.56
Ministry of Defence,Ministry of Defence,15/09/2010,Estates - Stores/Equipment,Defence Estate - SSG,C & D (SHEET METAL) ENG LTD     ,PMT - 062,26684.57
Ministry of Defence,Ministry of Defence,22/09/2010,Estates - Stores/Equipment,Defence Estate - SSG,C & D (SHEET METAL) ENG LTD     ,PMT - 045,33859.28
Ministry of Defence,Ministry of Defence,07/09/2010,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,687860,1436.85
Ministry of Defence,Ministry of Defence,07/09/2010,Purchase of inventory and services ,Land Forces,C F ANDERSON & SON LIMITED,687860,520.45
Ministry of Defence,Ministry of Defence,13/09/2010,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,690348,4732.63
Ministry of Defence,Ministry of Defence,13/09/2010,Purchase of inventory and services ,Land Forces,C F ANDERSON & SON LIMITED,690348,1880.12
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,694819,19784.38
Ministry of Defence,Ministry of Defence,24/09/2010,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,696115,2739.51
Ministry of Defence,Ministry of Defence,08/09/2010,Payments on behalf of Defence Support Group,Central TLB,CANON (UK) LIMITED,688359,1014.80
Ministry of Defence,Ministry of Defence,08/09/2010,Estate management,Defence Estates,CANON (UK) LIMITED,688359,1061.23
Ministry of Defence,Ministry of Defence,08/09/2010,Estate management,Air Command,CANON (UK) LIMITED,688359,-4456.26
Ministry of Defence,Ministry of Defence,08/09/2010,Estate management,Land Forces,CANON (UK) LIMITED,688359,7663.85
Ministry of Defence,Ministry of Defence,08/09/2010,Estate management,Navy Command,CANON (UK) LIMITED,688359,330.19
Ministry of Defence,Ministry of Defence,08/09/2010,Miscellaneous Administration Costs,Defence Estates,CANON (UK) LIMITED,688359,947.12
Ministry of Defence,Ministry of Defence,08/09/2010,Miscellaneous Administration Costs,Central TLB,CANON (UK) LIMITED,688359,3166.33
Ministry of Defence,Ministry of Defence,08/09/2010,Miscellaneous Administration Costs,Air Command,CANON (UK) LIMITED,688359,8461.04
Ministry of Defence,Ministry of Defence,08/09/2010,Miscellaneous Administration Costs,Land Forces,CANON (UK) LIMITED,688359,4446.01
Ministry of Defence,Ministry of Defence,08/09/2010,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,688359,268.86
Ministry of Defence,Ministry of Defence,08/09/2010,IT and communication services,Central TLB,CANON (UK) LIMITED,688359,253.49
Ministry of Defence,Ministry of Defence,08/09/2010,IT and communication services,Air Command,CANON (UK) LIMITED,688359,213.46
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Defence Estates,CANON (UK) LIMITED,688359,532.43
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,688359,4036.14
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,688359,2871.59
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,688359,3815.36
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,688359,7439.12
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,688359,71.89
Ministry of Defence,Ministry of Defence,08/09/2010,General services and support,Air Command,CANON (UK) LIMITED,688359,-14680.13
Ministry of Defence,Ministry of Defence,08/09/2010,Rental of plant and machinery,Air Command,CANON (UK) LIMITED,688359,551.19
Ministry of Defence,Ministry of Defence,08/09/2010,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,688359,1145.82
Ministry of Defence,Ministry of Defence,08/09/2010,Design services and minor equipment purchases,Defence Estates,CANON (UK) LIMITED,688359,2462.47
Ministry of Defence,Ministry of Defence,08/09/2010,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,688359,788.86
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,692185,36503.16
