UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC19423,05-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,999,19423
MODGPC19424,05-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,684,19424
MODGPC19425,05-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,960.6,19425
MODGPC19426,05-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,851.54,19426
MODGPC19427,09-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"7,338.78",19427
MODGPC19428,09-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"8,147.08",19428
MODGPC19429,09-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"3,267.49",19429
MODGPC19430,09-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"3,267.49",19430
MODGPC19431,12-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"1,307.00",19431
MODGPC19432,01-Dec-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"1,214.50",19432
MODGPC19433,06-Dec-11,Leisure Activities                 , BOAT DEALERS,"4,586.40",19433
MODGPC19434,09-Dec-11,Leisure Activities                 , BOAT DEALERS,585.6,19434
MODGPC19435,06-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,864,19435
MODGPC19436,07-Dec-11,Mail and Courier Services          , POSTAGE STAMPS,"3,391.64",19436
MODGPC19437,09-Dec-11,Auto Rental                        ,Auto Rental                        ,520.46,19437
MODGPC19438,01-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,597.19,19438
MODGPC19439,12-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,855.35,19439
MODGPC19440,08-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,933.98,19440
MODGPC19441,01-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,428.00",19441
MODGPC19442,01-Dec-11,Auto Rental                        ,Auto Rental                        ,705.6,19442
MODGPC19443,01-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,550.08",19443
MODGPC19444,08-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,145.28",19444
MODGPC19445,08-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,600,19445
MODGPC19446,08-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,550,19446
MODGPC19447,09-Dec-11,Auto Rental                        ,Auto Rental                        ,562.86,19447
MODGPC19448,02-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,"2,000.00",19448
MODGPC19449,02-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,595,19449
MODGPC19450,02-Dec-11,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,"1,485.00",19450
MODGPC19451,02-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,"2,000.00",19451
MODGPC19452,08-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,960,19452
MODGPC19453,08-Dec-11,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,900,19453
MODGPC19454,13-Dec-11,Auto Rental                        ,Auto Rental                        ,903.49,19454
MODGPC19455,02-Dec-11,Auto Rental                        ,Auto Rental                        ,511.2,19455
MODGPC19456,08-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,206.00",19456
MODGPC19457,01-Dec-11,Auto Rental                        ,Auto Rental                        ,661.48,19457
MODGPC19458,02-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,225.05",19458
MODGPC19459,02-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,998.57",19459
MODGPC19460,09-Dec-11,Auto Rental                        ,Auto Rental                        ,791.95,19460
MODGPC19461,09-Dec-11,Auto Rental                        ,Auto Rental                        ,920.88,19461
MODGPC19462,02-Dec-11,Auto Rental                        ,Auto Rental                        ,606.14,19462
MODGPC19463,02-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,663.66",19463
MODGPC19464,02-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,674.98",19464
MODGPC19465,08-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,524.00",19465
MODGPC19466,08-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,524.00",19466
MODGPC19467,08-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,932.00",19467
MODGPC19468,08-Dec-11,Auto Rental                        ,Auto Rental                        ,966,19468
MODGPC19469,08-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,440.00",19469
MODGPC19470,13-Dec-11,Auto Rental                        ,Auto Rental                        ,900,19470
MODGPC19471,02-Dec-11,Auto Rental                        ,Auto Rental                        ,621.6,19471
MODGPC19472,02-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,933.39",19472
MODGPC19473,02-Dec-11,Auto Rental                        ,Auto Rental                        ,644.81,19473
MODGPC19474,08-Dec-11,Auto Rental                        ,Auto Rental                        ,703.3,19474
MODGPC19475,13-Dec-11,Auto Rental                        ,Auto Rental                        ,763.2,19475
MODGPC19476,08-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,772.49,19476
MODGPC19477,13-Dec-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"4,821.60",19477
MODGPC19478,01-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,458.24",19478
MODGPC19479,01-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"4,909.87",19479
MODGPC19480,01-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"1,147.20",19480
MODGPC19481,01-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"1,653.48",19481
MODGPC19482,02-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,630.64,19482
MODGPC19483,02-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,891.52,19483
MODGPC19484,07-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"2,571.00",19484
MODGPC19485,07-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,746.4,19485
MODGPC19486,09-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,553.40",19486
MODGPC19487,09-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"3,821.52",19487
MODGPC19488,12-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"2,735.94",19488
MODGPC19489,13-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,539.32",19489
MODGPC19490,13-Dec-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"1,038.72",19490
MODGPC19491,01-Dec-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,599.4,19491
MODGPC19492,07-Dec-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,539.1,19492
MODGPC19493,09-Dec-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"2,423.88",19493
MODGPC19494,08-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"1,175.00",19494
MODGPC19495,06-Dec-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"3,348.00",19495
MODGPC19496,06-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,608.64,19496
MODGPC19497,06-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,815.21,19497
MODGPC19498,05-Dec-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,700,19498
MODGPC19499,08-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,575.00",19499
MODGPC19500,02-Dec-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,000.00",19500
MODGPC19501,02-Dec-11,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,500,19501
MODGPC19502,13-Dec-11,General Retail and Wholesale       , SPORTING GOODS STORES,"1,496.40",19502
MODGPC19503,09-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,684,19503
MODGPC19504,13-Dec-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"2,028.00",19504
MODGPC19505,06-Dec-11,Training and Educational           , SCHOOLS - DEFAULT,"1,179.00",19505
MODGPC19506,12-Dec-11,General Retail and Wholesale       , GROCERY STORES/SUPERMARKETS,717,19506
MODGPC19507,12-Dec-11,General Retail and Wholesale       , GROCERY STORES/SUPERMARKETS,729,19507
MODGPC19508,30-Dec-11,Auto Rental                        ,Auto Rental                        ,529.82,19508
MODGPC19509,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,129.30",19509
MODGPC19510,15-Dec-11,Auto Rental                        ,Auto Rental                        ,621.6,19510
MODGPC19511,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,583.90",19511
MODGPC19512,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,758.19",19512
MODGPC19513,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,935.16",19513
MODGPC19514,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,998.57",19514
MODGPC19515,15-Dec-11,Auto Rental                        ,Auto Rental                        ,781.79,19515
MODGPC19516,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,129.30",19516
MODGPC19517,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,343.21",19517
MODGPC19518,13-Dec-11,Auto Rental                        ,Auto Rental                        ,514.51,19518
MODGPC19519,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,494.00",19519
MODGPC19520,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,470.84",19520
MODGPC19521,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,856.75",19521
MODGPC19522,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,640.38",19522
MODGPC19523,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,513.20",19523
MODGPC19524,15-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,283.10",19524
MODGPC19525,16-Dec-11,Auto Rental                        ,Auto Rental                        ,544.9,19525
MODGPC19526,15-Dec-11,Auto Rental                        ,Auto Rental                        ,660,19526
MODGPC19527,23-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,440.00",19527
MODGPC19528,23-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,440.00",19528
MODGPC19529,23-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,440.00",19529
MODGPC19530,23-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,260.00",19530
MODGPC19531,23-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,260.00",19531
MODGPC19532,23-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,440.00",19532
MODGPC19533,23-Dec-11,Auto Rental                        ,Auto Rental                        ,888,19533
MODGPC19534,23-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,128.00",19534
MODGPC19535,14-Dec-11,Auto Rental                        ,Auto Rental                        ,"4,425.46",19535
MODGPC19536,14-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,894.37",19536
MODGPC19537,16-Dec-11,Auto Rental                        ,Auto Rental                        ,619.92,19537
MODGPC19538,14-Dec-11,Auto Rental                        ,Auto Rental                        ,685.44,19538
MODGPC19539,14-Dec-11,Auto Rental                        ,Auto Rental                        ,529.92,19539
MODGPC19540,19-Dec-11,Auto Rental                        ,Auto Rental                        ,536.92,19540
MODGPC19541,16-Dec-11,Auto Rental                        ,Auto Rental                        ,616.9,19541
MODGPC19542,14-Dec-11,Auto Rental                        ,Auto Rental                        ,943.82,19542
MODGPC19543,14-Dec-11,Auto Rental                        ,Auto Rental                        ,943.82,19543
MODGPC19544,14-Dec-11,Auto Rental                        ,Auto Rental                        ,943.82,19544
MODGPC19545,14-Dec-11,Auto Rental                        ,Auto Rental                        ,943.82,19545
MODGPC19546,14-Dec-11,Auto Rental                        ,Auto Rental                        ,943.82,19546
MODGPC19547,14-Dec-11,Auto Rental                        ,Auto Rental                        ,966,19547
MODGPC19548,16-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,695.45",19548
MODGPC19549,16-Dec-11,Auto Rental                        ,Auto Rental                        ,"2,587.20",19549
MODGPC19550,16-Dec-11,Auto Rental                        ,Auto Rental                        ,"2,587.20",19550
MODGPC19551,16-Dec-11,Auto Rental                        ,Auto Rental                        ,"2,022.76",19551
MODGPC19552,19-Dec-11,Auto Rental                        ,Auto Rental                        ,"2,205.23",19552
MODGPC19553,16-Dec-11,Auto Rental                        ,Auto Rental                        ,"4,695.60",19553
MODGPC19554,16-Dec-11,Auto Rental                        ,Auto Rental                        ,522.07,19554
MODGPC19555,16-Dec-11,Auto Rental                        ,Auto Rental                        ,"4,905.60",19555
MODGPC19556,16-Dec-11,Auto Rental                        ,Auto Rental                        ,"4,451.45",19556
MODGPC19557,14-Dec-11,Auto Rental                        ,Auto Rental                        ,730.38,19557
MODGPC19558,21-Dec-11,Auto Rental                        ,Auto Rental                        ,"1,876.43",19558
MODGPC19559,13-Dec-11,Auto Rental                        ,Auto Rental                        ,739.41,19559
MODGPC19560,15-Dec-11,Automotive Fuel                    , SERVICE STATIONS,529.32,19560
MODGPC19561,15-Dec-11,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,502.11,19561
MODGPC19562,21-Dec-11,Books and Periodicals              , BOOK STORES,796.06,19562
MODGPC19563,16-Dec-11,Books and Periodicals              , BOOK STORES,"1,650.00",19563
MODGPC19564,15-Dec-11,Books and Periodicals              , BOOK STORES,"1,199.85",19564
MODGPC19565,16-Dec-11,Books and Periodicals              , BOOK STORES,590.16,19565
MODGPC19566,21-Dec-11,Books and Periodicals              , BOOK STORES,529.92,19566
MODGPC19567,15-Dec-11,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,631.5,19567
MODGPC19568,15-Dec-11,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,"2,921.60",19568
MODGPC19569,13-Dec-11,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,631.5,19569
MODGPC19570,16-Dec-11,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,"1,462.80",19570
MODGPC19571,21-Dec-11,Books and Periodicals              , NEWS DEALERS/NEWSSTANDS,"1,801.72",19571
MODGPC19572,22-Dec-11,Books and Periodicals              , BOOK STORES,"1,080.00",19572
MODGPC19573,20-Dec-11,Books and Periodicals              , BOOK STORES,790,19573
MODGPC19574,15-Dec-11,Books and Periodicals              , BOOK STORES,835.34,19574
MODGPC19575,15-Dec-11,Books and Periodicals              , BOOK STORES,774.03,19575
MODGPC19576,20-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"13,626.00",19576
MODGPC19577,19-Dec-11,Building Materials                 , PLUMBING/HEATING EQUIPMENT,"1,703.40",19577
MODGPC19578,14-Dec-11,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"1,219.40",19578
MODGPC19579,14-Dec-11,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"1,950.60",19579
MODGPC19580,20-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,875.00",19580
MODGPC19581,16-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,641.54",19581
MODGPC19582,16-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,237.22",19582
MODGPC19583,16-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,675.66,19583
MODGPC19584,16-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,518.45,19584
MODGPC19585,20-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"8,755.56",19585
MODGPC19586,22-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"2,847.48",19586
MODGPC19587,20-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,972.80",19587
MODGPC19588,20-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,458.48",19588
MODGPC19589,20-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,557.32,19589
MODGPC19590,22-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,644.76,19590
MODGPC19591,20-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,700.56,19591
MODGPC19592,21-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,819.07,19592
MODGPC19593,22-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,637.06,19593
MODGPC19594,22-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,728.06,19594
MODGPC19595,22-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,925.25,19595
MODGPC19596,15-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,533.9,19596
MODGPC19597,14-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,768.93",19597
MODGPC19598,15-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,601.68,19598
MODGPC19599,19-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,900,19599
MODGPC19600,20-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,518.88,19600
MODGPC19601,14-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,688.20",19601
MODGPC19602,15-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,996.28",19602
MODGPC19603,14-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"1,228.25",19603
MODGPC19604,23-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,780,19604
MODGPC19605,14-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,547.48,19605
MODGPC19606,15-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"4,616.40",19606
MODGPC19607,21-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,696,19607
MODGPC19608,20-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,908.00",19608
MODGPC19609,14-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,828.26,19609
MODGPC19610,15-Dec-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"1,452.00",19610
MODGPC19611,14-Dec-11,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"3,689.10",19611
MODGPC19612,13-Dec-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,"9,187.70",19612
MODGPC19613,15-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,840,19613
MODGPC19614,15-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,417.92",19614
MODGPC19615,15-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,192.03",19615
MODGPC19616,16-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"4,118.72",19616
MODGPC19617,17-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"2,727.12",19617
MODGPC19618,17-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,769.29",19618
MODGPC19619,18-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"4,281.24",19619
MODGPC19620,19-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"3,220.90",19620
MODGPC19621,20-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"3,949.09",19621
MODGPC19622,21-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,885.01",19622
MODGPC19623,21-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,742.02",19623
MODGPC19624,21-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,964.82,19624
MODGPC19625,22-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"2,765.38",19625
MODGPC19626,22-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"1,442.59",19626
MODGPC19627,23-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"2,261.45",19627
MODGPC19628,23-Dec-11,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"2,079.73",19628
MODGPC19629,21-Dec-11,Building Services                  , ELECTRICAL CONTRACTORS,"4,218.58",19629
MODGPC19630,19-Dec-11,Building Services                  , ELECTRICAL CONTRACTORS,"4,561.20",19630
MODGPC19631,19-Dec-11,Building Services                  , ELECTRICAL CONTRACTORS,"2,174.40",19631
MODGPC19632,22-Dec-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,"1,151.28",19632
MODGPC19633,16-Dec-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,"1,195.56",19633
MODGPC19634,19-Dec-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,622.44,19634
MODGPC19635,14-Dec-11,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,"1,652.40",19635
MODGPC19636,15-Dec-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,629.2,19636
MODGPC19637,15-Dec-11,Catering and Catering Supplies     , CATERERS,"1,978.80",19637
MODGPC19638,20-Dec-11,Catering and Catering Supplies     , CATERERS,521.71,19638
MODGPC19639,14-Dec-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,997.43,19639
MODGPC19640,15-Dec-11,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,713.23,19640
MODGPC19641,21-Dec-11,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,"2,400.00",19641
MODGPC19642,14-Dec-11,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,978.95,19642
MODGPC19643,16-Dec-11,Cleaning Services and Supplies     , DRY CLEANERS,568.8,19643
MODGPC19644,14-Dec-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"1,202.40",19644
MODGPC19645,15-Dec-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,714,19645
MODGPC19646,15-Dec-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"2,017.80",19646
MODGPC19647,19-Dec-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"1,116.00",19647
MODGPC19648,14-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"2,220.00",19648
MODGPC19649,14-Dec-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"1,920.00",19649
MODGPC19650,14-Dec-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"2,610.40",19650
MODGPC19651,16-Dec-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,511.2,19651
MODGPC19652,16-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"2,148.59",19652
MODGPC19653,16-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,697.2,19653
MODGPC19654,16-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"1,710.00",19654
MODGPC19655,16-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"1,710.00",19655
MODGPC19656,15-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,593,19656
MODGPC19657,14-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,579,19657
MODGPC19658,15-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,579,19658
MODGPC19659,21-Dec-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,540,19659
MODGPC19660,15-Dec-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,627.4,19660
MODGPC19661,14-Dec-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,624,19661
MODGPC19662,19-Dec-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,504,19662
MODGPC19663,19-Dec-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,510,19663
MODGPC19664,16-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"1,808.00",19664
MODGPC19665,16-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"1,000.00",19665
MODGPC19666,20-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,960,19666
MODGPC19667,22-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"34,028.22",19667
MODGPC19668,22-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"34,978.62",19668
MODGPC19669,22-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"23,764.66",19669
MODGPC19670,20-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,529.25,19670
MODGPC19671,21-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,776.33,19671
MODGPC19672,22-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,917,19672
MODGPC19673,23-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"17,040.00",19673
MODGPC19674,23-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"35,193.46",19674
MODGPC19675,23-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"9,881.78",19675
MODGPC19676,16-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,968.85,19676
MODGPC19677,16-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"1,489.64",19677
MODGPC19678,14-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"7,714.81",19678
MODGPC19679,14-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"4,086.72",19679
MODGPC19680,23-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"5,085.72",19680
MODGPC19681,23-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"2,113.85",19681
MODGPC19682,23-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"6,585.12",19682
MODGPC19683,15-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"3,300.00",19683
MODGPC19684,16-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"3,943.20",19684
MODGPC19685,21-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,594,19685
MODGPC19686,15-Dec-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"2,064.00",19686
MODGPC19687,14-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,562.8,19687
MODGPC19688,20-Dec-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,974.74,19688
MODGPC19689,21-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"1,213.34",19689
MODGPC19690,21-Dec-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"2,266.80",19690
