"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Legal Advisers","16000","C5 (SEO)","32748","40500","Legal Adviser","1.00","Law"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Legal Advisers","16000","D6 (G7)","43084","55782","Legal Adviser","9.00","Law"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Legal Advisers","16000","D7 (G6)","54340","67861","Legal Adviser","12.00","Law"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Legal Advisers","16000","SCS1","58200","117750","Legal Adviser","8.00","Law"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","UK Trade & Investment","18000","A2 (AO)","18885","21696","Operations Support Officer","3.00","Operational Delivery"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","UK Trade & Investment","18000","B3 (EO)","21432","27385","Operations Support Officer","10.00","Operational Delivery"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","UK Trade & Investment","18000","C4 (HEO)","26102","32509","Operational Manager","69.00","Operational Delivery"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","UK Trade & Investment","18000","C5 (SEO)","32748","40500","Operational Manager","35.00","Operational Delivery"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","UK Trade & Investment","18000","D6 (G7)","43084","55782","Operational Manager","47.00","Operational Delivery"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","UK Trade & Investment","18000","D7 (G6)","54340","67861","Operational Manager","11.00","Operational Delivery"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","UK Trade & Investment","18000","SCS1","58200","117750","Operational Manager","16.00","Operational Delivery"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Communications Directorate","19100","A1 (AA)","16635","17536","Communications Support Officer","1.00","Communications"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Communications Directorate","19100","A2 (AO)","18885","21696","Communications Support Officer","10.00","Communications"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Communications Directorate","19100","B3 (EO)","21432","27385","Communications Support Officer","20.00","Communications"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Communications Directorate","19100","C4 (HEO)","26102","32509","Communications Manager","18.00","Communications"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Communications Directorate","19100","C5 (SEO)","32748","40500","Communications Manager","10.00","Communications"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Communications Directorate","19100","D6 (G7)","43084","55782","Communications Manager","16.00","Communications"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Communications Directorate","19100","D7 (G6)","54340","67861","Communications Manager","7.00","Communications"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Communications Directorate","19100","SCS1","58200","117750","Communications Manager","5.00","Communications"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Strategy","19200","A1 (AA)","16635","17536","Policy Support Officer","1.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Strategy","19200","A2 (AO)","18885","21696","Policy Support Officer","1.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Strategy","19200","B3 (EO)","21432","27385","Policy Support Officer","4.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Strategy","19200","C5 (SEO)","32748","40500","Policy Adviser","1.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Strategy","19200","D6 (G7)","43084","55782","Policy Adviser","5.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Strategy","19200","D7 (G6)","54340","67861","Policy Adviser","2.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Central Units","19300","A1 (AA)","16635","17536","Policy Support Officer","8.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Central Units","19300","A2 (AO)","18885","21696","Policy Support Officer","25.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Central Units","19300","B3 (EO)","21432","27385","Policy Support Officer","16.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Central Units","19300","C4 (HEO)","26102","32509","Policy Adviser","14.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Central Units","19300","C5 (SEO)","32748","40500","Policy Adviser","2.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Central Units","19300","D6 (G7)","43084","55782","Policy Adviser","10.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Central Units","19300","D7 (G6)","54340","67861","Policy Adviser","1.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Central Units","19300","SCS1","58200","117750","Policy Adviser","1.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Economics Directorate","19400","A2 (AO)","18885","21696","Policy Support Officer","4.00","Policy"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Economics Directorate","19400","C4 (HEO)","26102","32509","Economist","7.00","Economics"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Economics Directorate","19400","D6 (G7)","43084","55782","Economist","2.00","Economics"
"Foreign and Commonwealth Office","Foreign and Commonwealth Office","Economics Directorate","19400","D7 (G6)","54340","67861","Economist","1.00","Economics"
