Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,External Training,Universities and Skills Group - Higher Education,PROFESSIONAL LANGUAGE SOLUTIONS LTD,996725,-144
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,Reed Personnel Services Ltd,996687,563.28325
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,External Training,Business Group - Business Competitiveness - Secretariat/GRU,SDLC SOLUTIONS LIMITED,996588,1288
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Economic Consultancy & Research,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,TRIBAL CONSULTING LTD,996718,6377
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,On-Line Databases,Universities and Skills Group - USG Admin,UNIVERSITIES AND COLLEGES ADMISSIONS SERVICE (UCAS),996649,7200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,APEX LIFT AND ESCALATOR ENGINEERS LTD,996723,2279
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,996460,623.784
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,CORONA ENERGY,996709,-4722.4895
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,CORONA ENERGY,996722,1110.29275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,CORONA ENERGY,996711,1867.733
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,CORONA ENERGY,996709,2909.94625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,CORONA ENERGY,996707,3123.65525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,CORONA ENERGY,996714,4722.4895
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Gas,Finance & Commercial Group - Information and Workplace Strategies,CORONA ENERGY,996709,4722.4895
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Telecommunications,Finance & Commercial Group - Information and Workplace Strategies,DAISY COMMUNICATIONS LTD,996632,-270.44975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,F.A.C.E. ENTERPRISES LTD,996656,631.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,996730,6700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,PITNEY BOWES LTD,996142,6444
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,RUSSAM GMS LTD,996672,2756.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,XMA LTD,996600,502.37125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,990338,452140
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Conference and Exhibition Services (Programme),"Business Group - Solutions for Business, Low Carbon & Services",KOELNMESSE SERVICE GMBH,996318,872.59215
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,TRIBAL CONSULTING LTD,996721,8610.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Technical Support,Business Group - Advanced Manufacturing Industries,ELIZABETH BRIGNALL,996807,8812.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,996457,591.29525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,996458,636.20375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,UK Advances,Corporate Balance,"Personal Expense, Name Witheld",10269652,-250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Overseas Advances,Corporate Balance,"Personal Expense, Name Witheld",10269621,-330
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269593,-66.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269594,-54.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269607,-48.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269605,-45.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269592,-38.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269606,-37.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269603,-37.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269597,-37.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269590,-33.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269598,-31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269591,-30.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269587,-28.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269588,-19.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269600,-13.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269602,-12.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269609,-10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,BIS Tax Deductions,Corporate Balance,"Personal Expense, Name Witheld",10269608,-7.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Sponsorship Support,Business Group - Information Economy,INTELLECT,996796,14022.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,QINETIQ LTD,996553,2013.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",CHRISTOPHER CONVEY,996774,955.557
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Rates (Programme),Finance & Commercial Group - Information and Workplace Strategies,CROYDON COUNCIL,996858,2314.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Hotels,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10269616,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Hotels Overseas,Business Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10269621,890.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Press Cutting Services,Business Group - Advanced Manufacturing Industries,REED BUSINESS INFORMATION LTD,996822,2910
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Hire of Office Equipment,Fair Markets Group Summary - Consumer and Competition Policy,RICOH UK LTD,996494,-352.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,External Training,"Innovation, Enterprise & Better Regulation Executive - Innovation",THE LANCE EDYNBRY PARTNERSHIP,996767,1068
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,External Training,"Innovation, Enterprise & Better Regulation Executive - Innovation",THE LANCE EDYNBRY PARTNERSHIP,996769,1068
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Conference and Exhibition Services,Business Group - Advanced Manufacturing Industries,THE LANCE EDYNBRY PARTNERSHIP,996768,1068
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,External Training,"Legal, People & Communications Group - Priority Projects Drectorate",THE RIGHT ADDRESS LTD,996826,5875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,BADENOCH AND CLARK LTD,996661,1600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,996841,635.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,996845,2775.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,COFELY LTD,996841,3447.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,EBSCO INFORMATION SERVICES,996834,4125
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,996842,780
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,996852,780
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,996817,6404.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,996819,8912.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,996818,11172.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,996865,40000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,996655,520.0785
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,979892,-9329.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,XMA LTD,996870,1912.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Media and Design Services,Business Group - Information Economy,ANDREWS & ARNOLD LTD,996791,1510.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Economic Consultancy and Research,"Innovation, Enterprise & Better Regulation Executive - Innovation",INNOVATIVE ECONOMICS LTD,996802,1900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Economic Consultancy and Research,"Innovation, Enterprise & Better Regulation Executive - Innovation",INNOVATIVE ECONOMICS LTD,996802,10100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,NATURAL ENVIRONMENT RESEARCH COUNCIL,996900,64178
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Catering Services (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,CITY INN WESTMINSTER,996853,717.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Catering Services (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,CITY INN WESTMINSTER,996853,2054.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269523,664.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF LIVERPOOL,996821,1250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Purchase of Completed Research,Business Group - Advanced Manufacturing Industries,ENTEC UK LTD,996798,3964.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Grant in Aid - Current -Other,Shareholder Executive - Shareholder Executive,UKAEA,996574,2020547
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Grant in Aid - Current -Other,Shareholder Executive - Shareholder Executive,UKAEA,996574,-2020547
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Grant in Aid - Current -Other,Shareholder Executive - Shareholder Executive,UKAEA,996574,2020547
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,UNISON,996823,19535
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,DO NOT USE Consultancy (Programme),Universities and Skills Group - Further Education & Skills Investment,CRAVEN CONSULTANCY LTD,996801,1968.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Taxis (Programme),Universities and Skills Group - Government Skills,PREMIER CARS (CARDIFF) LTD,996805,-28.905
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/10,Grants - Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,BRITISH STANDARDS INSTITUTION (BSI),996516,2350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Grants - Non Statutory - Current - Other,Business Group - Information Economy,ONE NORTH EAST,996799,2819.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Grants - Non Statutory - Current - Other,Business Group - Information Economy,ONE NORTH EAST,996799,140629
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Capital Grants - Other,Business Group - Information Economy,ONE NORTH EAST,996799,-976216.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Capital Grants - Other,Business Group - Information Economy,ONE NORTH EAST,996799,976216.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Capital Grants - Other,Business Group - Information Economy,ONE NORTH EAST,996799,976216.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,996901,9647.549
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996963,-7592.6385
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996970,3880.743
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996963,7406.31875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996963,7592.6385
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996974,17294.78975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,INITIAL CATERING SERVICES LTD T/A AUTOGRAPH,996898,1461.28875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,EOCI,996948,625.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,PROFESSOR SIR ROY GOODE,996946,1016.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),996956,540000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education,CAPGEMINI UK plc,996839,5000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Outsourced Programme Management Services,Universities and Skills Group - Further Education,CAPGEMINI UK plc,996838,113273.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Buildings Insurance (Programme),Finance & Commercial Group - Information and Workplace Strategies,LONGFIELD VENTURES LTD,996892,4582.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Conference and Exhibition Services (Programme),Fair Markets Group Summary - ECO,HILTON BELFAST,996484,1042.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Hotels,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10269704,610
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Hotels,Fair Markets Group Summary - Europe Directorate,"Personal Expense, Name Witheld",10269693,629.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Hotels Overseas,Business Group - Information Economy,"Personal Expense, Name Witheld",10269717,760.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Dilapidations,Finance & Commercial Group - Information and Workplace Strategies,AGM INTERIORS LTD,996833,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Other Staff Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DAREN FLETCHER,996538,800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995499,-7.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995504,-7.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995500,-7.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995503,-7.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995502,-7.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995501,-7.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,995501,-7.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Hire of Conference Facilities,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,996902,660.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Other Staff Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MINERVA SSA,996459,783
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269669,582.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269666,844.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Project Management Costs (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE UNIVERSITY OF NOTTINGHAM,996939,7199.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Independent Experts,Business Group - Advanced Manufacturing Industries,A C DICKER T/A GLEVERS,996919,4166.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Outsourced Programme Management Services,Universities and Skills Group - Higher Education,STEP ENTERPRISE LTD,996950,58750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/10,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,HIGHER EDUCATION FUNDING COUNCIL FOR ENGLAND,996961,2217641
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Financial Advice and Services,Business Group - Advanced Manufacturing Industries,ERNST & YOUNG LLP,997114,7343.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Financial Advice and Services,Business Group - Advanced Manufacturing Industries,INTERIM PERFORMERS LTD,996771,-3047.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Financial Advice and Services,Business Group - Advanced Manufacturing Industries,INTERIM PERFORMERS LTD,996771,3047.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Financial Advice and Services,Business Group - Advanced Manufacturing Industries,INTERIM PERFORMERS LTD,996771,3113.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,BANNER BUSINESS SERVICES LTD,997065,2483.49175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,BANNER BUSINESS SERVICES LTD,997067,2566.3175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,M J FERGUSON LTD,997116,519.8435
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,997119,4857.25025
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Overseas Advances,Corporate Balance,"Personal Expense, Name Witheld",10269734,2038
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,STOPPS LTD,997111,2259.525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,THE SCOTTISH GOVERNMENT,997144,275007.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Financial Advice and Services,"Innovation, Enterprise & Better Regulation Executive - Innovation",CAPITAL FOR ENTERPRISE LTD,996220,14659
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",BOLITHO WAY,996964,857.80875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ELVIN & CO,996985,1282.54775
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",LUPTON FAWCETT,996986,1581.9025
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ALTIA SOLUTIONS LTD,997112,12455
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Other Training Costs (Programme),Fair Markets Group Summary - ECO,IMS LTD (INTEREXPORT MANAGEMENT SYSTEMS LTD),997064,-500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Other Training Costs (Programme),Fair Markets Group Summary - ECO,IMS LTD (INTEREXPORT MANAGEMENT SYSTEMS LTD),997064,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Other Training Costs (Programme),Fair Markets Group Summary - ECO,IMS LTD (INTEREXPORT MANAGEMENT SYSTEMS LTD),997064,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Catering Services (Programme),Fair Markets Group Summary - ECO,SPOILT FOR CHOICE LTD,997054,-630
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Catering Services (Programme),Fair Markets Group Summary - ECO,SPOILT FOR CHOICE LTD,997054,630
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Catering Services (Programme),Fair Markets Group Summary - ECO,SPOILT FOR CHOICE LTD,997054,630
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,External Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),997091,7500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,997100,508.48125
