Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,1093.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000430,1779.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,1779.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000430,3022.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,3022.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000430,4057.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,4057.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000430,5997.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,5997.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000430,6831.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,6831.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000430,7504.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,7504.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000430,12670.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,12670.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,16223.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000430,18276.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,18276.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000430,27339.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,27339.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000430,45849.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1000902,45849.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1002083,210031.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1000803,1805.1525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1000804,1934.41425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1000806,4252.0665
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1000800,9400.376
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1000809,12050.17725
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1000812,37889.3555
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1000805,45099.837
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1001716,13510.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1002797,13510.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1002810,10200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,ELAN COMPUTING LTD,1001705,4167.6075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,ELAN COMPUTING LTD,1001708,7904.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,ELAN COMPUTING LTD,1001707,8335.215
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,ELAN COMPUTING LTD,1001710,9416.685
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,ELAN COMPUTING LTD,1001359,10903.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",EMPLOYEE VOLUNTEERING CiC,1000308,-2277.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",EMPLOYEE VOLUNTEERING CiC,1000308,-2277.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",EMPLOYEE VOLUNTEERING CiC,1000308,2242.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",EMPLOYEE VOLUNTEERING CiC,1000308,2277.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",EMPLOYEE VOLUNTEERING CiC,1000308,2277.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Press Office Facilities,"Legal, People & Communications Group - Communications Directorate",ENERGY DATA SERVICES LTD T/A PRECISE,1001211,9632.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,ENVIRONMENTAL DATA SERVICES LTD,1001231,2324
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,ENVIRONMENTAL DATA SERVICES LTD,1001233,7828
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,EVOLVE BUSINESS CONSULTANCY LTD,1001438,2175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,FACTIVA LTD,1002005,12400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1001589,-5570
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1001587,-5570
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1001587,-2405
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1001587,2405
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1001587,2405
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1001589,5570
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1001589,5570
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1001587,5570
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Security Policy Service,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1001590,12045
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,FMx Limited,1001971,1095
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000260,521.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002383,650
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000169,761.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000303,3738.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002563,8424.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1001431,12574.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000278,18773.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000350,548998.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000263,-1613.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002806,-122.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1001425,-26.956
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000288,631.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000270,653.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000337,846.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000275,859.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002292,920.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000018,1140.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1001678,1205.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002795,1220.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1001423,1295.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000249,1300.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000263,1613.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000263,1613.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000283,1849.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002079,2070.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000337,3033.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002051,4447.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000289,5157.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000338,5703.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1001421,5985.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002796,7338.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000018,9597.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000268,38483.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000264,38483.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000226,38483.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1001678,151336.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000347,530.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000340,4794
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000344,4995.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000235,6305.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000348,19272
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002811,1188.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000355,2178.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000279,3142.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000246,4388.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002744,6551.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000322,588.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000323,1232.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000324,2101.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1001146,18792.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002538,18792.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002738,106537.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1001817,1466
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1002561,4165.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1001815,7788.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Application Support Service,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000658,2351.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Application Support Service,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1001368,2351.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GLOBAL ECONOMICS LTD,1002028,2250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GLOBAL ECONOMICS LTD,1002027,6750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1000424,545
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1001011,545
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1000425,4299
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1001012,4299
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1000426,18774
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1001008,18774
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Secure Documents Unit,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,1002112,516.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GOVNET COMMUNICATIONS,1001141,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GOVNET COMMUNICATIONS,1001357,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ILX GROUP PLC,1001149,1550
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Technical Advice / Services & Support,Finance & Commercial Group - Information and Workplace Strategies,INVESTMENT PROPERTY DATABANK LTD,1001274,4500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1001178,983.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1000769,2583.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1000769,2801.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1000769,10431.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1000769,13655.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1000769,27625.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1000769,28851.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1000769,40507.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1000769,120875.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,JOHN BRADSHAW & SON LTD T/A BCL,1001948,615
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,JOHN BRADSHAW & SON LTD T/A BCL,1001947,621.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,JOHN BRADSHAW & SON LTD T/A BCL,1001945,635.5
