Name,Grade,Job Title,FTE,Parent Department,Organisation,Unit,Actual Pay Floor,Actual Pay Ceiling
Katrine Sporle,SCS 2,Chief Executive,1.0,CLG,PINS,Chief Executive Office,"£120,000","£125,000"
