Department Family,Entity,Clearing,Expense Type,Expense Area,Supplier,Doc Nbr,Merchant category,Amount
Communities & Local Government,DCLG,09/10/2012,Publications,Finance & Corporate Services,WESTMINSTER BOOKSHOPS    LONDON SW1P,1000003679,BOOK STORES,693.24
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
