Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-01,HEO,23570,33027,Policy Adviser,7.42,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-01,SEO,28741,40917,Policy Adviser,0.58,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-02,AO,16325,21869,Policy Support Officer,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-02,G6,50043,67714,Senior Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-02,G7,40686,55882,Senior Policy Adviser,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-02,HEO,23570,33027,Policy Adviser,6.9,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-02,SEO,28741,40917,Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-03,0,0,0,Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-03,AO,16325,21869,Policy Support Officer,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-03,EO,18763,27281,Policy Adviser,1.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-03,G6,50043,67714,Senior Policy Adviser,2.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-03,G7,40686,55882,Senior Policy Adviser,5,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-03,HEO,23570,33027,Policy Adviser,8,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-03,SEO,28741,40917,Policy Adviser,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-06,0,0,0,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-06,EO,18763,27281,Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-06,G6,50043,67714,Senior Policy Adviser,0.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-06,G7,40686,55882,Senior Policy Adviser,4.67,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,RB - Research Base (KI),SCS1-04-05-06,HEO,23570,33027,Policy Adviser,6.04,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-01,0,0,0,Communications Manager,7,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-01,AO,16325,21869,Communications Support Officer,3,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-01,EO,18763,27281,Communications Manager,2.81,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-01,G6,50043,67714,Senior Communications Manager,1,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-01,G7,40686,55882,Senior Communications Manager,4,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-01,HEO,23570,33027,Communications Manager,8,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-01,SEO,28741,40917,Communications Manager,6,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-03,0,0,0,Communications Manager,2,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-03,EO,18763,27281,Communications Manager,2,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-03,G6,50043,67714,Senior Communications Manager,1,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-03,G7,40686,55882,Senior Communications Manager,5,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-03,HEO,23570,33027,Communications Manager,17,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-03,SEO,28741,40917,Communications Manager,9,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-04,0,0,0,Communications Manager,2,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-04,AO,16325,21869,Communications Support Officer,4,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-04,EO,18763,27281,Communications Manager,2,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-04,G6,50043,67714,Senior Communications Manager,1,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-04,G7,40686,55882,Senior Communications Manager,4,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-04,HEO,23570,33027,Communications Manager,5,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,COM DIR - Communications Directorate,SCS1-05-01-04,SEO,28741,40917,Communications Manager,5,Communications
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-01,AO,16325,21869,HR Support Officer,2.83,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-01,EO,18763,27281,HR Officer,1,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-01,G6,50043,67714,Senior HR Manager,2,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-01,G7,40686,55882,Senior HR Manager,2,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-01,HEO,23570,33027,HR Officer,2,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-01,SEO,28741,40917,HR Officer,3,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-02,AO,16325,21869,HR Support Officer,4,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-02,EO,18763,27281,HR Officer,1.73,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-02,G6,50043,67714,Senior HR Manager,1,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-02,G7,40686,55882,Senior HR Manager,6,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-02,HEO,23570,33027,HR Officer,7,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-02,SEO,28741,40917,HR Officer,10.65,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-03,AO,16325,21869,HR Support Officer,5,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-03,EO,18763,27281,HR Officer,7,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-03,G6,50043,67714,Senior HR Manager,11.83,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-03,G7,40686,55882,Senior HR Manager,20.83,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-03,HEO,23570,33027,HR Officer,22.54,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-03,SEO,28741,40917,HR Officer,6,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-04,AO,16325,21869,HR Support Officer,9.52,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-04,EO,18763,27281,HR Officer,4.38,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-04,G6,50043,67714,Senior HR Manager,2,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-04,G7,40686,55882,Senior HR Manager,2,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-04,HEO,23570,33027,HR Officer,4,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,HR - Human Resources,SCS1-05-02-04,SEO,28741,40917,HR Officer,1,Human Resources
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-01,EO,18763,27281,Legal Adviser,2,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-01,G6,50043,67714,Legal Adviser,7.45,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-01,G7,40686,55882,Senior Legal Adviser,2.9,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-03,0,0,0,Legal Adviser,2,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-03,AO,16325,21869,Legal Support Officer,1,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-03,EO,18763,27281,Legal Adviser,10.92,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-03,G6,50043,67714,Senior Legal Adviser,3,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-03,HEO,23570,33027,Legal Adviser,2,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-03,SEO,28741,40917,Legal Adviser,2,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-04,EO,18763,27281,Legal Adviser,1,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-04,G6,50043,67714,Senior Legal Adviser,1.67,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-04,G7,40686,55882,Legal Adviser,2.56,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGA - Legal Services Directorate A,SCS1-05-04-04,SEO,28741,40917,Legal Adviser,1,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-01,0,0,0,Legal Adviser,1,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-01,G6,50043,67714,Senior Legal Adviser,3.55,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-01,G7,40686,55882,Legal Adviser,2,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-02,G6,50043,67714,Senior Legal Adviser,4.56,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-02,G7,40686,55882,Legal Adviser,3.58,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-03,G6,50043,67714,Senior Legal Adviser,3.5,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-03,G7,40686,55882,Legal Adviser,3,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-04,G6,50043,67714,Senior Legal Adviser,3.29,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-05,EO,18763,27281,Legal Adviser,1,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-05,G6,50043,67714,Senior Legal Adviser,2,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-05,G7,40686,55882,Legal Adviser,3.59,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-07,0,0,0,Legal Adviser,2,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-07,EO,18763,27281,Legal Adviser,1,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-07,G6,50043,67714,Senior Legal Adviser,4.66,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-07,G7,40686,55882,Legal Adviser,2,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LEGB - Legal Services Directorate B,SCS1-05-05-08,G7,40686,55882,Legal Adviser,1,Law
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CE DIR - Corporate Effectiveness Directorate,SCS1-05-07-01,0,0,0,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CE DIR - Corporate Effectiveness Directorate,SCS1-05-07-01,AO,16325,21869,Policy Support Officer,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CE DIR - Corporate Effectiveness Directorate,SCS1-05-07-01,EO,18763,27281,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CE DIR - Corporate Effectiveness Directorate,SCS1-05-07-01,G6,50043,67714,Senior Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CE DIR - Corporate Effectiveness Directorate,SCS1-05-07-01,G7,40686,55882,Senior Policy Adviser,2.9,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CE DIR - Corporate Effectiveness Directorate,SCS1-05-07-01,HEO,23570,33027,Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CE DIR - Corporate Effectiveness Directorate,SCS1-05-07-01,SEO,28741,40917,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-01,EO,18763,27281,Policy Adviser,0.5,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-01,G7,40686,55882,Senior Policy Adviser,5.89,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-01,HEO,23570,33027,Policy Adviser,3.83,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-01,SEO,28741,40917,Policy Adviser,3.9,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-02,EO,18763,27281,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-02,G6,50043,67714,Senior Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-02,G7,40686,55882,Senior Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-02,HEO,23570,33027,Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-03,EO,18763,27281,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-03,G6,50043,67714,Senior Policy Adviser,1.59,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-03,G7,40686,55882,Senior Policy Adviser,4.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-03,HEO,23570,33027,Policy Adviser,6,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-04,AO,16325,21869,Policy Support Officer,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-04,EO,18763,27281,Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-04,G7,40686,55882,Senior Policy Adviser,7,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,BE - Business Environment Directorate (MLG),SCS1-06-01-04,HEO,23570,33027,Policy Adviser,6,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-01,AO,16325,21869,Policy Support Officer,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-01,EO,18763,27281,Policy Adviser,1.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-01,G6,50043,67714,Senior Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-01,G7,40686,55882,Senior Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-01,HEO,23570,33027,Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-01,SEO,28741,40917,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-02,AO,16325,21869,Policy Support Officer,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-02,EO,18763,27281,Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-02,G6,50043,67714,Senior Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-02,G7,40686,55882,Senior Policy Adviser,0.61,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-02,HEO,23570,33027,Policy Adviser,1.4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-02,SEO,28741,40917,Policy Adviser,2.75,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-03,EO,18763,27281,Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-03,G6,50043,67714,Senior Policy Adviser,1.81,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-03,G7,40686,55882,Senior Policy Adviser,4.61,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-03,HEO,23570,33027,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-03,SEO,28741,40917,Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-04,EO,18763,27281,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-04,G6,50043,67714,Senior Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-04,G7,40686,55882,Senior Policy Adviser,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-04,HEO,23570,33027,Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-04,SEO,28741,40917,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-05,EO,18763,27281,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-05,G7,40686,55882,Senior Policy Adviser,2.28,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-05,HEO,23570,33027,Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,CCP - Consumer and Competition Policy (MLG),SCS1-06-02-05,SEO,28741,40917,Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-01,EO,18763,27281,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-01,G6,50043,67714,Senior Policy Adviser,3.89,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-01,G7,40686,55882,Senior Policy Adviser,2.34,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-01,HEO,23570,33027,Policy Adviser,4.58,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-01,SEO,28741,40917,Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-02,G6,50043,67714,Senior Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-02,G7,40686,55882,Senior Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-02,HEO,23570,33027,Policy Adviser,6.94,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-03,AA,13605,18617,Policy Support Officer,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-03,AO,16325,21869,Policy Support Officer,3.58,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-03,EO,18763,27281,Policy Adviser,14.36,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-03,G6,50043,67714,Senior Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-03,G7,40686,55882,Senior Policy Adviser,3.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-03,HEO,23570,33027,Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-03,SEO,28741,40917,Policy Adviser,4,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-04,EO,18763,27281,Policy Adviser,1.56,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-04,G7,40686,55882,Senior Policy Adviser,4.57,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-04,HEO,23570,33027,Policy Adviser,3,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,LM - Labour Market (MLG),SCS1-06-03-04,SEO,28741,40917,Policy Adviser,4.83,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-01,AO,16325,21869,Policy Support Officer,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-01,EO,18763,27281,Policy Adviser,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-01,G7,40686,55882,Senior Policy Adviser,5.79,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-01,HEO,23570,33027,Policy Adviser,6,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-02,AO,16325,21869,Policy Support Officer,13.56,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-02,EO,18763,27281,Policy Adviser,21.57,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-02,G6,50043,67714,Senior Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-02,G7,40686,55882,Senior Policy Adviser,6,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-02,HEO,23570,33027,Policy Adviser,31,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-02,SEO,28741,40917,Policy Adviser,5.61,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-04,AO,16325,21869,Policy Support Officer,2,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-04,EO,18763,27281,Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-04,G6,50043,67714,Senior Policy Adviser,1,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-04,G7,40686,55882,Senior Policy Adviser,2.83,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-04,HEO,23570,33027,Policy Adviser,12.62,Policy
Department for Business Innovation and Skills,Department for Business Innovation and Skills,ETID - Europe Trade and International Directorate (MLG),SCS1-06-04-04,SEO,28741,40917,Policy Adviser,1,Policy
