Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023578,859.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023603,6344.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023691,2193
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023748,21.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023755,44.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023756,3142.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023757,441.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023758,1849.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023759,4233.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023760,292.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023761,1739.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023762,421.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023851,35.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023881,2856
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023905,858.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023907,4772.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023909,1479.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023910,5711.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023915,450166
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1023925,382.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1024025,13920
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1024026,3718.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1024140,13314.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Standard Desktop Services,Finance & Commercial Group - Commercial Directorate,APPSENSE LTD,1024206,2493.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1024239,1986.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1024363,1252.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1024366,60
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1024388,1998.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1024389,615.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1024392,16358.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1024468,68.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,CAPGEMINI UK plc,1024493,5232.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,CAPGEMINI UK plc,1024493,71541.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,CAPGEMINI UK plc,1024493,23020.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,SUMLOCK ELECTRONICS (NE) LTD,1024528,22000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Telecommunications,Finance & Commercial Group - Commercial Directorate,QUESTMARK,1024651,14712
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1024779,68.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1024919,2128.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1024922,4632.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,XMA LTD,1024923,17.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Standard Desktop Plus Services,Finance & Commercial Group - Commercial Directorate,LOGICA UK LTD,1024940,24634.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Commercial Directorate,BRITISH TELECOMMUNICATIONS plc (BT),1024949,160.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1024951,283.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1024951,6600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/04/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,LOGICA UK LTD,1024961,46878.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Flexible Computing Service,Finance & Commercial Group - Commercial Directorate,VODAFONE LTD,1025012,35.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/04/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1025046,534387.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/04/2011,Flexible Computing Service (PFI),Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1025047,52528.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/04/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,ES & S OLIVER REINERS EK,1025054,97.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/04/2011,ICT Business Specific Application Services,Finance & Commercial Group - Commercial Directorate,TRUSTIS LTD,1025068,325
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Commercial Directorate,PARITY RESOURCES LTD,1025098,3954.07
