Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BARKING & DAGENHAM LB,5000132882,"-2,400,119.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BARNSLEY MBC,5000132886,"-2,174,152.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BIRMINGHAM CITY CNCL,5000132904,"-18,518,504.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKBURN WITH DARWEN BC,5000132907,"-1,916,643.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKPOOL BC,5000132910,"-2,092,410.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BOLTON MBC,5000132913,"-3,981,586.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BRADFORD MBC,5000132921,"-6,195,177.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BRENT LB,5000132928,"-4,513,345.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BRIGHTON & HOVE CITY COUNCIL,5000132931,"-4,485,650.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",BURY MBC,5000132949,"-2,094,759.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",CALDERDALE MBC,5000132952,"-2,509,830.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",COVENTRY CITY CNCL,5000133003,"-5,170,429.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DARLINGTON BC,5000133014,"-1,511,096.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBY CITY CNCL,5000133020,"-3,898,390.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DONCASTER MBC,5000133031,"-3,770,450.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DUDLEY MBC,5000133037,"-4,448,903.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",EALING LB,5000133041,"-5,336,125.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST RIDING OF YORKS,5000133057,"-3,754,616.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ENFIELD LB,5000133072,"-4,475,824.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",GATESHEAD MBC,5000133094,"-3,601,667.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",GREENWICH LB,5000133109,"-2,629,069.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF HACKNEY,5000133114,"-3,237,337.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HALTON BC,5000133115,"-2,041,965.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HARINGEY LB,5000133126,"-2,684,028.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HARROW LB,5000133132,"-2,130,848.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HARTLEPOOL BOROUGH COUNCIL,5000133136,"-1,258,518.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HEREFORDSHIRE DISTRICT COUNCIL,5000133145,"-2,012,489.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLE OF WIGHT CNCL,5000133167,"-1,446,965.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLES OF SCILLY COUNCIL,5000133172,"-77,074.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",HULL CITY COUNCIL,5000133185,"-4,140,970.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",KIRKLEES MBC,5000133188,"-4,693,642.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",KNOWSLEY MBC,5000133190,"-1,747,557.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF LAMBETH,5000133192,"-4,700,526.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICESTER CITY CNCL,5000133201,"-4,799,819.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LEWISHAM LB,5000133208,"-2,206,221.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LIVERPOOL CITY COUNCIL,5000133217,"-8,133,665.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LUTON BC,5000133218,"-2,932,016.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",MANCHESTER CITY CNCL,5000133226,"-13,301,673.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",MEDWAY COUNCIL,5000133232,"-3,292,082.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",MIDDLESBROUGH BC,5000133249,"-1,910,393.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NEWCASTLE UPON TYNE DC,5000133261,"-6,187,923.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF NEWHAM,5000133265,"-3,830,257.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH EAST LINCOLN DC,5000133272,"-2,940,628.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH TYNESIDE MBC,5000133284,"-2,589,972.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTINGHAM CITY COUNCIL,5000133298,"-5,808,626.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",OLDHAM MBC,5000133309,"-2,609,944.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",PLYMOUTH CITY CNCL,5000133318,"-3,770,389.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",PORTSMOUTH CITY COUNCIL,5000133322,"-3,545,393.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF REDBRIDGE,5000133330,"-2,326,654.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",REDCAR & CLEVELAND BOROUGH COUNCIL,5000133332,"-1,963,557.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ROCHDALE MBC,5000133344,"-2,777,983.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ROTHERHAM MBC,5000133353,"-3,172,550.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SALFORD CITY CNCL,5000133367,"-3,682,747.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SANDWELL MBC,5000133368,"-4,308,788.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SEFTON MBC,5000133374,"-3,160,953.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SHEFFIELD CITY CNCL,5000133380,"-8,931,243.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH TYNESIDE COUNCIL,5000133419,"-1,319,741.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHEND ON SEA BC,5000133425,"-2,057,498.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHWARK LB,5000133427,"-8,294,833.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",ST HELENS MBC,5000133435,"-2,265,680.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",STOKE ON TRENT CITY COUNCIL,5000133449,"-3,620,822.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SUNDERLAND DC,5000133460,"-3,763,716.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",TAMESIDE MBC,5000133472,"-2,548,219.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",TORBAY BC,5000133499,"-1,531,294.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",CITY OF WAKEFIELD MDC,5000133514,"-5,177,628.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WALSALL MBC,5000133517,"-3,021,490.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WALTHAM FOREST LB,5000133518,"-2,341,061.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WANDSWORTH LB,5000133521,"-4,117,732.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WIGAN MBC,5000133564,"-3,517,026.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WIRRAL MBC,5000133572,"-3,014,734.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",WOLVERHAMPTON MBC,5000133578,"-3,291,213.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",CORNWALL COUNCIL,5000133601,"-7,609,362.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",DURHAM COUNTY COUNCIL,5000133602,"-4,810,219.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHUMBERLAND,5000133605,"-3,149,770.00"
Communities & Local Government,DCLG,01/07/2010,NNDR Billing Authorities Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SHROPSHIRE COUNCIL,5000133607,"-3,286,079.00"
Communities & Local Government,DCLG,01/07/2010,Conferences,Human Resources,QE II CONFERENCE CENTRE,5106139046,"1,696.74"
Communities & Local Government,DCLG,01/07/2010,Domestic Services,Finance and Corporate Services,MITIE SECURITY LTD,5106139442,"1,388.87"
Communities & Local Government,DCLG,01/07/2010,Travel and Subsistence Account,Housing and Planning,REDFERN TRAVEL LIMITED,2100192367,"10,123.83"
Communities & Local Government,DCLG,01/07/2010,Travel and Subsistence Account,Regions and Communities,REDFERN TRAVEL LIMITED,2100192367,"2,411.94"
Communities & Local Government,DCLG,01/07/2010,Travel and Subsistence Account,Finance and Corporate Services,REDFERN TRAVEL LIMITED,2100192367,"3,982.72"
Communities & Local Government,DCLG,01/07/2010,Travel and Subsistence Account,Communities Group,REDFERN TRAVEL LIMITED,2100192367,"6,639.42"
Communities & Local Government,DCLG,01/07/2010,Travel and Subsistence Account,"Local Gov & Reg(LG DEL,AME, RfR2)",REDFERN TRAVEL LIMITED,2100192367,741.27
Communities & Local Government,DCLG,01/07/2010,Travel and Subsistence Account,Human Resources,REDFERN TRAVEL LIMITED,2100192367,237.49
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,AFTER ADOPTION,5000133912,"46,432.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,BROADWAY,5000133914,"21,875.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,BROADWAY,5000133915,"122,750.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,BUSINESS IN THE COMMUNITY,5000133916,"124,032.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,CHARTERED INST OF HOUSING,5000133917,"55,945.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,CITIZENS ADVICE,5000133918,"146,293.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,CRISIS UK,5000133919,"25,049.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,EMMAUS UK,5000133920,"33,750.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,FORENSIC THERAPIES LTD,5000133921,"87,500.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,HOMELESS LINK,5000133922,"355,000.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,LOOK AHEAD HOUSING & CARE LTD,5000133923,"271,000.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,ST BASILS CENTRE,5000133924,"20,000.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,ST MUNGO ASSOCIATION,5000133925,"530,236.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,ST MUNGO ASSOCIATION,5000133926,"110,750.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Housing and Planning,SHELTER NAT CAMPAIGN HOMELESS,5000133927,"434,382.00"
Communities & Local Government,DCLG,01/07/2010,Current Grants to Non Profit Bodies,Communities Group,SURREY COMMUNITY ACTION,2100192378,"50,460.00"
Communities & Local Government,DCLG,01/07/2010,Current (non AEF) Grants to Local Authorities,Communities Group,NORTH EAST LINCOLN DC,2100192368,"173,671.00"
Communities & Local Government,DCLG,01/07/2010,Post,Housing and Planning,PITNEY BOWES PURCHASE POWER,5106139408,"2,047.20"
Communities & Local Government,DCLG,01/07/2010,Printing,Communities Group,MWL PRINT GROUP LTD,5106139436,"5,480.00"
Communities & Local Government,DCLG,01/07/2010,Publicity,Communities Group,CENTRAL OFFICE OF INFORMATION,5106139425,"117,500.00"
Communities & Local Government,DCLG,01/07/2010,Security,Finance and Corporate Services,MITIE SECURITY LTD,5106139452,"4,246.40"
Communities & Local Government,DCLG,01/07/2010,Training,Finance and Corporate Services,SPSS (UK)LTD,5106139388,"2,013.60"
Communities & Local Government,DCLG,01/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106138981,"1,620.00"
Communities & Local Government,DCLG,01/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106138984,"2,000.00"
Communities & Local Government,DCLG,01/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106138986,"1,620.00"
Communities & Local Government,DCLG,01/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106138988,"2,000.00"
Communities & Local Government,DCLG,01/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106138992,995.00
Communities & Local Government,DCLG,01/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106139267,"2,500.00"
Communities & Local Government,DCLG,01/07/2010,Waste Disposal and pest control,Housing and Planning,LONDON BOROUGH OF CAMDEN,5106139445,"1,033.50"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",AVON & SOMERSET POLICE AUTHORITY,5000132876,"3,097,405.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",AVON FIRE AUTHORITY,5000132877,"1,031,898.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BARKING & DAGENHAM LB,5000132883,"4,263,209.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BARNSLEY MBC,5000132887,"4,558,016.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDS & LUTON FIRE & RESCUE SERVICE,5000132898,"472,246.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDFORDSHIRE POLICE AUTH,5000132899,"1,262,575.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",ROYAL BERKSHIRE FIRE AUTHORITY,5000132900,"639,691.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BIRMINGHAM CITY CNCL,5000132903,"28,122,191.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKBURN WITH DARWEN BC,5000132908,"3,385,908.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BLACKPOOL BC,5000132909,"3,392,703.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BOLTON MBC,5000132914,"5,292,088.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BRADFORD MBC,5000132922,"11,280,374.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BRENT LB,5000132927,"6,822,526.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BRIGHTON & HOVE CITY COUNCIL,5000132932,"4,528,662.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BUCKS & MILTON KEYNES FIRE AUTH,5000132945,"474,977.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BUCKINGHAMSHIRE CC,5000132946,"2,470,001.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",BURY MBC,5000132950,"2,743,251.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CALDERDALE MBC,5000132951,"3,380,777.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBS & PETERBOROUGH FIRE AUTHORITY,5000132955,"599,073.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBRIDGESHIRE POLICE AUT,5000132956,"1,385,373.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBRIDGESHIRE COUNTY CNCL,5000132957,"4,606,249.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CHESHIRE FIRE AUTHORITY,5000132976,"772,343.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CHESHIRE POLICE AUTHORITY,5000132977,"2,343,701.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CLEVELAND FIRE AUTHORITY,5000132992,"928,328.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CLEVELAND POLICE AUTHORITY,5000132993,"2,071,907.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",COVENTRY CITY CNCL,5000133002,"6,347,077.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CUMBRIA COUNTY CNCL,5000133010,"5,993,665.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CUMBRIA POLICE AUTHORITY,5000133011,"1,512,826.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DARLINGTON BC,5000133015,"1,610,611.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBY CITY CNCL,5000133021,"4,547,927.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE FIRE AUTHORITY,5000133022,"816,027.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE POLICE AUTHORITY,5000133023,"2,036,342.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE COUNTYCOUNCIL,5000133024,"7,679,497.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DEVON & CORNWALL POLICE A,5000133027,"3,313,804.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DEVON COUNTY CNCL,5000133028,"6,683,080.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DEVON & SOMERSET FIRE & RESCUE SERV,5000133029,"1,295,960.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DONCASTER MBC,5000133030,"5,940,273.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DORSET COUNTY CNCL,5000133032,"2,105,021.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DORSET FIRE AUTHORITY,5000133033,"456,300.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DORSET POLICE AUTHORITY,5000133034,"1,043,505.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DUDLEY MBC,5000133038,"5,208,597.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CO DURHAM & DARLINGTON FIRE SERVICE,5000133039,"602,631.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DURHAM POLICE AUTHORITY,5000133040,"1,971,619.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",EALING LB,5000133042,"5,991,165.00"
Communities & Local Government,DCLG,01/07/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST RIDING OF YORKS,5000133058,"4,203,061.00"
