Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",SUFFOLK COUNTY CNCL (RSG),5000122834,"285,801.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",SUFFOLK COUNTY CNCL (RSG),5000122835,"1,690,086.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",SUFFOLK COUNTY CNCL (RSG),5000135470,"332,403.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",TYNE & WEAR FIRE AUTHORITY (RSG),5000122836,"-420,031.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",TYNE & WEAR FIRE AUTHORITY (RSG),5000122837,"9,127,691.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",TYNE & WEAR FIRE AUTHORITY (RSG),5000122838,"1,864,087.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",TYNE & WEAR FIRE AUTHORITY (RSG),5000135471,"990,215.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",W YORKSHIRE FIRE & RESCUE AUTH (RSG,5000122839,"9,694.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",W YORKSHIRE FIRE & RESCUE AUTH (RSG,5000122840,"2,474,600.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",W YORKSHIRE FIRE & RESCUE AUTH (RSG,5000135472,"9,683,906.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",W YORKSHIRE FIRE & RESCUE AUTH (RSG,5000135473,"7,199,773.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST MIDLANDS FIRE & CIVIL DEFENCE,5000122841,"-592,000.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST MIDLANDS FIRE & CIVIL DEFENCE,5000122842,"3,542,673.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST MIDLANDS FIRE & CIVIL DEFENCE,5000122843,"16,911,497.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST MIDLANDS FIRE & CIVIL DEFENCE,5000135475,"532,955.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",BUCKS & MILTON KEYNES FIRE AUTH,5000122844,"-133,000.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",BUCKS & MILTON KEYNES FIRE AUTH,5000122845,"1,010,400.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",BUCKS & MILTON KEYNES FIRE AUTH,5000122846,"244,335.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",BUCKS & MILTON KEYNES FIRE AUTH,5000135476,"368,070.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",ROYAL BERKSHIRE FIRE AUTHORITY,5000122849,"-244,471.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",ROYAL BERKSHIRE FIRE AUTHORITY,5000122850,"570,477.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",ROYAL BERKSHIRE FIRE AUTHORITY,5000122851,"1,749,476.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",ROYAL BERKSHIRE FIRE AUTHORITY,5000135480,"-386,924.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CLEVELAND FIRE AUTHORITY,5000122852,"-378,692.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CLEVELAND FIRE AUTHORITY,5000122853,"919,619.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CLEVELAND FIRE AUTHORITY,5000122854,"4,643,094.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CLEVELAND FIRE AUTHORITY,5000135481,"1,646,181.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",HUMBERSIDE FIRE & RESCUE SERVICE,5000122855,"-176,178.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",HUMBERSIDE FIRE & RESCUE SERVICE,5000122856,"4,890,165.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",HUMBERSIDE FIRE & RESCUE SERVICE,5000122857,"1,137,736.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",HUMBERSIDE FIRE & RESCUE SERVICE,5000135482,"-124,258.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBS & PETERBOROUGH FIRE AUTHORITY,5000122863,"-184,903.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBS & PETERBOROUGH FIRE AUTHORITY,5000122864,"1,207,704.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBS & PETERBOROUGH FIRE AUTHORITY,5000122865,"364,408.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CAMBS & PETERBOROUGH FIRE AUTHORITY,5000135485,"223,702.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",STAFFORDSHIRE  FIRE & RESCUE SERV,5000122866,"1,288,777.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",STAFFORDSHIRE  FIRE & RESCUE SERV,5000122867,"4,626,404.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",STAFFORDSHIRE  FIRE & RESCUE SERV,5000135486,"-2,770,521.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTS & CITY NOTTINGHAM FIRE AUTH,5000122868,"-206,071.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTS & CITY NOTTINGHAM FIRE AUTH,5000122869,"3,461,223.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTS & CITY NOTTINGHAM FIRE AUTH,5000122870,"844,627.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTS & CITY NOTTINGHAM FIRE AUTH,5000135487,"466,769.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTS & CITY NOTTINGHAM FIRE AUTH,5000135488,"137,260.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDS & LUTON FIRE & RESCUE SERVICE,5000122874,"-113,380.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDS & LUTON FIRE & RESCUE SERVICE,5000122875,"1,042,901.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDS & LUTON FIRE & RESCUE SERVICE,5000122876,"555,549.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDS & LUTON FIRE & RESCUE SERVICE,5000135491,"-627,233.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WILTSHIRE & SWINDON FIRE AUTHORITY,5000122879,"1,446,270.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WILTSHIRE & SWINDON FIRE AUTHORITY,5000122880,"141,902.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WILTSHIRE & SWINDON FIRE AUTHORITY,5000135493,"1,153,820.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WILTSHIRE & SWINDON FIRE AUTHORITY,5000135494,"-41,245.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LANCASHIRE COMBINED FIRE AUTHORITY,5000122881,"1,622,943.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LANCASHIRE COMBINED FIRE AUTHORITY,5000122882,"5,822,110.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LANCASHIRE COMBINED FIRE AUTHORITY,5000135495,"774,024.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LANCASHIRE COMBINED FIRE AUTHORITY,5000135496,"-1,968,006.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CO DURHAM & DARLINGTON FIRE SERVICE,5000122883,"-159,000.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CO DURHAM & DARLINGTON FIRE SERVICE,5000122884,"2,931,649.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CO DURHAM & DARLINGTON FIRE SERVICE,5000122885,"575,258.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CO DURHAM & DARLINGTON FIRE SERVICE,5000135497,"357,951.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CO DURHAM & DARLINGTON FIRE SERVICE,5000135498,"-82,366.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE FIRE AUTHORITY,5000122886,"-388,420.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE FIRE AUTHORITY,5000122887,"1,215,367.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE FIRE AUTHORITY,5000122888,"5,343,447.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",DERBYSHIRE FIRE AUTHORITY,5000135499,"-1,214,955.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",DORSET FIRE AUTHORITY,5000122889,"-107,000.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",DORSET FIRE AUTHORITY,5000122890,"2,136,800.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",DORSET FIRE AUTHORITY,5000122891,"451,193.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",DORSET FIRE AUTHORITY,5000135500,"-56,055.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",SHROPSHIRE & WREKIN FIRE AUTHORITY,5000122895,"1,094,971.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",SHROPSHIRE & WREKIN FIRE AUTHORITY,5000122896,"298,817.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",SHROPSHIRE & WREKIN FIRE AUTHORITY,5000135503,"936,293.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICS LEICESTERSHIRE RUTLAND CFA,5000122897,"-215,294.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICS LEICESTERSHIRE RUTLAND CFA,5000122898,"2,676,206.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICS LEICESTERSHIRE RUTLAND CFA,5000122899,"434,963.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICS LEICESTERSHIRE RUTLAND CFA,5000135505,"1,521,979.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST SUSSEX FIRE AUTHORITY,5000122900,"-151,000.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST SUSSEX FIRE AUTHORITY,5000122901,"2,613.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST SUSSEX FIRE AUTHORITY,5000122902,"677,292.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST SUSSEX FIRE AUTHORITY,5000135506,"2,610,187.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",EAST SUSSEX FIRE AUTHORITY,5000135507,"903,262.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH YORKSHIRE FIRE & RESCUE AUTH,5000122903,"-187,500.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH YORKSHIRE FIRE & RESCUE AUTH,5000122904,"658,640.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH YORKSHIRE FIRE & RESCUE AUTH,5000122905,"2,825,600.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH YORKSHIRE FIRE & RESCUE AUTH,5000135508,"167,227.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST SUSSEX FIRE AND RESCUE SERVICE,5000122911,"445,927.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST SUSSEX FIRE AND RESCUE SERVICE,5000122912,"2,050,400.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST SUSSEX FIRE AND RESCUE SERVICE,5000135513,"348,400.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST SUSSEX FIRE AND RESCUE SERVICE,5000135514,"-220,373.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON FIRE & EMERG PLANNING AUTH,5000122913,"-1,500,993.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON FIRE & EMERG PLANNING AUTH,5000122914,"7,900,841.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON FIRE & EMERG PLANNING AUTH,5000122915,"57,943,638.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON FIRE & EMERG PLANNING AUTH,5000135515,"24,975,258.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHUMBERLAND FIRE & RESCUE SERV,5000122916,"-36,814.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHUMBERLAND FIRE & RESCUE SERV,5000122917,"274,102.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHUMBERLAND FIRE & RESCUE SERV,5000122918,"1,766,764.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHUMBERLAND FIRE & RESCUE SERV,5000135517,"1,924,967.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CUMBRIA COUNTY COUNCIL,5000122921,"-163,682.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CUMBRIA COUNTY COUNCIL,5000122922,"1,622,727.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CUMBRIA COUNTY COUNCIL,5000122923,"449,479.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CUMBRIA COUNTY COUNCIL,5000135519,"407,000.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",CUMBRIA COUNTY COUNCIL,5000135520,"-324,265.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",GLOUCESTERSHIRE COUNTY COUNCIL,5000122924,"-27,559.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",GLOUCESTERSHIRE COUNTY COUNCIL,5000122925,"1,936,946.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",GLOUCESTERSHIRE COUNTY COUNCIL,5000122926,"268,211.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",GLOUCESTERSHIRE COUNTY COUNCIL,5000135521,"147,369.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",GLOUCESTERSHIRE COUNTY COUNCIL,5000135522,"711,813.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLE OF WIGHT COUNCIL,5000122930,"429,322.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLE OF WIGHT COUNCIL,5000122931,"75,100.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLE OF WIGHT COUNCIL,5000135524,"625,608.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LINCOLNSHIRE CC,5000122933,"1,004,800.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LINCOLNSHIRE CC,5000122934,"259,017.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",LINCOLNSHIRE CC,5000135526,"-518,214.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",OXFORDSHIRE CC,5000122941,"2,071,364.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",OXFORDSHIRE CC,5000122942,"301,896.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",OXFORDSHIRE CC,5000135530,"-219,941.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WARWICKSHIRE CC,5000122945,"-16,000.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WARWICKSHIRE CC,5000122946,"1,801,600.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WARWICKSHIRE CC,5000122947,"400,763.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WARWICKSHIRE CC,5000135532,"260,983.00"
Communities & Local Government,DCLG,08/07/2010,Current (non AEF) Grants to Local Authorities,"Local Gov & Reg(LG DEL,AME, RfR2)",WARWICKSHIRE CC,5000135533,"272,320.00"
Communities & Local Government,DCLG,08/07/2010,Professional services,Human Resources,LOGICA (CMG UK LTD),5106139861,"14,891.36"
Communities & Local Government,DCLG,08/07/2010,Professional services,Human Resources,LOGICA (CMG UK LTD),5106139877,"1,140.64"
Communities & Local Government,DCLG,08/07/2010,Publications,Communities Group,DIGIRATI LTD,5106140311,"3,202.26"
Communities & Local Government,DCLG,08/07/2010,Publications,Communities Group,DIGIRATI LTD,5106140313,"7,320.25"
Communities & Local Government,DCLG,08/07/2010,Publicity,Housing and Planning,CENTRAL OFFICE OF INFORMATION,5106140199,"132,250.00"
Communities & Local Government,DCLG,08/07/2010,Publicity,Communities Group,OPTIMISA RESEARCH LIMITED,5106140166,"49,375.00"
Communities & Local Government,DCLG,08/07/2010,Research,Housing and Planning,YORK UNIVERSITY,5106139900,"30,800.00"
Communities & Local Government,DCLG,08/07/2010,Research,Finance and Corporate Services,OFFICE  NATION STAT (USE 300145),5106140494,"-80,000.00"
Communities & Local Government,DCLG,08/07/2010,Research,Finance and Corporate Services,OFFICE  NATION STAT (USE 300145),5106140495,"80,000.00"
Communities & Local Government,DCLG,08/07/2010,Research,Finance and Corporate Services,AMION CONSULTING,5106139340,"27,025.00"
Communities & Local Government,DCLG,08/07/2010,Software Licences,Finance and Corporate Services,ORACLE CORPORATION UK LTD,5106140229,"71,397.70"
Communities & Local Government,DCLG,08/07/2010,Software Licences,Finance and Corporate Services,PROCSERVE SHARED SERVICES LTD,5106140241,"8,111.91"
Communities & Local Government,DCLG,08/07/2010,Training,Regions and Communities,DODS PARLIAMENTARY COMM  LTD,5106139879,590.00
Communities & Local Government,DCLG,08/07/2010,Training,Finance and Corporate Services,LEARNING TREE INTERNATIONAL LTD,5106140154,"8,195.00"
Communities & Local Government,DCLG,08/07/2010,Training,Finance and Corporate Services,DCLG GOVERNMENT PROCUREMENT CARD,1000002178,"1,590.00"
Communities & Local Government,DCLG,08/07/2010,Training,Communities Group,NATIONAL SCHOOL OF GOVERNMENT,5106140212,825.00
Communities & Local Government,DCLG,08/07/2010,Training,Communities Group,OPEN UNIVERSITY,2100192690,-665.53
Communities & Local Government,DCLG,08/07/2010,Training,Communities Group,OPEN UNIVERSITY,5106140388,665.53
Communities & Local Government,DCLG,08/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106139271,"2,671.80"
Communities & Local Government,DCLG,08/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106139273,"2,679.80"
Communities & Local Government,DCLG,08/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106139276,"2,679.80"
Communities & Local Government,DCLG,08/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106139278,"2,679.80"
Communities & Local Government,DCLG,08/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106139288,"2,671.80"
Communities & Local Government,DCLG,08/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106139290,"1,471.80"
Communities & Local Government,DCLG,08/07/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106139292,"2,676.65"
