Post Date,Publishable label,Amount,Publishable label is provided by Bank and is industry standard.  May not however give true indication of purchase - additional comment provided as necessary
06/06/2011,Travel - Air/Rail/Road,£602.98,
06/06/2011,Travel - Air/Rail/Road,"£2,116.88",
06/06/2011,Travel - Air/Rail/Road,"£4,789.48",
06/06/2011,Travel - Air/Rail/Road,"£4,789.48",
06/06/2011,Travel - Air/Rail/Road,"£3,430.78",
06/06/2011,Travel - Air/Rail/Road,"£3,430.78",
06/06/2011,Travel - Air/Rail/Road,"£1,273.49",
06/06/2011,Travel - Air/Rail/Road,"£2,701.26",
07/06/2011,Computer Program/Sys Design,£662.34,
07/06/2011,Hotels/Motels/Resorts,£652.00,
07/06/2011,Travel - Air/Rail/Road,£715.83,
07/06/2011,Travel - Air/Rail/Road,£768.53,
07/06/2011,Travel - Air/Rail/Road,"£1,083.07",
07/06/2011,Travel - Air/Rail/Road,£566.20,
07/06/2011,Travel - Air/Rail/Road,£917.70,
07/06/2011,Travel - Air/Rail/Road,£522.00,
07/06/2011,Travel - Air/Rail/Road,"£1,192.62",
07/06/2011,Travel - Air/Rail/Road,"£1,294.16",
07/06/2011,Travel - Air/Rail/Road,"£4,778.03",
07/06/2011,Travel - Air/Rail/Road,"£1,841.03",
07/06/2011,Travel - Air/Rail/Road,"£1,654.00",
07/06/2011,Travel - Air/Rail/Road,"£5,292.43",
07/06/2011,Travel - Air/Rail/Road,£680.01,
07/06/2011,Travel - Air/Rail/Road,£749.83,
07/06/2011,Travel - Air/Rail/Road,£857.33,
07/06/2011,Travel - Air/Rail/Road,£857.33,
07/06/2011,Travel - Air/Rail/Road,"£2,008.13",
07/06/2011,Travel - Air/Rail/Road,-£883.07,
07/06/2011,Travel - Air/Rail/Road,£565.02,
07/06/2011,Travel - Air/Rail/Road,£850.19,
07/06/2011,Travel - Air/Rail/Road,£850.19,
07/06/2011,Travel - Air/Rail/Road,"£2,541.23",
07/06/2011,Travel - Air/Rail/Road,"£2,541.23",
07/06/2011,Travel - Air/Rail/Road,£510.54,
07/06/2011,Travel - Air/Rail/Road,"£3,845.04",
07/06/2011,Travel - Air/Rail/Road,"£3,457.90",
07/06/2011,Travel - Air/Rail/Road,£510.54,
07/06/2011,Travel - Air/Rail/Road,£999.56,
07/06/2011,Travel - Air/Rail/Road,-£510.54,
08/06/2011,Business Services - Default,£536.40,
08/06/2011,Misc Food Stores - Default,£558.00,
08/06/2011,Travel - Air/Rail/Road,£510.31,
08/06/2011,Travel - Air/Rail/Road,£966.73,
08/06/2011,Travel - Air/Rail/Road,"£1,130.51",
08/06/2011,Travel - Air/Rail/Road,£916.23,
08/06/2011,Travel - Air/Rail/Road,"£3,625.45",
08/06/2011,Travel - Air/Rail/Road,£866.90,
08/06/2011,Travel - Air/Rail/Road,"£1,015.90",
08/06/2011,Travel - Air/Rail/Road,"£1,015.90",
08/06/2011,Travel - Air/Rail/Road,£835.40,
08/06/2011,Travel - Air/Rail/Road,£896.95,
08/06/2011,Travel - Air/Rail/Road,£928.20,
08/06/2011,Travel - Air/Rail/Road,"£2,107.20",
08/06/2011,Travel - Air/Rail/Road,"£2,805.20",
08/06/2011,Travel - Air/Rail/Road,"£2,805.20",
08/06/2011,Travel - Air/Rail/Road,"£2,805.20",
08/06/2011,Travel - Air/Rail/Road,-£640.60,
08/06/2011,Travel - Air/Rail/Road,£913.20,
08/06/2011,Travel - Air/Rail/Road,£607.00,
08/06/2011,Travel - Air/Rail/Road,£556.73,
08/06/2011,Travel - Air/Rail/Road,£851.60,
08/06/2011,Travel - Air/Rail/Road,"£1,213.73",
08/06/2011,Travel - Air/Rail/Road,"£1,810.73",
08/06/2011,Travel - Air/Rail/Road,-£904.83,
08/06/2011,Travel - Air/Rail/Road,£760.26,
08/06/2011,Travel - Air/Rail/Road,"£1,530.56",
08/06/2011,Travel - Air/Rail/Road,"£2,484.23",
08/06/2011,Travel - Air/Rail/Road,"£1,068.13",
08/06/2011,Travel - Air/Rail/Road,£586.01,
08/06/2011,Travel - Air/Rail/Road,£534.93,
08/06/2011,Travel - Air/Rail/Road,£534.93,
08/06/2011,Travel - Air/Rail/Road,£534.93,
08/06/2011,Travel - Air/Rail/Road,£802.63,
08/06/2011,Travel - Air/Rail/Road,"£2,726.03",
08/06/2011,Travel - Air/Rail/Road,"£1,615.53",
08/06/2011,Travel - Air/Rail/Road,£860.00,
08/06/2011,Travel - Air/Rail/Road,"£1,000.93",
08/06/2011,Travel - Air/Rail/Road,£925.69,
08/06/2011,Travel - Air/Rail/Road,£515.52,
08/06/2011,Travel - Air/Rail/Road,£823.91,
08/06/2011,Travel - Air/Rail/Road,£945.55,
08/06/2011,Travel - Air/Rail/Road,-£824.00,
09/06/2011,Artist/Craft Shops,£546.19,
09/06/2011,Computer Program/Sys Design,£524.33,
09/06/2011,Computer Program/Sys Design,£790.34,
09/06/2011,Computer Program/Sys Design,£865.88,
09/06/2011,Gov'T Serv - Default,£630.00,
09/06/2011,Hotels/Motels/Resorts,"£1,197.00",
09/06/2011,Hotels/Motels/Resorts,"£1,008.00",
09/06/2011,Hotels/Motels/Resorts,£954.00,
09/06/2011,Hotels/Motels/Resorts,"£1,008.00",
09/06/2011,Hotels/Motels/Resorts,"£1,219.50",
09/06/2011,Hotels/Motels/Resorts,"£1,008.00",
09/06/2011,Hotels/Motels/Resorts,£954.00,
09/06/2011,Professional Services - Def,£654.00,
09/06/2011,Professional Services - Def,"£1,436.40",
09/06/2011,Stationery/Office Supplies,£838.66,
09/06/2011,Stationery/Office Supplies,£663.41,
09/06/2011,Travel - Air/Rail/Road,"£1,446.60",
09/06/2011,Travel - Air/Rail/Road,"£1,605.65",
09/06/2011,Travel - Air/Rail/Road,"£1,208.48",
09/06/2011,Travel - Air/Rail/Road,£770.01,
09/06/2011,Travel - Air/Rail/Road,"£1,121.40",
09/06/2011,Travel - Air/Rail/Road,"£1,146.80",
09/06/2011,Travel - Air/Rail/Road,£964.13,
09/06/2011,Travel - Air/Rail/Road,£654.60,
09/06/2011,Travel - Air/Rail/Road,£891.06,
09/06/2011,Travel - Air/Rail/Road,£764.91,
09/06/2011,Travel - Air/Rail/Road,£764.91,
09/06/2011,Travel - Air/Rail/Road,"£1,586.00",
09/06/2011,Travel - Air/Rail/Road,"£1,642.83",
09/06/2011,Travel - Air/Rail/Road,"£1,462.10",
09/06/2011,Travel - Air/Rail/Road,"£1,047.73",
09/06/2011,Travel - Air/Rail/Road,"£1,047.73",
09/06/2011,Travel - Air/Rail/Road,£879.23,
09/06/2011,Travel - Air/Rail/Road,£879.23,
09/06/2011,Travel - Air/Rail/Road,£717.30,
09/06/2011,Travel - Air/Rail/Road,£558.40,
09/06/2011,Travel - Air/Rail/Road,"£2,532.03",
09/06/2011,Travel - Air/Rail/Road,"£1,364.23",
09/06/2011,Travel - Air/Rail/Road,£806.63,
09/06/2011,Travel - Air/Rail/Road,"£1,458.20",
10/06/2011,Airports/Fields/Terminals,"£1,573.74",
10/06/2011,Car & Truck Dealers/Used Only,"£3,780.00",
10/06/2011,Computer Program/Sys Design,£547.62,
10/06/2011,Fast Food Restaurants,£597.30,
10/06/2011,Hotels/Motels/Resorts,"£3,650.00",
10/06/2011,Hotels/Motels/Resorts,"£3,650.00",
10/06/2011,Hotels/Motels/Resorts,£708.50,
10/06/2011,Misc Publishing & Printing,"£1,200.10",
10/06/2011,Misc Publishing & Printing,£795.00,
10/06/2011,Stationery/Office Supplies,£513.60,
10/06/2011,Travel - Air/Rail/Road,£920.20,
10/06/2011,Travel - Air/Rail/Road,£920.20,
10/06/2011,Travel - Air/Rail/Road,"£1,021.00",
10/06/2011,Travel - Air/Rail/Road,"£1,268.33",
10/06/2011,Travel - Air/Rail/Road,"£1,268.33",
10/06/2011,Travel - Air/Rail/Road,"£1,409.73",
10/06/2011,Travel - Air/Rail/Road,"£1,409.73",
10/06/2011,Travel - Air/Rail/Road,£528.50,
10/06/2011,Travel - Air/Rail/Road,£528.50,
10/06/2011,Travel - Air/Rail/Road,£528.50,
10/06/2011,Travel - Air/Rail/Road,£528.50,
10/06/2011,Travel - Air/Rail/Road,£528.50,
10/06/2011,Travel - Air/Rail/Road,£727.90,
10/06/2011,Travel - Air/Rail/Road,"£1,221.02",
10/06/2011,Travel - Air/Rail/Road,"£2,337.00",
10/06/2011,Travel - Air/Rail/Road,"£2,337.00",
10/06/2011,Travel - Air/Rail/Road,"£2,337.00",
10/06/2011,Travel - Air/Rail/Road,"£2,337.00",
10/06/2011,Travel - Air/Rail/Road,"£2,337.00",
10/06/2011,Travel - Air/Rail/Road,£605.60,
10/06/2011,Travel - Air/Rail/Road,£624.80,
10/06/2011,Travel - Air/Rail/Road,£624.80,
10/06/2011,Travel - Air/Rail/Road,"£1,138.80",
10/06/2011,Travel - Air/Rail/Road,"£1,138.80",
10/06/2011,Travel - Air/Rail/Road,"£1,138.80",
10/06/2011,Travel - Air/Rail/Road,£923.06,
10/06/2011,Travel - Air/Rail/Road,"£1,352.70",
10/06/2011,Travel - Air/Rail/Road,"£1,421.83",
10/06/2011,Travel - Air/Rail/Road,"-£1,456.53",
10/06/2011,Travel - Air/Rail/Road,"-£1,036.50",
10/06/2011,Travel - Air/Rail/Road,"£1,159.40",
10/06/2011,Travel - Air/Rail/Road,"£1,456.53",
10/06/2011,Travel - Air/Rail/Road,"£1,456.53",
10/06/2011,Travel - Air/Rail/Road,£964.13,
10/06/2011,Travel - Air/Rail/Road,£820.93,
10/06/2011,Travel - Air/Rail/Road,"£1,481.13",
10/06/2011,Travel - Air/Rail/Road,£820.93,
10/06/2011,Travel - Air/Rail/Road,"-£1,321.23",
10/06/2011,Travel - Air/Rail/Road,"-£1,785.80",
10/06/2011,Travel - Air/Rail/Road,"-£2,971.00",
10/06/2011,Travel - Air/Rail/Road,£584.20,
10/06/2011,Travel - Air/Rail/Road,"-£1,188.40",
10/06/2011,Travel - Air/Rail/Road,"£2,971.00",
10/06/2011,Travel - Air/Rail/Road,"£1,922.13",
10/06/2011,Travel - Air/Rail/Road,"£1,011.93",
10/06/2011,Travel - Air/Rail/Road,£879.53,
10/06/2011,Travel - Air/Rail/Road,£985.13,
10/06/2011,Travel - Air/Rail/Road,£985.13,
10/06/2011,Travel - Air/Rail/Road,"£3,029.23",
10/06/2011,Travel - Air/Rail/Road,"£6,393.77",
10/06/2011,Travel - Air/Rail/Road,£582.30,
10/06/2011,Travel - Air/Rail/Road,"-£1,356.20",
10/06/2011,Travel - Air/Rail/Road,£577.50,
10/06/2011,Travel - Air/Rail/Road,£840.23,
10/06/2011,Travel - Air/Rail/Road,£840.23,
10/06/2011,Travel - Air/Rail/Road,£839.33,
10/06/2011,Travel - Air/Rail/Road,£839.33,
10/06/2011,Travel - Air/Rail/Road,£839.33,
10/06/2011,Travel - Air/Rail/Road,£703.83,
10/06/2011,Travel - Air/Rail/Road,-£892.40,
10/06/2011,Travel - Air/Rail/Road,"£1,301.74",
10/06/2011,Travel - Air/Rail/Road,£598.18,
10/06/2011,Travel - Air/Rail/Road,"£2,079.32",
10/06/2011,Travel - Air/Rail/Road,£561.54,
11/06/2011,Travel - Air/Rail/Road,"£2,346.00",
11/06/2011,Travel - Air/Rail/Road,£528.20,
11/06/2011,Travel - Air/Rail/Road,"£4,374.40",
11/06/2011,Travel - Air/Rail/Road,"£4,374.40",
11/06/2011,Travel - Air/Rail/Road,"£4,374.40",
11/06/2011,Travel - Air/Rail/Road,"£4,374.40",
11/06/2011,Travel - Air/Rail/Road,"£4,374.40",
11/06/2011,Travel - Air/Rail/Road,"£1,609.54",
11/06/2011,Travel - Air/Rail/Road,£500.15,
12/06/2011,Travel - Air/Rail/Road,£620.00,
12/06/2011,Travel - Air/Rail/Road,"£2,144.29",
12/06/2011,Travel - Air/Rail/Road,£768.51,
12/06/2011,Travel - Air/Rail/Road,"£3,162.56",
12/06/2011,Travel - Air/Rail/Road,£787.22,
12/06/2011,Travel - Air/Rail/Road,£558.00,
12/06/2011,Travel - Air/Rail/Road,£628.00,
12/06/2011,Travel - Air/Rail/Road,£617.00,
12/06/2011,Travel - Air/Rail/Road,£791.50,
12/06/2011,Travel - Air/Rail/Road,£791.50,
12/06/2011,Travel - Air/Rail/Road,£714.73,
13/06/2011,Automobile Rental Agency,£585.27,
13/06/2011,Automobile Rental Agency,£927.00,
13/06/2011,Automobile Rental Agency,"£3,588.97",
13/06/2011,Computer Program/Sys Design,£956.88,
13/06/2011,Computer Program/Sys Design,£743.47,
13/06/2011,Hotels/Motels/Resorts,£954.00,
13/06/2011,Hotels/Motels/Resorts,£954.00,
13/06/2011,Hotels/Motels/Resorts,"£1,144.80",
13/06/2011,Hotels/Motels/Resorts,£519.81,
13/06/2011,Hotels/Motels/Resorts,£664.70,
13/06/2011,Hotels/Motels/Resorts,£669.54,
13/06/2011,Quick Copy/Repro Services,£907.86,
13/06/2011,Travel - Air/Rail/Road,"£1,010.97",
13/06/2011,Travel - Air/Rail/Road,£659.33,
13/06/2011,Travel - Air/Rail/Road,£659.33,
13/06/2011,Travel - Air/Rail/Road,£804.33,
13/06/2011,Travel - Air/Rail/Road,£804.33,
13/06/2011,Travel - Air/Rail/Road,"£1,099.63",
13/06/2011,Travel - Air/Rail/Road,£719.53,
13/06/2011,Travel - Air/Rail/Road,£943.73,
13/06/2011,Travel - Air/Rail/Road,£870.18,
13/06/2011,Travel - Air/Rail/Road,"£1,351.60",
13/06/2011,Travel - Air/Rail/Road,"£1,108.15",
13/06/2011,Travel - Air/Rail/Road,"-£6,227.40",
13/06/2011,Travel - Air/Rail/Road,"£4,618.60",
13/06/2011,Travel - Air/Rail/Road,"£4,618.60",
13/06/2011,Travel - Air/Rail/Road,"£4,618.60",
13/06/2011,Travel - Air/Rail/Road,"£4,618.60",
13/06/2011,Travel - Air/Rail/Road,"£1,150.13",
13/06/2011,Travel - Air/Rail/Road,"£1,150.13",
13/06/2011,Travel - Air/Rail/Road,"£1,150.13",
13/06/2011,Travel - Air/Rail/Road,"£1,391.01",
13/06/2011,Travel - Air/Rail/Road,"£1,120.33",
13/06/2011,Travel - Air/Rail/Road,"£9,461.80",
13/06/2011,Travel - Air/Rail/Road,"£10,346.00",
13/06/2011,Travel - Air/Rail/Road,£575.30,
13/06/2011,Travel - Air/Rail/Road,£791.70,
13/06/2011,Travel - Air/Rail/Road,£791.70,
13/06/2011,Travel - Air/Rail/Road,£725.80,
13/06/2011,Travel - Air/Rail/Road,"£1,446.48",
13/06/2011,Travel - Air/Rail/Road,"£1,446.48",
13/06/2011,Travel - Air/Rail/Road,£587.00,
13/06/2011,Travel - Air/Rail/Road,"£2,127.13",
13/06/2011,Travel - Air/Rail/Road,"£3,085.11",
13/06/2011,Travel - Air/Rail/Road,£554.00,
13/06/2011,Travel - Air/Rail/Road,"-£4,710.63",
13/06/2011,Travel - Air/Rail/Road,£772.10,
13/06/2011,Travel - Air/Rail/Road,£772.10,
13/06/2011,Travel - Air/Rail/Road,"£1,997.43",
13/06/2011,Travel - Air/Rail/Road,£810.79,
13/06/2011,Travel - Air/Rail/Road,"£2,599.73",
13/06/2011,Travel - Air/Rail/Road,"£2,338.03",
13/06/2011,Travel - Air/Rail/Road,£612.90,
13/06/2011,Travel - Air/Rail/Road,£502.74,
13/06/2011,Travel - Air/Rail/Road,£809.86,
13/06/2011,Travel - Air/Rail/Road,"£1,614.73",
13/06/2011,Travel - Air/Rail/Road,"£1,614.73",
13/06/2011,Travel - Air/Rail/Road,"£1,614.73",
13/06/2011,Travel - Air/Rail/Road,"£2,513.56",
13/06/2011,Travel - Air/Rail/Road,"£1,309.39",
13/06/2011,Travel - Air/Rail/Road,"£2,909.91",
13/06/2011,Travel - Air/Rail/Road,£666.88,
13/06/2011,Travel - Air/Rail/Road,"£2,654.35",
13/06/2011,Travel - Air/Rail/Road,"£1,748.78",
14/06/2011,Restaurants,"£1,077.25",
14/06/2011,Travel - Air/Rail/Road,-£746.43,
14/06/2011,Travel - Air/Rail/Road,-£746.43,
14/06/2011,Travel - Air/Rail/Road,-£606.43,
14/06/2011,Travel - Air/Rail/Road,£517.00,
14/06/2011,Travel - Air/Rail/Road,£542.70,
14/06/2011,Travel - Air/Rail/Road,£828.40,
14/06/2011,Travel - Air/Rail/Road,"£1,218.16",
14/06/2011,Travel - Air/Rail/Road,£673.43,
14/06/2011,Travel - Air/Rail/Road,£673.43,
14/06/2011,Travel - Air/Rail/Road,£777.43,
14/06/2011,Travel - Air/Rail/Road,"£1,166.60",
14/06/2011,Travel - Air/Rail/Road,£571.90,
14/06/2011,Travel - Air/Rail/Road,£874.90,
14/06/2011,Travel - Air/Rail/Road,"£1,002.30",
14/06/2011,Travel - Air/Rail/Road,"£1,234.70",
14/06/2011,Travel - Air/Rail/Road,"£1,234.70",
14/06/2011,Travel - Air/Rail/Road,£517.17,
14/06/2011,Travel - Air/Rail/Road,£938.55,
14/06/2011,Travel - Air/Rail/Road,"£1,180.48",
14/06/2011,Travel - Air/Rail/Road,£738.73,
14/06/2011,Travel - Air/Rail/Road,£842.33,
14/06/2011,Travel - Air/Rail/Road,"£1,051.83",
14/06/2011,Travel - Air/Rail/Road,£790.11,
14/06/2011,Travel - Air/Rail/Road,£749.33,
14/06/2011,Travel - Air/Rail/Road,"£1,194.33",
14/06/2011,Travel - Air/Rail/Road,£879.33,
14/06/2011,Travel - Air/Rail/Road,-£724.40,
14/06/2011,Travel - Air/Rail/Road,"£1,771.02",
14/06/2011,Travel - Air/Rail/Road,£845.12,
14/06/2011,Travel - Air/Rail/Road,£845.12,
14/06/2011,Travel - Air/Rail/Road,"£1,106.10",
14/06/2011,Travel - Air/Rail/Road,"£1,771.02",
14/06/2011,Travel - Air/Rail/Road,£953.52,
14/06/2011,Travel - Air/Rail/Road,"£4,793.23",
14/06/2011,Travel - Air/Rail/Road,"£4,793.23",
14/06/2011,Travel - Air/Rail/Road,"£3,177.12",
14/06/2011,Travel - Air/Rail/Road,£723.00,
14/06/2011,Travel - Air/Rail/Road,£605.00,
14/06/2011,Travel - Air/Rail/Road,"£1,011.23",
14/06/2011,Travel - Air/Rail/Road,£692.63,
14/06/2011,Travel - Air/Rail/Road,-£689.10,
14/06/2011,Travel - Air/Rail/Road,£692.63,
14/06/2011,Travel - Air/Rail/Road,£574.50,
14/06/2011,Travel - Air/Rail/Road,£603.00,
14/06/2011,Travel - Air/Rail/Road,"£1,192.55",
14/06/2011,Travel - Air/Rail/Road,"£3,748.89",
14/06/2011,Travel - Air/Rail/Road,"£3,467.13",
14/06/2011,Travel - Air/Rail/Road,"£3,467.13",
14/06/2011,Travel - Air/Rail/Road,"£2,024.31",
15/06/2011,Catalog Merchant,£572.00,
15/06/2011,Computer Program/Sys Design,£619.56,
15/06/2011,Hotels/Motels/Resorts,£627.00,
15/06/2011,Hotels/Motels/Resorts,"£1,297.00",
15/06/2011,Hotels/Motels/Resorts,"£1,297.00",
15/06/2011,Hotels/Motels/Resorts,"£1,297.00",
15/06/2011,Hotels/Motels/Resorts,"£1,297.00",
15/06/2011,Restaurants,£750.00,
15/06/2011,Travel - Air/Rail/Road,£515.73,
15/06/2011,Travel - Air/Rail/Road,£531.73,
15/06/2011,Travel - Air/Rail/Road,£610.21,
15/06/2011,Travel - Air/Rail/Road,£610.21,
15/06/2011,Travel - Air/Rail/Road,£630.21,
15/06/2011,Travel - Air/Rail/Road,£630.21,
15/06/2011,Travel - Air/Rail/Road,£672.21,
15/06/2011,Travel - Air/Rail/Road,£672.21,
15/06/2011,Travel - Air/Rail/Road,£761.62,
15/06/2011,Travel - Air/Rail/Road,£886.50,
15/06/2011,Travel - Air/Rail/Road,£594.00,
15/06/2011,Travel - Air/Rail/Road,£596.16,
15/06/2011,Travel - Air/Rail/Road,£661.55,
15/06/2011,Travel - Air/Rail/Road,£621.13,
15/06/2011,Travel - Air/Rail/Road,£621.13,
15/06/2011,Travel - Air/Rail/Road,£805.93,
15/06/2011,Travel - Air/Rail/Road,£621.13,
15/06/2011,Travel - Air/Rail/Road,£621.13,
15/06/2011,Travel - Air/Rail/Road,"£2,431.13",
15/06/2011,Travel - Air/Rail/Road,£912.60,
15/06/2011,Travel - Air/Rail/Road,£530.50,
15/06/2011,Travel - Air/Rail/Road,"£1,203.61",
15/06/2011,Travel - Air/Rail/Road,"£1,020.60",
15/06/2011,Travel - Air/Rail/Road,"£1,020.60",
15/06/2011,Travel - Air/Rail/Road,-£531.13,
15/06/2011,Travel - Air/Rail/Road,"£4,793.23",
15/06/2011,Travel - Air/Rail/Road,"£4,793.23",
15/06/2011,Travel - Air/Rail/Road,£808.40,
15/06/2011,Travel - Air/Rail/Road,"£1,724.90",
15/06/2011,Travel - Air/Rail/Road,£914.13,
15/06/2011,Travel - Air/Rail/Road,"£2,384.02",
15/06/2011,Travel - Air/Rail/Road,"£2,659.84",
15/06/2011,Travel - Air/Rail/Road,"£3,355.80",
15/06/2011,Travel - Air/Rail/Road,"£2,479.27",
15/06/2011,Travel - Air/Rail/Road,"£3,355.80",
15/06/2011,Travel - Air/Rail/Road,£581.30,
15/06/2011,Travel - Air/Rail/Road,£581.30,
16/06/2011,Automobile Rental Agency,£648.92,
16/06/2011,Automobile Rental Agency,"£5,470.46",
16/06/2011,Travel - Air/Rail/Road,"£2,369.40",
16/06/2011,Travel - Air/Rail/Road,"£1,704.11",
16/06/2011,Travel - Air/Rail/Road,"£1,704.11",
16/06/2011,Travel - Air/Rail/Road,"£1,704.11",
16/06/2011,Travel - Air/Rail/Road,"£1,854.10",
16/06/2011,Travel - Air/Rail/Road,£700.30,
16/06/2011,Travel - Air/Rail/Road,£625.80,
16/06/2011,Travel - Air/Rail/Road,£717.20,
16/06/2011,Travel - Air/Rail/Road,£717.20,
16/06/2011,Travel - Air/Rail/Road,£929.30,
16/06/2011,Travel - Air/Rail/Road,£929.30,
16/06/2011,Travel - Air/Rail/Road,-£557.40,
16/06/2011,Travel - Air/Rail/Road,"£1,474.73",
16/06/2011,Travel - Air/Rail/Road,"£2,055.66",
16/06/2011,Travel - Air/Rail/Road,"£2,055.66",
16/06/2011,Travel - Air/Rail/Road,£557.40,
16/06/2011,Travel - Air/Rail/Road,£557.40,
16/06/2011,Travel - Air/Rail/Road,£535.22,
16/06/2011,Travel - Air/Rail/Road,"£2,710.20",
16/06/2011,Travel - Air/Rail/Road,£611.23,
16/06/2011,Travel - Air/Rail/Road,"£1,323.73",
16/06/2011,Travel - Air/Rail/Road,"£1,323.73",
16/06/2011,Travel - Air/Rail/Road,"£1,034.33",
16/06/2011,Travel - Air/Rail/Road,£749.73,
16/06/2011,Travel - Air/Rail/Road,£749.73,
16/06/2011,Travel - Air/Rail/Road,£749.73,
16/06/2011,Travel - Air/Rail/Road,£834.13,
16/06/2011,Travel - Air/Rail/Road,"£4,347.33",
16/06/2011,Travel - Air/Rail/Road,"£2,784.15",
16/06/2011,Travel - Air/Rail/Road,"£2,784.15",
16/06/2011,Travel - Air/Rail/Road,"£2,541.73",
16/06/2011,Travel - Air/Rail/Road,"£2,642.41",
16/06/2011,Travel - Air/Rail/Road,"£1,297.41",
16/06/2011,Travel - Air/Rail/Road,"£1,297.41",
16/06/2011,Travel - Air/Rail/Road,£973.35,
16/06/2011,Travel - Air/Rail/Road,"-£2,228.73",
17/06/2011,Automobile Rental Agency,-£941.94,
17/06/2011,Automobile Rental Agency,£941.94,
17/06/2011,Hotels/Motels/Resorts,£608.00,
17/06/2011,Hotels/Motels/Resorts,£608.00,
17/06/2011,Hotels/Motels/Resorts,£608.00,
17/06/2011,Hotels/Motels/Resorts,£608.00,
17/06/2011,Hotels/Motels/Resorts,£608.00,
17/06/2011,Hotels/Motels/Resorts,£608.00,
17/06/2011,Travel - Air/Rail/Road,£810.14,
17/06/2011,Travel - Air/Rail/Road,"£1,043.63",
17/06/2011,Travel - Air/Rail/Road,"£1,043.63",
17/06/2011,Travel - Air/Rail/Road,£509.00,
17/06/2011,Travel - Air/Rail/Road,"£1,260.51",
17/06/2011,Travel - Air/Rail/Road,"£1,330.70",
17/06/2011,Travel - Air/Rail/Road,"£2,104.10",
17/06/2011,Travel - Air/Rail/Road,£991.60,
17/06/2011,Travel - Air/Rail/Road,£540.69,
17/06/2011,Travel - Air/Rail/Road,"£1,513.58",
17/06/2011,Travel - Air/Rail/Road,"£1,513.58",
17/06/2011,Travel - Air/Rail/Road,"£1,721.68",
17/06/2011,Travel - Air/Rail/Road,"£3,793.43",
17/06/2011,Travel - Air/Rail/Road,"£1,125.10",
17/06/2011,Travel - Air/Rail/Road,£761.93,
17/06/2011,Travel - Air/Rail/Road,£868.70,
17/06/2011,Travel - Air/Rail/Road,£868.70,
17/06/2011,Travel - Air/Rail/Road,£933.00,
17/06/2011,Travel - Air/Rail/Road,"£3,274.93",
17/06/2011,Travel - Air/Rail/Road,"£3,374.93",
17/06/2011,Travel - Air/Rail/Road,"£3,056.22",
17/06/2011,Travel - Air/Rail/Road,"£2,171.40",
17/06/2011,Travel - Air/Rail/Road,£956.29,
17/06/2011,Travel - Air/Rail/Road,£730.38,
17/06/2011,Travel - Air/Rail/Road,"£2,374.71",
17/06/2011,Travel - Air/Rail/Road,-£759.60,
18/06/2011,Travel - Air/Rail/Road,"£1,134.84",
18/06/2011,Travel - Air/Rail/Road,"£8,349.63",
18/06/2011,Travel - Air/Rail/Road,£762.62,
18/06/2011,Travel - Air/Rail/Road,£944.05,
18/06/2011,Travel - Air/Rail/Road,£995.43,
18/06/2011,Travel - Air/Rail/Road,"£2,121.00",
19/06/2011,Travel - Air/Rail/Road,£806.39,
19/06/2011,Travel - Air/Rail/Road,£606.11,
19/06/2011,Travel - Air/Rail/Road,£801.88,
19/06/2011,Travel - Air/Rail/Road,"£1,340.20",
19/06/2011,Travel - Air/Rail/Road,£622.40,
19/06/2011,Travel - Air/Rail/Road,"£1,009.22",
19/06/2011,Travel - Air/Rail/Road,"£1,746.40",
20/06/2011,Computer Program/Sys Design,£941.15,
20/06/2011,Computer Program/Sys Design,£657.77,
20/06/2011,Computers/Peripherals/Software,"£1,321.18",
20/06/2011,Hotels/Motels/Resorts,"£2,281.66",
20/06/2011,Hotels/Motels/Resorts,"£5,154.78",
20/06/2011,Household Appliance Stores,£549.07,
20/06/2011,Other Direct Marketers,£948.00,
20/06/2011,Stationery/Office Supplies,£703.56,
20/06/2011,Travel - Air/Rail/Road,£558.70,
20/06/2011,Travel - Air/Rail/Road,£627.79,
20/06/2011,Travel - Air/Rail/Road,"£2,144.29",
20/06/2011,Travel - Air/Rail/Road,"£2,244.85",
20/06/2011,Travel - Air/Rail/Road,"£3,332.90",
20/06/2011,Travel - Air/Rail/Road,"£5,225.26",
20/06/2011,Travel - Air/Rail/Road,£676.93,
20/06/2011,Travel - Air/Rail/Road,£606.74,
20/06/2011,Travel - Air/Rail/Road,£709.70,
20/06/2011,Travel - Air/Rail/Road,£709.70,
20/06/2011,Travel - Air/Rail/Road,£972.30,
20/06/2011,Travel - Air/Rail/Road,£972.30,
20/06/2011,Travel - Air/Rail/Road,"£1,276.10",
20/06/2011,Travel - Air/Rail/Road,"£1,276.10",
20/06/2011,Travel - Air/Rail/Road,"£1,697.10",
20/06/2011,Travel - Air/Rail/Road,"£1,697.10",
20/06/2011,Travel - Air/Rail/Road,£523.39,
20/06/2011,Travel - Air/Rail/Road,£555.02,
20/06/2011,Travel - Air/Rail/Road,£564.02,
20/06/2011,Travel - Air/Rail/Road,£820.92,
20/06/2011,Travel - Air/Rail/Road,£820.93,
20/06/2011,Travel - Air/Rail/Road,£820.93,
20/06/2011,Travel - Air/Rail/Road,"£1,054.02",
20/06/2011,Travel - Air/Rail/Road,"£1,081.55",
20/06/2011,Travel - Air/Rail/Road,£671.20,
20/06/2011,Travel - Air/Rail/Road,"£1,124.00",
