Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Publications,Office of Manpower Economics - Office of Manpower Economics,SWETS INFORMATION SERVICES,1013420,998.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Sponsorship Support,Business Group - Information Economy,UK PPE KTN LTD (PHOTONICS & PLASTIC ELECTRONICS KTN),1013605,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1013668,100000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1013668,150000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1013668,600000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1013668,1151466.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Additions - Enterprise Equity Investments,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1013668,1200000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",KJB Partners Ltd,1013714,2445.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,EEE COMPONENTS QUALITY AND RELIABILITY CONSULTANCY LTD,1013715,10000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,FIELD FISHER WATERHOUSE,1013717,10612
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,On-Line Databases (Programme),Fair Markets Group Summary - Consumer and Competition Policy,ITSA LTD,1013732,1128
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Outsourced Programme Management Services,Universities and Skills Group - Further Education & Skills Investment,INTERNATIONAL CENTRE FOR FINANCIAL REGULATION,1013733,150000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Interest on Post Office Working Captial Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1013746,-6400.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1013746,10000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,UK Subscriptions,Business Group - Information Economy,ENDERS ANALYSIS LTD,1013751,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,RUSSAM GMS LTD,1013758,2756.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,CUSHMAN & WAKEFIELD LLP,1013773,1028.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Professional Training,Universities and Skills Group - USG Admin,AOC CREATE LTD T/A ASSOCIATION OF COLLEGES,1013775,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Professional Training,Universities and Skills Group - USG Admin,AOC CREATE LTD T/A ASSOCIATION OF COLLEGES,1013776,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Professional Training,Universities and Skills Group - USG Admin,AOC CREATE LTD T/A ASSOCIATION OF COLLEGES,1013777,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Professional Training,Universities and Skills Group - USG Admin,AOC CREATE LTD T/A ASSOCIATION OF COLLEGES,1013778,1200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Professional Training,Universities and Skills Group - USG Admin,AOC CREATE LTD T/A ASSOCIATION OF COLLEGES,1013779,1850
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,External Training,Universities and Skills Group - USG Admin,BESPOKE SPEECHWRITING SERVICES LTD,1013785,850
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,COMMUNITY: THE UNION FOR LIFE,1013787,13254.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1013793,792.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,CCTA Services,Finance & Commercial Group - Information and Workplace Strategies,OGC BUYING SOLUTIONS,1013794,379898.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Grant in Aid - Current -Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",DESIGN COUNCIL,1013797,400000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Purchase of Completed Research,Universities and Skills Group - Skills Directorate,OFFICE FOR NATIONAL STATISTICS,1013809,350433
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Purchase of Completed Research,Universities and Skills Group - Skills Directorate,SKILLS FUNDING AGENCY,1013811,48510.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Sponsorship Support,Strategic Policy Analysis - Strategic Policy Analysis,OFFICE FOR NATIONAL STATISTICS,1013821,22224.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Other Overseas T&S,SCIENCE & RESEARCH GROUP - UK Space Agency,"Personal Expense, Name Witheld",10274660,746.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,ICT Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ACKNOWLEDGE LTD,1013311,1485
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Outsourced Programme Management Services,"Legal, People & Communications Group - Communications Directorate",BADENOCH AND CLARK LTD,1013457,1825.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ELVIN & CO,1013721,1598.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Postage,Finance & Commercial Group - Information and Workplace Strategies,ROYAL MAIL,1013737,3091.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Grant in Aid - Current -Other,Universities and Skills Group - Skills Directorate,UK COMMISSION FOR EMPLOYMENT AND SKILLS (UKCES),1013750,694000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Grant in Aid - Current -Other,Universities and Skills Group - Skills Directorate,UK COMMISSION FOR EMPLOYMENT AND SKILLS (UKCES),1013750,2544000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BRITISH SCIENCE ASSOCIATION (THE BRITISH ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE),1013799,202043
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BRITISH SCIENCE ASSOCIATION (THE BRITISH ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE),1013799,15600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,STOCKTON BOROUGH COUNCIL,1013804,11750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,GTN Services,Finance & Commercial Group - Information and Workplace Strategies,CABLE & WIRELESS COMMUNICATIONS,1013808,1015.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,UK Subscriptions,Business Group - Information Economy,BUSINESS MONITOR INTERNATIONAL,1013813,5145
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Conference and Exhibition Services (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,CHINA BRITAIN BUSINESS COUNCIL,1013816,8980.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Consultancy Advice Provided From Third Parties,Business Group - Information Economy,EMPLOYERS FORUM ON DISABILITY.,1013817,11573.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1013819,623.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/12/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,1013820,951.03
