Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,SHEFFIELD CITY CNCL,,5000163125,"-9,052,917.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,SHROPSHIRE COUNCIL,,5000163351,"-3,306,770.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH TYNESIDE COUNCIL,,5000163162,"-1,281,323.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,SOUTHEND ON SEA BC,,5000163169,"-2,099,874.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,ST HELENS MBC,,5000163179,"-2,165,419.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,STOKE ON TRENT CITY COUNCIL,,5000163193,"-3,768,386.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,SUNDERLAND DC,,5000163204,"-3,767,424.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,TAMESIDE MBC,,5000163216,"-2,564,302.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,TORBAY BC,,5000163244,"-1,652,249.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,WALSALL MBC,,5000163261,"-3,062,118.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,WALTHAM FOREST LB,,5000163262,"-2,368,085.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,WANDSWORTH LB,,5000163264,"-4,577,526.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,WIGAN MBC,,5000163308,"-3,489,268.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,WIRRAL MBC,,5000163317,"-3,021,484.00",Yes,
Communities & Local Government,DCLG,19/05/2011,NNDR Billing Authorities Receipts,Treasury,WOLVERHAMPTON MBC,,5000163323,"-3,179,667.00",Yes,
Communities & Local Government,DCLG,19/05/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106163085,134.71,,
Communities & Local Government,DCLG,19/05/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106163085,362.21,,
Communities & Local Government,DCLG,19/05/2011,Office Supplies,Localism,BANNER BUSINESS SUPPLIES LTD,,5106163085,157.08,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,86.10,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,5.62,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,4.75,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,178.37,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,1.90,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,0.79,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,444.31,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,272.11,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,123.86,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,0.79,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,42.91,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,31.97,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,85.14,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,30.48,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,6.97,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,270.00,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,14.40,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,35.33,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,8.12,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,152.99,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Finance & Corporate Services,MITIE BUSINESS SERVICES LTD,,2100203859,489.29,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,20.92,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,3.17,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,45.61,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,18.11,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,0.95,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,22.44,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,30.29,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,12.35,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,31.10,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,43.92,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,77.69,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,33.26,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,0.11,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,7.81,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,61.63,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,0.43,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Localism,MITIE BUSINESS SERVICES LTD,,2100203859,14.75,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,218.98,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,43.88,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,31.94,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,255.20,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,19.49,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,3.12,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,7.84,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,24.41,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,9.00,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,77.62,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,26.56,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,61.38,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,6.34,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,77.93,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,2.10,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,2.92,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,1.87,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Neighbourhoods,MITIE BUSINESS SERVICES LTD,,2100203859,20.45,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Strategic Performance Team,MITIE BUSINESS SERVICES LTD,,2100203859,24.67,,
Communities & Local Government,DCLG,19/05/2011,Photocopying,Strategic Performance Team,MITIE BUSINESS SERVICES LTD,,2100203859,502.80,,
Communities & Local Government,DCLG,19/05/2011,Professional services,Localism,CABINET OFFICE,,5106163118,"17,100.00",,
Communities & Local Government,DCLG,19/05/2011,Research,Finance & Corporate Services,BUILDING RESEARCH ESTABLISHMENT,,5106163095,"70,558.80",,
Communities & Local Government,DCLG,19/05/2011,Services provided by other Govt Orgs,Localism,FOREIGN & COMMONWEALTH,,2100203855,"20,000.00",Yes,
Communities & Local Government,DCLG,19/05/2011,Steady State Service Provision,Neighbourhoods,AMOR BUSINESS TECHNOLOGY SOLUTIONS,,5106163092,"49,086.13",,
Communities & Local Government,DCLG,19/05/2011,Subscriptions,Localism,BRITISH STANDARDS INSTITUTION,,5106163024,"8,918.87",,
Communities & Local Government,DCLG,19/05/2011,Telephone call costs,Finance & Corporate Services,BT PLC,,5106163111,"1,325.77",,
Communities & Local Government,DCLG,19/05/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,5106163090,"16,768.25",,
Communities & Local Government,DCLG,19/05/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163105,594.00,,
Communities & Local Government,DCLG,19/05/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100203857,917.29,,
Communities & Local Government,DCLG,19/05/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100203857,852.68,,
Communities & Local Government,DCLG,19/05/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100203857,"6,212.82",,
Communities & Local Government,DCLG,19/05/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100203857,545.72,,
Communities & Local Government,DCLG,19/05/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100203857,565.05,,
Communities & Local Government,DCLG,19/05/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100203857,983.11,,
Communities & Local Government,DCLG,19/05/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,2100203880,"-5,965.09",,
Communities & Local Government,DCLG,19/05/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,2100203881,"-5,979.09",,
Communities & Local Government,DCLG,19/05/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106162731,"5,979.09",,
Communities & Local Government,DCLG,19/05/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106162745,"5,965.09",,
Communities & Local Government,DCLG,20/05/2011,AME Subsidy CFER,Neighbourhoods,CITY OF LONDON (HSG),,5000151735,"-15,678.00",Yes,
Communities & Local Government,DCLG,20/05/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,CITY OF LONDON (HSG),,5000156650,"-8,100.00",Yes,
Communities & Local Government,DCLG,20/05/2011,Electricity,Localism,SCOTTISH & SOUTHERN ENERGY,,5106163152,"11,105.92",,
Communities & Local Government,DCLG,20/05/2011,Finance Consultancy,Localism,AON HEWITT LIMITED,,5106163123,"2,404.69",,
Communities & Local Government,DCLG,20/05/2011,Finance Consultancy,Localism,AON HEWITT LIMITED,,5106163126,"1,370.72",,
Communities & Local Government,DCLG,20/05/2011,Finance Consultancy,Localism,GOVT ACTUARYS DEPARTMENT,,5106163125,"2,667.00",,
Communities & Local Government,DCLG,20/05/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163057,"44,950.27",,
Communities & Local Government,DCLG,20/05/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106163098,"45,791.89",,
Communities & Local Government,DCLG,20/05/2011,Telephone call costs,Localism,7E COMMUNICATIONS LTD,,5106163154,551.58,,
Communities & Local Government,DCLG,20/05/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,5106163142,933.96,,
Communities & Local Government,DCLG,20/05/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106163026,108.10,,
Communities & Local Government,DCLG,20/05/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106163026,229.40,,
Communities & Local Government,DCLG,20/05/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106163082,236.16,,
Communities & Local Government,DCLG,20/05/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106163082,236.16,,
Communities & Local Government,DCLG,20/05/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106163082,269.42,,
Communities & Local Government,DCLG,20/05/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106163082,"1,448.83",,
Communities & Local Government,DCLG,20/05/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106163082,321.05,,
Communities & Local Government,DCLG,20/05/2011,Office Supplies,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106163026,2.64,,
Communities & Local Government,DCLG,20/05/2011,Office Supplies,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106163026,314.16,,
Communities & Local Government,DCLG,20/05/2011,Office Supplies,Localism,BANNER BUSINESS SUPPLIES LTD,,5106163082,157.08,,
Communities & Local Government,DCLG,20/05/2011,Post,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163144,"6,284.00",,
Communities & Local Government,DCLG,20/05/2011,Research,Finance & Corporate Services,BUILDING RESEARCH ESTABLISHMENT,,5106163097,"92,144.40",,
Communities & Local Government,DCLG,20/05/2011,Revenue Support grant payable,Localism,IMPROVEMENT & DEVEL AGENCY LOC GOV,,5000163532,"2,710,500.00",Yes,
Communities & Local Government,DCLG,20/05/2011,Training,Neighbourhoods,DODS PARLIAMENTARY COMM  LTD,,5106163150,480.00,,
Communities & Local Government,DCLG,23/05/2011,Capital Grants to People Non Profit,Neighbourhoods,COALFIELDS REGENERATION TRUST,Yes,2100203924,"43,789.00",Yes,
Communities & Local Government,DCLG,23/05/2011,Training,Finance & Corporate Services,WESTMINSTER KINGSWAY COLLEGE,,5106163159,"2,700.00",,
Communities & Local Government,DCLG,23/05/2011,Current Grants to Non Profit Bodies,Localism,SOCIAL FIRMS UK,Yes,2100203940,"40,000.00",Yes,
Communities & Local Government,DCLG,23/05/2011,Current Grants to Non Profit Bodies,Localism,TPAS LTD,Yes,2100203941,"40,000.00",Yes,
Communities & Local Government,DCLG,23/05/2011,Current Grants to Non Profit Bodies,Localism,WORKERS' EDUCATIONAL ASSOCIATION,Yes,2100203939,"50,000.00",Yes,
Communities & Local Government,DCLG,23/05/2011,Current Grants to Non Profit Bodies,Neighbourhoods,COALFIELDS REGENERATION TRUST,Yes,2100203924,"25,129.00",Yes,
Communities & Local Government,DCLG,23/05/2011,Current Grants to Non Profit Bodies,Neighbourhoods,UNITED NATIONS,,2100203923,"6,068.00",Yes,
Communities & Local Government,DCLG,23/05/2011,Electricity,Finance & Corporate Services,EDF ENERGY 1 LIMITED,,5106163202,"36,766.93",,
Communities & Local Government,DCLG,23/05/2011,Electricity,Neighbourhoods,BRITISH GAS,,5106163190,"2,823.76",,
Communities & Local Government,DCLG,23/05/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,WEST NORTHAMPTONSHIRE UDC,,2100203761,"205,000.00",Yes,
Communities & Local Government,DCLG,23/05/2011,Office Machinery (<£5000),Treasury,OCE UK LTD,,5106163195,594.00,,
Communities & Local Government,DCLG,23/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106163217,464.04,,
Communities & Local Government,DCLG,23/05/2011,Office Supplies,Treasury,BANNER BUSINESS SUPPLIES LTD,,5106163217,157.08,,
Communities & Local Government,DCLG,23/05/2011,Recruitment,Finance & Corporate Services,ENACTA LIMITED,,5106163175,"2,175.60",,
Communities & Local Government,DCLG,23/05/2011,Services provided by other Govt Orgs,Finance & Corporate Services,DEFENCE VETTING AGENCY,,5106163206,706.46,Yes,
Communities & Local Government,DCLG,23/05/2011,Storage,Finance & Corporate Services,IRON MOUNTAIN (UK) LIMITED,,5106163207,703.74,,
Communities & Local Government,DCLG,23/05/2011,Training,Localism,NATIONAL SCHOOL OF GOVERNMENT,,5106163187,740.00,,
Communities & Local Government,DCLG,23/05/2011,Training,Neighbourhoods,REMA,,5106163064,531.30,,
Communities & Local Government,DCLG,23/05/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163178,"7,174.91",,
Communities & Local Government,DCLG,23/05/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163180,"7,158.11",,
Communities & Local Government,DCLG,24/05/2011,Agency Staff,Finance & Corporate Services,ALLEN LANE FINANCIAL RECRUITMENT,,5106163226,"3,240.00",,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204002,"4,217.18",,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204015,"1,104.40",,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204016,65.04,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204016,131.57,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204016,54.46,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204016,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204017,16.78,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204017,162.05,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204017,51.10,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204017,54.16,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Finance & Corporate Services,VODAFONE UK,,2100204017,181.29,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,59.26,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,89.81,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,234.22,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,247.49,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,-5.23,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,273.65,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,370.54,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,109.72,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,7.20,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,65.41,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,114.80,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,72.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,11.39,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204016,54.56,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204017,26.21,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204017,54.78,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204017,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204017,54.16,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204017,82.26,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204017,258.31,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204017,71.64,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204017,73.43,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Localism,VODAFONE UK,,2100204017,55.93,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204016,63.79,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204016,56.25,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204016,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204016,64.80,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204016,226.42,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204016,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204016,80.48,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204016,54.17,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,55.04,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,410.89,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,290.30,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,123.68,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,120.85,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,234.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,181.24,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,7.20,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,54.86,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Strategic Performance Team,VODAFONE UK,,2100204017,54.00,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Strategic Performance Team,VODAFONE UK,,2100204016,94.09,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Strategic Performance Team,VODAFONE UK,,2100204016,54.02,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Strategic Performance Team,VODAFONE UK,,2100204017,68.89,,
Communities & Local Government,DCLG,24/05/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,,2100204017,-11.03,,
Communities & Local Government,DCLG,24/05/2011,Current Grants to Non Profit Bodies,Localism,HOLOCAUST MEMORIAL DAY TRUST,Yes,2100203762,"750,000.00",Yes,
Communities & Local Government,DCLG,24/05/2011,Goods Received/Invoice Received,Finance & Corporate Services,FRONTRANGE SOLUTIONS UK LTD,,2100204000,"-11,121.53",,
Communities & Local Government,DCLG,24/05/2011,Government Procurement Card (expense),Finance & Corporate Services,DCLG GOVERNMENT PROCUREMENT CARD,,1000003210,606.00,,
Communities & Local Government,DCLG,24/05/2011,IT - Software Maintenance,Localism,ORACLE CORPORATION UK LTD,,5106163231,"7,282.46",,
