Minister,Date Received,From,Gift,Value,Outcome
"Foreign Secretary, Rt Hon William Hague MP",02-Feb,Brazilian Foreign Minister,Books,Over limit,Held by Department
"Minister of State, The Rt Hon Lord Howell of Guildford",23-Mar,High Commissioner of Pakistan,Rug,Over limit,Held by Department
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
