Post Date,Publishable Label,Transaction Amount,"Publishable label is provided by Bank and is industry standard.  May not, however, give true indication of purchase - additional comment as necessary"
02/04/2012,Airlines,5805.79,
02/04/2012,Airlines,736.19,
02/04/2012,Airlines,3175.49,
02/04/2012,Airlines,3175.49,
02/04/2012,Airlines,576.29,
02/04/2012,Airlines,697.39,
02/04/2012,Airlines,1278.49,
02/04/2012,Airlines,627.19,
02/04/2012,Airlines,2321.29,
02/04/2012,Airlines,3560.99,
02/04/2012,Airlines,784.59,
02/04/2012,Airlines,1610.99,
02/04/2012,Airlines,732.29,
02/04/2012,Airlines,3560.99,
02/04/2012,Airlines,1932.09,
02/04/2012,Airlines,4405.49,
02/04/2012,Airlines,4405.49,
02/04/2012,Airlines,2321.29,
02/04/2012,Airlines,1038.89,
02/04/2012,Airlines,-1034.39,
02/04/2012,Airlines,1561.39,
02/04/2012,Airlines,1255.29,
02/04/2012,Airlines,2447.99,
02/04/2012,Airlines,1775.19,
02/04/2012,Airlines,1097.09,
02/04/2012,Airlines,1340.69,
02/04/2012,Airlines,694.99,
02/04/2012,Airlines,694.99,
02/04/2012,Airlines,664.79,
02/04/2012,Airlines,1937.49,
02/04/2012,Airlines,694.99,
02/04/2012,Airlines,1645.40,
02/04/2012,Airlines,2087.09,
02/04/2012,Airlines,798.59,
02/04/2012,Airlines,-2394.93,
02/04/2012,Airlines,2186.59,
02/04/2012,Airlines,2522.70,
03/04/2012,Airlines,527.30,
03/04/2012,Airlines,1201.70,
03/04/2012,Airlines,1201.70,
04/04/2012,Airlines,656.00,
04/04/2012,Airlines,1141.83,
04/04/2012,Airlines,3804.29,
04/04/2012,Airlines,664.80,
04/04/2012,Airlines,930.60,
04/04/2012,Airlines,1137.24,
04/04/2012,Airlines,1425.99,
04/04/2012,Airlines,6862.99,
04/04/2012,Airlines,6862.99,
04/04/2012,Airlines,-694.80,
04/04/2012,Airlines,1473.00,
04/04/2012,Airlines,-2522.70,
04/04/2012,Airlines,7015.99,
04/04/2012,Airlines,7619.19,
04/04/2012,Airlines,7619.19,
05/04/2012,Airlines,936.19,
05/04/2012,Airlines,1913.40,
05/04/2012,Airlines,3625.00,
05/04/2012,Airlines,2158.39,
05/04/2012,Airlines,1422.20,
05/04/2012,Airlines,-1246.18,
05/04/2012,Airlines,-1856.03,
05/04/2012,Airlines,3667.68,
05/04/2012,Airlines,4885.49,
05/04/2012,Airlines,569.49,
05/04/2012,Airlines,655.00,
05/04/2012,Airlines,4051.69,
06/04/2012,Airlines,2012.81,
06/04/2012,Airlines,3079.89,
06/04/2012,Airlines,3805.40,
06/04/2012,Airlines,3560.99,
06/04/2012,Airlines,3560.99,
06/04/2012,Airlines,3560.99,
06/04/2012,Airlines,3560.99,
06/04/2012,Airlines,596.05,
06/04/2012,Airlines,2575.19,
06/04/2012,Airlines,3235.69,
06/04/2012,Airlines,4165.49,
06/04/2012,Airlines,2621.09,
06/04/2012,Airlines,740.59,
06/04/2012,Airlines,-1887.50,
06/04/2012,Airlines,1212.88,
06/04/2012,Airlines,843.45,
06/04/2012,Airlines,843.45,
06/04/2012,Airlines,3069.89,
06/04/2012,Airlines,1553.19,
06/04/2012,Airlines,1465.87,
06/04/2012,Airlines,1465.87,
06/04/2012,Airlines,865.30,
06/04/2012,Airlines,865.30,
06/04/2012,Airlines,1261.01,
06/04/2012,Airlines,3560.99,
06/04/2012,Airlines,3560.99,
06/04/2012,Airlines,3560.99,
09/04/2012,Airlines,4902.19,
09/04/2012,Airlines,2793.79,
09/04/2012,Airlines,2793.79,
09/04/2012,Airlines,1775.19,
09/04/2012,Airlines,1745.70,
09/04/2012,Airlines,1179.69,
09/04/2012,Airlines,1179.69,
09/04/2012,Airlines,1179.69,
09/04/2012,Airlines,3876.38,
09/04/2012,Airlines,1156.60,
09/04/2012,Airlines,745.99,
09/04/2012,Airlines,1535.49,
09/04/2012,Airlines,620.29,
09/04/2012,Airlines,1119.29,
09/04/2012,Airlines,1278.49,
11/04/2012,Airlines,733.25,
11/04/2012,Airlines,721.40,
11/04/2012,Airlines,682.39,
12/04/2012,Airlines,8792.49,
12/04/2012,Airlines,647.19,
12/04/2012,Airlines,1154.89,
12/04/2012,Airlines,1154.89,
12/04/2012,Airlines,1154.89,
12/04/2012,Airlines,-1721.30,
12/04/2012,Airlines,1165.51,
12/04/2012,Airlines,937.91,
12/04/2012,Airlines,1841.59,
12/04/2012,Airlines,1841.59,
12/04/2012,Airlines,711.59,
12/04/2012,Airlines,973.89,
12/04/2012,Airlines,973.89,
12/04/2012,Airlines,4501.79,
12/04/2012,Airlines,682.39,
12/04/2012,Airlines,948.39,
12/04/2012,Airlines,632.39,
12/04/2012,Airlines,-1470.13,
12/04/2012,Airlines,-1470.13,
13/04/2012,Airlines,682.49,
13/04/2012,Airlines,658.59,
13/04/2012,Airlines,1669.99,
13/04/2012,Airlines,1047.19,
13/04/2012,Airlines,1535.29,
13/04/2012,Airlines,2467.49,
13/04/2012,Airlines,3179.29,
13/04/2012,Airlines,1404.28,
13/04/2012,Airlines,2620.99,
13/04/2012,Airlines,1790.30,
13/04/2012,Airlines,3179.29,
13/04/2012,Airlines,760.49,
16/04/2012,Airlines,1087.19,
16/04/2012,Airlines,1087.19,
16/04/2012,Airlines,1087.19,
16/04/2012,Airlines,5319.39,
16/04/2012,Airlines,6887.19,
16/04/2012,Airlines,7612.39,
16/04/2012,Airlines,625.59,
16/04/2012,Airlines,675.69,
16/04/2012,Airlines,2467.49,
16/04/2012,Airlines,660.15,
16/04/2012,Airlines,1047.19,
16/04/2012,Airlines,1097.59,
16/04/2012,Airlines,912.59,
16/04/2012,Airlines,812.20,
16/04/2012,Airlines,812.20,
16/04/2012,Airlines,715.60,
16/04/2012,Airlines,1574.09,
16/04/2012,Airlines,980.79,
16/04/2012,Airlines,1153.49,
16/04/2012,Airlines,1108.20,
16/04/2012,Airlines,1108.20,
16/04/2012,Airlines,695.90,
16/04/2012,Airlines,3706.30,
16/04/2012,Airlines,1645.49,
16/04/2012,Airlines,2547.49,
16/04/2012,Airlines,2073.29,
16/04/2012,Airlines,3063.19,
16/04/2012,Airlines,2820.19,
16/04/2012,Airlines,1196.39,
16/04/2012,Airlines,923.11,
16/04/2012,Airlines,636.81,
16/04/2012,Airlines,2587.99,
16/04/2012,Airlines,1023.20,
16/04/2012,Airlines,2039.39,
16/04/2012,Airlines,1824.39,
17/04/2012,Airlines,578.81,
17/04/2012,Airlines,1178.53,
17/04/2012,Airlines,892.53,
17/04/2012,Airlines,1178.53,
17/04/2012,Airlines,750.05,
17/04/2012,Airlines,696.19,
17/04/2012,Airlines,923.21,
17/04/2012,Airlines,921.92,
17/04/2012,Airlines,760.70,
17/04/2012,Airlines,-3663.73,
17/04/2012,Airlines,757.31,
17/04/2012,Airlines,782.80,
17/04/2012,Airlines,782.80,
18/04/2012,Airlines,585.79,
18/04/2012,Airlines,1056.50,
18/04/2012,Airlines,869.49,
18/04/2012,Airlines,869.49,
18/04/2012,Airlines,664.65,
18/04/2012,Airlines,1441.99,
