Post Date,Publishable Label,Transaction Amount,"Publishable label is provided by Bank and is industry standard.  May not, however, give true indication of purchase - additional comment provided as necessary",,,,,,,,
05/03/12,Travel Agencies,2274.70,,,,,,,,,
05/03/12,Travel Agencies,610.86,,,,,,,,,
05/03/12,Travel Agencies,553.02,,,,,,,,,
05/03/12,Travel Agencies,835.36,,,,,,,,,
05/03/12,Travel Agencies,3417.77,,,,,,,,,
05/03/12,Travel Agencies,536.34,,,,,,,,,
06/03/12,Travel Agencies,713.93,,,,,,,,,
06/03/12,Travel Agencies,713.93,,,,,,,,,
06/03/12,Travel Agencies,943.53,,,,,,,,,
06/03/12,Travel Agencies,1157.00,,,,,,,,,
06/03/12,Travel Agencies,5166.93,,,,,,,,,
06/03/12,Travel Agencies,1146.60,,,,,,,,,
06/03/12,Travel Agencies,888.16,,,,,,,,,
06/03/12,Travel Agencies,1980.03,,,,,,,,,
06/03/12,Travel Agencies,1157.00,,,,,,,,,
06/03/12,Travel Agencies,1116.90,,,,,,,,,
06/03/12,Travel Agencies,1125.33,,,,,,,,,
06/03/12,Travel Agencies,1202.93,,,,,,,,,
06/03/12,Travel Agencies,2059.53,,,,,,,,,
06/03/12,Travel Agencies,927.03,,,,,,,,,
06/03/12,Travel Agencies,927.03,,,,,,,,,
06/03/12,Travel Agencies,1756.83,,,,,,,,,
06/03/12,Travel Agencies,2686.11,,,,,,,,,
06/03/12,Travel Agencies,962.08,,,,,,,,,
06/03/12,Travel Agencies,1408.73,,,,,,,,,
06/03/12,Travel Agencies,947.08,,,,,,,,,
07/03/12,Travel Agencies,4070.18,,,,,,,,,
07/03/12,Travel Agencies,1851.79,,,,,,,,,
07/03/12,Travel Agencies,908.72,,,,,,,,,
07/03/12,Travel Agencies,798.00,,,,,,,,,
07/03/12,Travel Agencies,1756.83,,,,,,,,,
07/03/12,Travel Agencies,2110.43,,,,,,,,,
07/03/12,Travel Agencies,957.23,,,,,,,,,
07/03/12,Travel Agencies,1342.00,,,,,,,,,
07/03/12,Travel Agencies,1994.23,,,,,,,,,
07/03/12,Travel Agencies,2361.21,,,,,,,,,
07/03/12,Travel Agencies,1341.73,,,,,,,,,
07/03/12,Travel Agencies,2389.90,,,,,,,,,
07/03/12,Travel Agencies,1407.95,,,,,,,,,
07/03/12,Travel Agencies,2412.83,,,,,,,,,
07/03/12,Travel Agencies,805.01,,,,,,,,,
07/03/12,Travel Agencies,769.90,,,,,,,,,
07/03/12,Travel Agencies,661.63,,,,,,,,,
07/03/12,Travel Agencies,892.60,,,,,,,,,
07/03/12,Travel Agencies,568.33,,,,,,,,,
07/03/12,Travel Agencies,2110.33,,,,,,,,,
07/03/12,Travel Agencies,819.32,,,,,,,,,
07/03/12,Travel Agencies,940.38,,,,,,,,,
07/03/12,Travel Agencies,874.56,,,,,,,,,
07/03/12,Travel Agencies,917.62,,,,,,,,,
07/03/12,Travel Agencies,785.83,,,,,,,,,
07/03/12,Travel Agencies,785.83,,,,,,,,,
07/03/12,Travel Agencies,1568.12,,,,,,,,,
07/03/12,Travel Agencies,660.60,,,,,,,,,
07/03/12,Travel Agencies,3472.73,,,,,,,,,
07/03/12,Travel Agencies,1668.20,,,,,,,,,
07/03/12,Travel Agencies,3062.83,,,,,,,,,
07/03/12,Travel Agencies,3062.83,,,,,,,,,
07/03/12,Travel Agencies,568.33,,,,,,,,,
07/03/12,Travel Agencies,997.42,,,,,,,,,
07/03/12,Travel Agencies,917.62,,,,,,,,,
07/03/12,Travel Agencies,819.32,,,,,,,,,
07/03/12,Travel Agencies,837.33,,,,,,,,,
07/03/12,Travel Agencies,894.60,,,,,,,,,
07/03/12,Travel Agencies,2412.83,,,,,,,,,
07/03/12,Travel Agencies,1002.89,,,,,,,,,
07/03/12,Travel Agencies,762.13,,,,,,,,,
08/03/12,Travel Agencies,1416.51,,,,,,,,,
08/03/12,Travel Agencies,527.07,,,,,,,,,
09/03/12,Travel Agencies,13262.86,,,,,,,,,
09/03/12,Travel Agencies,829.50,,,,,,,,,
09/03/12,Travel Agencies,2404.18,,,,,,,,,
09/03/12,Travel Agencies,5935.97,,,,,,,,,
09/03/12,Travel Agencies,5935.97,,,,,,,,,
09/03/12,Travel Agencies,4547.23,,,,,,,,,
09/03/12,Travel Agencies,3460.23,,,,,,,,,
09/03/12,Travel Agencies,3460.23,,,,,,,,,
09/03/12,Travel Agencies,5935.97,,,,,,,,,
09/03/12,Travel Agencies,5935.97,,,,,,,,,
09/03/12,Travel Agencies,5935.97,,,,,,,,,
09/03/12,Travel Agencies,5935.97,,,,,,,,,
09/03/12,Travel Agencies,5935.97,,,,,,,,,
09/03/12,Travel Agencies,5924.07,,,,,,,,,
09/03/12,Travel Agencies,5935.37,,,,,,,,,
09/03/12,Travel Agencies,581.60,,,,,,,,,
09/03/12,Travel Agencies,581.60,,,,,,,,,
09/03/12,Travel Agencies,1331.31,,,,,,,,,
09/03/12,Travel Agencies,625.22,,,,,,,,,
09/03/12,Travel Agencies,3408.73,,,,,,,,,
09/03/12,Travel Agencies,1756.83,,,,,,,,,
09/03/12,Travel Agencies,501.40,,,,,,,,,
09/03/12,Travel Agencies,937.21,,,,,,,,,
09/03/12,Travel Agencies,561.53,,,,,,,,,
12/03/12,Travel Agencies,945.45,,,,,,,,,
12/03/12,Travel Agencies,945.45,,,,,,,,,
12/03/12,Travel Agencies,876.63,,,,,,,,,
12/03/12,Travel Agencies,704.05,,,,,,,,,
12/03/12,Travel Agencies,704.05,,,,,,,,,
12/03/12,Travel Agencies,1098.40,,,,,,,,,
12/03/12,Travel Agencies,704.05,,,,,,,,,
12/03/12,Travel Agencies,704.05,,,,,,,,,
12/03/12,Travel Agencies,704.05,,,,,,,,,
12/03/12,Travel Agencies,704.05,,,,,,,,,
12/03/12,Travel Agencies,584.49,,,,,,,,,
12/03/12,Travel Agencies,2673.03,,,,,,,,,
12/03/12,Travel Agencies,512.00,,,,,,,,,
12/03/12,Travel Agencies,4899.11,,,,,,,,,
12/03/12,Travel Agencies,4832.73,,,,,,,,,
12/03/12,Travel Agencies,766.79,,,,,,,,,
12/03/12,Travel Agencies,1031.04,,,,,,,,,
12/03/12,Travel Agencies,1090.40,,,,,,,,,
12/03/12,Travel Agencies,723.58,,,,,,,,,
12/03/12,Travel Agencies,589.25,,,,,,,,,
12/03/12,Travel Agencies,853.73,,,,,,,,,
12/03/12,Travel Agencies,1918.33,,,,,,,,,
12/03/12,Travel Agencies,618.30,,,,,,,,,
12/03/12,Travel Agencies,4056.73,,,,,,,,,
12/03/12,Travel Agencies,4246.02,,,,,,,,,
12/03/12,Travel Agencies,4350.73,,,,,,,,,
12/03/12,Travel Agencies,4056.73,,,,,,,,,
12/03/12,Travel Agencies,3997.66,,,,,,,,,
12/03/12,Travel Agencies,3997.66,,,,,,,,,
12/03/12,Travel Agencies,1756.83,,,,,,,,,
12/03/12,Travel Agencies,720.43,,,,,,,,,
12/03/12,Travel Agencies,2645.73,,,,,,,,,
12/03/12,Travel Agencies,4070.18,,,,,,,,,
12/03/12,Travel Agencies,654.99,,,,,,,,,
12/03/12,Travel Agencies,1351.60,,,,,,,,,
12/03/12,Travel Agencies,2454.73,,,,,,,,,
12/03/12,Travel Agencies,-1597.70,,,,,,,,,
12/03/12,Travel Agencies,697.10,,,,,,,,,
12/03/12,Travel Agencies,704.05,,,,,,,,,
12/03/12,Travel Agencies,2792.83,,,,,,,,,
12/03/12,Travel Agencies,-13262.86,,,,,,,,,
13/03/12,Travel Agencies,2760.73,,,,,,,,,
13/03/12,Travel Agencies,1839.73,,,,,,,,,
13/03/12,Travel Agencies,2760.73,,,,,,,,,
13/03/12,Travel Agencies,2760.73,,,,,,,,,
13/03/12,Travel Agencies,539.71,,,,,,,,,
13/03/12,Travel Agencies,7079.13,,,,,,,,,
13/03/12,Travel Agencies,7079.13,,,,,,,,,
13/03/12,Travel Agencies,2466.33,,,,,,,,,
13/03/12,Travel Agencies,2085.50,,,,,,,,,
13/03/12,Travel Agencies,1449.80,,,,,,,,,
13/03/12,Travel Agencies,1715.13,,,,,,,,,
13/03/12,Travel Agencies,2118.90,,,,,,,,,
13/03/12,Travel Agencies,1715.13,,,,,,,,,
13/03/12,Travel Agencies,755.23,,,,,,,,,
13/03/12,Travel Agencies,588.70,,,,,,,,,
13/03/12,Travel Agencies,755.23,,,,,,,,,
13/03/12,Travel Agencies,588.70,,,,,,,,,
13/03/12,Travel Agencies,708.50,,,,,,,,,
13/03/12,Travel Agencies,755.23,,,,,,,,,
13/03/12,Travel Agencies,588.70,,,,,,,,,
13/03/12,Travel Agencies,588.70,,,,,,,,,
13/03/12,Travel Agencies,755.23,,,,,,,,,
13/03/12,Travel Agencies,2118.90,,,,,,,,,
13/03/12,Travel Agencies,1385.73,,,,,,,,,
13/03/12,Travel Agencies,2604.83,,,,,,,,,
13/03/12,Travel Agencies,2586.83,,,,,,,,,
13/03/12,Travel Agencies,2586.83,,,,,,,,,
13/03/12,Travel Agencies,1400.70,,,,,,,,,
13/03/12,Travel Agencies,1797.24,,,,,,,,,
13/03/12,Travel Agencies,1486.73,,,,,,,,,
13/03/12,Travel Agencies,510.20,,,,,,,,,
13/03/12,Travel Agencies,2104.40,,,,,,,,,
13/03/12,Travel Agencies,1587.73,,,,,,,,,
13/03/12,Travel Agencies,1129.30,,,,,,,,,
13/03/12,Travel Agencies,2861.86,,,,,,,,,
13/03/12,Travel Agencies,936.73,,,,,,,,,
13/03/12,Travel Agencies,1918.33,,,,,,,,,
13/03/12,Travel Agencies,4582.23,,,,,,,,,
13/03/12,Travel Agencies,7079.13,,,,,,,,,
13/03/12,Travel Agencies,4582.23,,,,,,,,,
13/03/12,Travel Agencies,4110.23,,,,,,,,,
13/03/12,Travel Agencies,7079.13,,,,,,,,,
13/03/12,Travel Agencies,3460.23,,,,,,,,,
13/03/12,Travel Agencies,7079.13,,,,,,,,,
13/03/12,Travel Agencies,2193.73,,,,,,,,,
13/03/12,Travel Agencies,1164.00,,,,,,,,,
13/03/12,Travel Agencies,1695.22,,,,,,,,,
13/03/12,Travel Agencies,1878.68,,,,,,,,,
13/03/12,Travel Agencies,667.73,,,,,,,,,
13/03/12,Travel Agencies,1673.33,,,,,,,,,
13/03/12,Travel Agencies,814.40,,,,,,,,,
13/03/12,Travel Agencies,1673.33,,,,,,,,,
13/03/12,Travel Agencies,1331.99,,,,,,,,,
13/03/12,Travel Agencies,1743.58,,,,,,,,,
13/03/12,Travel Agencies,1743.58,,,,,,,,,
13/03/12,Travel Agencies,3444.77,,,,,,,,,
13/03/12,Travel Agencies,585.99,,,,,,,,,
13/03/12,Travel Agencies,1224.64,,,,,,,,,
13/03/12,Travel Agencies,1064.58,,,,,,,,,
13/03/12,Travel Agencies,597.30,,,,,,,,,
13/03/12,Travel Agencies,5079.23,,,,,,,,,
13/03/12,Travel Agencies,1938.33,,,,,,,,,
13/03/12,Travel Agencies,926.20,,,,,,,,,
13/03/12,Travel Agencies,520.03,,,,,,,,,
13/03/12,Travel Agencies,600.03,,,,,,,,,
13/03/12,Travel Agencies,740.10,,,,,,,,,
13/03/12,Travel Agencies,740.10,,,,,,,,,
13/03/12,Travel Agencies,3561.42,,,,,,,,,
13/03/12,Travel Agencies,3561.42,,,,,,,,,
13/03/12,Travel Agencies,-1877.13,,,,,,,,,
13/03/12,Travel Agencies,-1877.13,,,,,,,,,
13/03/12,Travel Agencies,819.06,,,,,,,,,
13/03/12,Travel Agencies,2604.83,,,,,,,,,
13/03/12,Travel Agencies,2196.03,,,,,,,,,
13/03/12,Travel Agencies,543.20,,,,,,,,,
14/03/12,Travel Agencies,5530.00,,,,,,,,,
14/03/12,Travel Agencies,1079.22,,,,,,,,,
14/03/12,Travel Agencies,2062.57,,,,,,,,,
14/03/12,Travel Agencies,2189.43,,,,,,,,,
14/03/12,Travel Agencies,755.23,,,,,,,,,
14/03/12,Travel Agencies,2538.23,,,,,,,,,
14/03/12,Travel Agencies,642.73,,,,,,,,,
14/03/12,Travel Agencies,511.30,,,,,,,,,
14/03/12,Travel Agencies,1352.40,,,,,,,,,
14/03/12,Travel Agencies,2063.31,,,,,,,,,
14/03/12,Travel Agencies,509.95,,,,,,,,,
14/03/12,Travel Agencies,656.51,,,,,,,,,
14/03/12,Travel Agencies,1088.50,,,,,,,,,
14/03/12,Travel Agencies,1617.83,,,,,,,,,
14/03/12,Travel Agencies,694.47,,,,,,,,,
14/03/12,Travel Agencies,778.73,,,,,,,,,
14/03/12,Travel Agencies,2498.93,,,,,,,,,
14/03/12,Travel Agencies,4460.59,,,,,,,,,
14/03/12,Travel Agencies,718.49,,,,,,,,,
14/03/12,Travel Agencies,735.22,,,,,,,,,
14/03/12,Travel Agencies,3288.83,,,,,,,,,
14/03/12,Travel Agencies,752.59,,,,,,,,,
14/03/12,Travel Agencies,4460.59,,,,,,,,,
14/03/12,Travel Agencies,660.59,,,,,,,,,
14/03/12,Travel Agencies,1524.19,,,,,,,,,
14/03/12,Travel Agencies,1328.59,,,,,,,,,
14/03/12,Travel Agencies,1328.59,,,,,,,,,
14/03/12,Travel Agencies,1404.73,,,,,,,,,
14/03/12,Travel Agencies,2407.00,,,,,,,,,
14/03/12,Travel Agencies,1855.80,,,,,,,,,
14/03/12,Travel Agencies,1855.80,,,,,,,,,
14/03/12,Travel Agencies,-4460.59,,,,,,,,,
14/03/12,Travel Agencies,-1590.02,,,,,,,,,
14/03/12,Travel Agencies,-1590.02,,,,,,,,,
14/03/12,Travel Agencies,2520.00,,,,,,,,,
14/03/12,Travel Agencies,2760.73,,,,,,,,,
14/03/12,Travel Agencies,624.83,,,,,,,,,
15/03/12,Travel Agencies,1652.44,,,,,,,,,
15/03/12,Travel Agencies,756.79,,,,,,,,,
15/03/12,Travel Agencies,523.16,,,,,,,,,
15/03/12,Travel Agencies,-929.12,,,,,,,,,
15/03/12,Travel Agencies,642.73,,,,,,,,,
16/03/12,Travel Agencies,981.52,,,,,,,,,
16/03/12,Travel Agencies,1527.93,,,,,,,,,
16/03/12,Travel Agencies,769.70,,,,,,,,,
16/03/12,Travel Agencies,856.69,,,,,,,,,
16/03/12,Travel Agencies,1855.80,,,,,,,,,
16/03/12,Travel Agencies,2407.00,,,,,,,,,
16/03/12,Travel Agencies,1855.80,,,,,,,,,
16/03/12,Travel Agencies,838.20,,,,,,,,,
16/03/12,Travel Agencies,838.20,,,,,,,,,
16/03/12,Travel Agencies,4269.93,,,,,,,,,
16/03/12,Travel Agencies,4269.93,,,,,,,,,
16/03/12,Travel Agencies,4269.93,,,,,,,,,
16/03/12,Travel Agencies,838.20,,,,,,,,,
16/03/12,Travel Agencies,876.40,,,,,,,,,
16/03/12,Travel Agencies,2604.83,,,,,,,,,
16/03/12,Travel Agencies,2641.43,,,,,,,,,
16/03/12,Travel Agencies,2792.98,,,,,,,,,
16/03/12,Travel Agencies,5793.23,,,,,,,,,
16/03/12,Travel Agencies,1364.10,,,,,,,,,
16/03/12,Travel Agencies,-577.10,,,,,,,,,
19/03/12,Travel Agencies,1497.80,,,,,,,,,
19/03/12,Travel Agencies,501.70,,,,,,,,,
19/03/12,Travel Agencies,1005.79,,,,,,,,,
19/03/12,Travel Agencies,1005.79,,,,,,,,,
19/03/12,Travel Agencies,3171.23,,,,,,,,,
19/03/12,Travel Agencies,1943.06,,,,,,,,,
19/03/12,Travel Agencies,722.42,,,,,,,,,
19/03/12,Travel Agencies,654.40,,,,,,,,,
19/03/12,Travel Agencies,2288.83,,,,,,,,,
19/03/12,Travel Agencies,3946.09,,,,,,,,,
19/03/12,Travel Agencies,660.80,,,,,,,,,
19/03/12,Travel Agencies,1447.83,,,,,,,,,
19/03/12,Travel Agencies,858.73,,,,,,,,,
19/03/12,Travel Agencies,1635.49,,,,,,,,,
19/03/12,Travel Agencies,2934.55,,,,,,,,,
19/03/12,Travel Agencies,1348.60,,,,,,,,,
19/03/12,Travel Agencies,2832.98,,,,,,,,,
19/03/12,Travel Agencies,1500.33,,,,,,,,,
19/03/12,Travel Agencies,627.20,,,,,,,,,
19/03/12,Travel Agencies,892.10,,,,,,,,,
19/03/12,Travel Agencies,2546.53,,,,,,,,,
19/03/12,Travel Agencies,627.20,,,,,,,,,
19/03/12,Travel Agencies,2604.83,,,,,,,,,
19/03/12,Travel Agencies,2530.73,,,,,,,,,
19/03/12,Travel Agencies,908.42,,,,,,,,,
19/03/12,Travel Agencies,692.13,,,,,,,,,
19/03/12,Travel Agencies,1763.73,,,,,,,,,
19/03/12,Travel Agencies,4692.30,,,,,,,,,
19/03/12,Travel Agencies,4056.02,,,,,,,,,
19/03/12,Travel Agencies,1964.30,,,,,,,,,
19/03/12,Travel Agencies,4142.83,,,,,,,,,
19/03/12,Travel Agencies,4142.83,,,,,,,,,
19/03/12,Travel Agencies,1160.49,,,,,,,,,
19/03/12,Travel Agencies,602.33,,,,,,,,,
19/03/12,Travel Agencies,2369.21,,,,,,,,,
20/03/12,Travel Agencies,1732.69,,,,,,,,,
21/03/12,Travel Agencies,816.03,,,,,,,,,
21/03/12,Travel Agencies,1484.80,,,,,,,,,
21/03/12,Travel Agencies,911.10,,,,,,,,,
21/03/12,Travel Agencies,559.20,,,,,,,,,
21/03/12,Travel Agencies,619.80,,,,,,,,,
21/03/12,Travel Agencies,1142.13,,,,,,,,,
21/03/12,Travel Agencies,6017.77,,,,,,,,,
21/03/12,Travel Agencies,544.73,,,,,,,,,
21/03/12,Travel Agencies,626.42,,,,,,,,,
21/03/12,Travel Agencies,1584.73,,,,,,,,,
21/03/12,Travel Agencies,3166.15,,,,,,,,,
21/03/12,Travel Agencies,3166.15,,,,,,,,,
21/03/12,Travel Agencies,1469.73,,,,,,,,,
21/03/12,Travel Agencies,1958.60,,,,,,,,,
21/03/12,Travel Agencies,4799.49,,,,,,,,,
21/03/12,Travel Agencies,4799.49,,,,,,,,,
21/03/12,Travel Agencies,2406.73,,,,,,,,,
21/03/12,Travel Agencies,2406.73,,,,,,,,,
21/03/12,Travel Agencies,518.39,,,,,,,,,
21/03/12,Travel Agencies,622.22,,,,,,,,,
21/03/12,Travel Agencies,-1484.80,,,,,,,,,
21/03/12,Travel Agencies,1344.41,,,,,,,,,
21/03/12,Travel Agencies,1826.85,,,,,,,,,
21/03/12,Travel Agencies,-1344.41,,,,,,,,,
22/03/12,Travel Agencies,984.44,,,,,,,,,
22/03/12,Travel Agencies,1184.83,,,,,,,,,
22/03/12,Travel Agencies,1530.82,,,,,,,,,
22/03/12,Travel Agencies,6041.97,,,,,,,,,
22/03/12,Travel Agencies,748.40,,,,,,,,,
22/03/12,Travel Agencies,6041.97,,,,,,,,,
22/03/12,Travel Agencies,2754.02,,,,,,,,,
22/03/12,Travel Agencies,967.19,,,,,,,,,
22/03/12,Travel Agencies,1329.83,,,,,,,,,
22/03/12,Travel Agencies,855.53,,,,,,,,,
22/03/12,Travel Agencies,1714.10,,,,,,,,,
22/03/12,Travel Agencies,1187.40,,,,,,,,,
22/03/12,Travel Agencies,4497.49,,,,,,,,,
22/03/12,Travel Agencies,1714.10,,,,,,,,,
22/03/12,Travel Agencies,1187.40,,,,,,,,,
22/03/12,Travel Agencies,4497.49,,,,,,,,,
22/03/12,Travel Agencies,2250.63,,,,,,,,,
22/03/12,Travel Agencies,1327.13,,,,,,,,,
22/03/12,Travel Agencies,1153.89,,,,,,,,,
22/03/12,Travel Agencies,756.33,,,,,,,,,
22/03/12,Travel Agencies,1093.99,,,,,,,,,
22/03/12,Travel Agencies,1484.80,,,,,,,,,
22/03/12,Travel Agencies,1140.99,,,,,,,,,
22/03/12,Travel Agencies,823.99,,,,,,,,,
22/03/12,Travel Agencies,823.99,,,,,,,,,
22/03/12,Travel Agencies,567.30,,,,,,,,,
22/03/12,Travel Agencies,542.73,,,,,,,,,
22/03/12,Travel Agencies,542.73,,,,,,,,,
22/03/12,Travel Agencies,542.73,,,,,,,,,
22/03/12,Travel Agencies,781.64,,,,,,,,,
22/03/12,Travel Agencies,781.64,,,,,,,,,
22/03/12,Travel Agencies,605.00,,,,,,,,,
22/03/12,Travel Agencies,1359.13,,,,,,,,,
22/03/12,Travel Agencies,780.23,,,,,,,,,
22/03/12,Travel Agencies,776.69,,,,,,,,,
22/03/12,Travel Agencies,6085.97,,,,,,,,,
22/03/12,Travel Agencies,2234.56,,,,,,,,,
22/03/12,Travel Agencies,670.79,,,,,,,,,
22/03/12,Travel Agencies,1337.35,,,,,,,,,
22/03/12,Travel Agencies,536.13,,,,,,,,,
22/03/12,Travel Agencies,3083.79,,,,,,,,,
22/03/12,Travel Agencies,1103.93,,,,,,,,,
22/03/12,Travel Agencies,1438.99,,,,,,,,,
22/03/12,Travel Agencies,998.70,,,,,,,,,
22/03/12,Travel Agencies,-5864.57,,,,,,,,,
22/03/12,Travel Agencies,1045.52,,,,,,,,,
22/03/12,Travel Agencies,595.49,,,,,,,,,
22/03/12,Travel Agencies,667.43,,,,,,,,,
22/03/12,Travel Agencies,667.43,,,,,,,,,
22/03/12,Travel Agencies,2172.99,,,,,,,,,
22/03/12,Travel Agencies,2172.99,,,,,,,,,
22/03/12,Travel Agencies,2442.63,,,,,,,,,
23/03/12,Travel Agencies,2714.42,,,,,,,,,
23/03/12,Travel Agencies,1315.44,,,,,,,,,
23/03/12,Travel Agencies,976.63,,,,,,,,,
23/03/12,Travel Agencies,1294.82,,,,,,,,,
23/03/12,Travel Agencies,1156.00,,,,,,,,,
23/03/12,Travel Agencies,748.40,,,,,,,,,
23/03/12,Travel Agencies,684.20,,,,,,,,,
23/03/12,Travel Agencies,684.20,,,,,,,,,
23/03/12,Travel Agencies,748.40,,,,,,,,,
23/03/12,Travel Agencies,519.80,,,,,,,,,
23/03/12,Travel Agencies,748.40,,,,,,,,,
23/03/12,Travel Agencies,748.40,,,,,,,,,
23/03/12,Travel Agencies,519.80,,,,,,,,,
23/03/12,Travel Agencies,748.40,,,,,,,,,
23/03/12,Travel Agencies,880.70,,,,,,,,,
23/03/12,Travel Agencies,684.69,,,,,,,,,
23/03/12,Travel Agencies,1608.13,,,,,,,,,
23/03/12,Travel Agencies,2008.85,,,,,,,,,
23/03/12,Travel Agencies,948.71,,,,,,,,,
23/03/12,Travel Agencies,966.01,,,,,,,,,
23/03/12,Travel Agencies,1000.70,,,,,,,,,
26/03/12,Travel Agencies,6371.57,,,,,,,,,
26/03/12,Travel Agencies,6371.57,,,,,,,,,
26/03/12,Travel Agencies,-5888.77,,,,,,,,,
26/03/12,Travel Agencies,-5888.77,,,,,,,,,
26/03/12,Travel Agencies,6415.57,,,,,,,,,
26/03/12,Travel Agencies,8296.89,,,,,,,,,
26/03/12,Travel Agencies,6415.57,,,,,,,,,
26/03/12,Travel Agencies,6415.57,,,,,,,,,
26/03/12,Travel Agencies,6415.57,,,,,,,,,
26/03/12,Travel Agencies,6415.57,,,,,,,,,
26/03/12,Travel Agencies,6415.57,,,,,,,,,
26/03/12,Travel Agencies,1425.13,,,,,,,,,
26/03/12,Travel Agencies,3013.59,,,,,,,,,
26/03/12,Travel Agencies,1446.59,,,,,,,,,
26/03/12,Travel Agencies,1233.09,,,,,,,,,
26/03/12,Travel Agencies,891.69,,,,,,,,,
26/03/12,Travel Agencies,2158.83,,,,,,,,,
26/03/12,Travel Agencies,945.69,,,,,,,,,
26/03/12,Travel Agencies,1317.63,,,,,,,,,
26/03/12,Travel Agencies,519.85,,,,,,,,,
26/03/12,Travel Agencies,-2158.83,,,,,,,,,
26/03/12,Travel Agencies,-5756.57,,,,,,,,,
26/03/12,Travel Agencies,-5756.57,,,,,,,,,
26/03/12,Travel Agencies,-5756.57,,,,,,,,,
26/03/12,Travel Agencies,-5756.57,,,,,,,,,
26/03/12,Travel Agencies,-5756.57,,,,,,,,,
26/03/12,Travel Agencies,-5756.57,,,,,,,,,
26/03/12,Travel Agencies,-5932.77,,,,,,,,,
26/03/12,Travel Agencies,-2369.21,,,,,,,,,
26/03/12,Travel Agencies,1526.62,,,,,,,,,
26/03/12,Travel Agencies,4414.99,,,,,,,,,
27/03/12,Travel Agencies,1998.13,,,,,,,,,
28/03/12,Travel Agencies,3754.88,,,,,,,,,
28/03/12,Travel Agencies,544.69,,,,,,,,,
28/03/12,Travel Agencies,2240.34,,,,,,,,,
28/03/12,Travel Agencies,3179.28,,,,,,,,,
28/03/12,Travel Agencies,2158.83,,,,,,,,,
28/03/12,Travel Agencies,798.10,,,,,,,,,
28/03/12,Travel Agencies,987.69,,,,,,,,,
28/03/12,Travel Agencies,2748.79,,,,,,,,,
28/03/12,Travel Agencies,1075.79,,,,,,,,,
28/03/12,Travel Agencies,6155.61,,,,,,,,,
28/03/12,Travel Agencies,540.95,,,,,,,,,
28/03/12,Travel Agencies,540.95,,,,,,,,,
28/03/12,Travel Agencies,1377.97,,,,,,,,,
28/03/12,Travel Agencies,568.90,,,,,,,,,
28/03/12,Travel Agencies,1442.99,,,,,,,,,
28/03/12,Travel Agencies,2143.09,,,,,,,,,
28/03/12,Travel Agencies,714.00,,,,,,,,,
28/03/12,Travel Agencies,1442.99,,,,,,,,,
28/03/12,Travel Agencies,1442.99,,,,,,,,,
28/03/12,Travel Agencies,744.81,,,,,,,,,
28/03/12,Travel Agencies,859.73,,,,,,,,,
28/03/12,Travel Agencies,1454.20,,,,,,,,,
28/03/12,Travel Agencies,962.42,,,,,,,,,
28/03/12,Travel Agencies,622.65,,,,,,,,,
28/03/12,Travel Agencies,711.96,,,,,,,,,
28/03/12,Travel Agencies,590.96,,,,,,,,,
28/03/12,Travel Agencies,4183.95,,,,,,,,,
28/03/12,Travel Agencies,1039.57,,,,,,,,,
29/03/12,Travel Agencies,906.50,,,,,,,,,
29/03/12,Travel Agencies,4247.69,,,,,,,,,
29/03/12,Travel Agencies,2474.52,,,,,,,,,
29/03/12,Travel Agencies,2794.59,,,,,,,,,
29/03/12,Travel Agencies,2794.59,,,,,,,,,
29/03/12,Travel Agencies,757.70,,,,,,,,,
29/03/12,Travel Agencies,2474.52,,,,,,,,,
29/03/12,Travel Agencies,868.08,,,,,,,,,
29/03/12,Travel Agencies,1991.29,,,,,,,,,
29/03/12,Travel Agencies,839.13,,,,,,,,,
29/03/12,Travel Agencies,839.13,,,,,,,,,
29/03/12,Travel Agencies,838.83,,,,,,,,,
29/03/12,Travel Agencies,838.83,,,,,,,,,
29/03/12,Travel Agencies,684.20,,,,,,,,,
29/03/12,Travel Agencies,-839.13,,,,,,,,,
29/03/12,Travel Agencies,-838.83,,,,,,,,,
29/03/12,Travel Agencies,557.70,,,,,,,,,
29/03/12,Travel Agencies,4426.09,,,,,,,,,
29/03/12,Travel Agencies,521.12,,,,,,,,,
29/03/12,Travel Agencies,1568.12,,,,,,,,,
29/03/12,Travel Agencies,8312.89,,,,,,,,,
29/03/12,Travel Agencies,8312.89,,,,,,,,,
29/03/12,Travel Agencies,8312.89,,,,,,,,,
29/03/12,Travel Agencies,720.19,,,,,,,,,
29/03/12,Travel Agencies,1274.11,,,,,,,,,
29/03/12,Travel Agencies,1164.33,,,,,,,,,
29/03/12,Travel Agencies,584.59,,,,,,,,,
29/03/12,Travel Agencies,729.19,,,,,,,,,
29/03/12,Travel Agencies,647.68,,,,,,,,,
29/03/12,Travel Agencies,1213.94,,,,,,,,,
29/03/12,Travel Agencies,913.00,,,,,,,,,
29/03/12,Travel Agencies,1213.94,,,,,,,,,
29/03/12,Travel Agencies,699.73,,,,,,,,,
29/03/12,Travel Agencies,1815.89,,,,,,,,,
29/03/12,Travel Agencies,3770.59,,,,,,,,,
29/03/12,Travel Agencies,1524.43,,,,,,,,,
29/03/12,Travel Agencies,1958.09,,,,,,,,,
29/03/12,Travel Agencies,2032.06,,,,,,,,,
29/03/12,Travel Agencies,967.19,,,,,,,,,
