Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (�) ,VAT Registration Number
FCO,FCO,21-Oct-11,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP - NON POE,9000011,"1,355.62",
FCO,FCO,21-Oct-11,FM Interserve BES Maintenance,#N/A,ISS FACILITY SERVICES LTD FCO OP - NON POE,9000011,94.9,
FCO,FCO,21-Oct-11,FM Interserve Cleaning,#N/A,ISS FACILITY SERVICES LTD FCO OP - NON POE,9000011,13.56,
FCO,FCO,21-Oct-11,FM Interserve Cleaning,#N/A,ISS FACILITY SERVICES LTD FCO OP - NON POE,9000011,0.95,
FCO,FCO,21-Oct-11,Construction Project more than £10k,#N/A,ISS FACILITY SERVICES LTD FCO OP - NON POE,9000011,"49,552.00",
FCO,FCO,21-Oct-11,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - NON POE,9000011,"3,813.99",
FCO,FCO,21-Oct-11,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - NON POE,9000011,0.01,
FCO,FCO,21-Oct-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,"5,251.36",
FCO,FCO,21-Oct-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,127.03,
FCO,FCO,21-Oct-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,696.6,
FCO,FCO,21-Oct-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,"51,524.00",
FCO,FCO,21-Oct-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,297.49,
FCO,FCO,21-Oct-11,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,135.22,
FCO,FCO,21-Oct-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,"1,352.22",
FCO,FCO,21-Oct-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,811.33,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,"6,720.10",
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,572.85,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,484.91,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,8.2,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000015,24.59,
FCO,FCO,21-Oct-11,Rates Taxes Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"4,146.62",
FCO,FCO,21-Oct-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"10,075.72",
FCO,FCO,21-Oct-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,908.75,
FCO,FCO,21-Oct-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,38.47,
FCO,FCO,21-Oct-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"11,181.11",
FCO,FCO,21-Oct-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"1,019.80",
FCO,FCO,21-Oct-11,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,38.08,
FCO,FCO,21-Oct-11,Fuel Oil Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,647.31,
FCO,FCO,21-Oct-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"2,846.25",
FCO,FCO,21-Oct-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,709.77,
FCO,FCO,21-Oct-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"3,819.26",
FCO,FCO,21-Oct-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"-3,819.26",
FCO,FCO,21-Oct-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,-709.77,
FCO,FCO,21-Oct-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"-2,846.25",
FCO,FCO,21-Oct-11,Fuel Oil Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,-647.31,
FCO,FCO,21-Oct-11,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,-38.08,
FCO,FCO,21-Oct-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"-1,019.80",
FCO,FCO,21-Oct-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"-11,181.11",
FCO,FCO,21-Oct-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,-38.47,
FCO,FCO,21-Oct-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,-908.75,
FCO,FCO,21-Oct-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"-10,075.72",
FCO,FCO,21-Oct-11,Rates Taxes Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"-4,146.62",
FCO,FCO,21-Oct-11,Rates Taxes Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"6,497.69",
FCO,FCO,21-Oct-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"9,730.99",
FCO,FCO,21-Oct-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,865.1,
FCO,FCO,21-Oct-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,38.47,
FCO,FCO,21-Oct-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,303.51,
FCO,FCO,21-Oct-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"11,181.11",
FCO,FCO,21-Oct-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"1,019.79",
FCO,FCO,21-Oct-11,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,38.08,
FCO,FCO,21-Oct-11,Fuel Oil Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,647.32,
FCO,FCO,21-Oct-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"2,846.25",
FCO,FCO,21-Oct-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,389.02,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,213.97,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,28.44,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,8.62,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,130.77,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,15.21,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,8.62,
FCO,FCO,21-Oct-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,"3,819.26",
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,-8.62,
FCO,FCO,21-Oct-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,ISS FACILITY SERVICES LTD FCO OP - POE,9000017,8.62,
FCO,FCO,21-Oct-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,785.86,
FCO,FCO,21-Oct-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,53.16,
FCO,FCO,21-Oct-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,201.09,
FCO,FCO,21-Oct-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,"2,369.13",
FCO,FCO,21-Oct-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,300.47,
FCO,FCO,21-Oct-11,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,23.11,
FCO,FCO,21-Oct-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,574.65,
FCO,FCO,21-Oct-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,423.88,
FCO,FCO,21-Oct-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,4.04,
FCO,FCO,21-Oct-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,-4.04,
FCO,FCO,21-Oct-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,-423.88,
FCO,FCO,21-Oct-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,-574.65,
FCO,FCO,21-Oct-11,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,-23.11,
FCO,FCO,21-Oct-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,-300.47,
FCO,FCO,21-Oct-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,"-2,369.13",
FCO,FCO,21-Oct-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,-201.09,
FCO,FCO,21-Oct-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,-53.16,
FCO,FCO,21-Oct-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,-785.86,
FCO,FCO,21-Oct-11,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,785.86,
FCO,FCO,21-Oct-11,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,53.16,
FCO,FCO,21-Oct-11,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,201.09,
FCO,FCO,21-Oct-11,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,"2,369.13",
FCO,FCO,21-Oct-11,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,300.47,
FCO,FCO,21-Oct-11,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,23.11,
FCO,FCO,21-Oct-11,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,574.65,
FCO,FCO,21-Oct-11,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,423.88,
FCO,FCO,21-Oct-11,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000018,4.04,
FCO,FCO,14-Oct-11,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,UNDP BIH,1028254,"42,750.00",
FCO,FCO,18-Oct-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,BERGHOF FOUNDATION FOR PEACE SUPPORT GEMEINN GMBH,5000086,"38,300.00",
FCO,FCO,28-Oct-11,Construction Project more than £10k,#N/A,LEIF M. JENSEN A/S (LMJ),1016982,"87,446.88",
FCO,FCO,07-Oct-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1027662,"27,355.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"12,000.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"8,000.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,126,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,72,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"1,466.00",
FCO,FCO,17-Oct-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ASHRIDGE MANAGEMENT COLLEGE,1028263,"4,336.40",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"-12,000.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"-8,000.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-126,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-72,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"-1,466.00",
FCO,FCO,17-Oct-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ASHRIDGE MANAGEMENT COLLEGE,1028263,"-4,336.40",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"12,000.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"8,000.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,126,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,72,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"1,466.00",
FCO,FCO,17-Oct-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ASHRIDGE MANAGEMENT COLLEGE,1028263,"4,390.40",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-126,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,126,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,144,
FCO,FCO,17-Oct-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ASHRIDGE MANAGEMENT COLLEGE,1028263,-82.8,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"-1,466.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"1,466.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"-1,466.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-126,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-72,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"-8,000.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"-12,000.00",
FCO,FCO,17-Oct-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ASHRIDGE MANAGEMENT COLLEGE,1028263,"-4,307.60",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"12,000.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"8,000.00",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,126,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,72,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,"1,466.00",
FCO,FCO,17-Oct-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,ASHRIDGE MANAGEMENT COLLEGE,1028263,"4,336.40",
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-126,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,-144,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,124,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,128,
FCO,FCO,17-Oct-11,Training Courses,DG CHANGE & DELIVERY,ASHRIDGE MANAGEMENT COLLEGE,1028263,18,
FCO,FCO,17-Oct-11,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,BRIGHT HORIZONS FAMILY SOLUTION LTD,1028267,"41,619.66",
FCO,FCO,11-Oct-11,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1027802,"112,301.98",
FCO,FCO,11-Oct-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1027802,"22,460.40",
FCO,FCO,18-Oct-11,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1028384,"24,657.60",
FCO,FCO,18-Oct-11,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1028384,"4,931.52",
FCO,FCO,19-Oct-11,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1028564,"19,886.00",
FCO,FCO,19-Oct-11,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1028564,"2,390.00",
FCO,FCO,19-Oct-11,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1028564,338,
FCO,FCO,19-Oct-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1028564,"4,522.80",
FCO,FCO,19-Oct-11,Estates Management Services,DG CHANGE & DELIVERY,CAPGEMINI  UK PLC,1028564,"-19,886.00",
