Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Ministry of Defence,Ministry of Defence,13/05/2010,Fees for professional services,Land Forces,A.A. SECURITIES LIMITED,633211,28362.88
Ministry of Defence,Ministry of Defence,12/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,632430,142.05
Ministry of Defence,Ministry of Defence,12/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,632430,581.38
Ministry of Defence,Ministry of Defence,12/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,632430,6159.25
Ministry of Defence,Ministry of Defence,12/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,632430,13268.69
Ministry of Defence,Ministry of Defence,12/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,632430,160.97
Ministry of Defence,Ministry of Defence,13/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,633214,10037.73
Ministry of Defence,Ministry of Defence,13/05/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,633214,3726.01
Ministry of Defence,Ministry of Defence,13/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,633214,2465.66
Ministry of Defence,Ministry of Defence,13/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,633214,27446.35
Ministry of Defence,Ministry of Defence,13/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,633214,75819.54
Ministry of Defence,Ministry of Defence,13/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,633214,4081.08
Ministry of Defence,Ministry of Defence,14/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,633944,5608.93
Ministry of Defence,Ministry of Defence,14/05/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,633944,1011.60
Ministry of Defence,Ministry of Defence,14/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,633944,1468.70
Ministry of Defence,Ministry of Defence,14/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,633944,9830.59
Ministry of Defence,Ministry of Defence,14/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,633944,48929.94
Ministry of Defence,Ministry of Defence,14/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,633944,1312.68
Ministry of Defence,Ministry of Defence,17/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,634735,5954.77
Ministry of Defence,Ministry of Defence,17/05/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,634735,1516.19
Ministry of Defence,Ministry of Defence,17/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,634735,238.06
Ministry of Defence,Ministry of Defence,17/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,634735,11479.32
Ministry of Defence,Ministry of Defence,17/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,634735,46071.30
Ministry of Defence,Ministry of Defence,17/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,634735,3003.79
Ministry of Defence,Ministry of Defence,18/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,635479,5515.86
Ministry of Defence,Ministry of Defence,18/05/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,635479,481.64
Ministry of Defence,Ministry of Defence,18/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,635479,1159.93
Ministry of Defence,Ministry of Defence,18/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,635479,12920.16
Ministry of Defence,Ministry of Defence,18/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,635479,13991.89
Ministry of Defence,Ministry of Defence,18/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,635479,823.89
Ministry of Defence,Ministry of Defence,19/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,636147,704.42
Ministry of Defence,Ministry of Defence,19/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,636147,11987.21
Ministry of Defence,Ministry of Defence,19/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,636147,14264.96
Ministry of Defence,Ministry of Defence,19/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,636147,1054.44
Ministry of Defence,Ministry of Defence,20/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,636889,5009.85
Ministry of Defence,Ministry of Defence,20/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,636889,101.20
Ministry of Defence,Ministry of Defence,20/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,636889,13987.32
Ministry of Defence,Ministry of Defence,20/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,636889,23500.01
Ministry of Defence,Ministry of Defence,20/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,636889,5335.38
Ministry of Defence,Ministry of Defence,21/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,637542,2767.08
Ministry of Defence,Ministry of Defence,21/05/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,637542,2004.53
Ministry of Defence,Ministry of Defence,21/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,637542,424.75
Ministry of Defence,Ministry of Defence,21/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,637542,8268.16
Ministry of Defence,Ministry of Defence,21/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,637542,29773.73
Ministry of Defence,Ministry of Defence,21/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,637542,1590.40
Ministry of Defence,Ministry of Defence,25/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,639714,6646.41
Ministry of Defence,Ministry of Defence,25/05/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,639714,1537.70
Ministry of Defence,Ministry of Defence,25/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,639714,705.36
Ministry of Defence,Ministry of Defence,25/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,639714,21424.60
Ministry of Defence,Ministry of Defence,25/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,639714,43627.29
Ministry of Defence,Ministry of Defence,25/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,639714,437.88
Ministry of Defence,Ministry of Defence,26/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,640418,940.93
Ministry of Defence,Ministry of Defence,26/05/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,640418,59.59
Ministry of Defence,Ministry of Defence,26/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,640418,419.89
Ministry of Defence,Ministry of Defence,26/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,640418,11880.58
Ministry of Defence,Ministry of Defence,26/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,640418,62565.07
Ministry of Defence,Ministry of Defence,26/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,640418,1519.65
Ministry of Defence,Ministry of Defence,27/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,641216,260.10
Ministry of Defence,Ministry of Defence,27/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,641216,5399.69
Ministry of Defence,Ministry of Defence,27/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,641216,565.97
Ministry of Defence,Ministry of Defence,27/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,641216,9337.06
Ministry of Defence,Ministry of Defence,27/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,641216,28759.27
Ministry of Defence,Ministry of Defence,27/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,641216,4387.18
Ministry of Defence,Ministry of Defence,28/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,641883,237.13
Ministry of Defence,Ministry of Defence,28/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,641883,827.48
Ministry of Defence,Ministry of Defence,28/05/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,641883,14776.80
Ministry of Defence,Ministry of Defence,28/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,641883,8744.73
Ministry of Defence,Ministry of Defence,28/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,641883,953.81
Ministry of Defence,Ministry of Defence,26/05/2010,Rent and rates,Defence Estates,ACIS GROUP LIMITED,640424,28440.00
Ministry of Defence,Ministry of Defence,20/05/2010,Design services and minor equipment purchases,Air Command,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,636896,-1223.00
Ministry of Defence,Ministry of Defence,12/05/2010,Design services and minor equipment purchases,Central TLB,AGFA HEALTHCARE UK LIMITED,632447,99120.06
Ministry of Defence,Met Office,21/05/2010,Plant And Equipment,Chief Financial Officer,Agt  Electrical ( Exeter ) Limited,293048,38195.00
Ministry of Defence,Ministry of Defence,27/05/2010,IT and communication services,Land Forces,AIRWAVE SOLUTIONS LIMITED,641229,541287.97
Ministry of Defence,Ministry of Defence,31/05/2010,Estates - Equipment/Works,Defence Estate - SSG,ALAN DURKAN & SONS              ,PMT - 034,44534.26
Ministry of Defence,Defence Science and Technology Laboratory,14/05/2010,Materials & Equipment,Operations,ALCOA EUROPE LIMITED,V - 9000122823 - 00078610,36252.60
Ministry of Defence,Ministry of Defence,19/05/2010,Medical treatment & stores and welfare services.,Central TLB,ALLIANCE MEDICAL LIMITED,636164,50517.50
Ministry of Defence,Ministry of Defence,25/05/2010,General services and support,Land Forces,AMPLIVOX LTD,639737,27956.89
Ministry of Defence,Ministry of Defence,14/05/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ANNE KLEPS,5000034935,24188.69
Ministry of Defence,United Kingdom Hydrographic Office,24/05/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton Group,5100077865,37330.84
Ministry of Defence,Ministry of Defence,26/05/2010,Rent and rates,Defence Equipment & Support,AQUA COLDHARBOUR PARTNERSHIP LLP,640451,38628.13
Ministry of Defence,Ministry of Defence,12/05/2010,Estate management,Air Command,ARAMARK LTD,632469,17371.26
Ministry of Defence,Ministry of Defence,12/05/2010,Food and clothing,Land Forces,ARAMARK LTD,632469,55202.16
Ministry of Defence,Ministry of Defence,17/05/2010,Building maintenance and accommodation stores,Land Forces,ARAMARK LTD,634761,232.60
Ministry of Defence,Ministry of Defence,17/05/2010,Food and clothing,Land Forces,ARAMARK LTD,634761,122.66
Ministry of Defence,Ministry of Defence,19/05/2010,Payments on behalf of Defence Support Group,Central TLB,ARAMARK LTD,636174,843.17
Ministry of Defence,Ministry of Defence,19/05/2010,Estate management,Defence Estates,ARAMARK LTD,636174,3740.68
Ministry of Defence,Ministry of Defence,19/05/2010,Estate management,Air Command,ARAMARK LTD,636174,25455.38
Ministry of Defence,Ministry of Defence,19/05/2010,Estate management,Land Forces,ARAMARK LTD,636174,104374.34
Ministry of Defence,Ministry of Defence,19/05/2010,Food and clothing,Air Command,ARAMARK LTD,636174,4212.11
Ministry of Defence,Ministry of Defence,19/05/2010,Food and clothing,Land Forces,ARAMARK LTD,636174,377805.31
Ministry of Defence,Ministry of Defence,19/05/2010,"Transporation of personnel, freight and travel expenses",Navy Command,ARAMARK LTD,636174,70.06
Ministry of Defence,Ministry of Defence,20/05/2010,Estate management,Air Command,ARAMARK LTD,636920,27105.30
Ministry of Defence,Ministry of Defence,20/05/2010,Estate management,Land Forces,ARAMARK LTD,636920,38631.92
Ministry of Defence,Ministry of Defence,20/05/2010,Food and clothing,Land Forces,ARAMARK LTD,636920,45340.98
Ministry of Defence,Ministry of Defence,24/05/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,638427,776.85
Ministry of Defence,Ministry of Defence,24/05/2010,Estate management,Central TLB,ARAMARK LTD,638427,362.13
Ministry of Defence,Ministry of Defence,24/05/2010,Estate management,Air Command,ARAMARK LTD,638427,78152.94
Ministry of Defence,Ministry of Defence,24/05/2010,Estate management,Land Forces,ARAMARK LTD,638427,299791.65
Ministry of Defence,Ministry of Defence,24/05/2010,Food and clothing,Air Command,ARAMARK LTD,638427,118922.08
Ministry of Defence,Ministry of Defence,24/05/2010,Food and clothing,Land Forces,ARAMARK LTD,638427,666470.82
Ministry of Defence,Ministry of Defence,25/05/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,639745,103781.85
Ministry of Defence,Ministry of Defence,25/05/2010,Estate management,Land Forces,ARAMARK LTD,639745,94061.24
Ministry of Defence,Ministry of Defence,21/05/2010,Rent and rates,Defence Estates,ARGYLL & BUTE COUNCIL,637573,69411.10
Ministry of Defence,Ministry of Defence,27/05/2010,Externally delivered education and training.,Land Forces,ARMY CATERING TRAINING TRUST,641249,65473.48
Ministry of Defence,Ministry of Defence,19/05/2010,Design services and minor equipment purchases,Land Forces,ARMY PARACHUTE AIRCRAFT COMPANY LIMITED,636176,22652.42
Ministry of Defence,Ministry of Defence,12/05/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,632471,7457.17
Ministry of Defence,Ministry of Defence,12/05/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,632471,37657.45
Ministry of Defence,Ministry of Defence,12/05/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,632471,20472.88
Ministry of Defence,Ministry of Defence,12/05/2010,Fuel for military use,Central TLB,ARVAL UK LTD,632471,48440.19
Ministry of Defence,Ministry of Defence,12/05/2010,Fuel for military use,Air Command,ARVAL UK LTD,632471,84446.61
Ministry of Defence,Ministry of Defence,12/05/2010,Fuel for military use,Land Forces,ARVAL UK LTD,632471,446194.26
Ministry of Defence,Ministry of Defence,12/05/2010,Fuel for military use,Navy Command,ARVAL UK LTD,632471,53822.59
Ministry of Defence,Ministry of Defence,25/05/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,639749,7496.48
Ministry of Defence,Ministry of Defence,25/05/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,639749,42894.89
Ministry of Defence,Ministry of Defence,25/05/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,639749,15724.73
Ministry of Defence,Ministry of Defence,25/05/2010,Fuel for military use,Central TLB,ARVAL UK LTD,639749,54477.29
Ministry of Defence,Ministry of Defence,25/05/2010,Fuel for military use,Air Command,ARVAL UK LTD,639749,97153.00
Ministry of Defence,Ministry of Defence,25/05/2010,Fuel for military use,Land Forces,ARVAL UK LTD,639749,498030.30
Ministry of Defence,Ministry of Defence,25/05/2010,Fuel for military use,Navy Command,ARVAL UK LTD,639749,57876.16
Ministry of Defence,Ministry of Defence,25/05/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,639749,39902.53
Ministry of Defence,Ministry of Defence,26/05/2010,Rent and rates,Land Forces,ASHLEY MANAGEMENT LIMITED,640456,30109.38
Ministry of Defence,Ministry of Defence,13/05/2010,Purchase of buildings and military equipment ,Land Forces,ASPIRE DEFENCE LIMITED,633244,-70.42
Ministry of Defence,Ministry of Defence,13/05/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,633244,104872.82
Ministry of Defence,Ministry of Defence,14/05/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,633976,294257.56
Ministry of Defence,Ministry of Defence,19/05/2010,Payments made in advance,Land Forces,ASPIRE DEFENCE LIMITED,636179,3152518.32
Ministry of Defence,Ministry of Defence,19/05/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,636179,24531.73
Ministry of Defence,Ministry of Defence,20/05/2010,Estate management,Defence Estates,ASPIRE DEFENCE LIMITED,636922,153.41
Ministry of Defence,Ministry of Defence,20/05/2010,Estate management,Central TLB,ASPIRE DEFENCE LIMITED,636922,5082.02
Ministry of Defence,Ministry of Defence,20/05/2010,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,636922,314882.87
Ministry of Defence,Ministry of Defence,20/05/2010,IT and communication services,Land Forces,ASPIRE DEFENCE LIMITED,636922,6622.63
Ministry of Defence,Ministry of Defence,20/05/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,636922,95966.04
Ministry of Defence,Ministry of Defence,21/05/2010,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,637577,5215.42
Ministry of Defence,Ministry of Defence,21/05/2010,Miscellaneous Administration Costs,Command Joint Operations,ASPIRE DEFENCE LIMITED,637577,944.65
Ministry of Defence,Ministry of Defence,21/05/2010,Miscellaneous Administration Costs,Land Forces,ASPIRE DEFENCE LIMITED,637577,2476.82
Ministry of Defence,Ministry of Defence,21/05/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,637577,16698449.19
Ministry of Defence,Ministry of Defence,21/05/2010,Design services and minor equipment purchases,Land Forces,ASPIRE DEFENCE LIMITED,637577,2085.60
Ministry of Defence,Defence Science and Technology Laboratory,28/05/2010,Professional Services,Corporate,ATKINSADVANTAGE TECHNICAL CONSULTING LIMITED,V - 9000123305 - 00082010,38500.68
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Sub Contracted Work,Operations,ATLAS ELEKTRONIK UK LIMITED,V - 9000123107 - 00078773,26000.00
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Sub Contracted Work,Operations,ATLAS ELEKTRONIK UK LIMITED,V - 9000123107 - 00078776,38000.00
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Sub Contracted Work,Operations,ATLAS ELEKTRONIK UK LIMITED,V - 9000123107 - 00078842,24630.00
Ministry of Defence,Defence Science and Technology Laboratory,28/05/2010,Sub Contracted Work,Operations,AUBURN UNIVERSITY,V - 0000000410 - 00082087,115644.06
Ministry of Defence,Ministry of Defence,14/05/2010,Estate management,Defence Estates,AVENANCE PLC,633983,24.02
Ministry of Defence,Ministry of Defence,14/05/2010,Estate management,Air Command,AVENANCE PLC,633983,230.79
Ministry of Defence,Ministry of Defence,14/05/2010,Estate management,Land Forces,AVENANCE PLC,633983,92689.08
Ministry of Defence,Ministry of Defence,14/05/2010,Food and clothing,Land Forces,AVENANCE PLC,633983,297490.75
Ministry of Defence,Ministry of Defence,21/05/2010,Estate management,Air Command,AVENANCE PLC,637581,15939.39
Ministry of Defence,Ministry of Defence,21/05/2010,Estate management,Land Forces,AVENANCE PLC,637581,122463.74
Ministry of Defence,Ministry of Defence,21/05/2010,Food and clothing,Air Command,AVENANCE PLC,637581,39487.57
Ministry of Defence,Ministry of Defence,21/05/2010,Food and clothing,Land Forces,AVENANCE PLC,637581,178695.74
Ministry of Defence,Ministry of Defence,24/05/2010,Estate management,Defence Estates,AVENANCE PLC,638435,208.35
Ministry of Defence,Ministry of Defence,24/05/2010,Estate management,Air Command,AVENANCE PLC,638435,75642.84
Ministry of Defence,Ministry of Defence,24/05/2010,Estate management,Land Forces,AVENANCE PLC,638435,107464.35
Ministry of Defence,Ministry of Defence,24/05/2010,Food and clothing,Air Command,AVENANCE PLC,638435,143891.04
Ministry of Defence,Ministry of Defence,24/05/2010,Food and clothing,Land Forces,AVENANCE PLC,638435,269102.40
Ministry of Defence,Ministry of Defence,28/05/2010,Estate management,Air Command,AVENANCE PLC,641927,-7209.44
Ministry of Defence,Ministry of Defence,28/05/2010,Estate management,Land Forces,AVENANCE PLC,641927,24276.04
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Sub Contracted Work,Programme Office,AWE,V - 9000123001 - 00079941,93148.38
Ministry of Defence,Ministry of Defence,27/05/2010,Insurance,Central TLB,AXA CORPORATE SOLUTIONS SERVICES UK LTD,641263,54623.71
Ministry of Defence,Ministry of Defence,21/05/2010,Rent and rates,Defence Estates,AYLESBURY VALE DISTRICT COUNCIL,637584,64054.83
Ministry of Defence,Ministry of Defence,24/05/2010,Estate management,Defence Estates,BABCOCK DYNCORP LIMITED,638439,2205251.16
Ministry of Defence,Ministry of Defence,25/05/2010,Estate management,Defence Estates,BABCOCK DYNCORP LIMITED,639767,1033247.48
Ministry of Defence,Ministry of Defence,14/05/2010,Rent and rates,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,633990,6990.77
Ministry of Defence,Ministry of Defence,18/05/2010,Estate management,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,635518,750052.88
Ministry of Defence,Ministry of Defence,12/05/2010,Externally delivered education and training.,Navy Command,BABCOCK SUPPORT SERVICES LIMITED,632485,1155.47
Ministry of Defence,Ministry of Defence,12/05/2010,Design services and minor equipment purchases,Air Command,BABCOCK SUPPORT SERVICES LIMITED,632485,109750.25
Ministry of Defence,Ministry of Defence,21/05/2010,Rent and rates,Defence Estates,BABERGH DISTRICT COUNCIL,637591,33501.75
Ministry of Defence,United Kingdom Hydrographic Office,27/05/2010,SDRA Productionisation - Start Up,Print & Supply,BAE Systems,5100077964,61131.34
Ministry of Defence,Defence Science and Technology Laboratory,14/05/2010,Sub Contracted Work,Operations,BAE SYSTEMS (OPERATIONS) LIMITED,V - 9000122740 - 00080571,55000.00
Ministry of Defence,Ministry of Defence,19/05/2010,Design services and minor equipment purchases,Air Command,BAE SYSTEMS (OPERATIONS) LIMITED,636198,134888.30
Ministry of Defence,Ministry of Defence,19/05/2010,General services and support,Central TLB,BAE SYSTEMS SURFACE SHIPS PORTSMOUTH LIMITED,636203,5839.69
Ministry of Defence,Ministry of Defence,18/05/2010,Rent and rates,Central TLB,BAKER & MCKENZIE LLP,635533,1225950.00
Ministry of Defence,Ministry of Defence,25/05/2010,Rent and rates,Land Forces,BAMFORDS TRUST PLC,639783,51773.44
Ministry of Defence,Ministry of Defence,12/05/2010,Property leases,Defence Estates,BANNOCKBURN HOMES LIMITED,632497,285701.63
Ministry of Defence,Defence Support Group,19/05/2010,GPC Control,Corporate,BARCLAYCARD,000000426414,111662.41
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,IT Hardware,Operations,BARCLAYCARD,G - 9000123135 - 00082571,71.98
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,IT Software,Operations,BARCLAYCARD,G - 9000123135 - 00082571,150.00
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Security Costs,Infrastructure,BARCLAYCARD,G - 9000123135 - 00082571,130.00
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Staff Training,Corporate,BARCLAYCARD,G - 9000123135 - 00082571,2000.00
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Staff Training,Operations,BARCLAYCARD,G - 9000123135 - 00082571,22617.52
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Staff Training,Infrastructure,BARCLAYCARD,G - 9000123135 - 00082571,7948.02
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Staff Training,Programme Office,BARCLAYCARD,G - 9000123135 - 00082571,821.13
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Energy & Utility,Operations,BARCLAYCARD,G - 9000123135 - 00082571,525.41
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Energy & Utility,Infrastructure,BARCLAYCARD,G - 9000123135 - 00082571,37.34
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Sub Contracted Work,Operations,BARCLAYCARD,G - 9000123135 - 00082571,232.40
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Consumable Materials,Corporate,BARCLAYCARD,G - 9000123135 - 00082570,17432.83
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Consumable Materials,Corporate,BARCLAYCARD,G - 9000123135 - 00082571,593.22
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Consumable Materials,Operations,BARCLAYCARD,G - 9000123135 - 00082570,268.57
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Consumable Materials,Operations,BARCLAYCARD,G - 9000123135 - 00082571,17719.26
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Consumable Materials,Infrastructure,BARCLAYCARD,G - 9000123135 - 00082571,242.80
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Fees & Subscriptions,Operations,BARCLAYCARD,G - 9000123135 - 00082571,102.30
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Travel & Subsistence,Operations,BARCLAYCARD,G - 9000123135 - 00082570,3496.49
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Travel & Subsistence,Operations,BARCLAYCARD,G - 9000123135 - 00082571,4338.72
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Travel & Subsistence,Infrastructure,BARCLAYCARD,G - 9000123135 - 00082570,8209.61
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Local Authority Rates,Operations,BARCLAYCARD,G - 9000123135 - 00082571,1316.86
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Materials & Equipment,Operations,BARCLAYCARD,G - 9000123135 - 00082571,73433.03
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Materials & Equipment,Programme Office,BARCLAYCARD,G - 9000123135 - 00082571,3382.27
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Professional Services,Operations,BARCLAYCARD,G - 9000123135 - 00082571,7665.39
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Professional Services,Infrastructure,BARCLAYCARD,G - 9000123135 - 00082571,8518.75
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Repairs & Maintenance,Operations,BARCLAYCARD,G - 9000123135 - 00082571,96.39
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Staff Recruitment Costs,Corporate,BARCLAYCARD,G - 9000123135 - 00082571,645.20
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Fixtures & Fittings costs,Operations,BARCLAYCARD,G - 9000123135 - 00082571,466.60
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Publications/Subscriptions,Corporate,BARCLAYCARD,G - 9000123135 - 00082571,117.33
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Publications/Subscriptions,Operations,BARCLAYCARD,G - 9000123135 - 00082571,689.74
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Publications/Subscriptions,Infrastructure,BARCLAYCARD,G - 9000123135 - 00082571,51821.81
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Other Services & Office costs,Corporate,BARCLAYCARD,G - 9000123135 - 00082570,1439.37
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Other Services & Office costs,Corporate,BARCLAYCARD,G - 9000123135 - 00082571,643.90
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Other Services & Office costs,Operations,BARCLAYCARD,G - 9000123135 - 00082570,8176.19
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Other Services & Office costs,Operations,BARCLAYCARD,G - 9000123135 - 00082571,11279.28
