Parent Department,Organisation,Unit,Reporting SCS/Mil post reference,Grade,Payscale Minimum,Payscale Maximum,Generic job title,Number of such posts in FTE,Notes
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,1058619 CJO,OF4,,,,1,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF3,,,,1,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR6,,,,2,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR4,,,,1,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,1058623 COS OPS,OF3,,,,1,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR6,,,,1,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR4,,,,1,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,E1,,,,1,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,1592539 COS JWD,OF5,,,,2,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF4,,,,8,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF3,,,,5,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF2,,,,8,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR9,,,,2,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR8,,,,2,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR7,,,,11,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR6,,,,13,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR4,,,,11,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR3,,,,3,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR2,,,,9,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR1,,,,6,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,C1,,,,1,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,C2,,,,7,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,D,,,,3,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,E1,,,,6,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,E2,,,,1,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,00094472 CMD SEC,OF3,,,,1, 
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,E1,,,,1,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,1617367 ACOS J1/4,OF5,,,,4,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF4,,,,15,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF3,,,,29,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF2,,,,8,
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR9,,,,2
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR7,,,,2
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR6,,,,3
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR4,,,,4
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR1,,,,2
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,E1,,,,3
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,1058631 ACOS J2,OF5,,,,2
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF4,,,,4
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF3,,,,13
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF2,,,,14
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR9,,,,5
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR8,,,,5
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR7,,,,1
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR6,,,,3
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR4,,,,6
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR1,,,,2
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,C1,,,,2
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,D,,,,1
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,E1,,,,2
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,1058635 ACOS J3,OF5,,,,4
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF4,,,,18
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF3,,,,42
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF2,,,,10
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OF1,,,,1
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR9,,,,2
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR8,,,,2
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR7,,,,7
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR6,,,,10
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR4,,,,11
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR3,,,,4
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,OR1,,,,12
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,C1,,,,1
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,C2,,,,2
Ministry of Defence,Ministry of Defence,Permanent Joint Headquarters,,D,,,,4
