Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Ministry of Defence,Ministry of Defence,27/08/2010,Medical treatment & stores and welfare services.,Land Forces,HONEYBEERECRUITMENT.COM LTD,684591,44630.07
Ministry of Defence,Ministry of Defence,31/08/2010,Medical treatment & stores and welfare services.,Land Forces,HONEYBEERECRUITMENT.COM LTD,685223,472.50
Ministry of Defence,Ministry of Defence,31/08/2010,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,685223,27054.46
Ministry of Defence,Ministry of Defence,19/08/2010,Fees for professional services,Central TLB,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,680794,75290.00
Ministry of Defence,Ministry of Defence,19/08/2010,Fees for professional services,Air Command,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,680794,58229.49
Ministry of Defence,Ministry of Defence,19/08/2010,Fees for professional services,Land Forces,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,680794,2250036.00
Ministry of Defence,Ministry of Defence,19/08/2010,Fees for professional services,Navy Command,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,680794,79851.51
Ministry of Defence,Ministry of Defence,24/08/2010,Rent and rates,Defence Estates,HUNTINGDONSHIRE DISTRICT COUNCIL,682671,52563.26
Ministry of Defence,Ministry of Defence,05/08/2010,Estate management,Defence Equipment & Support,HYDER CONSULTING (UK) LIMITED,674388,79131.44
Ministry of Defence,Ministry of Defence,12/08/2010,Estate management,Defence Equipment & Support,HYDER CONSULTING (UK) LIMITED,677583,174935.86
Ministry of Defence,Ministry of Defence,12/08/2010,Fees for professional services,Defence Estates,HYDER CONSULTING (UK) LIMITED,677583,13282.36
Ministry of Defence,Defence Science and Technology Laboratory,20/08/2010,Sub Contracted Research,Programme Office,IBM UK LIMITED,V - 9000125370 - 00087323,665234.23
Ministry of Defence,Ministry of Defence,05/08/2010,Fees for professional services,Central TLB,IBM UNITED KINGDOM LIMITED,674389,20075.00
Ministry of Defence,Ministry of Defence,10/08/2010,Fees for professional services,Central TLB,IBM UNITED KINGDOM LIMITED,676264,1034500.00
Ministry of Defence,Ministry of Defence,31/08/2010,Fees for professional services,Central TLB,IBM UNITED KINGDOM LIMITED,685228,23309.00
Ministry of Defence,Met Office,13/08/2010,10 Equipment Maintenance,Science And Technology,Ibm United Kingdom Ltd,296969,30213.33
Ministry of Defence,Ministry of Defence,13/08/2010,Purchase of inventory and services ,Air Command,ICETHAW SALT SUPPLIES LTD,678171,29774.89
Ministry of Defence,Ministry of Defence,23/08/2010,Purchase of inventory and services ,Air Command,ICETHAW SALT SUPPLIES LTD,682097,25484.51
Ministry of Defence,Defence Support Group,26/08/2010,Equipment Support-Projects,Large Aircraft,Industore,10114738,31365.90
Ministry of Defence,Ministry of Defence,20/08/2010,IT and communication services,Defence Estates,INFOTECH ENTERPRISES EUROPE LTD,681378,52900.00
Ministry of Defence,Ministry of Defence,27/08/2010,Fuel for military use,Land Forces,INFRATIL KENT AIRPORT LTD,684605,1545.62
Ministry of Defence,Defence Science and Technology Laboratory,13/08/2010,Materials & Equipment,Operations,INSTRO PRECISION LIMITED,V - 9000125317 - 00086255,28554.00
Ministry of Defence,Ministry of Defence,02/08/2010,Estate management,Defence Estates,INTERSERVE (DEFENCE) LTD,672475,187512.66
Ministry of Defence,Ministry of Defence,02/08/2010,Estate management,Defence Estates,INTERSERVE (DEFENCE) LTD,5000039603,2155627.51
Ministry of Defence,Ministry of Defence,06/08/2010,Estate management,Defence Estates,INTERSERVE (DEFENCE) LTD,5000040010,35242.40
Ministry of Defence,Ministry of Defence,18/08/2010,Estate management,Defence Estates,INTERSERVE (DEFENCE) LTD,680128,187512.66
Ministry of Defence,Ministry of Defence,18/08/2010,Estate management,Defence Estates,INTERSERVE (DEFENCE) LTD,5000040541,2159557.21
Ministry of Defence,Ministry of Defence,04/08/2010,Estate management,Land Forces,INVICTA AVIATION LIMITED,673656,41081.25
Ministry of Defence,Ministry of Defence,03/08/2010,Purchase of buildings and military equipment ,Air Command,INVIRON LTD,673018,26821.56
Ministry of Defence,Ministry of Defence,03/08/2010,Estate management,Air Command,INVIRON LTD,673018,1990.79
Ministry of Defence,Ministry of Defence,19/08/2010,Estate management,Air Command,ISS MEDICLEAN LTD,680814,29571.25
Ministry of Defence,Ministry of Defence,20/08/2010,Estate management,Central TLB,ISS MEDICLEAN LTD,681383,28317.30
Ministry of Defence,Ministry of Defence,20/08/2010,Estate management,Land Forces,ISS MEDICLEAN LTD,681383,14377.02
Ministry of Defence,Ministry of Defence,20/08/2010,Food and clothing,Central TLB,ISS MEDICLEAN LTD,681383,99404.87
Ministry of Defence,Ministry of Defence,20/08/2010,Food and clothing,Land Forces,ISS MEDICLEAN LTD,681383,41897.80
Ministry of Defence,Ministry of Defence,23/08/2010,Estate management,Land Forces,ISS MEDICLEAN LTD,682104,121799.41
Ministry of Defence,Ministry of Defence,23/08/2010,Food and clothing,Central TLB,ISS MEDICLEAN LTD,682104,2231.28
Ministry of Defence,Ministry of Defence,23/08/2010,Food and clothing,Land Forces,ISS MEDICLEAN LTD,682104,406065.16
Ministry of Defence,Ministry of Defence,11/08/2010,Food and clothing,Defence Estates,ITURRI SA,3000004516,154.41
Ministry of Defence,Ministry of Defence,11/08/2010,Food and clothing,Defence Equipment & Support,ITURRI SA,3000004516,573.31
Ministry of Defence,Ministry of Defence,11/08/2010,Food and clothing,Central TLB,ITURRI SA,3000004516,337.70
Ministry of Defence,Ministry of Defence,11/08/2010,Food and clothing,Air Command,ITURRI SA,3000004516,2054.36
Ministry of Defence,Ministry of Defence,11/08/2010,Food and clothing,Land Forces,ITURRI SA,3000004516,1301.72
Ministry of Defence,Ministry of Defence,11/08/2010,Food and clothing,Navy Command,ITURRI SA,3000004516,87.80
Ministry of Defence,Ministry of Defence,12/08/2010,Food and clothing,Defence Estates,ITURRI SA,3000004524,536.40
Ministry of Defence,Ministry of Defence,12/08/2010,Food and clothing,Defence Equipment & Support,ITURRI SA,3000004524,168.00
Ministry of Defence,Ministry of Defence,12/08/2010,Food and clothing,Central TLB,ITURRI SA,3000004524,110.81
Ministry of Defence,Ministry of Defence,12/08/2010,Food and clothing,Air Command,ITURRI SA,3000004524,818.17
Ministry of Defence,Ministry of Defence,12/08/2010,Food and clothing,Land Forces,ITURRI SA,3000004524,628.67
Ministry of Defence,Ministry of Defence,12/08/2010,Food and clothing,Navy Command,ITURRI SA,3000004524,33.42
Ministry of Defence,Ministry of Defence,16/08/2010,Food and clothing,Command Joint Operations,ITURRI SA,3000004534,59.78
Ministry of Defence,Ministry of Defence,16/08/2010,Food and clothing,Defence Equipment & Support,ITURRI SA,3000004534,348.79
Ministry of Defence,Ministry of Defence,16/08/2010,Food and clothing,Central TLB,ITURRI SA,3000004534,198.08
Ministry of Defence,Ministry of Defence,16/08/2010,Food and clothing,Air Command,ITURRI SA,3000004534,694.60
Ministry of Defence,Ministry of Defence,18/08/2010,Food and clothing,Air Command,ITURRI SA,3000004544,180.71
Ministry of Defence,Ministry of Defence,18/08/2010,Food and clothing,Land Forces,ITURRI SA,3000004544,180.24
Ministry of Defence,Ministry of Defence,26/08/2010,Food and clothing,Defence Equipment & Support,ITURRI SA,3000004572,6134.63
Ministry of Defence,Ministry of Defence,26/08/2010,Food and clothing,Central TLB,ITURRI SA,3000004572,82.08
Ministry of Defence,Ministry of Defence,26/08/2010,Food and clothing,Air Command,ITURRI SA,3000004572,1870.18
Ministry of Defence,Ministry of Defence,26/08/2010,Food and clothing,Land Forces,ITURRI SA,3000004572,501.12
Ministry of Defence,Ministry of Defence,13/08/2010,Externally delivered education and training.,Land Forces,J COATES (H.G.V. SERVICES) LIMITED,678188,22984.45
Ministry of Defence,Ministry of Defence,25/08/2010,Purchase of buildings and military equipment ,Defence Estates,JACOBS U.K. LTD,683287,10810.32
Ministry of Defence,Ministry of Defence,25/08/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,JACOBS U.K. LTD,683287,104264.05
Ministry of Defence,Ministry of Defence,13/08/2010,Estate management,Defence Estates,JAKOBSMEYER STRASSENBAU GMBH,5000040350,61342.29
Ministry of Defence,Ministry of Defence,18/08/2010,IT and communication services,Air Command,JEPPESEN U.K. LIMITED,680135,62455.83
Ministry of Defence,Ministry of Defence,23/08/2010,Purchase of buildings and military equipment ,Land Forces,JEWSON LIMITED,682108,91247.45
Ministry of Defence,Ministry of Defence,26/08/2010,Purchase of buildings and military equipment ,Land Forces,JEWSON LIMITED,683969,28525.15
Ministry of Defence,Ministry of Defence,20/08/2010,Externally delivered education and training.,Land Forces,JOHN BRICKNALL T/A BRIMAP TRAINING & RECRUITMENT,681394,27819.00
Ministry of Defence,Ministry of Defence,03/08/2010,Purchase of inventory and services ,Air Command,JOSEPH GLEAVE & SON LTD,673026,4395.72
Ministry of Defence,Ministry of Defence,03/08/2010,Purchase of inventory and services ,Land Forces,JOSEPH GLEAVE & SON LTD,673026,8161.12
Ministry of Defence,Ministry of Defence,16/08/2010,Purchase of inventory and services ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,678889,12.35
Ministry of Defence,Ministry of Defence,16/08/2010,Purchase of inventory and services ,Air Command,JOSEPH GLEAVE & SON LTD,678889,4286.85
Ministry of Defence,Ministry of Defence,16/08/2010,Purchase of inventory and services ,Land Forces,JOSEPH GLEAVE & SON LTD,678889,5086.45
Ministry of Defence,Ministry of Defence,20/08/2010,Purchase of inventory and services ,Command Joint Operations,JOSEPH GLEAVE & SON LTD,681398,2020.29
Ministry of Defence,Ministry of Defence,20/08/2010,Purchase of inventory and services ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,681398,629.04
Ministry of Defence,Ministry of Defence,20/08/2010,Purchase of inventory and services ,Air Command,JOSEPH GLEAVE & SON LTD,681398,3575.77
Ministry of Defence,Ministry of Defence,20/08/2010,Purchase of inventory and services ,Land Forces,JOSEPH GLEAVE & SON LTD,681398,8735.58
Ministry of Defence,Ministry of Defence,11/08/2010,Food and clothing,Air Command,KASHKET & PARTNERS LIMITED,676927,19164.25
Ministry of Defence,Defence Science and Technology Laboratory,27/08/2010,Repairs & Maintenance,Infrastructure,KAVANAGH SYSTEMS LIMITED,V - 9000125662 - 00088992,46859.00
Ministry of Defence,Ministry of Defence,11/08/2010,Property leases,Defence Estates,KELDA WATER SERVICES (ESTATES) LIMITED,676930,2810168.37
Ministry of Defence,Ministry of Defence,09/08/2010,Payment of utilities,Navy Command,KELDA WATER SERVICES LIMITED,675716,62370.48
Ministry of Defence,Ministry of Defence,17/08/2010,Fees for professional services,Air Command,KELLOGG BROWN & ROOT LIMITED,679483,100928.24
Ministry of Defence,Ministry of Defence,11/08/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,KENYON ROAD HAULAGE LTD,676933,496.00
Ministry of Defence,Ministry of Defence,11/08/2010,"Transporation of personnel, freight and travel expenses",Land Forces,KENYON ROAD HAULAGE LTD,676933,3455.00
Ministry of Defence,Ministry of Defence,26/08/2010,Purchase of inventory and services ,Defence Equipment & Support,KIDDE PRODUCTS LTD,683981,42737.34
Ministry of Defence,Ministry of Defence,04/08/2010,Design services and minor equipment purchases,Central TLB,KINETIC SPECIAL VEHICLES LTD,673677,25058.32
Ministry of Defence,Defence Science and Technology Laboratory,06/08/2010,Materials & Equipment,Operations,KUHNER LIMITED,V - 9000125125 - 00085185,108695.00
Ministry of Defence,Ministry of Defence,17/08/2010,Purchase of inventory and services ,Defence Equipment & Support,L WHITAKER & SONS (1983) LIMITED,679490,158.63
Ministry of Defence,Ministry of Defence,17/08/2010,Purchase of inventory and services ,Air Command,L WHITAKER & SONS (1983) LIMITED,679490,7546.57
Ministry of Defence,Ministry of Defence,17/08/2010,Purchase of inventory and services ,Land Forces,L WHITAKER & SONS (1983) LIMITED,679490,23712.91
Ministry of Defence,Ministry of Defence,17/08/2010,Building maintenance and accommodation stores,Air Command,L WHITAKER & SONS (1983) LIMITED,679490,141.00
Ministry of Defence,Ministry of Defence,17/08/2010,Building maintenance and accommodation stores,Land Forces,L WHITAKER & SONS (1983) LIMITED,679490,1269.00
Ministry of Defence,Ministry of Defence,24/08/2010,Purchase of inventory and services ,Defence Equipment & Support,L WHITAKER & SONS (1983) LIMITED,682711,12770.66
Ministry of Defence,Ministry of Defence,24/08/2010,Purchase of inventory and services ,Air Command,L WHITAKER & SONS (1983) LIMITED,682711,11975.20
Ministry of Defence,Ministry of Defence,24/08/2010,Purchase of inventory and services ,Land Forces,L WHITAKER & SONS (1983) LIMITED,682711,30511.13
Ministry of Defence,Ministry of Defence,24/08/2010,Building maintenance and accommodation stores,Defence Equipment & Support,L WHITAKER & SONS (1983) LIMITED,682711,1170.31
Ministry of Defence,Ministry of Defence,25/08/2010,Purchase of inventory and services ,Central TLB,L WHITAKER & SONS (1983) LIMITED,683306,2340.25
Ministry of Defence,Ministry of Defence,25/08/2010,Purchase of inventory and services ,Air Command,L WHITAKER & SONS (1983) LIMITED,683306,6454.14
Ministry of Defence,Ministry of Defence,25/08/2010,Purchase of inventory and services ,Land Forces,L WHITAKER & SONS (1983) LIMITED,683306,74200.24
Ministry of Defence,Ministry of Defence,25/08/2010,Building maintenance and accommodation stores,Air Command,L WHITAKER & SONS (1983) LIMITED,683306,1127.58
Ministry of Defence,Ministry of Defence,26/08/2010,Purchase of inventory and services ,Command Joint Operations,L WHITAKER & SONS (1983) LIMITED,683987,22467.89
Ministry of Defence,Ministry of Defence,26/08/2010,Purchase of inventory and services ,Air Command,L WHITAKER & SONS (1983) LIMITED,683987,26116.14
Ministry of Defence,Ministry of Defence,26/08/2010,Purchase of inventory and services ,Land Forces,L WHITAKER & SONS (1983) LIMITED,683987,36783.98
Ministry of Defence,Ministry of Defence,02/08/2010,IT and communication services,Central TLB,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,672494,11700.00
Ministry of Defence,Ministry of Defence,02/08/2010,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,672494,109519.01
Ministry of Defence,Ministry of Defence,02/08/2010,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,672494,83670.00
Ministry of Defence,Ministry of Defence,13/08/2010,Externally delivered education and training.,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,678210,890.00
Ministry of Defence,Ministry of Defence,13/08/2010,IT and communication services,Air Command,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,678210,1080.00
Ministry of Defence,Ministry of Defence,13/08/2010,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,678210,42265.60
Ministry of Defence,Ministry of Defence,13/08/2010,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,678210,241.00
Ministry of Defence,Ministry of Defence,16/08/2010,Externally delivered education and training.,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,678898,9020.00
Ministry of Defence,Ministry of Defence,16/08/2010,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,678898,77210.00
Ministry of Defence,Ministry of Defence,16/08/2010,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,678898,80635.00
Ministry of Defence,Ministry of Defence,17/08/2010,IT and communication services,Central TLB,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,679491,1576.67
Ministry of Defence,Ministry of Defence,17/08/2010,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,679491,51108.33
Ministry of Defence,Ministry of Defence,17/08/2010,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,679491,65980.00
Ministry of Defence,Ministry of Defence,18/08/2010,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,680153,6600.00
Ministry of Defence,Ministry of Defence,18/08/2010,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,680153,7700.00
Ministry of Defence,Ministry of Defence,25/08/2010,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,683307,8190.00
Ministry of Defence,Ministry of Defence,25/08/2010,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,683307,10430.00
Ministry of Defence,Ministry of Defence,26/08/2010,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,683988,3180.00
Ministry of Defence,Ministry of Defence,26/08/2010,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,683988,21040.00
Ministry of Defence,Ministry of Defence,20/08/2010,Rent and rates,Central TLB,LAND REGISTRY,681408,99925.65
Ministry of Defence,Ministry of Defence,27/08/2010,Rent and rates,Central TLB,LAND REGISTRY,684635,53009.88
Ministry of Defence,Ministry of Defence,17/08/2010,Estate management,Defence Estates,LANDMARC SUPPORT SERVICES LIMITED,679493,8771406.40
Ministry of Defence,Ministry of Defence,13/08/2010,Estate management,Land Forces,LANKES ENTSORGUNG UND UMWELTSERVICE GMBH,5000040358,38029.27
Ministry of Defence,Defence Science and Technology Laboratory,06/08/2010,Sub Contracted Work,Operations,LASER CLADDING TECHNOLOGY LIMITED,V - 9000125119 - 00085178,46480.00
Ministry of Defence,Ministry of Defence,02/08/2010,Estate management,Navy Command,LEGION FM LTD,672495,27306.41
Ministry of Defence,Ministry of Defence,03/08/2010,Estate management,Navy Command,LEGION FM LTD,673038,14599.98
Ministry of Defence,Ministry of Defence,02/08/2010,Estate management,Defence Estates,LENGELING SERVICE GMBH UMWELTSERVICE GMBH,5000039621,54596.76
Ministry of Defence,Ministry of Defence,09/08/2010,Estate management,Defence Estates,LENGELING SERVICE GMBH UMWELTSERVICE GMBH,5000040102,36325.77
Ministry of Defence,Ministry of Defence,10/08/2010,Estate management,Defence Estates,LENGELING SERVICE GMBH UMWELTSERVICE GMBH,5000040172,37964.12
Ministry of Defence,Ministry of Defence,12/08/2010,Estate management,Defence Estates,LENGELING SERVICE GMBH UMWELTSERVICE GMBH,5000040280,26374.21
Ministry of Defence,Ministry of Defence,18/08/2010,Medical treatment & stores and welfare services.,Navy Command,LGC LTD,680157,2170.00
Ministry of Defence,Ministry of Defence,18/08/2010,Fees for professional services,Air Command,LGC LTD,680157,2541.52
Ministry of Defence,Ministry of Defence,18/08/2010,Fees for professional services,Land Forces,LGC LTD,680157,17508.26
Ministry of Defence,Ministry of Defence,18/08/2010,Fees for professional services,Navy Command,LGC LTD,680157,2541.52
Ministry of Defence,Ministry of Defence,25/08/2010,Externally delivered education and training.,Land Forces,LGC LTD,683315,2700.00
Ministry of Defence,Ministry of Defence,25/08/2010,Fees for professional services,Air Command,LGC LTD,683315,2856.50
Ministry of Defence,Ministry of Defence,25/08/2010,Fees for professional services,Land Forces,LGC LTD,683315,19678.16
Ministry of Defence,Ministry of Defence,25/08/2010,Fees for professional services,Navy Command,LGC LTD,683315,2856.50
Ministry of Defence,Ministry of Defence,31/08/2010,Fees for professional services,Air Command,LGC LTD,685258,5225.43
Ministry of Defence,Ministry of Defence,31/08/2010,Fees for professional services,Land Forces,LGC LTD,685258,35997.37
Ministry of Defence,Ministry of Defence,31/08/2010,Fees for professional services,Navy Command,LGC LTD,685258,5225.43
Ministry of Defence,Ministry of Defence,24/08/2010,Bank Charges,Central TLB,LLOYDS TSB BANK PLC,151988,35381.13
Ministry of Defence,Ministry of Defence,04/08/2010,Medical treatment & stores and welfare services.,Air Command,LOCUM LINK (DIRECT) LIMITED,673696,2751.98
Ministry of Defence,Ministry of Defence,04/08/2010,Medical treatment & stores and welfare services.,Land Forces,LOCUM LINK (DIRECT) LIMITED,673696,2020.00
Ministry of Defence,Ministry of Defence,04/08/2010,Fees for professional services,Land Forces,LOCUM LINK (DIRECT) LIMITED,673696,15272.67
Ministry of Defence,Ministry of Defence,20/08/2010,Medical treatment & stores and welfare services.,Air Command,LOCUM LINK (DIRECT) LIMITED,681416,33296.76
Ministry of Defence,Ministry of Defence,20/08/2010,Medical treatment & stores and welfare services.,Land Forces,LOCUM LINK (DIRECT) LIMITED,681416,6169.30
Ministry of Defence,Ministry of Defence,27/08/2010,Medical treatment & stores and welfare services.,Air Command,LOCUM LINK (DIRECT) LIMITED,684647,6849.68
Ministry of Defence,Ministry of Defence,27/08/2010,Medical treatment & stores and welfare services.,Land Forces,LOCUM LINK (DIRECT) LIMITED,684647,5223.93
Ministry of Defence,Ministry of Defence,16/08/2010,IT and communication services,Defence Equipment & Support,LOGICA UK LIMITED,678907,3766.75
Ministry of Defence,Met Office,27/08/2010,11 Services,Government Business,Logica Uk Limited,297368,755500.33
Ministry of Defence,Ministry of Defence,24/08/2010,Rent and rates,Defence Estates,LONDON BOROUGH OF HILLINGDON,682723,114112.52
Ministry of Defence,RAF Museum,11/08/2010,Monthly Cleaning Contract,RAF Museum,LPM Cleaning,39315,26262.27
Ministry of Defence,Ministry of Defence,12/08/2010,Fees for professional services,Air Command,M.P.I. AVIATION LTD,677633,46060.20
Ministry of Defence,Ministry of Defence,17/08/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,M.P.I. AVIATION LTD,679510,9553.75
Ministry of Defence,Ministry of Defence,17/08/2010,Purchase of inventory and services ,Defence Equipment & Support,M.P.I. AVIATION LTD,679510,900.00
Ministry of Defence,Ministry of Defence,17/08/2010,Fees for professional services,Air Command,M.P.I. AVIATION LTD,679510,39796.43
Ministry of Defence,Ministry of Defence,17/08/2010,Design services and minor equipment purchases,Defence Equipment & Support,M.P.I. AVIATION LTD,679510,337.50
Ministry of Defence,Ministry of Defence,26/08/2010,Fees for professional services,Air Command,M.P.I. AVIATION LTD,684003,60108.85
Ministry of Defence,Ministry of Defence,09/08/2010,Payment of utilities,Land Forces,MABANAFT DEUTSCHLAND GMBH,5000040105,37020.25
Ministry of Defence,United Kingdom Hydrographic Office,19/08/2010,Purchased services,Admiralty Nautical P,Mabox,5100079829,25771.00
Ministry of Defence,Ministry of Defence,24/08/2010,Rent and rates,Defence Estates,MAIDSTONE BOROUGH COUNCIL,682733,28707.34
Ministry of Defence,Ministry of Defence,11/08/2010,Externally delivered education and training.,Land Forces,MAINSTREAM TRAINING LIMITED,676960,36184.00
Ministry of Defence,Ministry of Defence,17/08/2010,Externally delivered education and training.,Land Forces,MAINSTREAM TRAINING LIMITED,679512,35192.00
Ministry of Defence,Ministry of Defence,20/08/2010,Externally delivered education and training.,Central TLB,MAINSTREAM TRAINING LIMITED,681425,3800.00
Ministry of Defence,Ministry of Defence,20/08/2010,Externally delivered education and training.,Land Forces,MAINSTREAM TRAINING LIMITED,681425,51160.00
Ministry of Defence,Ministry of Defence,02/08/2010,IT and communication services,Land Forces,MARLBOROUGH COMMUNICATIONS  LIMITED,672516,34674.25
Ministry of Defence,Defence Science and Technology Laboratory,20/08/2010,Materials & Equipment,Operations,MARLBOROUGH COMMUNICATIONS LIMITED,V - 9000125368 - 00088645,63665.00
Ministry of Defence,Ministry of Defence,18/08/2010,"Transporation of personnel, freight and travel expenses",Air Command,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,680188,1512.00
Ministry of Defence,Ministry of Defence,18/08/2010,Design services and minor equipment purchases,Air Command,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,680188,250.00
Ministry of Defence,Defence Science and Technology Laboratory,27/08/2010,Materials & Equipment,Operations,MARSHALL SOLUTIONS,V - 9000125665 - 00088473,141535.35
Ministry of Defence,Defence Science and Technology Laboratory,27/08/2010,Sub Contracted Work,Operations,MBDA UK LIMITED,V - 9000125558 - 00081527,49181.00
Ministry of Defence,Ministry of Defence,24/08/2010,Rent and rates,Navy Command,MCR PROPERTY GROUP,682744,34304.71
Ministry of Defence,Ministry of Defence,17/08/2010,Medical treatment & stores and welfare services.,Land Forces,MED TEAM PRIMARY CARE SERVICES LIMITED,679526,64087.70
Ministry of Defence,Ministry of Defence,24/08/2010,Rent and rates,Defence Estates,MEDWAY COUNCIL,682746,45396.09
Ministry of Defence,Defence Science and Technology Laboratory,20/08/2010,Materials & Equipment,Operations,MERCURY COMPUTER SYSTEMS LIMITED,V - 9000125414 - 00086442,33464.50
Ministry of Defence,Defence Science and Technology Laboratory,27/08/2010,Sub Contracted Research,Programme Office,MET OFFICE,V - 9000125559 - 00088639,104166.66
Ministry of Defence,Defence Science and Technology Laboratory,27/08/2010,Sub Contracted Research,Programme Office,MET OFFICE,V - 9000125559 - 00088638,312499.98
Ministry of Defence,Ministry of Defence,09/08/2010,Design services and minor equipment purchases,Central TLB,METEOROLOGICAL OFFICE,675755,5543166.67
Ministry of Defence,Defence Science and Technology Laboratory,27/08/2010,Professional Services,Corporate,MICROSOFT LIMITED,V - 9000125634 - 00086312,25975.99
Ministry of Defence,Ministry of Defence,24/08/2010,Rent and rates,Defence Estates,MID SUFFOLK DISTRICT COUNCIL,682751,31269.89
Ministry of Defence,Ministry of Defence,24/08/2010,Rent and rates,Defence Estates,MIDLOTHIAN COUNCIL,682752,29585.88
Ministry of Defence,Ministry of Defence,09/08/2010,Fees for professional services,Land Forces,MIND PROFESSIONALS LTD,675759,37090.26
Ministry of Defence,Ministry of Defence,18/08/2010,Property leases,Central TLB,MINERVA EDUCATION AND TRAINING  LIMITED,680198,1023074.30
Ministry of Defence,Ministry of Defence,17/08/2010,"Transporation of personnel, freight and travel expenses",Land Forces,Minolta Ltd,Line 170,32746.71
Ministry of Defence,Ministry of Defence,04/08/2010,Estate management,Air Command,MITIE CLEANING & ENVIRONMENTAL  SERVICES LIMITED,673733,25745.78
Ministry of Defence,RAF Museum,17/08/2010,Maintenance Subcontract,RAF Museum,Mitie Engineering Maintenance,39181,29883.50
Ministry of Defence,Ministry of Defence,16/08/2010,Estate management,Land Forces,MITIE SECURITY LIMITED,678935,7495.49
Ministry of Defence,Ministry of Defence,16/08/2010,Fees for professional services,Land Forces,MITIE SECURITY LIMITED,678935,16268.52
Ministry of Defence,Ministry of Defence,10/08/2010,"Transporation of personnel, freight and travel expenses",Command Joint Operations,MOBILE MINI UK LTD,676318,1609.50
Ministry of Defence,Ministry of Defence,10/08/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,MOBILE MINI UK LTD,676318,419.70
Ministry of Defence,Ministry of Defence,10/08/2010,"Transporation of personnel, freight and travel expenses",Central TLB,MOBILE MINI UK LTD,676318,138.00
Ministry of Defence,Ministry of Defence,10/08/2010,"Transporation of personnel, freight and travel expenses",Air Command,MOBILE MINI UK LTD,676318,3260.26
Ministry of Defence,Ministry of Defence,10/08/2010,"Transporation of personnel, freight and travel expenses",Land Forces,MOBILE MINI UK LTD,676318,4678.36
Ministry of Defence,Ministry of Defence,10/08/2010,"Transporation of personnel, freight and travel expenses",Navy Command,MOBILE MINI UK LTD,676318,477.60
Ministry of Defence,Met Office,18/08/2010,04 Contractors,Government Business,Mod Public Sub Acct Hmg 4780,297127,39719.73
Ministry of Defence,Met Office,27/08/2010,04 Contractors,Chief Financial Officer,Mod Public Sub Acct Hmg 4780,297376,29005.41
Ministry of Defence,Ministry of Defence,06/08/2010,Purchase of buildings and military equipment ,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,675072,56114.51
Ministry of Defence,Ministry of Defence,09/08/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,675761,575952.16
Ministry of Defence,Ministry of Defence,09/08/2010,Estate management,Defence Estates,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,675762,202904.24
