Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Ministry of Defence,Ministry of Defence,05/08/2010,Fees for professional services,Land Forces,A.A. SECURITIES LIMITED,674161,28362.88
Ministry of Defence,Ministry of Defence,02/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,672269,906.94
Ministry of Defence,Ministry of Defence,02/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,672269,895.23
Ministry of Defence,Ministry of Defence,02/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,672269,698.68
Ministry of Defence,Ministry of Defence,02/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,672269,6700.70
Ministry of Defence,Ministry of Defence,02/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,672269,26644.59
Ministry of Defence,Ministry of Defence,02/08/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,672269,1302.07
Ministry of Defence,Ministry of Defence,03/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,672820,4752.01
Ministry of Defence,Ministry of Defence,03/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,672820,310.80
Ministry of Defence,Ministry of Defence,03/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,672820,885.38
Ministry of Defence,Ministry of Defence,03/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,672820,12776.51
Ministry of Defence,Ministry of Defence,03/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,672820,20199.87
Ministry of Defence,Ministry of Defence,03/08/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,672820,817.70
Ministry of Defence,Ministry of Defence,04/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,673329,1572.87
Ministry of Defence,Ministry of Defence,04/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,673329,4751.10
Ministry of Defence,Ministry of Defence,04/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,673329,766.87
Ministry of Defence,Ministry of Defence,04/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,673329,11071.09
Ministry of Defence,Ministry of Defence,04/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,673329,28956.34
Ministry of Defence,Ministry of Defence,04/08/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,673329,2218.78
Ministry of Defence,Ministry of Defence,05/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,674163,1242.26
Ministry of Defence,Ministry of Defence,05/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,674163,408.47
Ministry of Defence,Ministry of Defence,05/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,674163,418.63
Ministry of Defence,Ministry of Defence,05/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,674163,13386.57
Ministry of Defence,Ministry of Defence,05/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,674163,13749.22
Ministry of Defence,Ministry of Defence,05/08/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,674163,1302.20
Ministry of Defence,Ministry of Defence,06/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,674747,1955.55
Ministry of Defence,Ministry of Defence,06/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,674747,102.27
Ministry of Defence,Ministry of Defence,06/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,674747,717.02
Ministry of Defence,Ministry of Defence,06/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,674747,6105.44
Ministry of Defence,Ministry of Defence,06/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,674747,31809.28
Ministry of Defence,Ministry of Defence,06/08/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,674747,975.17
Ministry of Defence,Ministry of Defence,09/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,675480,278.04
Ministry of Defence,Ministry of Defence,09/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,675480,830.89
Ministry of Defence,Ministry of Defence,09/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,675480,839.43
Ministry of Defence,Ministry of Defence,09/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,675480,12282.95
Ministry of Defence,Ministry of Defence,09/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,675480,30865.17
Ministry of Defence,Ministry of Defence,09/08/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,675480,889.00
Ministry of Defence,Ministry of Defence,10/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,676040,-122.22
Ministry of Defence,Ministry of Defence,10/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,676040,12388.17
Ministry of Defence,Ministry of Defence,10/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,676040,725.88
Ministry of Defence,Ministry of Defence,10/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,676040,11583.85
Ministry of Defence,Ministry of Defence,10/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,676040,22608.40
Ministry of Defence,Ministry of Defence,10/08/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,676040,-53.37
Ministry of Defence,Ministry of Defence,11/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,676648,10565.53
Ministry of Defence,Ministry of Defence,11/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,676648,754.87
Ministry of Defence,Ministry of Defence,11/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,676648,4527.39
Ministry of Defence,Ministry of Defence,11/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,676648,48951.57
Ministry of Defence,Ministry of Defence,12/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,677308,856.06
Ministry of Defence,Ministry of Defence,12/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,677308,538.28
Ministry of Defence,Ministry of Defence,12/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,677308,7136.24
Ministry of Defence,Ministry of Defence,12/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,677308,11387.24
Ministry of Defence,Ministry of Defence,13/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,677899,1717.02
Ministry of Defence,Ministry of Defence,13/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,677899,1068.16
Ministry of Defence,Ministry of Defence,13/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,677899,11809.52
Ministry of Defence,Ministry of Defence,13/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,677899,13167.52
Ministry of Defence,Ministry of Defence,13/08/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,677899,-4.66
Ministry of Defence,Ministry of Defence,16/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,678613,7133.90
Ministry of Defence,Ministry of Defence,16/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,678613,3.67
Ministry of Defence,Ministry of Defence,16/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,678613,242.33
Ministry of Defence,Ministry of Defence,16/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,678613,3900.20
Ministry of Defence,Ministry of Defence,16/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,678613,11601.54
Ministry of Defence,Ministry of Defence,17/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,679203,1034.00
Ministry of Defence,Ministry of Defence,17/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,679203,2569.67
Ministry of Defence,Ministry of Defence,17/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,679203,5078.71
Ministry of Defence,Ministry of Defence,17/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,679203,8175.17
Ministry of Defence,Ministry of Defence,18/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,679825,4297.95
Ministry of Defence,Ministry of Defence,18/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,679825,375.81
Ministry of Defence,Ministry of Defence,18/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,679825,12330.37
Ministry of Defence,Ministry of Defence,18/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,679825,18162.46
Ministry of Defence,Ministry of Defence,19/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,680560,207.70
Ministry of Defence,Ministry of Defence,19/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,680560,2226.10
Ministry of Defence,Ministry of Defence,19/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,680560,370.47
Ministry of Defence,Ministry of Defence,19/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,680560,12990.94
Ministry of Defence,Ministry of Defence,19/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,680560,23032.80
Ministry of Defence,Ministry of Defence,20/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,681146,-61.92
Ministry of Defence,Ministry of Defence,20/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,681146,5961.68
Ministry of Defence,Ministry of Defence,20/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,681146,273.86
Ministry of Defence,Ministry of Defence,20/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,681146,7408.29
Ministry of Defence,Ministry of Defence,20/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,681146,12246.90
Ministry of Defence,Ministry of Defence,20/08/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,681146,-334.52
Ministry of Defence,Ministry of Defence,23/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,681828,10.50
Ministry of Defence,Ministry of Defence,23/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,681828,1033.81
Ministry of Defence,Ministry of Defence,23/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,681828,3058.38
Ministry of Defence,Ministry of Defence,23/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,681828,6146.06
Ministry of Defence,Ministry of Defence,23/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,681828,8645.69
Ministry of Defence,Ministry of Defence,24/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,682438,481.17
Ministry of Defence,Ministry of Defence,24/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,682438,99.79
Ministry of Defence,Ministry of Defence,24/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,682438,7175.41
Ministry of Defence,Ministry of Defence,24/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,682438,19061.03
Ministry of Defence,Ministry of Defence,25/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,683063,6848.68
Ministry of Defence,Ministry of Defence,25/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,683063,259.68
Ministry of Defence,Ministry of Defence,25/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,683063,633.60
Ministry of Defence,Ministry of Defence,25/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,683063,11187.36
Ministry of Defence,Ministry of Defence,25/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,683063,48856.14
Ministry of Defence,Ministry of Defence,26/08/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,683693,1397.74
Ministry of Defence,Ministry of Defence,26/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,683693,-21.15
Ministry of Defence,Ministry of Defence,26/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,683693,1145.39
Ministry of Defence,Ministry of Defence,26/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,683693,8967.22
Ministry of Defence,Ministry of Defence,26/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,683693,10505.05
Ministry of Defence,Ministry of Defence,27/08/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,684319,332.80
Ministry of Defence,Ministry of Defence,27/08/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,684319,871.60
Ministry of Defence,Ministry of Defence,27/08/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,684319,9799.72
Ministry of Defence,Ministry of Defence,27/08/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,684319,94273.18
Ministry of Defence,Ministry of Defence,31/08/2010,Fees for professional services,Land Forces,AAR Health Services,Line 313,30310.98
Ministry of Defence,Ministry of Defence,26/08/2010,Rent and rates,Defence Estates,ACIS GROUP LIMITED,683698,28440.00
Ministry of Defence,Ministry of Defence,10/08/2010,IT and communication services,Central TLB,ACTICA CONSULTING LIMITED,676046,12602.84
Ministry of Defence,Ministry of Defence,12/08/2010,IT and communication services,Land Forces,ACTICA CONSULTING LIMITED,677312,3690.00
Ministry of Defence,Ministry of Defence,16/08/2010,IT and communication services,Central TLB,ACTICA CONSULTING LIMITED,678618,14072.50
Ministry of Defence,Ministry of Defence,18/08/2010,IT and communication services,Land Forces,ACTICA CONSULTING LIMITED,679835,2152.50
Ministry of Defence,Ministry of Defence,09/08/2010,Estate management,Defence Equipment & Support,ADT FIRE & SECURITY PLC,675487,190.35
Ministry of Defence,Defence Science and Technology Laboratory,27/08/2010,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,V - 9000125692 - 00087357,33000.00
Ministry of Defence,Defence Science and Technology Laboratory,27/08/2010,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,V - 9000125692 - 00087553,312699.06
Ministry of Defence,Ministry of Defence,20/08/2010,Design services and minor equipment purchases,Central TLB,AGFA HEALTHCARE UK LIMITED,681160,49560.04
Ministry of Defence,Met Office,05/08/2010,11 Services,Science And Technology,Air Bp Ltd,296655,28609.68
Ministry of Defence,Met Office,05/08/2010,11 Services,Science And Technology,Air Bp Ltd,296656,-28609.68
Ministry of Defence,Met Office,25/08/2010,11 Services,Science And Technology,Air Bp Ltd,297356,33118.79
Ministry of Defence,Met Office,25/08/2010,11 Services,Science And Technology,Air Bp Ltd,297357,-33118.79
Ministry of Defence,Ministry of Defence,06/08/2010,Design services and minor equipment purchases,Air Command,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,674760,3854.46
Ministry of Defence,Ministry of Defence,04/08/2010,Estate management,Air Command,AIRFIELD WILDLIFE MANAGEMENT  LIMITED,673351,21980.29
Ministry of Defence,Defence Science and Technology Laboratory,06/08/2010,Materials & Equipment,Operations,AIRFRAMES ASSEMBLIES LIMITED,V - 9000125124 - 00087033,28377.00
Ministry of Defence,Ministry of Defence,11/08/2010,IT and communication services,Land Forces,AIRWAVE SOLUTIONS LIMITED,676664,537168.03
Ministry of Defence,Met Office,06/08/2010,Plant And Equipment,Operations,Alan Dick Uk Ltd,296543,27780.00
Ministry of Defence,Defence Science and Technology Laboratory,06/08/2010,Materials & Equipment,Operations,ALCHEMY LABORATORIES LIMITED (T/AS,V - 9000125053 - 00087440,46350.00
Ministry of Defence,Ministry of Defence,17/08/2010,Food and clothing,Land Forces,Alpha Fine Foods Ltd,Line 172,35215.39
Ministry of Defence,Ministry of Defence,04/08/2010,Medical treatment & stores and welfare services.,Land Forces,AMD TUEV ARBEITSMED,5000039744,38756.87
Ministry of Defence,Ministry of Defence,19/08/2010,Medical treatment & stores and welfare services.,Land Forces,AMD TUEV ARBEITSMED,5000040567,38956.75
Ministry of Defence,Ministry of Defence,31/08/2010,Payment of utilities,Land Forces,ANGLIAN WATER SERVICES LIMITED,685046,74777.81
Ministry of Defence,Ministry of Defence,10/08/2010,Medical treatment & stores and welfare services.,Land Forces,APD MEDICAL RECRUITMENT LTD,676064,12161.25
Ministry of Defence,Ministry of Defence,24/08/2010,Rent and rates,Defence Equipment & Support,AQUA COLDHARBOUR PARTNERSHIP LLP,682470,38628.13
Ministry of Defence,Ministry of Defence,31/08/2010,Fuel for military use,Defence Estates,ARAL AG.,5000041000,12761.45
Ministry of Defence,Ministry of Defence,31/08/2010,Fuel for military use,Land Forces,ARAL AG.,5000041000,24492.46
Ministry of Defence,Ministry of Defence,10/08/2010,Fuel for military use,Land Forces,ARAL DIREKT GMBH,5000040144,152965.43
Ministry of Defence,Ministry of Defence,04/08/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,673370,6149.13
Ministry of Defence,Ministry of Defence,04/08/2010,Estate management,Land Forces,ARAMARK LTD,673370,33978.04
Ministry of Defence,Ministry of Defence,04/08/2010,Food and clothing,Land Forces,ARAMARK LTD,673370,100957.42
Ministry of Defence,Ministry of Defence,04/08/2010,"Transporation of personnel, freight and travel expenses",Navy Command,ARAMARK LTD,673370,72.57
Ministry of Defence,Ministry of Defence,05/08/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,674184,88019.85
Ministry of Defence,Ministry of Defence,06/08/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,674781,3927.83
Ministry of Defence,Ministry of Defence,06/08/2010,Estate management,Air Command,ARAMARK LTD,674781,17892.41
Ministry of Defence,Ministry of Defence,06/08/2010,Food and clothing,Land Forces,ARAMARK LTD,674781,51775.43
Ministry of Defence,Ministry of Defence,09/08/2010,Estate management,Air Command,ARAMARK LTD,675509,53241.89
Ministry of Defence,Ministry of Defence,09/08/2010,Estate management,Land Forces,ARAMARK LTD,675509,56090.01
Ministry of Defence,Ministry of Defence,09/08/2010,Miscellaneous Administration Costs,Land Forces,ARAMARK LTD,675509,200.70
Ministry of Defence,Ministry of Defence,09/08/2010,Food and clothing,Land Forces,ARAMARK LTD,675509,334291.24
Ministry of Defence,Ministry of Defence,10/08/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,676067,806.29
Ministry of Defence,Ministry of Defence,10/08/2010,Estate management,Land Forces,ARAMARK LTD,676067,175314.80
Ministry of Defence,Ministry of Defence,10/08/2010,Food and clothing,Air Command,ARAMARK LTD,676067,128145.55
Ministry of Defence,Ministry of Defence,10/08/2010,Food and clothing,Land Forces,ARAMARK LTD,676067,367784.83
Ministry of Defence,Ministry of Defence,16/08/2010,Estate management,Air Command,ARAMARK LTD,678649,157.56
Ministry of Defence,Ministry of Defence,16/08/2010,Estate management,Land Forces,ARAMARK LTD,678649,24367.14
Ministry of Defence,Ministry of Defence,16/08/2010,Food and clothing,Land Forces,ARAMARK LTD,678649,95769.13
Ministry of Defence,Ministry of Defence,23/08/2010,Estate management,Defence Estates,ARAMARK LTD,681859,3041.07
Ministry of Defence,Ministry of Defence,23/08/2010,Estate management,Air Command,ARAMARK LTD,681859,24005.58
Ministry of Defence,Ministry of Defence,23/08/2010,Estate management,Land Forces,ARAMARK LTD,681859,84688.08
Ministry of Defence,Ministry of Defence,23/08/2010,Food and clothing,Land Forces,ARAMARK LTD,681859,208528.30
Ministry of Defence,Ministry of Defence,25/08/2010,Estate management,Central TLB,ARAMARK LTD,683081,362.13
Ministry of Defence,Ministry of Defence,25/08/2010,Estate management,Air Command,ARAMARK LTD,683081,29031.06
Ministry of Defence,Ministry of Defence,25/08/2010,Estate management,Land Forces,ARAMARK LTD,683081,91.88
Ministry of Defence,Ministry of Defence,25/08/2010,Food and clothing,Air Command,ARAMARK LTD,683081,57427.27
Ministry of Defence,Ministry of Defence,25/08/2010,Food and clothing,Land Forces,ARAMARK LTD,683081,515.74
Ministry of Defence,Ministry of Defence,26/08/2010,Estate management,Air Command,ARAMARK LTD,683721,23013.71
Ministry of Defence,Ministry of Defence,26/08/2010,Estate management,Land Forces,ARAMARK LTD,683721,616.65
Ministry of Defence,Ministry of Defence,26/08/2010,Food and clothing,Land Forces,ARAMARK LTD,683721,13132.78
Ministry of Defence,Ministry of Defence,18/08/2010,Rent and rates,Defence Estates,ARGYLL & BUTE COUNCIL,679864,69411.10
Ministry of Defence,Defence Science and Technology Laboratory,27/08/2010,Professional Services,Operations,ARKE LIMITED,V - 9000125652 - 00088371,22352.90
Ministry of Defence,Ministry of Defence,12/08/2010,Rent and rates,Land Forces,ARKENFIELD HIRE LTD,677337,37443.00
Ministry of Defence,Ministry of Defence,16/08/2010,Externally delivered education and training.,Land Forces,ARMY CATERING TRAINING TRUST,678651,126949.86
Ministry of Defence,Ministry of Defence,20/08/2010,Design services and minor equipment purchases,Land Forces,ARMY PARACHUTE AIRCRAFT COMPANY LIMITED,681180,22652.42
Ministry of Defence,Ministry of Defence,03/08/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,672845,9026.25
Ministry of Defence,Ministry of Defence,03/08/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,672845,37502.28
Ministry of Defence,Ministry of Defence,03/08/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,672845,17714.48
Ministry of Defence,Ministry of Defence,03/08/2010,Fuel for military use,Central TLB,ARVAL UK LTD,672845,57263.26
Ministry of Defence,Ministry of Defence,03/08/2010,Fuel for military use,Air Command,ARVAL UK LTD,672845,97546.14
Ministry of Defence,Ministry of Defence,03/08/2010,Fuel for military use,Land Forces,ARVAL UK LTD,672845,472110.80
Ministry of Defence,Ministry of Defence,03/08/2010,Fuel for military use,Navy Command,ARVAL UK LTD,672845,50576.21
Ministry of Defence,Ministry of Defence,13/08/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,677937,50757.29
Ministry of Defence,Ministry of Defence,17/08/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,679229,5690.95
Ministry of Defence,Ministry of Defence,17/08/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,679229,32921.02
Ministry of Defence,Ministry of Defence,17/08/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,679229,11171.95
Ministry of Defence,Ministry of Defence,17/08/2010,Fuel for military use,Central TLB,ARVAL UK LTD,679229,43067.51
Ministry of Defence,Ministry of Defence,17/08/2010,Fuel for military use,Air Command,ARVAL UK LTD,679229,67818.95
Ministry of Defence,Ministry of Defence,17/08/2010,Fuel for military use,Land Forces,ARVAL UK LTD,679229,328907.53
Ministry of Defence,Ministry of Defence,17/08/2010,Fuel for military use,Navy Command,ARVAL UK LTD,679229,35708.75
Ministry of Defence,Ministry of Defence,25/08/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,683084,33473.76
Ministry of Defence,Ministry of Defence,27/08/2010,Rent and rates,Land Forces,ASHLEY MANAGEMENT LIMITED,684349,30109.38
Ministry of Defence,Ministry of Defence,04/08/2010,Estate management,Defence Estates,ASPIRE DEFENCE LIMITED,673373,67.15
Ministry of Defence,Ministry of Defence,04/08/2010,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,673373,27025.14
Ministry of Defence,Ministry of Defence,04/08/2010,IT and communication services,Land Forces,ASPIRE DEFENCE LIMITED,673373,245.01
Ministry of Defence,Ministry of Defence,04/08/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,673373,241389.05
Ministry of Defence,Ministry of Defence,04/08/2010,Design services and minor equipment purchases,Air Command,ASPIRE DEFENCE LIMITED,673373,207.70
Ministry of Defence,Ministry of Defence,09/08/2010,Estate management,Defence Estates,ASPIRE DEFENCE LIMITED,675513,827.03
Ministry of Defence,Ministry of Defence,09/08/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,675513,130121.97
Ministry of Defence,Ministry of Defence,10/08/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,676071,46926.66
Ministry of Defence,Ministry of Defence,11/08/2010,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,676685,978.22
Ministry of Defence,Ministry of Defence,11/08/2010,Miscellaneous Administration Costs,Land Forces,ASPIRE DEFENCE LIMITED,676685,148.88
Ministry of Defence,Ministry of Defence,11/08/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,676685,17091515.16
Ministry of Defence,Ministry of Defence,11/08/2010,Design services and minor equipment purchases,Land Forces,ASPIRE DEFENCE LIMITED,676685,2085.60
Ministry of Defence,Ministry of Defence,13/08/2010,Payments on behalf of Defence Support Group,Central TLB,ASPIRE DEFENCE LIMITED,677939,687.88
Ministry of Defence,Ministry of Defence,13/08/2010,Estate management,Defence Estates,ASPIRE DEFENCE LIMITED,677939,1584.02
Ministry of Defence,Ministry of Defence,13/08/2010,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,677939,38100.56
Ministry of Defence,Ministry of Defence,13/08/2010,IT and communication services,Land Forces,ASPIRE DEFENCE LIMITED,677939,617.78
Ministry of Defence,Ministry of Defence,13/08/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,677939,484136.73
Ministry of Defence,Ministry of Defence,20/08/2010,Estate management,Defence Estates,ASPIRE DEFENCE LIMITED,681182,67.61
Ministry of Defence,Ministry of Defence,20/08/2010,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,681182,27025.14
Ministry of Defence,Ministry of Defence,20/08/2010,IT and communication services,Land Forces,ASPIRE DEFENCE LIMITED,681182,245.01
Ministry of Defence,Ministry of Defence,20/08/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,681182,265225.08
Ministry of Defence,Ministry of Defence,20/08/2010,Design services and minor equipment purchases,Air Command,ASPIRE DEFENCE LIMITED,681182,207.70
Ministry of Defence,Ministry of Defence,24/08/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,682474,158794.95
Ministry of Defence,Ministry of Defence,27/08/2010,Estate management,Defence Estates,ASPIRE DEFENCE LIMITED,684350,827.03
Ministry of Defence,Ministry of Defence,27/08/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,684350,30741.08
Ministry of Defence,Ministry of Defence,12/08/2010,Fees for professional services,Defence Estates,ATKINS LIMITED,677342,17240.13
