Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,24/11/2010,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,723760,2107.60
Ministry of Defence,Ministry of Defence,23/11/2010,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,723093,18645.76
Ministry of Defence,Ministry of Defence,23/11/2010,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,723093,172.26
Ministry of Defence,Ministry of Defence,19/11/2010,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,721655,761.06
Ministry of Defence,Ministry of Defence,17/11/2010,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,720266,35090.23
Ministry of Defence,Ministry of Defence,17/11/2010,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,720266,2031.42
Ministry of Defence,Ministry of Defence,15/11/2010,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,719051,24746.26
Ministry of Defence,Ministry of Defence,15/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,719051,264.78
Ministry of Defence,Ministry of Defence,11/11/2010,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,717701,7390.82
Ministry of Defence,Ministry of Defence,11/11/2010,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,717701,921.61
Ministry of Defence,Ministry of Defence,11/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,717701,308.60
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,715079,9130.67
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,715079,8018.50
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,715079,5030.64
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,715079,4342.26
Ministry of Defence,Ministry of Defence,05/11/2010,Estate management,Air Command,CANON (UK) LIMITED,715079,4230.57
Ministry of Defence,Ministry of Defence,05/11/2010,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,715079,4197.40
Ministry of Defence,Ministry of Defence,05/11/2010,Estate management,Land Forces,CANON (UK) LIMITED,715079,3370.99
Ministry of Defence,Ministry of Defence,05/11/2010,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,715079,3271.22
Ministry of Defence,Ministry of Defence,05/11/2010,Rental of plant and machinery,Defence Equipment & Support,CANON (UK) LIMITED,715079,1302.21
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Defence Estates,CANON (UK) LIMITED,715079,998.61
Ministry of Defence,Ministry of Defence,05/11/2010,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,715079,697.24
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,715079,661.87
Ministry of Defence,Ministry of Defence,05/11/2010,Miscellaneous Administration Costs,Central TLB,CANON (UK) LIMITED,715079,653.05
Ministry of Defence,Ministry of Defence,05/11/2010,Rental of plant and machinery,Central TLB,CANON (UK) LIMITED,715079,634.31
Ministry of Defence,Ministry of Defence,05/11/2010,Miscellaneous Administration Costs,Defence Estates,CANON (UK) LIMITED,715079,605.14
Ministry of Defence,Ministry of Defence,05/11/2010,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,715079,481.47
Ministry of Defence,Ministry of Defence,05/11/2010,"Adminstration, claims, compensation and awards",Defence Equipment & Support,CANON (UK) LIMITED,715079,470.16
Ministry of Defence,Ministry of Defence,05/11/2010,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,715079,459.18
Ministry of Defence,Ministry of Defence,05/11/2010,General services and support,Navy Command,CANON (UK) LIMITED,715079,342.16
Ministry of Defence,Ministry of Defence,05/11/2010,Rental of plant and machinery,Air Command,CANON (UK) LIMITED,715079,317.78
Ministry of Defence,Ministry of Defence,05/11/2010,Estate management,Defence Equipment & Support,CANON (UK) LIMITED,715079,299.55
Ministry of Defence,Ministry of Defence,05/11/2010,Payments on behalf of Defence Support Group,Central TLB,CANON (UK) LIMITED,715079,258.93
Ministry of Defence,Ministry of Defence,05/11/2010,Miscellaneous Administration Costs,Defence Equipment & Support,CANON (UK) LIMITED,715079,234.96
Ministry of Defence,Ministry of Defence,05/11/2010,IT and communication services,Air Command,CANON (UK) LIMITED,715079,207.16
Ministry of Defence,Ministry of Defence,05/11/2010,IT and communication services,Land Forces,CANON (UK) LIMITED,715079,190.38
Ministry of Defence,Ministry of Defence,05/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CANON (UK) LIMITED,715079,172.73
Ministry of Defence,Ministry of Defence,04/11/2010,Estate management,Air Command,CANON (UK) LIMITED,714400,16549.46
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,714400,2401.38
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,714400,1614.29
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,714400,1475.62
Ministry of Defence,Ministry of Defence,04/11/2010,Miscellaneous Administration Costs,Central TLB,CANON (UK) LIMITED,714400,616.63
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,714400,307.10
Ministry of Defence,Ministry of Defence,04/11/2010,General services and support,Central TLB,CANON (UK) LIMITED,714400,291.17
Ministry of Defence,Ministry of Defence,04/11/2010,Estate management,Land Forces,CANON (UK) LIMITED,714400,221.23
Ministry of Defence,Ministry of Defence,04/11/2010,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,714400,96.68
Ministry of Defence,Ministry of Defence,04/11/2010,"Adminstration, claims, compensation and awards",Defence Equipment & Support,CANON (UK) LIMITED,714400,61.53
Ministry of Defence,Ministry of Defence,04/11/2010,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,714400,51.30
Ministry of Defence,Ministry of Defence,18/11/2010,Rent and rates,Defence Estates,CANTERBURY CITY COUNCIL,720917,28462.12
Ministry of Defence,Ministry of Defence,12/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CAPARO ENGINEERING LTD,718407,80900.51
Ministry of Defence,Ministry of Defence,24/11/2010,Fees for professional services,Defence Equipment & Support,CAPGEMINI UK PLC,723761,28035.37
Ministry of Defence,Ministry of Defence,16/11/2010,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,719647,214551.83
Ministry of Defence,Ministry of Defence,08/11/2010,Fees for professional services,Defence Equipment & Support,CAPGEMINI UK PLC,715757,22568.31
Ministry of Defence,Ministry of Defence,02/11/2010,IT and communication services,Defence Equipment & Support,CAPGEMINI UK PLC,713189,750075.15
Ministry of Defence,Ministry of Defence,15/11/2010,Fees for professional services,Central TLB,CAPITA BUSINESS SERVICES LTD,719052,25848.80
Ministry of Defence,Met Office,10/11/2010,Services,Chief Financial Officer,Capita Business Travel,300284,84734.91
Ministry of Defence,United Kingdom Hydrographic Office,17/11/2010,Agency staff costs,Information Management & Technology,Capita Resourcing Limited,5100081656,30690.00
Ministry of Defence,United Kingdom Hydrographic Office,10/11/2010,Agency staff costs,Defence Business Programme,Capita Resourcing Limited,5100081505,28710.00
Ministry of Defence,Ministry of Defence,18/11/2010,Estate management,Navy Command,CAPITA SYMONDS LTD,720920,78808.50
Ministry of Defence,Ministry of Defence,18/11/2010,Estate management,Air Command,CAPITA SYMONDS LTD,720920,9518.75
Ministry of Defence,Ministry of Defence,18/11/2010,Estate management,Central TLB,CAPITA SYMONDS LTD,720920,1903.75
Ministry of Defence,Ministry of Defence,02/11/2010,Estate management,Navy Command,CAPITA SYMONDS LTD,713190,32856.00
Ministry of Defence,Ministry of Defence,02/11/2010,Estate management,Air Command,CAPITA SYMONDS LTD,713190,9691.00
Ministry of Defence,Ministry of Defence,02/11/2010,Estate management,Central TLB,CAPITA SYMONDS LTD,713190,1584.00
Ministry of Defence,Defence Support Group,25/11/2010,Oth facilities costs,Corporate,CARILION (AMBS) LIMITED,10116164,190443.78
Ministry of Defence,Defence Support Group,19/11/2010,Equipment Support-Other,Large Aircraft,Carillion Enterprise Ltd,10115796,48199.19
Ministry of Defence,Defence Support Group,19/11/2010,Works - Fees,Large Aircraft,Carillion Enterprise Ltd,10115796,23597.55
Ministry of Defence,Ministry of Defence,29/11/2010,Externally delivered education and training.,Navy Command,CARLISLE STAFFING PLC,725812,36924.33
Ministry of Defence,Ministry of Defence,01/11/2010,Externally delivered education and training.,Navy Command,CARLISLE STAFFING PLC,712701,36581.59
Ministry of Defence,Ministry of Defence,17/11/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,720270,11604.29
Ministry of Defence,Ministry of Defence,15/11/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,719057,48613.09
Ministry of Defence,Ministry of Defence,08/11/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,715764,39313.92
Ministry of Defence,Ministry of Defence,05/11/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,715085,81277.78
Ministry of Defence,Ministry of Defence,04/11/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,714409,104643.86
Ministry of Defence,Ministry of Defence,02/11/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,713194,10347.85
Ministry of Defence,Ministry of Defence,25/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,724472,51061.98
Ministry of Defence,Ministry of Defence,25/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,724472,2902.72
Ministry of Defence,Ministry of Defence,12/11/2010,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,718417,60448.36
Ministry of Defence,Ministry of Defence,12/11/2010,Payments on behalf of Defence Support Group,Central TLB,CARWOOD MOTOR UNITS LTD,718417,23607.46
Ministry of Defence,Ministry of Defence,12/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,718417,1317.14
Ministry of Defence,Ministry of Defence,12/11/2010,Purchase of inventory and services ,Defence Estates,CARWOOD MOTOR UNITS LTD,718417,382.32
Ministry of Defence,Ministry of Defence,12/11/2010,Purchase of inventory and services ,Navy Command,CARWOOD MOTOR UNITS LTD,718417,335.18
Ministry of Defence,Ministry of Defence,12/11/2010,Purchase of inventory and services ,Air Command,CARWOOD MOTOR UNITS LTD,718417,236.13
Ministry of Defence,Ministry of Defence,10/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,716973,15692.92
Ministry of Defence,Ministry of Defence,10/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,716973,4913.15
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,715086,24959.43
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Air Command,CARWOOD MOTOR UNITS LTD,715086,2328.64
Ministry of Defence,Ministry of Defence,05/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,715086,1939.70
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Navy Command,CARWOOD MOTOR UNITS LTD,715086,980.98
Ministry of Defence,Ministry of Defence,05/11/2010,Payments on behalf of Defence Support Group,Central TLB,CARWOOD MOTOR UNITS LTD,715086,557.49
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,715086,254.46
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Defence Estates,CARWOOD MOTOR UNITS LTD,715086,190.17
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,713555,23256.91
Ministry of Defence,Ministry of Defence,03/11/2010,Payments on behalf of Defence Support Group,Central TLB,CARWOOD MOTOR UNITS LTD,713555,8947.97
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,713555,2642.58
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Air Command,CARWOOD MOTOR UNITS LTD,713555,277.11
Ministry of Defence,Ministry of Defence,10/11/2010,Medical treatment & stores and welfare services.,Air Command,CASTLEROCK RECRUITMENT GROUP LIMITED,716975,10988.46
Ministry of Defence,Ministry of Defence,10/11/2010,Medical treatment & stores and welfare services.,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,716975,595.00
Ministry of Defence,Ministry of Defence,22/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR REMANUFACTURING LIMITED,722422,135877.25
Ministry of Defence,Ministry of Defence,05/11/2010,Estate management,Defence Estates,CELL SECURITY LTD,5000044689,29874.78
Ministry of Defence,Ministry of Defence,18/11/2010,Rent and rates,Defence Estates,CENTRAL BEDFORDSHIRE COUNCIL,720934,98400.82
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CENTRAL MANAGEMENT CATALOGUE AGENCY (U K) LTD,714416,37277.23
Ministry of Defence,Ministry of Defence,05/11/2010,"Public relations, including marketing and advertising.",Navy Command,CENTRAL OFFICE OF INFORMATION,200000010037,565000.00
Ministry of Defence,Ministry of Defence,03/11/2010,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,200000010011,426714.74
Ministry of Defence,Ministry of Defence,09/11/2010,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,200000010055,198457.77
Ministry of Defence,Ministry of Defence,04/11/2010,Service and civilian recruitment,Air Command,CENTRAL OFFICE OF INFORMATION,200000010025,119894.00
Ministry of Defence,Ministry of Defence,16/11/2010,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,200000010106,107702.54
Ministry of Defence,Ministry of Defence,01/11/2010,"Public relations, including marketing and advertising.",Navy Command,CENTRAL OFFICE OF INFORMATION,200000009984,42594.30
Ministry of Defence,Ministry of Defence,03/11/2010,Medical treatment & stores and welfare services.,Land Forces,CENTRAL OFFICE OF INFORMATION,200000010011,4891.62
Ministry of Defence,Ministry of Defence,05/11/2010,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,200000010037,1916.00
Ministry of Defence,Ministry of Defence,03/11/2010,"Public relations, including marketing and advertising.",Central TLB,CENTRAL OFFICE OF INFORMATION,200000010011,296.00
Ministry of Defence,Ministry of Defence,29/11/2010,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,725817,191651.21
Ministry of Defence,Ministry of Defence,29/11/2010,"Public relations, including marketing and advertising.",Navy Command,CENTRAL OFFICE OF INFORMATION,725817,110565.64
Ministry of Defence,Ministry of Defence,18/11/2010,Service and civilian recruitment,Air Command,CENTRAL OFFICE OF INFORMATION,720936,78096.00
Ministry of Defence,Ministry of Defence,18/11/2010,"Public relations, including marketing and advertising.",Navy Command,CENTRAL OFFICE OF INFORMATION,720936,51366.88
Ministry of Defence,Ministry of Defence,29/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CENTURION SAFETY PRODUCTS LTD,725818,32491.22
Ministry of Defence,Ministry of Defence,23/11/2010,Purchase of inventory and services ,Command Joint Operations,CEPSA (GIB) and SHELL CO (GIB) Ltd,Cash Office 011,175526.14
Ministry of Defence,Ministry of Defence,10/11/2010,Fuel for military use,Air Command,CEPSA GIBRALTAR LTD,3000004824,88079.99
Ministry of Defence,Ministry of Defence,24/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CEPSA MARINE FUELS S A,2000010104,4158.50
Ministry of Defence,Ministry of Defence,03/11/2010,Externally delivered education and training.,Air Command,CESG,200000010012,50100.00
Ministry of Defence,Ministry of Defence,26/11/2010,Development costs for military equipment.,Defence Equipment & Support,CESG,200000010189,16163.99
Ministry of Defence,Ministry of Defence,30/11/2010,Development costs for military equipment.,Defence Equipment & Support,CESG,200000010213,15741.70
Ministry of Defence,Ministry of Defence,30/11/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,CESG,200000010213,4985.80
Ministry of Defence,Ministry of Defence,05/11/2010,Development costs for military equipment.,Defence Equipment & Support,CESG,200000010038,4644.88
Ministry of Defence,Ministry of Defence,30/11/2010,Research and development,Defence Equipment & Support,CESG,200000010213,3399.30
Ministry of Defence,Ministry of Defence,05/11/2010,Research and development,Defence Equipment & Support,CESG,200000010038,1361.31
Ministry of Defence,Ministry of Defence,16/11/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,CESG,200000010107,1175.65
Ministry of Defence,Ministry of Defence,11/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CESG,200000010077,214.00
Ministry of Defence,Ministry of Defence,24/11/2010,Medical treatment & stores and welfare services.,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,723778,324900.24
Ministry of Defence,Ministry of Defence,09/11/2010,Medical treatment & stores and welfare services.,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,716373,406991.03
Ministry of Defence,Defence Science and Technology Laboratory,05/11/2010,Materials & Equipment,Operations,CHEMRING COUNTERMEASURES LIMITED,V - 9000127406 - 00093596,35000.00
Ministry of Defence,Ministry of Defence,04/11/2010,Estate management,Land Forces,CHEMTECH WASTE MANAGEMENT LTD.,714422,9472.20
Ministry of Defence,Ministry of Defence,04/11/2010,Estate management,Defence Equipment & Support,CHEMTECH WASTE MANAGEMENT LTD.,714422,682.03
Ministry of Defence,Ministry of Defence,18/11/2010,Rent and rates,Defence Estates,CHERWELL DISTRICT COUNCIL,720944,35514.42
Ministry of Defence,Ministry of Defence,18/11/2010,Rent and rates,Defence Estates,CHICHESTER DISTRICT COUNCIL,720946,40393.49
Ministry of Defence,Ministry of Defence,24/11/2010,Fees for professional services,Land Forces,CHUBB SECURITY PERSONNEL LIMITED,723781,32833.44
Ministry of Defence,Ministry of Defence,24/11/2010,Estate management,Land Forces,CHUBB SECURITY PERSONNEL LIMITED,723781,31997.36
Ministry of Defence,Ministry of Defence,03/11/2010,Estate management,Command Joint Operations,CHUBB SECURITY PERSONNEL LIMITED,713571,-248.24
Ministry of Defence,Ministry of Defence,19/11/2010,Rent and rates,Defence Estates,CITY OF EDINBURGH COUNCIL,721678,90064.85
Ministry of Defence,Ministry of Defence,16/11/2010,Rent and rates,Defence Estates,CITY OF WESTMINSTER,719663,32004.90
Ministry of Defence,Ministry of Defence,16/11/2010,Rent and rates,Defence Estates,CITY OF YORK COUNCIL,719664,44359.51
Ministry of Defence,Ministry of Defence,18/11/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CITYSPRINT (UK) LIMITED,720952,97484.39
Ministry of Defence,Ministry of Defence,15/11/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CITYSPRINT (UK) LIMITED,719070,51168.29
Ministry of Defence,Ministry of Defence,23/11/2010,Miscellaneous Administration Costs,Air Command,CIVIL AVIATION AUTHORITY,723115,108500.00
Ministry of Defence,Ministry of Defence,24/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CLAN TOOLS & PLANT LIMITED,723784,37858.27
Ministry of Defence,Ministry of Defence,05/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CLAN TOOLS & PLANT LIMITED,715102,28582.60
Ministry of Defence,Defence Support Group,26/11/2010,CAPEX Suspense,Land Supply,CLARK CONSTRUCTION LTD,10116008,219531.62
Ministry of Defence,Defence Support Group,09/11/2010,CAPEX Suspense,Land Supply,CLARK CONSTRUCTION LTD,10115545,302224.14
Ministry of Defence,Ministry of Defence,09/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CLYDEPORT OPERATIONS LTD,716377,30136.52
Ministry of Defence,Ministry of Defence,10/11/2010,Property leases,Defence Estates,COAST TO COAST WATER LTD,716988,2498220.68
Ministry of Defence,Defence Science and Technology Laboratory,19/11/2010,IT Software,Operations,COBALT SOLUTIONS LLC,V - 0000000489 - 00094657,59059.35
Ministry of Defence,Ministry of Defence,29/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,725833,332965.00
Ministry of Defence,Ministry of Defence,24/11/2010,Purchase of inventory and services ,Defence Equipment & Support,COCKETT MARINE OIL LTD,2000010106,41081.86
Ministry of Defence,Ministry of Defence,17/11/2010,IT and communication services,Defence Equipment & Support,COKER LOGISTICS SOLUTIONS INC,720289,36821.45
Ministry of Defence,Ministry of Defence,18/11/2010,Rent and rates,Defence Estates,COLCHESTER BOROUGH COUNCIL,720958,113896.22
Ministry of Defence,Ministry of Defence,01/11/2010,Fees for professional services,Defence Estates,COLLABORATIVE WORKING CENTRE (UK) LIMITED,712721,51912.50
Ministry of Defence,Ministry of Defence,16/11/2010,Externally delivered education and training.,Central TLB,COMMUNICAID GROUP LIMITED,719670,313276.43
Ministry of Defence,Ministry of Defence,10/11/2010,Purchase of inventory and services ,Defence Equipment & Support,COMMUNICATIONS & POWER INDUSTRIES EUROPE LIMITED,716992,29257.50
Ministry of Defence,Ministry of Defence,22/11/2010,Estate management,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,722439,400479.14
Ministry of Defence,Ministry of Defence,22/11/2010,Estate management,Central TLB,COMPASS CONTRACT SERVICES (U K)LIMITED,722439,5392.00
Ministry of Defence,Ministry of Defence,22/11/2010,Estate management,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,722439,1293.70
Ministry of Defence,Ministry of Defence,22/11/2010,Estate management,Defence Estates,COMPASS CONTRACT SERVICES (U K)LIMITED,722439,207.61
Ministry of Defence,Ministry of Defence,22/11/2010,Estate management,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,722439,205.92
Ministry of Defence,Ministry of Defence,22/11/2010,Estate management,Navy Command,COMPASS CONTRACT SERVICES (U K)LIMITED,722439,100.16
Ministry of Defence,Ministry of Defence,19/11/2010,Estate management,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,721684,49781.65
Ministry of Defence,Ministry of Defence,19/11/2010,Food and clothing,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,721684,37885.69
Ministry of Defence,Ministry of Defence,19/11/2010,Food and clothing,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,721684,12281.48
Ministry of Defence,Ministry of Defence,19/11/2010,Estate management,Navy Command,COMPASS CONTRACT SERVICES (U K)LIMITED,721684,2288.11
Ministry of Defence,Ministry of Defence,19/11/2010,Estate management,Central TLB,COMPASS CONTRACT SERVICES (U K)LIMITED,721684,228.01
Ministry of Defence,Ministry of Defence,19/11/2010,Estate management,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,721684,113.70
Ministry of Defence,Ministry of Defence,19/11/2010,Estate management,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,721684,94.80
Ministry of Defence,Ministry of Defence,19/11/2010,Food and clothing,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,721684,79.69
Ministry of Defence,Ministry of Defence,18/11/2010,Food and clothing,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,720961,516402.05
Ministry of Defence,Ministry of Defence,15/11/2010,Food and clothing,Defence Equipment & Support,COMPASS GROUP PLC,719075,118642.32
Ministry of Defence,Ministry of Defence,29/11/2010,Externally delivered education and training.,Air Command,COMPASS GROUP UK AND IRELAND LIMITED,725836,159760.47
Ministry of Defence,Ministry of Defence,29/11/2010,Externally delivered education and training.,Land Forces,COMPASS GROUP UK AND IRELAND LIMITED,725836,3069.52
Ministry of Defence,Ministry of Defence,29/11/2010,Externally delivered education and training.,Defence Estates,COMPASS GROUP UK AND IRELAND LIMITED,725836,510.11
Ministry of Defence,Ministry of Defence,29/11/2010,Food and clothing,Defence Estates,COMPASS GROUP UK AND IRELAND LIMITED,725836,51.66
Ministry of Defence,Ministry of Defence,15/11/2010,Design services and minor equipment purchases,Air Command,COMPASS GROUP UK AND IRELAND LIMITED,719076,70068.14
Ministry of Defence,Ministry of Defence,11/11/2010,Design services and minor equipment purchases,Air Command,COMPASS GROUP UK AND IRELAND LIMITED,717729,126355.28
Ministry of Defence,Ministry of Defence,22/11/2010,Food and clothing,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,722442,208574.54
Ministry of Defence,Ministry of Defence,10/11/2010,Food and clothing,Land Forces,COMPASS SERVICES (U.K.) LIMITED,716993,32617.22
Ministry of Defence,Ministry of Defence,05/11/2010,International contributions,Central TLB,COMPASS SERVICES (U.K.) LIMITED,715111,394.23
Ministry of Defence,Ministry of Defence,04/11/2010,Food and clothing,Land Forces,COMPASS SERVICES (U.K.) LIMITED,714427,250109.93
Ministry of Defence,Ministry of Defence,04/11/2010,Estate management,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,714427,73275.50
Ministry of Defence,Ministry of Defence,04/11/2010,Estate management,Land Forces,COMPASS SERVICES (U.K.) LIMITED,714427,47300.45
Ministry of Defence,Ministry of Defence,04/11/2010,Food and clothing,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,714427,617.71
Ministry of Defence,Ministry of Defence,04/11/2010,Estate management,Navy Command,COMPASS SERVICES (U.K.) LIMITED,714427,439.10
Ministry of Defence,Ministry of Defence,04/11/2010,Estate management,Defence Estates,COMPASS SERVICES (U.K.) LIMITED,714427,350.76
Ministry of Defence,Ministry of Defence,04/11/2010,Estate management,Air Command,COMPASS SERVICES (U.K.) LIMITED,714427,21.06
Ministry of Defence,Met Office,17/11/2010,Software Licences,Technology,Computacenter (Uk) Ltd,300551,29636.86
Ministry of Defence,Council of Reserve Forces and Cadets Association,04/11/2010,Purchase of buildings and military equipment ,Capital Expenditure,CONLON CONSTRUCTION LTD,7161,29891.78
Ministry of Defence,Council of Reserve Forces and Cadets Association,04/11/2010,Purchase of buildings and military equipment ,Capital Expenditure,CONLON CONSTRUCTION LTD,7160,54054.93
Ministry of Defence,Council of Reserve Forces and Cadets Association,09/11/2010,Purchase of buildings and military equipment ,Capital Expenditure,CONLON CONSTRUCTION LTD,7159,264440.00
Ministry of Defence,Council of Reserve Forces and Cadets Association,03/11/2010,Purchase of buildings and military equipment ,Capital Expenditure,CONLON CONSTRUCTION LTD,6963,217340.00
Ministry of Defence,Ministry of Defence,24/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,723798,26446.45
Ministry of Defence,Ministry of Defence,08/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,715789,28147.03
Ministry of Defence,Ministry of Defence,04/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,714432,56647.59
Ministry of Defence,Ministry of Defence,19/11/2010,Rent and rates,Defence Estates,CORNWALL COUNCIL,154640,67143.13
Ministry of Defence,Ministry of Defence,15/11/2010,Rent and rates,Defence Estates,CORNWALL COUNCIL,154459,32109.52
Ministry of Defence,Ministry of Defence,24/11/2010,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,723800,126184.95
Ministry of Defence,Ministry of Defence,24/11/2010,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,723800,66367.25
Ministry of Defence,Ministry of Defence,24/11/2010,Purchase of inventory and services ,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,723800,25712.72
