Department family,Entity,Date,Expense type,Expense area,Supplier,Post Code,Transaction number,Total
Ministry of Defence,Ministry of Defence,29/07/2011,"Public relations, including marketing and advertising.",Central TLB,CENTRAL OFFICE OF INFORMATION,SE1 7DU,825641,75
Ministry of Defence,Ministry of Defence,08/07/2011,Estate management,Air Command,AVENANCE PLC,SK11 6ET,816813,74.75
Ministry of Defence,Ministry of Defence,21/07/2011,Transport hire charges,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,74.07
Ministry of Defence,Ministry of Defence,11/07/2011,Administration,Land Forces,SODEXO LTD,M50 0AL,817993,74
Ministry of Defence,Ministry of Defence,05/07/2011,General services and support,Air Command,LYRECO UK LTD,TF2 7NB,814853,73.4
Ministry of Defence,Ministry of Defence,21/07/2011,Food and clothing,Air Command,ITURRI SA,OX16 3TA,3000005742,70.11
Ministry of Defence,Ministry of Defence,18/07/2011,Fees for professional services,Central TLB,BABYLON TRANSLATIONS LTD,SP1 2EE,820412,70
Ministry of Defence,Ministry of Defence,04/07/2011,"Transporation of personnel, freight and travel expenses",Navy Command,ARAMARK LTD,LS16 6QY,813795,69.6
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,MIN(DM),MERITAIN HEALTH,,278458,69.16
Ministry of Defence,Ministry of Defence,11/07/2011,Administration,Defence Equipment & Support,XMA LTD,NG11 7EP,818095,68.29
Ministry of Defence,Ministry of Defence,28/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,68.1
Ministry of Defence,Ministry of Defence,08/07/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,816822,67.5
Ministry of Defence,Ministry of Defence,19/07/2011,Rental of plant and machinery,Navy Command,CANON (UK) LIMITED,RH2 8BF,821056,67.28
Ministry of Defence,Ministry of Defence,25/07/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,65.45
Ministry of Defence,Ministry of Defence,13/07/2011,Administration,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,62.85
Ministry of Defence,Ministry of Defence,21/07/2011,Administration,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,62.58
Ministry of Defence,Ministry of Defence,07/07/2011,Food and clothing,Navy Command,ITURRI SA,OX16 3TA,3000005682,62.39
Ministry of Defence,Ministry of Defence,21/07/2011,Purchase of inventory and services ,Central TLB,SERCO LIMITED,RG27 9UY,822607,61.42
Ministry of Defence,Ministry of Defence,22/07/2011,Estate management,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,54.67
Ministry of Defence,Ministry of Defence,15/07/2011,Medical treatment & stores and welfare services,Defence Infrastructure Organisation ,OPHTHALMIC TECHNOLOGIES LIMITED,BN14 8NW,820153,54.6
Ministry of Defence,Ministry of Defence,28/07/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,825425,54.31
Ministry of Defence,Ministry of Defence,26/07/2011,Administration,Defence Equipment & Support,XMA LTD,NG11 7EP,824411,54.11
Ministry of Defence,Ministry of Defence,12/07/2011,General services and support,Air Command,XMA LTD,NG11 7EP,818593,54.02
Ministry of Defence,Ministry of Defence,29/07/2011,IT and communication services,Air Command,NSSLGLOBAL LIMITED,RH1 3DR,825926,53.58
Ministry of Defence,Ministry of Defence,28/07/2011,Design services and minor equipment purchases,Land Forces,SOFTWARE BOX LTD,YO61 1ET,825427,50
Ministry of Defence,Ministry of Defence,28/07/2011,Food and clothing,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,49.07
Ministry of Defence,Ministry of Defence,25/07/2011,Food and clothing,Defence Equipment & Support,NORTHERN DIVER (INTERNATIONAL) LTD,WN6 9AE,823712,48
Ministry of Defence,Ministry of Defence,15/07/2011,Purchase of inventory and services ,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,820234,47.82
Ministry of Defence,Ministry of Defence,22/07/2011,Design services and minor equipment purchases,Air Command,XMA LTD,NG11 7EP,823290,47.63
Ministry of Defence,Ministry of Defence,12/07/2011,Design services and minor equipment purchases,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,818135,47.5
Ministry of Defence,Ministry of Defence,25/07/2011,Estate management,Land Forces,AVENANCE PLC,SK11 6ET,823348,47.46
Ministry of Defence,Ministry of Defence,05/07/2011,Transport hire charges,Air Command,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,815196,47.46
Ministry of Defence,Ministry of Defence,25/07/2011,Fees for professional services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,46.67
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,C3I,MERITAIN HEALTH,,278458,45.91
Ministry of Defence,Ministry of Defence,05/07/2011,Administration,Defence Equipment & Support,LYRECO UK LTD,TF2 7NB,814853,45.73
Ministry of Defence,Ministry of Defence,28/07/2011,Fees for professional services,Central TLB,SERCO LIMITED,RG27 9UY,825414,42.28
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,PREDATOR B FLIGHT,MERITAIN HEALTH,,278458,41.95
Ministry of Defence,Ministry of Defence,13/07/2011,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,RH1 1RX,819152,39.79
Ministry of Defence,Ministry of Defence,21/07/2011,Administration,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,39.76
Ministry of Defence,Ministry of Defence,14/07/2011,Transport hire charges,Air Command,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,RG40 3GA,819450,39.73
Ministry of Defence,Ministry of Defence,14/07/2011,Design services and minor equipment purchases,Air Command,XMA LTD,NG11 7EP,819738,39.24
Ministry of Defence,Ministry of Defence,21/07/2011,Payment of utilities,Defence Equipment & Support,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,38.87
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,BDS-US/DBM CCI,MERITAIN HEALTH,,278458,38.75
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,814464,37.78
Ministry of Defence,Ministry of Defence,06/07/2011,Purchase of inventory and services ,Command Joint Operations,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,815556,37.32
Ministry of Defence,Ministry of Defence,18/07/2011,Administration,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,36.99
Ministry of Defence,Ministry of Defence,06/07/2011,Food and clothing,Navy Command,SODEXO LTD,M50 0AL,815945,36
Ministry of Defence,Ministry of Defence,06/07/2011,Purchase of inventory and services ,Defence Equipment & Support,NHS BUSINESS SERVICES AUTHORITY,ME16 0LW,2E+11,35.4
Ministry of Defence,Ministry of Defence,08/07/2011,Transport hire charges,Air Command,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,RG40 3GA,817084,35.16
Ministry of Defence,Ministry of Defence,21/07/2011,"Transporation of personnel, freight and travel expenses",Navy Command,ARAMARK LTD,LS16 6QY,822211,34.98
Ministry of Defence,Ministry of Defence,04/07/2011,Purchase of inventory and services ,Command Joint Operations,LYRECO UK LTD,TF2 7NB,814055,34.5
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,NA RN/RM LO,MERITAIN HEALTH,,278458,33.75
Ministry of Defence,Ministry of Defence,21/07/2011,General services and support,Air Command,XMA LTD,NG11 7EP,822710,33.6
Ministry of Defence,Ministry of Defence,07/07/2011,Medical treatment & stores and welfare services,Command Joint Operations,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,33.34
Ministry of Defence,Ministry of Defence,07/07/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,LYRECO UK LTD,TF2 7NB,816409,32.58
Ministry of Defence,Ministry of Defence,04/07/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,813813,31.98
Ministry of Defence,Ministry of Defence,14/07/2011,Design services and minor equipment purchases,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,819234,31.98
Ministry of Defence,Ministry of Defence,08/07/2011,"Transporation of personnel, freight and travel expenses",Air Command,SODEXO LTD,M50 0AL,817326,30.6
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,COS,MERITAIN HEALTH,,278458,30.5
Ministry of Defence,Ministry of Defence,11/07/2011,Food and clothing,Land Forces,AVENANCE PLC,SK11 6ET,817509,30.32
Ministry of Defence,Ministry of Defence,25/07/2011,Purchase of inventory and services ,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,29.71
Ministry of Defence,Ministry of Defence,13/07/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,29.26
Ministry of Defence,Ministry of Defence,21/07/2011,Administration,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,28.78
Ministry of Defence,Ministry of Defence,07/07/2011,Purchase of inventory and services ,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,28.37
Ministry of Defence,Ministry of Defence,22/07/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,822718,26.97
Ministry of Defence,Ministry of Defence,21/07/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,26.81
Ministry of Defence,Ministry of Defence,06/07/2011,Fees for professional services,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,815570,25.56
Ministry of Defence,Ministry of Defence,05/07/2011,Design services and minor equipment purchases,Air Command,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,CB5 8RX,814869,25
Ministry of Defence,Ministry of Defence,21/07/2011,Building maintenance and accommodation stores,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,24.27
Ministry of Defence,Ministry of Defence,28/07/2011,Transport hire charges,Air Command,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,825401,23.39
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of inventory and services ,Command Joint Operations,LYRECO UK LTD,TF2 7NB,814853,22.98
Ministry of Defence,Ministry of Defence,05/07/2011,IT and communication services,Defence Equipment & Support,XMA LTD,NG11 7EP,815409,21.98
Ministry of Defence,Ministry of Defence,08/07/2011,Medical treatment & stores and welfare services,Navy Command,SODEXO LTD,M50 0AL,817326,21.78
Ministry of Defence,Ministry of Defence,28/07/2011,Official entertainment and hospitality,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,21.01
Ministry of Defence,Ministry of Defence,18/07/2011,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,820458,20.2
Ministry of Defence,Ministry of Defence,07/07/2011,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,816171,18.94
Ministry of Defence,Ministry of Defence,21/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,18.81
Ministry of Defence,Ministry of Defence,13/07/2011,Estate management,Air Command,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,818733,18.8
Ministry of Defence,Ministry of Defence,25/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,18.73
Ministry of Defence,Ministry of Defence,06/07/2011,Estate management,Central TLB,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,815550,18.72
Ministry of Defence,Ministry of Defence,06/07/2011,"Administration, claims, compensation and awards",Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,815569,18.38
Ministry of Defence,Ministry of Defence,27/07/2011,Externally delivered education and training,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,18.25
Ministry of Defence,Ministry of Defence,06/07/2011,Externally delivered education and training,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,18.22
Ministry of Defence,Ministry of Defence,18/07/2011,Design services and minor equipment purchases,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,17.99
Ministry of Defence,Ministry of Defence,05/07/2011,Administration,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,17.22
Ministry of Defence,Ministry of Defence,18/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,17.18
Ministry of Defence,Ministry of Defence,21/07/2011,Purchase of inventory and services ,Command Joint Operations,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,822300,17.15
Ministry of Defence,Ministry of Defence,25/07/2011,Payment of utilities,Defence Infrastructure Organisation ,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,16.62
Ministry of Defence,Ministry of Defence,21/07/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,16.01
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,RAF EO,MERITAIN HEALTH,,278458,15.63
Ministry of Defence,Ministry of Defence,19/07/2011,"Administration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,RH2 8BF,821056,15.29
Ministry of Defence,Ministry of Defence,14/07/2011,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,RH1 1RX,819702,15.18
Ministry of Defence,Ministry of Defence,21/07/2011,Estate management,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,15.17
Ministry of Defence,Ministry of Defence,08/07/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,817326,12.98
Ministry of Defence,Ministry of Defence,27/07/2011,Purchase of inventory and services ,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,12.98
Ministry of Defence,Ministry of Defence,29/07/2011,Purchase of inventory and services ,Command Joint Operations,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,825662,12.84
Ministry of Defence,Ministry of Defence,06/07/2011,Food and clothing,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,815550,12.29
Ministry of Defence,Ministry of Defence,15/07/2011,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,M28 2UT,819813,11.57
Ministry of Defence,Ministry of Defence,18/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,11.56
Ministry of Defence,Ministry of Defence,21/07/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,11.51
Ministry of Defence,Ministry of Defence,21/07/2011,General services and support,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,10.53
Ministry of Defence,Ministry of Defence,11/07/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,RH2 8BF,817579,10.15
Ministry of Defence,Ministry of Defence,27/07/2011,Transport hire charges,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,10.12
Ministry of Defence,Ministry of Defence,06/07/2011,Transport hire charges,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,9.65
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,C(DE) COMMERCIAL,MERITAIN HEALTH,,278458,8.99
Ministry of Defence,Ministry of Defence,06/07/2011,Estate management,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,8.54
Ministry of Defence,Ministry of Defence,28/07/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,AVENANCE PLC,SK11 6ET,824974,8.4
Ministry of Defence,Ministry of Defence,08/07/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,817326,8.32
Ministry of Defence,Ministry of Defence,05/07/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,815256,7.99
Ministry of Defence,Ministry of Defence,27/07/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,7.8
Ministry of Defence,Ministry of Defence,25/07/2011,Estate management,Air Command,SODEXO LTD,M50 0AL,823806,7.26
Ministry of Defence,Ministry of Defence,19/07/2011,Food and clothing,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,821094,6.38
Ministry of Defence,Ministry of Defence,07/07/2011,General services and support,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,816171,6.36
Ministry of Defence,Ministry of Defence,14/07/2011,"Transporation of personnel, freight and travel expenses",Air Command,ROYAL MAIL GROUP LIMITED,PE4 5PG,819622,6.03
Ministry of Defence,Ministry of Defence,27/07/2011,Food and clothing,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,5.06
Ministry of Defence,Ministry of Defence,06/07/2011,Food and clothing,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,4.89
Ministry of Defence,Ministry of Defence,08/07/2011,Purchase of inventory and services ,Navy Command,PFIZER LIMITED,KT20 7NS,817251,4.28
Ministry of Defence,Ministry of Defence,25/07/2011,Building maintenance and accommodation stores,Defence Infrastructure Organisation ,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,3.57
Ministry of Defence,Ministry of Defence,04/07/2011,Fees for professional services,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,813799,2.39
Ministry of Defence,Ministry of Defence,11/07/2011,IT and communication services,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,817579,2.38
Ministry of Defence,Ministry of Defence,28/07/2011,Food and clothing,Navy Command,SODEXO LTD,M50 0AL,825425,1.05
