DE JUNIOR GRADES AS AT 30 JUNE 2010,,,,,,,,,,
Parent Department,Organisation,Unit,Reporting SCS Post Reference,Reporting SCS Post Title,Grade ,Payscale Minimum,Payscale Maximum,Generic Job Title,Number of such posts in FTE (unavailable) Number of such posts ACTUAL ,Notes
MOD,MOD,Defence Estates,26464,Head of Commercial,B1,Standard MOD Rate,Standard MOD Rate,,2,
MOD,MOD,Defence Estates,26464,Head of Commercial,B2,Standard MOD Rate,Standard MOD Rate,,2,
MOD,MOD,Defence Estates,26464,Head of Commercial,C1,Standard MOD Rate,Standard MOD Rate,,4,
MOD,MOD,Defence Estates,26464,Head of Commercial,C2,Standard MOD Rate,Standard MOD Rate,,6,
MOD,MOD,Defence Estates,26464,Head of Commercial,D,Standard MOD Rate,Standard MOD Rate,,3,
MOD,MOD,Defence Estates,26464,Head of Commercial,E1,Standard MOD Rate,Standard MOD Rate,,2,
MOD,MOD,Defence Estates,190042,Head of Next Generations Estate Contracts,B1,Standard MOD Rate,Standard MOD Rate,,2,
MOD,MOD,Defence Estates,190042,Head of Next Generations Estate Contracts,B2,Standard MOD Rate,Standard MOD Rate,,6,
MOD,MOD,Defence Estates,190042,Head of Next Generations Estate Contracts,C1,Standard MOD Rate,Standard MOD Rate,,17,
MOD,MOD,Defence Estates,190042,Head of Next Generations Estate Contracts,C2,Standard MOD Rate,Standard MOD Rate,,1,
MOD,MOD,Defence Estates,190042,Head of Next Generations Estate Contracts,D,Standard MOD Rate,Standard MOD Rate,,1,
MOD,MOD,Defence Estates,190042,Head of Next Generations Estate Contracts,E1,Standard MOD Rate,Standard MOD Rate,,2,
MOD,MOD,Defence Estates,136627,Head of Operations North,B1,Standard MOD Rate,Standard MOD Rate,,6,
MOD,MOD,Defence Estates,136627,Head of Operations North,B2,Standard MOD Rate,Standard MOD Rate,,44,
MOD,MOD,Defence Estates,136627,Head of Operations North,C1,Standard MOD Rate,Standard MOD Rate,,179
MOD,MOD,Defence Estates,136627,Head of Operations North,C2,Standard MOD Rate,Standard MOD Rate,,161
MOD,MOD,Defence Estates,136627,Head of Operations North,C2 MSF,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,136627,Head of Operations North,CONSULTANT,Not Known,Not Known,,3
MOD,MOD,Defence Estates,136627,Head of Operations North,D,Standard MOD Rate,Standard MOD Rate,,83
MOD,MOD,Defence Estates,136627,Head of Operations North,E1,Standard MOD Rate,Standard MOD Rate,,81
MOD,MOD,Defence Estates,136627,Head of Operations North,E2,Standard MOD Rate,Standard MOD Rate,,26
MOD,MOD,Defence Estates,136627,Head of Operations North,SZ1,Standard MOD Rate,Standard MOD Rate,,0
MOD,MOD,Defence Estates,136627,Head of Operations North,SZ3,Standard MOD Rate,Standard MOD Rate,,9
MOD,MOD,Defence Estates,136627,Head of Operations North,SZ4,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,136627,Head of Operations North,Wing Commander,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,27238,Head of Operations South,B1,Standard MOD Rate,Standard MOD Rate,,7
MOD,MOD,Defence Estates,27238,Head of Operations South,B2,Standard MOD Rate,Standard MOD Rate,,42
MOD,MOD,Defence Estates,27238,Head of Operations South,C1,Standard MOD Rate,Standard MOD Rate,,156
MOD,MOD,Defence Estates,27238,Head of Operations South,C2,Standard MOD Rate,Standard MOD Rate,,133
MOD,MOD,Defence Estates,27238,Head of Operations South,C2 MSF,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,27238,Head of Operations South,D,Standard MOD Rate,Standard MOD Rate,,77
MOD,MOD,Defence Estates,27238,Head of Operations South,E1,Standard MOD Rate,Standard MOD Rate,,47
MOD,MOD,Defence Estates,27238,Head of Operations South,E2,Standard MOD Rate,Standard MOD Rate,,5
MOD,MOD,Defence Estates,27238,Head of Operations South,Flight Lieutenant,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,27238,Head of Operations South,Lieutenant Colonel,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,27238,Head of Operations South,Lieutenant Commander,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,27238,Head of Operations South,Major,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,1046948,Head of Estate Development,B1,Standard MOD Rate,Standard MOD Rate,,2
MOD,MOD,Defence Estates,1046948,Head of Estate Development,B2,Standard MOD Rate,Standard MOD Rate,,2
MOD,MOD,Defence Estates,1046948,Head of Estate Development,C1,Standard MOD Rate,Standard MOD Rate,,2
MOD,MOD,Defence Estates,1046948,Head of Estate Development,C2,Standard MOD Rate,Standard MOD Rate,,6
MOD,MOD,Defence Estates,1046948,Head of Estate Development,Colonel,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,1046948,Head of Estate Development,E1,Standard MOD Rate,Standard MOD Rate,,2
MOD,MOD,Defence Estates,1046948,Head of Estate Development,Lieutenant Colonel,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,1046948,Head of Estate Development,Major,Standard MOD Rate,Standard MOD Rate,,2
MOD,MOD,Defence Estates,1046948,Head of Estate Development,Squadron Leader,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,1046948,Head of Estate Development,Wing Commander,Standard MOD Rate,Standard MOD Rate,,3
MOD,MOD,Defence Estates,26324,Head of Property,B1,Standard MOD Rate,Standard MOD Rate,,2
MOD,MOD,Defence Estates,26324,Head of Property,B2,Standard MOD Rate,Standard MOD Rate,,8
MOD,MOD,Defence Estates,26324,Head of Property,C1,Standard MOD Rate,Standard MOD Rate,,17
MOD,MOD,Defence Estates,26324,Head of Property,C2,Standard MOD Rate,Standard MOD Rate,,8
MOD,MOD,Defence Estates,26324,Head of Property,D,Standard MOD Rate,Standard MOD Rate,,8
MOD,MOD,Defence Estates,26324,Head of Property,E1,Standard MOD Rate,Standard MOD Rate,,3
MOD,MOD,Defence Estates,26521,Head of Secretariat,B1,Standard MOD Rate,Standard MOD Rate,,2
MOD,MOD,Defence Estates,26521,Head of Secretariat,B2,Standard MOD Rate,Standard MOD Rate,,5
MOD,MOD,Defence Estates,26521,Head of Secretariat,C1,Standard MOD Rate,Standard MOD Rate,,19
MOD,MOD,Defence Estates,26521,Head of Secretariat,C2,Standard MOD Rate,Standard MOD Rate,,22
MOD,MOD,Defence Estates,26521,Head of Secretariat,C2 MSF,Standard MOD Rate,Standard MOD Rate,,1
MOD,MOD,Defence Estates,26521,Head of Secretariat,D,Standard MOD Rate,Standard MOD Rate,,13
MOD,MOD,Defence Estates,26521,Head of Secretariat,E1,Standard MOD Rate,Standard MOD Rate,,18
MOD,MOD,Defence Estates,26521,Head of Secretariat,Sergeant,Standard MOD Rate,Standard MOD Rate,,1
