Post Unique reference,Name,Grade,Job/Team Title,FTE,Parent Department,Organisation,Actual Pay Floor,Actual Pay Ceiling
1,Ernest Vincent,SCS,Chief Executive,1,Communities & Local Government,The Queen Elizabeth II Conference Centre,"£85,000","£89,999"
