Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount 
CLG,Standards Board for England,07/04/2009,Rates,HR,MANCHESTER CITY COUNCIL,50042,"5,414.00"
CLG,Standards Board for England,07/04/2009,Catering,BRD,STOCK RESTAURANT,50009,606.05
CLG,Standards Board for England,12/04/2009,Periodicals,STA,LEXIS NEXIS,49797,"1,101.29"
CLG,Standards Board for England,12/04/2009,Periodicals,STA,LEXIS NEXIS,49798,"1,272.07"
CLG,Standards Board for England,14/04/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,49684,"1,497.30"
CLG,Standards Board for England,14/04/2009,Furniture & Fittings,HR,TSK GROUP PLC,49788,"1,236.07"
CLG,Standards Board for England,15/04/2009,Contract Staff,CEO,BADENOCH & CLARK,49762,"2,212.60"
CLG,Standards Board for England,15/04/2009,Telephone and Fax - Land line,IT,BRITISH TELECOMMUNICATIONS PLC,49737,"2,447.51"
CLG,Standards Board for England,15/04/2009,Contract Staff,IVG,RUSSAM GMS,49750,"2,479.69"
CLG,Standards Board for England,15/04/2009,Contract Staff,IVG,RUSSAM GMS,49751,"1,983.75"
CLG,Standards Board for England,16/04/2009,Electricity,APE,BRITISH GAS,49802,838.13
CLG,Standards Board for England,16/04/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,49752,"1,481.36"
CLG,Standards Board for England,17/04/2009,Contract Staff,APE,HEADWAY RECRUITMENT,49773,347.3
CLG,Standards Board for England,17/04/2009,Travel - Train,APE,HEADWAY RECRUITMENT,49773,261.6
CLG,Standards Board for England,17/04/2009,Subsistence,APE,HEADWAY RECRUITMENT,49773,13.68
CLG,Standards Board for England,17/04/2009,Telephone and Fax - Land line,APE,HEADWAY RECRUITMENT,49773,6
CLG,Standards Board for England,17/04/2009,Internet Charges,IST,KINGSTON COMMUNICATIONS,49744,"3,500.31"
CLG,Standards Board for England,20/04/2009,Professional Fees,HRC,MANAGE HEALTH,49903,"1,361.69"
CLG,Standards Board for England,20/04/2009,Telephone and Fax - Land line,APE,VODAFONE CORPORATE LTD,49859,24.23
CLG,Standards Board for England,20/04/2009,Telephone and Fax - Land line,CEO,VODAFONE CORPORATE LTD,49859,71.4
CLG,Standards Board for England,20/04/2009,Telephone and Fax - Land line,COM,VODAFONE CORPORATE LTD,49859,77.59
CLG,Standards Board for England,20/04/2009,Telephone and Fax - Land line,FIN,VODAFONE CORPORATE LTD,49859,28.06
CLG,Standards Board for England,20/04/2009,Telephone and Fax - Land line,GOV,VODAFONE CORPORATE LTD,49859,74.5
CLG,Standards Board for England,20/04/2009,Telephone and Fax - Land line,HR,VODAFONE CORPORATE LTD,49859,48.4
CLG,Standards Board for England,20/04/2009,Telephone and Fax - Land line,IT,VODAFONE CORPORATE LTD,49859,849.3
CLG,Standards Board for England,20/04/2009,Telephone and Fax - Land line,IVG,VODAFONE CORPORATE LTD,49859,349.32
CLG,Standards Board for England,20/04/2009,Telephone and Fax - Land line,LEG,VODAFONE CORPORATE LTD,49859,79.35
CLG,Standards Board for England,20/04/2009,Telephone and Fax - Land line,PAG,VODAFONE CORPORATE LTD,49859,75.75
CLG,Standards Board for England,21/04/2009,Service Charges,HR,CIBC WORLD MARKETS PLC,49950,"46,813.24"
CLG,Standards Board for England,21/04/2009,IT Hardware,IT,KELWAY (UK) LTD,49898,"4,151.98"
CLG,Standards Board for England,21/04/2009,Catering,IVG,WHAT IF LTD,49857,"1,527.20"
CLG,Standards Board for England,22/04/2009,Contract Staff,CEO,BADENOCH & CLARK,49868,"1,659.45"
CLG,Standards Board for England,22/04/2009,IT Software,IT,KELWAY (UK) LTD,49904,"1,789.40"
CLG,Standards Board for England,23/04/2009,IT Hardware Repairs & Maintenance,IST,CHARTERHOUSE VOICE &DATA PLC,49897,"3,947.04"
CLG,Standards Board for England,23/04/2009,IT Software,IST,E SQUARED UK LTD,49894,"1,426.00"
CLG,Standards Board for England,23/04/2009,Internet Charges,IST,KINGSTON COMMUNICATIONS,49879,"1,006.25"
CLG,Standards Board for England,23/04/2009,Contract Staff,IVG,RUSSAM GMS,49866,"1,983.75"
CLG,Standards Board for England,23/04/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,49888,"1,126.84"
CLG,Standards Board for England,26/04/2009,Postage,HR,PITNEY BOWES LTD,49883,513
CLG,Standards Board for England,27/04/2009,IT Software,IT,KELWAY (UK) LTD,49899,"10,212.00"
CLG,Standards Board for England,27/04/2009,Communications Projects,COM,LG COMMUNICATIONS,49963,"1,250.00"
CLG,Standards Board for England,27/04/2009,Contract Staff,IVG,RUSSAM GMS,49892,"2,479.69"
CLG,Standards Board for England,27/04/2009,Telephone and Fax - Land line,IT,VODAFONE CORPORATE LTD,49964,853.3
CLG,Standards Board for England,28/04/2009,Contract Staff,CEO,BADENOCH & CLARK,49960,"2,765.75"
CLG,Standards Board for England,28/04/2009,IT Hardware,IT,KELWAY (UK) LTD,49958,632.5
CLG,Standards Board for England,28/04/2009,Communications Projects,COM,PUKKA FILMS,49893,"8,849.41"
CLG,Standards Board for England,29/04/2009,Placement Fee,CEO,TMP (UK)LTD,49959,"20,010.00"
CLG,Standards Board for England,30/04/2009,Professional Fees,FIN,KEY PERSONNEL GROUP,49954,528.21
CLG,Standards Board for England,30/04/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,49955,"1,485.23"
CLG,Standards Board for England,05/05/2009,Service Charges,HR,CLEANING NORTHWEST,50171,"1,440.12"
CLG,Standards Board for England,05/05/2009,Photocopier,HR,OCE (UK) LTD ,50167,796.13
CLG,Standards Board for England,05/05/2009,Legal Fees,LEG,WATERLOW LEGAL & REGULATORYLTD,50195,759
CLG,Standards Board for England,06/05/2009,Internal Audit Fees,FIN,BENTLEY JENNISON RISK MANAGEME,50160,"1,507.65"
CLG,Standards Board for England,06/05/2009,Professional Fees,HR,EVERSHEDS,50187,"6,591.96"
CLG,Standards Board for England,06/05/2009,Professional Fees,IVG,EVERSHEDS,50187,"6,591.96"
CLG,Standards Board for England,06/05/2009,Service Charges,HR,JD WILLIAMS,50165,"4,961.82"
CLG,Standards Board for England,06/05/2009,Recruitment Advertising,CEO,TMP (UK)LTD,50193,"19,792.71"
CLG,Standards Board for England,06/05/2009,Placement Fee,CEO,TMP (UK)LTD,50188,"10,005.00"
CLG,Standards Board for England,07/05/2009,Travel - Train,BRD,CAPITA BUSINESS TRAVEL,50201,816.11
CLG,Standards Board for England,07/05/2009,Travel - Train,COM,CAPITA BUSINESS TRAVEL,50201,727.15
CLG,Standards Board for England,07/05/2009,Travel - Train,HR,CAPITA BUSINESS TRAVEL,50201,171.22
CLG,Standards Board for England,07/05/2009,Travel - Train,IVG,CAPITA BUSINESS TRAVEL,50201,"3,893.37"
CLG,Standards Board for England,07/05/2009,Travel - Train,PAG,CAPITA BUSINESS TRAVEL,50201,885.86
CLG,Standards Board for England,07/05/2009,General Travel - Air,LEG,CAPITA BUSINESS TRAVEL,50201,91.8
CLG,Standards Board for England,07/05/2009,Accommodation,COM,CAPITA BUSINESS TRAVEL,50201,427.5
CLG,Standards Board for England,07/05/2009,Accommodation,IVG,CAPITA BUSINESS TRAVEL,50201,170
CLG,Standards Board for England,07/05/2009,Board Travel & Accommodation,BRD,CAPITA BUSINESS TRAVEL,50201,125.45
CLG,Standards Board for England,07/05/2009,Travel - Train,IT,CAPITA BUSINESS TRAVEL,50201,47.82
CLG,Standards Board for England,07/05/2009,Travel - Train,LEG,CAPITA BUSINESS TRAVEL,50201,496.92
CLG,Standards Board for England,07/05/2009,Travel - Train,CEO,CAPITA BUSINESS TRAVEL,50201,388
CLG,Standards Board for England,07/05/2009,Travel - Train,GOV,CAPITA BUSINESS TRAVEL,50201,557
CLG,Standards Board for England,07/05/2009,General Travel - Air,IVG,CAPITA BUSINESS TRAVEL,50201,180.58
CLG,Standards Board for England,07/05/2009,Press Office Services,COM,DURRANTS PRESS CUTTINGS LTD,50177,"2,739.07"
CLG,Standards Board for England,07/05/2009,Recruitment Advertising,CEO,HAY GROUP MANAGEMENT LIMITED,50173,"1,380.00"
CLG,Standards Board for England,07/05/2009,Rates,HR,MANCHESTER CITY COUNCIL,50042,"5,416.00"
CLG,Standards Board for England,07/05/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,50163,"1,497.30"
CLG,Standards Board for England,08/05/2009,Contract Staff,CEO,BADENOCH & CLARK,50161,"2,765.75"
CLG,Standards Board for England,08/05/2009,Photocopier,HR,OCE (UK) LTD ,50178,"1,043.14"
CLG,Standards Board for England,11/05/2009,This Year's Conf Prepayments,COM,BENEDICT BUSINESS RESOURCES,50275,"10,741.00"
CLG,Standards Board for England,11/05/2009,Internet Charges,IST,KINGSTON COMMUNICATIONS,50254,"2,731.25"
CLG,Standards Board for England,11/05/2009,Events at Conferences,COM,PRO'TEAN DESIGN,50174,"5,522.28"
CLG,Standards Board for England,11/05/2009,This Year's Conf Prepayments,COM,THOMPSON BRAND PARTNERS,50273,"6,635.50"
CLG,Standards Board for England,11/05/2009,Communications Projects,COM,THOMPSON BRAND PARTNERS,50274,"1,748.00"
CLG,Standards Board for England,11/05/2009,IT Software Support,IT,VIZUAL BUSINESS TOOLS PLC,50253,"2,288.50"
CLG,Standards Board for England,12/05/2009,Contract Staff,IVG,RUSSAM GMS,50276,"1,983.75"
CLG,Standards Board for England,14/05/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,50277,"1,122.98"
CLG,Standards Board for England,15/05/2009,Commissioned Research,HR,BMG RESEARCH,50426,"5,563.13"
CLG,Standards Board for England,18/05/2009,Contract Staff,CEO,BADENOCH & CLARK,50313,"2,212.60"
CLG,Standards Board for England,18/05/2009,Corporate Training,HR,REED TRAINING,50372,"1,466.25"
CLG,Standards Board for England,18/05/2009,Corporate Training,HR,REED TRAINING,50340,"1,449.00"
CLG,Standards Board for England,19/05/2009,Publication Projects,COM,EC GROUP,50348,"2,581.75"
CLG,Standards Board for England,19/05/2009,Professional Fees,HR,GOVERNMENT ACTUARY'S DEPT.,50429,956.28
CLG,Standards Board for England,20/05/2009,IT Software Support,IT,CHARTERHOUSE VOICE &DATA PLC,50326,724.5
CLG,Standards Board for England,20/05/2009,IT Software Support,IST,ETHER-RAY,50346,"5,865.00"
CLG,Standards Board for England,20/05/2009,IT Software,IST,VIZUAL BUSINESS TOOLS PLC,50374,"3,450.00"
CLG,Standards Board for England,21/05/2009,Contract Staff,CEO,BADENOCH & CLARK,50307,"2,765.75"
CLG,Standards Board for England,21/05/2009,IT Hardware,IT,KELWAY (UK) LTD,50327,"1,348.95"
CLG,Standards Board for England,21/05/2009,Contract Staff,IVG,RUSSAM GMS,50314,"2,479.69"
CLG,Standards Board for England,21/05/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,50308,"1,501.16"
CLG,Standards Board for England,21/05/2009,Telephone and Fax - Land line,APE,VODAFONE CORPORATE LTD,50357,24.08
CLG,Standards Board for England,21/05/2009,Telephone and Fax - Land line,CEO,VODAFONE CORPORATE LTD,50357,59
CLG,Standards Board for England,21/05/2009,Telephone and Fax - Land line,COM,VODAFONE CORPORATE LTD,50357,80.33
CLG,Standards Board for England,21/05/2009,Telephone and Fax - Land line,FIN,VODAFONE CORPORATE LTD,50357,24.42
CLG,Standards Board for England,21/05/2009,Telephone and Fax - Land line,GOV,VODAFONE CORPORATE LTD,50357,56.77
CLG,Standards Board for England,21/05/2009,Telephone and Fax - Land line,HR,VODAFONE CORPORATE LTD,50357,48.7
CLG,Standards Board for England,21/05/2009,Telephone and Fax - Land line,IT,VODAFONE CORPORATE LTD,50357,726.76
CLG,Standards Board for England,21/05/2009,Telephone and Fax - Land line,IVG,VODAFONE CORPORATE LTD,50357,348.66
CLG,Standards Board for England,21/05/2009,Telephone and Fax - Land line,LEG,VODAFONE CORPORATE LTD,50357,143.87
CLG,Standards Board for England,21/05/2009,Telephone and Fax - Land line,PAG,VODAFONE CORPORATE LTD,50357,98.09
CLG,Standards Board for England,21/05/2009,Staff Training,GOV,WESTMINSTER EXPLAINED,50350,793.5
CLG,Standards Board for England,22/05/2009,Contract Staff,IVG,RUSSAM GMS,50343,"2,479.69"
CLG,Standards Board for England,25/05/2009,Adjudication Panel Reps,LEG,LANDMARK CHAMBERS,50446,"4,025.00"
CLG,Standards Board for England,25/05/2009,Communications Projects,COM,LOCAL GOVERNMENT ASSOCIATION,50373,920
CLG,Standards Board for England,26/05/2009,Security,FAC,CHUBB ELECTRONIC SECURITY LTD,50420,"5,128.24"
CLG,Standards Board for England,26/05/2009,Repairs & Maintenance,HR,OASIS INTERIOR LANDSCAPING,50419,555.84
CLG,Standards Board for England,26/05/2009,Staff Training,GOV,QUORUM TRAINING LTD,50452,805
CLG,Standards Board for England,27/05/2009,Staff Training,HR,EMAP LIMITED,50454,688.85
CLG,Standards Board for England,27/05/2009,Staff Training,GOV,EMAP LIMITED,50454,688.85
CLG,Standards Board for England,27/05/2009,Off Site Storage,COM,SQUIRREL STORAGE,50453,57.1
CLG,Standards Board for England,27/05/2009,Off Site Storage,FIN,SQUIRREL STORAGE,50453,22.83
CLG,Standards Board for England,27/05/2009,Off Site Storage,HR,SQUIRREL STORAGE,50453,9.02
CLG,Standards Board for England,27/05/2009,Off Site Storage,IVG,SQUIRREL STORAGE,50453,46.41
CLG,Standards Board for England,27/05/2009,Off Site Storage,PAG,SQUIRREL STORAGE,50453,524.75
CLG,Standards Board for England,27/05/2009,Furniture & Fittings,HR,TSK GROUP PLC,50427,"1,392.83"
CLG,Standards Board for England,28/05/2009,Internal Audit Fees,FIN,BENTLEY JENNISON RISK MANAGEME,50456,"2,530.00"
CLG,Standards Board for England,28/05/2009,Communications Projects,COM,CHAPEL PRESS,50435,"8,585.00"
CLG,Standards Board for England,28/05/2009,Postage,HR,PITNEY BOWES FINANCE PLC,50431,"1,196.00"
CLG,Standards Board for England,28/05/2009,IT Software Support,IT,TERMINAL FOUR,50425,624.88
CLG,Standards Board for England,28/05/2009,Communications Projects,COM,THOMPSON BRAND PARTNERS,50460,"5,771.50"
CLG,Standards Board for England,28/05/2009,Recruitment Advertising,CEO,TMP (UK)LTD,50428,"2,170.52"
CLG,Standards Board for England,29/05/2009,Contract Staff,CEO,BADENOCH & CLARK,50417,"2,212.60"
CLG,Standards Board for England,29/05/2009,IT Hardware Repairs & Maintenance,IT,BROOKVEX,50424,"1,725.00"
CLG,Standards Board for England,29/05/2009,Staff Training,GOV,ETC CORP,50451,"1,903.50"
CLG,Standards Board for England,29/05/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,50416,"1,122.98"
CLG,Standards Board for England,29/05/2009,This Year's Conf Prepayments,COM,THE NEC GROUP,50434,"17,250.00"
CLG,Standards Board for England,01/06/2009,Service Charges,HR,CLEANING NORTHWEST,50671,"1,440.12"
CLG,Standards Board for England,01/06/2009,IT Hardware,IT,KELWAY (UK) LTD,50703,"4,673.60"
CLG,Standards Board for England,01/06/2009,IT Hardware Repairs & Maintenance,IT,KELWAY (UK) LTD,50703,569.25
CLG,Standards Board for England,01/06/2009,Postage,HR,PITNEY BOWES LTD,50667,513
CLG,Standards Board for England,01/06/2009,Contract Staff,IVG,RUSSAM GMS,50669,"2,479.69"
CLG,Standards Board for England,01/06/2009,Contract Staff,IVG,RUSSAM GMS,50668,"1,983.75"
CLG,Standards Board for England,02/06/2009,IT Software,IT,VODAFONE CORPORATE LTD,50675,"3,496.00"
CLG,Standards Board for England,03/06/2009,Travel - Train,COM,CAPITA BUSINESS TRAVEL,50705,198.45
CLG,Standards Board for England,03/06/2009,Travel - Train,HR,CAPITA BUSINESS TRAVEL,50705,337.17
CLG,Standards Board for England,03/06/2009,Travel - Train,IVG,CAPITA BUSINESS TRAVEL,50705,"1,254.97"
CLG,Standards Board for England,03/06/2009,Travel - Train,PAG,CAPITA BUSINESS TRAVEL,50705,"1,610.76"
CLG,Standards Board for England,03/06/2009,General Travel - Air,LEG,CAPITA BUSINESS TRAVEL,50705,175.44
CLG,Standards Board for England,03/06/2009,Accommodation,COM,CAPITA BUSINESS TRAVEL,50705,615
CLG,Standards Board for England,03/06/2009,Accommodation,GOV,CAPITA BUSINESS TRAVEL,50705,460
CLG,Standards Board for England,03/06/2009,Accommodation,IT,CAPITA BUSINESS TRAVEL,50705,199.35
CLG,Standards Board for England,03/06/2009,Accommodation,IVG,CAPITA BUSINESS TRAVEL,50705,"1,203.78"
CLG,Standards Board for England,03/06/2009,Accommodation,LEG,CAPITA BUSINESS TRAVEL,50705,666.39
CLG,Standards Board for England,03/06/2009,Board Travel & Accommodation,BRD,CAPITA BUSINESS TRAVEL,50705,-113.35
CLG,Standards Board for England,03/06/2009,Corporate Training,HR,CAPITA BUSINESS TRAVEL,50705,91.05
CLG,Standards Board for England,03/06/2009,Travel - Train,FIN,CAPITA BUSINESS TRAVEL,50705,163.09
CLG,Standards Board for England,03/06/2009,Travel - Train,IT,CAPITA BUSINESS TRAVEL,50705,509.95
CLG,Standards Board for England,03/06/2009,Travel - Train,CEO,CAPITA BUSINESS TRAVEL,50705,"1,087.52"
CLG,Standards Board for England,03/06/2009,Travel - Train,GOV,CAPITA BUSINESS TRAVEL,50705,192.23
CLG,Standards Board for England,03/06/2009,General Travel - Air,IVG,CAPITA BUSINESS TRAVEL,50705,402.96
CLG,Standards Board for England,03/06/2009,Press Office Services,COM,DURRANTS PRESS CUTTINGS LTD,50699,"2,320.70"
CLG,Standards Board for England,03/06/2009,IT Hardware,IT,VODAFONE CORPORATE LTD,50709,828
CLG,Standards Board for England,04/06/2009,This Year's Conf Prepayments,COM,EC GROUP,50711,"1,847.60"
CLG,Standards Board for England,04/06/2009,Service Charges,HR,JD WILLIAMS,50690,"3,421.51"
CLG,Standards Board for England,04/06/2009,Internet Charges,IST,KINGSTON COMMUNICATIONS,50679,"3,450.00"
CLG,Standards Board for England,04/06/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,50683,"1,119.11"
CLG,Standards Board for England,05/06/2009,Contract Staff,CEO,BADENOCH & CLARK,50685,"2,212.60"
CLG,Standards Board for England,07/06/2009,Rates,HR,MANCHESTER CITY COUNCIL,50042,"5,416.00"
CLG,Standards Board for England,08/06/2009,Corporate Training,HR,REED TRAINING,50759,"1,955.00"
CLG,Standards Board for England,08/06/2009,Professional Fees,IT,VIZUAL BUSINESS TOOLS PLC,50791,"3,674.25"
CLG,Standards Board for England,09/06/2009,Corporate Identity Project,COM,THOMPSON BRAND PARTNERS,50789,"1,592.75"
CLG,Standards Board for England,09/06/2009,Corporate Identity Project,COM,THOMPSON BRAND PARTNERS,50788,"5,635.00"
CLG,Standards Board for England,09/06/2009,Corporate Identity Project,COM,THOMPSON BRAND PARTNERS,50787,"13,765.50"
CLG,Standards Board for England,11/06/2009,Professional Subscriptions,LEG,BRITISH & IRISH OMBUDSMAN ASS.,50775,750
CLG,Standards Board for England,11/06/2009,Guidance/Advice - Production,COM,K INTERNATIONAL,50786,919.15
CLG,Standards Board for England,11/06/2009,Internet Charges,IT,NODE 4 LIMITED,50782,799.25
CLG,Standards Board for England,11/06/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,50755,"1,497.30"
CLG,Standards Board for England,15/06/2009,Commissioned Research,PAG,BMG RESEARCH,50772,"11,690.90"
CLG,Standards Board for England,16/06/2009,Commissioned Research,PAG,CARDIFF UNIVERISTY,50771,"51,294.27"
CLG,Standards Board for England,17/06/2009,Commissioned Research,PAG,BMG RESEARCH,50968,"22,396.25"
CLG,Standards Board for England,17/06/2009,IT Hardware Repairs & Maintenance,IT,CONVERGENT NETWORK SOLUTIONS L,50844,"3,663.57"
CLG,Standards Board for England,17/06/2009,Professional Fees,HR,WOLTERS KLUWER,50847,"5,060.00"
CLG,Standards Board for England,19/06/2009,Contract Staff,CEO,BADENOCH & CLARK,50843,"2,765.75"
CLG,Standards Board for England,19/06/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,50842,"1,501.16"
CLG,Standards Board for England,22/06/2009,Staff Conference,COM,THE LOWRY CENTRE,50955,"6,717.93"
CLG,Standards Board for England,22/06/2009,Telephone and Fax - Land line,APE,VODAFONE CORPORATE LTD,50932,23.95
CLG,Standards Board for England,22/06/2009,Telephone and Fax - Land line,CEO,VODAFONE CORPORATE LTD,50932,72.46
CLG,Standards Board for England,22/06/2009,Telephone and Fax - Land line,COM,VODAFONE CORPORATE LTD,50932,80.2
CLG,Standards Board for England,22/06/2009,Telephone and Fax - Land line,FIN,VODAFONE CORPORATE LTD,50932,24.71
CLG,Standards Board for England,22/06/2009,Telephone and Fax - Land line,GOV,VODAFONE CORPORATE LTD,50932,88
CLG,Standards Board for England,22/06/2009,Telephone and Fax - Land line,HR,VODAFONE CORPORATE LTD,50932,48.87
CLG,Standards Board for England,22/06/2009,Telephone and Fax - Land line,IT,VODAFONE CORPORATE LTD,50932,808.04
CLG,Standards Board for England,22/06/2009,Telephone and Fax - Land line,IVG,VODAFONE CORPORATE LTD,50932,353.34
CLG,Standards Board for England,22/06/2009,Telephone and Fax - Land line,LEG,VODAFONE CORPORATE LTD,50932,158.57
CLG,Standards Board for England,22/06/2009,Telephone and Fax - Land line,PAG,VODAFONE CORPORATE LTD,50932,76.91
CLG,Standards Board for England,23/06/2009,IT Software Support,IT,CENTRE POINT SOFTWARE LTD,50900,690
CLG,Standards Board for England,23/06/2009,IT Software Support,IST,CENTRE POINT SOFTWARE LTD,50899,"2,448.35"
CLG,Standards Board for England,23/06/2009,Rent,FAC,N BROWN FUNDING LTD,50857,"50,657.50"
CLG,Standards Board for England,26/06/2009,Contract Staff,CEO,BADENOCH & CLARK,50959,"2,765.75"
CLG,Standards Board for England,26/06/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,50958,"1,509.38"
CLG,Standards Board for England,29/06/2009,Contract Staff,CEO,BADENOCH & CLARK,51004,"2,765.75"
CLG,Standards Board for England,30/06/2009,Postage,HR,PITNEY BOWES LTD,50952,513
CLG,Standards Board for England,30/06/2009,Contract Staff,IVG,RUSSAM GMS,51003,"2,479.69"
CLG,Standards Board for England,30/06/2009,Contract Staff,IVG,RUSSAM GMS,51002,"2,479.69"
CLG,Standards Board for England,30/06/2009,Contract Staff,IVG,RUSSAM GMS,51001,"1,983.75"
CLG,Standards Board for England,30/06/2009,Contract Staff,IVG,RUSSAM GMS,51000,"2,231.72"
CLG,Standards Board for England,01/07/2009,Communications Projects,EXT,JACARANDA,51140,"33,229.19"
CLG,Standards Board for England,01/07/2009,Professional Subscriptions,BRD,NEIL STEWART ASSOCIATES,51137,688.85
CLG,Standards Board for England,01/07/2009,Legal Fees,REP,WEIGHTMANS LLP,51183,"9,081.18"
CLG,Standards Board for England,02/07/2009,Service Charges,FAC,CLEANING NORTHWEST,51114,"1,440.12"
CLG,Standards Board for England,02/07/2009,Miscellaneous Expenses,HR,FIRST CLASS REMOVALS,51542,"4,750.00"
CLG,Standards Board for England,03/07/2009,Contract Staff,CEO,BADENOCH & CLARK,51118,"2,765.75"
CLG,Standards Board for England,03/07/2009,Internal Audit Fees,FIN,BENTLEY JENNISON RISK MANAGEME,51125,"2,911.80"
CLG,Standards Board for England,03/07/2009,Press Office Services,COM,DURRANTS PRESS CUTTINGS LTD,51131,"2,745.51"
CLG,Standards Board for England,03/07/2009,Contract Staff,LEG,SELLICK PARTNERSHIPS,51117,"1,505.51"
CLG,Standards Board for England,06/07/2009,Travel - Train,COM,CAPITA BUSINESS TRAVEL,51223,351.07
CLG,Standards Board for England,06/07/2009,Travel - Train,EXT,CAPITA BUSINESS TRAVEL,51223,224.7
CLG,Standards Board for England,06/07/2009,Travel - Train,GUI,CAPITA BUSINESS TRAVEL,51223,13
CLG,Standards Board for England,06/07/2009,Travel - Train,IST,CAPITA BUSINESS TRAVEL,51223,531.1
CLG,Standards Board for England,06/07/2009,Travel - Train,KNO,CAPITA BUSINESS TRAVEL,51223,590.67
CLG,Standards Board for England,06/07/2009,Travel - Train,REM,CAPITA BUSINESS TRAVEL,51223,13
CLG,Standards Board for England,06/07/2009,Travel - Train,REP,CAPITA BUSINESS TRAVEL,51223,"2,409.64"
CLG,Standards Board for England,06/07/2009,Travel - Train,SOL,CAPITA BUSINESS TRAVEL,51223,13
CLG,Standards Board for England,06/07/2009,Accommodation,ESO,CAPITA BUSINESS TRAVEL,51223,125.35
CLG,Standards Board for England,06/07/2009,Accommodation,IST,CAPITA BUSINESS TRAVEL,51223,134.77
CLG,Standards Board for England,06/07/2009,Accommodation,KNO,CAPITA BUSINESS TRAVEL,51223,78.3
