ALB,Supplier,Net Amount £
Audit Commission,Birkbeck College Total,"£7,761.00"
Audit Commission,Oval Events Total,"£7,731.04"
Audit Commission,McCarthy & Forbes Ltd Total,"£7,700.00"
Audit Commission,Workstone Consulting Limited Total,"£7,700.00"
Audit Commission,Janis Dean Associates Total,"£7,665.06"
Audit Commission,National School of Government Total,"£7,656.00"
Audit Commission,Adlib Total,"£7,634.20"
Audit Commission,Common Purpose UK Total,"£7,625.00"
Audit Commission,OCS Limited - Cleaning Total,"£7,608.63"
Audit Commission,Clifford Chance LLP Total,"£7,560.00"
Audit Commission,Executive Development International Total,"£7,504.40"
Audit Commission,Mike Quigley Total,"£7,500.55"
Audit Commission,The Retirement Counselling Service Ltd Total,"£7,500.00"
Audit Commission,Economic & Social Research Council Total,"£7,444.50"
Audit Commission,Julie Fenner Total,"£7,405.00"
Audit Commission,Site Confidence Ltd Total,"£7,400.00"
Audit Commission,De Vere Daresbury Park Total,"£7,361.91"
Audit Commission,The Institute of Revenues Rating & Valuation Total,"£7,321.20"
Audit Commission,Chartered Institute of Personnel and Development Total,"£7,305.00"
Audit Commission,Bristol Computer Workshop Ltd Total,"£7,209.40"
Audit Commission,ISS Facility Services Ltd Total,"£7,196.16"
Audit Commission,Mayfair Conference Centre Total,"£7,160.00"
Audit Commission,Ian Crookall Total,"£7,150.00"
Audit Commission,Holiday Inn Regents Park Total,"£7,130.43"
Audit Commission,Southern Water Services Ltd Total,"£7,120.23"
Audit Commission,Franklin Covey Total,"£7,111.19"
Audit Commission,Firebrand Training Ltd Total,"£7,110.00"
Audit Commission,Jonathan Neil Collins Total,"£7,077.26"
Audit Commission,Bailbrook House Total,"£7,059.74"
Audit Commission,Aston University Total,"£7,019.91"
Audit Commission,J N Clarke Total,"£7,000.00"
Audit Commission,Staverton Holdings Ltd Total,"£7,000.00"
Audit Commission,Marriott Hotel Leicester Total,"£6,934.85"
Audit Commission,The Liddington Total,"£6,865.12"
Audit Commission,Parliamentary Communications Ltd Total,"£6,851.25"
Audit Commission,Progressive Resources Ltd Total,"£6,850.00"
Audit Commission,Crescent Construction (Bristol) Ltd Total,"£6,812.00"
Audit Commission,Newham Council Total,"£6,796.27"
Audit Commission,Newmarket Race Course Total,"£6,779.75"
Audit Commission,St James's House Total,"£6,750.00"
Audit Commission,Hilton East Midlands Airport Total,"£6,736.12"
Audit Commission,Thornton Hall Hotel Ltd Total,"£6,713.32"
Audit Commission,Alison Lowton Total,"£6,694.30"
Audit Commission,Neopost Ltd Total,"£6,693.43"
Audit Commission,Hays Executive Total,"£6,644.50"
Audit Commission,City of Lincoln Total,"£6,547.50"
Audit Commission,Jane Wreford Associates Ltd Total,"£6,406.64"
Audit Commission,Kate McAllister Consultancy Ltd Total,"£6,334.80"
Audit Commission,Safety Solutions UK Ltd Total,"£6,250.00"
Audit Commission,Hype Agency Limited Total,"£6,160.00"
Audit Commission,Renaissance Manchester Hotel Total,"£6,101.74"
Audit Commission,Ernst & Young LLP Total,"£6,100.00"
Audit Commission,Exeter Rugby Club Ltd Total,"£6,095.65"
Audit Commission,G.W. Builders & Sons Ltd Total,"£6,054.66"
Audit Commission,Elizabeth Lank Total,"£6,034.90"
Audit Commission,Joanna Woodford Total,"£6,000.00"
Audit Commission,Peter Honey Publications Ltd Total,"£6,000.00"
Audit Commission,Marhsalls Mono Ltd t/a Urban Engineering Total,"£5,998.60"
Audit Commission,Hilton Leeds City Total,"£5,987.29"
Audit Commission,General Vending Services Ltd Total,"£5,916.53"
Audit Commission,Wiltshire Council Total,"£5,857.00"
Audit Commission,Cannon Hygiene Ltd Total,"£5,793.72"
Audit Commission,Liverpool John Moores University Total,"£5,764.00"
Audit Commission,Keysource APS Ltd Total,"£5,762.00"
Audit Commission,Servicemaster C.S Exeter Total,"£5,760.52"
Audit Commission,BDWC Ltd Total,"£5,652.00"
Audit Commission,People Quest Total,"£5,600.00"
Audit Commission,MITIE Engineering Services (Peninsula) Ltd Total,"£5,574.00"
Audit Commission,Essential Energy Ltd Total,"£5,553.10"
Audit Commission,HFMA (MAIN AND ONLY ACCOUNT) Total,"£5,540.00"
Audit Commission,Pitney Bowes postage by phone Total,"£5,523.50"
Audit Commission,EEF Total,"£5,513.21"
Audit Commission,Open University Total,"£5,500.00"
Audit Commission,Branwell Ford Associates Ltd Total,"£5,494.14"
Audit Commission,Cllr Richard Chattaway Total,"£5,401.22"
Audit Commission,Paul Crossley Total,"£5,400.00"
Audit Commission,Councillor PD Bettison Total,"£5,380.21"
Audit Commission,JMW Mosaic Ltd Total,"£5,250.00"
Audit Commission,Nick Booth Total,"£5,250.00"
Audit Commission,Public & Shared Economic Consultants Total,"£5,250.00"
Audit Commission,Haymarket Publishing Services Total,"£5,241.30"
Audit Commission,Companies House Total,"£5,200.00"
Audit Commission,The Winchester Hotel Total,"£5,187.98"
Audit Commission,Law Society Total,"£5,175.00"
Audit Commission,Shaw Trust Total,"£5,157.19"
Audit Commission,Proseworks Ltd Total,"£5,130.00"
Audit Commission,Western Power Distribution Total,"£5,119.92"
Audit Commission,Reform Research Trust Total,"£5,100.00"
Audit Commission,Webb Associates Total,"£5,096.95"
Audit Commission,Radisson Edwardian Vanderbilt Hotel Total,"£5,033.61"
Audit Commission,Martin Winter Total,"£5,020.94"
Audit Commission,National Car Rental Ltd Total,"£5,018.89"
Audit Commission,42 Bedford Row Total,"£5,000.00"
Audit Commission,Butlers Total,"£5,000.00"
Audit Commission,Kings Fund Total,"£5,000.00"
Audit Commission,Reform Club Total,"£4,959.25"
Audit Commission,BIS Total,"£4,957.25"
Audit Commission,Corporate Media Supplies Ltd Total,"£4,952.50"
Audit Commission,Gunnebo Security UK Ltd Total,"£4,950.00"
Audit Commission,Accumen Business Consultancy Limited Total,"£4,920.00"
Audit Commission,Employers Forum on Disability Total,"£4,900.00"
Audit Commission,Park Plaza County Hall Total,"£4,897.32"
Audit Commission,The Haycock Total,"£4,879.73"
Audit Commission,Peter Box Total,"£4,870.00"
Audit Commission,BPP Birmingham Total,"£4,855.77"
Audit Commission,Susan Dungworth Total,"£4,849.32"
Audit Commission,Institute of Local Government Studies (INLOGOV) Total,"£4,800.00"
Audit Commission,QH hotels - The Midland Total,"£4,763.83"
Audit Commission,Orchard Restaurant (Taunton Racecourse) Ltd Total,"£4,695.20"
Audit Commission,Manchester United Limited Total,"£4,693.50"
Audit Commission,Association of Local Government Communications Total,"£4,650.00"
Audit Commission,Adams Environmental Ltd Total,"£4,645.00"
Audit Commission,Robert Light Total,"£4,609.63"
Audit Commission,Food at Work Ltd Total,"£4,595.00"
Audit Commission,Jude Shepherd Total,"£4,550.00"
Audit Commission,Nottingham Trent University Total,"£4,540.00"
Audit Commission,Ultima Risk Management Total,"£4,501.00"
Audit Commission,Podnosh (N Booth) Total,"£4,500.00"
Audit Commission,Windsor Fellowship Total,"£4,500.00"
Audit Commission,Spectrum  Electrical Solutions UK Ltd Total,"£4,444.79"
Audit Commission,Macdonald Burlingon Hotel Total,"£4,431.66"
Audit Commission,Simon Partridge Total,"£4,415.88"
Audit Commission,Oval Events Ltd Total,"£4,403.00"
Audit Commission,Eric Fisher Consultancy Ltd Total,"£4,400.00"
Audit Commission,Teamclean Ltd Total,"£4,392.32"
Audit Commission,Hayley Conference Centres  Beaumont House Total,"£4,387.13"
Audit Commission,Plain Language Commission Total,"£4,358.00"
Audit Commission,Parliament News Total,"£4,345.75"
Audit Commission,Chart Inst of Purch & Supply Total,"£4,344.00"
Audit Commission,PinPoint Facilitation Ltd Total,"£4,341.16"
Audit Commission,The Training Foundation Ltd Total,"£4,340.00"
Audit Commission,Sandwich Fillas Total,"£4,281.28"
Audit Commission,Merlin Energy Resources Ltd Total,"£4,277.73"
Audit Commission,Highgate House Conference Centre Total,"£4,274.73"
Audit Commission,Newcastle Marriott Hotel Total,"£4,208.22"
Audit Commission,Incorpore Limited Total,"£4,192.50"
Audit Commission,J M Fitzpatrick Total,"£4,172.16"
Audit Commission,Paul Godwin Total,"£4,154.66"
Audit Commission,Fluke (UK) Ltd Total,"£4,152.00"
Audit Commission,RSM Tenon Limited Total,"£4,100.00"
Audit Commission,LGIU Total,"£4,060.00"
Audit Commission,Justis Publishing Limited Total,"£4,050.00"
Audit Commission,Amigos UK Ltd Total,"£4,000.00"
Audit Commission,David Smith Total,"£4,000.00"
Audit Commission,Terence Shields Total,"£4,000.00"
Audit Commission,Electrical & Technical Services Ltd Total,"£3,971.00"
Audit Commission,Performing Platforms Total,"£3,969.38"
Audit Commission,Shirley Shelley Contract Cleaners Total,"£3,952.16"
Audit Commission,Fourth Corner Communications Ltd Total,"£3,900.00"
Audit Commission,Graham Smith Total,"£3,883.81"
Audit Commission,Lancaster City Council (RATES ONLY) Total,"£3,867.87"
Audit Commission,Reed Business Information Total,"£3,865.00"
Audit Commission,Conflict Management Plus Total,"£3,850.60"
Audit Commission,Dorothy Thornhill Total,"£3,800.00"
Audit Commission,Royleclean Total,"£3,796.00"
Audit Commission,Local Progress Consulting Total,"£3,761.06"
Audit Commission,Watson Martin Partnership Total,"£3,750.00"
Audit Commission,Dr Pamela Campanelli Total,"£3,747.28"
Audit Commission,The Reservation Highway Total,"£3,723.62"
Audit Commission,David Williams Total,"£3,712.50"
Audit Commission,Julie Young (Colchester) Total,"£3,700.00"
Audit Commission,Suburban Aerials Ltd Total,"£3,643.00"
Audit Commission,Olivier Mythodrama Total,"£3,620.00"
Audit Commission,KCOM Group PLC Total,"£3,601.92"
Audit Commission,Airdrum Limited Total,"£3,600.00"
Audit Commission,Claire Denman Total,"£3,600.00"
Audit Commission,ETC Venues Ltd - Bonhill St Total,"£3,599.00"
Audit Commission,Holiday Inn Leeds Garforth Total,"£3,596.78"
Audit Commission,Badenoch & Clark Total,"£3,590.77"
Audit Commission,UBM Information Ltd Total,"£3,582.00"
Audit Commission,Giftpoint Total,"£3,567.25"
Audit Commission,YouGov Plc Total,"£3,565.00"
Audit Commission,The Hughes Company Total,"£3,555.00"
Audit Commission,Databeuro Limited Total,"£3,550.00"
Audit Commission,Keystroke Knowledge Ltd Total,"£3,520.00"
Audit Commission,Localis Research Ltd Total,"£3,500.00"
Audit Commission,Video Arts Ltd Total,"£3,498.00"
Audit Commission,Historic Royal Palaces Enterpise Ltd Total,"£3,450.00"
Audit Commission,University of Gloucestershire Total,"£3,445.00"
Audit Commission,Bentley Jennison Total,"£3,414.45"
Audit Commission,Minster Cleaning Services (Newcastle) Total,"£3,412.58"
Audit Commission,Loop2 Total,"£3,409.00"
Audit Commission,Alan Waters Total,"£3,400.00"
Audit Commission,Robert Arnold Lanzer Total,"£3,400.00"
Audit Commission,Exeter Golf & Country Club Ltd Total,"£3,390.00"
Audit Commission,Health Links Total,"£3,375.00"
Audit Commission,Mast International Group Ltd Total,"£3,366.40"
Audit Commission,Malmaison Hotel Total,"£3,357.42"
Audit Commission,Shire Hotels Total,"£3,355.75"
Audit Commission,Talentfirst Total,"£3,330.46"
Audit Commission,Sales Ledger (Refunds) Total,"£3,324.37"
Audit Commission,Sodexho @ NCSL Total,"£3,304.35"
Audit Commission,Andrew Judge Total,"£3,300.00"
Audit Commission,David Dixon Total,"£3,300.00"
Audit Commission,John Whelan Total,"£3,300.00"
Audit Commission,Hotel du Vin & Bistro Total,"£3,285.66"
Audit Commission,Abbey Community Services Ltd Total,"£3,274.30"
Audit Commission,Hitch Mylius Ltd Total,"£3,270.00"
Audit Commission,ILX Group Plc Total,"£3,262.50"
Audit Commission,The Pear Tree Inn & Country Hotel Total,"£3,215.84"
Audit Commission,Faversham Consultancy Services Ltd Total,"£3,200.00"
Audit Commission,Leeds Metropolitan University Total,"£3,200.00"
Audit Commission,Robert Parker Total,"£3,200.00"
Audit Commission,ITSMF Ltd Total,"£3,195.00"
Audit Commission,GE Capital Equipment Finance Total,"£3,177.70"
Audit Commission,Royal Mail Peterborough Total,"£3,176.60"
Audit Commission,Lesley Clarke Total,"£3,170.00"
Audit Commission,Belmont Press Ltd Total,"£3,145.00"
Audit Commission,Montalt Cleaning Services Total,"£3,132.99"
Audit Commission,Thistle hotel - Exeter Total,"£3,129.36"
Audit Commission,The Cumberland Total,"£3,120.89"
Audit Commission,LARIA Total,"£3,117.00"
Audit Commission,The Mind Gym Total,"£3,112.80"
Audit Commission,Carol Woods Total,"£3,100.00"
Audit Commission,Jeremy Hilton Total,"£3,100.00"
Audit Commission,JMP Consultants Ltd Total,"£3,080.00"
Audit Commission,Connexion 2 Ltd Total,"£3,060.00"
Audit Commission,Exeter Racecourse Total,"£3,050.00"
Audit Commission,SLR Consulting Limited Total,"£3,037.50"
Audit Commission,Capita Resourcing Ltd Total,"£3,000.00"
Audit Commission,DRM Magazine Total,"£3,000.00"
Audit Commission,Jerry Roodhouse Total,"£3,000.00"
Audit Commission,John Matchett Limited Total,"£3,000.00"
Audit Commission,LG Communications Total,"£3,000.00"
Audit Commission,PR Newswire Europe Ltd Total,"£3,000.00"
Audit Commission,Worcester County Council Total,"£3,000.00"
Audit Commission,Snap Surveys Ltd Total,"£2,999.00"
Audit Commission,The Royal Horseguards Hotel Total,"£2,986.02"
Audit Commission,Sum Total Systems Inc Total,"£2,980.00"
Audit Commission,Telewest Business Total,"£2,963.64"
Audit Commission,Thanet Press Limited Total,"£2,945.00"
Audit Commission,The Gym Repair Company Total,"£2,925.00"
Audit Commission,Ark Conferences Ltd Total,"£2,911.50"
Audit Commission,UnumProvident Total,"£2,908.16"
Audit Commission,Lancaster House Hotel Total,"£2,900.69"
Audit Commission,University of Bradford Total,"£2,900.00"
Audit Commission,Air Cool Engineering Service & Maintenance Ltd Total,"£2,888.24"
Audit Commission,SPA Landscaping Ltd Total,"£2,868.22"
Audit Commission,Severn Trent Water Total,"£2,857.46"
Audit Commission,New Track Ltd Total,"£2,849.00"
Audit Commission,BiP Solutions Ltd Total,"£2,840.00"
Audit Commission,Mediapool Ltd Total,"£2,835.00"
Audit Commission,Edwards & Keeping Total,"£2,800.00"
Audit Commission,Paul Gosling Total,"£2,800.00"
Audit Commission,British Association of Communicators n Business Total,"£2,794.85"
Audit Commission,British Computer Society Total,"£2,782.40"
Audit Commission,Eynsham Hall Ltd Total,"£2,756.47"
Audit Commission,Raynsway Properties Total,"£2,722.70"
Audit Commission,Spikes Cavell & Co Total,"£2,722.00"
Audit Commission,John Coombes Total,"£2,700.00"
Audit Commission,Andrew Heywood Total,"£2,696.00"
Audit Commission,Jurys Inn Croydon Total,"£2,668.08"
Audit Commission,HM Land Registry - NW Total,"£2,639.06"
Audit Commission,Merlin Presentation Solutions Ltd Total,"£2,634.00"
Audit Commission,Hayley Conference Centres (Ettington Chase) Total,"£2,632.91"
Audit Commission,Shire Hotels Limited Total,"£2,632.79"
Audit Commission,Perfect Path Consulting Ltd Total,"£2,600.00"
Audit Commission,Redbows LTD Total,"£2,590.00"
Audit Commission,Parity Resources Ltd Total,"£2,565.00"
Audit Commission,Chartered Institute of Marketing Total,"£2,563.60"
Audit Commission,National Housing Federation Total,"£2,535.00"
Audit Commission,Sodexho Prestige Ltd Total,"£2,535.00"
Audit Commission,Kain Knight Group Plc Total,"£2,528.84"
Audit Commission,Eurest Services Total,"£2,519.30"
Audit Commission,Employers Forum on Age Total,"£2,500.00"
Audit Commission,General Physics (UK) Ltd Total,"£2,500.00"
Audit Commission,Mr Robert Ham QC Total,"£2,500.00"
Audit Commission,New College Durham Total,"£2,500.00"
Audit Commission,Excitech Computers Limited Total,"£2,495.00"
Audit Commission,Exhibit UK Total,"£2,484.00"
Audit Commission,The Aikin Driver Partnership Total,"£2,468.60"
Audit Commission,The Moat House Acton Trussell Total,"£2,452.17"
Audit Commission,Morley Associates Total,"£2,452.00"
Audit Commission,The Studio Venue Company Total,"£2,410.00"
Audit Commission,Dorma UK Ltd Total,"£2,400.00"
Audit Commission,Shropshire County Council Total,"£2,352.25"
Audit Commission,Pitney Bowes Ltd (lease charges only) Total,"£2,343.58"
Audit Commission,First Call Media Ltd Total,"£2,319.00"
Audit Commission,"University of Wales, Aberystwyth Total","£2,310.00"
Audit Commission,Acresso Software Ltd Total,"£2,298.00"
Audit Commission,AB Multimedia Ltd Total,"£2,295.00"
Audit Commission,Wynyard Serviced Offices Limited Total,"£2,282.40"
Audit Commission,Countdown Total,"£2,274.78"
Audit Commission,Megan Meredith Total,"£2,250.00"
Audit Commission,Trowers & Hamlins Total,"£2,195.00"
Audit Commission,The Bristol Hotel Total,"£2,191.30"
Audit Commission,PB Client A/C Re: Tyne Invest Total,"£2,164.33"
Audit Commission,Natfire Compliance Ltd Total,"£2,163.00"
Audit Commission,Crawley Borough Council Total,"£2,160.01"
Audit Commission,Chartridge Conference Company Total,"£2,133.43"
Audit Commission,SIMTR Conference Centre Total,"£2,109.60"
Audit Commission,Derek Bateman Total,"£2,100.00"
Audit Commission,Oakleigh Consulting Limited Total,"£2,100.00"
Audit Commission,RAD Finance Department Total,"£2,064.22"
Audit Commission,ERAS Ltd Total,"£2,051.50"
Audit Commission,David Block Total,"£2,045.00"
Audit Commission,Animal Health Total,"£2,022.42"
Audit Commission,National Council for Voluntary Organisations Total,"£2,014.90"
Audit Commission,Select Appointments Plc Total,"£2,012.93"
Audit Commission,Cath McNaught Total,"£2,000.00"
Audit Commission,Leslie T. Byrom Total,"£2,000.00"
Audit Commission,Littleton Chambers Total,"£2,000.00"
Audit Commission,Marriott Bristol Total,"£2,000.00"
Audit Commission,ACAS Total,"£1,995.00"
Audit Commission,VNU Business Publications Limited Total,"£1,995.00"
Audit Commission,Indigo Business Services Ltd Total,"£1,994.00"
Audit Commission,Scarlett MccGwire Total,"£1,989.60"
Audit Commission,Greenwich University Enterprises Limited Total,"£1,980.43"
Audit Commission,Hays IT Services Total,"£1,971.00"
Audit Commission,Sofitel St James London Total,"£1,956.34"
Audit Commission,Harbrook Training & Consultancy Total,"£1,950.00"
Audit Commission,Rochford District Council Total,"£1,942.78"
Audit Commission,Michael Barnes Total,"£1,925.00"
Audit Commission,The Profile Group Total,"£1,876.00"
Audit Commission,The Royal Horseguards Total,"£1,875.44"
Audit Commission,Visionaid Technologies Ltd Total,"£1,870.00"
Audit Commission,NCVO Total,"£1,867.50"
Audit Commission,Delaware North Companies Wembley Ltd Total,"£1,849.28"
Audit Commission,Central Law Training Ltd Total,"£1,835.00"
Audit Commission,Crowne Plaza Gatwick Total,"£1,826.09"
Audit Commission,Clear Image MMS Ltd Total,"£1,813.05"
Audit Commission,Evac+Chair International Limited Total,"£1,800.00"
Audit Commission,Penna Plc Total,"£1,800.00"
Audit Commission,Lex Vehicle Leasing Ltd Total,"£1,789.35"
Audit Commission,Kalamazoo Security Print Ltd Total,"£1,753.90"
Audit Commission,Royal Mail Group Plc Total,"£1,750.00"
Audit Commission,Slough Borough Council Total,"£1,733.33"
Audit Commission,Adele Ward Communications Ltd Total,"£1,720.00"
Audit Commission,Hawkins & Scott Total,"£1,680.00"
Audit Commission,Euan Semple Total,"£1,676.00"
Audit Commission,Milton Keynes Borough Council Total,"£1,650.00"
Audit Commission,IS Oxford Total,"£1,616.00"
Audit Commission,Inspirandum Total,"£1,615.00"
Audit Commission,Emap Conferences Total,"£1,596.00"
Audit Commission,Protech IT Hygiene Total,"£1,586.50"
Audit Commission,Knowlegepool (BTP) Ltd Total,"£1,575.00"
Audit Commission,Bridge Valley Total,"£1,557.04"
Audit Commission,Watson Wyatt Limited Total,"£1,550.00"
Audit Commission,A.L.S Consultants Total,"£1,540.50"
Audit Commission,Beechwood House Publishing Ltd (Binleys) Total,"£1,534.00"
Audit Commission,Swallow Cleaning Contractors Ltd Total,"£1,523.58"
Audit Commission,AtoZ Business Consultancy Total,"£1,500.00"
Audit Commission,CRAC Ltd Total,"£1,500.00"
Audit Commission,Doctorcall Ltd Total,"£1,500.00"
Audit Commission,Fiona Martin Total,"£1,500.00"
Audit Commission,Laserart Total,"£1,500.00"
Audit Commission,Live in the City Ltd Total,"£1,500.00"
Audit Commission,Metropolitan Borough of Wirral Total,"£1,500.00"
Audit Commission,Stonewall Equality Ltd Total,"£1,500.00"
Audit Commission,Halton Borough Council Total,"£1,498.50"
Audit Commission,SMi Group Ltd Total,"£1,497.00"
Audit Commission,Matthew Banks Total,"£1,496.60"
Audit Commission,UK Oracle User Group Total,"£1,485.00"
Audit Commission,Humberts Total,"£1,484.13"
Audit Commission,Resourcing Partners Ltd Total,"£1,476.40"
Audit Commission,University of Surrey Total,"£1,460.00"
Audit Commission,Thinkingvisually Limited Total,"£1,456.00"
Audit Commission,Quadrilect Total,"£1,455.00"
Audit Commission,South West Lakes Ltd Total,"£1,426.87"
Audit Commission,Forfront.net Total,"£1,425.00"
Audit Commission,Breakthrough UK Ltd Total,"£1,423.36"
Audit Commission,Hilton London Metropole Total,"£1,421.84"
Audit Commission,Xtend (UK) Ltd Total,"£1,415.00"
Audit Commission,Awesome Events Ltd Total,"£1,404.26"
Audit Commission,Alexandra Jankovic Total,"£1,400.00"
Audit Commission,Raw Coaching Total,"£1,400.00"
Audit Commission,Footloose & Fancy Food Total,"£1,375.01"
Audit Commission,Chantmarle Manor Total,"£1,356.78"
Audit Commission,Henley Management College Total,"£1,350.00"
Audit Commission,Croner CCH Group Ltd Total,"£1,330.90"
Audit Commission,Cambridge Marketing College Total,"£1,325.53"
Audit Commission,Signature Hotel Group Ltd Total,"£1,322.21"
Audit Commission,BT Conferencing Total,"£1,309.40"
Audit Commission,DHA Consultancy Ltd Total,"£1,302.80"
Audit Commission,Shepherd's Total,"£1,299.20"
Audit Commission,D.F.Williams Cleaning Services Ltd Total,"£1,295.51"
Audit Commission,Holiday Inn Doncaster Total,"£1,292.17"
Audit Commission,Heathcotes (Outside) Ltd Total,"£1,282.37"
Audit Commission,Qtac Solutions Ltd Total,"£1,275.00"
Audit Commission,Ramada Jarvis Bolton Total,"£1,270.00"
Audit Commission,Hemming Group Ltd Subscriptions Total,"£1,266.50"
Audit Commission,Nineteen Restaurant Total,"£1,260.00"
Audit Commission,L'Oranger Restaurants Ltd Total,"£1,251.60"
Audit Commission,LGG Limited Total,"£1,250.00"
Audit Commission,ORC Worldwide Total,"£1,250.00"
Audit Commission,Paul Eustice Design Total,"£1,250.00"
Audit Commission,The Work Foundation Total,"£1,250.00"
Audit Commission,Ramada Plaza Gatwick Total,"£1,240.87"
Audit Commission,Transcript Total,"£1,228.00"
Audit Commission,Canterbury City Council Total,"£1,200.00"
Audit Commission,Local Government Information Unit Total,"£1,200.00"
Audit Commission,British Institute of Facilities Management Total,"£1,185.00"
Audit Commission,MU Enterprises Ltd Total,"£1,180.05"
Audit Commission,Hayley Conference Centre Ltd (Eastwood Hse) Total,"£1,180.00"
Audit Commission,Geoff Williams Total,"£1,157.90"
Audit Commission,Classic Coaches Limited Total,"£1,150.00"
Audit Commission,Marketing Education and Training Total,"£1,140.00"
Audit Commission,Marwell Hotel Total,"£1,123.70"
Audit Commission,ThyssenKrupp Elevator UK Limited Total,"£1,107.45"
Audit Commission,Dotted Eyes Ltd Total,"£1,105.00"
Audit Commission,HMCS Total,"£1,100.00"
Audit Commission,Lincoln Noel Total,"£1,100.00"
Audit Commission,People Deliver Projects Ltd Total,"£1,100.00"
Audit Commission,The APM Group Limited Total,"£1,100.00"
Audit Commission,Lucy Bristow Ltd Total,"£1,084.02"
Audit Commission,Cheltenham Tutorial College Total,"£1,069.31"
Audit Commission,Best Western Leyland Hotel Total,"£1,063.95"
Audit Commission,EDM Group Ltd Total,"£1,063.86"
Audit Commission,Knight Business Forms Ltd Total,"£1,060.00"
Audit Commission,TPAS Limited Total,"£1,050.00"
Audit Commission,Transmedia Communications ( London) Ltd Total,"£1,040.00"
Audit Commission,The Wessex Conference Centre Total,"£1,038.99"
Audit Commission,The Sitwell Arms Hotel Total,"£1,021.78"
Audit Commission,The Labour Party Total,"£1,021.24"
Audit Commission,Hardings Bar and Catering Services Ltd Total,"£1,006.00"
Audit Commission,i-CD Publishing (UK) Limited Total,"£1,000.05"
Audit Commission,Checkmate Management Ltd Total,"£1,000.00"
Audit Commission,DTZ DTL Clients A/C Re: DEFRA Total,"£1,000.00"
Audit Commission,Home Ltd Total,"£1,000.00"
Audit Commission,nfpSynergy Ltd Total,"£1,000.00"
Audit Commission,Sytner Nottingham Ltd Total,"£1,000.00"
Audit Commission,Filton College Total,£995.00
Audit Commission,Policy Review Total,£995.00
Audit Commission,The Purple Company (UK) Ltd Total,£990.00
Audit Commission,Advanced Personnel Ltd Total,£970.92
Audit Commission,NViro Ltd Total,£963.34
Audit Commission,Northumberland County Council Total,£960.50
Audit Commission,Deaf Umbrella East Ltd Total,£951.79
Audit Commission,Forever Fuels Limited Total,£950.00
Audit Commission,Graduate Recruitment Bureau Total,£950.00
Audit Commission,Falconbury Ltd Total,£949.00
Audit Commission,Westmorland Ltd Total,£940.25
Audit Commission,Marks' Home & Garden maintenance services Total,£940.00
Audit Commission,Brady Corporation Ltd (Seton) Total,£903.95
Audit Commission,Kirklees Council Total,£903.56
Audit Commission,A. Wilson & Sons (Islington) Ltd Total,£900.00
Audit Commission,De Montfort Expertise Ltd Total,£900.00
Audit Commission,SmartWater Technology Ltd Total,£900.00
Audit Commission,Classic Catering - Bristol Total,£899.07
Audit Commission,University of Manchester Total,£895.80
Audit Commission,IIL Europe Ltd Total,£895.00
Audit Commission,The Grand Hotel Total,£893.24
Audit Commission,Newlay Consultancy Ltd Total,£893.20
Audit Commission,On Show Limited Total,£885.00
Audit Commission,Ink Copywriters Ltd Total,£875.00
Audit Commission,Public Policy Exchange (Centre for Parliamentary Studies Ltd) Total,£860.00
Audit Commission,Chubb Electronic Security Security Systems Ltd Total,£838.66
Audit Commission,Hilton York Total,£834.04
Audit Commission,North East Worcestershire College Total,£830.00
Audit Commission,OB10 Ltd Total,£820.00
Audit Commission,NB Real Estate Total,£817.26
Audit Commission,Clos Maggiore Total,£814.49
Audit Commission,Stuart Lawson Total,£810.20
Audit Commission,Hardwick Hall Hotel Total,£809.35
Audit Commission,Harper Adams University College Total,£807.50
Audit Commission,The Andrea Adams Trust Total,£805.00
Audit Commission,Colin Mann Total,£800.00
Audit Commission,Resource Management Services Total,£800.00
Audit Commission,GovNet Communications (Inside Government) Total,£790.00
Audit Commission,G Whitaker Total,£785.51
Audit Commission,Goldbrick House Total,£782.35
Audit Commission,Hilton London Euston Total,£773.11
Audit Commission,Forum Events 2 Limited Total,£750.00
Audit Commission,ISACA London Chapter Total,£750.00
Audit Commission,Katherine Yeoman (BSL) Total,£750.00
Audit Commission,Pentana Ltd Total,£750.00
Audit Commission,QCG Ltd Total,£750.00
Audit Commission,SDL Entertaiments Total,£750.00
Audit Commission,Sue Hastings Total,£750.00
Audit Commission,Turners Coachways (Bristol) Ltd Total,£750.00
Audit Commission,Kaplan Hawksmere Plc Total,£749.50
Audit Commission,Best Practice User Group Ltd Total,£747.50
Audit Commission,Kaplan Altior Total,£745.00
Audit Commission,City of Bristol College Total,£742.00
Audit Commission,Government Actuarys Department Total,£739.20
Audit Commission,United Business Centres Total,£736.00
Audit Commission,The Devon Hotel Total,£733.65
Audit Commission,Risk Reduction Strategies Ltd Total,£731.10
Audit Commission,Publishing Training Centre Total,£719.00
Audit Commission,Optimus Education Total,£717.99
Audit Commission,Zoro Hotels Ltd Total,£712.00
Audit Commission,10th Planet Post Production Ltd Total,£705.00
Audit Commission,Spoilt For Choice Ltd Total,£698.25
Audit Commission,Regents College Conf Centre Total,£687.30
Audit Commission,Institute of Internal Auditors Total,£686.00
Audit Commission,Ellis Salsby Ltd Total,£681.51
Audit Commission,Huntress Search Limited Total,£680.18
Audit Commission,Socitm Services Ltd Total,£670.00
Audit Commission,Stuart Robertson and Associates Ltd Total,£670.00
Audit Commission,Axis Venue Experts Limited Total,£667.24
