Minister,Date,Name of External Organisation,Purpose of meeting
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","May, 2012","University of Cambridge, University of Warwick, University of Sussex, London School of Economics",To discuss industrial policy
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","May, 2012",Community Union,To discuss employment 
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","May, 2012",Business Advisory Group,To discuss business
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","May, 2012","Network Rail, Alstom Transportation, Bombardier Transportation, Construcciones y Auxiliar de Ferrocarriles, Hitachi Rail UK, Siemens Rail System, Association of Train Operating Companies, Railway Industry Association, Rail Alliance, Rail Freight Group, Wabtec, Railcare, Unipart Rail, Invensys, Angel Trains, Evershot Rail Group, Porterbrook Leasing Company Ltd,  London Underground, London Rail, Crossrail, Tata Steel Europe, National Skills Academy for Railway Engineering",To discuss supply chains
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","May, 2012",London School of Economics,To discuss industrial policy
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","May, 2012",Confederation of British Industry ,Regular meeting
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","May, 2012","PricewaterhouseCoopers, Birkbeck College, Blick Rothenberg, Citigroup, Crowdcube, Croydon College, Deloitte, Deutsche Bank AG London, Eversheds, General Electric, Herbert Smith, HSBC, Linklaters, Lloyds Banking Group, Nomura International, Rothschild, RSM Tenon, School of Oriental and African Studies, The Open University in London, Royal Bank of Scotland. UBS, Unipart Group of Companies",To discuss growth and the economy 
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","June, 2012",Jaegar,To discuss retail 
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","June, 2012",Foster and Partners,To discuss infrastructure
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","June, 2012","National Endowment for Science Technology and the Arts, Warner Bros, Google, ITV, BSkyB, Arts Council England Confederation of Business Industry, Microsoft UK, UK Music, Double Negative, Design Council, TIGA, The Advertising Association, Eidos (Square Enix Group), Telegraph Media Group, Ingenious, Producers Alliance for Cinema and Television, Karmarama Publishers Association, Creative England, Amazon UK, UK Interactive Entertainment, Royal Institute of British Architects, British Fashion Council, Sorrell Foundation, Aardman, British Phonographic Industry, BBC, Icon UK, Skillset",To discuss creative industry and growth
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","June, 2012",Energy Technologies Institute,To discuss energy
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","June, 2012",Confederation of British Industry,Regular meeting
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","June, 2012",Institute of Directors,Regular meeting
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","June, 2012",Research in Motion,To discuss business
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","June, 2012","Resolution Foundation, Carr & Carr Builders Ltd, Horticultural Trades Association, Affinity Sutton, Persimmon Homes, The Housing Forum, Hubert C Leach, Modern Masonry Alliance, London School of Economics, First Base, Chartered Institute of Housing, London & Quadrant, Redrow, Peel Holdings (Management) Ltd, Lloyds Banking Group, CB Richard Ellis, Homes and Communities Agency, Places for People, House Builders Federation, Taylor Wimpey plc",To discuss infrastructure
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","June, 2012",Ineos ,To discuss low carbon issues
"Secretary of State for Business, Innovation & Skills and President of the Board of Trade, Rt Hon Vincent Cable MP","June, 2012","Gordon Murray Design, Nissan, Jaguar Land Rover, Global Service & Manufacturing Group, Ford, General Motors UK, RDM Automotive, Nissan Motor Manufacturing, Arup, Royal Bank of Scotland, Volkswagen Group UK, Toyota Motor Europe, Society of Motor Manufacturers and Traders, Honda, UNITE the Union, Robert Bosch UK, Technology Strategy Board, Aston Martin",Regular meeting
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",Johnson & Johnson,To discuss life sciences
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012","Sequoia Capital, University of Oxford",To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",University of Essex ,To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012","Norfolk and Norwich University Hospital, University of East Anglia",To discuss science and research
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",Unilever,To discuss innovation 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",Sir Robin Saxby ,To discuss growth
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",Imperial College ,To discuss space 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",Sanofi Aventis,To discuss life sciences 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",University of Oxford,To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",University College London,To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",University and College Union,To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",Dame Janet Finch   ,To discuss science and  research 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","April, 2012",London School of Economics,To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Dame Janet Finch ,To discuss science and research 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Croucher Foundation ,To discuss science and research 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Wikipedia,To discuss science and research 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012","University of Warwick, INTO University Partnerships, Open University, University of Nottingham, Levant Education Consulting Ltd",To discuss higher education
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Dame Janet Finch ,To discuss science and research
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",University of Oxford,To discuss innovation  
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",University of Southampton,To discuss innovation 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",BAE Systems Detica,To discuss innovation 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Birkbeck College,To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Henley Technology,To discuss science and research  
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Reaction Engines,To discuss science and research
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Wikipedia,To discuss science and research 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Edulink,To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Universities UK,To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012","Council for Mathematical Sciences, Institute of Physics, Royal Society of Chemistry, Society of Biology ",To discuss science 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",University of Malaysia,To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",AstraZeneca,To discuss life sciences 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Dame Janet Finch ,To discuss science and research
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Cogent UK Life Sciences Skills and Strategy Board,To discuss life sciences 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Academy of Medical Sciences,To discuss life sciences 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Design Council ,To discuss innovation 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","May, 2012",Association of the British Pharmaceutical Industries,Introductory meeting 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","June, 2012",Imperial Innovations,To discuss science and research 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","June, 2012",Higher Education Commission ,To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","June, 2012",Economic Policy Centre,To discuss space 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","June, 2012",Open University,To discuss higher education
"Minister of State (Universities and Science), Rt Hon David Willetts MP","June, 2012","London School of Economics, University of Bristol, University of Oxford",To discuss higher education 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","June, 2012",Russell Group,General catch up 
"Minister of State (Universities and Science), Rt Hon David Willetts MP","June, 2012","Universities Colleges Admissions Service, GuildHE, Supporting Professionalism in Admissions ",To discuss higher education
"Minister of State (Universities and Science), Rt Hon David Willetts MP","June, 2012",OxfordSM,To discuss science and research
"Minister of State (Business and Enterprise), Mark Prisk MP","April, 2012",Unite the Union,To discuss manufacturing
"Minister of State (Business and Enterprise), Mark Prisk MP","April, 2012",Heineken International,To discuss manufacturing 
"Minister of State (Business and Enterprise), Mark Prisk MP","April, 2012",National Federation of Retail Newsagents,To discuss Sunday trading
"Minister of State (Business and Enterprise), Mark Prisk MP","April, 2012",General Motors ,To discuss Sunday trading
"Minister of State (Business and Enterprise), Mark Prisk MP","April, 2012",Union of Shop Distribution and Allied Workers,To discuss Sunday trading
"Minister of State (Business and Enterprise), Mark Prisk MP","April, 2012",Federation of Small Businesses,To discuss Sunday trading
"Minister of State (Business and Enterprise), Mark Prisk MP","April, 2012",Airport Operators Association,To discuss aviation
"Minister of State (Business and Enterprise), Mark Prisk MP","April, 2012",Kingfisher,To discuss green issues & Sunday trading 
"Minister of State (Business and Enterprise), Mark Prisk MP","April, 2012",British and Irish Association of Zoos and Aquariums,To discuss economic development
"Minister of State (Business and Enterprise), Mark Prisk MP","May, 2012","Hamilton Bradshaw, Consumer News and Business Channel, Royal Bank of Scotland",To discuss entrepreneurship
"Minister of State (Business and Enterprise), Mark Prisk MP","May, 2012",Engineering Employers Federation,Regular meeting
"Minister of State (Business and Enterprise), Mark Prisk MP","May, 2012","Prove My Concept, Find Invest Grow",General catch up
"Minister of State (Business and Enterprise), Mark Prisk MP","May, 2012",Virgin Media Pioneers,General catch up
"Minister of State (Business and Enterprise), Mark Prisk MP","May, 2012",Works Management,General catch up
"Minister of State (Business and Enterprise), Mark Prisk MP","June, 2012",MPA Cement,General catch up
"Minister of State (Business and Enterprise), Mark Prisk MP","June, 2012",Federation of Small Businesses,Regular meeting
"Minister of State (Business and Enterprise), Mark Prisk MP","June, 2012",Seven Hills Group,To discuss entrepreneurship
"Minister of State (Business and Enterprise), Mark Prisk MP","June, 2012",Building Magazine,To discuss manufacturing
"Minister of State (Business and Enterprise), Mark Prisk MP","June, 2012",Luke Bozier  ,To discuss entrepreneurship
"Minister of State (Business and Enterprise), Mark Prisk MP","June, 2012",Bifrangi UK,To discuss  manufacturing
"Minister of State (Business and Enterprise), Mark Prisk MP","June, 2012",Atlantic Gateway,To discuss economic development
"Minister of State (Business and Enterprise), Mark Prisk MP","June, 2012",Lotus Group,To discuss manufacturing
"Minister of State (Business and Enterprise), Mark Prisk MP","June, 2012","Gordon Murray Design, Nissan, Jaguar Land Rover, Global Service & Manufacturing Group, Ford, General Motors UK, RDM Automotive, Nissan Motor Manufacturing, Arup, Royal Bank of Scotland, Volkswagen Group UK, Toyota Motor Europe, Society of Motor Manufacturers and Traders, Honda, UNITE the Union, Robert Bosch UK, Technology Strategy Board, Aston Martin",Regular meeting
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","April, 2012",Association of Colleges ,To discuss further education
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","April, 2012",Sainsbury’s,To discuss skills
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","April, 2012",Universities’ Council for the Education of Teachers,To discuss teacher training 
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","April, 2012",National Union of Students,To discuss further education 
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","April, 2012","Careers Profession Alliance, National Association for Educational Guidance for Adults, Association for Careers Education and Guidance, Institute of Career Guidance, Association of Careers Professionals International, Avanta Enterprise ",To discuss careers guidance 
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012",157 Group,Regular meeting
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012",England and Wales Cricket Board,To discuss apprenticeships
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012",Institute for Learning,To discuss further education
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012","Southampton Football Club, John Denham MP",To discuss apprenticeships
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012",National Institute of Adult Continuing Education,Regular meeting
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012","United Kingdom Indian Business Council, United Kingdom India Skills Forum",To discuss skills
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012","Airbus, Assessment and Qualifications Alliance, BAE Systems, Baker Dearing Educational Trust, Boeing, Excellence Achievement & Learning Limited, Engineering Employers Federation, Ford, Institution of Engineering and Technology, JCB Academy, National Skills Academy for Manufacturing, National Grid, National Skills Academy for Railway Engineering, Oxford Cambridge and Royal Society of Arts Examinations, Pearson, Rolls-Royce, Royal Academy of Engineering, Sector Skills Council for Science, Engineering and Manufacturing Technologies,  Welsh Joint Education Committee",To discuss qualifications
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012",Association of Employment and Learning Providers,Regular meeting
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012","Confederation of British Industry, Association of Chief Executives of Voluntary Organisations, 157 Group, Prince’s Trust, British Youth Council",To discuss skills
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012","Lord Sainsbury, Sir John Holman , The Gatsby Foundation",To discuss labour market information
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012","Stafford College, Jeremy Lefroy MP",To discuss further education
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012",Confederation of British Industry,Regular meeting
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","May, 2012","Norfolk Chamber of Commerce, Henry Bellingham MP",To discuss skills
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","June, 2012",E.ON,To discuss skills
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","June, 2012","Mill House School, Claire Perry MP",To discuss further education
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","June, 2012",Association of Colleges,To discuss further education
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","June, 2012","University Of Hertfordshire, Oaklands College",To discuss higher and further education
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","June, 2012",Association of Teachers and Lecturers,To discuss further education
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","June, 2012",Action on Hearing Loss,To discuss learning
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","June, 2012",Simpson Coulson,To discuss skills 
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","June, 2012","Asset Skills, UK Contractors Group, CITB Construction Skills, SummitSkills, Carillion, Confederation of British Industry Construction Council, Construction Alliance, National Federation of Builders, Building & Engineering Services Association, Cross Industry Construction Apprenticeship Task Force, BAM Construction, National Specialist Contractors Council, Federation of Master Builders, Costain, Byrne Brothers, Taylor Wimpey, Kier Group",To discuss apprenticeships 
"Minister of State (Further Education, Skills and Lifelong Learning), John Hayes MP","June, 2012",Universities and College Union,To discuss further education
"Minister of State (Trade and Investment), Lord Green","April, 2012","Eurostar, London & Continental Railways, National Nuclear Laboratory, Ordnance Survey,  Post Office, Royal Mail, Urenco, Working Links",To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","April, 2012","Food and Drink Federation, AB Sugar, Portman Group, Policy Connect, Nestlé UK & Ireland, Advertising Association, Confederation of British Industry, Dairy UK, Food and  Environment Research  Agency, Cargill, Leatherhead Food Research, Birmingham Chamber of Commerce, National Apprenticeship Service, Smith School of Enterprise and the Environment, Science, Technology, Engineering and Mathematics Network, Tate & Lyle, Royal Bank of Scotland, Institute of Food Research, Willis Limited, Coca-Cola Enterprises,  Food Ethics Council, Kraft Foods, Syngenta,  British Nutrition Foundation, Unilever, Bio-technology and Bio-Sciences Research Council, Provision Trade Federation, Mars, Assured Foods Standards, Scottish Bakers, Wiltshire Farm Foods, Lexington Communications,  General Mills UK & Ireland , British Frozen Food Federation, Which?, Waste & Resources Action Programme, British Sugar, WWF-UK, Institute of Grocery Distribution, English, Food and Drink Alliance, Mintel, Linking Environment and Farming, Cohn & Wolfe, PepsiCo, Unite the Union,  Apetito, Improve, Warburtons, FoodDrinkEurope,  Sanderson, Agrico UK, Agricultural and Horticultural Development Board, The Manufacturer, Total Politics, The Royal Society for the Protection of Birds, United Coffee, Automatic Vending Association, National Farmers' Union, Adams Foods, Human Nutrition Research, Scotland Food and Drink, Speedibake, Interactive, Agricultural Industries Confederation, Fair trade, City University,  The Grocer, Soil Association, NFU Sugar, British Retail Consortium, The Robertsbridge Group, Freight Transport Association, Consumer Focus, Findus Group, Solarsoft, R&R Ice Cream, Engineering Employers Federation, Aldersgate Group, King’s College, Populus, Green Futures, Eversheds, Vion Food Group, Edelman, EU Food Policy, Forum for the Future, Veetee Rice, Campden, Ferrero UK, National Association of British and Irish Millers, Associated British Foods, Sea Fish Industry Authority, Brakes Group, Appetite for Engineering, SA Partners, Farm Africa",To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","April, 2012","The Briefing Circle, Confederation of British Industry, Deloitte, Amadeus Capital Partners, ARM Holdings, MITIE, Logica, Vodafone UK, British Bankers' Association, Allen & Overy, Lulu Guinness,  Accenture, Oxford Martin School, Business Growth Fund",To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","April, 2012",Royal Bank of Scotland,To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","April, 2012","Addleshaw Goddard, Aggreko, AMEC, Anglo American, Aureos Advisers, Barclays, BG Group, British Venture Capital Association, British Educational Suppliers Association, Caxton Manor, Enternships, Deloitte, Freightliner Group, FrontlineSMS, G4S, GlaxoSmithKlein, OsanNimu, Perimeter Institute for Theoretical Physics, PriceWaterhouseCoopers, Standard Chartered Bank, The Football Association, Premier League, Tullow Oil, Turner and Townsend, Royal Africa Society",To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","April, 2012",Portland Capital,General catch up 
"Minister of State (Trade and Investment), Lord Green","April, 2012",Mechatherm,To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","April, 2012",Westfield Sportscars,To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","April, 2012",Korn/Ferry International,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","April, 2012",Vodafone UK,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","April, 2012","Standard Chartered Bank,  Rolls-Royce, Mott MacDonald, Jardines, Rail Industry Association, BAE Systems, Taiwan Cement Corporation, Chunghwa Telecom, House Entertainment Technology, Sustainable Innovation Lab, ELTA Technology, Institute for Information Industry, Sun Luck Electrical Equipment, Metal Industries Research & Development Centre, Eliter International , Tai Tung Communication, CTCI Corporation, Fortune Engineering & Trading, Tsar & Tsai Law Firm, Delta Electronics Europe, ALK Technologies, General Resources Company, Urban Regeneration R&D Foundation, Pan Asia Corporation, Taiwan High Speed Rail Corporation, Encon Incorporated, L'Hotel de Chine Group, KGI Financial Services Group, Securities & Futures Institute, HSBC, Lloyd’s Register, Portec Rail Products, Evergreen Marine UK,  Clifford Chance, TheCityUK, Barclays Capital, SinoPac Securities, China-British Business Council, Confederation of British Industry, Taiwan British Business Council ",To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","April, 2012","Burberry, Tesco Plc, Rolls-Royce, McKinsey & Company, Shell, Brunswick Group, Finmeccanica, University College London, Hammerson, The Sorrell Foundation",To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","April, 2012",Nationwide,To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","May, 2012",Medtronic,To discuss investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",BP Group,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",Bloomberg,General catch up 
"Minister of State (Trade and Investment), Lord Green","May, 2012",Santander,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",Bombardier,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",Como Group,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",Middleport Pottery,To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","May, 2012",Emma Bridgewater ,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",Big Tomato Company,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",Wedgwood,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",United Business Media,General catch up 
"Minister of State (Trade and Investment), Lord Green","May, 2012",Suzlon,To discuss investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",Business Advisory Group,To discuss business
"Minister of State (Trade and Investment), Lord Green","May, 2012",HSBC,To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","May, 2012","Event & Management Services, Williams F1 , Bosch, Northamptonshire Enterprise Partnership, Porsche Cars Great Britain, BuzzProMotorSport, GKN, Swansea Metropolitan University, Green Technology Racing, Ford UK, Jaguar Land Rover, Two Wheel Design, Bentley Motors, Flybrid Systems, Hopkirks, Stocdon, ebm-papst Automotive & Drives UK, Capricorn Group, Banner Batteries, Morgan Motor Company, Oxford Brookes University, Toyota Motor Europe, General Motors, Buckmore Park Karting, Cosworth, KWMotorsport, The Institute of the Motor Industry, Manufacturing Technology Centre, Donington Park Racing Circuit, M-Sport, Xtrac ",To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012","Finmeccanica, Griffon Hoverwork, Chemring Marine, Barrow International, Selden Masts, Salterns Marina, Olive Group, Kelvin Hughes, RMK Marine, ProAction, Marine South East, QinetiQ, Security in Complex Environments Group, Advancing UK Advancing UK Aerospace, Defence & Security Industries, Society of Maritime Industries, Shipbuilders & Shiprepairers Association, British Marine Federation, UK Spill Association",To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","May, 2012",Strategy and Learning Architects,Introductory meeting
"Minister of State (Trade and Investment), Lord Green","May, 2012",ADRg Ambassadors,Introductory meeting
"Minister of State (Trade and Investment), Lord Green","May, 2012",Barclays,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",International Airlines Group,To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","May, 2012",Goldman Sachs International Bank,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",Genting Malaysia Berhad,To discuss investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",Centrica,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","May, 2012",Areva,To discuss investment
"Minister of State (Trade and Investment), Lord Green","May, 2012","Anglo-American, Arup Group, Commonwealth Business Council Global Invest,  Citi Private Bank,  Citi Group, Crown Agents UK, Export-Import Bank of India, FBN Bank, GlaxoSmithKline, Global Infrastructure Partners, Interhealth Canada, Kestrel Liner Agencies, NewSmith Asset Management, Rio Tinto, Shell, Sumitomo Mitsui Banking Corporation, Standard Bank, Turner & Townsend, World Economics",To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","June, 2012","Anglo American, Arup Group, BAE Systems, Benoy, BG Group, BP Group, British Expertise,   BSP International Foundations, BT, Cable & Wireless Communications, Canning House, Confederation of British Industry, De La Rue, Diageo, Energy Industries Council, GL Garrad Hassan, Green-Tide Turbines, Jaguar Land Rover, King’s College London, London & Partners, London Stock Exchange, Mothercare, Rio Tinto, Rolls Royce, Shell, Santander, Scotch Whisky Association, Surrey Satellite Technology, The University of Sheffield, TheCityUK, UBS Investment Bank, WPP",To discuss G20 and trade 
"Minister of State (Trade and Investment), Lord Green","June, 2012",National Pension Service of Korea,To discuss trade and investment 
