Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,27/10/2011,Fees for professional services,Defence Infrastructure Organisation ,AMEC ENVIRONMENT & INFRASTRUCTURE UK LIMITED,NE3 3PX,860914,Fees for professional services excluding legal fees,1991.5
Ministry of Defence,Ministry of Defence,21/10/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,859021,Estate + facilities management services - accommodation inventory + service,1984.99
Ministry of Defence,Ministry of Defence,05/10/2011,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,851758,Intangible single use military equipment asset  - in year capital addition,1982.24
Ministry of Defence,Ministry of Defence,06/10/2011,Payment of utilities,Land Forces,PACE FUELCARE LIMITED,TW20 9AB,852532,Utilities consumed - heating oil,1981.2
Ministry of Defence,Ministry of Defence,11/10/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,854063,Fees for professional services excluding legal fees,1959.38
Ministry of Defence,Ministry of Defence,06/10/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Movement of service personnel,1954.18
Ministry of Defence,Ministry of Defence,12/10/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,854449,Medical health services,1953.88
Ministry of Defence,Ministry of Defence,12/10/2011,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,RH2 8BF,854441,Cost of other material consumed,1953.66
Ministry of Defence,Ministry of Defence,17/10/2011,Purchase of inventory and services ,Defence Equipment & Support,SANOFI PASTEUR MSD LTD,SL6 1QP,856665,Consumption of medical dental and veterinary inventory,1952.09
Ministry of Defence,United Kingdom Hydrographic Office,20/10/2011,Computer maintenance & hire,ICT Delivery Business Group,British Telecommunications Plc,,2000056354,,1949.22
Ministry of Defence,Ministry of Defence,17/10/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,856330,Utilities consumed - heating oil,1944
Ministry of Defence,Ministry of Defence,04/10/2011,Medical treatment & stores and welfare services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Schools + community relations initiatives,1931
Ministry of Defence,Ministry of Defence,25/10/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,859957,Cost of other material consumed,1927.76
Ministry of Defence,Ministry of Defence,28/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,LLOYDS REGISTER EMEA,CV3 4FJ,861538,Equipment support non-project costs,1901.88
Ministry of Defence,Ministry of Defence,24/10/2011,Administration,Central TLB,CANON (UK) LIMITED,RH2 8BF,859226,General administration,1901.17
Ministry of Defence,Defence Science and Technology Laboratory,14/10/2011,Travel & Subsistence,Infrastructure,BARCLAYCARD,,G - 9000136926 - 00120967,,1892.4
Ministry of Defence,Ministry of Defence,24/10/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,859835,Cost of other material consumed,1890.53
Ministry of Defence,Ministry of Defence,31/10/2011,Medical treatment & stores and welfare services,Air Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,862191,Medical health services,1886.14
Ministry of Defence,Ministry of Defence,06/10/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,852227,Equipment support non-project costs,1879.25
Ministry of Defence,Ministry of Defence,28/10/2011,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,861292,Computer equipment costing below the capitalisation threshold,1875.29
Ministry of Defence,Ministry of Defence,19/10/2011,"Transporation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,CARTUS LTD,SN5 8RS,857344,Movement of service personnel,1868.54
Ministry of Defence,Ministry of Defence,26/10/2011,Food and clothing,Central TLB,SERCO LIMITED,RG27 9UY,860774,Cost of food purchases,1867.69
Ministry of Defence,Ministry of Defence,28/10/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,861977,Cost of other material consumed,1860.78
Ministry of Defence,Ministry of Defence,31/10/2011,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,862084,Fees for professional services excluding legal fees,1856.93
Ministry of Defence,Ministry of Defence,03/10/2011,Medical treatment & stores and welfare services,Air Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,850907,Medical health services,1855.07
Ministry of Defence,Ministry of Defence,12/10/2011,Design services and minor equipment purchases,Air Command,SSI SCHAEFER LTD,SP10 5QZ,854850,Equipment support non-project costs,1847.81
Ministry of Defence,Ministry of Defence,03/10/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,851184,Cost of other material consumed,1846.62
Ministry of Defence,Ministry of Defence,27/10/2011,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,860968,Works in aid of disposal,1840.36
Ministry of Defence,Ministry of Defence,11/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,854116,Fiscal asset under construction - capital in year addition,1836.73
Ministry of Defence,Ministry of Defence,25/10/2011,"Transporation of personnel, freight and travel expenses",Central TLB,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,860187,Civilian short term detached duty,1831.85
Ministry of Defence,Ministry of Defence,31/10/2011,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,DEPARTMENT FOR REGIONAL DEVELOPMENT,BT1 9DJ,33733,Works in aid of disposal,1810.68
Ministry of Defence,Ministry of Defence,26/10/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,860361,Equipment support non-project costs,1804.55
Ministry of Defence,Ministry of Defence,06/10/2011,Food and clothing,Air Command,ROSKER LTD,PO12 4LJ,852578,Cost of purchasing and repairing clothing,1800.62
Ministry of Defence,Ministry of Defence,25/10/2011,Externally delivered education and training,Central TLB,J A MAFFIA T/A JOHNS SCHOOL OF MOTORING,N18 2QD,860040,External military training ,1800
Ministry of Defence,Ministry of Defence,04/10/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,851619,Cost of other material consumed,1798.6
Ministry of Defence,Ministry of Defence,28/10/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,861162,Consumption of medical dental and veterinary inventory,1789.44
Ministry of Defence,Ministry of Defence,27/10/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Line + telephone rental,1779.29
Ministry of Defence,Ministry of Defence,18/10/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,856816,Consumption of medical dental and veterinary inventory,1764.68
Ministry of Defence,Ministry of Defence,25/10/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,860306,Cost of other material consumed,1762.9
Ministry of Defence,Ministry of Defence,21/10/2011,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,859021,Cost of food services,1762.31
Ministry of Defence,Ministry of Defence,10/10/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Movement of service personnel,1760.79
Ministry of Defence,Ministry of Defence,11/10/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,853863,Consumption of medical dental and veterinary inventory,1753.68
Ministry of Defence,Ministry of Defence,18/10/2011,"Transporation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,857118,Civilian short term detached duty,1753.1
Ministry of Defence,Ministry of Defence,19/10/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,RH1 1RX,857805,Utilities consumed - gas,1748.85
Ministry of Defence,Ministry of Defence,20/10/2011,Transport hire charges,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,858433,Transport other hire charge,1733.58
Ministry of Defence,Ministry of Defence,21/10/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,858598,Consumption of medical dental and veterinary inventory,1728.38
Ministry of Defence,Ministry of Defence,10/10/2011,Food and clothing,Navy Command,SODEXO LTD,M50 0AL,853757,Cost of food services,1728
Ministry of Defence,Ministry of Defence,12/10/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,RH2 8BF,854441,Cost of other material consumed,1726.93
Ministry of Defence,Ministry of Defence,03/10/2011,Purchase of inventory and services ,Central TLB,OFFICE DEPOT UK LTD,SP10 4JZ,851018,Cost of other material consumed,1723.19
Ministry of Defence,Ministry of Defence,11/10/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,854275,Utilities consumed - electricity,1720.24
Ministry of Defence,Ministry of Defence,12/10/2011,IT and communication services,Air Command,QINETIQ LIMITED,PO12 2AG,854787,Computer equipment costing below the capitalisation threshold,1717.2
Ministry of Defence,Ministry of Defence,14/10/2011,IT and communication services,Air Command,QINETIQ LIMITED,PO12 2AG,855864,Computer equipment costing below the capitalisation threshold,1717.2
Ministry of Defence,Ministry of Defence,20/10/2011,Medical treatment & stores and welfare services,Land Forces,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,858075,Recreational facilities costs in support of social work,1716.84
Ministry of Defence,Ministry of Defence,24/10/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,859388,Medical-non hospital treatment,1713.1
Ministry of Defence,Ministry of Defence,04/10/2011,IT and communication services,Land Forces,XEROX (UK) LIMITED,BN13 1QG,851618,IT Services -internal costs,1690.93
Ministry of Defence,Ministry of Defence,24/10/2011,Food and clothing,Land Forces,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,859264,Cost of clothing and textile services received,1686.07
Ministry of Defence,Ministry of Defence,17/10/2011,Estate management,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,856203,Estate + facilities management services - accommodation inventory + service,1682.52
Ministry of Defence,Ministry of Defence,12/10/2011,Estate management,Air Command,SODEXO LTD,M50 0AL,854838,Estate + facilities management services - accommodation inventory + service,1677.69
Ministry of Defence,Ministry of Defence,24/10/2011,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,859185,Other materal consumed on exercises,1676.76
Ministry of Defence,Ministry of Defence,10/10/2011,IT and communication services,Air Command,CAPITA SECURE INFORMATION SYSTEMS LIMITED,SN14 0TW,853415,Line + telephone rental,1672
Ministry of Defence,Ministry of Defence,21/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,EATON AEROSPACE LIMITED,PO14 4QA,858739,Equipment support non-project costs,1666
Ministry of Defence,Ministry of Defence,06/10/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,852227,Transport other operating lease,1664.25
Ministry of Defence,Ministry of Defence,20/10/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,857851,Consumption of medical dental and veterinary inventory,1641.46
Ministry of Defence,Ministry of Defence,11/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,853997,Post design services which are not capitalised,1634.45
Ministry of Defence,Ministry of Defence,20/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,858029,Post design services which are not capitalised,1634.45
Ministry of Defence,Defence Science and Technology Laboratory,21/10/2011,Contracted out Office Services,Operations,BARCLAYCARD,,G - 9000137101 - 00120969,,1630.08
Ministry of Defence,Ministry of Defence,10/10/2011,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,853411,Estate + facilities management services - accommodation inventory + service,1618.49
Ministry of Defence,Ministry of Defence,21/10/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,859021,Estate + facilities management services - accommodation inventory + service,1613.95
Ministry of Defence,Ministry of Defence,20/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,858395,Equipment support project costs,1606
Ministry of Defence,Ministry of Defence,25/10/2011,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,859931,Estate + facilities management services - accommodation inventory + service,1602.53
Ministry of Defence,Ministry of Defence,24/10/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,859730,Estate + facilities management services - accommodation inventory + service,1596.61
Ministry of Defence,Defence Science and Technology Laboratory,21/10/2011,Other Services & Office costs,Corporate,BARCLAYCARD,,G - 9000137101 - 00120969,,1595
Ministry of Defence,Ministry of Defence,20/10/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Military short term detached duty,1584.74
Ministry of Defence,Ministry of Defence,07/10/2011,Fuel for military use,Air Command,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,852873,Aviation fuel casual uplift consumed,1580.72
Ministry of Defence,Ministry of Defence,24/10/2011,Building maintenance and accommodation stores,Navy Command,SODEXO LTD,M50 0AL,859730,Building maintenance accommodation inventory,1577.36
Ministry of Defence,Ministry of Defence,21/10/2011,Medical treatment & stores and welfare services,Navy Command,SODEXO LTD,M50 0AL,859021,Welfare services including sports equipment and ministers of religion.,1575
Ministry of Defence,Ministry of Defence,06/10/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,852283,Medical health services,1566.46
Ministry of Defence,Ministry of Defence,04/10/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,851188,Consumption of medical dental and veterinary inventory,1565.8
Ministry of Defence,Ministry of Defence,31/10/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CITYSPRINT (UK) LIMITED,RH1 1SH,862092,Freight movement costs,1553.76
Ministry of Defence,Ministry of Defence,10/10/2011,Administration,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,853453,General administration,1546.09
Ministry of Defence,Ministry of Defence,24/10/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - heating oil,1546.06
Ministry of Defence,Ministry of Defence,27/10/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Utilities consumed - electricity,1543.74
Ministry of Defence,Ministry of Defence,21/10/2011,IT and communication services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,858815,Information technology services,1541.51
Ministry of Defence,Ministry of Defence,06/10/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,852599,Equipment support non-project costs,1541.16
Ministry of Defence,Ministry of Defence,03/10/2011,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,850758,Consumption of engineering and technical inventory,1536.7
Ministry of Defence,Ministry of Defence,26/10/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,860542,Medical health services,1529.4
Ministry of Defence,Ministry of Defence,06/10/2011,"Adminstration, claims, compensation and awards",Air Command,CANON (UK) LIMITED,RH2 8BF,852276,Operating lease IT and communications,1518.12
Ministry of Defence,Ministry of Defence,10/10/2011,Medical treatment & stores and welfare services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Schools + community relations initiatives,1517.27
Ministry of Defence,Ministry of Defence,12/10/2011,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,RH1 1RX,854892,Utilities consumed - gas,1514.13
Ministry of Defence,Ministry of Defence,21/10/2011,"Transporation of personnel, freight and travel expenses",Air Command,ROYAL MAIL GROUP LIMITED,S49 1HQ,858999,Freight movement costs,1505.68
Ministry of Defence,Ministry of Defence,06/10/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,852177,Consumption of medical dental and veterinary inventory,1502.82
Ministry of Defence,Ministry of Defence,19/10/2011,Food and clothing,Navy Command,SODEXO LTD,M50 0AL,857749,Cost of food purchases,1501.44
Ministry of Defence,Ministry of Defence,06/10/2011,Design services and minor equipment purchases,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,852316,Equipment support non-project costs,1498.69
Ministry of Defence,Ministry of Defence,06/10/2011,"Purchase of munitions, other inventory or fuel",Air Command,UNIVAR LIMITED,BD1 5BD,852688,Raw materials and consumable oil and lubricants inventory purchased,1498.13
Ministry of Defence,Ministry of Defence,21/10/2011,Externally delivered education and training,Land Forces,SERCO LIMITED,RG27 9UY,859016,External training - civilian,1497.37
Ministry of Defence,Ministry of Defence,06/10/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,852248,Consumption of engineering and technical inventory,1497.17
Ministry of Defence,Ministry of Defence,03/10/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,851184,Other materal consumed on exercises,1494.49
Ministry of Defence,Ministry of Defence,06/10/2011,Fees for professional services,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,852316,Fees for professional services excluding legal fees,1481.24
Ministry of Defence,Ministry of Defence,26/10/2011,Food and clothing,Central TLB,ISS MEDICLEAN LIMITED,GU21 5RW,860577,Cost of clothing and textile services received,1478.7
Ministry of Defence,Ministry of Defence,20/10/2011,Estate management,Defence Infrastructure Organisation ,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,858075,Estate + facilities management services - accommodation inventory + service,1478.16
Ministry of Defence,Ministry of Defence,24/10/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,859235,Medical health services,1477.8
Ministry of Defence,Ministry of Defence,31/10/2011,Estate management,Central TLB,XMA LTD,NG11 7EP,862460,Works services - excluding United States forces/NATO + married quarters,1461.87
Ministry of Defence,Ministry of Defence,18/10/2011,Estate management,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,856911,Works services - excluding United States forces/NATO + married quarters,1458.46
Ministry of Defence,Ministry of Defence,20/10/2011,Purchase of inventory and services ,Navy Command,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,858075,Cost of other material consumed,1448.77
Ministry of Defence,United Kingdom Hydrographic Office,20/10/2011,Stationery,"Marketing, CS & Channel Management",COI Communications,,2000056337,,1446.9
Ministry of Defence,Ministry of Defence,20/10/2011,Medical treatment & stores and welfare services,Navy Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,858128,Medical health services,1446.11
Ministry of Defence,Ministry of Defence,25/10/2011,Estate management,Air Command,CANON (UK) LIMITED,RH2 8BF,859931,Estate + facilities management services - accommodation inventory + service,1444.38
Ministry of Defence,Ministry of Defence,21/10/2011,IT and communication services,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,858717,Computer equipment costing below the capitalisation threshold,1441.5
Ministry of Defence,Ministry of Defence,12/10/2011,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,854441,Estate + facilities management services - accommodation inventory + service,1439.8
Ministry of Defence,Ministry of Defence,13/10/2011,Rent and rates,Air Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Rent buildings - non civil estate property and married quarter property,1435.41
Ministry of Defence,Ministry of Defence,14/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,855907,Equipment support non-project costs,1433.64
Ministry of Defence,Ministry of Defence,06/10/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,852177,Consumption of medical dental and veterinary inventory,1428.4
Ministry of Defence,Ministry of Defence,20/10/2011,Medical treatment & stores and welfare services,Air Command,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,858075,Recreational facilities costs in support of social work,1424.78
Ministry of Defence,Ministry of Defence,18/10/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,856844,Cost of clothing and textile services received,1422.98
Ministry of Defence,Ministry of Defence,17/10/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,856330,Utilities consumed - heating oil,1411.2
Ministry of Defence,Ministry of Defence,17/10/2011,Estate management,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,856203,Estate + facilities management services - accommodation inventory + service,1410.18
Ministry of Defence,Ministry of Defence,18/10/2011,Rent and rates,Air Command,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Rent buildings - non civil estate property and married quarter property,1407.47
Ministry of Defence,Ministry of Defence,03/10/2011,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,M28 2UT,850758,Consumption of engineering and technical inventory,1397.3
Ministry of Defence,Ministry of Defence,26/10/2011,Estate management,Air Command,ELLIOTT GROUP LTD,PE4 7AP,860490,Estate + facilities management services - accommodation inventory + service,1397
Ministry of Defence,Ministry of Defence,10/10/2011,Administration,Land Forces,CANON (UK) LIMITED,RH2 8BF,853411,General administration,1393.7
Ministry of Defence,Ministry of Defence,05/10/2011,Food and clothing,Land Forces,ISS MEDICLEAN LIMITED,GU21 5RW,851848,Cost of clothing and textile services received,1381.29
Ministry of Defence,United Kingdom Hydrographic Office,19/09/2011,Subcontracting costs,Paper Pubs,Elliott Baxter & Company ltd,,2000055881,,1371.24
Ministry of Defence,Ministry of Defence,04/10/2011,Purchase of inventory and services ,Central TLB,SERCO LIMITED,RG27 9UY,851546,Cost of other material consumed,1356.92
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Materials & Equipment,Operations,HOME OFFICE,,V - 9000137265 - 00120738,,1354.73
Ministry of Defence,Ministry of Defence,05/10/2011,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,851864,Information technology services,1350
Ministry of Defence,Ministry of Defence,26/10/2011,Administration,Air Command,CANON (UK) LIMITED,RH2 8BF,860413,General administration,1349.55
Ministry of Defence,Ministry of Defence,14/10/2011,Food and clothing,Navy Command,TECHNOGYM U K LIMITED,RG12 8PE,855953,Cost of purchasing and repairing clothing,1345.56
Ministry of Defence,Ministry of Defence,07/10/2011,Rental of plant and machinery,Central TLB,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,SS14 4AR,853011,Plant + machinery operating lease,1340.32
Ministry of Defence,Ministry of Defence,10/10/2011,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,RH2 8BF,853411,Operating lease IT and communications,1329.11
Ministry of Defence,Ministry of Defence,12/10/2011,Fuel for military use,Central TLB,EUROSHELL DEUTSCHLAND GMBH,,5000063653,Oil and lubricants consumed excluding those from the inventory system,1328.26
Ministry of Defence,Defence Science and Technology Laboratory,21/10/2011,Staff Training,Programme Office,BARCLAYCARD,,G - 9000137101 - 00120969,,1328
Ministry of Defence,Ministry of Defence,03/10/2011,Design services and minor equipment purchases,Air Command,ELECTRO SERVICES (MIDLANDS) LTD,TF7 4QL,850859,Equipment support non-project costs,1325
Ministry of Defence,Ministry of Defence,18/10/2011,"Transporation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,857118,Civilian short term detached duty,1320
Ministry of Defence,Ministry of Defence,07/10/2011,Purchase of inventory and services ,Defence Equipment & Support,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,SS14 4AR,853011,Cost of other material consumed,1317.78
Ministry of Defence,Ministry of Defence,21/10/2011,"Transporation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,SN5 8RS,858687,Movement of service personnel,1314.86
Ministry of Defence,Ministry of Defence,04/10/2011,"Transporation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,851521,Civilian short term detached duty,1310
Ministry of Defence,Ministry of Defence,07/10/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,C F ANDERSON & SON LIMITED,C06 1HD,852817,Consumption of general inventory,1303.72
Ministry of Defence,Ministry of Defence,17/10/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,856086,Equipment support non-project costs,1297.16
Ministry of Defence,Ministry of Defence,20/10/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,858591,Cost of other material consumed,1293.57
Ministry of Defence,Ministry of Defence,06/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,852231,Equipment support non-project costs,1286
Ministry of Defence,Ministry of Defence,26/10/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,860413,Cost of other material consumed,1281.41
Ministry of Defence,Ministry of Defence,13/10/2011,Externally delivered education and training,Air Command,J A MAFFIA T/A JOHNS SCHOOL OF MOTORING,N18 2QD,855162,External military training ,1273
Ministry of Defence,Ministry of Defence,20/10/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,857851,Consumption of medical dental and veterinary inventory,1265.67
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of inventory and services ,Navy Command,NHS BUSINESS SERVICES AUTHORITY,ME16 0LW,2.00E+11,Consumption of medical dental and veterinary inventory,1261.18
Ministry of Defence,Ministry of Defence,19/10/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,SN5 8RS,857344,Movement of service personnel,1256.14
Ministry of Defence,Ministry of Defence,17/10/2011,Research and development,Central TLB,QINETIQ LIMITED,PO12 2AG,856633,Research and development excluding defence science and technology laboratory,1245.31
Ministry of Defence,Ministry of Defence,27/10/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,861157,Cost of other material consumed,1239.35
Ministry of Defence,Ministry of Defence,11/10/2011,Fuel for military use,Navy Command,EUROSHELL DEUTSCHLAND GMBH,,5000063620,Oil and lubricants consumed excluding those from the inventory system,1230.48
Ministry of Defence,Ministry of Defence,11/10/2011,IT and communication services,Air Command,CAPITA SECURE INFORMATION SYSTEMS LIMITED,SN14 0TW,853945,Computer equipment costing below the capitalisation threshold,1230.04
Ministry of Defence,Ministry of Defence,11/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,853906,Equipment support non-project costs,1220.72
Ministry of Defence,Ministry of Defence,03/10/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,850741,Transport other operating lease,1219.05
Ministry of Defence,Ministry of Defence,25/10/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,859843,Consumption of medical dental and veterinary inventory,1200.59
Ministry of Defence,Ministry of Defence,06/10/2011,Food and clothing,Air Command,ITURRI SA,OX16 3TA,3000005993,Cost of purchasing and repairing clothing,1192.55
Ministry of Defence,Ministry of Defence,26/10/2011,IT and communication services,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,860774,Information technology services,1190.24
Ministry of Defence,Ministry of Defence,24/10/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Military short term detached duty,1188.81
