Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,07/10/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,852758,Estate + facilities management services - accommodation inventory + service,129006.72
Ministry of Defence,Ministry of Defence,10/10/2011,Rent and rates,Defence Infrastructure Organisation ,WYCOMBE DISTRICT COUNCIL,HP11 1BB,853855,Rent buildings - non civil estate property and married quarter property,128656.66
Ministry of Defence,Ministry of Defence,24/10/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,859750,Utilities consumed - electricity,128361.01
Ministry of Defence,Ministry of Defence,11/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,ISG JACKSON LIMITED,IP3 0NA,854077,Fiscal asset under construction - capital in year addition,128057
Ministry of Defence,Ministry of Defence,26/10/2011,IT and communication services,Central TLB,CAPGEMINI UK PLC,GU21 6DB,860415,IT Services -internal costs,127572
Ministry of Defence,Defence Science and Technology Laboratory,14/10/2011,Materials & Equipment,Operations,UNITED STATES OF AMERICA DEPARTMENT OF D,,V - 0000000675 - 00119932,,127559.16
Ministry of Defence,Ministry of Defence,28/10/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,RH1 1RX,861898,Utilities consumed - gas,127324.65
Ministry of Defence,Ministry of Defence,13/10/2011,Food and clothing,Air Command,ARAMARK LTD,LS16 6QY,854965,Cost of food services,127106.85
Ministry of Defence,Ministry of Defence,24/10/2011,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,859409,Cost of food services,126090.72
Ministry of Defence,Ministry of Defence,24/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,AGH SOFTWARE SOLUTIONS LIMITED,GU20 6HT,859122,Equipment support non-project costs,126000
Ministry of Defence,Ministry of Defence,12/10/2011,Design services and minor equipment purchases,Air Command,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,854475,Equipment support non-project costs,125974.58
Ministry of Defence,Ministry of Defence,14/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,KIDDE GRAVINER LIMITED,SL3 0HB,855709,Equipment support non-project costs,125583.66
Ministry of Defence,Ministry of Defence,25/10/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE MUNSTER GMBH,,5000064274,Utilities consumed - gas,125419.13
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,,V - 9000136678 - 00119091,,125000
Ministry of Defence,Defence Science and Technology Laboratory,21/10/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000137081 - 00118972,,125000
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Sub Contracted Research,Programme Office,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,,V - 9000137221 - 00120587,,125000
Ministry of Defence,Ministry of Defence,20/10/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,PALLETWAYS (U K) LTD,WS13 8NE,858351,Freight movement costs,124900.19
Ministry of Defence,Ministry of Defence,20/10/2011,Rent and rates,Defence Infrastructure Organisation ,PLYMOUTH CITY COUNCIL,PL1 2AA,858378,Rent buildings - non civil estate property and married quarter property,124193.84
Ministry of Defence,Ministry of Defence,10/10/2011,Rent and rates,Defence Infrastructure Organisation ,WEST OXFORDSHIRE DISTRICT  COUNCIL,OX28 6JH,853841,Rent buildings - non civil estate property and married quarter property,124100.27
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Consumable Materials,Operations,BRUKER UK LIMITED,,V - 9000137211 - 00120973,,123817
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000136676 - 00118861,,123447
Ministry of Defence,Ministry of Defence,14/10/2011,Fees for professional services,Central TLB,DEPARTMENT FOR WORK AND PENSIONS,CF14 3UW,855600,Fees for professional services excluding legal fees,123338.65
Ministry of Defence,Ministry of Defence,17/10/2011,Rent and rates,Defence Infrastructure Organisation ,GOSPORT BOROUGH COUNCIL,PO12 1EB,856341,Rent buildings - non civil estate property and married quarter property,121160.19
Ministry of Defence,Ministry of Defence,24/10/2011,Research and development,Defence Equipment & Support,GKN AEROSPACE SERVICES LIMITED,PO3 5PE,859375,Feasibility studies covering concept/assessment phase costs,121048.8
Ministry of Defence,Ministry of Defence,24/10/2011,Fees for professional services,Defence Equipment & Support,ERNST & YOUNG,SE1 2AF,859347,Fees for professional services excluding legal fees,121031.13
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000136676 - 00118055,,120304
Ministry of Defence,Ministry of Defence,17/10/2011,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,856415,Fees for professional services excluding legal fees,120054.68
Ministry of Defence,Defence Science and Technology Laboratory,14/10/2011,Sub Contracted Research,Programme Office,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,,V - 9000136814 - 00118937,,120000
Ministry of Defence,Ministry of Defence,24/10/2011,Payment of utilities,Defence Infrastructure Organisation ,BUYING SOLUTIONS,L3 1PE,2.00E+11,Utilities consumed - electricity,120000
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,Communications,Infrastructure,BT - DFTS,,V - 9000136596 - 00118954,,119896.3
Ministry of Defence,United Kingdom Hydrographic Office,15/09/2011,Computer maintenance & hire,ICT Delivery Business Group,BAE Systems,,2000055840,,119800
Ministry of Defence,Ministry of Defence,13/10/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,DYTECNA ENGINEERING LIMITED,KT13 0TJ,855097,Single use military equipment asset under construction - capital in year addition,119793.58
Ministry of Defence,Ministry of Defence,13/10/2011,Grants to Reserves Forces and Cadets Association,Land Forces,THE ARMY CADET FORCE ASSOCIATION,EC2A 4DW,855413,Grants to reserve forces and cadet associations,118000
Ministry of Defence,Ministry of Defence,11/10/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,854275,Utilities consumed - electricity,117911.27
Ministry of Defence,Defence Science and Technology Laboratory,14/10/2011,Security Costs,Infrastructure,DEFENCE BUSINES SERVICES FINANCE,,V - 9000136813 - 00119703,,117707.4
Ministry of Defence,Ministry of Defence,18/10/2011,IT and communication services,Defence Equipment & Support,UNISYS LTD,UB8 1RG,857203,Information technology services,116876
Ministry of Defence,Ministry of Defence,07/10/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,853286,Utilities consumed - gas,116634.77
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000136676 - 00119089,,116489.18
Ministry of Defence,Ministry of Defence,14/10/2011,Purchase of information and communications technology,Defence Equipment & Support,ASPIRE DEFENCE LIMITED,SP9 7QD,855492,IT + communications asset - in year capital addition,116456.03
Ministry of Defence,Ministry of Defence,14/10/2011,Design services and minor equipment purchases,Air Command,BABCOCK SUPPORT SERVICES LIMITED,BH23 6BS,855515,Equipment support non-project costs,116434.08
Ministry of Defence,Ministry of Defence,05/10/2011,Design services and minor equipment purchases,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,851758,Equipment support non-project costs,116263.89
Ministry of Defence,Ministry of Defence,12/10/2011,Food and clothing,Central TLB,SODEXO LTD,M50 0AL,854838,Cost of food services,116221.92
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000136638 - 00119042,,115490.21
Ministry of Defence,United Kingdom Hydrographic Office,06/10/2011,Singapore Management Charges,Sales,Admiralty Hydrographic Asia Pacific,,1500012682,,115274.01
Ministry of Defence,Ministry of Defence,26/10/2011,IT and communication services,Central TLB,IBM UNITED KINGDOM LIMITED,PO6 3AE,860561,Information technology services,115134.5
Ministry of Defence,Ministry of Defence,20/10/2011,Rent and rates,Defence Infrastructure Organisation ,LONDON BOROUGH OF HILLINGDON,UB8 1UW,858179,Rent buildings - non civil estate property and married quarter property,114926.65
Ministry of Defence,Ministry of Defence,17/10/2011,Rent and rates,Defence Infrastructure Organisation ,COLCHESTER BOROUGH COUNCIL,CO1 1QY,856201,Rent buildings - non civil estate property and married quarter property,114553.45
Ministry of Defence,Ministry of Defence,05/10/2011,Estate management,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,851848,Estate + facilities management services - accommodation inventory + service,114118.06
Ministry of Defence,Ministry of Defence,12/10/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,854556,Utilities consumed - heating oil,113966.67
Ministry of Defence,Ministry of Defence,05/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,THALES UK LIMITED,RH10 9HA,852117,Equipment support non-project costs,113281.8
Ministry of Defence,Ministry of Defence,26/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,THALES UK LIMITED,RH10 9HA,860822,Equipment support non-project costs,113281.8
Ministry of Defence,Ministry of Defence,21/10/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BOEHMETAL GMBH,,5000064152,Utilities consumed - gas,112908.91
Ministry of Defence,Ministry of Defence,03/10/2011,IT and communication services,Defence Equipment & Support,BRUHN NEWTECH LTD,SP4 6EB,850769,Information technology services,112695
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,Sub Contracted Research,Programme Office,ATLAS ELEKTRONIK UK LIMITED,,V - 9000136678 - 00119195,,111952.32
Ministry of Defence,Ministry of Defence,04/10/2011,Purchase of inventory and services ,Defence Equipment & Support,CALUMET PHOTOGRAPHIC LTD,MK7 8AJ,851244,Cost of other material consumed,111846
Ministry of Defence,Ministry of Defence,26/10/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,860797,Utilities consumed - electricity,111144.87
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Sub Contracted Work,Operations,C SOFTWARE LIMITED,,V - 9000137242 - 00120435,,111000
Ministry of Defence,Ministry of Defence,20/10/2011,IT and communication services,Defence Equipment & Support,S.COM GROUP LTD,LU1 3BA,858434,Information technology services,109700
Ministry of Defence,Ministry of Defence,12/10/2011,"Transporation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,854791,Military short term detached duty,109164
Ministry of Defence,Defence Science and Technology Laboratory,21/10/2011,Sub Contracted Work,Operations,HARRIS CORPORATION,,V - 0000000683 - 00120144,,108539.45
Ministry of Defence,Ministry of Defence,21/10/2011,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000064158,Utilities consumed - gas,108466.46
Ministry of Defence,Ministry of Defence,25/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,STS DEFENCE LIMITED,PO12 1AF,164312,Equipment support non-project costs,108448.92
Ministry of Defence,Ministry of Defence,05/10/2011,IT and communication services,Defence Equipment & Support,UNISYS LTD,UB8 1RG,852143,Information technology services,108313
Ministry of Defence,Ministry of Defence,25/10/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE MUNSTER GMBH,,5000064274,Utilities consumed - electricity,108047.83
Ministry of Defence,Ministry of Defence,17/10/2011,Property leases,Defence Infrastructure Organisation ,WESTERN CHALLENGE HOUSING ASSOCIATION LIMITED,BH23 4GE,856788,Property dwellings private finance initiative - service concession arrangement service charge,107578.19
Ministry of Defence,Ministry of Defence,26/10/2011,Rent and rates,Central TLB,GVA GRIMLEY LIMITED,B1 2JJ,860531,Rent buildings - non civil estate property and married quarter property,107499.6
Ministry of Defence,Ministry of Defence,03/10/2011,Fees for professional services,Central TLB,LOGICA UK LIMITED,KT22 7LP,850938,Fees for professional services excluding legal fees,107198.44
Ministry of Defence,Ministry of Defence,21/10/2011,Fees for professional services,Central TLB,LOGICA UK LIMITED,KT22 7LP,858822,Fees for professional services excluding legal fees,107198.44
Ministry of Defence,United Kingdom Hydrographic Office,26/09/2011,Consultants Fees,Central Marketing,KPMG LLP,,2000055981,,106473
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,862078,Fiscal asset under construction - capital in year addition,106011.49
Ministry of Defence,Ministry of Defence,20/10/2011,Rent and rates,Defence Infrastructure Organisation ,SHROPSHIRE COUNCIL,SY2 6ND,858464,Rent buildings - non civil estate property and married quarter property,104751.46
Ministry of Defence,Ministry of Defence,20/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,CB5 8RX,858193,Equipment support non-project costs,104398.57
Ministry of Defence,Ministry of Defence,12/10/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,854895,Works - estate management,104313.39
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,TRIMLINE LIMITED,SO14 5GN,862417,Fiscal asset under construction - capital in year addition,103699
Ministry of Defence,Ministry of Defence,28/10/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,861218,Transport other operating lease,103322.05
Ministry of Defence,Ministry of Defence,10/10/2011,Estate management,Defence Equipment & Support,OCS GROUP UK LIMITED,LA3 3BJ,853696,Estate + facilities management services - accommodation inventory + service,103170.76
Ministry of Defence,Ministry of Defence,24/10/2011,Purchase of information and communications technology,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,859400,IT + communications asset - in year capital addition,103000
Ministry of Defence,Ministry of Defence,27/10/2011,IT and communication services,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,HP10 9UT,861142,Information technology services,102273.08
Ministry of Defence,Ministry of Defence,11/10/2011,Fuel for military use,Air Command,ARVAL UK LTD,SN5 6PE,853890,Oil and lubricants consumed excluding those from the inventory system,102260.65
Ministry of Defence,Defence Science and Technology Laboratory,21/10/2011,Sub Contracted Work,Programme Office,QINETIQ LIMITED,,V - 9000137081 - 00119884,,102173.16
Ministry of Defence,Ministry of Defence,04/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,851270,Fiscal asset under construction - capital in year addition,101758.69
Ministry of Defence,Ministry of Defence,24/10/2011,Fees for professional services,Air Command,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,859431,Fees for professional services excluding legal fees,100928.24
Ministry of Defence,Ministry of Defence,14/10/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,855485,Cost of food services,100401.45
Ministry of Defence,Ministry of Defence,05/10/2011,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,852063,Estate + facilities management services - accommodation inventory + service,100008.32
Ministry of Defence,Ministry of Defence,20/10/2011,Rent and rates,Defence Infrastructure Organisation ,NORTH KESTEVEN DISTRICT COUNCIL,NG34 4GL,858318,Rent buildings - non civil estate property and married quarter property,99952.99
Ministry of Defence,Ministry of Defence,17/10/2011,Rent and rates,Defence Infrastructure Organisation ,CENTRAL BEDFORDSHIRE COUNCIL,LU6 9HE,856175,Rent buildings - non civil estate property and married quarter property,99600.85
Ministry of Defence,Royal Hospital Chelsea GIA,04/10/2011,Property Management,Royal Hospital Chelsea,Norland Managed Services Ltd,,PIN118523,,99128.5
Ministry of Defence,Ministry of Defence,05/10/2011,Food and clothing,Central TLB,ISS MEDICLEAN LIMITED,GU21 5RW,851848,Cost of food services,99123.26
Ministry of Defence,Ministry of Defence,12/10/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,FUCHS LUBRICANTS (UK) PLC,ST1 5HU,854552,Raw materials and consumable oil and lubricants inventory purchased,99035.91
Ministry of Defence,Ministry of Defence,17/10/2011,Rent and rates,Defence Infrastructure Organisation ,HAMBLETON DISTRICT COUNCIL,DL6 2UU,856347,Rent buildings - non civil estate property and married quarter property,98317.7
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000136676 - 00118786,,97752
Ministry of Defence,Ministry of Defence,03/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,GE AVIATION SYSTEMS LIMITED,GL52 8SF,850889,Equipment support non-project costs,97636.24
Ministry of Defence,United Kingdom Hydrographic Office,07/10/2011,Purchased Services  Building Product Capability,Infrastructure Programme,Atos IT Services UK Limited,,2000056156,,97432
Ministry of Defence,Ministry of Defence,25/10/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,859957,Cost of other material consumed,97396.51
Ministry of Defence,Ministry of Defence,20/10/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,APOLLO 11 BUS CO LTD,,5000064018,Movement of service personnel,96893.91
Ministry of Defence,Ministry of Defence,17/10/2011,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,856631,Cost of food purchases,96883.82
Ministry of Defence,Ministry of Defence,26/10/2011,Food and clothing,Central TLB,ISS MEDICLEAN LIMITED,GU21 5RW,860577,Cost of food services,96871.61
Ministry of Defence,Ministry of Defence,07/10/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BOEHMETAL GMBH,,5000063559,Utilities consumed - gas,96737.43
Ministry of Defence,Ministry of Defence,06/10/2011,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,852371,Utilities consumed - heating oil,96686.35
Ministry of Defence,United Kingdom Hydrographic Office,20/09/2011,Admiralty Promotional Programme/ OEM support,"Marketing, CS & Channel Management",CT-Live!,,2000055899,,96644
Ministry of Defence,Ministry of Defence,17/10/2011,Rent and rates,Defence Infrastructure Organisation ,HART DISTRICT COUNCIL,GU51 4AE,856352,Rent buildings - non civil estate property and married quarter property,96522.37
Ministry of Defence,Ministry of Defence,10/10/2011,"Public relations, including marketing and advertising.",Navy Command,CENTRAL OFFICE OF INFORMATION,SE1 7DU,853427,Public relations services including items such as sales marketing and advertising,96090.16
Ministry of Defence,Ministry of Defence,24/10/2011,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,859185,Cost of other material consumed,95798.59
Ministry of Defence,Ministry of Defence,07/10/2011,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000063561,Utilities consumed - gas,95693.91
Ministry of Defence,Ministry of Defence,14/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,OFFSHORE SYSTEMS LTD,V5G 4LS,855822,Equipment support non-project costs,95519.61
Ministry of Defence,United Kingdom Hydrographic Office,14/10/2011,Computer maintenance & hire,ICT Delivery Business Group,HP Enterprise Services,,2000056287,,95440
Ministry of Defence,Ministry of Defence,20/10/2011,Estate management,Air Command,QINETIQ LIMITED,PO12 2AG,858395,Estate + facilities management services - accommodation inventory + service,95305.84
Ministry of Defence,Ministry of Defence,10/10/2011,Estate management,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,853443,Works - estate management,95219.68
Ministry of Defence,Defence Science and Technology Laboratory,04/10/2011,Sub Contracted Research,Programme Office,NEWCASTLE UNIVERSITY,,V - 9000136550 - 00115307,,95020.8
Ministry of Defence,Ministry of Defence,07/10/2011,Transport hire charges,Land Forces,BUSVERKEHR OSTWESTFALEN GMBH,,5000063518,Transport other hire charge,94761.35
Ministry of Defence,Ministry of Defence,05/10/2011,Fees for professional services,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,851758,Fees for professional services excluding legal fees,94692.02
Ministry of Defence,Ministry of Defence,24/10/2011,Medical treatment & stores and welfare services,Central TLB,DR MARTIN ERRINGTON T/A ERRINGTON ASSOCIATES,EH13 0DT,859316,Medical health services,94594
Ministry of Defence,Ministry of Defence,13/10/2011,Purchase of inventory and services ,Central TLB,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,B29 6JS,855433,Cost of other material consumed,94553.76
Ministry of Defence,Ministry of Defence,03/10/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000063330,Works - estate management,94160.41
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000137289 - 00119247,,93917
Ministry of Defence,Ministry of Defence,18/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,CASSIDIAN TEST & SERVICES LIMITED,BH21 7PE,856887,Equipment support non-project costs,93916
Ministry of Defence,Ministry of Defence,07/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,852872,Equipment support non-project costs,92634.22
Ministry of Defence,Ministry of Defence,20/10/2011,Transport hire charges,Defence Infrastructure Organisation ,RYDER DEUTSCHLAND GMBH,,5000064059,Transport other operating lease,92454.77
Ministry of Defence,Ministry of Defence,25/10/2011,Externally delivered education and training,Air Command,RAF Sports Board Gliding & Soaring Assn,,357935,External military training ,92303.47
Ministry of Defence,Ministry of Defence,19/10/2011,Estate management,Air Command,AVENANCE PLC,SK11 6ET,857269,Estate + facilities management services - accommodation inventory + service,92256.86
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Sub Contracted Research,Programme Office,ROLLS ROYCE PLC,,V - 9000137222 - 00120352,,92254
Ministry of Defence,Ministry of Defence,14/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,SOARING (OXFORD) LTD,NG23 5NG,855914,Equipment support non-project costs,92162.03
Ministry of Defence,Ministry of Defence,06/10/2011,"Transporation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,852324,Freight movement costs,92041.99
Ministry of Defence,Ministry of Defence,19/10/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,857749,Estate + facilities management services - accommodation inventory + service,92009.52
Ministry of Defence,Ministry of Defence,21/10/2011,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,858629,Property dwellings private finance initiative - service concession arrangement service charge,91634.57
Ministry of Defence,Ministry of Defence,10/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,CASSIDIAN TEST & SERVICES LIMITED,BH21 7PE,853421,Equipment support non-project costs,91484
Ministry of Defence,Ministry of Defence,31/10/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,862422,Works - estate management,91356.02
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000137289 - 00119260,,91000
Ministry of Defence,Ministry of Defence,11/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,SELEX GALILEO LTD,SS14 3EL,854248,Post design services which are not capitalised,90847.87
Ministry of Defence,Ministry of Defence,20/10/2011,Rent and rates,Defence Infrastructure Organisation ,SOUTH OXFORDSHIRE DISTRICT  COUNCIL,OX10 8HQ,858480,Rent buildings - non civil estate property and married quarter property,90822.6
Ministry of Defence,Ministry of Defence,19/10/2011,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000013146,Aviation fuel casual uplift consumed,90678.85
Ministry of Defence,Ministry of Defence,07/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,853052,Fiscal asset under construction - capital in year addition,90450.16
Ministry of Defence,Ministry of Defence,05/10/2011,Medical treatment & stores and welfare services,Central TLB,NUFFIELD ORTHOPAEDIC CENTRE NHS  TRUST,OX3 7LD,2.00E+11,Medical health services,90371
Ministry of Defence,Ministry of Defence,27/10/2011,Fees for professional services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Fees for professional services excluding legal fees,90178.13
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000137289 - 00119228,,90000
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000136676 - 00119223,,89741
Ministry of Defence,Ministry of Defence,12/10/2011,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,854590,Estate + facilities management services - accommodation inventory + service,89731.32
Ministry of Defence,Ministry of Defence,20/10/2011,Rent and rates,Defence Infrastructure Organisation ,PORTSMOUTH CITY COUNCIL,PO1 2BE,858381,Rent buildings - non civil estate property and married quarter property,89681.18
Ministry of Defence,Ministry of Defence,21/10/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,ROYAL MAIL GROUP LIMITED,S49 1HQ,858999,Freight movement costs,89529.21
Ministry of Defence,Ministry of Defence,24/10/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,859164,Transport other operating lease,89385.25
Ministry of Defence,Ministry of Defence,19/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,857280,Fiscal asset under construction - capital in year addition,89026.8
Ministry of Defence,Ministry of Defence,31/10/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,862384,Utilities consumed - electricity,88918.2
Ministry of Defence,Ministry of Defence,13/10/2011,Food and clothing,Land Forces,TECHNOGYM U K LIMITED,RG12 8PE,855407,Cost of purchasing and repairing clothing,88892.33
Ministry of Defence,Ministry of Defence,24/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,859400,Equipment support non-project costs,88716
Ministry of Defence,Ministry of Defence,17/10/2011,Rent and rates,Defence Infrastructure Organisation ,CITY OF EDINBURGH COUNCIL,EH1 1UF,856193,Rent buildings - non civil estate property and married quarter property,88571.73
Ministry of Defence,Ministry of Defence,31/10/2011,Estates-Equipment/Works,Defence Infrastructure Organisation - Security Services Group,DM+ SECURITY,,AP071112003,,88380.76
Ministry of Defence,United Kingdom Hydrographic Office,14/09/2011,Computer maintenance & hire,ICT Delivery Business Group,CARIS B.V.,,1500012624,,88035.37
Ministry of Defence,Defence Science and Technology Laboratory,21/10/2011,Sub Contracted Research,Programme Office,MBDA UK LIMITED,,V - 9000137013 - 00114497,,87695
Ministry of Defence,Defence Support Group,27/10/2011,Works - Fees,Business Stream 2,BABCOCK SUPPORT SERVICES LTD,,10141079,,87550.38
Ministry of Defence,Ministry of Defence,14/10/2011,Grants to NDPBs,Land Forces,ARMY FAMILIES FEDERATION,SN9 6BE,855486,Other costs grant in aid Army Families Federation,87500
Ministry of Defence,Ministry of Defence,27/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,861059,Equipment support project costs,87269
Ministry of Defence,Ministry of Defence,06/10/2011,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,852316,Research and development incurred on projects with defence science and technology laboratory,87180.24
Ministry of Defence,Ministry of Defence,10/10/2011,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,853453,Research and development excluding defence science and technology laboratory,87050.18
Ministry of Defence,Ministry of Defence,20/10/2011,Estate management,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,857887,Estate + facilities management services - accommodation inventory + service,86921.2
