Department,Organisation Name,Basis for Exception, Value requested , Value Approved ,Approval month
MOD,SPVA,To ensure the Armed Forces have the support they need and the Veterans are treated with the dignity that they deserve,"£153,870,000","£153,870,000",Jan-12
