Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,998298,2445.25725
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,999187,2874.5435
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/06/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,999830,2944.42075
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,997727,3202.35675
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Mail and Messenger Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,MANPOWER UK LTD,997728,3257.241
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,997545,830.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,997257,1800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,997545,3200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Secure Documents Unit,Finance & Commercial Group - Information and Workplace Strategies,MERCIAN LABELS LTD,998312,626.1575
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,METHODS CONSULTING LTD,997845,14280
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,MONTAGU EVANS LLP,997791,-405752.175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,MONTAGU EVANS LLP,997791,396728.175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,MONTAGU EVANS LLP,997791,405752.175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,MONTAGU EVANS LLP,997792,-3869.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,MONTAGU EVANS LLP,997791,7680
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,MSB INTERNATIONAL LTD T/A NETWORKERS MSB,998751,3574.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,MSB INTERNATIONAL LTD T/A NETWORKERS MSB,998751,9829.4625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,External Training,Strategic Policy Analysis - Strategic Policy Analysis,NATIONAL SCHOOL OF GOVERNMENT (CMPS),999174,795
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/06/2010,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),998394,1620
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,ADP Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),999716,1620
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,NDI TECHNOLOGIES,998135,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Technical Advice / Services & Support,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,999644,2912
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Technical Advice / Services & Support,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,999645,23317
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Technical Advice / Services & Support,Finance & Commercial Group - Information and Workplace Strategies,OFFICE PROJECTS LTD,999647,34897.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,CCTA Services,Finance & Commercial Group - Information and Workplace Strategies,OGC BUYING SOLUTIONS,997730,2497.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,997788,3120.471
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,996667,4447.66875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,998416,4447.66875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,ICT Business Specific Application Services,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,996643,-38708.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,ICT Business Specific Application Services,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,996643,-21271.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,ICT Business Specific Application Services,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,996643,21271.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,ICT Business Specific Application Services,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,996643,21271.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,ICT Business Specific Application Services,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,996643,38708.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,ICT Business Specific Application Services,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,996643,38708.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,1000032,738
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,1000084,2272.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,998125,4780
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,997793,8460
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,998196,9303.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,998203,13637.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,PARITY RESOURCES LTD,999675,17413.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Other Staff Welfare Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",Personal Performance Consultants (UK) Ltd,999926,6874
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/06/2010,Centrally Funded Training,Fair Markets Group Summary - Employment Relations,Personnel Training Services Consortium (PTSC),976173,525
