MODGPC33704,09-Jun-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,437.96",33704
MODGPC33705,13-Jun-12,Building Materials                 , CONSTRUCTION MATERIALS - DEF,"£2,682.24",33705
MODGPC33706,13-Jun-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,958.40",33706
MODGPC33707,11-Jun-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£943.59,33707
MODGPC33708,07-Jun-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,717.80",33708
MODGPC33709,07-Jun-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£758.76,33709
MODGPC33710,11-Jun-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£804.06,33710
MODGPC33711,01-Jun-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£755.94,33711
MODGPC33712,08-Jun-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£796.00,33712
MODGPC33713,12-Jun-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£4,254.72",33713
MODGPC33714,13-Jun-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,858.64",33714
MODGPC33715,12-Jun-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£548.15,33715
MODGPC33716,07-Jun-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£954.35,33716
MODGPC33717,12-Jun-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,254.96",33717
MODGPC33718,11-Jun-12,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,£552.54,33718
MODGPC33719,12-Jun-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£3,133.20",33719
MODGPC33720,12-Jun-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,968.00",33720
MODGPC33721,07-Jun-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,400.06",33721
MODGPC33722,08-Jun-12,Building Services                  ," HEATING, PLUMBING, AIR COND","£2,269.68",33722
MODGPC33723,08-Jun-12,Building Services                  ," HEATING, PLUMBING, AIR COND","£3,808.62",33723
MODGPC33724,07-Jun-12,Building Services                  , ELECTRICAL CONTRACTORS,£576.00,33724
MODGPC33725,13-Jun-12,Building Services                  ," HEATING, PLUMBING, AIR COND",£644.40,33725
MODGPC33726,12-Jun-12,Building Services                  ," HEATING, PLUMBING, AIR COND","£4,166.54",33726
MODGPC33727,13-Jun-12,Building Services                  ," HEATING, PLUMBING, AIR COND","£4,955.35",33727
MODGPC33728,11-Jun-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,£960.41,33728
MODGPC33729,08-Jun-12,Building Services                  , ELECTRICAL CONTRACTORS,"£6,951.00",33729
MODGPC33730,06-Jun-12,Building Services                  ," HEATING, PLUMBING, AIR COND",£955.20,33730
MODGPC33731,07-Jun-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,£996.00,33731
MODGPC33732,07-Jun-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,£561.60,33732
MODGPC33733,07-Jun-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£1,225.13",33733
MODGPC33734,08-Jun-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,£786.00,33734
MODGPC33735,11-Jun-12,Building Services                  , AIR COND/REFRIG REPAIR SHOP,£867.00,33735
MODGPC33736,08-Jun-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,£669.00,33736
MODGPC33737,12-Jun-12,Catering and Catering Supplies     , CATERERS,£514.80,33737
MODGPC33738,07-Jun-12,Catering and Catering Supplies     , CATERERS,"£1,023.00",33738
MODGPC33739,12-Jun-12,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,£875.56,33739
MODGPC33740,13-Jun-12,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,"£1,507.32",33740
MODGPC33741,12-Jun-12,Cleaning Services and Supplies     , DRY CLEANERS,"£2,900.00",33741
MODGPC33742,12-Jun-12,Cleaning Services and Supplies     , DRY CLEANERS,"£2,900.00",33742
MODGPC33743,13-Jun-12,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,"£7,455.60",33743
MODGPC33744,13-Jun-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£3,730.26",33744
MODGPC33745,07-Jun-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£3,136.00",33745
MODGPC33746,12-Jun-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£953.25,33746
MODGPC33747,08-Jun-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,080.00",33747
MODGPC33748,12-Jun-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£4,319.20",33748
MODGPC33749,08-Jun-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£987.68,33749
MODGPC33750,13-Jun-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£26,712.59",33750
MODGPC33751,11-Jun-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£1,800.00",33751
MODGPC33752,13-Jun-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£900.00,33752
MODGPC33753,01-Jun-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,441.20",33753
MODGPC33754,06-Jun-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£7,929.64",33754
MODGPC33755,07-Jun-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"£2,500.00",33755
MODGPC33756,13-Jun-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£588.32,33756
MODGPC33757,01-Jun-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,596.98",33757
MODGPC33758,08-Jun-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,£550.52,33758
MODGPC33759,08-Jun-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,£725.66,33759
MODGPC33760,12-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£4,293.60",33760
MODGPC33761,06-Jun-12,General Retail and Wholesale       , HARDWARE STORES,£522.32,33761
MODGPC33762,12-Jun-12,General Retail and Wholesale       , SHOE STORES,£501.32,33762
MODGPC33763,13-Jun-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£2,229.60",33763
MODGPC33764,13-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,709.88",33764
MODGPC33765,07-Jun-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£1,000.00",33765
MODGPC33766,08-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£500.00,33766
MODGPC33767,08-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£500.00,33767
MODGPC33768,06-Jun-12,General Retail and Wholesale       , BEAUTY/BARBER SHOPS,£843.36,33768
MODGPC33769,12-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£14,839.09",33769
MODGPC33770,12-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£6,249.57",33770
MODGPC33771,12-Jun-12,General Retail and Wholesale       , SPORTING GOODS STORES,"£3,010.80",33771
MODGPC33772,01-Jun-12,General Retail and Wholesale       , SPORTING GOODS STORES,"£1,644.60",33772
MODGPC33773,06-Jun-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£533.41,33773
MODGPC33774,07-Jun-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,817.82",33774
MODGPC33775,07-Jun-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,872.00",33775
MODGPC33776,07-Jun-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£2,880.00",33776
MODGPC33777,12-Jun-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,503.56",33777
MODGPC33778,12-Jun-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,131.84",33778
MODGPC33779,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£566.88,33779
MODGPC33780,07-Jun-12,General Retail and Wholesale       , ELECTRONICS STORES,"£10,710.00",33780
MODGPC33781,07-Jun-12,General Retail and Wholesale       , ELECTRONICS STORES,"£10,044.00",33781
MODGPC33782,08-Jun-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,£768.00,33782
MODGPC33783,01-Jun-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£780.00,33783
MODGPC33784,06-Jun-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£612.00,33784
MODGPC33785,07-Jun-12,General Retail and Wholesale       , ELECTRONICS STORES,"£1,142.94",33785
MODGPC33786,11-Jun-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"£1,801.50",33786
MODGPC33787,06-Jun-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£8,564.38",33787
MODGPC33788,01-Jun-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"£1,879.00",33788
MODGPC33789,06-Jun-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£900.00,33789
MODGPC33790,12-Jun-12,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,£724.75,33790
MODGPC33791,11-Jun-12,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,£898.61,33791
MODGPC33792,13-Jun-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"£2,408.24",33792
MODGPC33793,07-Jun-12,General Retail and Wholesale       , ELECTRONICS STORES,"£1,183.00",33793
MODGPC33794,06-Jun-12,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"£2,526.00",33794
MODGPC33795,13-Jun-12,General Retail and Wholesale       , SPORTING GOODS STORES,£576.00,33795
MODGPC33796,13-Jun-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,220.00",33796
MODGPC33797,07-Jun-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,460.00",33797
MODGPC33798,11-Jun-12,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,"£2,140.75",33798
MODGPC33799,13-Jun-12,General Retail and Wholesale       , HARDWARE STORES,"£1,270.68",33799
MODGPC33800,13-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£5,856.48",33800
MODGPC33801,13-Jun-12,General Retail and Wholesale       , HARDWARE STORES,£726.00,33801
MODGPC33802,07-Jun-12,General Retail and Wholesale       , ELECTRONICS STORES,£956.29,33802
MODGPC33803,11-Jun-12,General Retail and Wholesale       , HARDWARE STORES,"£1,943.42",33803
MODGPC33804,08-Jun-12,General Retail and Wholesale       , SPORTING GOODS STORES,"£11,643.38",33804
MODGPC33805,09-Jun-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£831.20,33805
MODGPC33806,08-Jun-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,£599.94,33806
MODGPC33807,08-Jun-12,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,"£4,999.99",33807
MODGPC33808,08-Jun-12,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,£997.32,33808
MODGPC33809,12-Jun-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,095.00",33809
MODGPC33810,08-Jun-12,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,"£6,959.57",33810
MODGPC33811,06-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£801.36,33811
MODGPC33812,06-Jun-12,General Retail and Wholesale       , HARDWARE STORES,"£3,679.20",33812
MODGPC33813,12-Jun-12,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"£1,123.58",33813
MODGPC33814,08-Jun-12,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"£1,123.58",33814
MODGPC33815,12-Jun-12,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"£1,047.55",33815
MODGPC33816,12-Jun-12,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,"£1,047.55",33816
MODGPC33817,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£854.12,33817
MODGPC33818,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£995.00,33818
MODGPC33819,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£771.40,33819
MODGPC33820,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£958.15,33820
MODGPC33821,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£971.21,33821
MODGPC33822,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,017.89",33822
MODGPC33823,08-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,448.02",33823
MODGPC33824,08-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,443.58",33824
MODGPC33825,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£8,784.43",33825
MODGPC33826,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£8,512.80",33826
MODGPC33827,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,730.52",33827
MODGPC33828,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£5,947.20",33828
MODGPC33829,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£10,870.20",33829
MODGPC33830,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£5,254.20",33830
MODGPC33831,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£4,201.73",33831
MODGPC33832,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,251.20",33832
MODGPC33833,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,022.20",33833
MODGPC33834,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,955.35",33834
MODGPC33835,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£937.44,33835
MODGPC33836,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,322.28",33836
MODGPC33837,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£6,834.12",33837
MODGPC33838,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,268.15",33838
MODGPC33839,12-Jun-12,General Retail and Wholesale       , FLOOR COVERING STORES,"£5,992.22",33839
MODGPC33840,11-Jun-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,581.72",33840
MODGPC33841,06-Jun-12,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,£998.40,33841
MODGPC33842,06-Jun-12,General Retail and Wholesale       , SPORTING GOODS STORES,£900.00,33842
MODGPC33843,08-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£4,478.28",33843
MODGPC33844,08-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,291.40",33844
MODGPC33845,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£9,355.66",33845
MODGPC33846,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£6,065.38",33846
MODGPC33847,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£820.91,33847
MODGPC33848,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£5,823.60",33848
MODGPC33849,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£4,817.04",33849
MODGPC33850,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,048.71",33850
MODGPC33851,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£642.82,33851
MODGPC33852,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£7,696.36",33852
MODGPC33853,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£21,878.52",33853
MODGPC33854,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,719.60",33854
MODGPC33855,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£7,992.00",33855
MODGPC33856,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,322.80",33856
MODGPC33857,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,010.40",33857
MODGPC33858,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£666.24,33858
MODGPC33859,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,762.72",33859
MODGPC33860,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,635.33",33860
MODGPC33861,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£514.51,33861
MODGPC33862,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,336.90",33862
MODGPC33863,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£857.52,33863
MODGPC33864,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£14,428.80",33864
MODGPC33865,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£4,475.04",33865
MODGPC33866,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£756.89,33866
MODGPC33867,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,928.00",33867
MODGPC33868,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£875.88,33868
MODGPC33869,11-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£675.98,33869
MODGPC33870,11-Jun-12,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",£675.00,33870
MODGPC33871,11-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£3,672.81",33871
MODGPC33872,11-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£4,639.44",33872
MODGPC33873,11-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£680.22,33873
MODGPC33874,12-Jun-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,088.35",33874
MODGPC33875,07-Jun-12,General Retail and Wholesale       , HARDWARE STORES,"£2,398.63",33875
MODGPC33876,13-Jun-12,General Retail and Wholesale       , HARDWARE STORES,"£6,592.22",33876
MODGPC33877,13-Jun-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"£2,075.00",33877
MODGPC33878,07-Jun-12,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,£598.96,33878
MODGPC33879,11-Jun-12,General Retail and Wholesale       , FLOOR COVERING STORES,£571.94,33879
MODGPC33880,01-Jun-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,£628.54,33880
MODGPC33881,08-Jun-12,General Retail and Wholesale       , VARIETY STORES,"£2,013.60",33881
MODGPC33882,12-Jun-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£5,340.00",33882
MODGPC33883,12-Jun-12,General Retail and Wholesale       , ELECTRONICS STORES,£721.69,33883
MODGPC33884,12-Jun-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£4,914.00",33884
MODGPC33885,07-Jun-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£562.14,33885
MODGPC33886,07-Jun-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£3,600.00",33886
MODGPC33887,12-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£587.90,33887
MODGPC33888,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,459.08",33888
MODGPC33889,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£960.00,33889
MODGPC33890,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£5,047.68",33890
MODGPC33891,11-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£17,463.60",33891
MODGPC33892,06-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£567.36,33892
MODGPC33893,01-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£812.59,33893
MODGPC33894,06-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£632.52,33894
MODGPC33895,06-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£995.62,33895
MODGPC33896,07-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,902.74",33896
MODGPC33897,06-Jun-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£5,594.12",33897
