Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (�) ,VAT Registration Number
FCO,FCO,27-Jul-11,Verbatims and Press Summaries,DG CENTRAL GROUP,COI - CENTRAL OFFICE OF INFORMATION AND COMMUNICATIONS LTD,4000503," 8,000.00 ",
FCO,FCO,05-Jul-11,FTN Unitary Payment,DG CENTRAL GROUP,GLOBAL CROSSING,1020858," 52,278.18 ",
FCO,FCO,14-Jul-11,Telephone/Telex Usage,DG CENTRAL GROUP,GLOBAL CROSSING,1021721," 20,946.36 ",
FCO,FCO,14-Jul-11,Telephone/Telex Usage,DG CENTRAL GROUP,GLOBAL CROSSING,1021721," 4,189.27 ",
FCO,FCO,29-Jul-11,Telephone/Telex Usage,DG CENTRAL GROUP,GLOBAL CROSSING,1022871," 48,192.93 ",
FCO,FCO,29-Jul-11,Telephone/Telex Usage,DG CENTRAL GROUP,GLOBAL CROSSING,1022871," 9,638.59 ",
FCO,FCO,13-Jul-11,P.A.Y.E Income Tax (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE AND CUSTOMS,4000467," 4,239,440.56 ",
FCO,FCO,13-Jul-11,National Insurance (NI) (Oracle PAY Control Account),NON CASH & UNALLOCATED COSTS,HM REVENUE AND CUSTOMS,4000467," 2,547,968.13 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494, 539.75 ,
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494, 569.44 ,
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494, 540.43 ,
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494, 802.93 ,
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494, 450.05 ,
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 8,929.00 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 31,322.49 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 1,057.85 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494, 494.27 ,
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 1,773.65 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494, 538.41 ,
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 2,503.01 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 5,280.00 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 1,595.00 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494, 225.01 ,
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 9,604.37 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 2,902.19 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 2,966.89 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494, 225.40 ,
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 1,368.29 ",
FCO,FCO,20-Jul-11,Home Office Visa Fees: Post Collection-Payment In UK,DG CHANGE & DELIVERY,HOME OFFICE,4000494," 1,312.38 ",
FCO,FCO,18-Jul-11,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815," 2,805.74 ",
FCO,FCO,18-Jul-11,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815, 311.39 ,
FCO,FCO,18-Jul-11,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815," 1,088.49 ",
FCO,FCO,18-Jul-11,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815, 278.85 ,
FCO,FCO,18-Jul-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815," 12,256.88 ",
FCO,FCO,18-Jul-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815, 399.01 ,
FCO,FCO,18-Jul-11,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815, 138.43 ,
FCO,FCO,18-Jul-11,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815, 311.78 ,
FCO,FCO,18-Jul-11,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815," 8,326.34 ",
FCO,FCO,18-Jul-11,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815," 6,524.17 ",
FCO,FCO,18-Jul-11,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815," 2,081.58 ",
FCO,FCO,18-Jul-11,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815, 180.30 ,
FCO,FCO,18-Jul-11,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815," 14,047.69 ",
FCO,FCO,18-Jul-11,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815, 212.89 ,
FCO,FCO,18-Jul-11,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10815," 7,348.13 ",
FCO,FCO,18-Jul-11,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 4,718.10 ",
FCO,FCO,18-Jul-11,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 159.93 ,
FCO,FCO,18-Jul-11,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 1,462.17 ",
FCO,FCO,18-Jul-11,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 21.22 ,
FCO,FCO,18-Jul-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 4,830.36 ",
FCO,FCO,18-Jul-11,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 209.68 ,
FCO,FCO,18-Jul-11,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 173.18 ,
FCO,FCO,18-Jul-11,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 163.50 ,
FCO,FCO,18-Jul-11,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 2,106.00 ",
FCO,FCO,18-Jul-11,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 2,713.87 ",
FCO,FCO,18-Jul-11,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 526.50 ,
FCO,FCO,18-Jul-11,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 363.06 ,
FCO,FCO,18-Jul-11,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 4,882.28 ",
FCO,FCO,18-Jul-11,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 5,369.38 ",
FCO,FCO,18-Jul-11,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 207.06 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 1,085.16 ",
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 36.78 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 336.30 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 4.88 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 1,110.98 ",
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 48.23 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 39.83 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 37.61 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 484.38 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 624.19 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 121.10 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 83.50 ,
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 1,122.92 ",
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817," 1,234.96 ",
FCO,FCO,18-Jul-11,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10817, 47.62 ,
FCO,FCO,15-Jul-11,Information Systems Maintenance,DG CHANGE & DELIVERY,LOGICA UK LTD,1021837," 34,457.00 ",
FCO,FCO,15-Jul-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LOGICA UK LTD,1021837," 6,891.40 ",
FCO,FCO,14-Jul-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1021751," 145,805.14 ",
FCO,FCO,14-Jul-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1021751, 150.66 ,
FCO,FCO,14-Jul-11,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1021751," 29,161.03 ",
FCO,FCO,11-Jul-11,Specialist Training (Devolved),DG CENTRAL GROUP,LSE ENTERPRISE LIMITED,1021381," 29,463.15 ",
FCO,FCO,11-Jul-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LSE ENTERPRISE LIMITED,1021381," 5,892.63 ",
FCO,FCO,04-Jul-11,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,MARSHALL AID COMMERATION COMMISSION,1020786," 300,000.00 ",
FCO,FCO,20-Jul-11,Wdhs/Wsds,DG CHANGE & DELIVERY,BUYING SOLUTIONS,4000472," 41,020.77 ",
FCO,FCO,20-Jul-11,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,BUYING SOLUTIONS,4000472," 8,204.15 ",
FCO,FCO,21-Jul-11,Research Budget,UK TRADE AND INVESTMENT DIRECTORATE,PA CONSULTING GROUP,1022283," 23,240.03 ",
FCO,FCO,21-Jul-11,Research Budget,UK TRADE AND INVESTMENT DIRECTORATE,PA CONSULTING GROUP,1022283," 4,648.01 ",
FCO,FCO,28-Jul-11,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,AGENCIA CONSULTING LTD,1022705," 28,748.60 ",
FCO,FCO,13-Jul-11,Project Works>10K,#N/A,COGENT ELECTRICAL SERVICES LTD (FORM WES),1021594," 54,522.08 ",
FCO,FCO,08-Jul-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,SOLACE ENTERPRISES,1021333," 26,380.42 ",
FCO,FCO,12-Jul-11,Programme Spend (Oracle Projects Control Account),DG POLITICAL,THE EURASIA PARTNERSHIP FOUNDATION,100002769," 38,375.00 ",
FCO,FCO,07-Jul-11,Commercial Partners (Visa),UK VISAS DIRECTORATE,GUANGDONG CTS VISA CONSULTING SERVICE CO. LTD,2091728," 109,688.85 ",
FCO,FCO,07-Jul-11,Commercial Partners (Visa),UK VISAS DIRECTORATE,SHENZHEN NEWLAND VISA SERVICES CO. LTD,21091985," 27,506.63 ",
FCO,FCO,20-Jul-11,Costs Associated with the Disposal of Capitalised Assets,DG CHANGE & DELIVERY,KNIGHT FRANK,213259," 32,274.23 ",
FCO,FCO,20-Jul-11,Costs Associated with the Disposal of Capitalised Assets,DG CHANGE & DELIVERY,KNIGHT FRANK,213259,"-32,274.23 ",
FCO,FCO,20-Jul-11,Costs Associated with the Disposal of Capitalised Assets,DG CHANGE & DELIVERY,KNIGHT FRANK,213259," 32,274.23 ",
FCO,FCO,03-Jul-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,AWAZ COMMUNICATION,500002620," 114,029.24 ",
FCO,FCO,19-Jul-11,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,AWAZ COMMUNICATION,500002670," 1,009,260.14 ",
FCO,FCO,20-Jul-11,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,ZED ETKINLIK YONETIMI VE DANISMANLIGI,121360," 30,747.40 ",
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
