ALB,Supplier,Net Amount £
Homes & Communities Agency ,First Base Limited,"335,614.26"
Homes & Communities Agency ,J W Ousby & Son Ltd,"335,507.49"
Homes & Communities Agency ,J Breheny Contractors Ltd,"332,515.55"
Homes & Communities Agency ,Cable & Wireless,"331,430.87"
Homes & Communities Agency ,Bond Pearce,"325,613.02"
Homes & Communities Agency ,Vinci Park Services Uk Ltd,"312,530.25"
Homes & Communities Agency ,Broadway Malyan Ltd,"312,279.17"
Homes & Communities Agency ,Roffey Park Institute Limited,"300,087.63"
Homes & Communities Agency ,Nelson Bakewell,"297,558.82"
Homes & Communities Agency ,Mercer Human Resource Consulting Ltd,"295,878.59"
Homes & Communities Agency ,Swinburne Horticultural Services,"295,150.32"
Homes & Communities Agency ,Ward Security Limited,"287,452.11"
Homes & Communities Agency ,Stcs Ltd,"286,559.05"
Homes & Communities Agency ,Turner & Townsend,"285,298.67"
Homes & Communities Agency ,Savills (L&P) Limited,"279,687.93"
Homes & Communities Agency ,Baldwin Landscaping,"275,040.50"
Homes & Communities Agency ,Dalkia Energy & Technical Services Ltd,"273,912.21"
Homes & Communities Agency ,Alphabet (Gb) Ltd,"273,584.48"
Homes & Communities Agency ,Langtree Group Plc,"267,659.00"
Homes & Communities Agency ,Knight Frank Llp,"264,287.13"
Homes & Communities Agency ,British Gas Business,"264,080.39"
Homes & Communities Agency ,Aldersgate Estates Ltd,"261,063.11"
Homes & Communities Agency ,Percy Williams & Sons Ltd,"246,893.00"
Homes & Communities Agency ,Everlast Waterproofing Ltd,"243,327.46"
Homes & Communities Agency ,Rider Levett Bucknall Uk Ltd,"241,767.35"
Homes & Communities Agency ,Quartet Design,"236,453.65"
Homes & Communities Agency ,Currie & Brown,"236,168.75"
Homes & Communities Agency ,Cds Housing Association Ltd,"233,546.07"
Homes & Communities Agency ,Acanthus Wsm Architects,"230,149.04"
Homes & Communities Agency ,W A P Lawton & Son Ltd,"228,316.59"
Homes & Communities Agency ,Core Utility Solutions Ltd,"222,032.78"
Homes & Communities Agency ,Fountains Plc,"220,296.52"
Homes & Communities Agency ,Edf Energy,"219,700.59"
Homes & Communities Agency ,Reliance Security Services Ltd,"212,639.82"
Homes & Communities Agency ,Richard Ashford Ltd,"211,626.31"
Homes & Communities Agency ,Netstore (Uk) Limited,"209,328.00"
Homes & Communities Agency ,Shared Intelligence Ltd,"208,521.36"
Homes & Communities Agency ,Jackson Civil Engineering Ltd,"204,661.19"
Homes & Communities Agency ,Safe Estates Services Ltd,"201,616.49"
Homes & Communities Agency ,Cartwright Landscapes,"201,220.54"
Homes & Communities Agency ,Amaze,"200,685.97"
Homes & Communities Agency ,Mwb Business Exchange Uk,"196,695.31"
Homes & Communities Agency ,Ing Media,"193,304.19"
Homes & Communities Agency ,Dolphin Communication (Voice Systems) Ltd,"191,535.30"
Homes & Communities Agency ,E-Fab Recruitment Ltd,"188,486.77"
Homes & Communities Agency ,Ocs Resolution Security,"187,569.66"
Homes & Communities Agency ,Frosts Landscape Construction Ltd,"186,949.71"
Homes & Communities Agency ,Computer Futures Solutions,"184,192.22"
Homes & Communities Agency ,Halliwells Llp,"184,089.50"
Homes & Communities Agency ,Design For Homes,"183,482.72"
Homes & Communities Agency ,Bidwells,"183,422.72"
Homes & Communities Agency ,London Site Security Ltd,"182,462.72"
Homes & Communities Agency ,Deloitte & Touche,"180,303.13"
Homes & Communities Agency ,M J Mapp Ltd,"179,917.77"
Homes & Communities Agency ,Saunders Architects,"179,463.75"
Homes & Communities Agency ,Roger Tym & Partners,"179,177.03"
Homes & Communities Agency ,Secure Residential Guarding Ltd.,"178,059.00"
Homes & Communities Agency ,Regeneris Consulting Limited,"177,625.83"
Homes & Communities Agency ,Mjf Corporate Guarding Ltd,"177,352.85"
Homes & Communities Agency ,Lda Design Consulting Llp,"175,296.00"
Homes & Communities Agency ,E C Harris Llp,"174,580.73"
Homes & Communities Agency ,Prp Architects Limited,"173,479.08"
Homes & Communities Agency ,Building Research Establishment,"171,282.28"
Homes & Communities Agency ,Ge Capital Equipment Finance Ltd,"170,618.91"
Homes & Communities Agency ,Samuel Rose Ltd,"170,374.48"
Homes & Communities Agency ,Vodafone Corporate,"163,361.53"
Homes & Communities Agency ,Isc Guarding Ltd,"161,272.00"
Homes & Communities Agency ,Mainrock Ltd,"160,568.46"
Homes & Communities Agency ,Enterprise Plc,"160,362.33"
Homes & Communities Agency ,Lazari Investments Limited,"160,241.32"
Homes & Communities Agency ,Derrick Wade Waters,"160,228.30"
Homes & Communities Agency ,Foot Anstey,"160,141.33"
Homes & Communities Agency ,Drivers Jonas,"160,073.29"
Homes & Communities Agency ,Penna Barkers,"159,070.55"
Homes & Communities Agency ,Land Unit Construction Ltd,"157,825.31"
Homes & Communities Agency ,Group Technologies Uk,"157,821.52"
Homes & Communities Agency ,Maxwell Stamp Plc,"156,325.47"
Homes & Communities Agency ,Icon Display Ltd,"156,000.00"
Homes & Communities Agency ,Specialist Computer Centres Plc,"155,210.81"
Homes & Communities Agency ,Midland Landscaping Ltd,"155,030.64"
Homes & Communities Agency ,Citib@Se Plc,"152,852.37"
Homes & Communities Agency ,Norton Rose,"151,754.49"
Homes & Communities Agency ,Indepth Managed Services,"151,657.38"
Homes & Communities Agency ,Wrekin Construction Co Ltd,"150,974.66"
Homes & Communities Agency ,Martins Plant,"150,806.26"
Homes & Communities Agency ,Training For Life,"150,000.00"
Homes & Communities Agency ,Corrosion Control,"148,858.13"
Homes & Communities Agency ,St James Security Limited,"148,256.90"
Homes & Communities Agency ,Mga Advertising Limited,"145,457.50"
Homes & Communities Agency ,Shl (Uk) Ltd,"144,966.41"
Homes & Communities Agency ,Prologis Development Ltd,"144,460.00"
Homes & Communities Agency ,Sqw Ltd,"143,901.69"
Homes & Communities Agency ,Karakusevic And Carson,"143,781.45"
Homes & Communities Agency ,Parsons Brickerhoff Ltd,"140,964.80"
Homes & Communities Agency ,E.On,"140,610.65"
Homes & Communities Agency ,Ecotec Res & Consulting Ltd,"135,560.00"
Homes & Communities Agency ,Gentoo Group Ltd,"135,000.00"
Homes & Communities Agency ,Macdonald & Company Freelance Ltd,"133,713.17"
Homes & Communities Agency ,B & D Croft Building & Civil Engineers Ltd,"132,463.35"
Homes & Communities Agency ,Ibp Academy,"129,410.86"
Homes & Communities Agency ,Tps Schal,"128,016.00"
Homes & Communities Agency ,Morgan Ashurst Plc,"127,750.76"
Homes & Communities Agency ,R D Landscapes Ltd,"126,669.39"
Homes & Communities Agency ,Genecon,"124,847.70"
Homes & Communities Agency ,Odgers Ray & Berndtson,"122,737.81"
Homes & Communities Agency ,Nomensa Limited,"121,950.00"
Homes & Communities Agency ,Hasmead Plc,"119,501.13"
Homes & Communities Agency ,Taylor Young,"119,396.50"
Homes & Communities Agency ,S+V Play Area & Landscaping Services,"119,016.60"
Homes & Communities Agency ,Midas Homes Limited,"118,597.41"
Homes & Communities Agency ,Chartered Institute Of Housing,"116,557.82"
Homes & Communities Agency ,Smith Brother (Leicester) Ltd,"116,364.65"
Homes & Communities Agency ,Ewa Ltd,"115,610.90"
Homes & Communities Agency ,Greenford Ltd,"115,435.64"
Homes & Communities Agency ,Southern Electric,"114,040.56"
Homes & Communities Agency ,Ne Procurement Limited,"113,966.00"
Homes & Communities Agency ,Sovereign Engineering,"112,721.29"
Homes & Communities Agency ,Blue Fish Design,"111,999.00"
Homes & Communities Agency ,Thompson Estate Maintenance,"111,363.22"
Homes & Communities Agency ,Stirling Maynard Transportation,"111,146.00"
Homes & Communities Agency ,Destination Milton Keynes,"109,957.72"
Homes & Communities Agency ,Cedar Software Ltd,"108,086.07"
Homes & Communities Agency ,Complete Ground Management Ltd,"106,163.21"
Homes & Communities Agency ,Finnigan & Harper,"104,469.79"
Homes & Communities Agency ,Mouchel Limited,"104,227.14"
Homes & Communities Agency ,Accor Services,"103,697.86"
Homes & Communities Agency ,Steer Davies Gleaves,"103,366.00"
Homes & Communities Agency ,Aecom Limited,"102,818.49"
Homes & Communities Agency ,Thomas Lister Chartered Surveyors,"101,528.66"
Homes & Communities Agency ,Land Securities Trillium,"99,197.95"
Homes & Communities Agency ,Orbis Property Protection,"98,714.57"
Homes & Communities Agency ,Erith Contractors Ltd,"98,696.64"
Homes & Communities Agency ,Cantillon Ltd,"98,030.00"
Homes & Communities Agency ,Christine Nugent Business Travel Ltd,"94,666.16"
Homes & Communities Agency ,Berrys,"94,440.84"
Homes & Communities Agency ,Moloney Search Limited,"93,500.00"
Homes & Communities Agency ,G R Minton And Sons,"93,301.00"
Homes & Communities Agency ,E.G. Swingler & Sons,"90,347.00"
Homes & Communities Agency ,G. Fry Demolition Ltd,"90,163.94"
Homes & Communities Agency ,King Sturge,"89,309.24"
Homes & Communities Agency ,Centralis,"89,283.98"
Homes & Communities Agency ,Plus Housing Group Limited,"88,072.50"
Homes & Communities Agency ,Mbe Consultants Limited,"87,469.82"
Homes & Communities Agency ,United Utilities Networks Ltd,"87,426.96"
Homes & Communities Agency ,Mci Uk,"87,225.00"
Homes & Communities Agency ,Gardiner & Theobald,"87,113.00"
Homes & Communities Agency ,Telford Site Services,"86,901.40"
Homes & Communities Agency ,Comprehensive Cleaning Services Ltd,"86,324.46"
Homes & Communities Agency ,Forvus,"86,306.00"
Homes & Communities Agency ,Tibbalds,"85,416.65"
Homes & Communities Agency ,Greengage Consulting Ltd,"84,993.60"
Homes & Communities Agency ,Nabarro Nathanson,"84,914.07"
Homes & Communities Agency ,Navigant Consulting (Europe) Ltd,"83,919.35"
Homes & Communities Agency ,Apex Design & Display,"83,160.00"
Homes & Communities Agency ,Cyril Sweett Global Knowhow,"82,950.00"
Homes & Communities Agency ,Market & Opinion Research Int Ltd,"82,185.00"
Homes & Communities Agency ,Solihull Landscapes Limited,"81,815.39"
Homes & Communities Agency ,Chapter26 Limited,"81,749.61"
Homes & Communities Agency ,Tch Leasing,"81,621.61"
Homes & Communities Agency ,Jj Gallagher Limited,"81,188.14"
Homes & Communities Agency ,First National Services Ltd,"80,799.69"
Homes & Communities Agency ,Status Building Services Ltd,"79,819.71"
Homes & Communities Agency ,Xerox Finance,"79,363.81"
Homes & Communities Agency ,Office Angels Limited,"78,699.84"
Homes & Communities Agency ,Cmp Information Ltd,"78,418.00"
Homes & Communities Agency ,Hickton,"78,391.12"
Homes & Communities Agency ,Xerox (Uk) Ltd,"78,183.41"
Homes & Communities Agency ,Construction Photography,"78,077.55"
Homes & Communities Agency ,R Kinge Property Maintenance Ltd,"77,938.17"
Homes & Communities Agency ,Phoenix,"77,514.25"
Homes & Communities Agency ,Hays Accountancy & Finance,"76,382.43"
Homes & Communities Agency ,Cosmo Services (Uk) Ltd,"76,284.79"
Homes & Communities Agency ,Point To Point Ltd,"76,089.76"
Homes & Communities Agency ,Prime Guards Security Services (Essex) Ltd,"75,258.00"
Homes & Communities Agency ,Mwl Print Group Ltd,"75,119.00"
Homes & Communities Agency ,Zog Brownfield Ventures,"75,056.41"
Homes & Communities Agency ,Junction K,"75,019.99"
Homes & Communities Agency ,Foxleys Ltd,"74,381.94"
Homes & Communities Agency ,Talent & Potential Ltd,"74,198.26"
Homes & Communities Agency ,Sigmatex (Uk) Ltd,"73,550.00"
Homes & Communities Agency ,Carter Jonas,"72,934.70"
Homes & Communities Agency ,Brambledown Landscapes Ltd,"71,946.12"
Homes & Communities Agency ,Peter Brett Associates,"71,897.31"
Homes & Communities Agency ,Hall Construction Services Ltd,"71,000.00"
Homes & Communities Agency ,Amion Consulting,"70,762.77"
Homes & Communities Agency ,Signs Express (Telford),"70,448.27"
Homes & Communities Agency ,Npower Northern Limited,"69,388.84"
Homes & Communities Agency ,Balfour Beatty Civil Engineering Ltd,"68,884.60"
Homes & Communities Agency ,Willoughby Public Relations Ltd,"68,694.13"
Homes & Communities Agency ,Forrest Recruitment,"68,114.57"
Homes & Communities Agency ,Lewisham Family Co-Op Association Ltd,"67,829.00"
Homes & Communities Agency ,Norwest Holst Limited,"67,787.13"
Homes & Communities Agency ,Office For Public Management,"67,656.95"
Homes & Communities Agency ,K & M Construction Limited,"67,541.64"
Homes & Communities Agency ,Vickery Holman Property Consultants,"67,317.84"
Homes & Communities Agency ,Adj Ltd,"67,104.20"
Homes & Communities Agency ,Bernwood Ecs Ltd,"66,389.10"
Homes & Communities Agency ,The Hay Group Management Ltd,"65,770.56"
Homes & Communities Agency ,Grosvenor Travel Management,"65,286.33"
Homes & Communities Agency ,Oracle Corporation Uk Ltd,"65,151.93"
Homes & Communities Agency ,Lapn Limited,"64,581.00"
Homes & Communities Agency ,C-Elect Associates Limited,"64,377.75"
Homes & Communities Agency ,Workman,"64,095.34"
Homes & Communities Agency ,Davis Langdon Llp,"63,791.48"
Homes & Communities Agency ,Financial Times Ltd,"63,700.00"
Homes & Communities Agency ,Nationwide Asbestos Contractors Limited,"63,474.25"
Homes & Communities Agency ,Adecco Uk Ltd,"63,148.45"
Homes & Communities Agency ,Ian Farmer Associates Ltd,"62,702.36"
Homes & Communities Agency ,The Building Centre Group Ltd,"61,965.45"
Homes & Communities Agency ,Franklin Sports Business,"61,535.00"
Homes & Communities Agency ,Schmidt Hammer Lassen,"61,295.68"
Homes & Communities Agency ,Design Engine Architects,"60,930.24"
Homes & Communities Agency ,X-Act Security Ltd,"60,629.24"
Homes & Communities Agency ,Emcor Facilities Services Ltd,"60,225.26"
Homes & Communities Agency ,Hometrack Data Systems,"60,000.00"
Homes & Communities Agency ,Sybersolve Solutions Ltd,"58,997.70"
Homes & Communities Agency ,Sones Maintenance & Environmental Ltd,"58,784.70"
Homes & Communities Agency ,Creative Space Management Ltd,"58,732.31"
Homes & Communities Agency ,Sharpe Pritchard,"57,125.33"
Homes & Communities Agency ,Hambleside Business Gift Solutions,"56,706.70"
Homes & Communities Agency ,Chubb Electronic Security (Cmrs),"56,704.24"
Homes & Communities Agency ,Reed Midem Organisation S.A.,"56,569.63"
Homes & Communities Agency ,Nash Partnership,"56,482.87"
Homes & Communities Agency ,Simon Tranter Landscape Contractors,"56,186.00"
Homes & Communities Agency ,Cavendish Design and Advertising,"56,056.40"
Homes & Communities Agency ,Road Management Services (A13) Plc,"55,885.15"
Homes & Communities Agency ,M & J Drilling Services Ltd,"55,594.98"
Homes & Communities Agency ,Tilhill Forestry Limited,"54,726.78"
Homes & Communities Agency ,Mars Drinks Uk Ltd,"54,504.08"
Homes & Communities Agency ,Bea Systems Ltd,"54,492.03"
Homes & Communities Agency ,Arriva The Shires & Essex,"54,458.15"
Homes & Communities Agency ,Royal Institute Of Chartered Surveyors,"54,349.99"
Homes & Communities Agency ,Ocean Media Group Ltd,"53,795.75"
Homes & Communities Agency ,Ralley Ltd,"53,698.80"
Homes & Communities Agency ,Mapeley Gamma Acquisition Co Ltd,"53,420.75"
Homes & Communities Agency ,Morgan Hunt Public Sector Limited,"53,195.33"
Homes & Communities Agency ,David Lock Associates Limited,"52,805.93"
Homes & Communities Agency ,Leith'S,"52,762.00"
Homes & Communities Agency ,Marten Gibbon Associates Ltd,"52,300.00"
Homes & Communities Agency ,Rick Mather Architects,"51,773.35"
Homes & Communities Agency ,Vma Search And Selection Ltd,"51,561.03"
Homes & Communities Agency ,William Pye Ltd,"51,432.89"
Homes & Communities Agency ,Moorhouse Consulting Limited,"51,110.00"
Homes & Communities Agency ,Anna Gillett Recruitment,"51,054.95"
Homes & Communities Agency ,Broadwater Training Ltd,"51,019.10"
Homes & Communities Agency ,Cision Uk Limited,"50,523.93"
Homes & Communities Agency ,Insititute Of Environmental Mgmt + Assessment,"50,109.00"
Homes & Communities Agency ,Lowry Homes,"50,000.00"
Homes & Communities Agency ,Arnold Clark Finance Limited,"49,761.72"
Homes & Communities Agency ,Serco Consulting,"49,717.80"
Homes & Communities Agency ,David Cronshaw & Son Ltd,"49,674.32"
Homes & Communities Agency ,Tunbridge Wells Roofing Ltd,"49,252.50"
Homes & Communities Agency ,Quest Software (Uk) Ltd,"49,250.13"
Homes & Communities Agency ,Destination Marketing Uk Ltd,"49,205.16"
Homes & Communities Agency ,Dickinson Dees,"48,989.39"
Homes & Communities Agency ,Ernst & Young,"48,340.00"
Homes & Communities Agency ,Hempson Solicitors,"48,216.87"
Homes & Communities Agency ,Sones Landscapes,"48,074.26"
Homes & Communities Agency ,Jmp Consulting,"47,928.11"
Homes & Communities Agency ,Michael Page International,"47,470.00"
Homes & Communities Agency ,Nb Real Estate,"47,285.58"
Homes & Communities Agency ,Corona Energy Retail 4 Ltd,"47,041.03"
Homes & Communities Agency ,Building Design Partnership,"46,884.88"
Homes & Communities Agency ,Intergraph (Uk) Ltd,"46,797.00"
Homes & Communities Agency ,Terrace Hill Project Ltd,"46,682.32"
Homes & Communities Agency ,Attenda Limited,"46,166.33"
Homes & Communities Agency ,Weightmans,"45,966.18"
Homes & Communities Agency ,Milton Keynes City Orchestra,"45,818.00"
Homes & Communities Agency ,Rotunda Construction,"45,675.38"
Homes & Communities Agency ,Turney Landscapes Ltd,"45,643.58"
Homes & Communities Agency ,Emap Support Services Limited,"45,360.00"
Homes & Communities Agency ,Barton Grange Landscapes,"45,266.29"
Homes & Communities Agency ,Guardian Newspapers Ltd,"45,000.00"
Homes & Communities Agency ,Banner Business Supplies,"44,776.43"
Homes & Communities Agency ,Colliers Cre,"44,765.45"
Homes & Communities Agency ,Combined Energy Solutions Ltd,"44,451.86"
Homes & Communities Agency ,Weldon Plant Ltd,"43,754.06"
Homes & Communities Agency ,Glendale Countryside,"42,672.58"
Homes & Communities Agency ,Nec Group Birmingham,"42,542.41"
Homes & Communities Agency ,ARC4 Ltd,"42,454.20"
Homes & Communities Agency ,Neopost Limited,"42,396.27"
Homes & Communities Agency ,Staniforth Public Relations,"41,985.67"
Homes & Communities Agency ,Milton Keynes Surveys Limited,"41,574.00"
Homes & Communities Agency ,Calfordseaden,"41,250.00"
Homes & Communities Agency ,Central Hall Westminster Limited,"41,210.35"
Homes & Communities Agency ,Colin Warnock Associates,"41,172.85"
Homes & Communities Agency ,Artemis Recruitment,"41,069.19"
Homes & Communities Agency ,Bond Wolfe Ventures Ltd,"41,031.92"
Homes & Communities Agency ,Innovision,"40,627.82"
Homes & Communities Agency ,Brahm Limited,"40,555.39"
Homes & Communities Agency ,Esl Projects Limited,"40,155.63"
Homes & Communities Agency ,Fourward Properties Limited,"39,965.75"
Homes & Communities Agency ,APCO Worldwide Ltd,"39,900.00"
Homes & Communities Agency ,Future Design Consultants Ltd,"39,632.00"
Homes & Communities Agency ,Dtp Limited,"39,560.79"
Homes & Communities Agency ,Garrity & Co,"39,440.00"
Homes & Communities Agency ,Cityis Ltd,"39,017.00"
Homes & Communities Agency ,Andrew Dixon & Company,"38,905.92"
Homes & Communities Agency ,Cofathec,"38,898.89"
Homes & Communities Agency ,Studio Mk,"38,253.55"
Homes & Communities Agency ,Central Telecom Uk Ltd,"38,150.25"
Homes & Communities Agency ,Papico Limited,"37,711.28"
Homes & Communities Agency ,Able Services,"37,647.75"
Homes & Communities Agency ,Countrywide Grounds Maintenance Ltd,"37,426.75"
Homes & Communities Agency ,Badenoch & Clark,"37,102.45"
Homes & Communities Agency ,Phs Group Plc,"37,053.08"
Homes & Communities Agency ,Sapphire Technologies,"36,504.67"
Homes & Communities Agency ,Princebuild Limited,"36,416.99"
Homes & Communities Agency ,Sightline,"36,326.70"
Homes & Communities Agency ,Tns Media Intelligence Limited,"36,318.75"
Homes & Communities Agency ,Thomas Matthews Ltd,"36,187.08"
Homes & Communities Agency ,H&M Security Services Limited,"35,910.00"
Homes & Communities Agency ,Contract Fire Security Business Park,"35,524.48"
Homes & Communities Agency ,First Colour Limited,"34,431.06"
Homes & Communities Agency ,Burleigh Stone,"34,335.95"
Homes & Communities Agency ,Communique,"34,035.56"
Homes & Communities Agency ,Fujitsu Siemens Computers Limited,"33,914.88"
Homes & Communities Agency ,Maine-Tucker Recruitment Ltd,"33,793.68"
Homes & Communities Agency ,Seymour (Civil Engineering Contractors) Ltd,"33,780.47"
Homes & Communities Agency ,Neal Landscapes,"33,375.15"
Homes & Communities Agency ,Yorkshire Housing Ltd,"33,333.00"
Homes & Communities Agency ,Artemis International Corp Ltd,"33,094.92"
Homes & Communities Agency ,Linaker Limited,"33,029.67"
Homes & Communities Agency ,Durrants,"33,009.33"
Homes & Communities Agency ,Vector Resourcing Ltd,"32,850.00"
Homes & Communities Agency ,G. B. Coombs,"32,666.48"
Homes & Communities Agency ,Soil Mechanics,"32,627.35"
Homes & Communities Agency ,Frontier Software Plc,"32,563.74"
Homes & Communities Agency ,S W Wreford (Warehousing) Co Ltd,"32,456.00"
Homes & Communities Agency ,Whiting Landscape Ltd,"32,423.30"
Homes & Communities Agency ,Total Gas & Power Limited,"32,359.38"
Homes & Communities Agency ,B Recruitment,"32,131.19"
Homes & Communities Agency ,Pipers Projects Ltd,"31,893.00"
Homes & Communities Agency ,British Energy Generation Ltd,"31,856.75"
Homes & Communities Agency ,Ing Lease,"31,619.76"
Homes & Communities Agency ,Network Rail,"31,616.74"
Homes & Communities Agency ,Business It,"31,544.88"
Homes & Communities Agency ,Euro Car Parks Limited,"31,296.60"
Homes & Communities Agency ,National Housing Federation,"31,204.10"
Homes & Communities Agency ,The Shield Guarding Company Ltd,"31,163.85"
Homes & Communities Agency ,Gemini Consultants Ltd,"31,001.73"
Homes & Communities Agency ,Aoh Ltd,"31,000.00"
Homes & Communities Agency ,Harris Lamb,"30,905.50"
Homes & Communities Agency ,Allied Exploration & Geotechnics Limited,"30,837.35"
Homes & Communities Agency ,Hemming Group,"30,620.00"
Homes & Communities Agency ,Centre Screen Productions Limited,"30,516.66"
Homes & Communities Agency ,Newspaper Licensing Agency Ltd,"30,463.66"
Homes & Communities Agency ,Hewlett-Packard Ltd,"30,418.36"
Homes & Communities Agency ,Jenkins Duval Limited,"30,394.60"
Homes & Communities Agency ,Bridget Sawyers Limited,"30,374.84"
