ALB,Supplier,Net Amount £
Homes & Communities Agency ,Horizon Security Services Ltd,"30,362.52"
Homes & Communities Agency ,Expotel Hotel Reservations,"30,322.00"
Homes & Communities Agency ,Robert Kent Services,"30,054.66"
Homes & Communities Agency ,Sap Business Objects (Uk) Ltd,"30,013.63"
Homes & Communities Agency ,Urban Design Skills,"30,000.00"
Homes & Communities Agency ,Alder King,"29,599.60"
Homes & Communities Agency ,Newsco Insider Ltd,"29,400.00"
Homes & Communities Agency ,Ibp Strategy & Research Ltd.,"29,381.20"
Homes & Communities Agency ,Career Counselling Services Ltd,"29,339.67"
Homes & Communities Agency ,Makevents,"29,321.94"
Homes & Communities Agency ,Sustainable Homes,"29,237.11"
Homes & Communities Agency ,Geotechnics Ltd,"29,166.32"
Homes & Communities Agency ,The Guards Security Plc,"28,873.00"
Homes & Communities Agency ,Whizzgo Limited,"28,750.00"
Homes & Communities Agency ,Cogs,"28,743.42"
Homes & Communities Agency ,Clarke Bond,"28,640.00"
Homes & Communities Agency ,Bureau Veritas Uk Limited,"28,447.00"
Homes & Communities Agency ,Dublcheck Cleaning Services Ltd,"28,371.05"
Homes & Communities Agency ,Scq Ltd,"28,155.72"
Homes & Communities Agency ,Luton Building Company Ltd,"28,084.81"
Homes & Communities Agency ,E.Scapes,"27,972.42"
Homes & Communities Agency ,Nathaniel Lichfield & Partners,"27,957.69"
Homes & Communities Agency ,Ground Control Limited,"27,912.93"
Homes & Communities Agency ,Civic Trees,"27,900.00"
Homes & Communities Agency ,Thames Water Utilities Limited,"27,848.20"
Homes & Communities Agency ,Miller Research (Uk Ltd),"27,801.43"
Homes & Communities Agency ,Cps Facilities & Maintenance Services,"27,692.37"
Homes & Communities Agency ,Ede'S (Uk) Ltd.,"27,587.66"
Homes & Communities Agency ,Land Structure Limited,"27,578.53"
Homes & Communities Agency ,Southern Landscape & Construction Ltd,"27,507.27"
Homes & Communities Agency ,Hands On Security Solutions Limited,"27,132.00"
Homes & Communities Agency ,Sp Manweb Plc,"26,941.70"
Homes & Communities Agency ,Henleys Building & Maintenance Ltd,"26,809.79"
Homes & Communities Agency ,Cleveden Care Limited,"26,418.23"
Homes & Communities Agency ,Blakedown Landscapes (Se) Limited,"26,318.49"
Homes & Communities Agency ,Mjp Architects,"26,250.00"
Homes & Communities Agency ,Communication Shows Limited,"26,101.00"
Homes & Communities Agency ,Vue Entertainment Ltd,"25,897.00"
Homes & Communities Agency ,J V Hough,"25,871.10"
Homes & Communities Agency ,Sunrise Software,"25,810.12"
Homes & Communities Agency ,Lexis-Nexis Europe Limited,"25,722.94"
Homes & Communities Agency ,H S Jackson & Son (Fencing) Ltd,"25,515.88"
Homes & Communities Agency ,The Moving Network Ltd,"25,082.00"
Homes & Communities Agency ,Netwrok Space Limited,"25,000.00"
Homes & Communities Agency ,Politico's Publishing Limited (Methuen),"24,958.35"
Homes & Communities Agency ,Secure Test Limited,"24,595.00"
Homes & Communities Agency ,Contrax,"24,563.75"
Homes & Communities Agency ,Hilton London Metropole,"24,539.84"
Homes & Communities Agency ,Catherine Johnstone Recruitment,"24,517.60"
Homes & Communities Agency ,Repair Services (Uk) Limited,"24,189.20"
Homes & Communities Agency ,Rok Building Ltd,"24,101.55"
Homes & Communities Agency ,Holiday Inn,"24,068.18"
Homes & Communities Agency ,Regatta Ltd,"24,067.50"
Homes & Communities Agency ,Lawrence Graham Llp Solicitors,"23,850.00"
Homes & Communities Agency ,J2 Design Marketing Internet Ltd,"23,665.00"
Homes & Communities Agency ,Creative Lynx Ltd,"23,594.50"
Homes & Communities Agency ,Litter Boss,"23,293.09"
Homes & Communities Agency ,Reed Employment Plc,"23,226.78"
Homes & Communities Agency ,Software Box Ltd,"22,940.58"
Homes & Communities Agency ,Campbell Tickell,"22,655.25"
Homes & Communities Agency ,Johnson Controls Ltd,"22,532.19"
Homes & Communities Agency ,Nomad Housing Association (Isos Housing Ltd),"22,500.00"
Homes & Communities Agency ,Mearon Refurbishment & Decoration Ltd,"22,490.63"
Homes & Communities Agency ,Grace Landscapes Ltd,"22,467.47"
Homes & Communities Agency ,Legion Group Plc,"22,272.95"
Homes & Communities Agency ,Levy Resturants,"22,261.82"
Homes & Communities Agency ,Reading Room Ltd,"22,060.00"
Homes & Communities Agency ,Xansa Training Ltd,"21,931.24"
Homes & Communities Agency ,Continental Landscapes Limited,"21,869.63"
Homes & Communities Agency ,Box Uk,"21,857.51"
Homes & Communities Agency ,Rocket,"21,850.00"
Homes & Communities Agency ,Connick Tree Care London Ltd,"21,835.00"
Homes & Communities Agency ,Brunches,"21,627.64"
Homes & Communities Agency ,The Copyright Licensing Agency,"21,567.09"
Homes & Communities Agency ,Airedale Forestry,"21,561.50"
Homes & Communities Agency ,Devonshires,"21,367.50"
Homes & Communities Agency ,Network Sales & Marketing Ltd,"21,295.23"
Homes & Communities Agency ,Rene Barrett,"21,188.47"
Homes & Communities Agency ,Ikon Capital Plc,"21,170.73"
Homes & Communities Agency ,Seven Trent Water Limited,"21,057.66"
Homes & Communities Agency ,Westcountry Housing Association (Home2own),"21,000.00"
Homes & Communities Agency ,Financial Information Company Ltd,"20,970.70"
Homes & Communities Agency ,Tim Wainwright,"20,968.86"
Homes & Communities Agency ,Robert Half International,"20,790.79"
Homes & Communities Agency ,"Cushman & Wakefield, Healey & Baker","20,769.89"
Homes & Communities Agency ,Infrastructure Gateway Ltd,"20,702.80"
Homes & Communities Agency ,Love & Stileman Limited,"20,488.00"
Homes & Communities Agency ,The Cumberland,"20,362.88"
Homes & Communities Agency ,Qube Global Software Limited,"20,279.03"
Homes & Communities Agency ,Caswell Environmental Services Ltd,"20,040.00"
Homes & Communities Agency ,Transforms Mksm Ltd,"20,000.00"
Homes & Communities Agency ,Ubm Information Ltd,"20,000.00"
Homes & Communities Agency ,Bruton Knowles,"20,000.00"
Homes & Communities Agency ,T A Millard Midlands Ltd,"19,871.90"
Homes & Communities Agency ,Mva,"19,850.00"
Homes & Communities Agency ,QA-IQ Ltd,"19,762.00"
Homes & Communities Agency ,Mda,"19,644.99"
Homes & Communities Agency ,Dp Designs Interior Contracting,"19,631.62"
Homes & Communities Agency ,Opportunity Now,"19,500.00"
Homes & Communities Agency ,You Unlimited,"19,475.60"
Homes & Communities Agency ,Lowther Forestry Group,"19,379.54"
Homes & Communities Agency ,Jobs Go Public,"19,345.00"
Homes & Communities Agency ,Investment Property Databank,"19,333.00"
Homes & Communities Agency ,CRC (Computer Research Consultants) Ltd,"19,308.15"
Homes & Communities Agency ,Roger Evans Associates,"19,300.00"
Homes & Communities Agency ,Haymarket Publications Ltd,"19,257.66"
Homes & Communities Agency ,Jet Construction (Milton Keynes) Ltd,"19,256.25"
Homes & Communities Agency ,Conserve A Tree Ltd,"19,167.01"
Homes & Communities Agency ,Fire Crest Fire Protection,"19,148.44"
Homes & Communities Agency ,Envoy,"19,125.00"
Homes & Communities Agency ,Land Law,"19,029.55"
Homes & Communities Agency ,Ash Sakula Architects,"18,900.00"
Homes & Communities Agency ,Busby Landscapes,"18,863.49"
Homes & Communities Agency ,Am & Mj Harper,"18,712.50"
Homes & Communities Agency ,Procserve Supplier Soultions Ltd,"18,700.00"
Homes & Communities Agency ,Royal Mail,"18,685.05"
Homes & Communities Agency ,J.Lloyd Plumbing & Heating,"18,655.00"
Homes & Communities Agency ,Jsa Regeneration Ltd,"18,527.83"
Homes & Communities Agency ,Port Of London Authority,"18,506.00"
Homes & Communities Agency ,Gough Square Chambers,"18,500.00"
Homes & Communities Agency ,Parity Resources Limited,"18,493.50"
Homes & Communities Agency ,Bnp Paribas Real Estate,"18,470.00"
Homes & Communities Agency ,Demon Internet,"18,464.74"
Homes & Communities Agency ,Richard Hodkinson Consultancy,"18,387.55"
Homes & Communities Agency ,Brett Communications Ltd,"18,320.00"
Homes & Communities Agency ,Franklins Hire Limited,"18,250.00"
Homes & Communities Agency ,Matrix Networks Ltd,"18,127.00"
Homes & Communities Agency ,Ray Richardson Limited,"18,087.43"
Homes & Communities Agency ,Lck Southern Ltd,"18,067.00"
Homes & Communities Agency ,Allen Lane Financial Recruitment Consultants,"17,995.00"
Homes & Communities Agency ,R.S.P Ltd,"17,989.40"
Homes & Communities Agency ,Electoral Reform Services,"17,912.00"
Homes & Communities Agency ,Tenant Participation Advisory Service,"17,874.80"
Homes & Communities Agency ,Oakdene Consulting,"17,820.00"
Homes & Communities Agency ,Misco,"17,732.85"
Homes & Communities Agency ,The Royal Town Planning Institute,"17,688.35"
Homes & Communities Agency ,Lunch Co Ltd,"17,635.00"
Homes & Communities Agency ,Bob & Roberta Smith,"17,500.00"
Homes & Communities Agency ,Bonar Floors Ltd,"17,500.00"
Homes & Communities Agency ,John Langford Consulting Ltd,"17,244.70"
Homes & Communities Agency ,Creative Concern Ltd,"17,170.00"
Homes & Communities Agency ,Ice Futures Europe,"17,082.40"
Homes & Communities Agency ,Tlt Solicitors,"17,062.45"
Homes & Communities Agency ,Urban Design Alliance,"17,000.00"
Homes & Communities Agency ,Dataline Software Ltd,"16,911.00"
Homes & Communities Agency ,Winter Maintenance,"16,850.00"
Homes & Communities Agency ,Tower Surveys,"16,750.00"
Homes & Communities Agency ,Railex (Filing) Ltd,"16,671.65"
Homes & Communities Agency ,Excel Couriers Ltd,"16,636.20"
Homes & Communities Agency ,Generic Software Consultants Ltd,"16,572.75"
Homes & Communities Agency ,Tab Security Ltd,"16,536.00"
Homes & Communities Agency ,Sanderson Weatherall,"16,527.40"
Homes & Communities Agency ,Bug Busters Pest Control Ltd,"16,496.88"
Homes & Communities Agency ,Baker Tilly,"16,400.00"
Homes & Communities Agency ,Isis Construction & Property Maintenance,"16,206.18"
Homes & Communities Agency ,A&J Couriers,"16,080.00"
Homes & Communities Agency ,Thomas Telford Ltd,"16,035.53"
Homes & Communities Agency ,Dx Network Services Ltd,"15,990.24"
Homes & Communities Agency ,Progress International Ltd,"15,970.50"
Homes & Communities Agency ,Hawksmere Limited,"15,878.75"
Homes & Communities Agency ,777 Demolition & Haulage Co Ltd,"15,871.25"
Homes & Communities Agency ,Solutions Recruitment,"15,775.55"
Homes & Communities Agency ,Techclean Services Ltd,"15,742.80"
Homes & Communities Agency ,Triple Shield Property Maintenance,"15,712.95"
Homes & Communities Agency ,Bromley Demolition Co Ltd,"15,700.00"
Homes & Communities Agency ,The St Johns Hotel,"15,689.12"
Homes & Communities Agency ,Chevron Group Ltd,"15,665.00"
Homes & Communities Agency ,Mk & Nb Chamber Of Commerce,"15,645.00"
Homes & Communities Agency ,Quest The Great Outdoors Ltd,"15,619.11"
Homes & Communities Agency ,Ashridge Consulting Ltd,"15,500.00"
Homes & Communities Agency ,Claritas Solutions Ltd,"15,483.36"
Homes & Communities Agency ,Rullion,"15,367.76"
Homes & Communities Agency ,Southern Gas Network,"15,250.00"
Homes & Communities Agency ,Securec Limited,"15,249.03"
Homes & Communities Agency ,Jurys Inn Milton Keynes,"15,217.58"
Homes & Communities Agency ,Hoop Associates,"15,210.75"
Homes & Communities Agency ,Timberwise,"15,031.46"
Homes & Communities Agency ,Mk Lightning,"15,000.00"
Homes & Communities Agency ,Tyne & Wear Education Business Link,"15,000.00"
Homes & Communities Agency ,D & B Rudd Forestry,"14,998.00"
Homes & Communities Agency ,Pitney Bowes Ltd,"14,965.47"
Homes & Communities Agency ,Fords Sports And Social Club,"14,920.00"
Homes & Communities Agency ,Human Concepts,"14,873.58"
Homes & Communities Agency ,B.I.G.,"14,866.94"
Homes & Communities Agency ,Training for Excellence Ltd,"14,860.20"
Homes & Communities Agency ,City Inn Westminster,"14,519.75"
Homes & Communities Agency ,Urban Splash Ltd,"14,485.50"
Homes & Communities Agency ,Re:Media Plc,"14,479.08"
Homes & Communities Agency ,Cormack & Franklin Tree Care Ltd,"14,460.00"
Homes & Communities Agency ,3fox International Limited,"14,400.00"
Homes & Communities Agency ,Maurice Payne Colourprint Ltd,"14,388.00"
Homes & Communities Agency ,Industrial Landscapes,"14,355.65"
Homes & Communities Agency ,Wring Group Ltd,"14,350.00"
Homes & Communities Agency ,J.B. Woodward (Electrical) Ltd,"14,315.77"
Homes & Communities Agency ,Pogo Creative Marketing Ltd,"14,300.00"
Homes & Communities Agency ,Trim A Tree,"14,110.00"
Homes & Communities Agency ,Mk Fire Limited,"13,992.83"
Homes & Communities Agency ,Field Fisher Waterhouse,"13,949.10"
Homes & Communities Agency ,Bdsp Partnership Consulting Engineers,"13,900.00"
Homes & Communities Agency ,Johnston Publishing (North),"13,841.21"
Homes & Communities Agency ,Urbed,"13,834.00"
Homes & Communities Agency ,Asset Security Management Ltd,"13,804.00"
Homes & Communities Agency ,Royal Horseguards,"13,745.62"
Homes & Communities Agency ,Willowbrite Ltd Re Willmoreton Properties Ltd,"13,661.15"
Homes & Communities Agency ,Planscape Contractors,"13,640.00"
Homes & Communities Agency ,Heyrod Construction Ltd,"13,500.00"
Homes & Communities Agency ,Oxford Economics Ltd,"13,500.00"
Homes & Communities Agency ,Chelmer Housing Partnership,"13,500.00"
Homes & Communities Agency ,R & W Electrical,"13,494.05"
Homes & Communities Agency ,Basildon Post Office Sports And Social Club,"13,379.96"
Homes & Communities Agency ,Faisal Abdu' Allah,"13,375.00"
Homes & Communities Agency ,Lion Court Conference Centre,"13,367.50"
Homes & Communities Agency ,Synergy Guards Ltd,"13,323.75"
Homes & Communities Agency ,Business World Services Ltd,"13,295.16"
Homes & Communities Agency ,Armoury Demolition Group,"13,075.00"
Homes & Communities Agency ,Safety Management & Monitoring Services Ltd,"13,060.00"
Homes & Communities Agency ,Db Surveys Ltd,"12,998.00"
Homes & Communities Agency ,Midsummer Housing Association,"12,997.50"
Homes & Communities Agency ,Fusion Manage It,"12,993.29"
Homes & Communities Agency ,Joanna Gutmann Training,"12,966.00"
Homes & Communities Agency ,Berwin Leighton Paisner,"12,962.84"
Homes & Communities Agency ,The Commonwealth Club,"12,935.01"
Homes & Communities Agency ,Flux Magazine,"12,904.58"
Homes & Communities Agency ,Basildon Rugby Football Club,"12,868.94"
Homes & Communities Agency ,Psd Group,"12,800.00"
Homes & Communities Agency ,City Estate Services Ltd,"12,737.00"
Homes & Communities Agency ,Dixon Webb,"12,682.00"
Homes & Communities Agency ,E. Bowman & Sons Ltd,"12,629.50"
Homes & Communities Agency ,ConsultCIH Ltd,"12,555.62"
Homes & Communities Agency ,Ring Ready,"12,432.40"
Homes & Communities Agency ,Langdale Leisure Ltd,"12,427.28"
Homes & Communities Agency ,Aylesbury Mains Ltd,"12,383.33"
Homes & Communities Agency ,Jestico Whiles & Associates Ltd,"12,247.65"
Homes & Communities Agency ,Golder Associates,"12,210.50"
Homes & Communities Agency ,Rische Ltd,"12,045.78"
Homes & Communities Agency ,G O'Brien & Sons (Ndc) Ltd,"12,027.50"
Homes & Communities Agency ,Ikon Office Solutions Plc,"12,006.92"
Homes & Communities Agency ,Eloqui Plublic Relations,"12,000.00"
Homes & Communities Agency ,Marshall Mk Lions Basketball Club,"12,000.00"
Homes & Communities Agency ,Rentokil Initial Plc,"11,989.13"
Homes & Communities Agency ,Radio Taxis Group Ltd,"11,936.63"
Homes & Communities Agency ,Iris Consulting (Uk) Ltd,"11,935.00"
Homes & Communities Agency ,Ambassadors Hotel,"11,933.71"
Homes & Communities Agency ,System Concepts,"11,916.43"
Homes & Communities Agency ,Bluestone Plc,"11,911.40"
Homes & Communities Agency ,Ten Alps Publishing Limited,"11,830.00"
Homes & Communities Agency ,Esd Ltd,"11,766.00"
Homes & Communities Agency ,Cool Breeze Air Conditioning & Refrigeration,"11,765.06"
Homes & Communities Agency ,Interaction Learning And Development,"11,715.87"
Homes & Communities Agency ,Connaught Compliance Services Ltd,"11,696.66"
Homes & Communities Agency ,Count On Us Ltd,"11,679.96"
Homes & Communities Agency ,Martin Joyce Ltd,"11,645.00"
Homes & Communities Agency ,Sector Treasury Services Ltd,"11,615.00"
Homes & Communities Agency ,Openreach - Bt,"11,598.06"
Homes & Communities Agency ,Kpf Couriers,"11,590.00"
Homes & Communities Agency ,Benbow Bros (Timber) Ltd,"11,585.00"
Homes & Communities Agency ,Royal Armouries (International)Plc,"11,571.04"
Homes & Communities Agency ,Crowne Plaza Leeds,"11,538.87"
Homes & Communities Agency ,Ramada Encore Milton Keynes,"11,522.26"
Homes & Communities Agency ,Sg World Ltd,"11,520.08"
Homes & Communities Agency ,Women In Property,"11,500.00"
Homes & Communities Agency ,Ciria,"11,500.00"
Homes & Communities Agency ,Gasforce Technical Services Ltd,"11,500.00"
Homes & Communities Agency ,Fusearchitecture,"11,469.90"
Homes & Communities Agency ,Radisson Edwardian Grafton Hotel,"11,466.59"
Homes & Communities Agency ,Cardinus Ltd,"11,434.01"
Homes & Communities Agency ,Thistle Hotel Exeter,"11,418.25"
Homes & Communities Agency ,Stanair Industrial Door Services Ltd,"11,410.94"
Homes & Communities Agency ,Kavanagh Removals & Storage,"11,280.50"
Homes & Communities Agency ,Jordan Training Ltd,"11,280.00"
Homes & Communities Agency ,Sterling Selection Limited,"11,274.00"
Homes & Communities Agency ,Ace European Group Limited,"11,271.10"
Homes & Communities Agency ,Emw Law Llp,"11,266.00"
Homes & Communities Agency ,Village Hotel & Leisure Club,"11,249.41"
Homes & Communities Agency ,Ocean Contract Cleaning Limited,"11,240.80"
Homes & Communities Agency ,DSGi Business,"11,188.64"
Homes & Communities Agency ,Pink Express Ltd,"11,078.94"
Homes & Communities Agency ,Luminus Homes Limited,"11,000.00"
Homes & Communities Agency ,Mills Media Group,"10,994.45"
Homes & Communities Agency ,Reed Business Information Ltd,"10,980.00"
Homes & Communities Agency ,Lichfield Associates,"10,972.52"
Homes & Communities Agency ,Cpc Plant Ltd,"10,956.00"
Homes & Communities Agency ,Brintex Events,"10,836.00"
Homes & Communities Agency ,Cgms Ltd,"10,800.00"
Homes & Communities Agency ,Elizabeth Michael Associates Ltd,"10,787.14"
Homes & Communities Agency ,Berrymans Lace Mawer Llp,"10,781.04"
Homes & Communities Agency ,The Tranzition Agency,"10,780.00"
Homes & Communities Agency ,Cluttons,"10,752.50"
Homes & Communities Agency ,Electric Airwaves,"10,750.00"
Homes & Communities Agency ,Cofely Limited,"10,742.27"
Homes & Communities Agency ,Graham Maunders Associates Ltd,"10,712.15"
Homes & Communities Agency ,Pera,"10,516.00"
Homes & Communities Agency ,Newenglish Design Limited,"10,510.00"
Homes & Communities Agency ,Fentons Solicitors,"10,500.00"
Homes & Communities Agency ,Stan Fowler (Builders) Limited,"10,479.00"
Homes & Communities Agency ,Ordnance Survey,"10,455.00"
Homes & Communities Agency ,Ideal Cleaning Services Ltd,"10,415.46"
Homes & Communities Agency ,Workstation,"10,381.57"
Homes & Communities Agency ,Brathay,"10,310.32"
Homes & Communities Agency ,The Mersey Partnership,"10,250.00"
Homes & Communities Agency ,Bon Viveur,"10,239.00"
Homes & Communities Agency ,Matrix Power,"10,231.67"
Homes & Communities Agency ,Maximeyes Security Limited,"10,229.44"
Homes & Communities Agency ,Maxima Managed Services Ltd,"10,203.00"
Homes & Communities Agency ,Diamond Personnel Ltd,"10,185.34"
Homes & Communities Agency ,Gleeds (Nottingham),"10,073.24"
Homes & Communities Agency ,Seacourt,"10,061.00"
Homes & Communities Agency ,Wreford Ltd,"10,055.00"
Homes & Communities Agency ,Liverpool Biennial Of Contemporary Art Ltd,"10,000.00"
Homes & Communities Agency ,Whitefriars Housing Group Limited,"10,000.00"
Homes & Communities Agency ,Urban Forum,"10,000.00"
Homes & Communities Agency ,Much A Do Catering,"9,765.20"
Homes & Communities Agency ,Plexus Law,"9,761.00"
Homes & Communities Agency ,Ashridge Strategic Management Centre,"9,697.89"
Homes & Communities Agency ,Mitie Cleaning And Support Services Ltd,"9,695.28"
Homes & Communities Agency ,Integral Uk Ltd,"9,637.64"
Homes & Communities Agency ,Sara Lovell Associates,"9,600.00"
Homes & Communities Agency ,Digital Cctv Ltd,"9,600.00"
Homes & Communities Agency ,Grouptree Ltd,"9,585.00"
Homes & Communities Agency ,Jpm Property Maintenance,"9,570.70"
Homes & Communities Agency ,Revolution Events Limited,"9,560.00"
Homes & Communities Agency ,Lombard Vehicle Management Ltd,"9,543.23"
Homes & Communities Agency ,Clifford Chance Llp,"9,541.20"
Homes & Communities Agency ,Bizzenergy Limited,"9,507.04"
Homes & Communities Agency ,Midnite Express International Couriers Ltd,"9,439.41"
Homes & Communities Agency ,Haz Industrial Services Limited,"9,436.00"
Homes & Communities Agency ,Finch,"9,400.00"
Homes & Communities Agency ,Spirited Consultants Ltd.,"9,400.00"
Homes & Communities Agency ,Jb Planning Associates Ltd,"9,359.17"
Homes & Communities Agency ,Adt Fire And Security Plc,"9,325.85"
Homes & Communities Agency ,Page Personnel (Uk) Ltd,"9,280.38"
Homes & Communities Agency ,Boothville Roofing Ltd,"9,261.32"
Homes & Communities Agency ,Dolphin House,"9,194.12"
Homes & Communities Agency ,Bevan Brittan Llp,"9,138.00"
Homes & Communities Agency ,Mileta Sports Ltd,"9,118.00"
Homes & Communities Agency ,Royal Institute Of British Architects,"9,082.41"
Homes & Communities Agency ,Direct Taxis,"9,050.00"
Homes & Communities Agency ,Camargue,"9,036.57"
Homes & Communities Agency ,Wardell Armstrong Llp,"9,016.06"
Homes & Communities Agency ,Regenda Limited,"9,000.00"
Homes & Communities Agency ,Traveleads,"8,965.31"
Homes & Communities Agency ,R B Services,"8,947.00"
Homes & Communities Agency ,Premier I.T Group Ltd,"8,890.00"
Homes & Communities Agency ,Chemtest Ltd,"8,882.00"
Homes & Communities Agency ,Deedman Tropical Plant Hire Ltd,"8,742.26"
Homes & Communities Agency ,The Planning Cooperative,"8,639.55"
Homes & Communities Agency ,Mk London Link,"8,600.75"
Homes & Communities Agency ,Burns Carlton Plc,"8,600.00"
Homes & Communities Agency ,Alpheus Environmental Ltd,"8,589.41"
Homes & Communities Agency ,Huntress Group,"8,583.57"
Homes & Communities Agency ,Sheppard Robson,"8,514.60"
Homes & Communities Agency ,Ward And Rider Solicitors,"8,500.00"
Homes & Communities Agency ,R & P Todd,"8,396.17"
Homes & Communities Agency ,Bespoke Property Group Ltd,"8,374.75"
Homes & Communities Agency ,Hygiene Systems Ltd,"8,363.19"
Homes & Communities Agency ,Keltec Limited,"8,202.58"
Homes & Communities Agency ,C.M.A. (Nemesis) Ltd,"8,160.00"
Homes & Communities Agency ,Fletchers (Trees) Ltd,"8,100.20"
Homes & Communities Agency ,Abzorboil Limited,"8,000.09"
Homes & Communities Agency ,Key West Pest Control,"7,990.00"
Homes & Communities Agency ,Cbe Services Limited,"7,977.53"
Homes & Communities Agency ,Orc International Limited,"7,959.50"
Homes & Communities Agency ,Ultimate Office Interiors,"7,913.00"
Homes & Communities Agency ,National Cradle Maintenance Ltd,"7,902.96"
Homes & Communities Agency ,Wrenco (Contractors) Ltd,"7,900.93"
Homes & Communities Agency ,The Brewery By Eco Ltd,"7,870.00"
Homes & Communities Agency ,Dockguard Ltd,"7,812.00"
Homes & Communities Agency ,Parliamentary News Services,"7,800.00"
Homes & Communities Agency ,Southeastern,"7,800.00"
Homes & Communities Agency ,Peter Ashley,"7,734.00"
Homes & Communities Agency ,South Staffordshire Water Plc,"7,685.41"
Homes & Communities Agency ,Delta Systems (Uk) Ltd,"7,635.00"
Homes & Communities Agency ,Data Archive.Com,"7,629.55"
Homes & Communities Agency ,Rgb Limited,"7,600.00"
Homes & Communities Agency ,Chris Henderson Photography,"7,599.14"
Homes & Communities Agency ,Shire Hotels Ltd,"7,569.97"
Homes & Communities Agency ,Consultant Services Group,"7,498.18"
Homes & Communities Agency ,Colophon Ltd,"7,489.10"
Homes & Communities Agency ,Neal Display,"7,472.00"
Homes & Communities Agency ,Nigel Lynn Associates Ltd,"7,410.60"
Homes & Communities Agency ,Proco,"7,354.30"
Homes & Communities Agency ,Rk Group Ltd,"7,323.56"
Homes & Communities Agency ,Metro Rod,"7,280.00"
Homes & Communities Agency ,Paul Martin Associates Limited,"7,202.50"
Homes & Communities Agency ,Tlw Solicitors,"7,200.00"
Homes & Communities Agency ,Andrena Cumella Consulting,"7,172.00"
Homes & Communities Agency ,Bentley Systems Uk Ltd,"7,163.00"
Homes & Communities Agency ,Protec Fire Detection Plc,"7,160.00"
Homes & Communities Agency ,Idox Information Services,"7,130.00"
Homes & Communities Agency ,Costar Uk Limited,"7,072.00"
Homes & Communities Agency ,GW Professional UK Ltd,"7,050.00"
Homes & Communities Agency ,Lsn Media Ltd,"7,023.24"
Homes & Communities Agency ,The Royal York Hotel,"7,022.34"
Homes & Communities Agency ,Kgb Cleaning & Support Services Ltd,"7,015.68"
Homes & Communities Agency ,European Speaker Bureau Ltd,"7,000.00"
Homes & Communities Agency ,Mandolay Hotel,"6,971.37"
Homes & Communities Agency ,Equinox Design Limited,"6,958.47"
Homes & Communities Agency ,Olivers Tree Services Ltd,"6,912.00"
Homes & Communities Agency ,Whitehouse Mainwaring Design Consulting Ltd,"6,860.00"
Homes & Communities Agency ,John Turner Roofing And Building,"6,860.00"
Homes & Communities Agency ,Lakes Challenge,"6,840.00"
Homes & Communities Agency ,Calibre Recruitment,"6,804.37"
Homes & Communities Agency ,New Appointments Group,"6,792.75"
Homes & Communities Agency ,Working Parts Limited,"6,769.79"
Homes & Communities Agency ,Aegis Survey Consultants Ltd,"6,760.00"
Homes & Communities Agency ,E.R.A. Security Services Ltd,"6,714.00"
Homes & Communities Agency ,Probrand Limited,"6,709.93"
Homes & Communities Agency ,Salex Sports & Leisure Club,"6,664.73"
Homes & Communities Agency ,The St David'S Hotel & Spa,"6,650.72"
Homes & Communities Agency ,Aedas,"6,627.62"
Homes & Communities Agency ,Premier Signs (Sw) Ltd,"6,572.02"
Homes & Communities Agency ,Complete Tree Care Ltd,"6,565.68"
Homes & Communities Agency ,Johnsons Of Whixley,"6,560.00"
Homes & Communities Agency ,Newsquest,"6,550.00"
Homes & Communities Agency ,Right Management,"6,500.00"
Homes & Communities Agency ,Blueprint Managment Systems Ltd,"6,495.00"
Homes & Communities Agency ,Carringtons Building & Mechanical,"6,450.00"
Homes & Communities Agency ,Uniqwin Uk Limited,"6,401.45"
Homes & Communities Agency ,Beachcroft Wansbroughs,"6,385.05"
Homes & Communities Agency ,English Country Gardeners,"6,374.31"
Homes & Communities Agency ,Experian Limited,"6,265.00"
Homes & Communities Agency ,Glasdon Uk Limited,"6,263.22"
Homes & Communities Agency ,Shanks Waste Management Ltd,"6,254.28"
Homes & Communities Agency ,Ambius,"6,254.27"
Homes & Communities Agency ,World Satellite,"6,232.65"
Homes & Communities Agency ,Park Inn,"6,215.04"
Homes & Communities Agency ,Ground Investigation & Piling Ltd,"6,177.00"
Homes & Communities Agency ,Richard Hallam Joinery,"6,126.46"
Homes & Communities Agency ,Jgm Security Consultancy Ltd,"6,113.10"
Homes & Communities Agency ,S.J.S Irrigation,"6,093.62"
Homes & Communities Agency ,Hargreaves Risk and Strategy,"6,082.60"
Homes & Communities Agency ,Drive & Survive Uk Ltd,"6,075.00"
Homes & Communities Agency ,Bpe Solicitors,"6,069.06"
Homes & Communities Agency ,Ross Quality Control,"6,062.32"
Homes & Communities Agency ,Bethell Construction Ltd,"6,061.06"
Homes & Communities Agency ,Noda Taxis,"6,006.80"
Homes & Communities Agency ,Cctv Monitoring Ltd,"6,000.00"
Homes & Communities Agency ,Capital Economics Ltd,"6,000.00"
Homes & Communities Agency ,Total Recruitment Specialists Ltd,"6,000.00"
Homes & Communities Agency ,Ellenell Promotions,"5,977.99"
Homes & Communities Agency ,Wren Environmental,"5,960.00"
Homes & Communities Agency ,Wallacespace Ltd,"5,950.00"
Homes & Communities Agency ,Focus Eap Limited,"5,937.51"
Homes & Communities Agency ,Weetwood Hall Conference Centre And Hotel,"5,911.99"
