MODGPC29550,12-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£833.81
MODGPC29551,04-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£693.36
MODGPC29552,04-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,992.00"
MODGPC29553,04-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£549.90
MODGPC29554,10-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£5,228.35"
MODGPC29555,02-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£603.75
MODGPC29556,03-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£579.60
MODGPC29557,02-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£2,225.00"
MODGPC29558,06-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,298.92"
MODGPC29559,06-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,298.92"
MODGPC29560,06-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,298.92"
MODGPC29561,06-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,298.92"
MODGPC29562,06-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,298.92"
MODGPC29563,03-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£757.44
MODGPC29564,12-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,853.28"
MODGPC29565,05-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,022.94"
MODGPC29566,11-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£593.89
MODGPC29567,11-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£3,536.64"
MODGPC29568,11-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£1,722.14"
MODGPC29569,04-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£504.00
MODGPC29570,12-Apr-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£876.00
MODGPC29571,12-Apr-12,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,£546.96
MODGPC29572,03-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£588.00
MODGPC29573,03-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,263.46"
MODGPC29574,02-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,195.20"
MODGPC29575,04-Apr-12,Building Materials                 , PLUMBING/HEATING EQUIPMENT,£888.78
MODGPC29576,11-Apr-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,092.82"
MODGPC29577,10-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£1,030.74"
MODGPC29578,11-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,£961.75
MODGPC29579,04-Apr-12,Building Services                  , ELECTRICAL CONTRACTORS,"£1,626.00"
MODGPC29580,05-Apr-12,Building Services                  ," HEATING, PLUMBING, AIR COND",£700.68
MODGPC29581,02-Apr-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£1,306.69"
MODGPC29582,04-Apr-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£2,754.12"
MODGPC29583,04-Apr-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,"£4,802.62"
MODGPC29584,02-Apr-12,Building Services                  , ELECTRICAL CONTRACTORS,£787.20
MODGPC29585,04-Apr-12,Building Services                  , ELECTRICAL CONTRACTORS,"£1,181.52"
MODGPC29586,02-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£3,500.89"
MODGPC29587,04-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,£787.20
MODGPC29588,05-Apr-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£1,058.07"
MODGPC29589,10-Apr-12,Business Clothing and Footwear     , CLOTHING/RENT/COSTUME/UNIFO,£627.52
MODGPC29590,02-Apr-12,Business Clothing and Footwear     , UNIFORMS & COMMERCIAL CLOTHING,£736.61
MODGPC29591,11-Apr-12,Catering and Catering Supplies     , CATERERS,"£1,023.00"
MODGPC29592,03-Apr-12,Catering and Catering Supplies     , CATERERS,£894.44
MODGPC29593,10-Apr-12,Catering and Catering Supplies     , CATERERS,"£1,816.13"
MODGPC29594,11-Apr-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,£520.95
MODGPC29595,05-Apr-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"£1,040.00"
MODGPC29596,02-Apr-12,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,£531.00
MODGPC29597,04-Apr-12,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,"£1,828.80"
MODGPC29598,11-Apr-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£594.00
MODGPC29599,10-Apr-12,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£3,758.88"
MODGPC29600,03-Apr-12,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£1,443.60"
MODGPC29601,04-Apr-12,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,£542.04
MODGPC29602,10-Apr-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£1,000.00"
MODGPC29603,11-Apr-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£1,422.00"
MODGPC29604,11-Apr-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£509.33
MODGPC29605,12-Apr-12,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£7,435.20"
MODGPC29606,04-Apr-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£715.00
MODGPC29607,03-Apr-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£3,767.27"
MODGPC29608,11-Apr-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£875.00
MODGPC29609,11-Apr-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£579.00
MODGPC29610,03-Apr-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£579.00
MODGPC29611,04-Apr-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£500.00
MODGPC29612,11-Apr-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£3,000.00"
MODGPC29613,12-Apr-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,£511.20
MODGPC29614,11-Apr-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,£539.09
MODGPC29615,02-Apr-12,Computer Equipment & Services      , COMPUTER MAINT/SVCS - DEF,£524.22
MODGPC29616,10-Apr-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£2,426.99"
MODGPC29617,11-Apr-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£582.00
MODGPC29618,03-Apr-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,436.71"
MODGPC29619,10-Apr-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£6,237.28"
MODGPC29620,10-Apr-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£666.00
MODGPC29621,04-Apr-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£762.00
MODGPC29622,04-Apr-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£3,684.24"
MODGPC29623,04-Apr-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£2,220.48"
MODGPC29624,05-Apr-12,Computer Equipment & Services      , COMPUTER MAINT/SVCS - DEF,"£3,387.60"
MODGPC29625,12-Apr-12,Computer Equipment & Services      , COMPUTER MAINT/SVCS - DEF,"£3,387.60"
MODGPC29626,12-Apr-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£781.20
MODGPC29627,11-Apr-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,001.61"
MODGPC29628,05-Apr-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,202.89"
MODGPC29629,10-Apr-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£831.83
MODGPC29630,12-Apr-12,Financial Services                 , INSURANCE SALES/UNDERWRITE,£834.00
MODGPC29631,12-Apr-12,Financial Services                 , INSURANCE SALES/UNDERWRITE,"£1,007.36"
MODGPC29632,06-Apr-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£2,813.82"
MODGPC29633,11-Apr-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,£932.54
MODGPC29634,10-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,499.00"
MODGPC29635,02-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,£576.00
MODGPC29636,02-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,618.80"
MODGPC29637,12-Apr-12,General Retail and Wholesale       , DISCOUNT STORES,£768.24
MODGPC29638,04-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£2,923.20"
MODGPC29639,03-Apr-12,General Retail and Wholesale       , SHOE STORES,£642.83
MODGPC29640,12-Apr-12,General Retail and Wholesale       , SHOE STORES,£670.51
MODGPC29641,12-Apr-12,General Retail and Wholesale       , SHOE STORES,"£3,052.37"
MODGPC29642,05-Apr-12,General Retail and Wholesale       , SHOE STORES,£751.45
MODGPC29643,12-Apr-12,General Retail and Wholesale       , SHOE STORES,"£1,033.29"
MODGPC29644,12-Apr-12,General Retail and Wholesale       , SHOE STORES,"£2,400.30"
MODGPC29645,02-Apr-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,£600.00
MODGPC29646,04-Apr-12,General Retail and Wholesale       , USED MERCHANDISE STORES,£562.37
MODGPC29647,11-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,429.70"
MODGPC29648,12-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,125.60"
MODGPC29649,10-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,£981.60
MODGPC29650,12-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,£594.00
MODGPC29651,12-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,£540.00
MODGPC29652,10-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£806.04
MODGPC29653,05-Apr-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,£515.05
MODGPC29654,05-Apr-12,General Retail and Wholesale       , VARIETY STORES,"£1,095.70"
MODGPC29655,03-Apr-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"£12,528.80"
MODGPC29656,11-Apr-12,General Retail and Wholesale       , LUGGAGE/LEATHER STORES,"£1,146.00"
MODGPC29657,11-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£636.00
MODGPC29658,02-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£2,121.06"
MODGPC29659,02-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£3,370.80"
MODGPC29660,10-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,536.00"
MODGPC29661,10-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£4,509.96"
MODGPC29662,02-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£833.02
MODGPC29663,02-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£850.80
MODGPC29664,12-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,152.00"
MODGPC29665,03-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£2,062.50"
MODGPC29666,02-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£588.00
MODGPC29667,11-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£2,233.20"
MODGPC29668,11-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£4,974.25"
MODGPC29669,05-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£4,713.00"
MODGPC29670,11-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£4,304.50"
MODGPC29671,11-Apr-12,General Retail and Wholesale       , FLOOR COVERING STORES,"£1,200.00"
MODGPC29672,02-Apr-12,General Retail and Wholesale       , ELECTRONICS STORES,"£3,226.92"
MODGPC29673,12-Apr-12,General Retail and Wholesale       , ELECTRONICS STORES,"£1,127.91"
MODGPC29674,03-Apr-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,£512.00
MODGPC29675,05-Apr-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£1,107.34"
MODGPC29676,03-Apr-12,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,"£5,638.92"
MODGPC29677,04-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£5,000.00"
MODGPC29678,04-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£670.00
MODGPC29679,11-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£4,006.80"
MODGPC29680,10-Apr-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"£1,500.00"
MODGPC29681,11-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,180.00"
MODGPC29682,05-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,089.60"
MODGPC29683,03-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£2,550.00"
MODGPC29684,04-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,"£4,975.00"
MODGPC29685,04-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,"£1,990.00"
MODGPC29686,11-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,£511.20
MODGPC29687,04-Apr-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£2,475.00"
MODGPC29688,11-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,£793.44
MODGPC29689,04-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£753.00
MODGPC29690,04-Apr-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£770.00
MODGPC29691,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,048.44"
MODGPC29692,12-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£585.42
MODGPC29693,04-Apr-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"£1,349.55"
MODGPC29694,05-Apr-12,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,"£1,913.40"
MODGPC29695,03-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,£724.80
MODGPC29696,02-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£750.00
MODGPC29697,10-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£661.00
MODGPC29698,02-Apr-12,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,£808.29
MODGPC29699,11-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,£827.64
MODGPC29700,11-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,£989.32
MODGPC29701,11-Apr-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£657.55
MODGPC29702,03-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,£715.34
MODGPC29703,11-Apr-12,General Retail and Wholesale       , TAILOR/SEAMSTRESS/ALTERS,"£1,110.00"
MODGPC29704,02-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£11,088.00"
MODGPC29705,11-Apr-12,General Retail and Wholesale       , ARTIST/CRAFT SHOPS,£976.14
MODGPC29706,02-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,£728.50
MODGPC29707,05-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£840.00
MODGPC29708,02-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,344.00"
MODGPC29709,05-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£5,080.10"
MODGPC29710,05-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£906.82
MODGPC29711,05-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,840.68"
MODGPC29712,05-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,210.40"
MODGPC29713,05-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£589.58
MODGPC29714,05-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,356.28"
MODGPC29715,04-Apr-12,General Retail and Wholesale       , WOMENS ACCESS/SPECIALTY,"£2,178.00"
MODGPC29716,04-Apr-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£1,200.00"
MODGPC29717,02-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,143.36"
MODGPC29718,04-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£8,862.00"
MODGPC29719,02-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£564.00
MODGPC29720,05-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£3,498.55"
MODGPC29721,03-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£11,976.00"
MODGPC29722,10-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,702.80"
MODGPC29723,10-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£5,294.40"
MODGPC29724,10-Apr-12,General Retail and Wholesale       , HARDWARE STORES,£745.00
MODGPC29725,11-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,£523.50
MODGPC29726,03-Apr-12,General Retail and Wholesale       , SPORTING GOODS STORES,"£2,963.59"
MODGPC29727,10-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,£600.43
MODGPC29728,12-Apr-12,General Retail and Wholesale       , HARDWARE STORES,"£1,019.71"
MODGPC29729,12-Apr-12,General Retail and Wholesale       , HARDWARE STORES,"£1,527.95"
MODGPC29730,12-Apr-12,General Retail and Wholesale       , HARDWARE STORES,"£1,610.11"
MODGPC29731,12-Apr-12,General Retail and Wholesale       , HARDWARE STORES,£532.62
MODGPC29732,12-Apr-12,General Retail and Wholesale       , HARDWARE STORES,£580.51
MODGPC29733,12-Apr-12,General Retail and Wholesale       , HARDWARE STORES,£659.10
MODGPC29734,12-Apr-12,General Retail and Wholesale       , HARDWARE STORES,£669.05
MODGPC29735,10-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£3,179.16"
MODGPC29736,05-Apr-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,488.70"
MODGPC29737,10-Apr-12,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,£626.03
MODGPC29738,02-Apr-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£1,057.50"
MODGPC29739,05-Apr-12,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,£531.00
MODGPC29740,11-Apr-12,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,£555.00
MODGPC29741,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£500.33
MODGPC29742,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,777.56"
MODGPC29743,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£5,392.50"
MODGPC29744,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£4,759.87"
MODGPC29745,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,720.64"
MODGPC29746,04-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£827.09
MODGPC29747,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£6,630.00"
MODGPC29748,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,414.53"
MODGPC29749,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£4,268.16"
MODGPC29750,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,845.44"
MODGPC29751,03-Apr-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£7,411.68"
