Post Date,Publishable Label,Transaction Amount,"Publishable Label is provided by the Bank and is industry standard.  May not, however, give true indication of purchase - additional comment as necessary",,
25/07/12,Travel Agencies,504.70,,,
26/07/12,Travel Agencies,504.16,,,
26/07/12,Travel Agencies,1644.84,,,
26/07/12,Travel Agencies,616.28,,,
26/07/12,Travel Agencies,2034.89,,,
26/07/12,Travel Agencies,2697.96,,,
26/07/12,Travel Agencies,-734.89,,,
26/07/12,Travel Agencies,-603.88,,,
27/07/12,Travel Agencies,1624.39,,,
27/07/12,Travel Agencies,1975.62,,,
27/07/12,Travel Agencies,833.29,,,
27/07/12,Travel Agencies,1989.63,,,
27/07/12,Travel Agencies,1455.91,,,
27/07/12,Travel Agencies,4126.94,,,
30/07/12,Travel Agencies,807.30,,,
31/07/12,Travel Agencies,2124.53,,,
31/07/12,Travel Agencies,2464.13,,,
31/07/12,Travel Agencies,747.82,,,
31/07/12,Travel Agencies,962.59,,,
31/07/12,Travel Agencies,962.59,,,
31/07/12,Travel Agencies,1696.89,,,
31/07/12,Travel Agencies,1989.85,,,
31/07/12,Travel Agencies,1469.17,,,
31/07/12,Travel Agencies,1311.94,,,
31/07/12,Travel Agencies,4932.12,,,
31/07/12,Travel Agencies,-861.81,,,
31/07/12,Travel Agencies,-861.81,,,
31/07/12,Travel Agencies,521.92,,,
31/07/12,Travel Agencies,1696.89,,,
31/07/12,Travel Agencies,521.71,,,
30/07/12,Utilities,537.32,Water and electricity charges at post,,
