Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Purchase of Completed Research,Business Group - Advanced Manufacturing Industries,ISSB LTD,1004139,1025
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Purchase of Completed Research,Business Group - Advanced Manufacturing Industries,ISSB LTD,1005356,1250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/08/2010,Purchase of Completed Research,Business Group - Advanced Manufacturing Industries,ISSB LTD,1004139,1445
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Outsourced Programme Management Services,"Business Group - Solutions for Business, Low Carbon & Services",CONSTRUCTION PRODUCTS ASSOCIATION LTD,1004754,1762.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Research & Development Expenditure (Programme),"Business Group - Solutions for Business, Low Carbon & Services",CONSTRUCTING EXCELLENCE LTD,1004600,19000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Non-GIA Funding of Bodies (Departmental and Non-Departmental),"Innovation, Enterprise & Better Regulation Executive - Innovation",NATIONAL MEASUREMENT OFFICE,1004305,2925000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1003632,52166.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Purchase of  Advertising and Publicity (Programme),"Innovation, Enterprise & Better Regulation Executive - Innovation",UNITED KINGDOM ACCREDITATION SERVICE,1003621,45062.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1003628,12000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1003628,218222.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1004643,2037.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1003625,3286
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Grants - Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1005542,35874.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Grants - Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1003397,99579.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,MEDICAL RESEARCH COUNCIL,1003557,38430000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),1003567,20000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,1003564,12000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1003561,25000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1003568,8000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1003559,2700000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE ROYAL SOCIETY,1003369,200000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"ROYAL ACADEMY OF ENGINEERING, RAE",1003370,1062016
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,VETERINARY LABORATORIES AGENCY,1003752,200000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ROSLIN CELLAB LTD,1003750,205000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1004437,297048
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,NATURAL ENGLAND,1003315,365000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,1004467,420000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ARTS AND HUMANITIES RESEARCH COUNCIL,1003562,4777000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE BRITISH ACADEMY,1003368,3131000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Capital Grants - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE BRITISH ACADEMY,1005053,149361.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,SCIENCE AND TECHNOLOGY FACILITIES  COUNCIL,1003550,10000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BRITISH SCIENCE ASSOCIATION (THE BRITISH ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE),1004552,125653
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Outsourced Programme Management Services,SCIENCE & RESEARCH GROUP - RESEARCH BASE,AEA TECHNOLOGY plc,1003129,101050
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BRADFORD COLLEGE,1005381,219933.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BRITISH SCIENCE ASSOCIATION (THE BRITISH ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE),1004552,24400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1004277,57842.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1004277,58527.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Economic Consultancy and Research,SCIENCE & RESEARCH GROUP - RESEARCH BASE,PUBLIC & CORPORATE ECONOMIC CONSULTANTS LTD,1005368,4000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Printing (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE STATIONERY OFFICE LTD,1005052,1313.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,PROMOTIONAL LOGISTICS LTD,1004270,-5417.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,GLOBAL CLIMATE ADAPTATION PARTNERSHIP,1005214,-2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,ROTHAMSTED RESEARCH,1004963,-500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,SPOILT FOR CHOICE LTD,1005298,-79.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1003639,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,OVERSEAS DEVELOPMENT INSTITUTE,1004950,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,ROTHAMSTED RESEARCH,1004963,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,ROTHAMSTED RESEARCH,1004963,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,CITY INN WESTMINSTER,1004952,623.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,E POLICY LTD,1004646,1050
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,BANG COMMUNICATIONS LTD,1005103,1275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,CENTRAL HALL WESTMINSTER LTD,1003414,1649.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,CITY INN WESTMINSTER,1004952,1679
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004695,1750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004682,1750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004435,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004430,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1003456,2400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,INTERNATIONAL INSTITUTE FOR ENVIRONMENT & DEVELOPMENT (IIED),1004947,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,GLOBAL CLIMATE ADAPTATION PARTNERSHIP,1005214,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,GLOBAL CLIMATE ADAPTATION PARTNERSHIP,1005214,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,SYRITTA ALGORITHMICS LTD,1003160,2752.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,E-MANGO.COM LTD,1004289,2863.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1003811,2913
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,KINGS COLLEGE LONDON,1004468,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004160,3195.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,INTERNATIONAL INSTITUTE FOR ENVIRONMENT & DEVELOPMENT (IIED),1005234,3750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004669,4312.99436
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,SUE HILL RECRUITMENT & SERVICES LTD,1004349,4403.11275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,SAMI CONSULTING LTD,1003832,4630.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004845,4853.816625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004850,4860.9375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1005330,5000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,PROMOTIONAL LOGISTICS LTD,1004270,5417.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,PROMOTIONAL LOGISTICS LTD,1004270,5417.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,DECISION INTEGRITY LTD,1001578,8000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004059,8111.65376
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004548,8356.41632
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,TRIBAL CONSULTING LTD,1005044,8975
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,INTERNATIONAL INSTITUTE FOR ENVIRONMENT & DEVELOPMENT (IIED),1004949,9000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1004150,9000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,OVERSEAS DEVELOPMENT INSTITUTE,1004664,9750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,CALLUND CONSULTING LTD,1004530,10500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE ROYAL SOCIETY,1003374,15000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE ROYAL SOCIETY,1003374,17200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF LIVERPOOL,1004716,1250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,SWANSEA UNIVERSITY (PRIFYSGOL ABERTAWE),1004611,4923.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,1003828,5000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE UNIVERSITY OF NOTTINGHAM,1004153,15000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,WILTON PARK EXECUTIVE AGENCY,1003248,25000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Hotels (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1002457,596.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Hotels (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001733,700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Hotels (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1002451,1258.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Subsistence Payments (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001722,-46.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Others UK T&S (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001750,-40.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10271957,615.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1003226,670.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1003236,673.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,NATIONAL NUCLEAR LABORATORY LTD,1004296,831
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001754,1078.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1002445,1099.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001759,1152.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,INSTITUTE OF METAL RESEARCH CHINESE ACADEMY OF SCIENCES,1000681,1164.5452
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF BIRMINGHAM,1004170,1207.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1003240,1561.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001733,1800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOOD STANDARDS AGENCY,1003472,3037
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE ROYAL SOCIETY OF CHEMISTRY,1004512,6000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001743,-308.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001735,575.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001111,674.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1003233,724.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1003239,819.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Entertaining UK (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10272203,578.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001003,-1895.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001109,535.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001004,612.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001002,926.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001111,1066.32
