Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",KENT & MEDWAY TOWNS FIRE AUTHORITY,5000129468,"1,227,552.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",KENT POLICE AUTHORITY,5000129469,"3,366,838.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",HULL CITY COUNCIL,5000129474,"6,303,026.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",KIRKLEES MBC,5000129479,"6,516,938.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",KNOWSLEY MBC,5000129481,"4,913,999.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF LAMBETH,5000129483,"8,873,350.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LANCASHIRE COUNTY CNCL,5000129484,"12,530,383.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LANCASHIRE COMBINED FIRE AUTHORITY,5000129485,"1,352,483.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LANCASHIRE POLICE AUTHORITY,5000129486,"4,017,966.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICESTER CITY CNCL,5000129491,"7,564,187.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICS LEICESTERSHIRE RUTLAND CFA,5000129493,"781,420.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICESTERSHIRE POLICE AUTHORITY,5000129494,"2,214,296.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICESTERSHIRE COUNTY CNCL,5000129495,"4,175,374.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LEWISHAM LB,5000129499,"7,474,941.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LINCOLNSHIRE POLICE AUTH,5000129504,"1,059,313.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LINCOLNSHIRE COUNTY CNCL,5000129505,"7,966,469.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LIVERPOOL CITY COUNCIL,5000129506,"13,483,663.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LUTON BC,5000129508,"3,728,554.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",MANCHESTER CITY CNCL,5000129516,"14,203,358.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",GREATER MANCHESTER FIRE,5000129518,"3,124,665.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",GREATER MANCHESTER POL AUTH,5000129519,"9,418,874.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",MEDWAY COUNCIL,5000129522,"3,530,945.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",MERSEYSIDE FIRE & RESCUE SERVICE,5000129528,"1,920,590.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",MERSEYSIDE POLICE AUTH,5000129529,"5,679,286.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",MIDDLESBROUGH BC,5000129539,"3,468,797.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NEWCASTLE UPON TYNE DC,5000129550,"6,924,893.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF NEWHAM,5000129554,"9,290,081.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORFOLK COUNTY COUNCIL,5000129556,"9,882,001.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORFOLK POLICE AUTHORITY,5000129557,"1,566,752.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH EAST LINCOLN DC,5000129562,"3,018,392.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH TYNESIDE MBC,5000129575,"3,646,214.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH YORKSHIRE CC,5000129578,"4,328,348.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH YORKSHIRE FIRE & RESCUE AUTH,5000129579,"537,875.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH YORKSHIRE POLICE AUTHORITY,5000129580,"1,364,413.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHAMPTONSHIRE COUNTY COUNCIL,5000129583,"6,392,281.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHAMPTONSHIRE POLICE AUTH,5000129584,"1,353,611.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHUMBRIA POLICE AUTH,5000129585,"5,902,573.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTINGHAM CITY COUNCIL,5000129589,"7,158,760.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTINGHAMSHIRE COUNTY CNCL,5000129590,"7,303,056.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTS & CITY NOTTINGHAM FIRE AUTH,5000129591,"1,037,330.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTINGHAMSHIRE POLICE AU,5000129592,"2,708,407.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",OLDHAM MBC,5000129600,"5,043,513.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",OXFORDSHIRE CC,5000129603,"4,409,886.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",PLYMOUTH CITY CNCL,5000129609,"4,397,481.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",PORTSMOUTH CITY COUNCIL,5000129612,"3,630,057.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF REDBRIDGE,5000129621,"4,065,505.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",REDCAR & CLEVELAND BOROUGH COUNCIL,5000129622,"2,849,921.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",ROCHDALE MBC,5000129634,"4,549,468.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",ROTHERHAM MBC,5000129642,"5,115,864.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SALFORD CITY CNCL,5000129657,"5,401,618.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SANDWELL MBC,5000129658,"7,603,265.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SEFTON MBC,5000129664,"5,171,078.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SHEFFIELD CITY CNCL,5000129670,"11,514,162.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SHROPSHIRE & WREKIN FIRE AUTHORITY,5000129674,"342,918.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SOMERSET COUNTY CNCL,5000129679,"4,558,227.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH TYNESIDE COUNCIL,5000129709,"3,744,783.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH YORKSHIRE FIRE & CD,5000129710,"1,525,135.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH YORKSHIRE P A,5000129711,"4,238,904.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHEND ON SEA BC,5000129715,"2,550,796.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHWARK LB,5000129717,"9,569,961.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",ST HELENS MBC,5000129724,"3,649,790.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",STAFFORDSHIRE COUNTY CNCL,5000129728,"6,521,878.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",STAFFORDSHIRE  FIRE & RESCUE SERV,5000129729,"771,462.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",STAFFORDSHIRE POLICE AUTHORITY,5000129732,"2,208,895.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",STOKE ON TRENT CITY COUNCIL,5000129739,"5,279,737.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SUFFOLK COUNTY CNCL,5000129745,"7,006,676.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SUFFOLK POLICE AUTHORITY,5000129748,"1,242,264.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SUNDERLAND DC,5000129750,"6,531,065.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SURREY COUNTY CNCL,5000129751,"5,287,797.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SURREY POLICE AUTHORITY,5000129754,"1,509,371.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SUSSEX POLICE AUTHORITY,5000129755,"2,985,603.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",TAMESIDE MBC,5000129762,"4,375,811.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",THAMES VALLEY POLICE AUTHORITY,5000129780,"3,986,270.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",TORBAY BC,5000129789,"2,446,804.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",TYNE & WEAR FIRE AUTHORITY,5000129799,"1,475,326.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CITY OF WAKEFIELD MDC,5000129805,"5,857,934.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WALSALL MBC,5000129806,"5,692,460.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WALTHAM FOREST LB,5000129809,"5,100,092.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WANDSWORTH LB,5000129810,"6,230,036.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WARWICKSHIRE COUNTY CNCL,5000129816,"3,819,698.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WARWICKSHIRE POLICE AUTHORITY,5000129817,"910,503.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST MERCIA POLICE AUTH,5000129840,"2,283,639.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST MIDLANDS FIRE & CIVIL DEFENCE,5000129841,"3,351,884.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST MIDLANDS POLICE AUTH,5000129842,"9,783,415.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST SUSSEX CC,5000129847,"4,093,492.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",W YORKSHIRE FIRE & RESCUE AUTH,5000129848,"2,384,518.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST YORKSHIRE POLICE AUTHORITY,5000129849,"6,714,111.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WIGAN MBC,5000129855,"5,519,812.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WILTSHIRE & SWINDON FIRE AUTHORITY,5000129856,"397,632.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WILTSHIRE POLICE,5000129857,"1,121,656.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WIRRAL MBC,5000129862,"6,547,599.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WOLVERHAMPTON MBC,5000129869,"5,976,574.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",WORCESTERSHIRE COUNTY COUNCIL,5000129872,"3,739,530.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",GREATER LONDON AUTHORITY-FIRE,5000129883,"10,766,401.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",CORNWALL COUNCIL,5000129890,"8,861,604.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",DURHAM COUNTY COUNCIL,5000129892,"9,595,359.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHUMBERLAND,5000129895,"5,401,942.00"
Communities & Local Government,DCLG,20/05/2010,National Non Domestic Rates (NNDR) Payments,"Local Gov & Reg(LG DEL,AME, RfR2)",SHROPSHIRE COUNCIL,5000129896,"3,877,596.00"
Communities & Local Government,DCLG,20/05/2010,Stationery,Communities Group,BANNER BUSINESS SUPPLIES LTD,5106134612,149.97
Communities & Local Government,DCLG,20/05/2010,EU Cur Grnt to Priv Sect-Persons & NPISH,Regions and Communities,EDEN PROJECT,7500028976,"-6,868.00"
Communities & Local Government,DCLG,20/05/2010,EU Cur Grnt to Priv Sect-Persons & NPISH,Regions and Communities,METALYSIS LTD,7500028654,"-15,047.49"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Finance and Corporate Services,VERIZON UK LTD,5106134887,"5,940.91"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Finance and Corporate Services,INFORMED SOLUTIONS LTD,2100190733,"-25,744.25"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Finance and Corporate Services,INFORMED SOLUTIONS LTD,5106133804,"25,744.25"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Finance and Corporate Services,INFORMED SOLUTIONS LTD,5106134925,"32,418.25"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Finance and Corporate Services,INFORMED SOLUTIONS LTD,5106134931,"12,257.61"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Finance and Corporate Services,INFORMED SOLUTIONS LTD,5106134936,"6,151.13"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Finance and Corporate Services,INFORMED SOLUTIONS LTD,5106134938,"4,582.50"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Finance and Corporate Services,INFORMED SOLUTIONS LTD,5106134940,540.50
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Finance and Corporate Services,INFORMED SOLUTIONS LTD,5106134942,"1,163.25"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134776,"4,017.60"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134778,"4,017.60"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134781,"4,955.04"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134785,"4,955.04"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Communities Group,EADS DEFENCE & SECURITY SYSTEMS LTD,5106134812,"6,894.38"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,2100190729,"-165,929.12"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Communities Group,AIRWAVE SOLUTIONS LTD,5106134628,"165,929.12"
Communities & Local Government,DCLG,20/05/2010,Steady State Service Provision,Human Resources,HAYS SPECIALIST RECRUITMENT LTD,5106134584,"3,720.46"
Communities & Local Government,DCLG,20/05/2010,Legal Consultancy,Finance and Corporate Services,PINSENT MASON  SOLICITORS,5106134908,"5,111.25"
Communities & Local Government,DCLG,20/05/2010,Revenue Support grant payable,"Local Gov & Reg(LG DEL,AME, RfR2)",EMPLOYERS ORG FOR LOCAL GOV,5000129925,"306,912.00"
Communities & Local Government,DCLG,20/05/2010,Revenue Support grant payable,"Local Gov & Reg(LG DEL,AME, RfR2)",IMPROVEMENT & DEVEL AGENCY LOC GOV,5000129926,"2,588,318.00"
Communities & Local Government,DCLG,20/05/2010,Revenue Support grant payable,"Local Gov & Reg(LG DEL,AME, RfR2)",LACORS,5000129927,"173,472.00"
Communities & Local Government,DCLG,20/05/2010,Revenue Support grant payable,"Local Gov & Reg(LG DEL,AME, RfR2)",LOCAL GOVERNMENT INTNL BUREAU,5000129928,"149,870.00"
Communities & Local Government,DCLG,20/05/2010,Revenue Support grant payable,"Local Gov & Reg(LG DEL,AME, RfR2)",NATIONAL FOUNDATION  EDUCATIONAL RE,5000129929,"109,338.00"
Communities & Local Government,DCLG,20/05/2010,Revenue Support grant payable,"Local Gov & Reg(LG DEL,AME, RfR2)",NATIONAL INST ADULT CONTINUING EDUC,5000129930,"57,880.00"
Communities & Local Government,DCLG,20/05/2010,Revenue Support grant payable,"Local Gov & Reg(LG DEL,AME, RfR2)",NATIONAL YOUTH AGENCY,5000129931,"121,848.00"
Communities & Local Government,DCLG,20/05/2010,Revenue Support grant payable,"Local Gov & Reg(LG DEL,AME, RfR2)",PUBLIC PRVT PARTNERSHIP PRGM (4PS),5000129932,"246,030.00"
Communities & Local Government,DCLG,21/05/2010,Furniture and Fittings at Cost,Finance and Corporate Services,HERMAN MILLER LTD,5106135144,"23,691.53"
Communities & Local Government,DCLG,21/05/2010,Goods Received/Invoice Received,Housing and Planning,WALSALL MBC,5106127192,"-20,987.34"
Communities & Local Government,DCLG,21/05/2010,Agency Staff,Communities Group,CHIEF FIRE OFFICERS ASSOCIATION,5106135178,"9,015.22"
Communities & Local Government,DCLG,21/05/2010,Agency Staff,Communities Group,FAITHWISE LTD,5106133986,"9,693.75"
Communities & Local Government,DCLG,21/05/2010,Agency Staff,Communities Group,FAITHWISE LTD,5106135020,"9,693.75"
Communities & Local Government,DCLG,21/05/2010,Conferences,Housing and Planning,R T P I CONFERENCES,5106135037,"2,350.00"
Communities & Local Government,DCLG,21/05/2010,Conferences,Housing and Planning,REGUS GROUP,5106135086,860.45
Communities & Local Government,DCLG,21/05/2010,Conferences,Finance and Corporate Services,MWB BUSINESS EXCHANGE,5106135117,945.88
Communities & Local Government,DCLG,21/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134326,"4,621.49"
Communities & Local Government,DCLG,21/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134970,"1,612.46"
Communities & Local Government,DCLG,21/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134977,"2,085.22"
Communities & Local Government,DCLG,21/05/2010,Current Grants to Non Profit Bodies,Communities Group,GROUNDWORK UK,2100190431,"2,167,120.00"
Communities & Local Government,DCLG,21/05/2010,Current Grants to Non Profit Bodies,Communities Group,MUSLIM AID,2100190740,"5,000.00"
Communities & Local Government,DCLG,21/05/2010,IT Consumables,"Local Gov & Reg(LG DEL,AME, RfR2)",BANNER BUSINESS SUPPLIES LTD,5106134235,734.14
Communities & Local Government,DCLG,21/05/2010,Publicity,Housing and Planning,UNIPOL STUDENT HOMES,5106135033,517.50
Communities & Local Government,DCLG,21/05/2010,Training,Communities Group,DORSET FIRE AUTHORITY,5106135175,985.35
Communities & Local Government,DCLG,21/05/2010,Training,Communities Group,GARDINER & THEOBALD LLP,5106135106,"5,900.00"
Communities & Local Government,DCLG,21/05/2010,Electricity,Communities Group,SCOTTISH & SOUTHERN ENERGY,5106135016,"7,953.87"
Communities & Local Government,DCLG,21/05/2010,Electricity,Communities Group,NPOWER LTD,5106135061,"10,567.76"
Communities & Local Government,DCLG,21/05/2010,Electricity,Communities Group,NPOWER LTD,5106135164,"7,718.20"
Communities & Local Government,DCLG,21/05/2010,Stationery,"Local Gov & Reg(LG DEL,AME, RfR2)",BANNER BUSINESS SUPPLIES LTD,5106134235,144.42
Communities & Local Government,DCLG,21/05/2010,Grant in Aid Resource DEL RAB A,"Local Gov & Reg(LG DEL,AME, RfR2)",BUSINESS INNOVATION & SKILLS(USE 30,2100190689,"139,500,000.00"
Communities & Local Government,DCLG,21/05/2010,Capl paymt betwn central governt bodies,"Local Gov & Reg(LG DEL,AME, RfR2)",BUSINESS INNOVATION & SKILLS(USE 30,2100190689,"135,000,000.00"
Communities & Local Government,DCLG,21/05/2010,Capital Grants to People Non Profit,Communities Group,GROUNDWORK UK,2100190431,"1,883,230.00"
Communities & Local Government,DCLG,21/05/2010,Services provided by other Govt Orgs,Housing and Planning,ST BASILS CENTRE,5106135045,"5,075.00"
Communities & Local Government,DCLG,21/05/2010,Grant in Aid to NDPBs (non budget),Housing and Planning,TENANT SERVICES AUTHORIT Y,2100190741,"2,000,000.00"
Communities & Local Government,DCLG,21/05/2010,Grant in Aid to NDPBs (non budget),Communities Group,FIREBUY LTD,2100190435,"411,250.00"
Communities & Local Government,DCLG,21/05/2010,Steady State Service Provision,Finance and Corporate Services,INFORMED SOLUTIONS LTD,5106134993,"12,255.25"
