Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,01/05/2011,Medical treatment & stores and welfare services.,Central TLB,BAE Systems Saudi Arabia Ltd,Cash Office AP02 07,73405.83
Ministry of Defence,Ministry of Defence,01/05/2011,Food and clothing,Land Forces,Shamrock Foods,Cash Office AP02 02,49721.17
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,788157,11482.46
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,788157,1006.67
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,788157,3481.26
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,788157,27174.01
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,788157,417.48
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,ALFA LAVAL LTD,788168,22200.96
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Air Command,BABCOCK SUPPORT SERVICES LIMITED,788197,582465.16
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Air Command,BABCOCK SUPPORT SERVICES LIMITED,788197,5101.76
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,BOROUGH COUNCIL OF KINGS LYNN & WEST NORFOLK,788220,65651.16
Ministry of Defence,Ministry of Defence,03/05/2011,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,2000011500,40711.74
Ministry of Defence,Ministry of Defence,03/05/2011,"Adminstration, claims, compensation and awards",Land Forces,BUNDESANSTALT FUER IMMOBILIENAUGABEN,5000055173,84331.39
Ministry of Defence,Ministry of Defence,03/05/2011,Rental of plant and machinery,Defence Equipment & Support,CALUMET PHOTOGRAPHIC LTD,788248,18574
Ministry of Defence,Ministry of Defence,03/05/2011,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,788250,870.56
Ministry of Defence,Ministry of Defence,03/05/2011,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,788250,1463.85
Ministry of Defence,Ministry of Defence,03/05/2011,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,788250,529.56
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,788250,293.61
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,788250,25601.19
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Air Command,CARWOOD MOTOR UNITS LTD,788255,2919.87
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,788255,820.39
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Land Forces,CARWOOD MOTOR UNITS LTD,788255,22097.61
Ministry of Defence,Ministry of Defence,03/05/2011,Medical treatment & stores and welfare services.,Air Command,CASTLEROCK RECRUITMENT GROUP LIMITED,788258,1976.94
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,CITY OF EDINBURGH COUNCIL,788270,132996.63
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,CLAN TOOLS & PLANT LIMITED,788271,37911.34
Ministry of Defence,United Kingdom Hydrographic Office,03/05/2011,Purchased Services,"Marketing, CS & Channel Management",COI Communications,2000053949,20000
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,CORNWALL COUNCIL,788280,64578.39
Ministry of Defence,Ministry of Defence,03/05/2011,Fees for professional services,Central TLB,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,788281,29614.24
Ministry of Defence,Ministry of Defence,03/05/2011,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,788297,639.24
Ministry of Defence,Ministry of Defence,03/05/2011,Fees for professional services,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,788297,57607.26
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,788300,3783.46
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Defence Equipment & Support,DHS SYSTEMS INT'L LIMITED,788303,181188
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,DOVER DISTRICT COUNCIL,788306,25677.56
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,EAST HAMPSHIRE DISTRICT COUNCIL,788324,51164.39
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,EAST LINDSEY DISTRICT COUNCIL,788325,34234.53
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Defence Equipment & Support,ELGIN MEDICAL LIMITED,788336,53160
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Air Command,EQUIPMENT HIRE SERVICES LTD,788340,8781.68
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Air Command,EQUIPMENT HIRE SERVICES LTD,788340,2633.62
Ministry of Defence,Ministry of Defence,03/05/2011,Externally delivered education and training.,Air Command,EQUIPMENT HIRE SERVICES LTD,788340,1073.6
Ministry of Defence,Ministry of Defence,03/05/2011,General services and support,Command Joint Operations,EQUIPMENT HIRE SERVICES LTD,788340,2364.02
Ministry of Defence,Ministry of Defence,03/05/2011,IT and communication services,Air Command,EQUIPMENT HIRE SERVICES LTD,788340,8980.93
Ministry of Defence,Ministry of Defence,03/05/2011,Medical treatment & stores and welfare services.,Air Command,EQUIPMENT HIRE SERVICES LTD,788340,5231.8
Ministry of Defence,Ministry of Defence,03/05/2011,Medical treatment & stores and welfare services.,Land Forces,EQUIPMENT HIRE SERVICES LTD,788340,3796.3
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,FAREHAM BOROUGH COUNCIL,788352,43057.76
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,FIFE COUNCIL,788357,74159.48
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,50.11
Ministry of Defence,Ministry of Defence,03/05/2011,Externally delivered education and training.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,2469.14
Ministry of Defence,Ministry of Defence,03/05/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,82.35
Ministry of Defence,Ministry of Defence,03/05/2011,Medical treatment & stores and welfare services.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,6892.7
Ministry of Defence,Ministry of Defence,03/05/2011,Official entertainment and hospitality.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,-450.14
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,274.83
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,2140.67
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,FYLDE BOROUGH COUNCIL,788369,28062.82
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,788375,715.05
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Air Command,GB OILS LIMITED,788376,20018.77
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Command Joint Operations,GB OILS LIMITED,788376,16636.98
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,788376,29788.02
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,788376,8343.71
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Land Forces,GB OILS LIMITED,788376,29112.23
Ministry of Defence,Ministry of Defence,03/05/2011,Fees for professional services,Central TLB,GIFFORD OWEN LTD,788379,106750
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,GOSPORT BOROUGH COUNCIL,788387,121160.19
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,GREENWICH COUNCIL,788390,34104.01
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,GUILDFORD BOROUGH COUNCIL,788391,65273.23
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,HALE HAMILTON (VALVES) LTD,788393,8480.49
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,HAMBLETON DISTRICT COUNCIL,788394,98317.7
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,HAMWORTHY WATER SYSTEMS LIMITED,788395,67392
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,HARROGATE BOROUGH COUNCIL,788397,77659.68
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,HART DISTRICT COUNCIL,788399,96522.37
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,HERTSMERE BOROUGH COUNCIL,788409,40133.94
Ministry of Defence,Ministry of Defence,03/05/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,788415,18911.75
Ministry of Defence,Ministry of Defence,03/05/2011,Medical treatment & stores and welfare services.,Land Forces,HONEYBEERECRUITMENT.COM LTD,788415,3127.2
Ministry of Defence,Ministry of Defence,03/05/2011,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,788418,187326
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,HUNTINGDONSHIRE DISTRICT COUNCIL,788420,49790.08
Ministry of Defence,Ministry of Defence,03/05/2011,Fees for professional services,Land Forces,INTUITION PUBLISHING LIMITED,788427,105093
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Air Command,ITURRI SA,3000005441,2099.98
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Central TLB,ITURRI SA,3000005441,37.58
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Defence Equipment & Support,ITURRI SA,3000005441,1872.99
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Land Forces,ITURRI SA,3000005441,1163.77
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Navy Command,ITURRI SA,3000005441,32.53
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,LAND AND PROPERTY SERVICES,32256,4038237.78
Ministry of Defence,Ministry of Defence,03/05/2011,Transport hire charges,Central TLB,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,788444,236.48
Ministry of Defence,Ministry of Defence,03/05/2011,Transport hire charges,Defence Equipment & Support,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,788444,460.98
Ministry of Defence,Ministry of Defence,03/05/2011,Transport hire charges,Defence Infrastructure Organisation ,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,788444,168.14
Ministry of Defence,Ministry of Defence,03/05/2011,Transport hire charges,Land Forces,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,788444,26341.25
Ministry of Defence,Ministry of Defence,03/05/2011,IT and communication services,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,2000011503,191653.41
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,LONDON BOROUGH OF HILLINGDON,788450,114926.65
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,MAIDSTONE BOROUGH COUNCIL,788457,29388.31
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,MAN DIESEL & TURBO UK LIMITED,788460,21133.84
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,MEDWAY COUNCIL,788467,46028.38
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,MID SUFFOLK DISTRICT COUNCIL,788471,32405.04
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,MIDLOTHIAN COUNCIL,788472,29158.26
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,MIDLOTHIAN COUNCIL,788473,285509.7
Ministry of Defence,Ministry of Defence,03/05/2011,Fuel for military use,Land Forces,MOBENE GMBH & CO. KG,5000055202,320239.3
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),5000055207,38110.19
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),5000055207,655.68
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),5000055207,119.95
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,NEW FOREST DISTRICT COUNCIL,788491,32920.29
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,NORTH DEVON DISTRICT COUNCIL,788562,34041.72
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,NORTH DORSET DISTRICT COUNCIL,788563,66235.76
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,NORTH KESTEVEN DISTRICT COUNCIL,788564,99952.99
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,NORTHUMBERLAND COUNTY COUNCIL,788570,29533.44
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,5000055211,15025.01
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,OBERFINANZDIREKTION NIEDERSACHSEN,5000055211,9971.93
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Air Command,OMAN AVIATION SERVICES CO,2000011505,25254.04
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Defence Equipment & Support,OMAN AVIATION SERVICES CO,2000011505,2324.3
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,PETERBOROUGH CITY COUNCIL,788598,45722.65
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,PLYMOUTH CITY COUNCIL,788601,124193.84
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,PORTSMOUTH CITY COUNCIL,788603,89681.18
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,PURBECK DISTRICT COUNCIL,788612,49455.31
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,788622,6065
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Central TLB,RAIL SETTLEMENT PLAN LIMITED,788622,22931.4
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Command Joint Operations,RAIL SETTLEMENT PLAN LIMITED,788622,42.2
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,788622,5904.7
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,RAIL SETTLEMENT PLAN LIMITED,788622,363.7
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,788622,61096.7
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,788622,33208
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,RAYTHEON SYSTEMS LIMITED,788624,4805.14
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Defence Infrastructure Organisation ,RENTOKIL INITIAL UK CLEANING  LIMITED,788628,50233.32
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,RICHMONDSHIRE DISTRICT COUNCIL,788631,236416.14
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Land Forces,RMPA SERVICES PLC,788632,7314.23
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Defence Infrastructure Organisation ,RMPA SERVICES PLC,788632,59
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Land Forces,RMPA SERVICES PLC,788632,1770
Ministry of Defence,Ministry of Defence,03/05/2011,Property leases,Defence Infrastructure Organisation ,RMPA SERVICES PLC,788632,5467202.84
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,ROYAL BOROUGH OF KINGSTON  UPON THAMES,788638,29371.23
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,RUSHMOOR BOROUGH COUNCIL,788648,245347.89
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,RUTLAND COUNTY COUNCIL  DISTRICT COUNCIL,788649,77169.16
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Air Command,SAFESKYS LTD,788654,23876.66
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Defence Infrastructure Organisation ,SECURITY SERVICES GROUP,2.00E+11,16438.49
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of buildings and military equipment ,Command Joint Operations,SECURITY SERVICES GROUP,2.00E+11,156047.1
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,SELEX SYSTEMS INTEGRATION LTD,788664,3108.58
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,SHEPWAY DISTRICT COUNCIL,788671,55985.02
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,SHROPSHIRE COUNCIL,788674,104751.46
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Air Command,SODEXO LTD,788675,615.47
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Central TLB,SODEXO LTD,788675,2639.55
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Defence Equipment & Support,SODEXO LTD,788675,1909.57
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,788675,66173.47
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Land Forces,SODEXO LTD,788675,1172.55
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Navy Command,SODEXO LTD,788675,295.58
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Central TLB,SODEXO LTD,788675,10381.03
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,788675,387657.58
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,788675,116.14
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,SOUTH AYRSHIRE COUNCIL,788679,85235.72
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,788681,52467.08
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,SOUTH GLOUCESTERSHIRE COUNCIL,788683,44318.2
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,SOUTH OXFORDSHIRE DISTRICT  COUNCIL,788687,90822.6
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,SOUTH SOMERSET DISTRICT COUNCIL,788688,46172.74
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,788697,756430.02
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,788697,16308.7
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,788697,1865.82
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Navy Command,SSE ENERGY SUPPLY LIMITED,788697,2674.59
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,ST EDMUNDSBURY BOROUGH COUNCIL,788699,47002.07
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,STAFFORD BOROUGH COUNCIL,788701,26738.56
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,THE HEREFORDSHIRE COUNCIL,788717,35215.44
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,THE HIGHLAND COUNCIL,788718,26747.13
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,THE MORAY COUNCIL,788722,133361.91
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,THE MORAY COUNCIL,788723,2853497.8
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Defence Infrastructure Organisation ,THE NATURAL ENVIRONMENT RESEARCH COUNCIL,788724,27405
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Air Command,TORBAY AERO SERVICES INC,2185094,10533.68
Ministry of Defence,Ministry of Defence,03/05/2011,Fuel for military use,Air Command,TORBAY AERO SERVICES INC,2185094,92.56
Ministry of Defence,Ministry of Defence,03/05/2011,"Transportation of personnel, freight and travel expenses",Air Command,TORBAY AERO SERVICES INC,2185094,1943.08
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,788734,617050.41
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,788734,1057.46
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,788734,80770.48
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,788734,13468.84
Ministry of Defence,Ministry of Defence,03/05/2011,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,788734,7070.29
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,788742,201727.57
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,788742,14059.85
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Air Command,TURNER VIRR & CO. LTD,788743,1632
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Defence Equipment & Support,TURNER VIRR & CO. LTD,788743,1540.48
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Defence Infrastructure Organisation ,TURNER VIRR & CO. LTD,788743,128.32
Ministry of Defence,Ministry of Defence,03/05/2011,Food and clothing,Navy Command,TURNER VIRR & CO. LTD,788743,38870.55
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,159533,23139.03
Ministry of Defence,Ministry of Defence,03/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,788747,309
Ministry of Defence,Ministry of Defence,03/05/2011,Fees for professional services,Land Forces,UNIVERSITY OF LIVERPOOL,788755,39500
Ministry of Defence,Ministry of Defence,03/05/2011,Rent and rates,Defence Infrastructure Organisation ,WEST BERKSHIRE DISTRICT COUNCIL,788765,859964.16
Ministry of Defence,Ministry of Defence,03/05/2011,Estate management,Defence Infrastructure Organisation ,WILTSHIRE COUNCIL,788772,821000
Ministry of Defence,Ministry of Defence,03/05/2011,Miscellaneous Administration Costs,Defence Infrastructure Organisation ,WILTSHIRE COUNCIL,788772,117260
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Air Command,XMA LTD,788777,23825.2
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Central TLB,XMA LTD,788777,3207.53
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Command Joint Operations,XMA LTD,788777,940.16
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,788777,10212.51
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,788777,2549.5
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Land Forces,XMA LTD,788777,22593.03
Ministry of Defence,Ministry of Defence,03/05/2011,Purchase of inventory and services ,Navy Command,XMA LTD,788777,3060.2
Ministry of Defence,Ministry of Defence,04/05/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,788783,5547.53
Ministry of Defence,Ministry of Defence,04/05/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,788783,493.93
Ministry of Defence,Ministry of Defence,04/05/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,788783,7955.72
Ministry of Defence,Ministry of Defence,04/05/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,788783,944.28
Ministry of Defence,Ministry of Defence,04/05/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,788783,16198.95
Ministry of Defence,Ministry of Defence,04/05/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,788783,385.53
Ministry of Defence,Ministry of Defence,04/05/2011,IT and communication services,Defence Equipment & Support,ACTICA CONSULTING LIMITED,788787,49788.65
Ministry of Defence,Ministry of Defence,04/05/2011,Estate management,Air Command,AVENANCE PLC,788817,5239.7
Ministry of Defence,Ministry of Defence,04/05/2011,Estate management,Defence Equipment & Support,AVENANCE PLC,788817,351.69
Ministry of Defence,Ministry of Defence,04/05/2011,Estate management,Defence Infrastructure Organisation ,AVENANCE PLC,788817,19563.54
Ministry of Defence,Ministry of Defence,04/05/2011,Estate management,Land Forces,AVENANCE PLC,788817,40.02
Ministry of Defence,Ministry of Defence,04/05/2011,Food and clothing,Air Command,AVENANCE PLC,788817,12144.77
Ministry of Defence,Ministry of Defence,04/05/2011,Food and clothing,Defence Equipment & Support,AVENANCE PLC,788817,661.26
