Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,06/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,PARKER HANNIFIN LIMITED,790534,24641.1
Ministry of Defence,Ministry of Defence,06/05/2011,Medical treatment & stores and welfare services.,Command Joint Operations,PORTSMOUTH HOSPITALS N H S TRUST,2.00E+11,25477.5
Ministry of Defence,Ministry of Defence,06/05/2011,Rent and rates,Air Command,PRIMARY HEALTH INVESTMENT  PROPERTIES LIMITED,790557,53700
Ministry of Defence,Ministry of Defence,06/05/2011,Medical treatment & stores and welfare services.,Land Forces,PROFESSOR DR. MED. BERTIN DUFAUX & PARTNERS T/AS LABOR KRONE,5000055555,41297.94
Ministry of Defence,Ministry of Defence,06/05/2011,Food and clothing,Defence Equipment & Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,790562,1147300.92
Ministry of Defence,Ministry of Defence,06/05/2011,Fuel for military use,Air Command,QINETIQ LIMITED,790564,10490.69
Ministry of Defence,Ministry of Defence,06/05/2011,IT and communication services,Air Command,QINETIQ LIMITED,790564,1533.6
Ministry of Defence,Ministry of Defence,06/05/2011,IT and communication services,Defence Equipment & Support,QINETIQ LIMITED,790564,573.05
Ministry of Defence,Ministry of Defence,06/05/2011,Research and development,Air Command,QINETIQ LIMITED,790564,20695.2
Ministry of Defence,Ministry of Defence,06/05/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,790564,23975
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000132443 - 00106108,29589
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000132443 - 00107120,22137
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000132443 - 00107151,33497
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000132443 - 00108047,1328205.39
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,V - 9000132443 - 00108048,93748.56
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Materials & Equipment,Operations,QINETIQ LIMITED,V - 9000132443 - 00104978,38600
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00103524,23029.5
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00104392,30000
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00104593,35000
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00105376,25432
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00106104,25000
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00106153,56225
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00106564,81000
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00107105,500000
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00107106,60659
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00107250,45782
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00108043,150000
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,V - 9000132443 - 00108585,38400
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Operations,QUANTITATIVE SOFTWARE CONSULTING LIMITED,V - 9000132456 - 00108539,60000
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Work,Operations,RAYTHEON SYSTEMS LIMITED,V - 9000132350 - 00107351,26575.05
Ministry of Defence,Ministry of Defence,06/05/2011,Rent and rates,Defence Infrastructure Organisation ,RICHMONDSHIRE DISTRICT COUNCIL,790579,74098.01
Ministry of Defence,Ministry of Defence,06/05/2011,Externally delivered education and training.,Air Command,RIGHT MANAGEMENT LIMITED,790580,8481.84
Ministry of Defence,Ministry of Defence,06/05/2011,Externally delivered education and training.,Navy Command,RIGHT MANAGEMENT LIMITED,790580,22191.63
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,V - 9000132365 - 00106571,27500
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Professional Services,Operations,ROKE MANOR RESEARCH LIMITED,V - 9000132365 - 00106582,199665
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,ROLLS ROYCE PLC,V - 9000132362 - 00108548,320247
Ministry of Defence,Ministry of Defence,06/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,ROLLS-ROYCE POWER ENGINEERING PLC,790592,16631.35
Ministry of Defence,Ministry of Defence,06/05/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,ROLLS-ROYCE POWER ENGINEERING PLC,790592,52345.82
Ministry of Defence,Ministry of Defence,06/05/2011,IT and communication services,Navy Command,S.COM GROUP LTD,790600,58015
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Air Command,SAFESKYS LTD,790601,26791.42
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Land Forces,SAFESKYS LTD,790601,4738.58
Ministry of Defence,Met Office,06/05/2011,Services,Operations,Science & Technology Facilities Council,307292,60201.07
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,SELEX GALILEO LIMITED,V - 9000132446 - 00107215,1743822
Ministry of Defence,Ministry of Defence,06/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,790619,20233.29
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Central TLB,SERCO LIMITED,790619,10718.32
Ministry of Defence,Ministry of Defence,06/05/2011,IT and communication services,Defence Equipment & Support,SERCO LIMITED,790619,48359.38
Ministry of Defence,Ministry of Defence,06/05/2011,Miscellaneous Administration Costs,Central TLB,SERCO LIMITED,790619,758.47
Ministry of Defence,Ministry of Defence,06/05/2011,Research and development,Defence Equipment & Support,SERCO LIMITED,790619,48359.37
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,V - 9000132445 - 00108456,23698.28
Ministry of Defence,Ministry of Defence,06/05/2011,Building maintenance and accommodation stores,Navy Command,SODEXO LTD,790631,13
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Air Command,SODEXO LTD,790631,44651.1
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,790631,12623.71
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Land Forces,SODEXO LTD,790631,255.15
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Navy Command,SODEXO LTD,790631,1531.31
Ministry of Defence,Ministry of Defence,06/05/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,790631,34259.02
Ministry of Defence,Ministry of Defence,06/05/2011,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,790631,1525.63
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,790649,200113.18
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,790649,-1103.65
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,790649,-70829.81
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,790649,17248.27
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Navy Command,SSE ENERGY SUPPLY LIMITED,790649,-1587.38
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BIELEFELD GMBH,5000055564,166006.19
Ministry of Defence,Ministry of Defence,06/05/2011,Purchase of plant and machinery,Defence Equipment & Support,STS DEFENCE LIMITED,159662,48705.89
Ministry of Defence,Ministry of Defence,06/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,TERSTAPPEN GMBH & CO KG,5000055571,27012.25
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Energy & Utility,Infrastructure,THAMES WATER UTILITIES LIMITED,V - 9000132441 - 00108357,25450.36
Ministry of Defence,Ministry of Defence,06/05/2011,Grants to NDPBs,Central TLB,THE NATIONAL MEMORIAL ARBORETUM COMPANY LIMITED,790686,88205
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,790700,585503.66
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,790700,28764.16
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,790700,288252.02
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,790700,437538.65
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,790700,164877.99
Ministry of Defence,Ministry of Defence,06/05/2011,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,790700,22643.49
Ministry of Defence,Ministry of Defence,06/05/2011,Rent and rates,Land Forces,TOWN CENTRE SECURITIES PLC,790702,27213
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Materials & Equipment,Operations,TRUCKEAST LIMITED,V - 9000132466 - 00108256,68049
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Air Command,TURNER FACILITIES MANAGEMENT LTD,790709,11387.7
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,790709,12731.66
Ministry of Defence,Ministry of Defence,06/05/2011,Food and clothing,Air Command,TURNER VIRR & CO. LTD,790710,884.38
Ministry of Defence,Ministry of Defence,06/05/2011,Food and clothing,Defence Equipment & Support,TURNER VIRR & CO. LTD,790710,4921.38
Ministry of Defence,Ministry of Defence,06/05/2011,Food and clothing,Land Forces,TURNER VIRR & CO. LTD,790710,1368
Ministry of Defence,Ministry of Defence,06/05/2011,Food and clothing,Navy Command,TURNER VIRR & CO. LTD,790710,17012.64
Ministry of Defence,Ministry of Defence,06/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,159667,46370.07
Ministry of Defence,Ministry of Defence,06/05/2011,General services and support,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,790716,27793
Ministry of Defence,Ministry of Defence,06/05/2011,Purchase of inventory and services ,Air Command,UNIPART GROUP LIMITED,790718,2046.33
Ministry of Defence,Ministry of Defence,06/05/2011,Purchase of inventory and services ,Defence Equipment & Support,UNIPART GROUP LIMITED,790718,733.97
Ministry of Defence,Ministry of Defence,06/05/2011,Purchase of inventory and services ,Land Forces,UNIPART GROUP LIMITED,790718,15431.27
Ministry of Defence,Ministry of Defence,06/05/2011,Purchase of inventory and services ,Navy Command,UNIPART GROUP LIMITED,790718,138.7
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Operations,UNIVERSITY OF BATH,V - 9000132372 - 00106737,61704
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Operations,UNIVERSITY OF BATH,V - 9000132372 - 00107547,-61704
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,UNIVERSITY OF BRISTOL,V - 9000132371 - 00104686,45000
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Research,Programme Office,UNIVERSITY OF BRISTOL,V - 9000132371 - 00105633,45000
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Sub Contracted Work,Operations,UNIVERSITY OF SHEFFIELD,V - 9000132370 - 00107543,41000
Ministry of Defence,Defence Science and Technology Laboratory,06/05/2011,Materials & Equipment,Operations,VISION RESEARCH LIMITED,V - 9000132429 - 00106425,75790.56
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Navy Command,VT FLAGSHIP LTD,790735,155437.7
Ministry of Defence,Ministry of Defence,06/05/2011,Design services and minor equipment purchases,Air Command,VT FLAGSHIP LTD,790736,384598.48
Ministry of Defence,Ministry of Defence,06/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,VT FLAGSHIP LTD,790736,11472.26
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Air Command,VT FLAGSHIP LTD,790736,676214.09
Ministry of Defence,Ministry of Defence,06/05/2011,Estate management,Defence Equipment & Support,VT FLAGSHIP LTD,790736,2107.96
Ministry of Defence,Ministry of Defence,06/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,WARTSILA UK LIMITED,5000055581,13627.04
Ministry of Defence,Ministry of Defence,06/05/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WARTSILA UK LIMITED,5000055581,55660.64
Ministry of Defence,Ministry of Defence,06/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,WESTLAND HELICOPTERS LTD,790743,30644.79
Ministry of Defence,Ministry of Defence,06/05/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WINCANTON GROUP LIMITED,790748,68398.84
Ministry of Defence,Ministry of Defence,06/05/2011,Property leases,Defence Infrastructure Organisation ,WYG MANAGEMENT SERVICES LIMITED,790751,18321
Ministry of Defence,Ministry of Defence,06/05/2011,IT and communication services,Air Command,XMA LTD,790754,8.22
Ministry of Defence,Ministry of Defence,06/05/2011,Purchase of inventory and services ,Air Command,XMA LTD,790754,749.6
Ministry of Defence,Ministry of Defence,06/05/2011,Purchase of inventory and services ,Central TLB,XMA LTD,790754,392.42
Ministry of Defence,Ministry of Defence,06/05/2011,Purchase of inventory and services ,Land Forces,XMA LTD,790754,22702.9
Ministry of Defence,Ministry of Defence,06/05/2011,Purchase of inventory and services ,Navy Command,XMA LTD,790754,59.54
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,790765,10452.92
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,790765,710.83
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,790765,3736.91
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,790765,159347.57
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,790765,35233.76
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,790765,1620.94
Ministry of Defence,Ministry of Defence,09/05/2011,Dilapidation charges  ,Defence Infrastructure Organisation ,ANNINGTON PROPERTY LTD,790790,117000
Ministry of Defence,Ministry of Defence,09/05/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,790796,70474.1
Ministry of Defence,Ministry of Defence,09/05/2011,Food and clothing,Defence Equipment & Support,ARAMARK LTD,790796,3017.89
Ministry of Defence,Ministry of Defence,09/05/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,790796,2690.25
Ministry of Defence,Ministry of Defence,09/05/2011,Estate management,Air Command,AVENANCE PLC,790806,72.91
Ministry of Defence,Ministry of Defence,09/05/2011,Estate management,Defence Infrastructure Organisation ,AVENANCE PLC,790806,33236.6
Ministry of Defence,Ministry of Defence,09/05/2011,Food and clothing,Defence Equipment & Support,AVENANCE PLC,790806,6092.88
Ministry of Defence,Ministry of Defence,09/05/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,790806,78627.79
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,790811,2045282.74
Ministry of Defence,Ministry of Defence,09/05/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,2045.35
Ministry of Defence,Ministry of Defence,09/05/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,47.5
Ministry of Defence,Ministry of Defence,09/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,1992.79
Ministry of Defence,Ministry of Defence,09/05/2011,Design services and minor equipment purchases,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,1338.05
Ministry of Defence,Ministry of Defence,09/05/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,9441.98
Ministry of Defence,Ministry of Defence,09/05/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,347.77
Ministry of Defence,Ministry of Defence,09/05/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,619.5
Ministry of Defence,Ministry of Defence,09/05/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,464.01
Ministry of Defence,Ministry of Defence,09/05/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,341.25
Ministry of Defence,Ministry of Defence,09/05/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,25540.91
Ministry of Defence,Ministry of Defence,09/05/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,790814,58.06
Ministry of Defence,Ministry of Defence,09/05/2011,Miscellaneous Administration Costs,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS SUPPORT LIMITED,790827,1949.78
Ministry of Defence,Met Office,09/05/2011,Procurement Card,Other,Barclaycard Commercial,307359,159086.68
Ministry of Defence,Ministry of Defence,09/05/2011,Externally delivered education and training.,Land Forces,BLUE SCREEN IT LIMITED,790841,47570
Ministry of Defence,Ministry of Defence,09/05/2011,Food and clothing,Land Forces,BRISTOL MANAGED SERVICES LTD,790850,70560.2
Ministry of Defence,Ministry of Defence,09/05/2011,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,790855,8620.85
Ministry of Defence,Ministry of Defence,09/05/2011,Payment of utilities,Central TLB,BRITISH GAS TRADING LIMITED,790855,2560.22
Ministry of Defence,Ministry of Defence,09/05/2011,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,790855,8308.41
Ministry of Defence,Ministry of Defence,09/05/2011,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,790855,5323.19
Ministry of Defence,Ministry of Defence,09/05/2011,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,790855,427.48
Ministry of Defence,Ministry of Defence,09/05/2011,Payment of utilities,Defence Infrastructure Organisation ,BUYING SOLUTIONS,2.00E+11,35308.81
Ministry of Defence,Ministry of Defence,09/05/2011,Food and clothing,Land Forces,C V FITNESS LTD,790865,25860
Ministry of Defence,Ministry of Defence,09/05/2011,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,790874,2110.54
Ministry of Defence,Ministry of Defence,09/05/2011,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,790874,84.42
Ministry of Defence,Ministry of Defence,09/05/2011,Estate management,Air Command,CANON (UK) LIMITED,790874,1789.77
Ministry of Defence,Ministry of Defence,09/05/2011,Estate management,Land Forces,CANON (UK) LIMITED,790874,30.5
Ministry of Defence,Ministry of Defence,09/05/2011,General services and support,Navy Command,CANON (UK) LIMITED,790874,343.71
Ministry of Defence,Ministry of Defence,09/05/2011,IT and communication services,Central TLB,CANON (UK) LIMITED,790874,1.39
Ministry of Defence,Ministry of Defence,09/05/2011,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,790874,691.76
Ministry of Defence,Ministry of Defence,09/05/2011,IT and communication services,Land Forces,CANON (UK) LIMITED,790874,613.67
Ministry of Defence,Ministry of Defence,09/05/2011,Miscellaneous Administration Costs,Air Command,CANON (UK) LIMITED,790874,172.63
Ministry of Defence,Ministry of Defence,09/05/2011,Miscellaneous Administration Costs,Central TLB,CANON (UK) LIMITED,790874,1859.32
Ministry of Defence,Ministry of Defence,09/05/2011,Miscellaneous Administration Costs,Land Forces,CANON (UK) LIMITED,790874,384.02
Ministry of Defence,Ministry of Defence,09/05/2011,"Public relations, including marketing and advertising.",Land Forces,CANON (UK) LIMITED,790874,119.36
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,790874,2312.77
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,790874,3298.67
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,790874,2497
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,CANON (UK) LIMITED,790874,306
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,790874,3344.88
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,790874,845.48
Ministry of Defence,Ministry of Defence,09/05/2011,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,790874,666.8
Ministry of Defence,Ministry of Defence,09/05/2011,"Transportation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,790883,3288.93
Ministry of Defence,Ministry of Defence,09/05/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,790883,26135.16
Ministry of Defence,Ministry of Defence,09/05/2011,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,CARTUS LTD,790883,15750
Ministry of Defence,Ministry of Defence,09/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,790883,1647.44
Ministry of Defence,Ministry of Defence,09/05/2011,Medical treatment & stores and welfare services.,Air Command,CASTLEROCK RECRUITMENT GROUP LIMITED,790886,485.93
Ministry of Defence,Ministry of Defence,09/05/2011,Medical treatment & stores and welfare services.,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,790886,8732.1
Ministry of Defence,Ministry of Defence,09/05/2011,Medical treatment & stores and welfare services.,Land Forces,CENTRAL OFFICE OF INFORMATION,790892,4891.62
Ministry of Defence,Ministry of Defence,09/05/2011,Service and civilian recruitment,Air Command,CENTRAL OFFICE OF INFORMATION,790892,17581.2
Ministry of Defence,Ministry of Defence,09/05/2011,Medical treatment & stores and welfare services.,Air Command,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,790899,42727
Ministry of Defence,Ministry of Defence,09/05/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,790915,22236.6
Ministry of Defence,Ministry of Defence,09/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,COMPASS SERVICES (U.K.) LIMITED,790915,332.8
Ministry of Defence,Ministry of Defence,09/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,790920,41049.42
Ministry of Defence,Ministry of Defence,09/05/2011,Fees for professional services,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,790921,454
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,790921,29677.84
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,790921,54057.92
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,790921,173637.77
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,790921,13237.71
Ministry of Defence,Ministry of Defence,09/05/2011,Estate management,Navy Command,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,790922,41625.79
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,790944,-20694.84
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,790945,34851.92
Ministry of Defence,Ministry of Defence,09/05/2011,Fees for professional services,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,790946,2292755.7
Ministry of Defence,Ministry of Defence,09/05/2011,Development costs for military equipment,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,790947,23432
Ministry of Defence,Ministry of Defence,09/05/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,790947,436.15
Ministry of Defence,Ministry of Defence,09/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,DRUMGRANGE LTD,790962,26582.5
Ministry of Defence,Ministry of Defence,09/05/2011,Payment of utilities,Land Forces,E.ON,5000055595,1222175.04
Ministry of Defence,Ministry of Defence,09/05/2011,Payment of utilities,Defence Infrastructure Organisation ,ELECTRICITY AUTHORITY OF CYPRUS,4000005298,68657.15
Ministry of Defence,Ministry of Defence,09/05/2011,Estate management,Defence Infrastructure Organisation ,ENTEC U K LTD,790981,7000.74
Ministry of Defence,Ministry of Defence,09/05/2011,Fees for professional services,Defence Equipment & Support,ENTEC U K LTD,790981,124587.22
Ministry of Defence,Ministry of Defence,09/05/2011,Fees for professional services,Defence Infrastructure Organisation ,ENTEC U K LTD,790981,6784.81
Ministry of Defence,Ministry of Defence,09/05/2011,Preparation of land & buildings for disposal,Defence Equipment & Support,ENTEC U K LTD,790981,35063.43
Ministry of Defence,Ministry of Defence,09/05/2011,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,ENTEC U K LTD,790981,1010.56
Ministry of Defence,Ministry of Defence,09/05/2011,Payments made in advance,Central TLB,EUROPEAN DEFENCE AGENCY,5000055601,1187956.64
Ministry of Defence,Ministry of Defence,09/05/2011,Estate management,Defence Equipment & Support,EVOLUTION (ELECTRONIC SECURITY  SYSTEMS) LTD.,790989,25224
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,FENDER CARE NAVAL SOLUTIONS LIMITED,159679,125112
Ministry of Defence,Ministry of Defence,09/05/2011,Purchase of inventory and services ,Defence Equipment & Support,FENTON PHARMACEUTICALS LTD,790993,75600
