Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1027637,792.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Other Training Costs,ESBR - Better Regulation Executive (BRE),BIRKBECK COLLEGE,1027640,1800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1027641,412.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Communications & Marketing Training,"Legal, People & Communications Group - Communications Directorate",DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1027651,380
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Reprographic Equipment,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BNP PARIBAS LEASE GROUP (RENTALS) LTD T/A DANWOOD CONTRACT RENTALS,1027653,234.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Reprographic Equipment,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BNP PARIBAS LEASE GROUP (RENTALS) LTD T/A DANWOOD CONTRACT RENTALS,1027654,234.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1027656,595.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1027657,531
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1027659,523.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Local IT Maintenance & Support,Office of Manpower Economics - Office of Manpower Economics,KIMCELL LTD T/A E-MANGO,1027660,10150
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Publications,Shareholder Executive - Shareholder Executive,THE STATIONERY OFFICE LTD,1027661,1.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027664,902.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027669,732.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027670,765.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027671,785.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027672,358.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027673,775.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027674,761.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027675,664.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027676,853.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,PPM (Project & Programme Management) Training,Finance & Commercial Group - Commercial Directorate,AIMS4CHANGE LTD,1027682,2990
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Mobile Phones,ESBR - Better Regulation Executive (BRE),VODAFONE LTD,1027687,4.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Mobile Phones,ESBR - Better Regulation Executive (BRE),VODAFONE LTD,1027687,4.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Other Training Costs,Knowledge and Innovation Group - Research Base,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,1027694,358
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,ICT Training,Finance & Commercial Group - Commercial Directorate,FUJITSU SERVICES LTD,1027695,1060.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",COMMUNICAID GROUP LTD,1027700,1080
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027705,748.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027706,787.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Mobile Phones,Knowledge and Innovation Group - Research Base,VODAFONE LTD,1027718,30
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Mobile Phones,Knowledge and Innovation Group - Research Base,VODAFONE LTD,1027718,0.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Publications,Shareholder Executive - Shareholder Executive,THE STATIONERY OFFICE LTD,1027721,1.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1027722,160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Mobile Call Charges,Market and Frameworks Group - Consumer and Competition Policy,VODAFONE LTD,1027734,21.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,IT Software Licences,Business & Skills Group - USG Admin,POLICY REVIEW TV LTD,1027745,99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Professional Subscriptions,Knowledge and Innovation Group - Higher Education Admin,OPERATIONAL RESEARCH SOCIETY,1027753,87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Mobile Phones,Market and Frameworks Group - Consumer and Competition Policy,VODAFONE LTD,1027755,11.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1027757,693.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Hire of Agency Staff (Professional/Management),Business & Skills Group - Advanced Manufacturing Industries,CONSTRUCTION INDUSTRY COUNCIL,1027764,11759.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Technical Advice / Services & Support,Business & Skills Group - Enterprise Directorate,COI COMMUNICATIONS,1027781,12160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Technical Advice / Services & Support,Business & Skills Group - Enterprise Directorate,COI COMMUNICATIONS,1027782,1425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Technical Advice / Services & Support,Business & Skills Group - Enterprise Directorate,COI COMMUNICATIONS,1027783,3575
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Technical Advice / Services & Support,Business & Skills Group - Enterprise Directorate,COI COMMUNICATIONS,1027783,14240
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1027784,2026.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Stationery,Shareholder Executive - Shareholder Executive,OFFICE DEPOT UK LTD,1027787,147.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Static Line Rental,Finance & Commercial Group - Finance Group,BRITISH TELECOMMUNICATIONS plc (BT),1027788,7.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Static Call Charges,Finance & Commercial Group - Finance Group,BRITISH TELECOMMUNICATIONS plc (BT),1027788,3.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Static Line Rental,Finance & Commercial Group - Finance Group,BRITISH TELECOMMUNICATIONS plc (BT),1027790,7.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Static Call Charges,Finance & Commercial Group - Finance Group,BRITISH TELECOMMUNICATIONS plc (BT),1027790,3.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Technical Advice / Services & Support,Business & Skills Group - Advanced Manufacturing Industries,"Personal expense, Name withheld",1027794,9583.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Stationery,"Legal, People & Communications Group - Innovation Capability Team",LYRECO UK LTD,1027800,56.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Stationery,"Legal, People & Communications Group - Innovation Capability Team",LYRECO UK LTD,1027801,40.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Stationery,"Legal, People & Communications Group - Innovation Capability Team",LYRECO UK LTD,1027802,-172.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Maintenance of Office Machinery,Finance & Commercial Group - Commercial Directorate,PITNEY BOWES LTD,1027811,384
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Static Line Rental,"Legal, People & Communications Group - Communications Directorate",BRITISH TELECOMMUNICATIONS plc (BT),1027836,117.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,External Training,Market and Frameworks Group - Employment Relations,NAS SERVICES LTD,1027848,135
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Static Call Charges,Market and Frameworks Group - Employment Relations,BRITISH TELECOMMUNICATIONS plc (BT),1027851,56.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Static Call Charges,Market and Frameworks Group - Employment Relations,BRITISH TELECOMMUNICATIONS plc (BT),1027853,93.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Mobile Call Charges,Market and Frameworks Group - ECO,VODAFONE LTD,1027857,0.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Mobile Call Charges,Market and Frameworks Group - ECO,VODAFONE LTD,1027857,56.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Other Training Costs,Business & Skills Group - Enterprise Directorate,FINANCE SOUTH EAST LTD,1027858,110
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Other Telephone Costs,Shareholder Executive - Shareholder Executive,GENESYS CONFERENCING EUROPE,1027877,24.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Stationery,"Legal, People & Communications Group - Innovation Capability Team",LYRECO UK LTD,1027883,376.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Professional Training,Knowledge and Innovation Group - Higher Education Admin,BPP PROFESSIONAL EDUCATION LTD,1027884,281.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Publications,Knowledge and Innovation Group - Higher Education Admin,BPP PROFESSIONAL EDUCATION LTD,1027884,79.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1027894,20
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Economic Consultancy & Research,Market and Frameworks Group - Employment Relations,NATIONAL CENTRE FOR SOCIAL RESEARCH(NATCEN),1027902,109764.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",VIKING DIRECT LTD,1027905,374.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Professional Subscriptions,ESBR - Analysis Directorate,BRITISH INSTITUTE OF ENERGY ECONOMICS,1027914,275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hire of Reprographic Equipment,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BNP PARIBAS LEASE GROUP (RENTALS) LTD T/A DANWOOD CONTRACT RENTALS,1027925,234.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hospitality - UK,"Legal, People & Communications Group - Legal Services",ANTHONY COMBER T/A BLUEBERRIES SANDWICH BAR,1027929,150
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Maintenance of Office Machinery,"Legal, People & Communications Group - Legal Services",PITNEY BOWES FINANCE LTD,1027931,207.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Stationery,"Legal, People & Communications Group - Legal Services",LYRECO UK LTD,1027932,178.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Other Training Costs,Knowledge and Innovation Group - Government Office For Science,NATIONAL SCHOOL OF GOVERNMENT,1027938,1350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hire of Reprographic Equipment,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BNP PARIBAS LEASE GROUP (RENTALS) LTD T/A DANWOOD CONTRACT RENTALS,1027939,234.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hire of Agency Staff (Professional/Management),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BROOK STREET (UK) LTD,1027940,1495.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,External Legal Advice and Services,Business & Skills Group - Further Education & Skills Investment,"Personal expense, Name withheld",1027941,920
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Mobile Phones,"Legal, People & Communications Group - Legal Services",VODAFONE LTD,1027943,48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Static Line Rental,Knowledge and Innovation Group - Higher Education Admin,BT UK BUSINESS ACCOUNTS,1027944,79.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1027946,160
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1027946,156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Technical Advice / Services & Support,Business & Skills Group - Information Economy,KPMG LLP,1027949,64260
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1027956,59.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Taxis,Finance & Commercial Group - Finance Group,HUDSONS TAXIS,1027957,64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Taxis,Finance & Commercial Group - Finance Group,HUDSONS TAXIS,1027957,22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Industries,ADECCO UK LTD,1027974,695.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,ADECCO UK LTD,1027979,812.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1027984,514.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1027984,93.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Leadership & People Management Training,Business & Skills Group - Business Competitiveness - Secretariat/GRU,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1027986,1499
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1027987,650.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Leadership & People Management Training,Business & Skills Group - Business Competitiveness - Secretariat/GRU,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1027988,1460
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Leadership & People Management Training,Business & Skills Group - Business Competitiveness - Secretariat/GRU,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1027991,1506
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1027992,574.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Innovation Capability Team",ADECCO UK LTD,1027993,789.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1027994,608.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,ADECCO UK LTD,1028007,480.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1028012,731.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Knowledge and Innovation Group - Innovation,ADECCO UK LTD,1028016,333.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Knowledge and Innovation Group - Innovation,ADECCO UK LTD,1028016,425.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1028018,600.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Advanced Manufacturing Industries,ADECCO UK LTD,1028019,568.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),ESBR - Analysis Directorate,ADECCO UK LTD,1028023,574.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),ESBR - Analysis Directorate,ADECCO UK LTD,1028023,171.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Mobile Call Charges,Market and Frameworks Group - Europe Directorate,VODAFONE LTD,1028025,10.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Other Training Costs,Knowledge and Innovation Group - Research Base,PARTNERSHIP MEDIA GROUP LTD T/A GOVNET COMMUNICATIONS,1028028,385
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Mobile Call Charges,Finance & Commercial Group - Finance Group,VODAFONE LTD,1028029,32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Mobile Call Charges,Finance & Commercial Group - Finance Group,VODAFONE LTD,1028029,0.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Mobile Call Charges,Finance & Commercial Group - Finance Group,VODAFONE LTD,1028029,0.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1028045,587
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Conference Facilities,Shareholder Executive - Shareholder Executive,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1028049,1290
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate","Personal expense, Name withheld",1028054,1000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Stationery,"Legal, People & Communications Group - Innovation Capability Team",PINPOINT FACILITATION LTD,1028055,82.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Maintenance of Office Machinery,"Legal, People & Communications Group - Legal Services",NEWMAN BUSINESS SOLUTIONS LTD,1028081,60
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Leadership & People Management Training,Business & Skills Group - Business Competitiveness - Secretariat/GRU,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1028082,1450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Leadership & People Management Training,Business & Skills Group - Business Competitiveness - Secretariat/GRU,NATIONAL SCHOOL OF GOVERNMENT (CMPS),1028082,158
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Other External Recruitment Costs (Staff),"Legal, People & Communications Group - Legal Services",THE WHITEHALL AND INDUSTRY GROUP,1028105,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1028108,2532.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Subsistence Payments,Business & Skills Group - Enterprise Directorate,"Personal expense, Name withheld",1028114,184.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1028130,754.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Publications,Shareholder Executive - Shareholder Executive,THE STATIONERY OFFICE LTD,1028132,0.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1028134,1146
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1028143,706.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1028151,587.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1028152,523.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1028153,453.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1028188,519.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Mobile Phones,Finance & Commercial Group - Finance Group,VODAFONE LTD,1028191,0.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Mobile Phones,Finance & Commercial Group - Finance Group,VODAFONE LTD,1028191,21.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Mobile Phones,Finance & Commercial Group - Finance Group,VODAFONE LTD,1028194,0.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Mobile Phones,Finance & Commercial Group - Finance Group,VODAFONE LTD,1028194,76.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Mobile Call Charges,Market and Frameworks Group - Europe Directorate,VODAFONE LTD,1028211,9.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Secondees (not paid directly),Knowledge and Innovation Group - Innovation,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1028212,10986.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Car Hire and Leasing,Knowledge and Innovation Group - Government Office For Science,GOVERNMENT CAR AND DESPATCH AGENCY,1028215,185.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Car Hire and Leasing,Knowledge and Innovation Group - Government Office For Science,GOVERNMENT CAR AND DESPATCH AGENCY,1028216,30.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Car Hire and Leasing,Knowledge and Innovation Group - Government Office For Science,GOVERNMENT CAR AND DESPATCH AGENCY,1028217,693.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Technical Advice / Services & Support,Business & Skills Group - RDA Transition and Closures,J M W MOSAIC LTD,1028218,5040
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,External Training,"Legal, People & Communications Group - Legal Services",GREATER MANCHESTER POLICE,1028219,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Corporate Management Consultancy,Business & Skills Group - Enterprise Directorate,KEMPSHOTT RESEARCH MANAGEMENT,1028220,1978.7
