Minister,Gifts received over £140,Gifts given over £140,Date received/given,From/To,Value,Outcome
Attorney General Dominic Grieve QC MP,"Bloomsbury Professional Law Book 
(kept by Department)
",,Oct-10,Bloomsbury Professional Publishing,Over limit,Held by department
