Post Date,Publishable Label,Transaction Amount ,"Publishable Label is provided by Bank and is industry standard.  May not, however, give true indication of purchase - additional comment as necessary"
06/08/12,Airlines,630.00,
06/08/12,Airlines,629.42,
06/08/12,Airlines,625.92,
06/08/12,Airlines,599.92,
07/08/12,Airlines,-3283.10,
07/08/12,Airlines,649.90,
07/08/12,Airlines,1765.75,
07/08/12,Airlines,811.29,
07/08/12,Airlines,811.29,
07/08/12,Airlines,806.29,
07/08/12,Airlines,806.29,
07/08/12,Airlines,806.89,
07/08/12,Airlines,500.79,
07/08/12,Airlines,1367.29,
07/08/12,Airlines,1428.40,
07/08/12,Airlines,1605.50,
08/08/12,Airlines,1967.98,
08/08/12,Airlines,2291.90,
08/08/12,Airlines,2291.90,
08/08/12,Airlines,860.71,
08/08/12,Airlines,784.59,
08/08/12,Airlines,1615.66,
09/08/12,Airlines,2564.39,
09/08/12,Airlines,1036.09,
09/08/12,Airlines,1596.09,
09/08/12,Airlines,1036.09,
09/08/12,Airlines,1769.39,
09/08/12,Airlines,1516.15,
09/08/12,Airlines,733.49,
09/08/12,Airlines,733.49,
09/08/12,Airlines,788.99,
09/08/12,Airlines,784.59,
09/08/12,Airlines,784.59,
09/08/12,Airlines,1187.20,
09/08/12,Airlines,951.81,
09/08/12,Airlines,1353.39,
09/08/12,Airlines,668.05,
09/08/12,Airlines,802.39,
09/08/12,Airlines,-637.60,
09/08/12,Airlines,2547.89,
09/08/12,Airlines,1672.40,
10/08/12,Airlines,4709.01,
10/08/12,Airlines,1991.41,
10/08/12,Airlines,-1583.71,
10/08/12,Airlines,-844.60,
10/08/12,Airlines,4088.69,
10/08/12,Airlines,1300.39,
10/08/12,Airlines,2297.09,
10/08/12,Airlines,2297.09,
10/08/12,Airlines,2321.49,
10/08/12,Airlines,1045.46,
10/08/12,Airlines,1530.89,
10/08/12,Airlines,2159.59,
10/08/12,Airlines,4088.69,
10/08/12,Airlines,783.09,
13/08/12,Airlines,-703.30,
13/08/12,Airlines,-798.89,
13/08/12,Airlines,784.79,
13/08/12,Airlines,688.25,
13/08/12,Airlines,1793.59,
13/08/12,Airlines,983.60,
13/08/12,Airlines,-626.90,
13/08/12,Airlines,2950.42,
13/08/12,Airlines,1683.59,
13/08/12,Airlines,636.19,
13/08/12,Airlines,1809.71,
13/08/12,Airlines,2627.29,
13/08/12,Airlines,1198.19,
13/08/12,Airlines,1381.19,
13/08/12,Airlines,703.89,
13/08/12,Airlines,876.89,
13/08/12,Airlines,838.39,
13/08/12,Airlines,2028.31,
13/08/12,Airlines,1945.30,
13/08/12,Airlines,1109.61,
13/08/12,Airlines,942.57,
13/08/12,Airlines,2840.69,
13/08/12,Airlines,1658.09,
14/08/12,Airlines,3116.19,
14/08/12,Airlines,3116.19,
14/08/12,Airlines,888.95,
15/08/12,Airlines,2448.59,
15/08/12,Airlines,625.80,
15/08/12,Airlines,569.49,
15/08/12,Airlines,2159.89,
15/08/12,Airlines,870.29,
15/08/12,Airlines,1469.00,
15/08/12,Airlines,1521.29,
15/08/12,Airlines,630.75,
15/08/12,Airlines,733.59,
15/08/12,Airlines,1031.29,
16/08/12,Airlines,2282.29,
16/08/12,Airlines,569.19,
16/08/12,Airlines,569.19,
16/08/12,Airlines,3249.21,
16/08/12,Airlines,3249.21,
16/08/12,Airlines,3710.76,
16/08/12,Airlines,774.09,
16/08/12,Airlines,1418.59,
16/08/12,Airlines,1093.09,
16/08/12,Airlines,2420.09,
16/08/12,Airlines,2420.09,
16/08/12,Airlines,784.79,
16/08/12,Airlines,1742.99,
16/08/12,Airlines,1199.59,
16/08/12,Airlines,1658.09,
16/08/12,Airlines,-2292.59,
16/08/12,Airlines,-2292.59,
16/08/12,Airlines,3710.76,
16/08/12,Airlines,2234.76,
16/08/12,Airlines,774.09,
16/08/12,Airlines,2564.59,
16/08/12,Airlines,1501.99,
16/08/12,Airlines,1578.29,
16/08/12,Airlines,1501.99,
16/08/12,Airlines,2009.89,
17/08/12,Airlines,2112.89,
17/08/12,Airlines,1303.00,
17/08/12,Airlines,1303.00,
17/08/12,Airlines,1303.00,
17/08/12,Airlines,2564.39,
17/08/12,Airlines,1098.99,
17/08/12,Airlines,1202.36,
17/08/12,Airlines,2553.71,
17/08/12,Airlines,789.92,
17/08/12,Airlines,1279.46,
17/08/12,Airlines,1279.46,
17/08/12,Airlines,-1195.09,
17/08/12,Airlines,505.30,
17/08/12,Airlines,3249.21,
17/08/12,Airlines,3249.21,
17/08/12,Airlines,3249.21,
17/08/12,Airlines,3249.21,
17/08/12,Airlines,3249.21,
17/08/12,Airlines,720.80,
17/08/12,Airlines,1561.26,
20/08/12,Airlines,966.62,
20/08/12,Airlines,846.29,
20/08/12,Airlines,1468.70,
20/08/12,Airlines,3369.89,
20/08/12,Airlines,1199.49,
20/08/12,Airlines,2234.66,
20/08/12,Airlines,1199.49,
20/08/12,Airlines,2548.59,
20/08/12,Airlines,1122.59,
20/08/12,Airlines,2083.81,
20/08/12,Airlines,-842.71,
20/08/12,Airlines,-579.02,
20/08/12,Airlines,845.89,
20/08/12,Airlines,552.89,
20/08/12,Airlines,1901.59,
20/08/12,Airlines,599.23,
20/08/12,Airlines,842.80,
20/08/12,Airlines,842.80,
20/08/12,Airlines,669.31,
20/08/12,Airlines,1379.86,
20/08/12,Airlines,1948.86,
20/08/12,Airlines,773.89,
20/08/12,Airlines,507.89,
20/08/12,Airlines,1729.39,
21/08/12,Airlines,4804.47,
21/08/12,Airlines,1630.59,
21/08/12,Airlines,851.35,
21/08/12,Airlines,536.10,
21/08/12,Airlines,507.15,
22/08/12,Airlines,3752.79,
22/08/12,Airlines,2621.59,
22/08/12,Airlines,2621.59,
22/08/12,Airlines,3130.59,
22/08/12,Airlines,2621.59,
22/08/12,Airlines,2621.59,
22/08/12,Airlines,2621.59,
22/08/12,Airlines,1951.99,
22/08/12,Airlines,1121.29,
22/08/12,Airlines,746.78,
22/08/12,Airlines,574.09,
22/08/12,Airlines,574.09,
22/08/12,Airlines,574.09,
22/08/12,Airlines,574.09,
22/08/12,Airlines,1436.90,
22/08/12,Airlines,1659.94,
22/08/12,Airlines,2497.75,
22/08/12,Airlines,3451.47,
22/08/12,Airlines,3175.90,
22/08/12,Airlines,1366.00,
22/08/12,Airlines,630.65,
22/08/12,Airlines,4588.81,
22/08/12,Airlines,1439.19,
22/08/12,Airlines,1842.99,
22/08/12,Airlines,506.30,
22/08/12,Airlines,1351.19,
22/08/12,Airlines,1842.99,
22/08/12,Airlines,3285.66,
22/08/12,Airlines,3097.19,
22/08/12,Airlines,2160.09,
22/08/12,Airlines,2784.86,
22/08/12,Airlines,-1615.66,
22/08/12,Airlines,533.18,
22/08/12,Airlines,638.43,
23/08/12,Airlines,2564.39,
23/08/12,Airlines,541.16,
23/08/12,Airlines,1715.39,
23/08/12,Airlines,3520.39,
23/08/12,Airlines,3520.39,
23/08/12,Airlines,3764.80,
23/08/12,Airlines,3520.39,
23/08/12,Airlines,3520.39,
23/08/12,Airlines,867.19,
23/08/12,Airlines,1510.39,
23/08/12,Airlines,775.09,
23/08/12,Airlines,3520.39,
23/08/12,Airlines,3520.39,
23/08/12,Airlines,3764.80,
23/08/12,Airlines,3520.39,
23/08/12,Airlines,3520.39,
23/08/12,Airlines,3520.39,
23/08/12,Airlines,1601.19,
23/08/12,Airlines,698.05,
23/08/12,Airlines,3451.47,
23/08/12,Airlines,3451.47,
23/08/12,Airlines,3451.47,
24/08/12,Airlines,999.60,
24/08/12,Airlines,1225.85,
24/08/12,Airlines,1225.85,
24/08/12,Airlines,1225.85,
24/08/12,Airlines,1225.85,
24/08/12,Airlines,2734.80,
24/08/12,Airlines,5407.69,
24/08/12,Airlines,1286.20,
24/08/12,Airlines,1365.09,
24/08/12,Airlines,2218.39,
24/08/12,Airlines,684.45,
24/08/12,Airlines,569.95,
24/08/12,Airlines,662.99,
24/08/12,Airlines,2564.59,
24/08/12,Airlines,783.09,
24/08/12,Airlines,792.09,
24/08/12,Airlines,792.09,
24/08/12,Airlines,792.09,
24/08/12,Airlines,1881.59,
24/08/12,Airlines,2361.18,
27/08/12,Airlines,2090.39,
27/08/12,Airlines,1225.60,
27/08/12,Airlines,3063.89,
27/08/12,Airlines,792.09,
27/08/12,Airlines,1418.59,
27/08/12,Airlines,783.09,
27/08/12,Airlines,657.89,
27/08/12,Airlines,568.10,
27/08/12,Airlines,6628.09,
27/08/12,Airlines,627.19,
27/08/12,Airlines,3520.59,
27/08/12,Airlines,3995.49,
27/08/12,Airlines,2321.39,
27/08/12,Airlines,1199.49,
27/08/12,Airlines,1900.09,
27/08/12,Airlines,1900.09,
27/08/12,Airlines,1900.09,
27/08/12,Airlines,2321.39,
27/08/12,Airlines,507.25,
27/08/12,Airlines,767.99,
27/08/12,Airlines,895.49,
27/08/12,Airlines,1900.09,
27/08/12,Airlines,2932.12,
27/08/12,Airlines,2063.31,
27/08/12,Airlines,1235.61,
27/08/12,Airlines,1510.59,
27/08/12,Airlines,809.40,
27/08/12,Airlines,2689.95,
27/08/12,Airlines,512.45,
27/08/12,Airlines,1251.20,
27/08/12,Airlines,1472.00,
27/08/12,Airlines,872.41,
27/08/12,Airlines,962.22,
27/08/12,Airlines,-3520.39,
28/08/12,Airlines,4802.39,
28/08/12,Airlines,526.85,
28/08/12,Airlines,3897.25,
28/08/12,Airlines,1237.70,
28/08/12,Airlines,1030.29,
28/08/12,Airlines,2950.00,
28/08/12,Airlines,5390.24,
29/08/12,Airlines,529.95,
29/08/12,Airlines,1028.05,
29/08/12,Airlines,842.05,
29/08/12,Airlines,1028.05,
29/08/12,Airlines,1028.05,
29/08/12,Airlines,1028.05,
29/08/12,Airlines,1206.90,
29/08/12,Airlines,-1388.00,
29/08/12,Airlines,958.99,
29/08/12,Airlines,1534.49,
29/08/12,Airlines,691.70,
29/08/12,Airlines,845.70,
30/08/12,Airlines,619.70,
30/08/12,Airlines,534.27,
30/08/12,Airlines,1991.59,
30/08/12,Airlines,1301.30,
30/08/12,Airlines,578.81,
30/08/12,Airlines,1109.08,
30/08/12,Airlines,906.89,
30/08/12,Airlines,5551.89,
30/08/12,Airlines,592.15,
30/08/12,Airlines,5551.89,
30/08/12,Airlines,513.09,
30/08/12,Airlines,513.09,
30/08/12,Airlines,513.09,
30/08/12,Airlines,696.79,
30/08/12,Airlines,1359.99,
30/08/12,Airlines,2090.39,
31/08/12,Airlines,-1540.39,
31/08/12,Airlines,599.00,
31/08/12,Airlines,1765.89,
31/08/12,Airlines,599.00,
31/08/12,Airlines,1734.89,
31/08/12,Airlines,1734.89,
31/08/12,Airlines,784.59,
31/08/12,Airlines,1260.17,
31/08/12,Airlines,630.62,
31/08/12,Airlines,1589.32,
31/08/12,Airlines,1030.05,
31/08/12,Airlines,978.01,
31/08/12,Airlines,873.00,
31/08/12,Airlines,924.32,
31/08/12,Airlines,784.59,
31/08/12,Airlines,923.89,
31/08/12,Airlines,923.89,
31/08/12,Airlines,1139.69,
31/08/12,Airlines,1213.19,
31/08/12,Airlines,3008.56,
31/08/12,Airlines,3008.56,
31/08/12,Airlines,1151.99,
31/08/12,Airlines,1151.99,
31/08/12,Airlines,1151.99,
31/08/12,Airlines,1151.99,
31/08/12,Airlines,1151.99,
31/08/12,Airlines,1769.49,
31/08/12,Airlines,691.90,
31/08/12,Airlines,678.69,
03/08/12,Car Hire,501.46,Transport for visit to Wilton Park to prepare for Summit meeting
09/08/12,Car Hire,1070.75,
17/08/12,Car Hire,1209.16,
17/08/12,Car Hire,1209.16,Transport for ministerial & VIP visits
17/08/12,Car Hire,1209.16,
22/08/12,Car Hire,2256.11,Transport for Guest of Government visit
02/08/12,Catalogue,932.18,
02/08/12,Catalogue,850.00,
06/08/12,Catalogue,624.00,One year subscription for home delivery of newspaper for UK Director
09/08/12,Catalogue,585.00,
20/08/12,Catalogue,524.89,Stationery
22/08/12,Catalogue,550.00,
24/08/12,Catalogue,1561.89,Official mobile phone provider charges
24/08/12,Catalogue,1344.44,
24/08/12,Catalogue,1928.28,Official mobile phone provider charges
24/08/12,Catalogue,695.84,
24/08/12,Catalogue,640.85,
24/08/12,Catalogue,715.82,Official mobile phone provider charges
24/08/12,Catalogue,599.15,
24/08/12,Catalogue,710.82,
24/08/12,Catalogue,1336.13,Official mobile phone provider charges
24/08/12,Catalogue,556.07,
24/08/12,Catalogue,807.76,
24/08/12,Catalogue,3304.98,Official mobile phone provider charges
24/08/12,Catalogue,3762.74,Official mobile phone provider charges
24/08/12,Catalogue,3762.74,Official mobile phone provider charges
24/08/12,Catalogue,3762.75,Official mobile phone provider charges
24/08/12,Catalogue,2142.65,
24/08/12,Catalogue,1310.36,
24/08/12,Catalogue,1106.05,
30/08/12,Catalogue,1840.52,Official mobile phone provider charges
30/08/12,Catalogue,821.85,
30/08/12,Catalogue,1150.50,
30/08/12,Catalogue,2400.88,
30/08/12,Catalogue,3785.04,
30/08/12,Catalogue,3785.04,
30/08/12,Catalogue,3785.04,
31/08/12,Catalogue,1185.53,
31/08/12,Catalogue,1591.59,
31/08/12,Catalogue,1803.37,
31/08/12,Catalogue,832.56,Official mobile phone provider charges
31/08/12,Catalogue,952.33,
31/08/12,Catalogue,511.94,
31/08/12,Catalogue,3319.54,Official mobile phone provider charges
31/08/12,Catalogue,3319.53,Official mobile phone provider charges
31/08/12,Catalogue,761.83,
31/08/12,Catalogue,672.29,Official mobile phone provider charges
31/08/12,Catalogue,1377.20,
13/08/12,Department Stores,634.19,Garden furniture for staff accommodation overseas
01/08/12,Diy & Household Stores,550.95,
01/08/12,Diy & Household Stores,1110.30,Garden furniture for Residence overseas
01/08/12,Diy & Household Stores,550.74,
02/08/12,Diy & Household Stores,622.23,Domestic equipment for UK-based staff use on first arrival at post
02/08/12,Diy & Household Stores,858.18,
03/08/12,Diy & Household Stores,979.46,Maintenance equipment for use at post
06/08/12,Diy & Household Stores,703.40,
10/08/12,Diy & Household Stores,669.88,
10/08/12,Diy & Household Stores,810.20,
13/08/12,Diy & Household Stores,979.02,
20/08/12,Diy & Household Stores,659.45,
23/08/12,Diy & Household Stores,766.36,
23/08/12,Diy & Household Stores,644.68,
23/08/12,Diy & Household Stores,745.75,
28/08/12,Diy & Household Stores,815.73,Television for official guests at Residence overseas
02/08/12,Entertainment,1239.60,"Room hire, catering & photocopying services for interviews"
03/08/12,Entertainment,753.06,Official contracted catering company
09/08/12,Entertainment,832.33,Catering costs for official lunch at post
09/08/12,Entertainment,1384.55,Deposit for Olympics Closing Ceremony event at post
16/08/12,Entertainment,960.00,Hire of equipment for commerical diplomacy training video
23/08/12,Entertainment,550.20,Official contracted catering company
29/08/12,Entertainment,2416.75,Costs of Special Paralympic Breakfast held at post
31/08/12,Food & Drink,1122.30,
31/08/12,Food & Drink,590.20,
02/08/12,Hotels,707.36,
02/08/12,Hotels,584.44,
02/08/12,Hotels,833.16,
02/08/12,Hotels,559.46,
03/08/12,Hotels,1262.71,
03/08/12,Hotels,797.21,
06/08/12,Hotels,905.82,
06/08/12,Hotels,513.20,
06/08/12,Hotels,1545.17,
06/08/12,Hotels,1384.08,
06/08/12,Hotels,1384.08,
07/08/12,Hotels,683.12,
07/08/12,Hotels,570.44,
08/08/12,Hotels,596.81,
08/08/12,Hotels,929.43,
13/08/12,Hotels,753.37,
13/08/12,Hotels,1143.19,
14/08/12,Hotels,1303.36,
14/08/12,Hotels,1028.26,
15/08/12,Hotels,677.48,
15/08/12,Hotels,781.63,
16/08/12,Hotels,835.10,
16/08/12,Hotels,1003.14,
20/08/12,Hotels,1978.88,
20/08/12,Hotels,855.10,
20/08/12,Hotels,2490.46,
20/08/12,Hotels,584.75,
20/08/12,Hotels,563.56,
21/08/12,Hotels,700.54,
22/08/12,Hotels,1206.55,
23/08/12,Hotels,576.22,
24/08/12,Hotels,628.64,
24/08/12,Hotels,942.96,
24/08/12,Hotels,527.31,
27/08/12,Hotels,1950.07,
27/08/12,Hotels,1101.57,
27/08/12,Hotels,647.53,
27/08/12,Hotels,571.65,
27/08/12,Hotels,892.51,
27/08/12,Hotels,650.54,
27/08/12,Hotels,513.29,
27/08/12,Hotels,514.47,
27/08/12,Hotels,639.42,
27/08/12,Hotels,615.00,
28/08/12,Hotels,554.37,
31/08/12,Hotels,651.79,
31/08/12,Hotels,664.75,
09/08/12,Motoring,1121.61,New tyres for official car at post
02/08/12,Other Retailers,552.78,Stationery
03/08/12,Other Retailers,602.40,
06/08/12,Other Retailers,1500.00,On-line hosting provider charges
06/08/12,Other Retailers,1308.00,On-line hosting provider charges
07/08/12,Other Retailers,705.00,Stationery
15/08/12,Other Retailers,727.72,
16/08/12,Other Retailers,765.72,
17/08/12,Other Retailers,1495.80,Two glass display cabinets for Olympics/GREAT pavilion
17/08/12,Other Retailers,897.00,
30/08/12,Other Retailers,653.06,IT equipment
30/08/12,Other Retailers,736.42,
06/08/12,Petrol,1057.77,Fuel for official transport fleet at post for one month
01/08/12,Services,707.40,
01/08/12,Services,736.92,
01/08/12,Services,746.60,
01/08/12,Services,723.84,
01/08/12,Services,1437.60,Conference fees
03/08/12,Services,701.05,
03/08/12,Services,992.76,
03/08/12,Services,759.99,
03/08/12,Services,562.21,
06/08/12,Services,880.88,
06/08/12,Services,994.42,
06/08/12,Services,907.80,
06/08/12,Services,907.80,
06/08/12,Services,569.79,
07/08/12,Services,1350.00,Training course
07/08/12,Services,-1600.46,
09/08/12,Services,1322.84,
09/08/12,Services,521.28,
10/08/12,Services,574.82,
10/08/12,Services,712.48,
10/08/12,Services,791.64,
13/08/12,Services,528.79,
15/08/12,Services,500.93,
15/08/12,Services,507.95,
15/08/12,Services,1190.00,Training course
15/08/12,Services,1500.00,Training course
15/08/12,Services,660.00,
16/08/12,Services,4062.12,Official mobile phone provider charges
16/08/12,Services,593.27,
16/08/12,Services,657.00,Training course
16/08/12,Services,735.00,
17/08/12,Services,2190.00,Membership fee for professional body
17/08/12,Services,561.02,
17/08/12,Services,587.11,
17/08/12,Services,649.01,
17/08/12,Services,538.51,
20/08/12,Services,504.81,
20/08/12,Services,1056.00,
20/08/12,Services,936.00,
20/08/12,Services,720.00,Hire of equipment for commerical diplomacy training video
21/08/12,Services,1205.94,Training course
21/08/12,Services,667.61,
21/08/12,Services,1500.00,Training course
22/08/12,Services,1224.00,
22/08/12,Services,736.92,
23/08/12,Services,727.64,
23/08/12,Services,973.58,
23/08/12,Services,2823.72,Training course
23/08/12,Services,2823.72,Training course
23/08/12,Services,795.01,
24/08/12,Services,816.08,
27/08/12,Services,689.24,
29/08/12,Services,1138.05,
29/08/12,Services,2735.43,Attendance costs at Summit held overseas
31/08/12,Services,736.92,
31/08/12,Services,816.60,
09/08/12,Supermarkets,642.27,Two aircon units for staff accommodation overseas
01/08/12,Travel Agencies,520.65,
01/08/12,Travel Agencies,1512.77,
02/08/12,Travel Agencies,1821.42,
02/08/12,Travel Agencies,1636.61,
02/08/12,Travel Agencies,1696.89,
03/08/12,Travel Agencies,2464.13,
03/08/12,Travel Agencies,2464.13,
03/08/12,Travel Agencies,-1624.39,
03/08/12,Travel Agencies,996.00,
03/08/12,Travel Agencies,872.31,
03/08/12,Travel Agencies,913.22,
03/08/12,Travel Agencies,668.68,
06/08/12,Travel Agencies,2555.67,
06/08/12,Travel Agencies,2824.68,
07/08/12,Travel Agencies,2271.23,
07/08/12,Travel Agencies,1997.11,
07/08/12,Travel Agencies,2031.89,
07/08/12,Travel Agencies,-659.10,
07/08/12,Travel Agencies,2714.66,
08/08/12,Travel Agencies,1510.44,
08/08/12,Travel Agencies,660.26,
08/08/12,Travel Agencies,995.77,
08/08/12,Travel Agencies,643.59,
08/08/12,Travel Agencies,-2569.89,
08/08/12,Travel Agencies,3267.43,
08/08/12,Travel Agencies,660.26,
09/08/12,Travel Agencies,719.90,
09/08/12,Travel Agencies,719.90,
09/08/12,Travel Agencies,808.58,
09/08/12,Travel Agencies,527.91,
09/08/12,Travel Agencies,1642.26,
10/08/12,Travel Agencies,1275.43,
10/08/12,Travel Agencies,765.34,
10/08/12,Travel Agencies,797.84,
10/08/12,Travel Agencies,854.10,
10/08/12,Travel Agencies,1580.97,
10/08/12,Travel Agencies,2773.25,
13/08/12,Travel Agencies,500.36,
13/08/12,Travel Agencies,500.36,
13/08/12,Travel Agencies,1838.87,
13/08/12,Travel Agencies,833.01,
13/08/12,Travel Agencies,2300.68,
14/08/12,Travel Agencies,2496.86,
14/08/12,Travel Agencies,655.01,
14/08/12,Travel Agencies,767.04,
14/08/12,Travel Agencies,2740.17,
14/08/12,Travel Agencies,911.69,
14/08/12,Travel Agencies,700.08,
14/08/12,Travel Agencies,-595.29,
15/08/12,Travel Agencies,3076.12,
15/08/12,Travel Agencies,512.12,
15/08/12,Travel Agencies,786.38,
15/08/12,Travel Agencies,-1344.31,
16/08/12,Travel Agencies,784.88,
16/08/12,Travel Agencies,701.71,
16/08/12,Travel Agencies,1256.83,
16/08/12,Travel Agencies,681.25,
16/08/12,Travel Agencies,2975.95,
16/08/12,Travel Agencies,3345.86,
16/08/12,Travel Agencies,985.37,
16/08/12,Travel Agencies,-3345.86,
17/08/12,Travel Agencies,3140.07,
17/08/12,Travel Agencies,4373.86,
17/08/12,Travel Agencies,545.19,
17/08/12,Travel Agencies,746.18,
20/08/12,Travel Agencies,3313.71,
20/08/12,Travel Agencies,1191.13,
20/08/12,Travel Agencies,611.65,
21/08/12,Travel Agencies,1547.74,
21/08/12,Travel Agencies,3832.96,
21/08/12,Travel Agencies,2473.03,
21/08/12,Travel Agencies,519.11,
21/08/12,Travel Agencies,789.23,
21/08/12,Travel Agencies,2054.99,
21/08/12,Travel Agencies,867.60,
23/08/12,Travel Agencies,4078.57,
23/08/12,Travel Agencies,2956.44,
23/08/12,Travel Agencies,980.40,
23/08/12,Travel Agencies,1977.59,
23/08/12,Travel Agencies,3456.01,
23/08/12,Travel Agencies,1576.91,
23/08/12,Travel Agencies,1303.77,
23/08/12,Travel Agencies,678.40,
24/08/12,Travel Agencies,2766.18,
24/08/12,Travel Agencies,2766.18,
24/08/12,Travel Agencies,4553.95,
24/08/12,Travel Agencies,545.65,
24/08/12,Travel Agencies,999.71,
24/08/12,Travel Agencies,2066.16,
24/08/12,Travel Agencies,767.63,
24/08/12,Travel Agencies,2766.18,
27/08/12,Travel Agencies,747.16,
28/08/12,Travel Agencies,1324.06,
29/08/12,Travel Agencies,3369.13,
29/08/12,Travel Agencies,-1986.43,
30/08/12,Travel Agencies,3110.24,
30/08/12,Travel Agencies,512.35,
30/08/12,Travel Agencies,2733.12,
30/08/12,Travel Agencies,3042.36,
31/08/12,Travel Agencies,816.66,
31/08/12,Travel Agencies,1002.30,
31/08/12,Travel Agencies,1165.83,
31/08/12,Travel Agencies,2436.78,
31/08/12,Travel Agencies,2436.78,
31/08/12,Travel Agencies,1165.83,
31/08/12,Travel Agencies,939.54,
24/08/12,Utilities,734.11,Water and electricity charges at post
