Post Date,Publishable Label,Transaction Amount,"Publishable label is provided by the Bank and is industry standard.  May not, however, give true indication of purchase - additional comment as necessary."
23/05/12,Travel Agencies,-1648.28,
23/05/12,Travel Agencies,-987.10,
23/05/12,Travel Agencies,4362.38,
23/05/12,Travel Agencies,827.05,
23/05/12,Travel Agencies,928.12,
23/05/12,Travel Agencies,2056.27,
23/05/12,Travel Agencies,2056.27,
23/05/12,Travel Agencies,2056.27,
23/05/12,Travel Agencies,2194.16,
23/05/12,Travel Agencies,1757.35,
23/05/12,Travel Agencies,1318.01,
23/05/12,Travel Agencies,570.77,
24/05/12,Travel Agencies,635.66,
24/05/12,Travel Agencies,635.66,
24/05/12,Travel Agencies,635.66,
24/05/12,Travel Agencies,913.59,
24/05/12,Travel Agencies,872.38,
24/05/12,Travel Agencies,3291.84,
28/05/12,Travel Agencies,2959.16,
28/05/12,Travel Agencies,1126.19,
28/05/12,Travel Agencies,1749.23,
28/05/12,Travel Agencies,1749.23,
28/05/12,Travel Agencies,1749.23,
28/05/12,Travel Agencies,1980.76,
28/05/12,Travel Agencies,876.47,
28/05/12,Travel Agencies,884.08,
28/05/12,Travel Agencies,802.66,
28/05/12,Travel Agencies,802.66,
28/05/12,Travel Agencies,737.89,
28/05/12,Travel Agencies,2989.42,
28/05/12,Travel Agencies,4518.72,
28/05/12,Travel Agencies,873.79,
29/05/12,Travel Agencies,1846.00,
29/05/12,Travel Agencies,528.91,
30/05/12,Travel Agencies,884.08,
30/05/12,Travel Agencies,2003.97,
30/05/12,Travel Agencies,562.63,
30/05/12,Travel Agencies,855.89,
30/05/12,Travel Agencies,1052.29,
30/05/12,Travel Agencies,1052.29,
30/05/12,Travel Agencies,1946.88,
30/05/12,Travel Agencies,2106.86,
30/05/12,Travel Agencies,1068.78,
30/05/12,Travel Agencies,2067.75,
30/05/12,Travel Agencies,884.08,
31/05/12,Travel Agencies,597.37,
31/05/12,Travel Agencies,940.72,
31/05/12,Travel Agencies,705.54,
31/05/12,Travel Agencies,-1646.26,
31/05/12,Travel Agencies,1065.52,
31/05/12,Travel Agencies,1065.52,
31/05/12,Travel Agencies,2106.86,
31/05/12,Travel Agencies,1913.27,
31/05/12,Travel Agencies,817.09,
25/05/12,Utilities,525.08,Water and electricity charges at post
