Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHAMPTONSHIRE POLICE AUTH,5000148291,"1,353,611.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHUMBERLAND,5000148630,"5,401,941.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHUMBRIA POLICE AUTH,5000148292,"5,902,573.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAM CITY COUNCIL,5000148296,"7,158,759.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAMSHIRE COUNTY CNCL,5000148297,"7,303,057.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAMSHIRE POLICE AU,5000148299,"2,708,407.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTS & CITY NOTTINGHAM FIRE AUTH,5000148298,"1,037,330.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,OLDHAM MBC,5000148308,"5,043,513.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,OXFORDSHIRE CC,5000148313,"4,409,887.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,PLYMOUTH CITY CNCL,5000148319,"4,397,481.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,PORTSMOUTH CITY COUNCIL,5000148323,"3,630,058.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,REDCAR & CLEVELAND BOROUGH COUNCIL,5000148335,"2,849,922.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROCHDALE MBC,5000148347,"4,549,468.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROTHERHAM MBC,5000148356,"5,115,864.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROYAL BERKSHIRE FIRE AUTHORITY,5000147870,"639,691.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SALFORD CITY CNCL,5000148374,"5,401,619.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SANDWELL MBC,5000148376,"7,603,265.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SEFTON MBC,5000148383,"5,171,078.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHEFFIELD CITY CNCL,5000148389,"11,514,162.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHROPSHIRE & WREKIN FIRE AUTHORITY,5000148394,"342,919.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHROPSHIRE COUNCIL,5000148631,"3,877,595.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOMERSET COUNTY CNCL,5000148399,"4,558,227.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH TYNESIDE COUNCIL,5000148431,"3,744,783.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH YORKSHIRE FIRE & CD,5000148433,"1,525,135.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH YORKSHIRE P A,5000148434,"4,238,904.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTHEND ON SEA BC,5000148437,"2,550,796.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTHWARK LB,5000148440,"9,569,961.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ST HELENS MBC,5000148448,"3,649,791.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE  FIRE & RESCUE SERV,5000148453,"771,462.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE COUNTY CNCL,5000148452,"6,521,879.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE POLICE AUTHORITY,5000148456,"2,208,895.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,STOKE ON TRENT CITY COUNCIL,5000148465,"5,279,737.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUFFOLK COUNTY CNCL,5000148471,"7,006,676.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUFFOLK POLICE AUTHORITY,5000148474,"1,242,264.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUNDERLAND DC,5000148475,"6,531,065.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SURREY COUNTY CNCL,5000148477,"5,287,798.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SURREY POLICE AUTHORITY,5000148480,"1,509,371.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUSSEX POLICE AUTHORITY,5000148481,"2,985,604.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,TAMESIDE MBC,5000148489,"4,375,811.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,THAMES VALLEY POLICE AUTHORITY,5000148507,"3,986,270.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,TORBAY BC,5000148516,"2,446,805.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,TYNE & WEAR FIRE AUTHORITY,5000148526,"1,475,326.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,W YORKSHIRE FIRE & RESCUE AUTH,5000148576,"2,384,518.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WALSALL MBC,5000148534,"5,692,460.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WALTHAM FOREST LB,5000148536,"5,100,091.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WANDSWORTH LB,5000148538,"6,230,036.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WARWICKSHIRE COUNTY CNCL,5000148543,"3,819,699.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WARWICKSHIRE POLICE AUTHORITY,5000148544,"910,503.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST MERCIA POLICE AUTH,5000148568,"2,283,639.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST MIDLANDS FIRE & CIVIL DEFENCE,5000148569,"3,351,884.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST MIDLANDS POLICE AUTH,5000148570,"9,783,416.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST SUSSEX CC,5000148575,"4,093,492.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST YORKSHIRE POLICE AUTHORITY,5000148577,"6,714,111.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WIGAN MBC,5000148587,"5,519,812.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WILTSHIRE & SWINDON FIRE AUTHORITY,5000148588,"397,632.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WILTSHIRE POLICE,5000148589,"1,121,656.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WIRRAL MBC,5000148596,"6,547,599.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WOLVERHAMPTON MBC,5000148602,"5,976,575.00"
Communities & Local Government,DCLG,05/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,WORCESTERSHIRE COUNTY COUNCIL,5000148605,"3,739,530.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BARKING & DAGENHAM LB,5000147852,"-2,400,119.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BARNSLEY MBC,5000147856,"-2,174,152.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BIRMINGHAM CITY CNCL,5000147874,"-18,518,504.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BLACKBURN WITH DARWEN BC,5000147878,"-1,916,643.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BLACKPOOL BC,5000147881,"-2,092,410.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BOLTON MBC,5000147884,"-3,981,585.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BRADFORD MBC,5000147892,"-6,195,178.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BRENT LB,5000147899,"-171,135.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BRENT LB,5000147900,"-4,446,027.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BRIGHTON & HOVE CITY COUNCIL,5000147903,"-4,485,650.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,BURY MBC,5000147923,"-2,094,759.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,CALDERDALE MBC,5000147926,"-2,509,830.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,CITY OF WAKEFIELD MDC,5000148531,"-5,177,629.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,CORNWALL COUNCIL,5000148625,"-13,323.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,CORNWALL COUNCIL,5000148626,"-6,261,029.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,COVENTRY CITY CNCL,5000147977,"-5,170,430.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,DARLINGTON BC,5000147990,"-1,511,096.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,DERBY CITY CNCL,5000147998,"-3,898,390.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,DONCASTER MBC,5000148009,"-3,770,450.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,DUDLEY MBC,5000148015,"-4,373,700.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,DURHAM COUNTY COUNCIL,5000148627,"-4,810,219.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,EALING LB,5000148019,"-5,336,125.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,EAST RIDING OF YORKS,5000148036,"-3,754,617.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,ENFIELD LB,5000148049,"-4,475,824.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,GATESHEAD MBC,5000148073,"-3,601,667.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,GREENWICH LB,5000148088,"-2,629,069.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,HALTON BC,5000148094,"-2,041,965.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,HARINGEY LB,5000148105,"-2,684,028.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,HARROW LB,5000148112,"-2,130,848.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,HARTLEPOOL BOROUGH COUNCIL,5000148116,"-1,258,517.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,HEREFORDSHIRE DISTRICT COUNCIL,5000148125,"-2,012,490.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,HULL CITY COUNCIL,5000148170,"-4,140,969.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,ISLE OF WIGHT CNCL,5000148149,"-1,446,965.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,ISLES OF SCILLY COUNCIL,5000148154,"-77,074.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,KIRKLEES MBC,5000148174,"-4,693,642.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,KNOWSLEY MBC,5000148176,"-1,747,558.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,LEICESTER CITY CNCL,5000148189,"-4,799,818.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,LEWISHAM LB,5000148196,"-2,206,222.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,LIVERPOOL CITY COUNCIL,5000148205,"-8,133,666.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF HACKNEY,5000148092,"-3,237,337.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF LAMBETH,5000148178,"-4,700,526.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF NEWHAM,5000148260,"-3,830,256.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF REDBRIDGE,5000148332,"-2,326,655.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,LUTON BC,5000148207,"-2,932,015.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,MANCHESTER CITY CNCL,5000148218,"-13,301,674.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,MEDWAY COUNCIL,5000148223,"-3,292,083.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,MIDDLESBROUGH BC,5000148242,"-1,804,899.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,MIDDLESBROUGH BC,5000148243,"-59,499.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,NEWCASTLE UPON TYNE DC,5000148255,"-6,187,922.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,NORTH EAST LINCOLN DC,5000148268,"-2,940,629.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,NORTH TYNESIDE MBC,5000148281,"-2,589,971.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,NORTHUMBERLAND,5000148629,"-3,149,771.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,NOTTINGHAM CITY COUNCIL,5000148295,"-5,808,626.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,OLDHAM MBC,5000148307,"-2,609,944.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,PLYMOUTH CITY CNCL,5000148318,"-3,770,388.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,PORTSMOUTH CITY COUNCIL,5000148322,"-3,364,825.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,REDCAR & CLEVELAND BOROUGH COUNCIL,5000148334,"-1,963,558.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,ROCHDALE MBC,5000148348,"-2,777,983.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,ROTHERHAM MBC,5000148357,"-2,883,964.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,ROTHERHAM MBC,5000148358,"-219,784.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,SALFORD CITY CNCL,5000148373,"-3,682,746.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,SANDWELL MBC,5000148375,"-4,308,789.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,SEFTON MBC,5000148382,"-3,160,953.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,SHEFFIELD CITY CNCL,5000148388,"-8,931,243.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,SHROPSHIRE COUNCIL,5000148632,"-3,286,080.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH TYNESIDE COUNCIL,5000148432,"-1,319,741.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,SOUTHEND ON SEA BC,5000148438,"-2,057,497.00"
Communities & Local Government,DCLG,05/01/2011,NNDR Billing Authorities Receipts,Treasury,SOUTHWARK LB,5000148439,"-8,294,833.00"
