Minister,Date gift received,From  ,Gift,Value ,Outcome  
"Parliamentary Under-Secretary of State, Peter Luff MP",16-Dec-10,Boeing,Scale model C-17,Over Limit,Retained by the Department for display in the Minister’s office.
